date_obj,Mystic%20hat price
2016-04-28,12194
2016-04-29,12164
2016-04-30,12632
2016-05-01,13124
2016-05-02,13414
2016-05-03,13389
2016-05-04,13157
2016-05-05,12585
2016-05-06,12010
2016-05-07,11409
2016-05-08,10947
2016-05-09,10689
2016-05-10,10736
2016-05-11,11042
2016-05-12,11310
2016-05-13,11449
2016-05-14,11432
2016-05-15,11548
2016-05-16,11851
2016-05-17,11922
2016-05-18,12114
2016-05-19,12275
2016-05-22,11953
2016-05-23,11918
2016-05-24,12387
2016-05-25,12766
2016-05-26,13146
2016-05-27,13259
2016-05-28,13394
2016-05-29,13628
2016-05-30,13850
2016-05-31,13840
2016-06-01,14084
2016-06-02,14087
2016-06-03,14211
2016-06-04,14430
2016-06-05,14724
2016-06-06,14331
2016-06-07,14146
2016-06-08,14008
2016-06-09,13590
2016-06-10,13309
2016-06-11,12974
2016-06-12,13066
2016-06-13,13074
2016-06-14,13325
2016-06-15,13198
2016-06-16,12916
2016-06-17,12601
2016-06-18,12580
2016-06-19,12641
2016-06-20,12288
2016-06-21,12215
2016-06-22,12353
2016-06-23,12210
2016-06-24,12050
2016-06-25,11954
2016-06-26,11837
2016-06-27,11766
2016-06-28,12012
2016-06-29,12293
2016-06-30,12403
2016-07-01,12477
2016-07-02,12243
2016-07-03,12199
2016-07-04,12214
2016-07-05,12319
2016-07-06,12462
2016-07-07,12948
2016-07-08,13372
2016-07-09,13403
2016-07-10,13224
2016-07-11,13244
2016-07-12,13198
2016-07-13,13274
2016-07-14,13365
2016-07-15,13430
2016-07-16,13511
2016-07-17,13549
2016-07-18,13648
2016-07-23,13268
2016-07-24,13222
2016-07-25,12916
2016-07-26,12505
2016-07-27,12314
2016-07-28,12065
2016-07-29,11768
2016-07-30,11602
2016-07-31,11602
2016-08-01,11568
2016-08-02,11546
2016-08-03,11675
2016-08-04,11869
2016-08-05,12088
2016-08-06,12315
2016-08-07,12480
2016-08-08,12525
2016-08-09,12322
2016-08-10,12014
2016-08-11,11671
2016-08-12,11096
2016-08-13,10606
2016-08-14,10718
2016-08-15,10526
2016-08-16,10591
2016-08-17,11050
2016-08-18,11536
2016-08-19,11117
2016-08-20,10911
2016-08-21,10948
2016-08-22,10738
2016-08-23,10616
2016-08-24,10476
2016-08-25,10486
2016-08-26,10486
2016-08-28,10668
2016-08-31,11320
2016-09-01,11281
2016-09-02,11281
2016-09-03,11409
2016-09-04,11646
2016-09-05,12133
2016-09-06,12465
2016-09-07,13074
2016-09-08,13074
2016-09-09,13613
2016-09-10,13163
2016-09-11,13163
2016-09-12,13530
2016-09-13,13718
2016-09-14,13718
2016-09-15,14215
2016-09-16,14215
2016-09-17,14083
2016-09-18,14064
2016-09-19,13963
2016-09-20,13963
2016-09-21,13546
2016-09-22,13015
2016-09-23,13001
2016-09-24,13001
2016-09-25,12925
2016-09-26,12925
2016-09-27,12909
2016-09-28,12695
2016-09-29,12535
2016-09-30,12434
2016-10-01,12095
2016-10-02,12095
2016-10-03,11973
2016-10-04,11922
2016-10-05,12110
2016-10-06,12222
2016-10-07,11927
2016-10-08,11946
2016-10-09,12055
2016-10-10,12326
2016-10-11,12338
2016-10-12,12321
2016-10-13,12231
2016-10-14,12593
2016-10-15,12659
2016-10-16,12675
2016-10-17,12930
2016-10-18,12698
2016-10-19,13035
2016-10-20,13299
2016-10-21,12971
2016-10-22,12971
2016-10-23,12721
2016-10-24,12201
2016-10-25,12201
2016-10-26,11834
2016-10-27,11504
2016-10-28,11095
2016-10-29,10879
2016-10-30,10947
2016-10-31,10890
2016-11-01,10890
2016-11-02,10985
2016-11-03,11384
2016-11-04,11337
2016-11-05,11337
2016-11-06,11388
2016-11-07,11698
2016-11-08,11742
2016-11-09,11798
2016-11-10,11884
2016-11-11,11965
2016-11-12,12188
2016-11-13,12482
2016-11-14,12362
2016-12-07,14894
2016-12-08,14532
2016-12-09,14541
2016-12-10,14344
2016-12-11,14188
2016-12-12,14163
2016-12-13,13708
2016-12-14,13726
2016-12-15,13839
2016-12-16,13706
2016-12-17,13356
2016-12-18,12984
2016-12-19,12936
2016-12-20,12862
2016-12-21,13020
2016-12-22,13186
2016-12-23,13105
2016-12-24,12865
2016-12-25,13143
2016-12-26,13278
2016-12-27,13324
2016-12-28,13386
2016-12-29,13540
2016-12-30,13905
2016-12-31,14308
2017-01-01,14477
2017-01-02,14360
2017-01-03,13855
2017-01-04,13229
2017-01-05,12707
2017-01-06,12223
2017-01-07,11690
2017-01-08,11334
2017-01-09,11154
2017-01-10,11017
2017-01-11,11088
2017-01-12,11233
2017-01-13,11795
2017-01-14,12056
2017-01-15,12598
2017-01-16,12841
2017-01-17,12876
2017-01-18,13069
2017-01-19,13293
2017-01-20,13605
2017-01-21,13508
2017-01-22,12930
2017-01-27,11798
2017-01-28,11770
2017-01-29,12015
2017-01-30,12110
2017-01-31,12564
2017-02-01,12928
2017-02-02,12692
2017-02-03,12220
2017-02-04,11956
2017-02-05,12159
2017-02-06,12608
2017-02-07,12553
2017-02-08,12503
2017-02-09,12503
2017-02-10,12912
2017-02-11,12762
2017-02-12,12628
2017-02-13,12051
2017-02-14,11721
2017-02-15,11678
2017-02-16,11571
2017-02-18,11566
2017-02-19,11209
2017-02-20,11129
2017-02-21,10969
2017-02-22,10926
2017-02-23,10674
2017-02-24,10562
2017-02-25,10754
2017-02-26,10724
2017-02-27,10923
2017-02-28,11284
2017-03-01,11492
2017-03-02,11614
2017-03-03,11621
2017-03-04,11646
2017-03-05,11615
2017-03-06,11593
2017-03-07,11622
2017-03-08,11788
2017-03-09,11766
2017-03-10,11906
2017-03-11,12176
2017-03-12,12091
2017-03-13,11611
2017-03-14,11149
2017-03-15,10747
2017-03-16,10281
2017-03-17,10308
2017-03-18,10488
2017-03-19,10893
2017-03-20,11184
2017-03-21,11314
2017-03-22,11108
2017-03-23,11045
2017-03-24,11254
2017-03-25,11681
2017-03-26,12206
2017-03-27,12352
2017-03-28,12436
2017-03-29,12544
2017-03-30,12921
2017-03-31,13200
2017-04-01,13047
2017-04-02,12885
2017-04-03,12598
2017-04-04,12286
2017-04-12,12462
2017-04-13,12823
2017-04-14,12941
2017-04-15,12733
2017-04-16,12905
2017-04-17,13188
2017-04-18,13387
2017-04-19,13434
2017-04-20,13345
2017-04-21,13372
2017-04-22,13590
2017-04-23,13176
2017-04-24,12780
2017-04-25,13233
2017-04-26,13525
2017-04-27,13557
2017-04-28,13490
2017-04-29,13537
2017-04-30,13317
2017-05-01,12843
2017-05-02,12612
2017-05-03,12455
2017-05-04,12173
2017-05-05,11616
2017-05-06,11507
2017-05-07,11417
2017-05-08,11481
2017-05-09,11436
2017-05-10,11239
2017-05-11,11376
2017-05-12,11451
2017-05-13,11554
2017-05-14,11328
2017-05-15,11604
2017-05-16,11764
2017-05-17,12099
2017-05-18,12369
2017-05-19,12517
2017-05-20,12578
2017-05-21,12578
2017-05-22,12703
2017-05-23,12565
2017-05-24,12635
2017-05-25,12608
2017-05-26,12813
2017-05-27,13057
2017-05-28,12649
2017-05-29,12149
2017-05-30,12307
2017-05-31,12058
2017-06-01,11977
2017-06-02,11796
2017-06-03,11516
2017-06-06,12090
2017-06-07,12398
2017-06-08,12564
2017-06-09,12586
2017-06-10,12587
2017-06-11,12526
2017-06-12,12140
2017-06-13,11810
2017-06-14,11705
2017-06-15,11808
2017-06-16,11810
2017-06-17,11854
2017-06-18,12057
2017-06-19,12057
2017-06-20,12065
2017-06-21,11710
2017-06-22,11891
2017-06-23,12117
2017-06-24,12182
2017-06-25,12174
2017-06-26,11927
2017-06-27,11748
2017-06-28,11553
2017-06-29,11212
2017-06-30,11311
2017-07-01,11311
2017-07-02,11714
2017-07-03,12076
2017-07-04,12297
2017-07-05,12297
2017-07-06,12530
2017-07-07,12530
2017-07-08,12766
2017-07-13,12537
2017-07-14,12810
2017-07-15,13110
2017-07-16,13531
2017-07-17,13557
2017-07-18,13294
2017-07-19,13281
2017-07-20,13596
2017-07-21,13629
2017-07-22,13311
2017-07-23,13013
2017-07-24,12675
2017-07-25,12667
2017-07-26,12787
2017-07-27,12922
2017-07-28,12815
2017-07-29,12801
2017-07-30,12857
2017-07-31,12857
2017-08-01,13062
2017-08-02,12894
2017-08-03,12828
2017-08-04,12690
2017-08-05,12788
2017-08-06,12825
2017-08-09,13057
2017-08-10,13002
2017-08-11,13177
2017-08-12,13262
2017-08-13,12982
2017-08-14,12858
2017-08-15,13023
2017-08-16,13102
2017-08-17,13037
2017-08-18,13037
2017-08-19,13106
2017-08-20,13245
2017-08-22,12927
2017-08-23,12676
2017-08-24,12582
2017-08-25,12902
2017-08-26,13384
2017-08-27,13778
2017-08-28,13156
2017-08-29,13359
2017-08-30,13966
2017-08-31,14569
2017-09-01,14772
2017-09-02,14570
2017-09-03,14079
2017-09-04,13386
2017-09-05,12726
2017-09-06,12315
2017-09-07,12060
2017-09-08,12060
2017-09-09,11729
2017-09-10,11560
2017-09-11,11527
2017-09-12,11799
2017-09-13,11968
2017-09-14,11694
2017-09-15,11694
2017-09-16,11205
2017-09-17,10726
2017-09-19,10143
2017-09-20,10151
2017-09-21,10414
2017-09-22,10477
2017-09-23,10477
2017-09-24,10687
2017-09-25,11080
2017-09-26,10970
2017-09-27,10850
2017-09-28,10435
2017-09-29,10157
2017-09-30,10308
2017-10-01,9999
2017-10-02,9770
2017-10-03,9813
2017-10-04,9903
2017-10-05,9880
2017-10-06,9841
2017-10-07,9733
2017-10-08,9895
2017-10-09,9948
2017-10-10,9935
2017-10-11,9935
2017-10-12,9948
2017-10-13,10229
2017-10-14,10424
2017-10-15,10424
2017-10-16,10474
2017-10-17,10474
2017-10-18,10341
2017-10-19,10337
2017-10-20,10403
2017-10-21,10458
2017-10-22,10538
2017-10-23,10501
2017-10-24,10289
2017-10-25,10238
2017-10-26,10251
2017-10-27,10331
2017-10-28,10331
2017-10-29,10365
2017-10-30,10085
2017-10-31,10079
2017-11-01,10079
2017-11-02,10226
2017-11-03,9802
2017-11-04,9582
2017-11-05,9527
2017-11-06,9578
2017-11-07,9852
2017-11-08,9892
2017-11-09,9625
2017-11-10,9466
2017-11-11,9468
2017-11-12,9450
2017-11-13,9608
2017-11-14,9727
2017-11-15,9712
2017-11-16,9839
2017-11-17,9891
2017-11-18,9620
2017-11-19,9415
2017-11-20,9442
2017-11-21,9685
2017-11-22,9633
2017-11-23,10016
2017-11-24,10501
2017-11-25,11027
2017-11-26,11542
2017-11-27,12114
2017-11-28,12509
2017-11-29,12784
2017-11-30,13149
2017-12-01,12545
2017-12-02,11917
2017-12-03,11379
2017-12-04,11004
2017-12-05,10528
2017-12-06,10182
2017-12-07,9829
2017-12-08,9885
2017-12-09,9818
2017-12-10,9673
2017-12-11,9827
2017-12-12,10034
2017-12-14,10141
2017-12-15,10162
2017-12-17,10189
2017-12-18,10068
2017-12-19,9768
2017-12-20,9745
2017-12-21,9900
2017-12-22,9896
2017-12-23,10028
2017-12-24,9888
2017-12-25,10033
2017-12-26,9999
2017-12-27,10130
2017-12-28,9987
2017-12-29,9876
2017-12-30,10100
2017-12-31,10300
2018-01-01,10285
2018-01-02,10330
2018-01-03,10230
2018-01-04,10436
2018-01-05,10457
2018-01-06,10457
2018-01-07,10479
2018-01-08,10426
2018-01-09,10149
2018-01-10,10105
2018-01-11,10043
2018-01-12,10023
2018-01-13,10121
2018-01-14,9979
2018-01-15,9812
2018-01-16,9786
2018-01-17,9622
2018-01-18,9494
2018-01-19,9387
2018-01-20,9115
2018-01-21,9177
2018-01-22,9302
2018-01-23,9455
2018-01-25,9631
2018-01-26,9758
2018-01-27,9849
2018-01-28,9943
2018-01-29,10136
2018-01-31,10540
2018-02-01,10440
2018-02-02,10492
2018-02-03,10623
2018-02-04,11005
2018-02-05,11316
2018-02-06,11437
2018-02-07,11635
2018-02-08,11732
2018-02-09,11462
2018-02-10,11278
2018-02-11,11143
2018-02-12,11384
2018-02-13,11257
2018-02-14,11463
2018-02-15,11562
2018-02-16,11846
2018-02-17,12192
2018-02-18,12727
2018-02-19,13016
2018-02-20,12466
2018-02-21,11980
2018-02-22,11716
2018-02-23,11826
2018-02-24,12125
2018-02-25,11757
2018-02-26,11420
2018-02-27,11253
2018-03-01,11193
2018-03-02,10932
2018-03-03,10659
2018-03-04,10364
2018-03-05,10132
2018-03-06,10289
2018-03-07,10218
2018-03-08,10017
2018-03-09,10030
2018-03-10,10141
2018-03-11,10200
2018-03-12,10390
2018-03-13,10533
2018-03-14,10712
2018-03-15,10930
2018-03-16,11087
2018-03-17,11254
2018-03-18,11526
2018-03-19,11403
2018-03-20,11492
2018-03-21,11654
2018-03-23,11451
2018-03-24,11543
2018-03-26,11304
2018-03-27,11211
2018-03-28,11272
2018-03-29,11386
2018-03-30,11358
2018-03-31,11006
2018-04-01,11086
2018-04-02,11130
2018-04-03,11158
2018-04-04,11569
2018-04-05,11726
2018-04-06,11694
2018-04-07,11662
2018-04-08,11771
2018-04-09,11761
2018-04-10,12034
2018-04-11,12131
2018-04-12,11721
2018-04-13,11787
2018-04-14,11981
2018-04-15,11863
2018-04-16,11512
2018-04-17,11264
2018-04-18,11070
2018-04-19,10866
2018-04-20,10644
2018-04-21,10723
2018-04-22,10854
2018-04-23,10744
2018-04-24,10774
2018-04-25,11037
2018-04-26,11300
2018-04-27,11271
2018-04-28,11307
2018-04-29,11453
2018-04-30,11784
2018-05-01,11661
2018-05-04,12268
2018-05-05,12443
2018-05-06,13066
2018-05-07,13510
2018-05-08,13589
2018-05-09,13471
2018-05-10,13174
2018-05-11,12893
2018-05-12,13393
2018-05-13,13798
2018-05-14,13150
2018-05-15,12803
2018-05-16,12824
2018-05-17,13052
2018-05-18,13495
2018-05-19,13866
2018-05-20,14525
2018-05-21,14520
2018-05-22,13951
2018-05-23,13582
2018-05-24,13286
2018-05-25,13267
2018-05-26,13028
2018-05-27,12586
2018-05-28,12124
2018-05-29,11842
2018-05-30,12022
2018-05-31,12489
2018-06-01,13113
2018-06-02,13740
2018-06-03,14427
2018-06-04,15034
2018-06-05,15622
2018-06-06,15088
2018-06-07,14422
2018-06-08,13784
2018-06-09,13619
2018-06-10,13646
2018-06-11,13322
2018-06-12,12655
2018-06-13,12303
2018-06-14,11990
2018-06-15,11814
2018-06-16,12042
2018-06-17,12620
2018-06-18,12803
2018-06-19,13329
2018-06-20,13649
2018-06-21,13409
2018-06-22,12918
2018-06-23,12565
2018-06-24,12375
2018-06-25,12111
2018-06-26,11958
2018-06-27,11655
2018-06-28,11419
2018-06-29,11591
2018-06-30,11450
2018-07-01,11287
2018-07-02,11055
2018-07-03,11280
2018-07-04,11392
2018-07-05,11171
2018-07-06,10985
2018-07-07,10755
2018-07-08,10676
2018-07-09,10612
2018-07-10,10904
2018-07-11,11176
2018-07-12,11101
2018-07-13,11019
2018-07-14,11268
2018-07-15,11814
2018-07-16,11766
2018-07-17,11961
2018-07-18,11818
2018-07-19,11847
2018-07-20,12264
2018-07-21,12776
2018-07-22,12969
2018-07-23,13380
2018-07-24,13461
2018-07-25,13617
2018-07-26,13538
2018-07-27,13707
2018-07-28,13196
2018-07-29,12867
2018-07-30,13131
2018-07-31,13773
2018-08-01,14462
2018-08-02,15080
2018-08-03,15146
2018-08-04,14589
2018-08-05,14033
2018-08-06,13925
2018-08-07,13775
2018-08-08,14095
2018-08-09,14049
2018-08-10,14053
2018-08-11,14030
2018-08-12,14023
2018-08-14,13624
2018-08-16,13766
2018-08-17,13925
2018-08-18,14519
2018-08-19,14620
2018-08-20,14477
2018-08-21,14579
2018-08-22,14355
2018-08-23,14004
2018-08-24,13760
2018-08-25,13476
2018-08-26,13593
2018-08-27,13903
2018-08-28,14162
2018-08-29,14656
2018-08-30,14261
2018-08-31,13572
2018-09-01,13412
2018-09-02,13587
2018-09-03,13536
2018-09-04,13206
2018-09-05,12966
2018-09-06,12903
2018-09-07,13043
2018-09-08,12896
2018-09-09,13134
2018-09-10,13006
2018-09-11,12449
2018-09-12,12216
2018-09-13,12402
2018-09-14,12390
2018-09-15,12031
2018-09-16,11739
2018-09-17,11683
2018-09-18,11751
2018-09-19,11677
2018-09-20,11751
2018-09-21,11773
2018-09-22,12069
2018-09-23,12294
2018-09-24,12878
2018-09-25,13259
2018-09-26,13226
2018-09-27,13142
2018-09-28,12867
2018-09-29,13034
2018-09-30,13082
2018-10-02,12877
2018-10-03,12754
2018-10-04,12732
2018-10-05,12661
2018-10-06,13050
2018-10-07,13431
2018-10-08,13057
2018-10-09,12681
2018-10-10,12203
2018-10-11,11923
2018-10-12,11773
2018-10-13,11676
2018-10-14,11773
2018-10-15,11719
2018-10-16,11558
2018-10-17,11877
2018-10-18,11768
2018-10-19,11368
2018-10-20,10990
2018-10-21,10977
2018-10-22,10563
2018-10-23,10307
2018-10-24,9953
2018-10-25,9825
2018-10-26,9995
2018-10-27,10058
2018-10-28,9889
2018-10-29,9953
2018-10-30,9781
2018-10-31,9719
2018-11-01,9659
2018-11-03,10054
2018-11-04,10427
2018-11-05,10735
2018-11-06,11222
2018-11-07,11600
2018-11-08,11924
2018-11-09,12232
2018-11-10,11900
2018-11-11,11695
2018-11-12,11997
2018-11-13,12247
2018-11-15,12308
2018-11-16,11802
2018-11-17,11579
2018-11-18,11291
2018-11-19,11292
2018-11-20,11626
2018-11-21,12206
2018-11-22,12761
2018-11-23,13261
2018-11-24,13113
2018-11-25,12468
2018-11-26,11849
2018-11-27,11569
2018-11-28,11142
2018-11-29,10730
2018-12-01,10716
2018-12-02,10573
2018-12-03,10502
2018-12-04,10452
2018-12-05,10495
2018-12-07,10250
2018-12-09,11251
2018-12-10,11101
2018-12-11,10962
2018-12-13,11104
2018-12-14,11274
2018-12-15,11593
2018-12-16,11966
2018-12-17,11667
2018-12-18,11214
2018-12-19,10946
2018-12-20,10794
2018-12-21,10765
2018-12-22,10907
2018-12-23,11162
2018-12-24,11702
2018-12-25,12157
2018-12-26,12436
2018-12-27,12917
2018-12-28,12933
2018-12-29,12472
2018-12-30,12296
2018-12-31,12288
2019-01-01,12128
2019-01-02,12312
2019-01-03,12467
2019-01-04,12516
2019-01-05,12382
2019-01-06,12077
2019-01-08,11070
2019-01-10,10352
2019-01-11,10390
2019-01-12,10542
2019-01-13,10730
2019-01-14,10594
2019-01-15,10275
2019-01-16,10169
2019-01-17,10221
2019-01-18,10339
2019-01-19,10306
2019-01-20,10349
2019-01-21,10558
2019-01-22,10516
2019-01-23,10327
2019-01-24,10572
2019-01-25,10722
2019-01-26,10619
2019-01-28,10550
2019-01-29,10629
2019-01-30,10554
2019-01-31,10255
2019-02-01,9982
2019-02-02,10188
2019-02-03,10175
2019-02-04,10281
2019-02-05,10419
2019-02-06,10641
2019-02-07,11009
2019-02-08,11307
2019-02-09,11474
2019-02-10,11774
2019-02-11,11316
2019-02-12,11128
2019-02-13,10889
2019-02-14,10796
2019-02-15,10875
2019-02-16,10950
2019-02-17,10835
2019-02-18,10845
2019-02-19,10828
2019-02-20,10802
2019-02-21,10857
2019-02-22,10971
2019-02-23,10723
2019-02-24,10777
2019-02-25,10749
2019-02-26,10709
2019-02-27,10823
2019-02-28,10831
2019-03-01,10957
2019-03-02,11291
2019-03-03,11613
2019-03-04,11894
2019-03-05,12400
2019-03-06,12355
2019-03-07,11974
2019-03-08,11984
2019-03-09,12120
2019-03-10,12260
2019-03-11,12581
2019-03-12,13194
2019-03-13,13580
2019-03-14,13453
2019-03-15,12956
2019-03-16,12770
2019-03-17,12515
2019-03-18,12665
2019-03-19,12944
2019-03-20,12765
2019-03-21,12342
2019-03-22,12523
2019-03-23,12219
2019-03-24,11941
2019-03-25,11720
2019-03-26,11673
2019-03-27,11560
2019-03-28,11795
2019-03-29,11441
2019-03-30,11289
2019-03-31,11736
2019-04-01,11391
2019-04-02,11325
2019-04-03,11578
2019-04-04,11691
2019-04-05,11791
2019-04-06,11655
2019-04-07,11078
2019-04-08,10968
2019-04-09,11056
2019-04-10,11135
2019-04-11,10879
