date_obj,Mithril%20chainbody price
2019-08-03,897
2019-08-04,906
2019-08-05,899
2019-08-06,897
2019-08-07,903
2019-08-08,914
2019-08-09,890
2019-08-10,886
2019-08-11,883
2019-08-12,881
2019-08-13,878
2019-08-14,892
2019-08-15,895
2019-08-16,906
2019-08-17,899
2019-08-18,891
2019-08-19,873
2019-08-20,907
2019-08-21,901
2019-08-22,919
2019-08-23,924
2019-08-24,917
2019-08-24,917
2019-08-25,922
2019-08-25,922
2019-08-26,901
2019-08-26,901
2019-08-27,904
2019-08-27,904
2019-08-28,905
2019-08-29,919
2019-08-30,898
2019-08-31,905
2019-09-01,892
2019-09-02,886
2019-09-03,889
2019-09-04,887
2019-09-05,891
2019-09-06,894
2019-09-07,895
2019-09-08,903
2019-09-09,899
2019-09-10,923
2019-09-11,929
2019-09-12,929
2019-09-13,917
2019-09-14,900
2019-09-15,918
2019-09-16,932
2019-09-17,922
2019-09-18,929
2019-09-19,944
2019-09-20,944
2019-09-21,933
2019-09-22,926
2019-09-23,942
2019-09-24,963
2019-09-25,974
2019-09-26,965
2019-09-27,955
2019-09-28,948
2019-09-29,952
2019-09-30,933
2019-10-01,922
2019-10-02,923
2019-10-03,928
2019-10-04,914
2019-10-05,903
2019-10-06,936
2019-10-07,926
2019-10-08,932
2019-10-09,926
2019-10-10,929
2019-10-11,914
2019-10-12,915
2019-10-13,913
2019-10-14,888
2019-10-15,898
2019-10-16,903
2019-10-17,909
2019-10-18,917
2019-10-19,888
2019-10-20,860
2019-10-21,849
2019-10-22,881
2019-10-23,881
2019-10-24,902
2019-10-25,907
2019-10-26,916
2019-10-27,922
2019-10-28,889
2019-10-29,877
2019-10-30,896
2019-10-31,893
2019-11-01,891
2019-11-02,881
2019-11-03,890
2019-11-04,887
2019-11-05,888
2019-11-06,901
2019-11-07,906
2019-11-08,907
2019-11-09,915
2019-11-10,901
2019-11-11,899
2019-11-12,897
2019-11-13,898
2019-11-14,906
2019-11-15,911
2019-11-16,905
2019-11-17,906
2019-11-18,893
2019-11-19,882
2019-11-20,890
2019-11-21,870
2019-11-22,885
2019-11-23,893
2019-11-24,872
2019-11-25,868
2019-11-26,878
2019-11-27,885
2019-11-28,888
2019-11-29,884
2019-11-30,901
2019-12-01,906
2019-12-02,919
2019-12-03,907
2019-12-04,914
2019-12-05,900
2019-12-06,914
2019-12-07,887
2019-12-08,888
2019-12-09,878
2019-12-10,880
2019-12-11,903
2019-12-12,910
2019-12-13,902
2019-12-14,901
2019-12-15,889
2019-12-16,877
2019-12-17,877
2019-12-18,857
2019-12-19,860
2019-12-20,875
2019-12-21,901
2019-12-22,909
2019-12-23,913
2019-12-24,899
2019-12-25,912
2019-12-26,893
2019-12-27,897
2019-12-28,893
2019-12-29,881
2019-12-30,882
2019-12-31,900
2020-01-01,908
2020-01-02,893
2020-01-03,876
2020-01-04,882
2020-01-05,893
2020-01-06,869
2020-01-07,878
2020-01-08,885
2020-01-09,875
2020-01-10,869
2020-01-11,871
2020-01-12,876
2020-01-13,883
2020-01-14,901
2020-01-15,929
2020-01-16,934
2020-01-17,951
2020-01-18,932
2020-01-19,948
2020-01-20,935
2020-01-21,931
2020-01-22,924
2020-01-23,910
2020-01-24,888
2020-01-25,909
2020-01-26,916
2020-01-27,926
2020-01-28,911
2020-01-29,930
2020-01-30,920
2020-01-31,913
2020-02-01,897
2020-02-02,883
2020-02-03,880
2020-02-04,884
2020-02-05,908
2020-02-06,928
2020-02-07,923
2020-02-08,910
2020-02-09,908
2020-02-10,904
2020-02-11,905
2020-02-12,920
2020-02-13,895
2020-02-14,916
2020-02-15,916
2020-02-16,904
2020-02-17,914
2020-02-18,912
2020-02-19,906
2020-02-20,895
2020-02-21,887
2020-02-22,883
2020-02-23,874
2020-02-24,880
2020-02-25,873
2020-02-26,874
2020-02-27,879
2020-02-28,888
2020-02-29,871
2020-03-01,877
2020-03-02,893
2020-03-03,887
2020-03-04,887
2020-03-05,902
2020-03-06,882
2020-03-07,881
2020-03-08,893
2020-03-09,897
2020-03-10,910
2020-03-11,921
2020-03-12,924
2020-03-13,950
2020-03-14,932
2020-03-15,910
2020-03-16,901
2020-03-17,900
2020-03-18,907
2020-03-19,904
2020-03-20,903
2020-03-21,893
2020-03-22,893
2020-03-23,894
2020-03-24,904
2020-03-25,910
2020-03-26,899
2020-03-27,880
2020-03-28,872
2020-03-29,870
2020-03-30,875
2020-03-31,869
2020-04-01,873
2020-04-02,881
2020-04-03,883
2020-04-04,876
2020-04-05,878
2020-04-06,861
2020-04-07,850
2020-04-08,862
2020-04-09,879
2020-04-10,904
2020-04-11,906
2020-04-12,900
2020-04-13,872
2020-04-14,890
2020-04-15,890
2020-04-16,904
2020-04-17,907
2020-04-18,899
2020-04-19,909
2020-04-20,914
2020-04-21,914
2020-04-22,910
2020-04-23,920
2020-04-24,897
2020-04-25,891
2020-04-26,902
2020-04-27,915
2020-04-28,909
2020-04-29,906
2020-04-30,889
2020-05-01,895
2020-05-02,890
2020-05-03,902
2020-05-04,918
2020-05-05,920
2020-05-06,931
2020-05-07,921
2020-05-08,926
2020-05-09,918
2020-05-10,935
2020-05-11,938
2020-05-12,939
2020-05-13,928
