date_obj,Ancient%20mitre price
2016-02-24,56844
2016-02-25,58185
2016-02-26,58185
2016-02-27,58853
2016-02-28,59463
2016-02-29,58872
2016-03-01,57437
2016-03-02,55793
2016-03-03,54959
2016-03-04,54088
2016-03-05,53577
2016-03-06,55121
2016-03-07,56231
2016-03-08,57415
2016-03-09,58299
2016-03-10,59758
2016-03-11,61468
2016-03-12,62992
2016-03-13,63749
2016-03-14,63778
2016-03-15,62051
2016-03-16,59914
2016-03-17,58753
2016-03-18,58465
2016-03-19,58953
2016-03-20,58489
2016-03-21,58361
2016-03-22,59301
2016-03-23,58678
2016-03-24,60088
2016-03-25,59576
2016-03-26,58549
2016-03-27,56882
2016-03-28,55339
2016-03-29,53541
2016-03-30,53541
2016-03-31,52226
2016-04-01,51019
2016-04-02,50465
2016-04-03,49441
2016-04-04,48703
2016-04-05,49906
2016-04-06,49830
2016-04-07,49381
2016-04-08,50035
2016-04-09,50164
2016-04-10,51009
2016-04-11,51009
2016-04-12,52172
2016-04-13,52594
2016-04-14,52915
2016-04-15,53299
2016-04-16,52899
2016-04-17,52047
2016-04-18,51754
2016-04-19,51472
2016-04-20,50778
2016-04-21,48596
2016-04-22,46245
2016-04-23,45438
2016-04-24,44292
2016-04-25,44304
2016-04-26,44498
2016-04-27,46367
2016-04-28,47939
2016-04-29,50156
2016-04-30,52412
2016-05-01,54394
2016-05-02,56714
2016-05-03,59550
2016-05-04,60939
2016-05-05,62098
2016-05-06,62098
2016-05-07,63142
2016-05-08,63617
2016-05-09,64601
2016-05-10,64834
2016-05-11,64915
2016-05-12,65124
2016-05-13,64515
2016-05-14,63760
2016-05-15,63105
2016-05-16,61625
2016-05-17,61180
2016-05-18,60138
2016-05-19,59603
2016-05-22,57946
2016-05-23,58307
2016-05-24,58113
2016-05-25,57406
2016-05-26,57353
2016-05-27,57993
2016-05-28,57487
2016-05-29,56236
2016-05-30,54092
2016-05-31,53167
2016-06-01,53265
2016-06-02,53674
2016-06-03,52851
2016-06-04,52738
2016-06-05,51197
2016-06-06,50469
2016-06-07,50354
2016-06-08,49839
2016-06-09,49152
2016-06-10,49136
2016-06-11,49234
2016-06-12,48901
2016-06-13,50014
2016-06-14,51464
2016-06-15,52672
2016-06-16,54760
2016-06-17,54453
2016-06-18,54578
2016-06-19,54525
2016-06-20,53055
2016-06-21,52168
2016-06-22,52255
2016-06-23,52452
2016-06-24,53794
2016-06-25,54001
2016-06-26,55209
2016-06-27,54976
2016-06-28,54483
2016-06-29,54048
2016-06-30,53728
2016-07-01,53879
2016-07-02,54312
2016-07-03,54282
2016-07-04,52972
2016-07-05,53115
2016-07-06,51758
2016-07-07,50402
2016-07-08,49245
2016-07-09,48023
2016-07-10,45976
2016-07-11,44976
2016-07-12,43547
2016-07-13,43026
2016-07-14,43028
2016-07-15,41870
2016-07-16,41369
2016-07-17,41204
2016-07-18,40756
2016-07-23,39562
2016-07-24,40355
2016-07-25,40793
2016-07-26,41139
2016-07-27,42143
2016-07-28,43378
2016-07-29,44570
2016-07-30,45977
2016-07-31,47111
2016-08-01,47188
2016-08-02,48230
2016-08-03,48020
2016-08-04,47057
2016-08-05,46963
2016-08-06,46618
2016-08-07,46943
2016-08-08,46263
2016-08-09,45816
2016-08-10,45659
2016-08-11,46037
2016-08-12,46036
2016-08-13,45062
2016-08-14,45061
2016-08-15,44798
2016-08-16,44402
2016-08-17,43897
2016-08-18,43208
2016-08-19,42243
2016-08-20,41714
2016-08-21,41511
2016-08-22,40178
2016-08-23,39953
2016-08-24,39576
2016-08-25,39290
2016-08-26,39290
2016-08-28,40061
2016-08-31,39324
2016-09-01,38285
2016-09-02,38285
2016-09-03,39278
2016-09-04,40368
2016-09-05,39868
2016-09-06,39559
2016-09-07,39285
2016-09-08,39470
2016-09-09,39534
2016-09-10,39749
2016-09-11,39749
2016-09-12,40015
2016-09-13,38938
2016-09-14,38159
2016-09-15,37229
2016-09-16,37229
2016-09-17,37318
2016-09-18,36838
2016-09-19,36617
2016-09-20,36617
2016-09-21,36536
2016-09-22,35810
2016-09-23,36047
2016-09-24,36047
2016-09-25,36060
2016-09-26,36060
2016-09-27,36119
2016-09-28,36414
2016-09-29,36414
2016-09-30,35642
2016-10-01,36107
2016-10-02,36878
2016-10-03,36878
2016-10-04,37457
2016-10-05,37320
2016-10-06,36996
2016-10-07,36996
2016-10-08,38285
2016-10-09,38285
2016-10-10,40093
2016-10-11,42009
2016-10-12,44016
2016-10-13,44042
2016-10-14,42459
2016-10-15,42197
2016-10-16,43781
2016-10-17,44887
2016-10-18,46624
2016-10-19,48235
2016-10-20,48408
2016-10-21,49932
2016-10-22,49932
2016-10-23,52334
2016-10-24,54733
2016-10-25,54733
2016-10-26,56386
2016-10-27,58365
2016-10-28,58365
2016-10-29,58388
2016-10-30,56762
2016-10-31,59139
2016-11-01,59139
2016-11-02,58177
2016-11-03,56003
2016-11-04,54002
2016-11-05,54002
2016-11-06,51374
2016-11-07,49959
2016-11-08,48755
2016-11-09,46447
2016-11-10,44670
2016-11-11,43362
2016-11-12,41919
2016-11-13,41380
2016-11-14,41204
2016-11-15,40959
2016-12-07,39085
2016-12-08,39550
2016-12-09,39097
2016-12-10,39510
2016-12-11,39938
2016-12-12,40511
2016-12-13,40892
2016-12-15,40973
2016-12-16,40593
2016-12-17,40634
2016-12-18,40634
2016-12-19,41372
2016-12-20,41741
2016-12-21,42454
2016-12-22,43067
2016-12-23,44169
2016-12-24,45222
2016-12-25,45925
2016-12-26,46213
2016-12-27,46882
2016-12-28,46676
2016-12-29,46782
2016-12-30,46826
2016-12-31,47132
2017-01-01,46592
2017-01-02,46142
2017-01-03,46247
2017-01-04,45875
2017-01-05,44847
2017-01-06,44047
2017-01-07,44525
2017-01-08,44476
2017-01-09,44282
2017-01-10,43986
2017-01-11,43833
2017-01-12,43707
2017-01-13,43770
2017-01-14,43561
2017-01-15,43131
2017-01-16,43095
2017-01-17,43067
2017-01-18,44134
2017-01-19,44998
2017-01-20,45788
2017-01-21,46614
2017-01-22,46457
2017-01-23,46797
2017-01-27,44745
2017-01-28,44976
2017-01-29,44840
2017-01-30,44922
2017-01-31,44925
2017-02-01,45006
2017-02-02,45186
2017-02-03,45445
2017-02-04,45738
2017-02-05,45595
2017-02-06,44826
2017-02-07,44415
2017-02-08,44442
2017-02-09,43643
2017-02-10,43350
2017-02-11,43205
2017-02-12,42831
2017-02-13,42458
2017-02-14,41657
2017-02-15,40061
2017-02-16,39285
2017-02-17,39506
2017-02-18,39387
2017-02-19,40025
2017-02-20,40632
2017-02-21,40457
2017-02-22,40896
2017-02-23,40827
2017-02-24,40604
2017-02-25,40792
2017-02-26,40139
2017-02-27,40005
2017-02-28,39125
2017-03-01,38708
2017-03-02,39162
2017-03-03,39069
2017-03-04,38475
2017-03-05,37250
2017-03-06,36559
2017-03-07,36008
2017-03-08,35478
2017-03-09,35273
2017-03-10,34403
2017-03-11,34219
2017-03-12,34133
2017-03-13,34024
2017-03-14,33999
2017-03-15,34946
2017-03-16,35915
2017-03-17,36472
2017-03-18,36769
2017-03-19,36100
2017-03-20,35165
2017-03-21,34515
2017-03-22,33789
2017-03-23,33131
2017-03-24,32594
2017-03-25,32693
2017-03-26,32145
2017-03-27,31574
2017-03-28,31251
2017-03-29,30655
2017-03-30,30241
2017-03-31,30998
2017-04-01,30967
2017-04-02,31862
2017-04-03,32791
2017-04-04,33781
2017-04-05,35009
2017-04-12,36093
2017-04-13,36692
2017-04-14,37269
2017-04-15,37604
2017-04-16,37795
2017-04-17,38521
2017-04-18,38682
2017-04-19,39534
2017-04-20,40761
2017-04-21,41418
2017-04-22,42638
2017-04-23,43248
2017-04-24,43691
2017-04-25,44170
2017-04-26,44492
2017-04-27,45044
2017-04-28,44544
2017-04-29,43846
2017-04-30,43656
2017-05-01,42307
2017-05-02,41291
2017-05-03,40586
2017-05-04,40155
2017-05-05,39227
2017-05-06,37729
2017-05-07,37100
2017-05-08,36278
2017-05-09,35197
2017-05-10,34924
2017-05-11,34556
2017-05-12,34715
2017-05-13,34310
2017-05-14,34165
2017-05-15,34198
2017-05-16,33657
2017-05-17,33413
2017-05-18,34623
2017-05-19,34999
2017-05-20,34391
2017-05-21,34686
2017-05-22,34523
2017-05-23,33963
2017-05-24,33829
2017-05-25,33772
2017-05-26,33441
2017-05-27,32842
2017-05-28,32081
2017-05-29,31867
2017-05-30,31992
2017-05-31,32059
2017-06-01,31685
2017-06-02,30992
2017-06-03,30729
2017-06-04,30647
2017-06-05,29700
2017-06-06,28871
2017-06-07,28241
2017-06-08,28485
2017-06-09,28312
2017-06-10,28246
2017-06-11,28371
2017-06-12,27843
2017-06-13,27831
2017-06-14,27248
2017-06-15,26930
2017-06-16,26689
2017-06-17,26365
2017-06-18,25821
2017-06-19,25821
2017-06-20,25390
2017-06-21,26248
2017-06-22,26645
2017-06-23,25690
2017-06-24,25796
2017-06-25,26855
2017-06-26,27204
2017-06-27,27961
2017-06-28,28695
2017-06-29,29920
2017-06-30,31400
2017-07-01,32685
2017-07-02,34320
2017-07-03,35161
2017-07-04,35587
2017-07-05,35587
2017-07-06,35421
2017-07-07,36345
2017-07-08,37448
2017-07-09,37500
2017-07-13,36752
2017-07-14,36844
2017-07-15,37227
2017-07-16,37509
2017-07-17,37164
2017-07-18,36421
2017-07-19,36726
2017-07-20,36435
2017-07-21,36724
2017-07-22,36336
2017-07-23,35369
2017-07-24,35234
2017-07-25,34308
2017-07-26,34087
2017-07-27,33035
2017-07-28,31768
2017-07-29,31676
2017-07-30,30487
2017-07-31,31452
2017-08-01,31738
2017-08-02,31849
2017-08-03,32206
2017-08-04,32552
2017-08-05,32598
2017-08-06,32052
2017-08-07,32885
2017-08-08,33053
2017-08-09,33840
2017-08-10,33814
2017-08-11,34961
2017-08-12,36117
2017-08-13,36657
2017-08-14,36416
2017-08-15,36597
2017-08-16,36910
2017-08-17,36586
2017-08-18,37127
2017-08-19,37168
2017-08-20,38278
2017-08-21,39179
2017-08-22,40101
2017-08-23,40126
2017-08-24,39599
2017-08-25,39166
2017-08-26,38563
2017-08-27,39235
2017-08-28,40813
2017-08-29,42197
2017-08-30,40954
2017-08-31,40884
2017-09-01,40596
2017-09-02,40686
2017-09-03,40067
2017-09-04,39416
2017-09-05,39383
2017-09-06,39010
2017-09-07,38876
2017-09-08,39850
2017-09-09,39617
2017-09-10,40247
2017-09-11,40570
2017-09-12,41416
2017-09-13,41982
2017-09-14,41262
2017-09-15,41262
2017-09-16,40386
2017-09-17,38964
2017-09-18,40149
2017-09-19,40118
2017-09-20,40454
2017-09-22,41749
2017-09-23,43123
2017-09-24,44523
2017-09-25,43945
2017-09-26,44191
2017-09-27,45746
2017-09-28,47171
2017-09-29,47220
2017-09-30,47269
2017-10-01,46277
2017-10-02,45473
2017-10-03,44492
2017-10-04,44351
2017-10-05,44024
2017-10-06,44507
2017-10-07,44439
2017-10-08,43066
2017-10-09,42183
2017-10-10,41702
2017-10-11,41702
2017-10-12,40994
2017-10-13,42228
2017-10-14,42593
2017-10-15,42593
2017-10-16,42122
2017-10-17,41617
2017-10-18,41582
2017-10-19,41434
2017-10-20,41559
2017-10-21,41864
2017-10-22,41925
2017-10-23,41025
2017-10-24,40949
2017-10-25,41063
2017-10-26,41290
2017-10-27,41523
2017-10-28,41523
2017-10-29,41552
2017-10-30,42056
2017-10-31,42098
2017-11-01,42098
2017-11-02,41753
2017-11-03,40433
2017-11-04,40267
2017-11-05,39749
2017-11-06,39256
2017-11-07,38815
2017-11-08,38168
2017-11-09,37677
2017-11-10,37019
2017-11-11,35921
2017-11-12,35650
2017-11-13,35315
2017-11-14,35107
2017-11-15,34636
2017-11-16,34126
2017-11-17,33931
2017-11-18,34505
2017-11-19,34953
2017-11-20,34726
2017-11-21,34380
2017-11-22,34734
2017-11-23,34785
2017-11-24,35046
2017-11-25,34908
2017-11-26,34699
2017-11-27,34699
2017-11-28,34843
2017-11-29,35178
2017-11-30,35176
2017-12-01,35602
2017-12-02,35359
2017-12-03,35416
2017-12-04,34858
2017-12-05,35192
2017-12-06,35022
2017-12-07,35134
2017-12-08,35452
2017-12-09,36119
2017-12-10,36804
2017-12-11,37118
2017-12-12,37181
2017-12-13,37517
2017-12-14,36789
2017-12-15,36595
2017-12-16,36625
2017-12-17,35700
2017-12-18,35456
2017-12-19,34802
2017-12-20,34291
2017-12-21,34593
2017-12-22,33637
2017-12-23,33655
2017-12-24,33729
2017-12-25,34063
2017-12-26,33820
2017-12-27,34034
2017-12-28,34003
2017-12-29,33224
2017-12-30,33569
2017-12-31,34030
2018-01-01,33935
2018-01-02,33343
2018-01-03,32191
2018-01-04,31702
2018-01-05,31069
2018-01-06,30765
2018-01-07,30511
2018-01-08,29817
2018-01-09,29163
2018-01-10,28333
2018-01-11,27834
2018-01-12,27751
2018-01-13,28176
2018-01-14,28207
2018-01-15,29344
2018-01-16,29841
2018-01-17,30201
2018-01-18,30633
2018-01-19,30633
2018-01-20,31157
2018-01-21,31331
2018-01-22,31963
2018-01-23,32332
2018-01-24,31901
2018-01-25,32055
2018-01-26,31686
2018-01-27,31232
2018-01-28,30826
2018-01-29,30319
2018-01-30,30205
2018-01-31,29462
2018-02-01,28969
2018-02-02,28382
2018-02-03,27754
2018-02-04,26753
2018-02-05,26217
2018-02-06,26099
2018-02-07,25773
2018-02-08,24927
2018-02-09,24812
2018-02-10,24298
2018-02-11,24171
2018-02-12,24268
2018-02-13,24088
2018-02-14,23662
2018-02-15,22864
2018-02-16,22524
2018-02-17,21819
2018-02-18,21890
2018-02-19,21683
2018-02-20,21658
2018-02-21,21178
2018-02-22,21834
2018-02-23,22265
2018-02-24,22593
2018-02-25,23049
2018-02-26,23329
2018-02-27,23110
2018-02-28,22731
2018-03-01,21978
2018-03-02,21639
2018-03-03,21698
2018-03-04,21698
2018-03-05,21733
2018-03-06,20646
2018-03-07,19862
2018-03-08,19477
2018-03-09,19221
2018-03-10,19027
2018-03-11,19023
2018-03-12,19023
2018-03-13,18997
2018-03-14,18796
2018-03-15,18678
2018-03-16,19372
2018-03-17,19909
2018-03-18,20319
2018-03-19,20493
2018-03-20,20727
2018-03-21,21011
2018-03-22,20804
2018-03-23,20384
2018-03-24,20245
2018-03-25,20149
2018-03-26,20319
2018-03-27,20467
2018-03-28,20680
2018-03-29,20812
2018-03-30,21059
2018-03-31,20291
2018-04-01,20616
2018-04-02,20528
2018-04-03,20736
2018-04-04,21258
2018-04-05,21676
2018-04-06,22258
2018-04-07,23357
2018-04-08,24155
2018-04-09,23629
2018-04-10,23326
2018-04-11,23835
2018-04-12,24388
2018-04-13,24530
2018-04-14,24580
2018-04-15,24505
2018-04-16,24267
2018-04-17,24006
2018-04-18,23703
2018-04-19,24361
2018-04-20,24558
2018-04-21,24489
2018-04-22,24533
2018-04-23,24777
2018-04-24,25165
2018-04-25,25211
2018-04-26,25211
2018-04-27,25136
2018-04-28,25496
2018-04-29,25742
2018-04-30,26150
2018-05-01,26811
2018-05-02,27248
2018-05-03,28275
2018-05-04,28903
2018-05-05,29340
2018-05-06,29340
2018-05-07,29820
2018-05-08,31153
2018-05-09,31779
2018-05-10,31811
2018-05-11,32401
2018-05-12,32755
2018-05-13,32280
2018-05-14,31916
2018-05-15,31765
2018-05-16,31904
2018-05-17,31674
2018-05-18,31123
2018-05-19,30573
2018-05-20,30194
2018-05-21,29836
2018-05-22,29909
2018-05-23,29532
2018-05-24,28984
2018-05-25,28920
2018-05-26,29519
2018-05-27,29811
2018-05-28,30405
2018-05-29,30667
2018-05-30,30558
2018-05-31,31876
2018-06-01,32942
2018-06-02,33835
2018-06-03,34504
2018-06-04,34835
2018-06-05,34985
2018-06-06,34243
2018-06-07,34257
2018-06-08,33661
2018-06-09,32812
2018-06-10,32520
2018-06-11,32002
2018-06-12,31027
2018-06-13,30727
2018-06-14,30413
2018-06-15,30503
2018-06-16,30502
2018-06-17,30244
2018-06-18,30381
2018-06-19,30630
2018-06-20,30630
2018-06-21,30252
2018-06-22,30129
2018-06-23,29235
2018-06-24,28793
2018-06-25,28607
2018-06-26,28163
2018-06-27,27719
2018-06-28,27549
2018-06-29,27210
2018-06-30,27012
2018-07-01,27033
2018-07-02,27074
2018-07-03,26879
2018-07-04,26242
2018-07-05,26144
2018-07-06,26214
2018-07-07,25379
2018-07-08,25173
2018-07-09,25009
2018-07-10,24591
2018-07-11,24784
2018-07-12,24525
2018-07-13,24134
2018-07-14,24505
2018-07-15,24139
2018-07-16,24414
2018-07-17,24685
2018-07-18,24657
2018-07-19,24577
2018-07-20,24727
2018-07-21,25059
2018-07-22,24590
2018-07-23,24264
2018-07-24,24311
2018-07-25,23919
2018-07-26,23619
2018-07-27,24060
2018-07-28,23769
2018-07-29,23526
2018-07-30,24550
2018-07-31,25657
2018-08-01,25767
2018-08-02,26477
2018-08-03,27307
2018-08-04,27559
2018-08-05,27559
2018-08-06,28518
2018-08-07,29311
2018-08-08,29912
2018-08-09,30234
2018-08-10,31262
2018-08-11,32126
2018-08-12,33139
2018-08-14,33389
2018-08-16,34065
2018-08-17,34097
2018-08-18,34123
2018-08-19,33012
2018-08-20,33101
2018-08-21,33453
2018-08-22,33787
2018-08-23,33505
2018-08-24,32933
2018-08-25,32690
2018-08-26,32434
2018-08-27,31776
2018-08-28,31921
2018-08-29,32238
2018-08-30,32369
2018-08-31,31961
2018-09-01,31933
2018-09-02,31780
2018-09-03,31514
2018-09-04,31401
2018-09-05,31486
2018-09-06,32142
2018-09-07,32301
2018-09-08,31740
2018-09-09,31343
2018-09-10,30196
2018-09-11,29161
2018-09-12,28912
2018-09-13,29619
2018-09-14,29902
2018-09-15,30216
2018-09-16,30312
2018-09-17,30256
2018-09-18,30115
2018-09-19,29603
2018-09-20,29865
2018-09-21,29322
2018-09-22,29835
2018-09-23,30455
2018-09-24,30426
2018-09-25,30119
2018-09-26,30317
2018-09-27,30191
2018-09-28,29990
2018-09-29,29367
2018-09-30,29788
2018-10-01,30342
2018-10-02,30648
2018-10-03,30862
2018-10-04,31508
2018-10-05,31855
2018-10-06,32837
2018-10-07,32706
2018-10-08,32552
2018-10-09,32451
2018-10-10,32586
2018-10-11,32649
2018-10-12,32236
2018-10-13,32514
2018-10-14,32893
2018-10-15,33540
2018-10-16,33373
2018-10-17,33386
2018-10-18,33763
2018-10-19,34037
2018-10-20,34024
2018-10-21,33574
2018-10-22,33628
2018-10-23,33857
2018-10-24,34151
2018-10-25,34157
2018-10-26,34369
2018-10-27,34630
2018-10-28,35102
2018-10-29,35003
2018-10-30,35435
2018-10-31,35416
2018-11-01,35691
2018-11-03,35455
2018-11-04,35153
2018-11-05,35596
2018-11-06,35322
2018-11-07,33798
2018-11-08,32992
2018-11-09,32658
2018-11-10,32359
2018-11-11,32012
2018-11-12,31055
2018-11-13,30087
2018-11-14,29069
2018-11-15,28108
2018-11-16,27815
2018-11-17,27544
2018-11-18,27214
2018-11-19,26551
2018-11-20,25902
2018-11-21,25619
2018-11-22,25221
2018-11-23,24857
2018-11-24,24516
2018-11-25,24334
2018-11-26,24716
2018-11-27,25136
2018-11-28,25351
2018-11-29,25440
2018-12-01,26109
2018-12-02,25969
2018-12-03,26159
2018-12-04,26318
2018-12-05,26288
2018-12-07,26015
2018-12-09,25550
2018-12-10,25690
2018-12-11,26174
2018-12-12,26266
2018-12-13,26500
2018-12-14,26509
2018-12-15,26755
2018-12-16,26834
2018-12-17,26707
2018-12-18,26779
2018-12-19,26384
2018-12-20,26138
2018-12-21,26095
2018-12-22,25836
2018-12-23,25658
2018-12-24,25591
2018-12-25,25184
2018-12-26,24877
2018-12-27,24710
2018-12-28,24653
2018-12-29,24926
2018-12-30,25367
2018-12-31,25591
2019-01-01,25745
2019-01-02,25988
2019-01-03,26185
2019-01-04,26458
2019-01-05,26366
2019-01-06,26532
2019-01-08,27001
2019-01-10,26249
2019-01-11,26288
2019-01-12,26251
2019-01-13,26452
2019-01-14,26984
2019-01-15,27175
2019-01-16,27331
2019-01-17,27508
2019-01-18,27686
2019-01-19,27464
2019-01-20,27853
2019-01-21,28293
2019-01-22,28437
2019-01-23,28587
2019-01-24,28345
2019-01-25,28098
2019-01-26,28095
2019-01-27,27749
2019-01-28,27343
2019-01-29,27292
2019-01-30,27181
2019-01-31,26747
2019-02-01,26645
2019-02-02,26245
2019-02-03,26014
2019-02-04,25948
2019-02-05,25845
2019-02-06,25708
2019-02-07,25718
2019-02-08,25589
2019-02-09,25619
2019-02-10,25760
2019-02-11,25359
2019-02-12,25370
2019-02-13,24905
2019-02-14,24239
2019-02-15,23610
2019-02-16,23442
2019-02-17,23130
2019-02-18,23249
2019-02-19,23206
2019-02-20,23475
2019-02-21,23440
2019-02-22,23200
2019-02-23,22935
2019-02-24,22913
2019-02-25,23091
2019-02-26,22899
2019-02-27,22813
2019-02-28,22691
2019-03-01,22754
2019-03-02,22831
2019-03-03,23116
2019-03-04,23378
2019-03-05,23731
2019-03-06,23701
2019-03-07,23020
2019-03-08,23257
2019-03-09,23222
2019-03-10,23180
2019-03-11,22882
2019-03-12,22715
2019-03-13,22645
2019-03-14,22830
2019-03-15,23124
2019-03-16,23236
2019-03-17,23364
2019-03-18,23325
