date_obj,Orange%20dye price
2015-09-28,677
2015-09-29,680
2015-09-30,676
2015-10-05,524
2015-10-06,515
2015-10-07,515
2015-10-08,515
2015-10-09,532
2015-10-10,532
2015-10-11,554
2015-10-12,578
2015-10-13,578
2015-10-14,605
2015-10-15,635
2015-10-16,655
2015-10-17,655
2015-10-18,664
2015-10-19,664
2015-10-20,690
2015-10-22,722
2015-10-23,741
2015-10-24,761
2015-10-25,744
2015-10-26,776
2015-10-27,776
2015-10-29,794
2015-10-30,789
2015-10-31,783
2015-11-01,783
2015-11-02,788
2015-11-03,784
2015-11-04,804
2015-11-05,818
2015-11-06,806
2015-11-07,804
2015-11-08,830
2015-11-09,803
2015-11-10,774
2015-11-11,794
2015-11-12,760
2015-11-13,734
2015-11-14,746
2015-11-15,733
2015-11-16,734
2015-11-17,737
2015-11-18,770
2015-11-19,769
2015-11-20,778
2015-11-21,778
2015-11-22,785
2015-11-23,785
2015-11-24,793
2015-11-25,803
2015-11-26,803
2015-11-27,829
2015-11-28,837
2015-11-29,825
2015-11-30,847
2015-12-01,872
2015-12-02,871
2015-12-03,882
2015-12-04,866
2015-12-05,857
2015-12-06,849
2015-12-07,854
2015-12-08,839
2015-12-09,819
2015-12-10,843
2015-12-11,843
2015-12-12,861
2015-12-13,845
2015-12-14,845
2015-12-15,843
2015-12-16,827
2015-12-17,834
2015-12-18,826
2015-12-19,810
2015-12-20,778
2015-12-21,800
2015-12-22,816
2015-12-23,851
2015-12-24,843
2015-12-25,871
2015-12-26,898
2015-12-27,901
2015-12-28,904
2015-12-29,889
2015-12-30,844
2015-12-31,801
2016-01-01,760
2016-01-02,763
2016-01-03,766
2016-01-04,782
2016-01-05,768
2016-01-06,796
2016-01-07,756
2016-01-08,746
2016-01-09,778
2016-01-10,811
2016-01-11,842
2016-01-12,869
2016-01-13,891
2016-01-14,907
2016-01-15,884
2016-01-16,848
2016-01-17,823
2016-01-18,830
2016-01-19,798
2016-01-20,770
2016-01-21,763
2016-01-22,727
2016-01-23,690
2016-01-24,672
2016-01-25,674
2016-01-26,677
2016-01-27,680
2016-01-28,680
2016-01-29,661
2016-01-30,661
2016-01-31,633
2016-02-01,644
2016-02-02,633
2016-02-03,650
2016-02-04,659
2016-02-05,682
2016-02-06,711
2016-02-07,725
2016-02-08,752
2016-02-09,747
2016-02-10,710
2016-02-11,674
2016-02-12,641
2016-02-13,659
2016-02-14,669
2016-02-15,668
2016-02-16,665
2016-02-17,659
2016-02-18,643
2016-02-19,633
2016-02-20,619
2016-02-21,595
2016-02-22,595
2016-02-23,591
2016-02-24,590
2016-02-25,574
2016-02-26,586
2016-02-27,600
2016-02-28,601
2016-02-29,627
2016-03-01,654
2016-03-02,678
2016-03-03,704
2016-03-04,698
2016-03-05,725
2016-03-06,710
2016-03-07,731
2016-03-08,724
2016-03-09,689
2016-03-10,673
2016-03-11,658
2016-03-12,658
2016-03-13,691
2016-03-14,722
2016-03-15,758
2016-03-16,795
2016-03-17,806
2016-03-18,800
2016-03-19,787
2016-03-20,780
2016-03-21,787
2016-03-22,805
2016-03-23,841
2016-03-24,879
2016-03-25,896
2016-03-26,889
2016-03-27,887
2016-03-28,879
2016-03-29,859
2016-03-30,859
2016-03-31,881
2016-04-01,900
2016-04-02,926
2016-04-03,900
2016-04-04,880
2016-04-05,872
2016-04-06,881
2016-04-07,879
2016-04-08,882
2016-04-09,872
2016-04-10,889
2016-04-11,889
2016-04-12,929
2016-04-13,962
2016-04-14,979
2016-04-15,944
2016-04-16,898
2016-04-17,873
2016-04-18,829
2016-04-19,787
2016-04-20,747
2016-04-21,709
2016-04-22,679
2016-04-23,678
2016-04-24,683
2016-04-25,681
2016-04-26,683
2016-04-27,683
2016-04-28,687
2016-04-29,680
2016-04-30,683
2016-05-01,679
2016-05-02,682
2016-05-03,676
2016-05-04,682
2016-05-05,650
2016-05-06,677
2016-05-07,675
2016-05-08,674
2016-05-09,681
2016-05-10,681
2016-05-11,682
2016-05-12,677
2016-05-13,685
2016-05-14,698
2016-05-15,720
2016-05-16,704
2016-05-17,732
2016-05-18,701
2016-05-19,694
2016-05-22,701
2016-05-23,702
2016-05-24,700
2016-05-25,693
2016-05-26,675
2016-05-27,662
2016-05-28,647
2016-05-29,670
2016-05-30,691
2016-05-31,708
2016-06-01,704
2016-06-02,686
2016-06-03,651
2016-06-04,623
2016-06-05,638
2016-06-06,615
2016-06-07,584
2016-06-08,555
2016-06-09,576
2016-06-10,602
2016-06-11,624
2016-06-12,656
2016-06-13,664
2016-06-14,677
2016-06-15,659
2016-06-16,626
2016-06-17,614
2016-06-18,626
2016-06-19,656
2016-06-20,635
2016-06-21,640
2016-06-22,654
2016-06-23,665
2016-06-24,685
2016-06-25,704
2016-06-26,723
2016-06-27,749
2016-06-28,732
2016-06-29,757
2016-06-30,774
2016-07-01,787
2016-07-02,750
2016-07-03,712
2016-07-04,677
2016-07-05,700
2016-07-06,713
2016-07-07,748
2016-07-08,739
2016-07-09,719
2016-07-10,723
2016-07-11,740
2016-07-12,755
2016-07-13,745
2016-07-14,708
2016-07-15,672
2016-07-16,642
2016-07-17,660
2016-07-18,662
2016-07-23,623
2016-07-24,650
2016-07-25,664
2016-07-26,653
2016-07-27,637
2016-07-28,638
2016-07-29,664
2016-07-30,652
2016-07-31,652
2016-08-01,640
2016-08-02,656
2016-08-03,687
2016-08-04,713
2016-08-05,739
2016-08-06,747
2016-08-07,754
2016-08-08,790
2016-08-09,804
2016-08-10,810
2016-08-11,842
2016-08-12,850
2016-08-13,881
2016-08-14,901
2016-08-15,889
2016-08-16,873
2016-08-17,882
2016-08-18,893
2016-08-19,929
2016-08-20,903
2016-08-21,857
2016-08-22,816
2016-08-23,825
2016-08-24,824
2016-08-25,806
2016-08-26,806
2016-08-28,805
2016-08-31,775
2016-09-01,793
2016-09-02,793
2016-09-03,812
2016-09-04,833
2016-09-05,853
2016-09-06,877
2016-09-07,919
2016-09-08,939
2016-09-09,913
2016-09-10,877
2016-09-11,876
2016-09-12,891
2016-09-13,851
2016-09-14,851
2016-09-15,808
2016-09-16,808
2016-09-17,767
2016-09-18,756
2016-09-19,745
2016-09-20,745
2016-09-21,737
2016-09-22,705
2016-09-23,691
2016-09-24,691
2016-09-25,689
2016-09-26,689
2016-09-27,715
2016-09-28,731
2016-09-29,763
2016-09-30,795
2016-10-01,820
2016-10-02,820
2016-10-03,822
2016-10-04,856
2016-10-05,887
2016-10-06,912
2016-10-07,925
2016-10-08,920
2016-10-09,875
2016-10-10,831
2016-10-11,810
2016-10-12,841
2016-10-13,876
2016-10-14,904
2016-10-15,921
2016-10-16,946
2016-10-17,984
2016-10-18,964
2016-10-19,973
2016-10-20,940
2016-10-21,894
2016-10-22,856
2016-10-23,875
2016-10-24,899
2016-10-25,899
2016-10-26,912
2016-10-27,908
2016-10-28,922
2016-10-29,915
2016-10-30,883
2016-10-31,881
2016-11-01,881
2016-11-02,891
2016-11-03,899
2016-11-04,905
2016-11-05,945
2016-11-06,941
2016-11-07,967
2016-11-08,986
2016-11-09,936
2016-11-10,906
2016-11-11,899
2016-11-12,881
2016-11-13,837
2016-11-14,795
2016-12-07,888
2016-12-08,908
2016-12-09,954
2016-12-10,969
2016-12-11,939
2016-12-12,896
2016-12-13,887
2016-12-14,847
2016-12-15,832
2016-12-16,847
2016-12-17,828
2016-12-18,786
2016-12-19,746
2016-12-20,708
2016-12-21,690
2016-12-22,723
2016-12-23,726
2016-12-24,743
2016-12-25,758
2016-12-26,769
2016-12-27,793
2016-12-28,828
2016-12-29,860
2016-12-30,823
2016-12-31,786
2017-01-01,809
2017-01-02,829
2017-01-03,868
2017-01-04,893
2017-01-05,848
2017-01-06,856
2017-01-07,875
2017-01-08,862
2017-01-09,875
2017-01-10,859
2017-01-11,852
2017-01-12,823
2017-01-13,844
2017-01-14,877
2017-01-15,894
2017-01-16,899
2017-01-17,890
2017-01-18,853
2017-01-19,840
2017-01-20,842
2017-01-21,814
2017-01-22,806
2017-01-27,809
2017-01-28,768
2017-01-29,735
2017-01-30,766
2017-01-31,798
2017-02-01,834
2017-02-02,861
2017-02-03,905
2017-02-04,900
2017-02-05,860
2017-02-06,817
2017-02-07,848
2017-02-08,857
2017-02-09,853
2017-02-10,887
2017-02-11,932
2017-02-12,971
2017-02-13,1007
2017-02-14,987
2017-02-15,937
2017-02-16,890
2017-02-18,804
2017-02-19,812
2017-02-20,790
2017-02-21,753
2017-02-22,719
2017-02-23,683
2017-02-24,648
2017-02-25,615
2017-02-26,594
2017-02-27,618
2017-02-28,622
2017-03-01,653
2017-03-02,681
2017-03-03,702
2017-03-04,726
2017-03-05,700
2017-03-06,700
2017-03-07,716
2017-03-08,734
2017-03-09,757
2017-03-10,776
2017-03-11,784
2017-03-12,760
2017-03-13,766
2017-03-14,776
2017-03-15,773
2017-03-16,764
2017-03-17,762
2017-03-18,779
2017-03-19,792
2017-03-20,818
2017-03-21,818
2017-03-22,804
2017-03-23,791
2017-03-24,803
2017-03-25,793
2017-03-26,786
2017-03-27,782
2017-03-28,799
2017-03-29,790
2017-03-30,759
2017-03-31,750
2017-04-01,786
2017-04-02,775
2017-04-03,798
2017-04-04,804
2017-04-12,884
2017-04-13,896
2017-04-14,869
2017-04-15,825
2017-04-16,815
2017-04-17,816
2017-04-18,794
2017-04-19,754
2017-04-20,742
2017-04-21,763
2017-04-22,790
2017-04-23,794
2017-04-24,803
2017-04-25,823
2017-04-26,809
2017-04-27,805
2017-04-28,843
2017-04-29,866
2017-04-30,843
2017-05-01,800
2017-05-02,770
2017-05-03,808
2017-05-04,833
2017-05-05,858
2017-05-06,829
2017-05-07,788
2017-05-08,800
2017-05-09,784
2017-05-10,799
2017-05-11,775
2017-05-12,764
2017-05-13,773
2017-05-14,752
2017-05-15,737
2017-05-16,730
2017-05-17,697
2017-05-18,664
2017-05-19,630
2017-05-20,608
2017-05-21,608
2017-05-22,600
2017-05-23,620
2017-05-24,647
2017-05-25,665
2017-05-26,678
2017-05-27,671
2017-05-28,673
2017-05-29,693
2017-05-30,726
2017-05-31,740
2017-06-01,716
2017-06-02,741
2017-06-03,779
2017-06-06,828
2017-06-07,833
2017-06-08,874
2017-06-09,904
2017-06-10,873
2017-06-11,889
2017-06-12,878
2017-06-13,841
2017-06-14,798
2017-06-15,758
2017-06-16,784
2017-06-17,822
2017-06-18,829
2017-06-19,829
2017-06-20,822
2017-06-21,811
2017-06-22,801
2017-06-23,794
2017-06-24,791
2017-06-25,784
2017-06-26,771
2017-06-27,734
2017-06-28,732
2017-06-29,764
2017-06-30,790
2017-07-01,825
2017-07-02,842
2017-07-03,834
2017-07-04,800
2017-07-05,760
2017-07-06,722
2017-07-07,708
2017-07-08,685
2017-07-13,679
2017-07-14,659
2017-07-15,688
2017-07-16,713
2017-07-17,742
2017-07-18,763
2017-07-19,781
2017-07-20,747
2017-07-21,730
2017-07-22,700
2017-07-23,715
2017-07-24,731
2017-07-25,734
2017-07-26,719
2017-07-27,752
2017-07-28,771
2017-07-29,767
2017-07-30,764
2017-07-31,748
2017-08-01,747
2017-08-02,763
2017-08-03,798
2017-08-04,826
2017-08-05,809
2017-08-06,792
2017-08-09,741
2017-08-10,721
2017-08-11,684
2017-08-12,693
2017-08-13,714
2017-08-14,730
2017-08-15,762
2017-08-17,769
2017-08-18,779
2017-08-19,773
2017-08-20,749
2017-08-21,731
2017-08-22,718
2017-08-23,729
2017-08-24,734
2017-08-25,732
2017-08-26,730
2017-08-27,728
2017-08-28,744
2017-08-29,723
2017-08-30,733
2017-08-31,733
2017-09-01,759
2017-09-02,768
2017-09-03,763
2017-09-04,744
2017-09-05,712
2017-09-06,738
2017-09-07,758
2017-09-08,784
2017-09-09,774
2017-09-10,743
2017-09-11,714
2017-09-12,732
2017-09-13,735
2017-09-14,699
2017-09-15,699
2017-09-16,691
2017-09-17,710
2017-09-19,770
2017-09-20,765
2017-09-21,766
2017-09-22,740
2017-09-23,721
2017-09-24,698
2017-09-25,696
2017-09-26,718
2017-09-27,750
2017-09-28,774
2017-09-29,796
2017-09-30,793
2017-10-01,774
2017-10-02,770
2017-10-03,755
2017-10-04,733
2017-10-05,713
2017-10-06,710
2017-10-07,697
2017-10-08,695
2017-10-09,698
2017-10-10,697
2017-10-11,688
2017-10-12,685
2017-10-13,687
2017-10-14,669
2017-10-15,657
2017-10-16,658
2017-10-17,670
2017-10-18,702
2017-10-19,738
2017-10-20,765
2017-10-21,778
2017-10-22,795
2017-10-23,807
2017-10-24,827
2017-10-25,838
2017-10-26,854
2017-10-27,831
2017-10-28,831
2017-10-29,798
2017-10-30,809
2017-10-31,836
2017-11-01,848
2017-11-02,826
2017-11-03,805
2017-11-04,809
2017-11-05,801
2017-11-06,775
2017-11-07,763
2017-11-08,780
2017-11-09,773
2017-11-10,735
2017-11-11,719
2017-11-12,702
2017-11-13,689
2017-11-14,660
2017-11-15,636
2017-11-16,645
2017-11-17,673
2017-11-18,694
2017-11-19,726
2017-11-20,714
2017-11-21,695
2017-11-22,702
2017-11-23,700
2017-11-24,692
2017-11-25,718
2017-11-26,738
2017-11-27,774
2017-11-28,794
2017-11-29,819
2017-11-30,816
2017-12-01,851
2017-12-02,886
2017-12-03,875
2017-12-04,833
2017-12-05,848
2017-12-06,860
2017-12-07,846
2017-12-08,839
2017-12-09,837
2017-12-10,865
2017-12-11,848
2017-12-12,857
2017-12-14,843
2017-12-15,829
2017-12-16,789
2017-12-17,781
2017-12-18,761
2017-12-19,762
2017-12-20,779
2017-12-21,763
2017-12-22,734
2017-12-23,757
2017-12-24,778
2017-12-25,785
2017-12-26,800
2017-12-27,779
2017-12-28,747
2017-12-29,720
2017-12-30,684
2017-12-31,649
2018-01-01,655
2018-01-02,658
2018-01-03,656
2018-01-04,684
2018-01-05,692
2018-01-06,687
2018-01-07,691
2018-01-08,683
2018-01-09,651
2018-01-10,626
2018-01-11,634
2018-01-12,655
2018-01-13,622
2018-01-14,641
2018-01-15,667
2018-01-16,675
2018-01-17,674
2018-01-18,694
2018-01-19,683
2018-01-20,708
2018-01-21,733
2018-01-22,761
2018-01-23,792
2018-01-24,820
2018-01-25,792
2018-01-26,759
2018-01-27,722
2018-01-28,691
2018-01-29,661
2018-01-31,595
2018-02-01,579
2018-02-02,581
2018-02-03,574
2018-02-04,583
2018-02-05,574
2018-02-06,547
2018-02-07,536
2018-02-08,541
2018-02-09,564
2018-02-10,587
2018-02-11,606
2018-02-12,624
2018-02-13,655
2018-02-14,675
2018-02-15,657
2018-02-16,645
2018-02-17,631
2018-02-18,644
2018-02-19,656
2018-02-20,653
2018-02-21,661
2018-02-22,646
2018-02-23,651
2018-02-24,660
2018-02-25,674
2018-02-26,675
2018-02-27,700
2018-03-01,749
2018-03-02,757
2018-03-03,752
2018-03-04,770
2018-03-05,761
2018-03-06,769
2018-03-07,739
2018-03-08,721
2018-03-09,696
2018-03-10,687
2018-03-11,664
2018-03-12,688
2018-03-13,713
2018-03-14,733
2018-03-15,749
2018-03-16,739
2018-03-17,729
2018-03-18,720
2018-03-19,711
2018-03-20,711
2018-03-21,714
2018-03-23,726
2018-03-24,717
2018-03-26,707
2018-03-27,700
2018-03-28,687
2018-03-29,666
2018-03-30,667
2018-03-31,656
2018-04-01,654
2018-04-02,640
2018-04-03,622
2018-04-04,590
2018-04-05,580
2018-04-06,582
2018-04-08,558
2018-04-09,570
2018-04-10,577
2018-04-11,556
2018-04-12,537
2018-04-13,519
2018-04-14,497
2018-04-15,514
2018-04-16,530
2018-04-17,535
2018-04-18,555
2018-04-19,543
2018-04-20,543
2018-04-21,522
2018-04-22,504
2018-04-23,496
2018-04-24,479
2018-04-25,487
2018-04-26,480
2018-04-27,501
2018-04-28,490
2018-04-29,468
2018-04-30,481
2018-05-01,466
2018-05-02,452
2018-05-04,487
2018-05-05,497
2018-05-06,482
2018-05-08,506
2018-05-09,529
2018-05-10,556
2018-05-11,584
2018-05-12,608
2018-05-13,624
2018-05-14,644
2018-05-15,669
2018-05-16,698
2018-05-17,727
2018-05-18,732
2018-05-19,759
2018-05-20,747
2018-05-21,727
2018-05-22,697
2018-05-23,665
2018-05-24,631
2018-05-25,603
2018-05-26,608
2018-05-27,600
2018-05-28,618
2018-05-29,638
2018-05-30,636
2018-05-31,665
2018-06-01,696
2018-06-02,701
2018-06-03,680
2018-06-04,649
2018-06-05,617
2018-06-06,599
2018-06-07,597
2018-06-08,601
2018-06-09,626
2018-06-10,645
2018-06-11,658
2018-06-12,662
2018-06-13,674
2018-06-14,659
2018-06-15,657
2018-06-16,643
2018-06-17,623
2018-06-18,607
2018-06-19,591
2018-06-20,571
2018-06-21,592
2018-06-22,600
2018-06-23,583
2018-06-24,553
2018-06-25,525
2018-06-26,498
2018-06-27,473
2018-06-28,463
2018-06-29,456
2018-06-30,441
2018-07-01,418
2018-07-02,413
2018-07-03,410
2018-07-04,409
2018-07-05,403
2018-07-06,407
2018-07-07,412
2018-07-08,414
2018-07-09,435
2018-07-10,450
2018-07-11,450
2018-07-12,457
2018-07-13,447
2018-07-14,462
2018-07-15,472
2018-07-16,481
2018-07-17,483
2018-07-18,505
2018-07-19,523
2018-07-20,526
2018-07-21,542
2018-07-22,542
2018-07-23,550
2018-07-24,550
2018-07-25,564
2018-07-26,580
2018-07-27,581
2018-07-28,604
2018-07-29,628
2018-07-30,657
2018-07-31,679
2018-08-01,712
2018-08-02,720
2018-08-03,722
2018-08-04,742
2018-08-05,766
2018-08-06,779
2018-08-07,788
2018-08-08,803
2018-08-09,799
2018-08-10,813
2018-08-11,793
2018-08-12,779
2018-08-14,809
2018-08-16,824
2018-08-17,836
2018-08-18,820
2018-08-19,841
2018-08-20,815
2018-08-21,788
2018-08-22,753
2018-08-23,746
2018-08-24,751
2018-08-25,768
2018-08-26,807
2018-08-27,835
2018-08-28,844
2018-08-29,879
2018-08-30,897
2018-08-31,906
2018-09-01,933
2018-09-02,971
2018-09-03,1002
2018-09-04,1036
2018-09-05,1025
2018-09-06,1028
2018-09-07,1018
2018-09-08,1056
2018-09-09,1056
2018-09-10,1012
2018-09-11,965
2018-09-12,929
2018-09-13,941
2018-09-14,910
2018-09-15,877
2018-09-16,837
2018-09-17,822
2018-09-18,859
2018-09-19,892
2018-09-20,917
2018-09-21,944
2018-09-22,939
2018-09-23,941
2018-09-24,944
2018-09-25,946
2018-09-26,899
2018-09-27,857
2018-09-28,826
2018-09-29,808
2018-09-30,787
2018-10-02,770
2018-10-03,767
2018-10-04,769
2018-10-05,751
2018-10-06,739
2018-10-07,732
2018-10-08,733
2018-10-09,759
2018-10-10,750
2018-10-11,713
2018-10-12,696
2018-10-13,675
2018-10-14,684
2018-10-15,691
2018-10-16,679
2018-10-17,650
2018-10-18,643
2018-10-19,611
2018-10-20,581
2018-10-21,553
2018-10-22,543
2018-10-23,532
2018-10-24,548
2018-10-25,537
2018-10-26,546
2018-10-27,573
2018-10-28,592
2018-10-29,590
2018-10-30,575
2018-10-31,556
2018-11-01,537
2018-11-03,555
2018-11-04,577
2018-11-05,594
2018-11-06,622
2018-11-07,654
2018-11-08,687
2018-11-09,721
2018-11-10,715
2018-11-11,730
2018-11-12,752
2018-11-13,729
2018-11-15,684
2018-11-16,665
2018-11-17,647
2018-11-18,656
2018-11-19,635
2018-11-20,604
2018-11-21,591
2018-11-22,601
2018-11-23,600
2018-11-24,589
2018-11-25,601
2018-11-26,613
2018-11-27,619
2018-11-28,621
2018-11-29,640
2018-12-01,622
2018-12-02,617
2018-12-03,637
2018-12-04,661
2018-12-05,674
2018-12-07,609
2018-12-09,637
2018-12-10,639
2018-12-11,653
2018-12-12,645
2018-12-13,624
2018-12-14,601
2018-12-15,574
2018-12-16,552
2018-12-17,524
2018-12-18,531
2018-12-19,546
2018-12-20,563
2018-12-21,545
2018-12-22,557
2018-12-23,561
2018-12-24,578
2018-12-25,603
2018-12-26,632
2018-12-27,653
2018-12-28,677
2018-12-29,685
2018-12-30,713
2018-12-31,719
2019-01-01,704
2019-01-02,683
2019-01-03,658
2019-01-04,682
2019-01-05,690
2019-01-06,673
2019-01-08,669
2019-01-10,673
2019-01-11,669
2019-01-12,676
2019-01-13,693
2019-01-14,697
2019-01-15,699
2019-01-16,703
2019-01-17,714
2019-01-18,741
2019-01-19,723
2019-01-20,741
2019-01-21,718
2019-01-22,716
2019-01-23,702
2019-01-24,692
2019-01-25,666
2019-01-26,664
2019-01-27,645
2019-01-28,617
2019-01-29,623
2019-01-30,615
2019-01-31,584
2019-02-01,593
2019-02-02,617
2019-02-03,632
2019-02-04,648
2019-02-05,636
2019-02-06,622
2019-02-07,600
2019-02-08,588
2019-02-09,580
2019-02-10,553
2019-02-11,525
2019-02-12,498
2019-02-13,500
2019-02-14,513
2019-02-15,531
2019-02-16,539
2019-02-17,564
2019-02-18,581
2019-02-19,597
2019-02-20,619
2019-02-21,612
2019-02-22,626
2019-02-23,639
2019-02-24,661
2019-02-25,650
2019-02-26,635
2019-02-27,616
2019-02-28,596
2019-03-01,567
2019-03-02,552
2019-03-03,550
2019-03-04,550
2019-03-05,566
2019-03-06,587
2019-03-07,599
2019-03-08,616
2019-03-09,627
2019-03-10,630
2019-03-11,642
2019-03-12,645
2019-03-13,615
2019-03-14,588
2019-03-15,564
2019-03-16,536
2019-03-17,513
2019-03-18,487
2019-03-19,481
2019-03-20,486
2019-03-21,488
2019-03-22,509
2019-03-23,504
2019-03-24,496
2019-03-25,495
2019-03-26,496
2019-03-27,504
2019-03-28,515
2019-03-29,515
2019-03-30,496
2019-03-31,494
2019-04-01,515
2019-04-02,531
2019-04-03,540
2019-04-04,543
2019-04-05,541
2019-04-06,548
2019-04-07,536
2019-04-08,551
2019-04-09,569
2019-04-10,556
2019-04-11,559
2019-04-12,563
2019-04-13,563
2019-04-14,545
2019-04-15,517
2019-04-16,497
2019-04-17,511
2019-04-18,531
2019-04-19,509
2019-04-20,528
2019-04-21,529
2019-04-22,519
2019-04-23,528
2019-04-24,541
2019-04-25,552
2019-04-26,579
2019-04-27,601
2019-04-28,622
2019-04-29,648
2019-04-30,664
2019-05-01,663
2019-05-02,675
2019-05-03,658
2019-05-04,638
2019-05-05,624
2019-05-06,623
2019-05-07,612
2019-05-08,586
2019-05-09,591
2019-05-10,580
2019-05-11,551
2019-05-12,560
2019-05-13,575
2019-05-14,600
2019-05-15,617
2019-05-16,636
2019-05-17,636
2019-05-18,619
2019-05-19,588
2019-05-20,567
2019-05-21,542
2019-05-22,528
2019-05-23,508
2019-05-24,493
2019-05-25,474
2019-05-26,462
2019-05-27,459
2019-05-28,451
2019-05-29,430
2019-05-30,430
2019-05-31,429
2019-06-01,412
2019-06-02,391
2019-06-03,386
2019-06-04,372
2019-06-05,358
2019-06-06,348
2019-06-07,345
2019-06-08,336
2019-06-09,328
2019-06-10,312
2019-06-11,306
2019-06-12,298
2019-06-13,306
2019-06-14,321
2019-06-15,334
2019-06-16,343
2019-06-17,356
2019-06-18,372
2019-06-19,390
2019-06-20,409
2019-06-21,430
2019-06-22,451
2019-06-23,458
2019-06-24,462
2019-06-25,471
2019-06-26,452
2019-06-27,439
2019-06-28,437
2019-06-29,443
2019-06-30,461
2019-07-01,460
2019-07-02,476
2019-07-03,489
2019-07-04,498
2019-07-05,496
2019-07-06,514
2019-07-07,529
2019-07-08,535
2019-07-09,530
2019-07-10,520
2019-07-11,518
2019-07-12,520
2019-07-13,513
2019-07-14,502
2019-07-15,499
2019-07-16,490
2019-07-17,494
2019-07-18,508
2019-07-19,521
2019-07-20,502
2019-07-21,478
2019-07-22,458
2019-07-23,467
2019-07-24,480
2019-07-25,486
2019-07-26,497
2019-07-27,497
2019-07-28,494
2019-07-29,494
2019-07-30,489
2019-07-31,495
2019-08-01,495
2019-08-02,504
2019-08-03,499
2019-08-04,496
2019-08-05,471
2019-08-06,469
2019-08-07,478
2019-08-08,495
2019-08-09,484
2019-08-10,480
2019-08-11,466
2019-08-12,476
2019-08-13,482
2019-08-14,457
2019-08-15,435
2019-08-16,441
2019-08-17,459
2019-08-18,476
2019-08-19,494
2019-08-20,519
2019-08-21,544
2019-08-22,571
2019-08-23,600
2019-08-24,603
2019-08-24,603
2019-08-25,621
2019-08-25,621
2019-08-26,646
2019-08-26,646
2019-08-27,672
2019-08-27,672
2019-08-28,671
2019-08-29,666
2019-08-30,665
2019-08-31,664
2019-09-01,668
2019-09-02,683
