date_obj,Studded%20chaps price
2019-09-06,295
2019-09-07,295
2019-09-08,297
2019-09-09,294
2019-09-10,302
2019-09-11,302
2019-09-12,304
2019-09-13,299
2019-09-14,293
2019-09-15,289
2019-09-16,286
2019-09-17,280
2019-09-18,287
2019-09-19,294
2019-09-20,292
2019-09-21,288
2019-09-22,277
2019-09-23,274
2019-09-24,272
2019-09-25,270
2019-09-26,274
2019-09-27,271
2019-09-28,268
2019-09-29,268
2019-09-30,269
2019-10-01,269
2019-10-02,274
2019-10-03,287
2019-10-04,294
2019-10-05,296
2019-10-06,301
2019-10-07,301
2019-10-08,307
2019-10-09,309
2019-10-10,316
2019-10-11,315
2019-10-12,317
2019-10-13,321
2019-10-14,328
2019-10-15,329
2019-10-16,327
2019-10-17,338
2019-10-18,335
2019-10-19,335
2019-10-20,331
2019-10-21,320
2019-10-22,321
2019-10-23,330
2019-10-24,326
2019-10-25,319
2019-10-26,325
2019-10-27,328
2019-10-28,330
2019-10-29,328
2019-10-30,332
2019-10-31,327
2019-11-01,332
2019-11-02,338
2019-11-03,341
2019-11-04,345
2019-11-05,354
2019-11-06,357
2019-11-07,358
2019-11-08,359
2019-11-09,350
2019-11-10,354
2019-11-11,358
2019-11-12,371
2019-11-13,370
2019-11-14,367
2019-11-15,362
2019-11-16,363
2019-11-17,354
2019-11-18,347
2019-11-19,349
2019-11-20,354
2019-11-21,368
2019-11-22,371
2019-11-23,369
2019-11-24,356
2019-11-25,346
2019-11-26,336
2019-11-27,339
2019-11-28,336
2019-11-29,331
2019-11-30,335
2019-12-01,333
2019-12-02,327
2019-12-03,325
2019-12-04,326
2019-12-05,316
2019-12-06,319
2019-12-07,311
2019-12-08,312
2019-12-09,302
2019-12-10,298
2019-12-11,292
2019-12-12,288
2019-12-13,291
2019-12-14,299
2019-12-15,303
2019-12-16,303
2019-12-17,319
2019-12-18,333
2019-12-19,348
2019-12-20,346
2019-12-21,357
2019-12-22,374
2019-12-23,393
2019-12-24,400
2019-12-25,416
2019-12-26,406
2019-12-27,423
2019-12-28,438
2019-12-29,441
2019-12-30,441
2019-12-31,433
2020-01-01,420
2020-01-02,413
2020-01-03,398
2020-01-04,393
2020-01-05,376
2020-01-06,366
2020-01-07,356
2020-01-08,353
2020-01-09,351
2020-01-10,349
2020-01-11,342
2020-01-12,340
2020-01-13,339
2020-01-14,332
2020-01-15,331
2020-01-16,328
2020-01-17,331
2020-01-18,324
2020-01-19,328
2020-01-20,340
2020-01-21,356
2020-01-22,353
2020-01-23,343
2020-01-24,335
2020-01-25,337
2020-01-26,343
2020-01-27,350
2020-01-28,344
2020-01-29,349
2020-01-30,343
2020-01-31,343
2020-02-01,352
2020-02-02,345
2020-02-03,340
2020-02-04,337
2020-02-05,328
2020-02-06,317
2020-02-07,308
2020-02-08,306
2020-02-09,292
2020-02-10,290
2020-02-11,297
2020-02-12,302
2020-02-13,315
2020-02-14,321
2020-02-15,324
2020-02-16,325
2020-02-17,335
2020-02-18,342
2020-02-19,350
2020-02-20,357
2020-02-21,355
2020-02-22,358
2020-02-23,373
2020-02-24,378
2020-02-25,385
2020-02-26,397
2020-02-27,400
2020-02-28,406
2020-02-29,420
2020-03-01,440
2020-03-02,454
2020-03-03,443
2020-03-04,428
2020-03-05,410
2020-03-06,398
2020-03-07,379
2020-03-08,376
2020-03-09,373
2020-03-10,384
2020-03-11,395
2020-03-12,379
2020-03-13,361
2020-03-14,364
2020-03-15,373
2020-03-16,388
2020-03-17,398
2020-03-18,393
2020-03-19,386
2020-03-20,380
2020-03-21,377
2020-03-22,390
2020-03-23,390
2020-03-24,393
2020-03-25,382
2020-03-26,375
2020-03-27,369
2020-03-28,360
2020-03-29,345
2020-03-30,340
2020-03-31,339
2020-04-01,340
2020-04-02,330
2020-04-03,325
2020-04-04,327
2020-04-05,310
2020-04-06,305
2020-04-07,303
2020-04-08,303
2020-04-09,314
2020-04-10,307
2020-04-11,301
2020-04-12,290
2020-04-13,291
2020-04-14,292
2020-04-15,296
2020-04-16,297
2020-04-17,306
2020-04-18,302
2020-04-19,295
2020-04-20,289
2020-04-21,285
2020-04-22,286
2020-04-23,281
2020-04-24,275
2020-04-25,270
2020-04-26,273
2020-04-27,276
2020-04-28,274
2020-04-29,268
2020-04-30,264
2020-05-01,273
2020-05-02,278
2020-05-03,287
2020-05-04,294
2020-05-05,297
2020-05-06,306
2020-05-07,313
2020-05-08,318
2020-05-09,321
2020-05-10,324
2020-05-11,333
2020-05-12,345
2020-05-13,358
