date_obj,Runite%20bar price
2016-06-12,13364
2016-06-13,13425
2016-06-14,13384
2016-06-15,13355
2016-06-16,13286
2016-06-17,13309
2016-06-18,13238
2016-06-19,13266
2016-06-20,13339
2016-06-21,13212
2016-06-22,13199
2016-06-23,13179
2016-06-24,13208
2016-06-25,13257
2016-06-26,13273
2016-06-27,13245
2016-06-28,13241
2016-06-29,13244
2016-06-30,13265
2016-07-01,13426
2016-07-02,13439
2016-07-03,13440
2016-07-04,13489
2016-07-05,13537
2016-07-06,13557
2016-07-07,13584
2016-07-08,13658
2016-07-09,13603
2016-07-10,13505
2016-07-11,13390
2016-07-12,13356
2016-07-13,13405
2016-07-14,13432
2016-07-15,13615
2016-07-16,13566
2016-07-17,13474
2016-07-18,13453
2016-07-23,13514
2016-07-24,13567
2016-07-25,13510
2016-07-26,13558
2016-07-27,13584
2016-07-28,13582
2016-07-29,13665
2016-07-30,13809
2016-07-31,13773
2016-08-01,13699
2016-08-02,13707
2016-08-03,13710
2016-08-04,13729
2016-08-05,13632
2016-08-06,13614
2016-08-07,13674
2016-08-08,13711
2016-08-09,13758
2016-08-10,13758
2016-08-11,13797
2016-08-12,13855
2016-08-13,13867
2016-08-14,13888
2016-08-15,13858
2016-08-16,13744
2016-08-17,13843
2016-08-18,13827
2016-08-19,13811
2016-08-20,13853
2016-08-21,13826
2016-08-22,13773
2016-08-23,13714
2016-08-24,13703
2016-08-25,13721
2016-08-26,13728
2016-08-28,13687
2016-08-31,13721
2016-09-01,13635
2016-09-02,13635
2016-09-03,13705
2016-09-04,13736
2016-09-05,13718
2016-09-06,13784
2016-09-07,13811
2016-09-08,13744
2016-09-09,13695
2016-09-10,13701
2016-09-11,13765
2016-09-12,13857
2016-09-13,13926
2016-09-14,13903
2016-09-15,13849
2016-09-16,13785
2016-09-17,13821
2016-09-18,13835
2016-09-19,13764
2016-09-20,13700
2016-09-21,13726
2016-09-22,13739
2016-09-23,13761
2016-09-24,13761
2016-09-25,13763
2016-09-26,13746
2016-09-27,13680
2016-09-28,13629
2016-09-29,13661
2016-09-30,13633
2016-10-01,13551
2016-10-02,13631
2016-10-03,13606
2016-10-04,13602
2016-10-05,13578
2016-10-06,13628
2016-10-07,13669
2016-10-08,13648
2016-10-09,13671
2016-10-10,13590
2016-10-11,13652
2016-10-12,13634
2016-10-13,13609
2016-10-14,13648
2016-10-15,13669
2016-10-16,13760
2016-10-17,13699
2016-10-18,13683
2016-10-19,13688
2016-10-20,13770
2016-10-21,13764
2016-10-22,13704
2016-10-23,13714
2016-10-24,13707
2016-10-25,13670
2016-10-26,13614
2016-10-27,13643
2016-10-28,13620
2016-10-29,13603
2016-10-30,13652
2016-10-31,13642
2016-11-01,13616
2016-11-02,13614
2016-11-03,13636
2016-11-04,13640
2016-11-05,13671
2016-11-06,13673
2016-11-07,13652
2016-11-08,13605
2016-11-09,13577
2016-11-10,13556
2016-11-11,13561
2016-11-12,13536
2016-11-13,13514
2016-11-14,13536
2016-12-08,13495
2016-12-09,13510
2016-12-10,13593
2016-12-11,13581
2016-12-12,13482
2016-12-13,13479
2016-12-14,13464
2016-12-15,13473
2016-12-16,13503
2016-12-17,13514
2016-12-18,13459
2016-12-19,13440
2016-12-20,13428
2016-12-21,13506
2016-12-22,13542
2016-12-23,13595
2016-12-24,13633
2016-12-25,13737
2016-12-26,13689
2016-12-27,13611
2016-12-28,13677
2016-12-29,13671
2016-12-30,13696
2016-12-31,13705
2017-01-01,13701
2017-01-02,13617
2017-01-03,13476
2017-01-04,13276
2017-01-05,12983
2017-01-06,12927
2017-01-07,12875
2017-01-08,12913
2017-01-09,13012
2017-01-10,13232
2017-01-11,13305
2017-01-12,13394
2017-01-13,13477
2017-01-14,13512
2017-01-15,13600
2017-01-16,13731
2017-01-17,13800
2017-01-18,13812
2017-01-19,13766
2017-01-20,13765
2017-01-21,13799
2017-01-22,13787
2017-01-27,13625
2017-01-28,13614
2017-01-29,13602
2017-01-30,13541
2017-01-31,13546
2017-02-01,13532
2017-02-02,13529
2017-02-03,13516
2017-02-04,13542
2017-02-05,13543
2017-02-06,13537
2017-02-07,13620
2017-02-08,13554
2017-02-09,13583
2017-02-10,13583
2017-02-11,13617
2017-02-12,13619
2017-02-13,13626
2017-02-14,13624
2017-02-15,13595
2017-02-16,13592
2017-02-18,13634
2017-02-19,13589
2017-02-20,13543
2017-02-21,13567
2017-02-22,13600
2017-02-23,13597
2017-02-24,13569
2017-02-25,13550
2017-02-26,13543
2017-02-27,13519
2017-02-28,13547
2017-03-01,13546
2017-03-02,13512
2017-03-03,13530
2017-03-04,13534
2017-03-05,13522
2017-03-06,13533
2017-03-07,13606
2017-03-08,13589
2017-03-09,13638
2017-03-10,13550
2017-03-11,13542
2017-03-12,13573
2017-03-13,13559
2017-03-14,13529
2017-03-15,13519
2017-03-16,13583
2017-03-17,13612
2017-03-18,13587
2017-03-19,13587
2017-03-20,13624
2017-03-21,13608
2017-03-22,13562
2017-03-23,13584
2017-03-24,13591
2017-03-25,13610
2017-03-26,13590
2017-03-27,13540
2017-03-28,13563
2017-03-29,13571
2017-03-30,13598
2017-03-31,13632
2017-04-01,13647
2017-04-02,13658
2017-04-03,13614
2017-04-04,13602
2017-04-12,13731
2017-04-13,13726
2017-04-14,13741
2017-04-15,13712
2017-04-16,13728
2017-04-17,13741
2017-04-18,13740
2017-04-19,13607
2017-04-20,13392
2017-04-21,13107
2017-04-22,12889
2017-04-23,12977
2017-04-24,12780
2017-04-25,12545
2017-04-26,12554
2017-04-27,12606
2017-04-28,12551
2017-04-29,12960
2017-04-30,13192
2017-05-01,12958
2017-05-02,13021
2017-05-03,12968
2017-05-04,12826
2017-05-05,12636
2017-05-06,12589
2017-05-07,12570
2017-05-08,12646
2017-05-09,12532
2017-05-10,12537
2017-05-11,12516
2017-05-12,12484
2017-05-13,12571
2017-05-14,12575
2017-05-15,12636
2017-05-16,12633
2017-05-17,12609
2017-05-18,12635
2017-05-19,12664
2017-05-20,12669
2017-05-21,12640
2017-05-22,12686
2017-05-23,12751
2017-05-24,12781
2017-05-25,12378
2017-05-26,12319
2017-05-27,12437
2017-05-28,12444
2017-05-29,12465
2017-05-30,12490
2017-05-31,12513
2017-06-01,12531
2017-06-02,12531
2017-06-03,12530
2017-06-06,12637
2017-06-07,12603
2017-06-08,12575
2017-06-09,12536
2017-06-10,12522
2017-06-11,12485
2017-06-12,12392
2017-06-13,12428
2017-06-14,12485
2017-06-15,12533
2017-06-16,12560
2017-06-17,12568
2017-06-18,12566
2017-06-19,12578
2017-06-20,12564
2017-06-21,12568
2017-06-22,12553
2017-06-23,12564
2017-06-24,12559
2017-06-25,12547
2017-06-26,12584
2017-06-27,12584
2017-06-28,12577
2017-06-29,12569
2017-06-30,12577
2017-07-01,12566
2017-07-02,12566
2017-07-03,12558
2017-07-04,12549
2017-07-05,12554
2017-07-06,12556
2017-07-07,12539
2017-07-08,12556
2017-07-13,12435
2017-07-14,12443
2017-07-15,12431
2017-07-16,12484
2017-07-17,12474
2017-07-18,12472
2017-07-19,12464
2017-07-20,12475
2017-07-21,12507
2017-07-22,12511
2017-07-23,12505
2017-07-24,12529
2017-07-25,12465
2017-07-26,12473
2017-07-27,12493
2017-07-28,12470
2017-07-29,12467
2017-07-30,12536
2017-07-31,12547
2017-08-01,12516
2017-08-02,12509
2017-08-03,12515
2017-08-04,12528
2017-08-05,12544
2017-08-06,12555
2017-08-09,12502
2017-08-10,12514
2017-08-11,12513
2017-08-12,12529
2017-08-13,12559
2017-08-14,12535
2017-08-15,12560
2017-08-17,12567
2017-08-18,12560
2017-08-19,12586
2017-08-20,12620
2017-08-21,12628
2017-08-22,12631
2017-08-23,12629
2017-08-24,12620
2017-08-25,12616
2017-08-26,12608
2017-08-27,12626
2017-08-28,12634
2017-08-29,12621
2017-08-30,12630
2017-08-31,12637
2017-09-01,12631
2017-09-02,12628
2017-09-03,12627
2017-09-04,12630
2017-09-05,12607
2017-09-06,12519
2017-09-07,12492
2017-09-08,12551
2017-09-09,12555
2017-09-10,12539
2017-09-11,12534
2017-09-12,12533
2017-09-13,12500
2017-09-14,12480
2017-09-15,12492
2017-09-16,12501
2017-09-17,12495
2017-09-19,12452
2017-09-20,12389
2017-09-21,12348
2017-09-22,12374
2017-09-23,12357
2017-09-24,12335
2017-09-25,12349
2017-09-26,12410
2017-09-27,12449
2017-09-28,12468
2017-09-29,12506
2017-09-30,12509
2017-10-01,12531
2017-10-02,12516
2017-10-03,12448
2017-10-04,12410
2017-10-05,12441
2017-10-06,12486
2017-10-07,12518
2017-10-08,12523
2017-10-09,12515
2017-10-10,12522
2017-10-11,12544
2017-10-12,12538
2017-10-13,12453
2017-10-14,12468
2017-10-15,12482
2017-10-16,12489
2017-10-17,12527
2017-10-18,12473
2017-10-19,12476
2017-10-20,12505
2017-10-21,12484
2017-10-22,12485
2017-10-23,12449
2017-10-24,12357
2017-10-25,12402
2017-10-26,12380
2017-10-27,12412
2017-10-28,12421
2017-10-29,12461
2017-10-30,12483
2017-10-31,12484
2017-11-01,12473
2017-11-02,12472
2017-11-03,12489
2017-11-04,12486
2017-11-05,12495
2017-11-06,12480
2017-11-07,12482
2017-11-08,12501
2017-11-09,12514
2017-11-10,12516
2017-11-11,12532
2017-11-12,12507
2017-11-13,12489
2017-11-14,12480
2017-11-15,12482
2017-11-16,12481
2017-11-17,12489
2017-11-18,12501
2017-11-19,12508
2017-11-20,12539
2017-11-21,12528
2017-11-22,12517
2017-11-23,12505
2017-11-24,12526
2017-11-25,12542
2017-11-26,12516
2017-11-27,12502
2017-11-28,12511
2017-11-29,12513
2017-11-30,12518
2017-12-01,12523
2017-12-02,12541
2017-12-03,12529
2017-12-04,12529
2017-12-05,12520
2017-12-06,12526
2017-12-07,12529
2017-12-08,12523
2017-12-09,12545
2017-12-10,12588
2017-12-11,12561
2017-12-12,12542
2017-12-13,12547
2017-12-14,12548
2017-12-15,12573
2017-12-16,12571
2017-12-17,12601
2017-12-18,12592
2017-12-19,12579
2017-12-20,12573
2017-12-21,12574
2017-12-22,12554
2017-12-23,12545
2017-12-24,12532
2017-12-25,12540
2017-12-26,12561
2017-12-27,12565
2017-12-28,12550
2017-12-29,12557
2017-12-30,12536
2017-12-31,12574
2018-01-01,12584
2018-01-02,12575
2018-01-03,12514
2018-01-04,12446
2018-01-05,12492
2018-01-06,12501
2018-01-07,12497
2018-01-08,12587
2018-01-09,12619
2018-01-10,12597
2018-01-11,12560
2018-01-12,12539
2018-01-13,12551
2018-01-14,12564
2018-01-15,12559
2018-01-16,12564
2018-01-17,12539
2018-01-18,12529
2018-01-19,12540
2018-01-20,12535
2018-01-21,12558
2018-01-22,12563
2018-01-23,12574
2018-01-24,12585
2018-01-25,12581
2018-01-26,12570
2018-01-27,12566
2018-01-28,12582
2018-01-29,12582
2018-01-30,12549
2018-02-01,12565
2018-02-02,12531
2018-02-03,12539
2018-02-04,12548
2018-02-05,12551
2018-02-06,12552
2018-02-07,12561
2018-02-08,12535
2018-02-09,12368
2018-02-10,12183
2018-02-11,12242
2018-02-12,12288
2018-02-13,12280
2018-02-14,12219
2018-02-15,12212
2018-02-16,12180
2018-02-17,12259
2018-02-18,12308
2018-02-19,12332
2018-02-20,12311
2018-02-21,12358
2018-02-22,12413
2018-02-23,12389
2018-02-24,12368
2018-02-25,12458
2018-02-26,12469
2018-02-27,12492
2018-02-28,12482
2018-03-01,12451
2018-03-02,12453
2018-03-03,12455
2018-03-04,12522
2018-03-05,12511
2018-03-06,12462
2018-03-07,12439
2018-03-08,12453
2018-03-09,12452
2018-03-10,12470
2018-03-11,12489
2018-03-12,12488
2018-03-13,12508
2018-03-14,12547
2018-03-15,12563
2018-03-16,12537
2018-03-17,12576
2018-03-18,12543
2018-03-19,12524
2018-03-20,12510
2018-03-21,12482
2018-03-23,12443
2018-03-24,12402
2018-03-26,12396
2018-03-27,12389
2018-03-28,12397
2018-03-29,12409
2018-03-30,12431
2018-03-31,12485
2018-04-01,12506
2018-04-02,12497
2018-04-03,12456
2018-04-04,12422
2018-04-05,12414
2018-04-06,12426
2018-04-08,12425
2018-04-09,12422
2018-04-10,12409
2018-04-11,12397
2018-04-12,12414
2018-04-13,12419
2018-04-14,12425
2018-04-15,12438
2018-04-16,12448
2018-04-17,12451
2018-04-18,12439
2018-04-19,12463
2018-04-20,12460
2018-04-21,12461
2018-04-22,12461
2018-04-23,12460
2018-04-24,12434
2018-04-25,12436
2018-04-26,12449
2018-04-27,12450
2018-04-28,12453
2018-04-29,12452
2018-04-30,12427
2018-05-01,12423
2018-05-02,12434
2018-05-03,12431
2018-05-04,12448
2018-05-05,12438
2018-05-06,12442
2018-05-07,12435
2018-05-08,12432
2018-05-09,12440
2018-05-10,12439
2018-05-11,12452
2018-05-12,12432
2018-05-13,12437
2018-05-14,12398
2018-05-15,12356
2018-05-16,12380
2018-05-17,12422
2018-05-18,12425
2018-05-19,12405
2018-05-20,12379
2018-05-21,12373
2018-05-22,12374
2018-05-23,12390
2018-05-24,12386
2018-05-25,12396
2018-05-26,12429
2018-05-27,12446
2018-05-28,12456
2018-05-29,12441
2018-05-30,12442
2018-05-31,12434
2018-06-01,12427
2018-06-02,12418
2018-06-03,12403
2018-06-04,12394
2018-06-05,12420
2018-06-06,12393
2018-06-07,12339
2018-06-08,12368
2018-06-09,12360
2018-06-10,12369
2018-06-11,12354
2018-06-12,12367
2018-06-13,12405
2018-06-14,12415
2018-06-15,12430
2018-06-16,12462
2018-06-17,12482
2018-06-18,12481
2018-06-19,12493
2018-06-20,12501
2018-06-21,12504
2018-06-22,12477
2018-06-23,12461
2018-06-24,12520
2018-06-25,12508
2018-06-26,12507
2018-06-27,12519
2018-06-28,12536
2018-06-29,12525
2018-06-30,12526
2018-07-01,12506
2018-07-02,12482
2018-07-03,12447
2018-07-04,12430
2018-07-05,12433
2018-07-06,12440
2018-07-07,12459
2018-07-08,12456
2018-07-09,12456
2018-07-10,12457
2018-07-11,12445
2018-07-12,12453
2018-07-13,12438
2018-07-14,12448
2018-07-15,12452
2018-07-16,12459
2018-07-17,12489
2018-07-18,12497
2018-07-19,12492
2018-07-20,12477
2018-07-21,12490
2018-07-22,12509
2018-07-23,12521
2018-07-24,12505
2018-07-25,12511
2018-07-26,12520
2018-07-27,12520
2018-07-28,12502
2018-07-29,12484
2018-07-30,12502
2018-07-31,12490
2018-08-01,12510
2018-08-02,12488
2018-08-03,12471
2018-08-04,12484
2018-08-05,12484
2018-08-06,12497
2018-08-07,12493
2018-08-08,12497
2018-08-09,12497
2018-08-10,12506
2018-08-11,12496
2018-08-12,12507
2018-08-14,12473
2018-08-16,12382
2018-08-17,12408
2018-08-18,12435
2018-08-19,12440
2018-08-20,12451
2018-08-21,12444
2018-08-22,12441
2018-08-23,12435
2018-08-24,12421
2018-08-25,12422
2018-08-26,12437
2018-08-27,12451
2018-08-28,12473
2018-08-29,12474
2018-08-30,12467
2018-08-31,12462
2018-09-01,12465
2018-09-02,12462
2018-09-03,12478
2018-09-04,12454
2018-09-05,12433
2018-09-06,12418
2018-09-07,12413
2018-09-08,12415
2018-09-09,12416
2018-09-10,12421
2018-09-11,12413
2018-09-12,12424
2018-09-13,12425
2018-09-14,12426
2018-09-15,12423
2018-09-16,12424
2018-09-17,12420
2018-09-18,12394
2018-09-19,12418
2018-09-20,12405
2018-09-21,12351
2018-09-22,12366
2018-09-23,12376
2018-09-24,12383
2018-09-25,12375
2018-09-26,12375
2018-09-27,12387
2018-09-28,12380
2018-09-29,12436
2018-09-30,12427
2018-10-02,12423
2018-10-03,12406
2018-10-04,12411
2018-10-05,12404
2018-10-06,12413
2018-10-07,12459
2018-10-08,12463
2018-10-09,12474
2018-10-10,12469
2018-10-11,12454
2018-10-12,12454
2018-10-13,12462
2018-10-14,12482
2018-10-15,12495
2018-10-16,12513
2018-10-17,12512
2018-10-18,12512
2018-10-19,12490
2018-10-20,12468
2018-10-21,12476
2018-10-22,12501
2018-10-23,12508
2018-10-24,12492
2018-10-25,12453
2018-10-26,12432
2018-10-27,12435
2018-10-28,12430
2018-10-29,12437
2018-10-30,12437
2018-10-31,12435
2018-11-01,12432
2018-11-03,12417
2018-11-04,12415
2018-11-05,12430
2018-11-06,12443
2018-11-07,12449
2018-11-08,12457
2018-11-09,12454
2018-11-10,12475
2018-11-11,12469
2018-11-12,12508
2018-11-13,12504
2018-11-14,12489
2018-11-15,12485
2018-11-16,12473
2018-11-17,12467
2018-11-18,12460
2018-11-19,12453
2018-11-20,12450
2018-11-21,12439
2018-11-22,12424
2018-11-23,12421
2018-11-24,12421
2018-11-25,12421
2018-11-26,12346
2018-11-27,12308
2018-11-28,12298
2018-11-29,12305
2018-12-01,12344
2018-12-02,12340
2018-12-03,12332
2018-12-04,12328
2018-12-05,12335
2018-12-07,12372
2018-12-09,12370
2018-12-10,12363
2018-12-11,12369
2018-12-12,12372
2018-12-13,12370
2018-12-14,12370
2018-12-15,12363
2018-12-16,12364
2018-12-17,12362
2018-12-18,12354
2018-12-19,12344
2018-12-20,12347
2018-12-21,12340
2018-12-22,12371
2018-12-23,12368
2018-12-24,12330
2018-12-25,12364
2018-12-26,12363
2018-12-27,12364
2018-12-28,12378
2018-12-29,12400
2018-12-30,12411
2018-12-31,12412
2019-01-01,12434
2019-01-02,12460
2019-01-03,12474
2019-01-04,12498
2019-01-05,12508
2019-01-06,12503
2019-01-08,12464
2019-01-10,12391
2019-01-11,12331
2019-01-12,12363
2019-01-13,12403
2019-01-14,12406
2019-01-15,12441
2019-01-16,12443
2019-01-17,12425
2019-01-18,12436
2019-01-19,12436
2019-01-20,12433
2019-01-21,12437
2019-01-22,12419
2019-01-23,12416
2019-01-24,12416
2019-01-25,12405
2019-01-26,12400
2019-01-27,12411
2019-01-28,12416
2019-01-29,12429
2019-01-30,12426
2019-01-31,12404
2019-02-01,12409
2019-02-02,12394
2019-02-03,12406
2019-02-04,12412
2019-02-05,12415
2019-02-06,12428
2019-02-07,12425
2019-02-08,12420
2019-02-09,12421
2019-02-10,12420
2019-02-11,12417
2019-02-12,12401
2019-02-13,12405
2019-02-14,12405
2019-02-15,12402
2019-02-16,12391
2019-02-17,12390
2019-02-18,12400
2019-02-19,12408
2019-02-20,12414
2019-02-21,12435
2019-02-22,12435
2019-02-23,12431
2019-02-24,12422
2019-02-25,12417
2019-02-26,12415
2019-02-27,12417
2019-02-28,12425
2019-03-01,12439
2019-03-02,12443
2019-03-03,12464
2019-03-04,12472
2019-03-05,12484
2019-03-06,12494
2019-03-07,12568
2019-03-08,12569
2019-03-09,12546
2019-03-10,12529
2019-03-11,12488
2019-03-12,12459
2019-03-13,12454
2019-03-14,12458
2019-03-15,12468
2019-03-16,12466
2019-03-17,12465
2019-03-18,12454
2019-03-19,12455
2019-03-20,12455
2019-03-21,12464
2019-03-22,12461
2019-03-23,12471
2019-03-24,12476
2019-03-25,12495
2019-03-26,12513
2019-03-27,12514
2019-03-28,12486
2019-03-29,12475
2019-03-30,12501
2019-03-31,12510
2019-04-01,12519
2019-04-02,12521
2019-04-03,12532
2019-04-04,12522
