date_obj,Elven%20top%20(white) price
2020-02-17,6699
2020-02-18,6768
2020-02-19,6768
2020-02-20,6768
2020-02-21,6768
2020-02-22,6659
2020-02-23,6659
2020-02-24,6659
2020-02-25,6659
2020-02-26,6723
2020-02-27,6723
2020-02-28,6723
2020-02-29,6812
2020-03-01,6812
2020-03-02,6812
2020-03-03,6991
2020-03-04,6991
2020-03-05,6991
2020-03-06,6991
2020-03-07,7061
2020-03-08,7061
2020-03-09,7061
2020-03-10,7047
2020-03-11,7047
2020-03-12,7047
2020-03-13,7047
2020-03-14,6808
2020-03-15,6808
2020-03-16,6808
2020-03-17,6661
2020-03-18,6661
2020-03-19,6661
2020-03-20,6417
2020-03-21,6417
2020-03-22,6417
2020-03-23,6330
2020-03-24,6330
2020-03-25,6330
2020-03-26,6248
2020-03-27,6248
2020-03-28,6248
2020-03-29,6165
2020-03-30,6165
2020-03-31,6165
2020-04-01,6161
2020-04-02,6161
2020-04-03,6161
2020-04-04,6152
2020-04-05,6152
2020-04-06,6152
2020-04-07,6227
2020-04-08,6227
2020-04-09,6311
2020-04-10,6311
2020-04-11,6311
2020-04-12,6553
2020-04-13,6553
2020-04-14,6553
2020-04-15,6694
2020-04-16,6694
2020-04-17,6694
2020-04-18,6846
2020-04-19,6846
2020-04-20,6942
2020-04-21,6942
2020-04-22,6942
2020-04-23,7170
2020-04-24,7170
2020-04-25,7170
2020-04-26,6860
2020-04-27,6860
2020-04-28,6860
2020-04-29,6884
2020-04-30,6884
2020-05-01,6884
2020-05-02,7003
2020-05-03,7003
2020-05-04,7003
2020-05-05,6955
2020-05-06,6955
2020-05-07,6955
2020-05-08,7046
2020-05-09,7046
2020-05-10,7046
2020-05-11,7105
2020-05-12,7105
2020-05-13,7105
