date_obj,Robe%20top%20of%20darkness price
2017-12-06,297742
2017-12-07,285567
2017-12-08,285567
2017-12-09,285567
2017-12-10,285567
2017-12-11,283319
2017-12-12,283319
2017-12-14,283319
2017-12-15,287488
2017-12-16,287488
2017-12-17,287488
2017-12-18,287488
2017-12-19,292333
2017-12-20,292333
2017-12-21,292333
2017-12-22,292333
2017-12-23,293695
2017-12-24,293695
2017-12-25,293695
2017-12-26,293695
2017-12-27,280676
2017-12-28,280676
2017-12-29,280676
2017-12-30,276842
2017-12-31,276842
2018-01-01,276842
2018-01-02,276842
2018-01-03,276109
2018-01-04,276109
2018-01-05,276109
2018-01-06,274085
2018-01-07,274085
2018-01-08,274085
2018-01-09,274085
2018-01-10,284471
2018-01-11,284471
2018-01-12,284471
2018-01-13,275455
2018-01-14,275455
2018-01-15,275455
2018-01-16,269027
2018-01-17,269027
2018-01-18,269027
2018-01-19,269027
2018-01-20,273363
2018-01-21,273363
2018-01-22,273363
2018-01-23,283678
2018-01-24,283678
2018-01-25,297788
2018-01-26,297788
2018-01-27,311124
2018-01-28,323720
2018-01-29,323720
2018-01-31,330701
2018-02-01,330701
2018-02-02,336918
2018-02-03,328035
2018-02-04,328035
2018-02-05,328035
2018-02-06,320576
2018-02-07,320576
2018-02-08,317808
2018-02-09,317808
2018-02-10,314860
2018-02-11,316810
2018-02-12,316810
2018-02-13,315719
2018-02-14,315719
2018-02-15,323422
2018-02-16,323422
2018-02-17,326017
2018-02-18,326017
2018-02-19,342148
2018-02-20,342148
2018-02-21,346691
2018-02-22,346691
2018-02-23,352846
2018-02-24,352846
2018-02-25,369317
2018-02-26,369317
2018-02-27,387577
2018-02-28,387577
2018-03-01,397726
2018-03-02,397726
2018-03-03,405774
2018-03-04,405774
2018-03-05,419514
2018-03-06,419514
2018-03-07,434937
2018-03-08,434937
2018-03-09,443337
2018-03-10,443337
2018-03-11,434165
2018-03-12,434165
2018-03-13,425003
2018-03-14,425003
2018-03-15,418629
2018-03-16,418629
2018-03-17,404720
2018-03-18,404720
2018-03-19,404720
2018-03-20,389247
2018-03-21,389247
2018-03-23,376907
2018-03-24,364308
2018-03-26,353573
2018-03-27,353573
2018-03-29,342186
2018-03-30,337654
2018-03-31,337654
2018-04-01,329214
2018-04-02,329214
2018-04-03,315792
2018-04-04,315792
2018-04-05,303765
2018-04-06,303765
2018-04-08,301941
2018-04-09,301941
2018-04-10,314213
2018-04-11,314213
2018-04-12,324500
2018-04-13,324500
2018-04-14,324500
2018-04-15,326707
2018-04-16,326707
2018-04-17,327682
2018-04-18,327682
2018-04-19,327682
2018-04-20,327199
2018-04-21,327199
2018-04-22,330735
2018-04-23,330735
2018-04-24,334741
2018-04-25,334741
2018-04-26,339789
2018-04-27,339789
2018-04-28,339243
2018-04-29,339243
2018-04-30,340687
2018-05-01,340687
2018-05-02,335576
2018-05-03,335576
2018-05-04,328846
2018-05-05,332741
2018-05-06,332741
2018-05-08,342952
2018-05-09,344263
2018-05-10,344263
2018-05-11,350447
2018-05-12,350447
2018-05-13,356339
2018-05-14,356339
2018-05-15,357215
2018-05-16,357215
2018-05-17,357753
2018-05-18,357753
2018-05-19,364113
2018-05-20,364113
2018-05-21,371283
2018-05-22,371283
2018-05-23,373934
2018-05-24,373934
2018-05-25,373934
2018-05-26,369882
2018-05-27,369882
2018-05-28,361458
2018-05-29,361458
2018-05-30,352438
2018-05-31,352438
2018-06-01,347060
2018-06-02,347060
2018-06-03,341718
2018-06-04,341718
2018-06-05,327550
2018-06-06,327550
2018-06-07,319137
2018-06-08,319137
2018-06-09,304963
2018-06-10,304963
2018-06-11,292274
2018-06-12,292274
2018-06-13,278081
2018-06-14,278081
2018-06-15,265173
2018-06-16,265173
2018-06-17,254417
2018-06-18,254417
2018-06-19,248208
2018-06-20,248208
2018-06-21,236673
2018-06-22,236673
2018-06-23,227417
2018-06-24,227417
2018-06-25,220991
2018-06-26,220991
2018-06-27,216618
2018-06-28,216618
2018-06-29,210887
2018-06-30,210887
2018-07-01,205356
2018-07-02,205356
2018-07-03,200896
2018-07-04,200896
2018-07-05,200896
2018-07-06,198172
2018-07-07,198172
2018-07-08,198256
2018-07-09,198256
2018-07-10,203799
2018-07-11,209839
2018-07-12,209839
2018-07-13,212472
2018-07-14,217885
2018-07-15,217885
2018-07-16,223434
2018-07-17,233673
2018-07-18,233673
2018-07-19,244640
2018-07-20,244640
2018-07-21,252403
2018-07-22,259800
2018-07-23,271927
2018-07-24,271927
2018-07-25,277929
2018-07-26,277929
2018-07-27,270015
2018-07-28,270015
2018-07-29,265169
2018-07-30,265169
2018-07-31,276680
2018-08-01,276680
2018-08-02,285251
2018-08-03,285251
2018-08-04,288002
2018-08-05,288002
2018-08-06,301214
2018-08-07,301214
2018-08-08,315559
2018-08-09,315559
2018-08-10,326272
2018-08-11,326272
2018-08-12,333235
2018-08-14,346786
2018-08-16,350885
2018-08-17,354696
2018-08-18,354696
2018-08-19,363380
2018-08-20,372991
2018-08-21,372991
2018-08-22,384293
2018-08-23,384293
2018-08-24,383046
2018-08-25,373622
2018-08-26,373622
2018-08-27,368907
2018-08-28,368907
2018-08-29,373829
2018-08-30,373829
2018-08-31,384661
2018-09-01,393389
2018-09-02,393389
2018-09-03,400466
2018-09-04,395654
2018-09-05,395654
2018-09-06,395604
2018-09-07,399848
2018-09-08,406689
2018-09-09,406689
2018-09-10,410284
2018-09-11,410284
2018-09-12,410651
2018-09-13,410651
2018-09-14,402631
2018-09-15,393028
2018-09-16,393028
2018-09-17,390629
2018-09-18,390629
2018-09-19,384045
2018-09-20,384045
2018-09-21,382663
2018-09-22,391119
2018-09-23,391119
2018-09-24,400262
2018-09-25,400262
2018-09-26,405861
2018-09-27,405861
2018-09-28,417237
2018-09-29,417237
2018-09-30,427760
2018-10-02,421215
2018-10-03,421682
2018-10-04,421682
2018-10-05,421682
2018-10-06,422064
2018-10-07,422064
2018-10-08,427112
2018-10-09,427112
2018-10-10,428704
2018-10-11,428704
2018-10-12,408953
2018-10-13,398840
2018-10-14,398840
2018-10-15,393672
2018-10-16,393672
2018-10-17,387297
2018-10-18,387297
2018-10-19,385341
2018-10-20,385341
2018-10-21,380013
2018-10-22,376950
2018-10-23,376950
2018-10-24,372874
2018-10-25,372874
2018-10-26,374779
2018-10-27,374779
2018-10-28,372255
2018-10-29,372255
2018-10-30,365294
2018-10-31,351753
2018-11-01,339923
2018-11-03,335306
2018-11-04,328261
2018-11-05,331700
2018-11-06,342725
2018-11-07,342725
2018-11-08,353781
2018-11-09,361645
2018-11-10,372057
2018-11-11,388351
2018-11-12,406605
2018-11-13,423891
2018-11-14,423891
2018-11-15,445086
2018-11-16,466416
2018-11-17,477955
2018-11-18,489247
2018-11-19,495198
2018-11-20,508888
2018-11-21,508888
2018-11-22,511633
2018-11-23,519777
2018-11-24,525860
2018-11-25,512172
2018-11-26,512172
2018-11-27,494660
2018-11-28,485037
2018-11-29,482256
2018-12-01,482936
2018-12-02,497964
2018-12-03,497964
2018-12-04,510040
2018-12-05,515210
2018-12-07,514786
2018-12-09,512703
2018-12-10,496154
2018-12-11,496154
2018-12-12,485293
2018-12-13,475575
2018-12-14,468313
2018-12-15,461682
2018-12-16,451985
2018-12-17,451985
2018-12-18,450589
2018-12-19,454562
2018-12-20,466686
2018-12-21,464630
2018-12-22,464630
2018-12-23,455752
2018-12-24,443397
2018-12-25,443397
2018-12-26,426371
2018-12-27,414883
2018-12-28,414883
2018-12-29,404757
2018-12-30,408567
2018-12-31,398195
2019-01-01,398195
2019-01-02,386010
2019-01-03,382841
2019-01-04,377753
2019-01-05,374292
2019-01-06,363310
2019-01-08,364087
2019-01-10,352187
2019-01-11,334794
2019-01-12,324380
2019-01-13,308532
2019-01-14,294824
2019-01-15,282868
2019-01-16,276505
2019-01-17,271090
2019-01-18,269486
2019-01-19,270714
2019-01-20,274835
2019-01-21,274835
2019-01-22,276786
2019-01-23,268553
2019-01-24,262446
2019-01-25,249654
2019-01-26,241723
2019-01-27,235125
2019-01-28,232354
2019-01-29,229557
2019-01-30,224606
2019-01-31,224606
2019-02-01,228944
2019-02-02,228944
2019-02-03,239531
2019-02-04,239531
2019-02-05,242950
2019-02-06,242950
2019-02-07,241898
2019-02-08,237392
2019-02-09,237392
2019-02-10,229850
2019-02-11,223127
2019-02-12,223127
2019-02-13,220909
2019-02-14,220909
2019-02-15,220229
2019-02-16,220229
2019-02-17,220916
2019-02-18,220916
2019-02-19,218711
2019-02-20,218711
2019-02-21,212512
2019-02-22,212512
2019-02-23,206161
2019-02-24,198916
2019-02-25,198130
2019-02-26,198130
2019-02-27,199432
2019-02-28,199432
2019-03-01,202924
2019-03-02,207939
2019-03-03,216233
2019-03-04,222292
2019-03-05,222514
2019-03-06,222509
2019-03-07,222509
2019-03-08,222891
2019-03-09,222891
2019-03-10,216759
2019-03-11,210811
2019-03-12,206395
2019-03-13,206395
2019-03-14,201751
2019-03-15,201751
2019-03-16,196808
2019-03-17,195706
2019-03-18,195706
2019-03-19,195641
2019-03-20,200632
2019-03-21,200632
2019-03-22,210632
2019-03-23,219892
2019-03-24,224326
2019-03-25,224326
2019-03-26,224279
2019-03-27,224279
2019-03-28,225271
2019-03-29,230537
2019-03-30,230537
2019-03-31,226893
2019-04-01,221305
2019-04-02,221305
2019-04-03,216645
2019-04-04,216645
2019-04-05,218308
2019-04-06,218308
2019-04-07,207392
2019-04-08,199108
2019-04-09,199108
2019-04-10,190615
2019-04-11,181084
2019-04-12,177490
2019-04-13,180678
2019-04-14,181615
2019-04-15,181615
2019-04-16,180304
2019-04-17,180304
2019-04-18,178801
2019-04-19,178801
2019-04-20,179413
2019-04-21,179413
2019-04-22,179643
2019-04-23,182052
2019-04-24,182052
2019-04-25,179575
2019-04-26,171136
2019-04-27,171136
2019-04-28,165730
2019-04-29,163379
2019-04-30,165680
2019-05-01,165680
2019-05-02,167089
2019-05-03,169753
2019-05-04,177093
2019-05-05,177093
2019-05-06,185076
2019-05-07,188122
2019-05-08,188122
2019-05-09,190805
2019-05-10,190805
2019-05-11,192972
2019-05-12,195866
2019-05-13,198286
2019-05-14,203622
2019-05-15,203622
2019-05-16,208066
2019-05-17,208066
2019-05-18,211425
2019-05-19,211425
2019-05-20,211297
2019-05-21,211297
2019-05-22,213521
2019-05-23,213521
2019-05-24,217625
2019-05-25,218060
2019-05-26,218060
2019-05-27,213900
2019-05-28,206663
2019-05-29,199589
2019-05-30,199589
2019-05-31,192931
2019-06-01,192931
2019-06-02,187973
2019-06-03,187973
2019-06-04,188131
2019-06-05,188131
2019-06-06,191712
2019-06-07,191712
2019-06-08,197275
2019-06-09,201416
2019-06-10,201416
2019-06-11,203302
2019-06-12,203302
2019-06-13,202687
2019-06-14,201299
2019-06-15,201299
2019-06-16,192360
2019-06-17,192360
2019-06-18,184661
2019-06-19,179415
2019-06-20,170907
2019-06-21,170907
2019-06-22,163246
2019-06-23,155584
2019-06-24,149035
2019-06-25,142372
2019-06-26,135880
2019-06-27,129201
2019-06-28,129201
2019-06-29,125797
2019-06-30,129344
2019-07-01,129344
2019-07-02,128603
2019-07-03,134723
2019-07-04,134723
2019-07-05,140580
2019-07-06,140580
2019-07-07,139769
2019-07-08,139769
2019-07-09,136928
2019-07-10,136928
2019-07-11,131787
2019-07-12,131148
2019-07-13,131148
2019-07-14,136091
2019-07-15,136091
2019-07-16,138190
2019-07-17,140409
2019-07-18,140409
2019-07-19,145251
2019-07-20,145251
2019-07-21,152475
2019-07-22,152475
2019-07-23,155628
2019-07-24,155628
2019-07-25,157797
2019-07-26,157797
2019-07-27,157381
2019-07-28,157381
2019-07-29,158681
2019-07-30,158681
2019-07-31,158771
2019-08-01,158771
2019-08-02,160483
2019-08-03,161100
2019-08-04,161100
2019-08-05,160915
2019-08-06,160915
2019-08-07,163787
2019-08-08,163787
2019-08-09,170252
2019-08-10,174740
2019-08-11,174740
2019-08-12,175375
2019-08-13,175375
2019-08-14,182567
2019-08-15,182567
2019-08-16,182699
2019-08-17,182699
2019-08-18,182802
2019-08-19,182802
2019-08-20,187906
2019-08-21,187906
2019-08-22,191457
2019-08-23,191457
2019-08-24,194781
2019-08-24,194781
2019-08-25,194781
2019-08-25,194781
2019-08-26,194904
2019-08-26,194904
2019-08-27,194904
2019-08-27,194904
2019-08-28,194286
2019-08-29,194286
2019-08-30,193330
2019-08-31,193330
2019-09-01,191807
2019-09-02,191807
2019-09-03,187670
2019-09-04,187670
2019-09-05,178828
2019-09-06,178828
2019-09-07,172371
2019-09-08,166242
2019-09-09,166242
2019-09-10,165433
2019-09-11,167396
2019-09-12,167396
2019-09-13,166586
2019-09-14,166586
2019-09-15,163457
2019-09-16,163457
2019-09-17,161402
2019-09-18,159974
2019-09-19,159974
2019-09-20,160441
2019-09-21,160441
2019-09-22,158639
2019-09-23,158639
2019-09-24,157768
2019-09-25,157768
2019-09-26,158542
2019-09-27,158542
2019-09-28,165065
2019-09-29,165065
2019-09-30,171905
2019-10-01,173330
2019-10-02,173330
2019-10-03,170855
2019-10-04,170855
2019-10-05,168596
2019-10-06,168056
2019-10-07,168056
2019-10-08,167175
2019-10-09,167175
2019-10-10,169156
2019-10-11,169156
2019-10-12,176546
2019-10-13,177942
2019-10-14,177942
2019-10-15,173832
2019-10-16,173832
2019-10-17,168465
2019-10-18,168465
2019-10-19,163998
2019-10-20,163998
2019-10-21,157806
2019-10-22,157806
2019-10-23,152355
2019-10-24,152355
2019-10-25,150309
2019-10-26,150309
2019-10-27,147602
2019-10-28,143818
2019-10-29,143818
2019-10-30,141909
2019-10-31,141909
2019-11-01,140088
2019-11-02,140088
2019-11-03,144373
2019-11-04,144373
2019-11-05,147329
2019-11-06,147329
2019-11-07,146471
2019-11-08,146471
2019-11-09,146114
2019-11-10,146524
2019-11-11,146524
2019-11-12,147303
2019-11-13,147303
2019-11-14,144073
2019-11-15,144073
2019-11-16,148768
2019-11-17,148768
2019-11-18,150908
2019-11-19,150908
2019-11-20,150223
2019-11-21,150223
2019-11-22,148588
2019-11-23,148588
2019-11-24,143686
2019-11-25,143686
2019-11-26,137751
2019-11-27,137751
2019-11-28,131137
2019-11-29,131137
2019-11-30,125616
2019-12-01,125616
2019-12-02,123418
2019-12-03,123418
2019-12-04,124169
2019-12-05,124169
2019-12-06,124122
2019-12-07,124122
2019-12-08,124596
2019-12-09,124596
2019-12-10,122375
2019-12-11,122375
2019-12-12,123570
2019-12-13,123570
2019-12-14,122554
2019-12-15,119638
2019-12-16,119638
2019-12-17,115943
2019-12-18,115943
2019-12-19,113617
2019-12-20,113617
2019-12-21,112170
2019-12-22,113351
2019-12-23,113351
2019-12-24,113101
2019-12-25,113101
2019-12-26,110650
2019-12-27,110541
2019-12-28,110137
2019-12-29,110137
2019-12-30,112237
2019-12-31,112237
2020-01-01,115603
2020-01-02,119685
2020-01-03,119685
2020-01-04,119971
2020-01-05,119313
2020-01-06,119313
2020-01-07,118350
2020-01-08,118350
2020-01-09,118755
2020-01-10,120904
2020-01-11,123210
2020-01-12,128545
2020-01-13,128545
2020-01-14,133513
2020-01-15,139945
2020-01-16,146347
2020-01-17,146347
2020-01-18,152868
2020-01-19,145738
2020-01-20,145738
2020-01-21,139309
2020-01-22,134838
2020-01-23,134838
2020-01-24,138668
2020-01-25,138668
2020-01-26,141735
2020-01-27,136870
2020-01-28,136870
2020-01-29,130269
2020-01-30,124814
2020-01-31,121326
2020-02-01,119051
2020-02-02,115198
2020-02-03,115198
2020-02-04,113678
2020-02-05,113678
2020-02-06,112528
2020-02-07,112528
2020-02-08,112281
2020-02-09,112281
2020-02-10,112531
2020-02-11,112531
2020-02-12,113392
2020-02-13,113392
2020-02-14,112569
2020-02-15,112569
2020-02-16,112707
2020-02-17,110294
2020-02-18,108481
2020-02-19,108481
2020-02-20,110269
2020-02-21,110269
2020-02-22,108828
2020-02-23,108828
2020-02-24,108086
2020-02-25,106804
2020-02-26,107370
2020-02-27,107370
2020-02-28,106436
2020-02-29,106436
2020-03-01,107096
2020-03-02,102908
2020-03-03,99782
2020-03-04,99782
2020-03-05,96745
2020-03-06,95289
2020-03-07,95289
2020-03-08,94131
2020-03-09,93303
2020-03-10,92819
2020-03-11,96931
2020-03-12,100782
2020-03-13,100782
2020-03-14,105776
2020-03-15,105776
2020-03-16,110476
2020-03-17,115377
2020-03-18,114480
2020-03-19,115997
2020-03-20,115094
2020-03-21,116346
2020-03-22,120971
2020-03-23,124931
2020-03-24,128866
2020-03-25,130676
2020-03-26,137019
2020-03-27,140633
2020-03-28,145223
2020-03-29,150543
2020-03-30,154958
2020-03-31,157477
2020-04-01,160859
2020-04-02,165584
2020-04-03,165584
2020-04-04,167780
2020-04-05,167780
2020-04-06,166229
2020-04-07,158912
2020-04-08,153207
2020-04-09,145819
2020-04-10,145819
2020-04-11,141807
2020-04-12,139436
2020-04-13,134725
2020-04-14,131918
2020-04-15,128724
2020-04-16,128724
2020-04-17,122287
2020-04-18,118124
2020-04-19,112729
2020-04-20,108853
2020-04-21,107745
2020-04-22,107516
2020-04-23,110495
2020-04-24,109444
2020-04-25,105876
2020-04-26,102925
2020-04-27,100317
2020-04-28,99348
2020-04-29,101432
2020-04-30,100955
2020-05-01,102407
2020-05-02,105966
2020-05-03,105181
2020-05-04,104429
2020-05-05,105553
2020-05-06,104652
2020-05-07,105190
2020-05-08,105190
2020-05-09,106733
2020-05-10,111537
2020-05-11,115591
2020-05-12,117679
2020-05-13,120805
