date_obj,Mystic%20fire%20staff price
2015-08-31,27196
2015-09-01,27020
2015-09-02,27020
2015-09-03,27063
2015-09-04,26628
2015-09-05,26628
2015-09-06,27107
2015-09-07,27014
2015-09-08,26980
2015-09-09,26613
2015-09-10,26965
2015-09-11,27285
2015-09-12,27718
2015-09-13,27601
2015-09-14,27781
2015-09-15,27587
2015-09-16,27587
2015-09-17,27402
2015-09-18,27402
2015-09-19,27691
2015-09-20,28531
2015-09-21,28564
2015-09-22,27873
2015-09-23,27077
2015-09-24,27077
2015-09-25,27791
2015-09-27,27840
2015-09-28,27550
2015-09-29,27829
2015-09-30,27714
2015-10-05,27924
2015-10-06,27731
2015-10-07,27731
2015-10-08,27404
2015-10-09,27625
2015-10-10,27625
2015-10-11,27033
2015-10-12,27336
2015-10-13,27336
2015-10-14,27530
2015-10-15,28389
2015-10-16,28961
2015-10-17,28961
2015-10-18,27990
2015-10-19,27614
2015-10-20,27014
2015-10-22,27622
2015-10-23,27268
2015-10-24,26949
2015-10-25,27342
2015-10-26,26895
2015-10-27,26895
2015-10-29,26703
2015-10-30,26703
2015-10-31,27179
2015-11-01,27179
2015-11-02,27675
2015-11-03,27675
2015-11-04,27937
2015-11-05,27977
2015-11-06,27977
2015-11-07,28035
2015-11-08,28035
2015-11-09,28305
2015-11-10,28305
2015-11-11,28669
2015-11-12,28669
2015-11-13,28241
2015-11-14,28175
2015-11-15,27530
2015-11-16,27530
2015-11-17,27905
2015-11-18,27905
2015-11-19,28274
2015-11-20,28797
2015-11-21,28797
2015-11-22,28688
2015-11-23,28688
2015-11-24,28289
2015-11-25,28011
2015-11-26,28011
2015-11-27,28016
2015-11-28,27578
2015-11-29,27901
2015-11-30,28172
2015-12-01,28172
2015-12-02,28191
2015-12-03,28578
2015-12-04,28578
2015-12-05,28935
2015-12-06,29615
2015-12-07,29121
2015-12-08,28682
2015-12-09,28499
2015-12-10,28523
2015-12-11,29007
2015-12-12,28831
2015-12-13,28163
2015-12-14,28163
2015-12-15,28045
2015-12-16,28086
2015-12-17,28086
2015-12-18,28140
2015-12-19,28286
2015-12-20,28053
2015-12-21,28721
2015-12-22,28809
2015-12-23,28211
2015-12-24,28211
2015-12-25,28392
2015-12-26,28590
2015-12-27,28449
2015-12-28,28611
2015-12-29,28574
2015-12-30,28450
2015-12-31,28137
2016-01-01,28107
2016-01-02,27359
2016-01-03,26690
2016-01-04,26857
2016-01-05,27254
2016-01-06,27233
2016-01-07,27592
2016-01-08,27853
2016-01-09,28198
2016-01-10,28612
2016-01-11,29263
2016-01-12,28155
2016-01-13,27094
2016-01-14,27278
2016-01-15,27813
2016-01-16,28132
2016-01-17,29259
2016-01-18,28710
2016-01-19,28206
2016-01-20,27872
2016-01-21,28005
2016-01-22,27780
2016-01-23,27407
2016-01-24,27080
2016-01-25,26949
2016-01-26,27158
2016-01-27,27448
2016-01-28,27448
2016-01-29,27421
2016-01-30,27421
2016-01-31,27549
2016-02-01,28292
2016-02-02,28819
2016-02-03,28718
2016-02-04,28082
2016-02-05,27293
2016-02-06,26707
2016-02-07,26900
2016-02-08,27250
2016-02-09,27429
2016-02-10,27711
2016-02-11,27775
2016-02-12,27548
2016-02-13,27366
2016-02-14,27031
2016-02-15,26795
2016-02-16,26663
2016-02-17,27130
2016-02-18,27513
2016-02-19,27553
2016-02-20,28036
2016-02-21,27516
2016-02-22,27516
2016-02-23,28038
2016-02-24,27945
2016-02-25,27857
2016-02-26,27857
2016-02-27,27554
2016-02-28,27326
2016-02-29,27435
2016-03-01,27586
2016-03-02,28229
2016-03-03,27938
2016-03-04,27718
2016-03-05,27947
2016-03-06,28005
2016-03-07,27338
2016-03-08,27272
2016-03-09,27615
2016-03-10,27706
2016-03-11,27835
2016-03-12,27159
2016-03-13,26455
2016-03-14,25949
2016-03-15,26335
2016-03-16,26795
2016-03-17,26839
2016-03-18,26472
2016-03-19,26719
2016-03-20,27065
2016-03-21,27346
2016-03-22,27707
2016-03-23,27577
2016-03-24,27672
2016-03-25,27918
2016-03-26,28057
2016-03-27,27987
2016-03-28,28085
2016-03-29,28054
2016-03-30,28054
2016-03-31,28075
2016-04-01,28172
2016-04-02,28098
2016-04-03,28240
2016-04-04,28245
2016-04-05,28168
2016-04-06,28520
2016-04-07,28168
2016-04-08,28226
2016-04-09,28310
2016-04-10,28501
2016-04-11,28501
2016-04-12,28694
2016-04-13,28183
2016-04-14,27867
2016-04-15,27961
2016-04-16,28031
2016-04-17,28161
2016-04-18,28097
2016-04-19,27888
2016-04-20,28107
2016-04-21,28063
2016-04-22,27882
2016-04-23,27937
2016-04-24,27815
2016-04-25,27933
2016-04-26,27719
2016-04-27,27801
2016-04-28,27773
2016-04-29,26827
2016-04-30,26731
2016-05-01,26382
2016-05-02,26533
2016-05-03,27122
2016-05-04,27072
2016-05-05,27570
2016-05-06,27570
2016-05-07,27628
2016-05-08,27840
2016-05-09,27718
2016-05-10,27669
2016-05-11,27831
2016-05-12,27612
2016-05-13,27719
2016-05-14,27527
2016-05-15,27572
2016-05-16,27721
2016-05-17,27706
2016-05-18,27907
2016-05-19,28009
2016-05-22,28045
2016-05-23,28114
2016-05-24,28278
2016-05-25,27989
2016-05-26,28135
2016-05-27,27970
2016-05-28,27959
2016-05-29,28202
2016-05-30,28243
2016-05-31,28411
2016-06-01,28755
2016-06-02,28437
2016-06-03,28009
2016-06-04,28180
2016-06-05,28503
2016-06-06,28296
2016-06-07,28169
2016-06-08,28255
2016-06-09,27927
2016-06-10,28192
2016-06-11,28128
2016-06-12,27957
2016-06-13,27984
2016-06-14,27972
2016-06-15,28046
2016-06-16,27819
2016-06-17,27899
2016-06-18,28146
2016-06-19,28438
2016-06-20,28358
2016-06-21,28514
2016-06-22,28248
2016-06-23,27923
2016-06-24,28019
2016-06-25,28096
2016-06-26,28240
2016-06-27,27883
2016-06-28,27581
2016-06-29,27985
2016-06-30,28188
2016-07-01,28267
2016-07-02,28265
2016-07-03,28384
2016-07-04,28058
2016-07-05,28345
2016-07-06,28443
2016-07-07,28576
2016-07-08,28497
2016-07-09,28270
2016-07-10,27833
2016-07-11,27556
2016-07-12,27287
2016-07-13,27726
2016-07-14,27831
2016-07-15,27684
2016-07-16,27869
2016-07-17,28117
2016-07-18,28204
2016-07-23,27847
2016-07-24,27873
2016-07-25,27886
2016-07-26,27987
2016-07-27,27978
2016-07-28,27814
2016-07-29,27757
2016-07-30,27892
2016-07-31,27892
2016-08-01,28002
2016-08-02,28205
2016-08-03,28168
2016-08-04,28219
2016-08-05,28219
2016-08-06,28154
2016-08-07,28148
2016-08-08,28130
2016-08-09,28202
2016-08-10,28133
2016-08-11,28133
2016-08-12,28109
2016-08-13,28114
2016-08-14,28043
2016-08-15,28071
2016-08-16,28007
2016-08-17,28149
2016-08-18,27893
2016-08-19,28121
2016-08-20,28050
2016-08-21,27711
2016-08-22,27857
2016-08-23,27930
2016-08-24,27825
2016-08-25,27517
2016-08-26,27517
2016-08-28,27730
2016-08-31,28333
2016-09-01,28371
2016-09-02,28371
2016-09-03,28084
2016-09-04,28191
2016-09-05,28294
2016-09-06,28253
2016-09-07,28150
2016-09-08,28150
2016-09-09,28285
2016-09-10,28769
2016-09-11,28769
2016-09-12,28867
2016-09-13,28658
2016-09-14,28658
2016-09-15,28443
2016-09-16,28443
2016-09-17,28499
2016-09-18,28373
2016-09-19,28419
2016-09-20,28419
2016-09-21,28476
2016-09-22,28472
2016-09-23,28515
2016-09-24,28515
2016-09-25,28521
2016-09-26,28521
2016-09-27,28313
2016-09-28,28093
2016-09-29,27807
2016-09-30,27893
2016-10-01,27670
2016-10-02,27670
2016-10-03,27553
2016-10-04,27717
2016-10-05,27746
2016-10-06,27919
2016-10-07,27919
2016-10-08,28090
2016-10-09,28090
2016-10-10,27932
2016-10-11,27896
2016-10-12,27929
2016-10-13,28129
2016-10-14,28060
2016-10-15,28084
2016-10-16,28247
2016-10-17,28573
2016-10-18,28542
2016-10-19,28382
2016-10-20,28444
2016-10-21,28570
2016-10-22,28570
2016-10-23,28359
2016-10-24,28367
2016-10-25,28367
2016-10-26,28155
2016-10-27,28196
2016-10-28,28330
2016-10-29,28281
2016-10-30,28299
2016-10-31,28152
2016-11-01,28152
2016-11-02,28214
2016-11-03,28210
2016-11-04,28162
2016-11-05,28162
2016-11-06,28066
2016-11-07,27809
2016-11-08,27854
2016-11-09,28143
2016-11-10,27999
2016-11-11,28104
2016-11-12,28125
2016-11-13,28218
2016-11-14,28052
2016-12-07,28600
2016-12-08,27952
2016-12-09,28263
2016-12-10,28302
2016-12-11,28335
2016-12-12,28377
2016-12-13,28284
2016-12-14,27842
2016-12-15,27842
2016-12-16,28035
2016-12-17,28353
2016-12-18,28471
2016-12-19,27981
2016-12-20,28092
2016-12-21,28520
2016-12-22,28850
2016-12-23,28638
2016-12-24,29247
2016-12-25,29230
2016-12-26,28648
2016-12-27,28410
2016-12-28,28560
2016-12-29,28582
2016-12-30,28195
2016-12-31,28269
2017-01-01,28154
2017-01-02,27941
2017-01-03,27980
2017-01-04,28079
2017-01-05,28133
2017-01-06,28057
2017-01-07,28092
2017-01-08,28217
2017-01-09,28031
2017-01-10,28099
2017-01-11,28278
2017-01-12,28421
2017-01-13,28615
2017-01-14,28470
2017-01-15,28768
2017-01-16,28422
2017-01-17,28100
2017-01-18,28175
2017-01-19,28227
2017-01-20,28183
2017-01-21,28201
2017-01-22,28459
2017-01-27,28552
2017-01-28,28717
2017-01-29,28303
2017-01-30,28224
2017-01-31,27905
2017-02-01,27603
2017-02-02,28088
2017-02-03,27527
2017-02-04,27936
2017-02-05,28303
2017-02-06,28218
2017-02-07,28493
2017-02-08,28326
2017-02-09,28326
2017-02-10,28078
2017-02-11,28244
2017-02-12,28471
2017-02-13,28702
2017-02-14,28687
2017-02-15,28249
2017-02-16,27906
2017-02-18,27054
2017-02-19,27346
2017-02-20,27695
2017-02-21,28137
2017-02-22,28311
2017-02-23,28346
2017-02-24,28710
2017-02-25,28277
2017-02-26,28613
2017-02-27,28839
2017-02-28,28557
2017-03-01,28708
2017-03-02,28676
2017-03-03,28341
2017-03-04,28327
2017-03-05,28327
2017-03-06,28509
2017-03-07,28709
2017-03-08,29051
2017-03-09,28813
2017-03-10,28526
2017-03-11,28466
2017-03-12,28699
2017-03-13,28417
2017-03-14,28495
2017-03-15,28538
2017-03-16,28646
2017-03-17,28617
2017-03-18,28436
2017-03-19,28557
2017-03-20,28507
2017-03-21,28707
2017-03-22,28621
2017-03-23,28595
2017-03-24,28322
2017-03-25,28322
2017-03-26,28512
2017-03-27,28770
2017-03-28,28961
2017-03-29,28769
2017-03-30,28728
2017-03-31,28663
2017-04-01,29282
2017-04-02,29566
2017-04-03,28889
2017-04-04,28743
2017-04-12,28448
2017-04-13,28460
2017-04-14,28292
2017-04-15,27942
2017-04-16,28163
2017-04-17,28439
2017-04-18,28561
2017-04-19,28821
2017-04-20,28897
2017-04-21,28153
2017-04-22,27014
2017-04-23,26440
2017-04-24,26567
2017-04-25,25792
2017-04-26,25792
2017-04-27,26001
2017-04-28,26845
2017-04-29,27885
2017-04-30,27965
2017-05-01,27679
2017-05-02,28153
2017-05-03,28770
2017-05-04,27826
2017-05-05,27705
2017-05-06,27420
2017-05-07,27406
2017-05-08,27972
2017-05-09,28214
2017-05-10,28218
2017-05-11,27277
2017-05-12,27668
2017-05-13,27938
2017-05-14,27639
2017-05-15,27649
2017-05-16,27625
2017-05-17,27773
2017-05-18,28169
2017-05-19,28214
2017-05-20,28264
2017-05-21,28264
2017-05-22,28326
2017-05-23,28555
2017-05-24,27864
2017-05-25,26578
2017-05-26,25499
2017-05-27,25134
2017-05-28,25354
2017-05-29,25409
2017-05-30,25456
2017-05-31,25180
2017-06-01,25162
2017-06-02,25213
2017-06-03,25042
2017-06-06,25544
2017-06-07,25519
2017-06-08,25519
2017-06-09,25453
2017-06-10,25176
2017-06-11,25207
2017-06-12,24838
2017-06-13,25257
2017-06-14,25561
2017-06-15,25499
2017-06-16,25160
2017-06-17,25169
2017-06-18,25533
2017-06-19,25533
2017-06-20,25744
2017-06-21,25406
2017-06-22,25069
2017-06-23,24996
2017-06-24,25209
2017-06-25,25451
2017-06-26,25454
2017-06-27,25128
2017-06-28,25472
2017-06-29,25198
2017-06-30,25299
2017-07-01,25299
2017-07-02,25556
2017-07-03,25646
2017-07-04,25345
2017-07-05,25345
2017-07-06,25300
2017-07-07,25300
2017-07-08,25374
2017-07-13,25642
2017-07-14,25464
2017-07-15,25464
2017-07-16,25319
2017-07-17,25321
2017-07-18,25393
2017-07-19,25453
2017-07-20,25235
2017-07-21,25391
2017-07-22,25406
2017-07-23,25375
2017-07-24,25479
2017-07-25,25459
2017-07-26,25443
2017-07-27,25409
2017-07-28,25401
2017-07-29,25353
2017-07-30,25256
2017-07-31,25256
2017-08-01,25374
2017-08-02,25306
2017-08-03,25486
2017-08-04,25534
2017-08-05,25502
2017-08-06,25455
2017-08-09,25184
2017-08-10,25198
2017-08-11,25129
2017-08-12,25201
2017-08-13,25291
2017-08-14,25338
2017-08-15,25263
2017-08-16,25365
2017-08-17,25308
2017-08-18,25308
2017-08-19,25369
2017-08-20,25382
2017-08-22,25377
2017-08-23,25403
2017-08-24,25463
2017-08-25,25347
2017-08-26,25354
2017-08-27,25231
2017-08-28,25247
2017-08-29,25397
2017-08-30,25597
2017-08-31,25451
2017-09-01,25538
2017-09-02,25443
2017-09-03,25443
2017-09-04,25278
2017-09-05,25384
2017-09-06,25164
2017-09-07,25587
2017-09-08,25587
2017-09-09,25531
2017-09-10,25026
2017-09-11,25178
2017-09-12,25178
2017-09-13,25431
2017-09-14,25228
2017-09-15,25228
2017-09-16,25141
2017-09-17,25309
2017-09-19,25366
2017-09-20,25474
2017-09-21,26521
2017-09-22,25518
2017-09-23,25518
2017-09-24,25392
2017-09-25,25502
2017-09-26,25726
2017-09-27,25726
2017-09-28,25401
2017-09-29,25304
2017-09-30,25341
2017-10-01,25166
2017-10-02,25088
2017-10-03,25313
2017-10-04,25313
2017-10-05,25371
2017-10-06,25181
2017-10-07,25567
2017-10-08,25409
2017-10-09,25470
2017-10-10,25522
2017-10-11,25522
2017-10-12,25307
2017-10-13,25274
2017-10-14,25247
2017-10-15,25247
2017-10-16,25350
2017-10-17,25350
2017-10-18,24995
2017-10-19,25116
2017-10-20,25053
2017-10-21,25099
2017-10-22,25128
2017-10-23,25160
2017-10-24,25280
2017-10-25,25261
2017-10-26,25336
2017-10-27,25337
2017-10-28,25337
2017-10-29,25407
2017-10-30,25333
2017-10-31,25234
2017-11-01,25234
2017-11-02,25112
2017-11-03,25193
2017-11-04,25261
2017-11-05,25327
2017-11-06,25319
2017-11-07,25338
2017-11-08,25329
2017-11-09,25374
2017-11-10,25466
2017-11-11,25576
2017-11-12,25568
2017-11-13,25485
2017-11-14,25301
2017-11-15,25296
2017-11-16,25328
2017-11-17,25920
2017-11-18,25477
2017-11-19,25201
2017-11-20,25188
2017-11-21,25306
2017-11-22,25218
2017-11-23,25257
2017-11-24,25282
2017-11-25,25229
2017-11-26,25269
2017-11-27,25269
2017-11-28,25146
2017-11-29,25226
2017-11-30,25292
2017-12-01,25226
2017-12-02,25065
2017-12-03,25252
2017-12-04,25270
2017-12-05,25223
2017-12-06,25297
2017-12-07,25202
2017-12-08,25202
2017-12-09,25169
2017-12-10,25204
2017-12-11,25104
2017-12-12,25280
2017-12-14,25181
2017-12-15,25324
2017-12-17,25245
2017-12-18,25408
2017-12-19,25562
2017-12-20,25290
2017-12-21,25316
2017-12-22,25233
2017-12-23,25479
2017-12-24,25561
2017-12-25,25327
2017-12-26,25162
2017-12-27,25458
2017-12-28,25528
2017-12-29,25337
2017-12-30,25297
2017-12-31,25235
2018-01-01,25411
2018-01-02,25413
2018-01-03,25326
2018-01-04,25269
2018-01-05,25199
2018-01-06,25327
2018-01-07,25310
2018-01-08,25268
2018-01-09,25348
2018-01-10,25279
2018-01-11,25342
2018-01-12,25366
2018-01-13,25416
2018-01-14,25518
2018-01-15,25607
2018-01-16,25341
2018-01-17,25383
2018-01-18,25355
2018-01-19,25355
2018-01-20,25355
2018-01-21,25297
2018-01-22,25544
2018-01-23,25424
2018-01-25,25527
2018-01-26,26082
2018-01-27,25712
2018-01-28,25233
2018-01-29,25421
2018-01-31,25522
2018-02-01,25341
2018-02-02,25246
2018-02-03,25378
2018-02-04,25328
2018-02-05,25133
2018-02-06,25405
2018-02-07,25489
2018-02-08,25224
2018-02-09,25390
2018-02-10,25347
2018-02-11,25273
2018-02-12,25246
2018-02-13,25139
2018-02-14,25210
2018-02-15,25280
2018-02-16,25303
2018-02-17,25213
2018-02-18,25123
2018-02-19,25324
2018-02-20,25206
2018-02-21,25259
2018-02-22,25189
2018-02-23,25262
2018-02-24,25227
2018-02-25,25247
2018-02-26,25201
2018-02-27,25393
2018-03-01,25290
2018-03-02,25302
2018-03-03,25109
2018-03-04,25658
2018-03-05,25405
2018-03-06,25293
2018-03-07,25232
2018-03-08,25276
2018-03-09,25314
2018-03-10,25391
2018-03-11,25284
2018-03-12,25312
2018-03-13,25359
2018-03-14,25301
2018-03-15,25206
2018-03-16,25195
2018-03-17,25248
2018-03-18,25258
2018-03-19,25293
2018-03-20,25312
2018-03-21,25191
2018-03-23,25221
2018-03-24,25156
2018-03-26,25175
2018-03-27,25183
2018-03-28,25209
2018-03-29,25225
2018-03-30,25260
2018-03-31,25295
2018-04-01,25251
2018-04-02,25306
2018-04-03,25297
2018-04-04,25441
2018-04-05,25470
2018-04-06,25355
2018-04-07,25558
2018-04-08,25528
2018-04-09,25330
2018-04-10,25292
2018-04-11,25323
2018-04-12,25566
2018-04-13,25706
2018-04-14,25634
2018-04-15,26112
2018-04-16,25695
2018-04-17,25350
2018-04-18,25189
2018-04-19,25265
2018-04-20,25262
2018-04-21,25265
2018-04-22,25243
2018-04-23,25353
2018-04-24,25202
2018-04-25,25219
2018-04-26,25394
2018-04-27,25359
2018-04-28,25374
2018-04-29,25346
2018-04-30,25888
2018-05-01,25498
2018-05-04,25298
2018-05-05,25283
2018-05-06,25220
2018-05-07,25270
2018-05-08,25242
2018-05-09,25148
2018-05-10,25079
2018-05-11,25293
2018-05-12,25076
2018-05-13,25102
2018-05-14,25157
2018-05-15,25139
2018-05-16,25216
2018-05-17,25201
2018-05-18,25196
2018-05-19,25190
2018-05-20,25176
2018-05-21,25280
2018-05-22,25530
2018-05-23,25565
2018-05-24,25297
2018-05-25,25166
2018-05-26,25363
2018-05-27,25228
2018-05-28,25510
2018-05-29,25718
2018-05-30,25810
2018-05-31,25472
2018-06-01,25316
2018-06-02,25305
2018-06-03,25354
2018-06-04,25523
2018-06-05,25530
2018-06-06,25294
2018-06-07,25238
2018-06-08,25259
2018-06-09,25237
2018-06-10,25282
2018-06-11,25263
2018-06-12,25409
2018-06-13,25685
2018-06-14,25613
2018-06-15,25534
2018-06-16,25269
2018-06-17,25258
2018-06-18,25227
2018-06-19,25456
2018-06-20,25500
2018-06-21,25549
2018-06-22,25501
2018-06-23,25106
2018-06-24,25206
2018-06-25,25362
2018-06-26,25236
2018-06-27,25220
2018-06-28,25467
2018-06-29,25432
2018-06-30,25508
2018-07-01,25656
2018-07-02,25322
2018-07-03,26206
2018-07-04,25944
2018-07-05,25510
2018-07-06,25408
2018-07-07,25369
2018-07-08,26475
2018-07-09,26573
2018-07-10,25608
2018-07-11,25850
2018-07-12,25673
2018-07-13,25673
2018-07-14,25329
2018-07-15,25419
2018-07-16,25559
2018-07-17,25557
2018-07-18,25649
2018-07-19,25956
2018-07-20,26402
2018-07-21,26081
2018-07-22,26109
2018-07-23,26580
2018-07-24,27909
2018-07-25,27408
2018-07-26,26303
2018-07-27,25579
2018-07-28,25626
2018-07-29,25739
2018-07-30,26246
2018-07-31,26039
2018-08-01,26335
2018-08-02,25883
2018-08-03,25625
2018-08-04,25637
2018-08-05,25488
2018-08-06,25494
2018-08-07,25591
2018-08-08,25634
2018-08-09,25470
2018-08-10,25523
2018-08-11,25475
2018-08-12,25476
2018-08-14,25425
2018-08-16,25507
2018-08-17,25556
2018-08-18,25529
2018-08-19,25483
2018-08-20,25497
2018-08-21,25640
2018-08-22,25383
2018-08-23,25513
2018-08-24,25468
2018-08-25,25470
2018-08-26,25336
2018-08-27,25359
2018-08-28,25468
2018-08-29,25514
2018-08-30,25387
2018-08-31,25451
2018-09-01,25509
2018-09-02,25243
2018-09-03,25328
2018-09-04,25509
2018-09-05,25529
2018-09-06,25542
2018-09-07,25318
2018-09-08,25258
2018-09-09,25328
2018-09-10,25322
2018-09-11,25502
2018-09-12,25503
2018-09-13,25537
2018-09-14,25513
2018-09-15,25374
2018-09-16,25378
2018-09-17,25493
2018-09-18,25503
2018-09-19,25455
2018-09-20,25462
2018-09-21,25429
2018-09-22,25467
2018-09-23,25363
2018-09-24,25410
2018-09-25,25245
2018-09-26,25517
2018-09-27,25291
2018-09-28,25206
2018-09-29,25234
2018-09-30,25273
2018-10-02,25278
2018-10-03,25275
2018-10-04,25280
2018-10-05,25469
2018-10-06,25552
2018-10-07,25522
2018-10-08,25475
2018-10-09,25441
2018-10-10,25489
2018-10-11,25319
2018-10-12,25476
2018-10-13,25419
2018-10-14,25137
2018-10-15,25290
2018-10-16,25373
2018-10-17,25463
2018-10-18,25483
2018-10-19,25430
2018-10-20,25371
2018-10-21,25375
2018-10-22,25448
2018-10-23,25381
2018-10-24,25320
2018-10-25,25255
2018-10-26,25287
2018-10-27,25452
2018-10-28,25257
2018-10-29,25477
2018-10-30,25343
2018-10-31,25401
2018-11-01,25484
2018-11-03,25455
2018-11-04,25504
2018-11-05,25520
2018-11-06,25401
2018-11-07,25531
2018-11-08,25508
2018-11-09,25534
2018-11-10,25627
2018-11-11,25554
2018-11-12,25555
2018-11-13,25557
2018-11-15,25547
2018-11-16,25547
2018-11-17,25514
2018-11-18,25489
2018-11-19,25514
2018-11-20,25766
2018-11-21,25546
2018-11-22,25522
2018-11-23,25492
2018-11-24,25478
2018-11-25,25528
2018-11-26,25498
2018-11-27,25519
2018-11-28,25491
2018-11-29,25561
2018-12-01,25470
2018-12-02,25514
2018-12-03,25308
2018-12-04,25566
2018-12-05,25516
2018-12-07,25397
2018-12-09,25468
2018-12-10,25399
2018-12-11,25419
2018-12-12,25461
2018-12-13,25361
2018-12-14,25431
2018-12-15,25550
2018-12-16,25682
2018-12-17,25369
2018-12-18,25334
2018-12-19,25473
2018-12-20,25577
2018-12-21,25350
2018-12-22,25424
2018-12-23,25492
2018-12-24,25517
2018-12-25,25519
2018-12-26,25526
2018-12-27,25520
2018-12-28,25504
2018-12-29,25472
2018-12-30,25274
2018-12-31,25401
2019-01-01,26263
2019-01-02,25667
2019-01-03,25451
2019-01-04,25577
2019-01-05,25541
2019-01-06,25425
2019-01-08,25358
2019-01-10,24964
2019-01-11,24981
2019-01-12,25052
2019-01-13,25089
2019-01-14,25157
2019-01-15,25155
2019-01-16,25158
2019-01-17,25115
2019-01-18,25127
2019-01-19,25119
2019-01-20,25163
2019-01-21,25149
2019-01-22,25192
2019-01-23,25210
2019-01-24,25230
2019-01-25,25250
2019-01-26,25259
2019-01-27,25121
2019-01-29,25219
2019-01-30,25215
2019-01-31,25247
2019-02-01,25227
2019-02-02,25129
2019-02-03,25178
2019-02-04,25168
2019-02-05,25211
2019-02-06,25252
2019-02-07,25240
2019-02-08,25187
2019-02-09,25199
2019-02-10,25234
2019-02-11,25227
2019-02-12,25248
2019-02-13,25188
2019-02-14,25162
2019-02-15,25236
2019-02-16,25145
2019-02-17,25211
2019-02-18,25183
2019-02-19,25215
2019-02-20,25210
2019-02-21,25241
2019-02-22,25199
2019-02-23,25177
2019-02-24,25172
2019-02-25,25178
2019-02-26,25220
2019-02-27,25195
2019-02-28,25716
2019-03-01,25242
2019-03-02,25148
2019-03-03,25169
2019-03-04,25202
2019-03-05,25189
2019-03-06,25201
2019-03-07,25200
2019-03-08,25349
2019-03-09,25247
2019-03-10,25217
2019-03-11,25256
2019-03-12,25547
2019-03-13,25285
2019-03-14,25237
2019-03-15,25241
2019-03-16,25323
2019-03-17,25216
2019-03-18,25170
2019-03-19,25304
2019-03-20,25270
2019-03-21,25421
2019-03-22,25162
2019-03-23,25362
2019-03-24,25423
2019-03-25,25326
2019-03-26,25174
2019-03-27,25136
2019-03-28,25463
2019-03-29,25263
2019-03-30,25237
2019-03-31,25235
2019-04-01,25272
2019-04-02,25188
2019-04-03,25277
2019-04-04,25231
2019-04-05,25185
2019-04-06,25149
2019-04-07,25203
2019-04-08,25349
2019-04-09,25262
