date_obj,Tribal%20mask%20(green) price
2019-04-07,4800
2019-04-08,4800
2019-04-09,4800
2019-04-10,4940
2019-04-11,4940
2019-04-12,4715
2019-04-13,4715
2019-04-14,4578
2019-04-15,4578
2019-04-16,4697
2019-04-17,4697
2019-04-18,4697
2019-04-19,4932
2019-04-20,4932
2019-04-21,4822
2019-04-22,4822
2019-04-23,4605
2019-04-24,4605
2019-04-25,4432
2019-04-26,4432
2019-04-27,4244
2019-04-28,4244
2019-04-29,4045
2019-04-30,4045
2019-05-01,3922
2019-05-02,3922
2019-05-03,3846
2019-05-04,3846
2019-05-05,3829
2019-05-06,4011
2019-05-07,4011
2019-05-08,4089
2019-05-09,4089
2019-05-10,4258
2019-05-11,4465
2019-05-12,4465
2019-05-13,4689
2019-05-14,4689
2019-05-15,4847
2019-05-16,4847
2019-05-17,5090
2019-05-18,5345
2019-05-19,5345
2019-05-20,5607
2019-05-21,5607
2019-05-22,5778
2019-05-23,5778
2019-05-24,5866
2019-05-25,5866
2019-05-26,5605
2019-05-27,5605
2019-05-28,5383
2019-05-29,5304
2019-05-30,5304
2019-05-31,5057
2019-06-01,5057
2019-06-02,4894
2019-06-03,4894
2019-06-04,4734
2019-06-05,4734
2019-06-06,4734
2019-06-07,4945
2019-06-08,4945
2019-06-09,4977
2019-06-10,4977
2019-06-11,4977
2019-06-12,4878
2019-06-13,4878
2019-06-14,4806
2019-06-15,4806
2019-06-16,4806
2019-06-17,4729
2019-06-18,4729
2019-06-19,4729
2019-06-20,4670
2019-06-21,4670
2019-06-22,4670
2019-06-23,4548
2019-06-24,4548
2019-06-25,4548
2019-06-26,4376
2019-06-27,4376
2019-06-28,4376
2019-06-29,4208
2019-06-30,4208
2019-07-01,4208
2019-07-02,4008
2019-07-03,4008
2019-07-04,4008
2019-07-05,3842
2019-07-06,3842
2019-07-07,3842
2019-07-08,3667
2019-07-09,3667
2019-07-10,3517
2019-07-11,3517
2019-07-12,3374
2019-07-13,3374
2019-07-14,3483
2019-07-15,3483
2019-07-16,3483
2019-07-17,3390
2019-07-18,3553
2019-07-19,3731
2019-07-20,3731
2019-07-21,3857
2019-07-22,3857
2019-07-23,3743
2019-07-24,3743
2019-07-25,3743
2019-07-26,3652
2019-07-27,3652
2019-07-28,3652
2019-07-29,3469
2019-07-30,3500
2019-07-31,3500
2019-08-01,3581
2019-08-02,3581
2019-08-03,3731
2019-08-04,3731
2019-08-05,3731
2019-08-06,3658
2019-08-07,3658
2019-08-08,3658
2019-08-09,3658
2019-08-10,3689
2019-08-11,3689
2019-08-12,3874
2019-08-13,3874
2019-08-14,3874
2019-08-15,3812
2019-08-16,3812
2019-08-17,3919
2019-08-18,4106
2019-08-19,4106
2019-08-20,4214
2019-08-21,4214
2019-08-22,4214
2019-08-23,4245
2019-08-24,4245
2019-08-24,4245
2019-08-25,4341
2019-08-25,4341
2019-08-26,4341
2019-08-26,4341
2019-08-27,4341
2019-08-27,4341
2019-08-28,4297
2019-08-29,4297
2019-08-30,4297
2019-08-31,4090
2019-09-01,4218
2019-09-02,4218
2019-09-03,4218
2019-09-04,4406
2019-09-05,4406
2019-09-06,4406
2019-09-07,4267
2019-09-08,4267
2019-09-09,4267
2019-09-10,4154
2019-09-11,4154
2019-09-12,4112
2019-09-13,4112
2019-09-14,4234
2019-09-15,4234
2019-09-16,4327
2019-09-17,4327
2019-09-18,4327
2019-09-19,4285
2019-09-20,4285
2019-09-21,4285
2019-09-22,4134
2019-09-23,4134
2019-09-24,4134
2019-09-25,4002
2019-09-26,4002
2019-09-27,4002
2019-09-28,3849
2019-09-29,3849
2019-09-30,3849
2019-10-01,3698
2019-10-02,3698
2019-10-03,3698
2019-10-04,3586
2019-10-05,3586
2019-10-06,3439
2019-10-07,3439
2019-10-08,3439
2019-10-09,3439
2019-10-10,3301
2019-10-11,3301
2019-10-12,3301
2019-10-13,3269
2019-10-14,3269
2019-10-15,3269
2019-10-16,3223
2019-10-17,3223
2019-10-18,3223
2019-10-19,3271
2019-10-20,3355
2019-10-21,3355
2019-10-22,3355
2019-10-23,3318
2019-10-24,3318
2019-10-25,3318
2019-10-26,3451
2019-10-27,3451
2019-10-28,3451
2019-10-29,3468
2019-10-30,3468
2019-10-31,3468
2019-11-01,3468
2019-11-02,3387
2019-11-03,3387
2019-11-04,3387
2019-11-05,3242
2019-11-06,3242
2019-11-07,3242
2019-11-08,3242
2019-11-09,3094
2019-11-10,3094
2019-11-11,3094
2019-11-12,3127
2019-11-13,3127
2019-11-14,3127
2019-11-15,3127
2019-11-16,3284
2019-11-17,3284
2019-11-18,3284
2019-11-19,3284
2019-11-20,3397
2019-11-21,3397
2019-11-22,3397
2019-11-23,3397
2019-11-24,3288
2019-11-25,3288
2019-11-26,3288
2019-11-27,3288
2019-11-28,3179
2019-11-29,3179
2019-11-30,3179
2019-12-01,3179
2019-12-02,3179
2019-12-03,3297
2019-12-04,3297
2019-12-05,3297
2019-12-06,3297
2019-12-07,3297
2019-12-08,3323
2019-12-09,3323
2019-12-10,3323
2019-12-11,3323
2019-12-12,3187
2019-12-13,3187
2019-12-14,3187
2019-12-15,3103
2019-12-16,3103
2019-12-17,3103
2019-12-18,2979
2019-12-19,2979
2019-12-20,2979
2019-12-21,2979
2019-12-22,2898
2019-12-23,2898
2019-12-24,2898
2019-12-25,2898
2019-12-26,2869
2019-12-27,2869
2019-12-28,2907
2019-12-29,2907
2019-12-30,2907
2019-12-31,2998
2020-01-01,2998
2020-01-02,2998
2020-01-03,2922
2020-01-04,2922
2020-01-05,2922
2020-01-06,2922
2020-01-07,3011
2020-01-08,3011
2020-01-09,3011
2020-01-10,3110
2020-01-11,3110
2020-01-12,3110
2020-01-13,3019
2020-01-14,3019
2020-01-15,3019
2020-01-16,2943
2020-01-17,2943
2020-01-18,2943
2020-01-19,2869
2020-01-20,2869
2020-01-21,2869
2020-01-22,2747
2020-01-23,2747
2020-01-24,2747
2020-01-25,2621
2020-01-26,2621
2020-01-27,2621
2020-01-28,2496
2020-01-29,2496
2020-01-30,2496
2020-01-31,2387
2020-02-01,2387
2020-02-02,2297
2020-02-03,2297
2020-02-04,2297
2020-02-05,2207
2020-02-06,2207
2020-02-07,2207
2020-02-08,2228
2020-02-09,2228
2020-02-10,2228
2020-02-11,2265
2020-02-12,2265
2020-02-13,2265
2020-02-14,2205
2020-02-15,2205
2020-02-16,2205
2020-02-17,2155
2020-02-18,2155
2020-02-19,2155
2020-02-20,2088
2020-02-21,2088
2020-02-22,2170
2020-02-23,2170
2020-02-24,2279
2020-02-25,2279
2020-02-26,2393
2020-02-27,2393
2020-02-28,2513
2020-02-29,2513
2020-03-01,2639
2020-03-02,2639
2020-03-03,2769
2020-03-04,2769
2020-03-05,2769
2020-03-06,2908
2020-03-07,2908
2020-03-08,3054
2020-03-09,3054
2020-03-10,3183
2020-03-11,3183
2020-03-12,3343
2020-03-13,3343
2020-03-14,3343
2020-03-15,3511
2020-03-16,3511
2020-03-17,3511
2020-03-18,3687
2020-03-19,3687
2020-03-20,3872
2020-03-21,3872
2020-03-22,4066
2020-03-23,4066
2020-03-24,4270
2020-03-25,4270
2020-03-26,4359
2020-03-27,4359
2020-03-28,4390
2020-03-29,4404
2020-03-30,4404
2020-03-31,4301
2020-04-01,4168
2020-04-02,4168
2020-04-03,3974
2020-04-04,3794
2020-04-05,3630
2020-04-06,3478
2020-04-07,3317
2020-04-08,3194
2020-04-09,3056
2020-04-10,3056
2020-04-11,2903
2020-04-12,2801
2020-04-13,2801
2020-04-14,2660
2020-04-15,2551
2020-04-16,2551
2020-04-17,2478
2020-04-18,2371
2020-04-19,2287
2020-04-20,2287
2020-04-21,2344
2020-04-22,2462
2020-04-23,2462
2020-04-24,2546
2020-04-25,2546
2020-04-26,2591
2020-04-27,2591
2020-04-28,2577
2020-04-29,2577
2020-04-30,2498
2020-05-01,2498
2020-05-02,2396
2020-05-03,2296
2020-05-04,2296
2020-05-05,2220
2020-05-06,2220
2020-05-07,2198
2020-05-08,2198
2020-05-09,2129
2020-05-10,2129
2020-05-11,2082
2020-05-12,2082
2020-05-13,2021
