date_obj,Egg%20and%20tomato price
2019-08-28,98
2019-08-29,98
2019-08-30,98
2019-08-31,98
2019-09-01,98
2019-09-02,98
2019-09-03,98
2019-09-04,98
2019-09-05,98
2019-09-06,98
2019-09-07,98
2019-09-08,98
2019-09-09,98
2019-09-10,98
2019-09-11,98
2019-09-12,99
2019-09-13,99
2019-09-14,99
2019-09-15,99
2019-09-16,99
2019-09-17,99
2019-09-18,99
2019-09-19,99
2019-09-20,99
2019-09-21,99
2019-09-22,99
2019-09-23,99
2019-09-24,99
2019-09-25,99
2019-09-26,99
2019-09-27,99
2019-09-28,99
2019-09-29,99
2019-09-30,99
2019-10-01,99
2019-10-02,99
2019-10-03,99
2019-10-04,99
2019-10-05,99
2019-10-06,99
2019-10-07,99
2019-10-08,99
2019-10-09,99
2019-10-10,99
2019-10-11,99
2019-10-12,99
2019-10-13,99
2019-10-14,99
2019-10-15,99
2019-10-16,99
2019-10-17,99
2019-10-18,99
2019-10-19,99
2019-10-20,99
2019-10-21,99
2019-10-22,99
2019-10-23,99
2019-10-24,99
2019-10-25,99
2019-10-26,99
2019-10-27,99
2019-10-28,99
2019-10-29,99
2019-10-30,99
2019-10-31,99
2019-11-01,99
2019-11-02,99
2019-11-03,99
2019-11-04,99
2019-11-05,99
2019-11-06,99
2019-11-07,99
2019-11-08,99
2019-11-09,99
2019-11-10,99
2019-11-11,99
2019-11-12,99
2019-11-13,99
2019-11-14,99
2019-11-15,99
2019-11-16,99
2019-11-17,99
2019-11-18,99
2019-11-19,99
2019-11-20,99
2019-11-21,99
2019-11-22,99
2019-11-23,99
2019-11-24,99
2019-11-25,99
2019-11-26,99
2019-11-27,99
2019-11-28,99
2019-11-29,99
2019-11-30,99
2019-12-01,99
2019-12-02,99
2019-12-03,99
2019-12-04,99
2019-12-05,99
2019-12-06,99
2019-12-07,99
2019-12-08,99
2019-12-09,99
2019-12-10,99
2019-12-11,99
2019-12-12,99
2019-12-13,99
2019-12-14,99
2019-12-15,99
2019-12-16,99
2019-12-17,99
2019-12-18,99
2019-12-19,99
2019-12-20,99
2019-12-21,99
2019-12-22,99
2019-12-23,99
2019-12-24,99
2019-12-25,99
2019-12-26,99
2019-12-27,99
2019-12-28,99
2019-12-29,99
2019-12-30,99
2019-12-31,99
2020-01-01,99
2020-01-02,99
2020-01-03,99
2020-01-04,99
2020-01-05,99
2020-01-06,99
2020-01-07,99
2020-01-08,99
2020-01-09,99
2020-01-10,99
2020-01-11,99
2020-01-12,99
2020-01-13,99
2020-01-14,99
2020-01-15,99
2020-01-16,99
2020-01-17,99
2020-01-18,99
2020-01-19,99
2020-01-20,99
2020-01-21,99
2020-01-22,99
2020-01-23,99
2020-01-24,99
2020-01-25,99
2020-01-26,99
2020-01-27,99
2020-01-28,99
2020-01-29,99
2020-01-30,103
2020-01-31,103
2020-02-01,103
2020-02-02,103
2020-02-03,103
2020-02-04,103
2020-02-05,103
2020-02-06,103
2020-02-07,103
2020-02-08,103
2020-02-09,103
2020-02-10,103
2020-02-11,103
2020-02-12,103
2020-02-13,103
2020-02-14,103
2020-02-15,103
2020-02-16,103
2020-02-17,103
2020-02-18,103
2020-02-19,103
2020-02-20,103
2020-02-21,103
2020-02-22,103
2020-02-23,103
2020-02-24,103
2020-02-25,103
2020-02-26,103
2020-02-27,103
2020-02-28,103
2020-02-29,103
2020-03-01,103
2020-03-02,103
2020-03-03,103
2020-03-04,103
2020-03-05,103
2020-03-06,103
2020-03-07,103
2020-03-08,103
2020-03-09,103
2020-03-10,103
2020-03-11,103
2020-03-12,103
2020-03-13,103
2020-03-14,103
2020-03-15,103
2020-03-16,103
2020-03-17,103
2020-03-18,103
2020-03-19,103
2020-03-20,103
2020-03-21,103
2020-03-22,103
2020-03-23,103
2020-03-24,103
2020-03-25,103
2020-03-26,103
2020-03-27,103
2020-03-28,103
2020-03-29,103
2020-03-30,103
2020-03-31,103
2020-04-01,103
2020-04-02,103
2020-04-03,103
2020-04-04,103
2020-04-05,103
2020-04-06,103
2020-04-07,103
2020-04-08,103
2020-04-09,103
2020-04-10,103
2020-04-11,103
2020-04-12,103
2020-04-13,103
2020-04-14,103
2020-04-15,103
2020-04-16,103
2020-04-17,103
2020-04-18,103
2020-04-19,103
2020-04-20,103
2020-04-21,103
2020-04-22,103
2020-04-23,103
2020-04-24,103
2020-04-25,103
2020-04-26,103
2020-04-27,103
2020-04-28,103
2020-04-29,103
2020-04-30,103
2020-05-01,103
2020-05-02,103
2020-05-03,103
2020-05-04,103
2020-05-05,103
2020-05-06,106
2020-05-07,106
2020-05-08,106
2020-05-09,106
2020-05-10,106
2020-05-11,106
2020-05-12,106
2020-05-13,106
