date_obj,Armadyl%20helmet price
2018-12-22,4731024
2018-12-23,4665267
2018-12-24,4643513
2018-12-25,4641646
2018-12-26,4649541
2018-12-27,4690868
2018-12-28,4814387
2018-12-29,4859908
2018-12-30,4757736
2018-12-31,4608876
2019-01-01,4571267
2019-01-02,4550717
2019-01-03,4522462
2019-01-04,4512688
2019-01-05,4497861
2019-01-06,4529409
2019-01-08,4506004
2019-01-10,4325260
2019-01-11,4108997
2019-01-12,3912783
2019-01-13,3810150
2019-01-14,3822670
2019-01-15,3798291
2019-01-16,3867072
2019-01-17,3943031
2019-01-18,4080290
2019-01-19,4088628
2019-01-20,4011486
2019-01-21,3983703
2019-01-22,3931154
2019-01-23,3955419
2019-01-24,3980640
2019-01-25,3960265
2019-01-26,3965165
2019-01-27,3953022
2019-01-28,3930767
2019-01-29,3949926
2019-01-30,3937501
2019-01-31,3925186
2019-02-01,3981691
2019-02-02,4144887
2019-02-03,4232101
2019-02-04,4237633
2019-02-05,4245646
2019-02-06,4232368
2019-02-07,4241400
2019-02-08,4318348
2019-02-09,4309749
2019-02-10,4341668
2019-02-11,4304758
2019-02-12,4240643
2019-02-13,4156095
2019-02-14,4144908
2019-02-15,4248116
2019-02-16,4378709
2019-02-17,4414032
2019-02-18,4437840
2019-02-19,4549630
2019-02-20,4616663
2019-02-21,4746169
2019-02-22,4725522
2019-02-23,4727421
2019-02-24,4699372
2019-02-25,4645728
2019-02-26,4645540
2019-02-27,4679570
2019-02-28,4617433
2019-03-01,4772579
2019-03-02,4747653
2019-03-03,4681251
2019-03-04,4641608
2019-03-05,4624058
2019-03-06,4603937
2019-03-07,4580462
2019-03-08,4566401
2019-03-09,4572191
2019-03-10,4536929
2019-03-11,4540835
2019-03-12,4514442
2019-03-13,4513087
2019-03-14,4611009
2019-03-15,4589695
2019-03-16,4688226
2019-03-17,4798691
2019-03-18,4675822
2019-03-19,4678640
2019-03-20,4652382
2019-03-21,4612735
2019-03-22,4632444
2019-03-23,4710324
2019-03-24,4719310
2019-03-25,4665318
2019-03-26,4666353
2019-03-27,4643282
2019-03-28,4608793
2019-03-29,4580528
2019-03-30,4688857
2019-03-31,4814625
2019-04-01,4769604
2019-04-02,4710779
2019-04-03,4690641
2019-04-04,4691504
2019-04-05,4712344
2019-04-06,4712883
2019-04-07,4730739
2019-04-08,4820025
2019-04-09,4948614
2019-04-10,5017627
2019-04-11,5224391
2019-04-12,5290190
2019-04-13,5275772
2019-04-14,5270005
2019-04-15,5200257
2019-04-16,5066635
2019-04-17,4978444
2019-04-18,4913034
2019-04-19,4885532
2019-04-20,4953876
2019-04-21,4928308
2019-04-22,4895790
2019-04-23,4873336
2019-04-24,4893987
2019-04-25,4906180
2019-04-26,5025247
2019-04-27,5233221
2019-04-28,5286959
2019-04-29,5495116
2019-04-30,5539993
2019-05-01,5630205
2019-05-02,5723220
2019-05-03,5840012
2019-05-04,5804673
2019-05-05,5737430
2019-05-06,5634671
2019-05-07,5592776
2019-05-08,5563992
2019-05-09,5525037
2019-05-10,5434228
2019-05-11,5314575
2019-05-12,5247823
2019-05-13,5225760
2019-05-14,5178432
2019-05-15,5116286
2019-05-16,5018914
2019-05-17,4957726
2019-05-18,4916602
2019-05-19,4878658
2019-05-20,4830469
2019-05-21,4780890
2019-05-22,4757048
2019-05-23,4694488
2019-05-24,4672846
2019-05-25,4778137
2019-05-26,4825375
2019-05-27,4798185
2019-05-28,4783187
2019-05-29,4746696
2019-05-30,4799464
2019-05-31,4806501
2019-06-01,4816195
2019-06-02,4832465
2019-06-03,4822695
2019-06-04,4793916
2019-06-05,4777731
2019-06-06,4749475
2019-06-07,4801490
2019-06-08,4843473
2019-06-09,4764178
2019-06-10,4784552
2019-06-11,4728980
2019-06-12,4880451
2019-06-13,4801766
2019-06-14,4833224
2019-06-15,4858755
2019-06-16,4945734
2019-06-17,4879480
2019-06-18,4863856
2019-06-19,4823877
2019-06-20,4706786
2019-06-21,4694259
2019-06-22,4626965
2019-06-23,4565067
2019-06-24,4548586
2019-06-25,4605169
2019-06-26,4678933
2019-06-27,4697747
2019-06-28,4809287
2019-06-29,5000575
2019-06-30,5037706
2019-07-01,5014114
2019-07-02,5003200
2019-07-03,5006879
2019-07-04,4974102
2019-07-05,4981395
2019-07-06,5131788
2019-07-07,5197792
2019-07-08,5401221
2019-07-09,5325201
2019-07-10,5333771
2019-07-11,5475200
2019-07-12,5447272
2019-07-13,5656151
2019-07-14,5717446
2019-07-15,5749482
2019-07-16,5793037
2019-07-17,5775603
2019-07-18,5742799
2019-07-19,5945030
2019-07-20,6007782
2019-07-21,6007309
2019-07-22,6097648
2019-07-23,6086529
2019-07-24,5994764
2019-07-25,5787759
2019-07-26,5749138
2019-07-27,5591005
2019-07-28,5613298
2019-07-29,5500416
2019-07-30,5410185
2019-07-31,5391421
2019-08-01,5368675
2019-08-02,5349649
2019-08-03,5344464
2019-08-04,5456607
2019-08-05,5409326
2019-08-06,5419488
2019-08-07,5497360
2019-08-08,5648981
2019-08-09,5736885
2019-08-10,5938055
2019-08-11,5868292
2019-08-12,5798482
2019-08-13,5750596
2019-08-14,5764866
2019-08-15,5714913
2019-08-16,5731972
2019-08-17,5754508
2019-08-18,5753498
2019-08-19,5738632
2019-08-20,5778133
2019-08-21,5776547
2019-08-22,5816635
2019-08-23,5945140
2019-08-24,6156464
2019-08-24,6156464
2019-08-25,6165275
2019-08-25,6165275
2019-08-26,6137780
2019-08-27,6083684
2019-08-27,6083684
2019-08-28,5976257
2019-08-29,5929039
2019-08-30,5894297
2019-08-31,5892336
2019-09-01,5893107
2019-09-02,5910798
2019-09-03,5979343
2019-09-04,6031739
2019-09-05,6021878
2019-09-06,6124533
2019-09-07,6053955
2019-09-08,5991704
2019-09-09,5937290
2019-09-10,5892099
2019-09-11,5818935
2019-09-12,5760608
2019-09-13,5740814
2019-09-14,5754524
2019-09-15,5726716
2019-09-16,5724600
2019-09-17,5687940
2019-09-18,5661838
2019-09-19,5630921
2019-09-20,5619354
2019-09-21,5600410
2019-09-22,5578845
2019-09-23,5535771
2019-09-24,5514631
2019-09-25,5488428
2019-09-26,5506869
2019-09-27,5671256
2019-09-28,5726469
2019-09-29,5639281
2019-09-30,5636676
2019-10-01,5614981
2019-10-02,5600145
2019-10-03,5586397
2019-10-04,5553463
2019-10-05,5546360
2019-10-06,5620296
2019-10-07,5576934
2019-10-08,5551100
2019-10-09,5539976
2019-10-10,5497994
2019-10-11,5499587
2019-10-12,5496183
2019-10-13,5494050
2019-10-14,5390034
2019-10-15,5349935
2019-10-16,5323636
2019-10-17,5283235
2019-10-18,5245571
2019-10-19,5258115
2019-10-20,5310576
2019-10-21,5252898
2019-10-22,5265972
2019-10-23,5240979
2019-10-24,5244015
2019-10-25,5235591
2019-10-26,5259127
2019-10-27,5318313
2019-10-28,5182513
2019-10-29,5120295
2019-10-30,5080075
2019-10-31,5063832
2019-11-01,5036716
2019-11-02,5046653
2019-11-03,5007084
2019-11-04,4982537
2019-11-05,4960994
2019-11-06,4914657
2019-11-07,4919405
2019-11-08,4902175
2019-11-09,5054585
2019-11-10,5145196
2019-11-11,5146049
2019-11-12,5103349
2019-11-13,5124848
2019-11-14,5109897
2019-11-15,5080614
2019-11-16,5116964
2019-11-17,5068084
2019-11-18,5059169
2019-11-19,5020392
2019-11-20,4979893
2019-11-21,4920558
2019-11-22,4875331
2019-11-23,4859369
2019-11-24,4859507
2019-11-25,4793725
2019-11-26,4765642
2019-11-27,4779461
2019-11-28,4746335
2019-11-29,4760706
2019-11-30,4736631
2019-12-01,4679023
2019-12-02,4641847
2019-12-03,4633517
2019-12-04,4614421
2019-12-05,4590617
2019-12-06,4557738
2019-12-07,4569014
2019-12-08,4622111
2019-12-09,4655641
2019-12-10,4627045
2019-12-11,4592072
2019-12-12,4615897
2019-12-13,4684207
2019-12-14,4837810
2019-12-15,4824297
2019-12-16,4859952
2019-12-17,4905138
2019-12-18,4898169
2019-12-19,5062480
2019-12-20,4992350
2019-12-21,4959504
2019-12-22,4901074
2019-12-23,4852188
2019-12-24,4798737
2019-12-25,4802212
2019-12-26,4851188
2019-12-27,4827138
2019-12-28,4815431
2019-12-29,4804380
2019-12-30,4730839
2019-12-31,4612889
2020-01-01,4640281
2020-01-02,4678672
2020-01-03,4687069
2020-01-04,4689508
2020-01-05,4755106
2020-01-06,4714339
2020-01-07,4671578
2020-01-08,4647723
2020-01-09,4648448
2020-01-10,4712971
2020-01-11,4692673
2020-01-12,4685367
2020-01-13,4691088
2020-01-14,4673480
2020-01-15,4667221
2020-01-16,4648991
2020-01-17,4673377
2020-01-18,4675067
2020-01-19,4684535
2020-01-20,4681799
2020-01-21,4677683
2020-01-22,4700598
2020-01-23,4693156
2020-01-24,4738620
2020-01-25,4915918
2020-01-26,4932125
2020-01-27,4919755
2020-01-28,4943819
2020-01-29,4927500
2020-01-30,4906872
2020-01-31,4928898
2020-02-01,4933967
2020-02-02,5056229
2020-02-03,5020997
2020-02-04,5014448
2020-02-05,5132143
2020-02-06,4913775
2020-02-07,4773024
2020-02-08,4720392
2020-02-09,4806178
2020-02-10,4771967
2020-02-11,4770026
2020-02-12,4755494
2020-02-13,4732538
2020-02-14,4705551
2020-02-15,4677761
2020-02-16,4692571
2020-02-17,4662673
2020-02-18,4636836
2020-02-19,4650825
2020-02-20,4644039
2020-02-21,4804901
2020-02-22,4948810
2020-02-23,4929004
2020-02-24,4961598
2020-02-25,4937098
2020-02-26,4915306
2020-02-27,4912166
2020-02-28,4911482
2020-02-29,4986504
2020-03-01,5044635
2020-03-02,5019521
2020-03-03,5038577
2020-03-04,4986196
2020-03-05,4969558
2020-03-06,4963982
2020-03-07,4944086
2020-03-08,4964187
2020-03-09,4920833
2020-03-10,4894557
2020-03-11,4875978
2020-03-12,4863963
2020-03-13,4883319
2020-03-14,4883380
2020-03-15,4893918
2020-03-16,4884600
2020-03-17,4892994
2020-03-18,4914158
2020-03-19,5060757
2020-03-20,5222697
2020-03-21,5175271
2020-03-22,5165115
2020-03-23,5148516
2020-03-24,5137788
2020-03-25,5123069
2020-03-26,5096490
2020-03-27,5080259
2020-03-28,5086052
2020-03-29,5029331
2020-03-30,4996176
2020-03-31,4973479
2020-04-01,4946083
2020-04-02,4931260
2020-04-03,4921752
2020-04-04,4937273
2020-04-05,4904676
2020-04-06,4890077
2020-04-07,4882584
2020-04-08,4971020
2020-04-09,5001677
2020-04-10,5152777
2020-04-11,5352719
2020-04-12,5388419
2020-04-13,5607235
2020-04-14,5569181
2020-04-15,5580193
2020-04-16,5548100
2020-04-17,5535705
2020-04-18,5595933
2020-04-19,5575251
2020-04-20,5553977
2020-04-21,5553006
2020-04-22,5524545
2020-04-23,5490159
2020-04-24,5477233
2020-04-25,5453963
2020-04-26,5431926
2020-04-27,5409252
2020-04-28,5387788
2020-04-29,5351263
2020-04-30,5332747
2020-05-01,5328490
2020-05-02,5323003
2020-05-03,5367919
2020-05-04,5340985
2020-05-05,5337954
2020-05-06,5323299
2020-05-07,5316760
2020-05-08,5275804
2020-05-09,5247699
2020-05-10,5236165
2020-05-11,5229111
2020-05-12,5239323
2020-05-13,5217776
