date_obj,Molten%20glass price
2019-09-08,133
2019-09-09,135
2019-09-10,136
2019-09-11,137
2019-09-12,138
2019-09-13,141
2019-09-14,141
2019-09-15,143
2019-09-16,143
2019-09-17,146
2019-09-18,151
2019-09-19,151
2019-09-20,153
2019-09-21,152
2019-09-22,154
2019-09-23,155
2019-09-24,154
2019-09-25,151
2019-09-26,151
2019-09-27,151
2019-09-28,152
2019-09-29,152
2019-09-30,149
2019-10-01,147
2019-10-02,149
2019-10-03,150
2019-10-04,148
2019-10-05,146
2019-10-06,141
2019-10-07,142
2019-10-08,143
2019-10-09,141
2019-10-10,144
2019-10-11,141
2019-10-12,140
2019-10-13,145
2019-10-14,150
2019-10-15,153
2019-10-16,158
2019-10-17,161
2019-10-18,157
2019-10-19,155
2019-10-20,156
2019-10-21,157
2019-10-22,158
2019-10-23,158
2019-10-24,151
2019-10-25,147
2019-10-26,148
2019-10-27,147
2019-10-28,146
2019-10-29,146
2019-10-30,149
2019-10-31,148
2019-11-01,147
2019-11-02,149
2019-11-03,152
2019-11-04,153
2019-11-05,155
2019-11-06,154
2019-11-07,156
2019-11-08,155
2019-11-09,154
2019-11-10,155
2019-11-11,156
2019-11-12,157
2019-11-13,160
2019-11-14,163
2019-11-15,165
2019-11-16,166
2019-11-17,165
2019-11-18,166
2019-11-19,165
2019-11-20,163
2019-11-21,162
2019-11-22,159
2019-11-23,157
2019-11-24,156
2019-11-25,154
2019-11-26,154
2019-11-27,156
2019-11-28,158
2019-11-29,162
2019-11-30,164
2019-12-01,168
2019-12-02,167
2019-12-03,164
2019-12-04,161
2019-12-05,156
2019-12-06,156
2019-12-07,154
2019-12-08,159
2019-12-09,159
2019-12-10,161
2019-12-11,159
2019-12-12,157
2019-12-13,155
2019-12-14,154
2019-12-15,156
2019-12-16,159
2019-12-17,161
2019-12-18,159
2019-12-19,162
2019-12-20,160
2019-12-21,156
2019-12-22,153
2019-12-23,151
2019-12-24,150
2019-12-25,147
2019-12-26,144
2019-12-27,142
2019-12-28,143
2019-12-29,146
2019-12-30,146
2019-12-31,150
2020-01-01,154
2020-01-02,159
2020-01-03,164
2020-01-04,163
2020-01-05,159
2020-01-06,158
2020-01-07,163
2020-01-08,164
2020-01-09,169
2020-01-10,168
2020-01-11,164
2020-01-12,166
2020-01-13,170
2020-01-14,177
2020-01-15,175
2020-01-16,173
2020-01-17,172
2020-01-18,168
2020-01-19,171
2020-01-20,170
2020-01-21,173
2020-01-22,172
2020-01-23,170
2020-01-24,168
2020-01-25,162
2020-01-26,158
2020-01-27,160
2020-01-28,164
2020-01-29,167
2020-01-30,168
2020-01-31,166
2020-02-01,162
2020-02-02,162
2020-02-03,165
2020-02-04,167
2020-02-05,166
2020-02-06,162
2020-02-07,158
2020-02-08,157
2020-02-09,160
2020-02-10,157
2020-02-11,156
2020-02-12,152
2020-02-13,151
2020-02-14,151
2020-02-15,151
2020-02-16,146
2020-02-17,147
2020-02-18,150
2020-02-19,150
2020-02-20,148
2020-02-21,151
2020-02-22,148
2020-02-23,150
2020-02-24,152
2020-02-25,152
2020-02-26,152
2020-02-27,153
2020-02-28,151
2020-02-29,150
2020-03-01,151
2020-03-02,151
2020-03-03,151
2020-03-04,151
2020-03-05,150
2020-03-06,150
2020-03-07,149
2020-03-08,150
2020-03-09,151
2020-03-10,149
2020-03-11,148
2020-03-12,146
2020-03-13,145
2020-03-14,147
2020-03-15,148
2020-03-16,150
2020-03-17,149
2020-03-18,149
2020-03-19,149
2020-03-20,150
2020-03-21,152
2020-03-22,151
2020-03-23,154
2020-03-24,155
2020-03-25,159
2020-03-26,163
2020-03-27,165
2020-03-28,161
2020-03-29,160
2020-03-30,160
2020-03-31,165
2020-04-01,169
2020-04-02,170
2020-04-03,169
2020-04-04,172
2020-04-05,175
2020-04-06,175
2020-04-07,173
2020-04-08,176
2020-04-09,175
2020-04-10,174
2020-04-11,170
2020-04-12,165
2020-04-13,162
2020-04-14,161
2020-04-15,164
2020-04-16,164
2020-04-17,168
2020-04-18,171
2020-04-19,169
2020-04-20,166
2020-04-21,164
2020-04-22,165
2020-04-23,162
2020-04-24,164
2020-04-25,162
2020-04-26,161
2020-04-27,162
2020-04-28,162
2020-04-29,160
2020-04-30,160
2020-05-01,162
2020-05-02,161
2020-05-03,159
2020-05-04,156
2020-05-05,155
2020-05-06,153
2020-05-07,150
2020-05-08,148
2020-05-09,148
2020-05-10,153
2020-05-11,154
2020-05-12,153
2020-05-13,153
