date_obj,Gloves%20of%20darkness price
2016-12-23,2567053
2016-12-24,2567053
2016-12-25,2567053
2016-12-26,2567053
2016-12-27,2567053
2016-12-28,2442955
2016-12-29,2442955
2016-12-30,2442955
2016-12-31,2442955
2017-01-01,2325305
2017-01-02,2325305
2017-01-03,2325305
2017-01-04,2325305
2017-01-05,2210302
2017-01-06,2210302
2017-01-07,2210302
2017-01-08,2210302
2017-01-09,2103982
2017-01-10,2103982
2017-01-11,2103982
2017-01-12,2103982
2017-01-13,2103982
2017-01-14,1999972
2017-01-15,1999972
2017-01-16,1999972
2017-01-17,1999972
2017-01-18,1903022
2017-01-19,1903022
2017-01-20,1903022
2017-01-21,1903022
2017-01-22,1811223
2017-01-23,1811223
2017-01-27,1722840
2017-01-28,1722840
2017-01-29,1722840
2017-01-30,1722840
2017-01-31,1722840
2017-02-01,1638110
2017-02-02,1638110
2017-02-03,1638110
2017-02-04,1638110
2017-02-05,1557545
2017-02-06,1557545
2017-02-07,1557545
2017-02-08,1557545
2017-02-09,1557545
2017-02-10,1481338
2017-02-11,1481338
2017-02-12,1481338
2017-02-13,1481338
2017-02-14,1481338
2017-02-15,1481338
2017-02-16,1407882
2017-02-18,1407882
2017-02-19,1407882
2017-02-20,1407882
2017-02-21,1337967
2017-02-22,1337967
2017-02-23,1337967
2017-02-24,1337967
2017-02-25,1337967
2017-02-26,1337967
2017-02-27,1271437
2017-02-28,1271437
2017-03-01,1271437
2017-03-02,1271437
2017-03-03,1271437
2017-03-04,1208874
2017-03-05,1208874
2017-03-06,1208874
2017-03-07,1208874
2017-03-08,1208874
2017-03-09,1208874
2017-03-10,1149394
2017-03-11,1149394
2017-03-12,1149394
2017-03-13,1149394
2017-03-14,1092338
2017-03-15,1092338
2017-03-16,1092338
2017-03-17,1092338
2017-03-18,1038318
2017-03-19,1038318
2017-03-20,1038318
2017-03-21,988894
2017-03-22,988894
2017-03-23,988894
2017-03-24,988894
2017-03-25,988894
2017-03-26,941144
2017-03-27,941144
2017-03-28,941144
2017-03-29,941144
2017-03-30,941144
2017-03-31,894870
2017-04-01,894870
2017-04-02,894870
2017-04-03,894870
2017-04-04,894870
2017-04-12,79999
2017-04-13,79999
2017-04-14,79999
2017-04-15,79999
2017-04-16,81941
2017-04-17,81941
2017-04-18,81941
2017-04-19,81941
2017-04-20,81941
2017-04-21,81941
2017-04-22,81446
2017-04-23,81446
2017-04-24,81446
2017-04-25,81446
2017-04-26,81446
2017-04-27,81502
2017-04-28,81502
2017-04-29,81502
2017-04-30,81502
2017-05-01,81502
2017-05-02,80367
2017-05-03,80367
2017-05-04,80367
2017-05-05,80367
2017-05-06,80367
2017-05-07,79757
2017-05-08,79757
2017-05-09,79757
2017-05-10,79757
2017-05-11,79757
2017-05-12,78944
2017-05-13,78944
2017-05-14,78944
2017-05-15,78944
2017-05-16,78944
2017-05-17,78944
2017-05-18,82186
2017-05-19,82186
2017-05-20,82186
2017-05-21,82186
2017-05-22,85942
2017-05-23,85942
2017-05-24,85942
2017-05-25,85942
2017-05-26,85942
2017-05-27,86997
2017-05-28,86997
2017-05-29,86997
2017-05-30,86997
2017-05-31,84392
2017-06-01,84392
2017-06-02,84392
2017-06-03,84392
2017-06-04,87103
2017-06-05,87103
2017-06-06,87103
2017-06-07,87103
2017-06-08,87103
2017-06-09,91292
2017-06-10,91292
2017-06-11,91292
2017-06-12,91292
2017-06-13,95349
2017-06-14,95349
2017-06-15,95349
2017-06-16,95349
2017-06-17,95349
2017-06-18,98905
2017-06-19,98905
2017-06-20,98905
2017-06-21,98905
2017-06-22,98905
2017-06-23,98905
2017-06-24,95944
2017-06-25,95944
2017-06-26,95944
2017-06-27,95944
2017-06-28,95944
2017-06-29,94381
2017-06-30,94381
2017-07-01,94381
2017-07-02,94381
2017-07-03,94381
2017-07-04,94381
2017-07-05,93893
2017-07-06,93893
2017-07-07,93893
2017-07-08,93893
2017-07-13,95215
2017-07-14,95215
2017-07-15,95215
2017-07-16,95215
2017-07-17,95225
2017-07-18,95225
2017-07-19,95225
2017-07-20,95225
2017-07-21,95225
2017-07-22,96236
2017-07-23,96236
2017-07-24,96236
2017-07-25,96236
2017-07-26,96236
2017-07-27,100042
2017-07-28,100042
2017-07-29,100042
2017-07-30,100042
2017-07-31,100042
2017-08-01,100042
2017-08-02,100623
2017-08-03,100623
2017-08-04,100623
2017-08-05,100623
2017-08-06,100623
2017-08-09,105174
2017-08-10,105174
2017-08-11,105174
2017-08-12,106793
2017-08-13,106793
2017-08-14,106793
2017-08-15,106793
2017-08-16,106793
2017-08-17,106793
2017-08-18,107826
2017-08-19,107826
2017-08-20,107826
2017-08-21,107826
2017-08-22,109515
2017-08-23,109515
2017-08-24,109515
2017-08-25,109515
2017-08-26,109515
2017-08-27,113791
2017-08-28,113791
2017-08-29,113791
2017-08-30,113791
2017-08-31,113791
2017-09-01,113791
2017-09-02,117772
2017-09-03,117772
2017-09-04,117772
2017-09-05,117772
2017-09-06,117772
2017-09-07,122800
2017-09-08,122800
2017-09-09,122800
2017-09-10,122800
2017-09-11,122800
2017-09-12,122800
2017-09-13,122980
2017-09-14,122980
2017-09-15,122980
2017-09-16,122980
2017-09-17,122980
2017-09-18,122980
2017-09-19,117513
2017-09-20,117513
2017-09-21,117513
2017-09-22,117513
2017-09-23,117513
2017-09-24,113011
2017-09-25,113011
2017-09-26,113011
2017-09-27,113011
2017-09-28,113011
2017-09-29,113011
2017-09-30,109514
2017-10-01,109514
2017-10-02,109514
2017-10-03,109514
2017-10-04,109514
2017-10-05,109514
2017-10-06,106740
2017-10-07,106740
2017-10-08,106740
2017-10-09,106740
2017-10-10,106740
2017-10-11,106740
2017-10-12,106572
2017-10-13,106572
2017-10-14,106572
2017-10-15,106572
2017-10-16,106572
2017-10-17,101851
2017-10-18,101851
2017-10-19,101851
2017-10-20,101851
2017-10-21,101851
2017-10-22,98413
2017-10-23,98413
2017-10-24,98413
2017-10-25,98413
2017-10-26,98413
2017-10-27,97341
2017-10-28,97341
2017-10-29,97341
2017-10-30,97341
2017-10-31,97341
2017-11-01,97341
2017-11-02,92640
2017-11-03,92640
2017-11-04,92640
2017-11-05,92640
2017-11-06,92640
2017-11-07,88177
2017-11-08,88177
2017-11-09,88177
2017-11-10,88177
2017-11-11,88177
2017-11-12,88177
2017-11-13,86449
2017-11-14,86449
2017-11-15,86449
2017-11-16,86449
2017-11-17,86449
2017-11-18,86449
2017-11-19,89216
2017-11-20,89216
2017-11-21,89216
2017-11-22,89216
2017-11-23,89216
2017-11-24,89216
2017-11-25,86529
2017-11-26,86529
2017-11-27,86529
2017-11-28,86529
2017-11-29,86529
2017-11-30,86529
2017-12-01,85465
2017-12-02,85465
2017-12-03,85465
2017-12-04,85465
2017-12-05,85465
2017-12-06,85207
2017-12-07,85207
2017-12-08,85207
2017-12-09,85207
2017-12-10,85207
2017-12-11,86155
2017-12-12,86155
2017-12-13,86155
2017-12-14,86155
2017-12-15,86155
2017-12-16,89910
2017-12-17,89910
2017-12-18,89910
2017-12-19,89910
2017-12-20,89910
2017-12-21,94182
2017-12-22,94182
2017-12-23,94182
2017-12-24,94182
2017-12-25,94182
2017-12-26,94182
2017-12-27,91637
2017-12-28,91637
2017-12-29,91637
2017-12-30,91637
2017-12-31,91637
2018-01-01,88645
2018-01-02,88645
2018-01-03,88645
2018-01-04,88645
2018-01-05,84719
2018-01-06,84719
2018-01-07,84719
2018-01-08,84719
2018-01-09,82138
2018-01-10,82138
2018-01-11,82138
2018-01-12,82138
2018-01-13,82138
2018-01-14,78936
2018-01-15,78936
2018-01-16,78936
2018-01-17,78936
2018-01-18,76010
2018-01-19,76010
2018-01-20,76010
2018-01-21,76010
2018-01-22,76010
2018-01-23,75559
2018-01-24,75559
2018-01-25,75559
2018-01-26,79324
2018-01-27,79324
2018-01-28,82160
2018-01-29,82160
2018-01-30,85799
2018-01-31,85799
2018-02-01,85799
2018-02-02,87394
2018-02-03,87394
2018-02-04,88271
2018-02-05,88271
2018-02-06,88271
2018-02-07,86156
2018-02-08,86156
2018-02-09,83347
2018-02-10,83347
2018-02-11,80494
2018-02-12,80494
2018-02-13,77101
2018-02-14,77101
2018-02-15,74514
2018-02-16,74514
2018-02-17,72379
2018-02-18,72379
2018-02-19,69999
2018-02-20,69999
2018-02-21,68301
2018-02-22,68301
2018-02-23,68301
2018-02-24,66640
2018-02-25,66640
2018-02-26,64131
2018-02-27,64131
2018-02-28,64131
2018-03-01,61943
2018-03-02,61943
2018-03-03,58856
2018-03-04,58856
2018-03-05,58856
2018-03-06,57100
2018-03-07,57100
2018-03-08,57100
2018-03-09,56147
2018-03-10,56147
2018-03-11,56107
2018-03-12,56107
2018-03-13,56107
2018-03-14,55274
2018-03-15,55274
2018-03-16,55274
2018-03-17,53799
2018-03-18,53799
2018-03-20,53483
2018-03-21,53483
2018-03-23,52876
2018-03-24,52876
2018-03-25,51348
2018-03-26,51348
2018-03-27,50796
2018-03-28,50796
2018-03-29,50912
2018-03-30,50912
2018-03-31,52029
2018-04-01,52029
2018-04-02,53136
2018-04-03,53136
2018-04-04,53045
2018-04-05,53045
2018-04-06,53045
2018-04-07,53045
2018-04-08,52703
2018-04-09,52703
2018-04-10,52901
2018-04-11,52901
2018-04-12,53439
2018-04-13,53439
2018-04-14,53439
2018-04-15,52614
2018-04-16,52614
2018-04-17,52814
2018-04-18,52814
2018-04-19,52814
2018-04-20,53124
2018-04-21,53124
2018-04-22,53124
2018-04-23,52637
2018-04-24,52637
2018-04-25,52637
2018-04-26,51966
2018-04-27,51966
2018-04-28,51966
2018-04-29,50462
2018-04-30,50462
2018-05-01,50462
2018-05-02,50069
2018-05-03,50069
2018-05-04,50069
2018-05-05,50181
2018-05-06,50181
2018-05-07,50181
2018-05-08,52230
2018-05-09,52230
2018-05-10,54157
2018-05-11,54157
2018-05-12,56742
2018-05-13,56742
2018-05-14,56742
2018-05-15,59352
2018-05-16,59352
2018-05-17,59352
2018-05-18,62320
2018-05-19,62320
2018-05-20,65284
2018-05-21,65284
2018-05-22,65284
2018-05-23,68549
2018-05-24,68549
2018-05-25,68549
2018-05-26,71977
2018-05-27,71977
2018-05-28,75491
2018-05-29,75491
2018-05-30,79229
2018-05-31,79229
2018-06-01,83123
2018-06-02,83123
2018-06-03,87064
2018-06-04,87064
2018-06-05,91251
2018-06-06,91251
2018-06-07,91251
2018-06-08,95008
2018-06-09,95008
2018-06-10,97660
2018-06-11,97660
2018-06-12,97660
2018-06-13,94733
2018-06-14,94733
2018-06-15,94733
2018-06-16,92236
2018-06-17,92236
2018-06-18,89480
2018-06-19,89480
2018-06-20,89480
2018-06-21,86382
2018-06-22,86382
2018-06-23,86382
2018-06-24,82676
2018-06-25,82676
2018-06-26,82676
2018-06-27,81901
2018-06-28,81901
2018-06-29,79496
2018-06-30,79496
2018-07-01,77003
2018-07-02,77003
2018-07-03,77003
2018-07-04,77120
2018-07-05,77120
2018-07-06,76503
2018-07-07,76503
2018-07-08,77649
2018-07-09,77649
2018-07-10,76516
2018-07-11,76516
2018-07-12,76516
2018-07-13,79985
2018-07-14,79985
2018-07-15,83785
2018-07-16,83785
2018-07-17,87975
2018-07-18,87975
2018-07-19,92023
2018-07-20,92023
2018-07-21,96379
2018-07-22,96379
2018-07-23,99473
2018-07-24,99473
2018-07-25,99473
2018-07-26,100284
2018-07-27,100284
2018-07-28,99477
2018-07-29,99477
2018-07-30,99521
2018-07-31,99521
2018-08-01,99843
2018-08-02,99843
2018-08-03,100301
2018-08-04,100301
2018-08-05,100802
2018-08-06,100802
2018-08-07,101372
2018-08-08,101372
2018-08-09,102512
2018-08-10,102512
2018-08-11,103826
2018-08-12,103826
2018-08-14,101280
2018-08-16,99085
2018-08-17,97990
2018-08-18,97990
2018-08-19,97819
2018-08-20,97819
2018-08-21,97443
2018-08-22,97443
2018-08-23,101217
2018-08-24,101217
2018-08-25,104647
2018-08-26,104647
2018-08-27,106792
2018-08-28,106792
2018-08-29,111484
2018-08-30,111484
2018-08-31,117059
2018-09-01,117059
2018-09-02,122912
2018-09-03,122912
2018-09-04,126660
2018-09-05,126660
2018-09-06,130173
2018-09-07,130173
2018-09-08,129290
2018-09-09,129290
2018-09-10,129595
2018-09-11,129595
2018-09-12,129126
2018-09-13,129126
2018-09-14,129732
2018-09-15,129732
2018-09-16,130752
2018-09-17,130752
2018-09-18,131404
2018-09-19,131404
2018-09-20,131148
2018-09-21,131148
2018-09-22,130135
2018-09-23,130135
2018-09-24,129468
2018-09-25,129468
2018-09-26,132155
2018-09-27,132155
2018-09-28,132155
2018-09-29,136477
2018-09-30,136477
2018-10-01,142031
2018-10-02,142031
2018-10-03,148108
2018-10-04,148108
2018-10-05,148108
2018-10-06,154082
2018-10-07,154082
2018-10-08,158451
2018-10-09,158451
2018-10-10,161411
2018-10-11,161411
2018-10-12,165714
2018-10-13,165714
2018-10-14,170171
2018-10-15,170171
2018-10-16,175793
2018-10-17,175793
2018-10-18,170748
2018-10-19,170748
2018-10-20,170748
2018-10-21,162210
2018-10-22,156450
2018-10-23,156450
2018-10-24,152332
2018-10-25,152332
2018-10-26,147808
2018-10-27,147808
2018-10-28,145126
2018-10-29,145126
2018-10-30,143688
2018-10-31,144744
2018-11-01,144744
2018-11-03,147838
2018-11-04,151023
2018-11-05,153675
2018-11-06,157221
2018-11-07,157221
2018-11-08,165000
2018-11-09,170302
2018-11-10,178818
2018-11-11,187049
2018-11-12,196402
2018-11-13,205283
2018-11-14,214795
2018-11-15,225535
2018-11-16,232113
2018-11-17,239526
2018-11-18,246154
2018-11-19,256232
2018-11-20,266021
2018-11-21,266021
2018-11-22,276525
2018-11-23,286698
2018-11-24,295268
2018-11-25,299264
2018-11-26,299264
2018-11-27,288692
2018-11-28,278579
2018-11-29,273176
2018-12-01,278947
2018-12-02,285707
2018-12-03,285707
2018-12-04,292297
2018-12-05,298052
2018-12-07,309610
2018-12-09,311666
2018-12-10,299641
2018-12-11,299641
2018-12-12,295278
2018-12-13,291623
2018-12-14,283422
2018-12-15,277705
2018-12-16,271936
2018-12-17,271936
2018-12-18,268468
2018-12-19,272819
2018-12-20,272819
2018-12-21,274243
2018-12-22,274243
2018-12-23,281389
2018-12-24,292715
2018-12-25,292715
2018-12-26,304853
2018-12-27,308100
2018-12-28,308100
2018-12-29,307105
2018-12-30,307105
2018-12-31,310898
2019-01-01,310898
2019-01-02,321625
2019-01-03,319396
2019-01-04,319396
2019-01-05,321714
2019-01-06,315067
2019-01-08,308659
2019-01-10,306395
2019-01-11,306395
2019-01-12,299171
2019-01-13,292627
2019-01-14,288670
2019-01-15,288110
2019-01-16,288110
2019-01-17,288615
2019-01-18,288615
2019-01-19,278624
2019-01-20,273928
2019-01-21,273928
2019-01-22,270911
2019-01-23,265556
2019-01-24,265556
2019-01-25,271560
2019-01-26,271560
2019-01-27,278589
2019-01-28,278589
2019-01-29,281350
2019-01-30,281301
2019-01-31,281301
2019-02-01,281414
2019-02-02,281414
2019-02-03,272069
2019-02-04,272069
2019-02-05,259104
2019-02-06,259104
2019-02-07,246809
2019-02-08,239144
2019-02-09,239144
2019-02-10,238752
2019-02-11,240344
2019-02-12,240344
2019-02-13,243790
2019-02-14,243790
2019-02-15,241620
2019-02-16,241620
2019-02-17,238623
2019-02-18,238623
2019-02-19,240050
2019-02-20,240050
2019-02-21,237643
2019-02-22,237643
2019-02-23,232263
2019-02-24,232263
2019-02-25,226106
2019-02-26,226106
2019-02-27,221479
2019-02-28,221479
2019-03-01,216339
2019-03-02,216339
2019-03-03,210419
2019-03-04,202786
2019-03-05,202786
2019-03-06,198351
2019-03-07,198351
2019-03-08,198564
2019-03-09,198564
2019-03-10,198207
2019-03-11,198207
2019-03-12,199238
2019-03-13,199238
2019-03-14,199877
2019-03-15,199877
2019-03-16,199689
2019-03-17,192930
2019-03-18,192930
2019-03-19,184600
2019-03-20,184600
2019-03-21,176983
2019-03-22,176983
2019-03-23,173935
2019-03-24,173935
2019-03-25,173861
2019-03-26,173861
2019-03-27,169937
2019-03-28,169937
2019-03-29,166221
2019-03-30,166221
2019-03-31,161051
2019-04-01,161051
2019-04-02,156724
2019-04-03,149127
2019-04-04,149127
2019-04-05,143297
2019-04-06,143297
2019-04-07,138854
2019-04-08,138854
2019-04-09,136945
2019-04-10,136945
2019-04-11,132508
2019-04-12,129418
2019-04-13,127711
2019-04-14,122202
2019-04-15,122202
2019-04-16,116604
2019-04-17,116604
2019-04-18,112265
2019-04-19,112265
2019-04-20,110463
2019-04-21,110463
2019-04-22,108349
2019-04-23,106830
2019-04-24,106830
2019-04-25,108049
2019-04-26,108049
2019-04-27,103278
2019-04-28,103278
2019-04-29,101154
2019-04-30,98399
2019-05-01,98399
2019-05-02,94237
2019-05-03,91506
2019-05-04,89515
2019-05-05,89515
2019-05-06,88925
2019-05-07,88925
2019-05-08,87202
2019-05-09,87202
2019-05-10,86794
2019-05-11,86794
2019-05-12,86795
2019-05-13,86659
2019-05-14,86659
2019-05-15,86103
2019-05-16,86103
2019-05-17,86987
2019-05-18,90358
2019-05-19,90358
2019-05-20,91112
2019-05-21,91112
2019-05-22,91710
2019-05-23,92272
2019-05-24,92272
2019-05-25,89878
2019-05-26,89878
2019-05-27,87195
2019-05-28,87195
2019-05-29,86508
2019-05-30,86508
2019-05-31,87168
2019-06-01,87168
2019-06-02,89058
2019-06-03,89058
2019-06-04,90614
2019-06-05,90614
2019-06-06,93271
2019-06-07,93271
2019-06-08,96109
2019-06-09,96109
2019-06-10,97548
2019-06-11,97548
2019-06-12,98658
2019-06-13,98658
2019-06-14,95920
2019-06-15,95920
2019-06-16,93636
2019-06-17,93636
2019-06-18,91197
2019-06-19,91197
2019-06-20,88794
2019-06-21,88794
2019-06-22,85897
2019-06-23,85897
2019-06-24,82905
2019-06-25,82905
2019-06-26,79080
2019-06-27,77282
2019-06-28,77282
2019-06-29,75558
2019-06-30,76249
2019-07-01,76249
2019-07-02,78094
2019-07-03,78094
2019-07-04,79617
2019-07-05,79617
2019-07-06,79350
2019-07-07,79350
2019-07-08,79113
2019-07-09,79113
2019-07-10,81456
2019-07-11,81456
2019-07-12,85132
2019-07-13,85132
2019-07-14,85269
2019-07-15,85269
2019-07-16,85210
2019-07-17,85210
2019-07-18,85532
2019-07-19,85532
2019-07-20,85055
2019-07-21,85055
2019-07-22,84924
2019-07-23,84924
2019-07-24,85649
2019-07-25,85649
2019-07-26,84344
2019-07-27,84344
2019-07-28,81324
2019-07-29,81324
2019-07-30,80754
2019-07-31,80754
2019-08-01,83900
2019-08-02,83900
2019-08-03,85901
2019-08-04,85901
2019-08-05,86960
2019-08-06,86960
2019-08-07,89323
2019-08-08,89323
2019-08-09,89323
2019-08-10,92467
2019-08-11,92467
2019-08-12,94519
2019-08-13,94519
2019-08-14,94519
2019-08-15,96327
2019-08-16,96327
2019-08-17,97643
2019-08-18,97643
2019-08-19,98972
2019-08-20,98972
2019-08-21,98972
2019-08-22,103228
2019-08-23,103228
2019-08-24,107212
2019-08-24,107212
2019-08-25,107212
2019-08-25,107212
2019-08-26,111060
2019-08-26,111060
2019-08-27,111060
2019-08-27,111060
2019-08-28,112806
2019-08-29,112806
2019-08-30,112887
2019-08-31,112887
2019-09-01,116058
2019-09-02,116058
2019-09-03,119575
2019-09-04,119575
2019-09-05,119253
2019-09-06,119253
2019-09-07,119288
2019-09-08,119288
2019-09-09,115143
2019-09-10,115143
2019-09-11,114811
2019-09-12,114811
2019-09-13,114811
2019-09-14,113807
2019-09-15,113807
2019-09-16,111725
2019-09-17,111725
2019-09-18,106674
2019-09-19,106674
2019-09-20,106674
2019-09-21,104394
2019-09-22,104394
2019-09-23,101740
2019-09-24,101740
2019-09-25,101740
2019-09-26,98090
2019-09-27,98090
2019-09-28,95142
2019-09-29,95142
2019-09-30,95142
2019-10-01,92311
2019-10-02,92311
2019-10-03,92311
2019-10-04,89543
2019-10-05,89543
2019-10-06,87360
2019-10-07,87360
2019-10-08,85303
2019-10-09,85303
2019-10-10,85303
2019-10-11,82398
2019-10-12,82398
2019-10-13,80204
2019-10-14,80204
2019-10-15,77872
2019-10-16,77872
2019-10-17,77872
2019-10-18,75582
2019-10-19,75582
2019-10-20,73670
2019-10-21,73670
2019-10-22,70636
2019-10-23,70636
2019-10-24,68435
2019-10-25,68435
2019-10-26,65803
2019-10-27,65803
2019-10-28,63359
2019-10-29,63359
2019-10-30,63359
2019-10-31,60873
2019-11-01,60873
2019-11-02,59845
2019-11-03,59845
2019-11-04,59059
2019-11-05,59059
2019-11-06,59059
2019-11-07,58268
2019-11-08,58268
2019-11-09,56171
2019-11-10,53547
2019-11-11,53547
2019-11-12,51036
2019-11-13,51036
2019-11-14,48931
2019-11-15,48931
2019-11-16,48075
2019-11-17,48075
2019-11-18,50138
2019-11-19,50138
2019-11-20,50138
2019-11-21,50966
2019-11-22,50966
2019-11-23,51623
2019-11-24,51623
2019-11-25,52534
2019-11-26,52534
2019-11-27,54168
2019-11-28,54168
2019-11-29,54669
2019-11-30,54669
2019-12-01,56625
2019-12-02,56625
2019-12-03,56563
2019-12-04,56563
2019-12-05,56563
2019-12-06,56714
2019-12-07,56714
2019-12-08,56714
2019-12-09,55671
2019-12-10,55671
2019-12-11,54042
2019-12-12,54042
2019-12-13,54042
2019-12-14,53936
2019-12-15,53936
2019-12-16,51765
2019-12-17,51765
2019-12-18,49704
2019-12-19,49704
2019-12-20,48026
2019-12-21,48026
2019-12-22,47039
2019-12-23,47039
2019-12-24,44936
2019-12-25,44936
2019-12-26,43261
2019-12-27,43261
2019-12-28,41964
2019-12-29,41964
2019-12-30,40774
2019-12-31,40774
2020-01-01,39527
2020-01-02,39527
2020-01-03,38394
2020-01-04,38394
2020-01-05,36853
2020-01-06,36853
2020-01-07,35258
2020-01-08,35258
2020-01-09,35258
2020-01-10,33786
2020-01-11,32188
2020-01-12,32188
2020-01-13,31373
2020-01-14,31373
2020-01-15,29841
2020-01-16,29841
2020-01-17,28348
2020-01-18,28348
2020-01-19,28941
2020-01-20,28941
2020-01-21,28941
2020-01-22,29405
2020-01-23,29405
2020-01-24,29564
2020-01-25,29564
2020-01-26,29920
2020-01-27,29920
2020-01-28,30932
2020-01-29,30932
2020-01-30,31654
2020-01-31,31654
2020-02-01,32573
2020-02-02,32573
2020-02-03,33484
2020-02-04,33484
2020-02-05,32879
2020-02-06,32879
2020-02-07,32213
2020-02-08,32213
2020-02-09,31886
2020-02-10,31029
2020-02-11,31029
2020-02-12,31804
2020-02-13,31804
2020-02-14,33070
2020-02-15,33070
2020-02-16,33201
2020-02-17,33201
2020-02-18,32452
2020-02-19,32452
2020-02-20,31110
2020-02-21,31110
2020-02-22,30134
2020-02-23,30134
2020-02-24,28682
2020-02-25,28682
2020-02-26,27471
2020-02-27,27471
2020-02-28,26884
2020-02-29,26884
2020-03-01,27718
2020-03-02,27718
2020-03-03,27661
2020-03-04,27661
2020-03-05,27865
2020-03-06,27865
2020-03-07,27946
2020-03-08,27946
2020-03-09,27606
2020-03-10,27606
2020-03-11,27310
2020-03-12,27310
2020-03-13,26804
2020-03-14,26608
2020-03-15,26608
2020-03-16,26007
2020-03-17,26007
2020-03-18,25715
2020-03-19,25715
2020-03-20,25481
2020-03-21,25481
2020-03-22,25637
2020-03-23,25637
2020-03-24,25387
2020-03-25,25387
2020-03-26,25562
2020-03-27,25562
2020-03-28,26316
2020-03-29,26690
2020-03-30,26975
2020-03-31,26975
2020-04-01,27622
2020-04-02,27648
2020-04-03,27648
2020-04-04,27478
2020-04-05,27478
2020-04-06,27015
2020-04-07,27015
2020-04-08,26601
2020-04-09,26601
2020-04-10,26946
2020-04-11,27231
2020-04-12,27153
2020-04-13,27153
2020-04-14,26880
2020-04-15,26952
2020-04-16,26952
2020-04-17,28101
2020-04-18,29507
2020-04-19,30983
2020-04-20,30983
2020-04-21,32533
2020-04-22,33416
2020-04-23,33416
2020-04-24,34643
2020-04-25,35935
2020-04-26,36954
2020-04-27,36939
2020-04-28,35482
2020-04-29,35482
2020-04-30,33913
2020-05-01,33913
2020-05-02,32217
2020-05-03,31064
2020-05-04,31064
2020-05-05,29773
2020-05-06,29071
2020-05-07,27993
2020-05-08,27993
2020-05-09,26849
2020-05-10,25777
2020-05-11,25777
2020-05-12,24896
2020-05-13,23829
