date_obj,Splitbark%20body price
2019-04-11,27470
2019-04-12,27522
2019-04-13,27516
2019-04-14,27709
2019-04-15,27512
2019-04-16,28693
2019-04-17,29955
2019-04-18,30399
2019-04-19,31191
2019-04-20,32419
2019-04-21,33606
2019-04-22,34622
2019-04-23,36305
2019-04-24,37476
2019-04-25,39350
2019-04-26,41318
2019-04-27,43384
2019-04-28,45534
2019-04-29,47811
2019-04-30,50202
2019-05-01,52058
2019-05-02,53188
2019-05-03,54057
2019-05-04,51771
2019-05-05,49215
2019-05-06,46754
2019-05-07,44416
2019-05-08,42195
2019-05-09,40085
2019-05-10,38080
2019-05-11,36246
2019-05-12,34850
2019-05-13,33852
2019-05-14,32672
2019-05-15,31718
2019-05-16,30767
2019-05-17,30041
2019-05-18,29299
2019-05-19,28484
2019-05-20,28074
2019-05-21,28368
2019-05-22,28947
2019-05-23,29585
2019-05-24,28828
2019-05-25,29609
2019-05-26,30054
2019-05-27,30885
2019-05-28,30583
2019-05-29,31771
2019-05-30,32721
2019-05-31,33051
2019-06-01,32080
2019-06-02,31045
2019-06-03,30423
2019-06-04,31852
2019-06-05,32761
2019-06-06,34079
2019-06-07,34022
2019-06-08,32903
2019-06-09,31443
2019-06-10,31443
2019-06-11,30321
2019-06-12,29676
2019-06-13,29718
2019-06-14,28953
2019-06-15,28142
2019-06-16,27766
2019-06-17,28000
2019-06-18,28061
2019-06-19,28539
2019-06-20,28981
2019-06-21,29163
2019-06-22,28281
2019-06-23,28163
2019-06-24,28070
2019-06-25,28068
2019-06-26,28451
2019-06-27,28266
2019-06-28,28266
2019-06-29,27921
2019-06-30,28126
2019-07-01,28126
2019-07-02,27659
2019-07-03,28133
2019-07-04,28815
2019-07-05,30235
2019-07-06,31747
2019-07-07,32570
2019-07-08,31405
2019-07-09,31175
2019-07-10,32245
2019-07-11,31726
2019-07-12,30672
2019-07-13,30672
2019-07-14,30546
2019-07-15,30546
2019-07-16,30977
2019-07-17,31458
2019-07-18,32392
2019-07-19,34012
2019-07-20,33570
2019-07-21,33734
2019-07-22,32831
2019-07-23,31519
2019-07-24,29978
2019-07-25,28662
2019-07-26,27510
2019-07-27,26881
2019-07-28,27088
2019-07-29,27480
2019-07-30,27355
2019-07-31,27317
2019-08-01,27409
2019-08-02,27234
2019-08-03,27556
2019-08-04,27466
2019-08-05,27362
2019-08-06,26362
2019-08-07,27325
2019-08-08,27325
2019-08-09,27708
2019-08-10,27839
2019-08-11,27845
2019-08-12,27911
2019-08-13,28296
2019-08-14,28742
2019-08-15,28429
2019-08-16,28213
2019-08-17,28213
2019-08-18,27834
2019-08-19,27472
2019-08-20,27433
2019-08-21,27561
2019-08-22,27381
2019-08-23,27325
2019-08-24,26827
2019-08-24,26827
2019-08-25,26827
2019-08-25,26827
2019-08-26,27028
2019-08-26,27028
2019-08-27,27416
2019-08-27,27416
2019-08-28,27309
2019-08-29,27542
2019-08-30,27552
2019-08-31,27552
2019-09-01,27585
2019-09-02,27585
2019-09-03,27633
2019-09-04,27557
2019-09-05,27737
2019-09-06,27737
2019-09-07,27865
2019-09-08,27800
2019-09-09,27717
2019-09-10,27800
2019-09-11,27799
2019-09-12,27423
2019-09-13,27423
2019-09-14,27654
2019-09-15,27644
2019-09-16,27488
2019-09-17,27359
2019-09-18,26972
2019-09-19,27253
2019-09-20,27253
2019-09-21,27581
2019-09-22,27633
2019-09-23,27976
2019-09-24,27976
2019-09-25,27702
2019-09-26,26966
2019-09-27,27243
2019-09-28,26831
2019-09-29,26831
2019-09-30,26976
2019-10-01,27444
2019-10-02,27444
2019-10-03,27580
2019-10-04,27846
2019-10-05,27957
2019-10-06,28048
2019-10-07,27871
2019-10-08,27823
2019-10-09,27823
2019-10-10,27089
2019-10-11,27089
2019-10-12,26915
2019-10-13,26592
2019-10-14,26838
2019-10-15,26838
2019-10-16,26900
2019-10-17,26900
2019-10-18,27028
2019-10-19,26975
2019-10-20,26986
2019-10-21,26986
2019-10-22,26678
2019-10-23,26484
2019-10-24,26477
2019-10-25,26677
2019-10-26,27217
2019-10-27,28055
2019-10-28,27690
2019-10-29,27690
2019-10-30,27620
2019-10-31,27090
2019-11-01,27218
2019-11-02,27236
2019-11-03,27265
2019-11-04,27323
2019-11-05,27323
2019-11-06,27304
2019-11-07,27426
2019-11-08,27435
2019-11-09,27165
2019-11-10,26755
2019-11-11,26982
2019-11-12,27142
2019-11-13,27142
2019-11-14,27157
2019-11-15,27233
2019-11-16,27101
2019-11-17,27101
2019-11-18,26564
2019-11-19,26564
2019-11-20,26849
2019-11-21,26849
2019-11-22,27227
2019-11-23,26971
2019-11-24,27108
2019-11-25,27198
2019-11-26,27338
2019-11-27,27338
2019-11-28,27005
2019-11-29,27005
2019-11-30,27004
2019-12-01,26812
2019-12-02,26999
2019-12-03,27048
2019-12-04,27488
2019-12-05,27488
2019-12-06,27970
2019-12-07,27716
2019-12-08,28330
2019-12-09,28486
2019-12-10,28467
2019-12-11,28153
2019-12-12,28153
2019-12-13,27884
2019-12-14,28128
2019-12-15,28078
2019-12-16,27774
2019-12-17,27431
2019-12-18,27431
2019-12-19,28367
2019-12-20,29715
2019-12-21,29410
2019-12-22,29449
2019-12-23,29449
2019-12-24,28265
2019-12-25,27662
2019-12-26,27662
2019-12-27,26619
2019-12-28,26577
2019-12-29,26334
2019-12-30,26712
2019-12-31,27160
2020-01-01,27670
2020-01-02,27592
2020-01-03,27680
2020-01-04,27949
2020-01-05,27343
2020-01-06,28376
2020-01-07,29795
2020-01-08,29795
2020-01-09,30489
2020-01-10,29330
2020-01-11,29033
2020-01-12,28245
2020-01-13,28245
2020-01-14,27575
2020-01-15,26931
2020-01-16,27412
2020-01-17,27915
2020-01-18,27915
2020-01-19,27623
2020-01-20,26980
2020-01-21,26980
2020-01-22,27485
2020-01-23,28222
2020-01-24,27571
2020-01-25,27538
2020-01-26,27247
2020-01-27,27296
2020-01-28,27230
2020-01-29,28178
2020-01-30,28689
2020-01-31,30108
2020-02-01,29775
2020-02-02,29664
2020-02-03,29403
2020-02-04,28293
2020-02-05,27357
2020-02-06,27058
2020-02-07,26663
2020-02-08,26956
2020-02-09,27100
2020-02-10,26992
2020-02-11,27025
2020-02-12,26922
2020-02-13,27166
2020-02-14,27176
2020-02-15,26392
2020-02-16,26328
2020-02-17,26930
2020-02-18,27303
2020-02-19,27086
2020-02-20,26826
2020-02-21,26826
2020-02-22,26809
2020-02-23,27167
2020-02-24,27439
2020-02-25,27418
2020-02-26,27732
2020-02-27,27593
2020-02-28,27115
2020-02-29,27115
2020-03-01,27412
2020-03-02,27239
2020-03-03,27191
2020-03-04,27191
2020-03-05,27448
2020-03-06,28106
2020-03-07,27708
2020-03-08,27639
2020-03-09,27672
2020-03-10,27489
2020-03-11,27395
2020-03-12,27347
2020-03-13,27537
2020-03-14,27195
2020-03-15,26982
2020-03-16,27265
2020-03-17,27254
2020-03-18,27747
2020-03-19,28473
2020-03-20,28134
2020-03-21,27882
2020-03-22,27885
2020-03-23,27188
2020-03-24,27397
2020-03-25,27354
2020-03-26,27324
2020-03-27,28323
2020-03-28,28014
2020-03-29,27547
2020-03-30,27816
2020-03-31,27240
2020-04-01,27388
2020-04-02,27714
2020-04-03,27714
2020-04-04,27828
2020-04-05,27186
2020-04-06,27375
2020-04-07,27513
2020-04-08,27463
2020-04-09,27320
2020-04-10,27484
2020-04-11,27527
2020-04-12,27061
2020-04-13,27033
2020-04-14,27042
2020-04-15,26992
2020-04-16,27169
2020-04-17,26865
2020-04-18,27123
2020-04-19,27080
2020-04-20,27377
2020-04-21,27501
2020-04-22,27227
2020-04-23,27185
2020-04-24,27221
2020-04-25,27245
2020-04-26,27402
2020-04-27,27622
2020-04-28,27910
2020-04-29,27035
2020-04-30,27377
2020-05-01,27155
2020-05-02,27279
2020-05-03,27000
2020-05-04,26632
2020-05-05,26618
2020-05-06,27316
2020-05-07,27616
2020-05-08,27367
2020-05-09,28223
2020-05-10,28573
2020-05-11,28076
2020-05-12,28008
2020-05-13,27624
