date_obj,Green%20d'hide%20body%20(g) price
2016-02-25,9354
2016-02-26,9354
2016-02-27,9196
2016-02-28,9102
2016-02-29,9165
2016-03-01,9185
2016-03-02,9200
2016-03-03,9151
2016-03-04,9024
2016-03-05,9151
2016-03-06,9157
2016-03-07,9493
2016-03-08,9937
2016-03-09,10256
2016-03-10,10373
2016-03-11,10408
2016-03-12,10315
2016-03-13,10325
2016-03-14,10490
2016-03-15,10560
2016-03-16,10576
2016-03-17,10815
2016-03-18,11067
2016-03-19,11535
2016-03-20,12075
2016-03-21,12588
2016-03-22,13080
2016-03-23,13199
2016-03-24,13273
2016-03-25,13659
2016-03-26,13997
2016-03-27,14323
2016-03-28,14949
2016-03-29,14902
2016-03-30,14902
2016-03-31,14906
2016-04-01,15000
2016-04-02,15332
2016-04-03,15546
2016-04-04,15718
2016-04-05,15327
2016-04-06,14800
2016-04-07,14407
2016-04-08,14149
2016-04-09,13876
2016-04-10,13817
2016-04-11,13817
2016-04-12,13401
2016-04-13,13140
2016-04-14,12576
2016-04-15,12159
2016-04-16,11711
2016-04-17,11332
2016-04-18,11042
2016-04-19,10681
2016-04-20,10493
2016-04-21,10223
2016-04-22,10223
2016-04-23,9991
2016-04-24,9746
2016-04-25,9660
2016-04-26,9392
2016-04-27,9297
2016-04-28,9330
2016-04-29,9205
2016-04-30,9348
2016-05-01,9725
2016-05-02,9890
2016-05-03,10018
2016-05-04,9927
2016-05-05,9805
2016-05-06,9805
2016-05-07,9917
2016-05-08,9900
2016-05-09,10077
2016-05-10,10238
2016-05-11,10622
2016-05-12,10653
2016-05-13,10745
2016-05-14,10643
2016-05-15,10637
2016-05-16,10314
2016-05-17,10054
2016-05-18,9787
2016-05-19,9820
2016-05-22,9872
2016-05-23,9862
2016-05-24,10052
2016-05-25,10095
2016-05-26,9904
2016-05-27,9780
2016-05-28,9780
2016-05-29,9631
2016-05-30,9631
2016-05-31,9621
2016-06-01,9470
2016-06-02,9237
2016-06-03,9312
2016-06-04,8977
2016-06-05,8841
2016-06-06,8767
2016-06-07,8767
2016-06-08,8761
2016-06-09,8555
2016-06-10,8373
2016-06-11,8179
2016-06-12,8103
2016-06-13,8323
2016-06-14,8420
2016-06-15,8522
2016-06-16,8590
2016-06-17,8501
2016-06-18,8678
2016-06-19,8785
2016-06-20,8856
2016-06-21,8728
2016-06-22,8983
2016-06-23,9084
2016-06-24,8909
2016-06-25,8913
2016-06-26,8924
2016-06-27,8908
2016-06-28,8917
2016-06-29,8681
2016-06-30,8634
2016-07-01,8396
2016-07-02,7976
2016-07-03,7613
2016-07-04,7232
2016-07-05,7332
2016-07-06,7605
2016-07-07,7942
2016-07-08,7887
2016-07-09,7816
2016-07-10,7615
2016-07-11,7648
2016-07-12,7670
2016-07-13,7510
2016-07-14,7501
2016-07-15,7413
2016-07-16,7244
2016-07-17,7125
2016-07-18,6986
2016-07-23,6944
2016-07-24,6848
2016-07-25,6740
2016-07-26,6672
2016-07-27,6717
2016-07-28,6545
2016-07-29,6432
2016-07-30,6397
2016-07-31,6452
2016-08-01,6421
2016-08-02,6481
2016-08-03,6671
2016-08-04,6830
2016-08-05,6928
2016-08-06,6957
2016-08-07,7007
2016-08-08,7212
2016-08-09,7421
2016-08-10,7448
2016-08-11,7462
2016-08-12,7586
2016-08-13,7748
2016-08-14,7843
2016-08-15,7678
2016-08-16,7586
2016-08-17,7236
2016-08-18,7310
2016-08-19,7356
2016-08-20,7414
2016-08-21,7345
2016-08-22,7176
2016-08-23,7121
2016-08-24,7125
2016-08-25,7063
2016-08-26,7063
2016-08-28,6906
2016-08-31,6805
2016-09-01,6773
2016-09-02,6773
2016-09-03,6767
2016-09-04,6957
2016-09-05,6978
2016-09-06,6991
2016-09-07,6915
2016-09-08,6967
2016-09-09,7048
2016-09-10,6952
2016-09-11,6952
2016-09-12,6907
2016-09-13,6784
2016-09-14,6784
2016-09-15,6920
2016-09-16,6920
2016-09-17,6831
2016-09-18,6991
2016-09-19,7120
2016-09-20,7088
2016-09-21,7024
2016-09-22,6979
2016-09-23,7109
2016-09-24,7109
2016-09-25,7188
2016-09-26,7188
2016-09-27,6926
2016-09-28,6962
2016-09-29,7050
2016-09-30,7335
2016-10-01,7452
2016-10-02,7452
2016-10-03,7649
2016-10-04,7796
2016-10-05,7885
2016-10-06,8091
2016-10-07,8347
2016-10-08,8322
2016-10-09,8570
2016-10-10,8755
2016-10-11,8793
2016-10-12,9093
2016-10-13,9438
2016-10-14,9526
2016-10-15,9713
2016-10-16,10087
2016-10-17,10231
2016-10-18,10359
2016-10-19,10403
2016-10-20,10159
2016-10-21,10242
2016-10-22,10242
2016-10-23,10251
2016-10-24,10257
2016-10-25,10257
2016-10-26,9875
2016-10-27,9912
2016-10-28,9912
2016-10-29,10066
2016-10-30,10293
2016-10-31,10598
2016-11-01,10598
2016-11-02,11126
2016-11-03,11126
2016-11-04,11546
2016-11-05,11546
2016-11-06,11891
2016-11-07,12175
2016-11-08,12303
2016-11-09,12589
2016-11-10,12303
2016-11-11,12489
2016-11-12,12376
2016-11-13,12376
2016-11-14,12157
2016-11-15,12378
2016-12-07,19551
2016-12-08,20237
2016-12-09,20861
2016-12-10,21736
2016-12-11,22635
2016-12-12,23326
2016-12-13,23507
2016-12-14,23651
2016-12-15,23651
2016-12-16,22808
2016-12-17,21996
2016-12-18,21013
2016-12-19,20414
2016-12-20,19735
2016-12-21,19106
2016-12-22,18716
2016-12-23,18339
2016-12-24,17781
2016-12-25,17284
2016-12-26,17320
2016-12-27,16784
2016-12-28,16182
2016-12-29,15904
2016-12-30,15701
2016-12-31,15181
2017-01-01,15097
2017-01-02,14763
2017-01-03,14361
2017-01-04,14155
2017-01-05,13692
2017-01-06,13075
2017-01-07,12782
2017-01-08,12383
2017-01-09,12124
2017-01-10,11672
2017-01-11,11378
2017-01-12,11389
2017-01-13,11341
2017-01-14,11062
2017-01-15,10992
2017-01-16,11108
2017-01-17,10946
2017-01-18,11110
2017-01-19,11029
2017-01-20,11206
2017-01-21,11395
2017-01-22,11586
2017-01-23,11555
2017-01-27,11436
2017-01-28,11532
2017-01-29,11763
2017-01-30,11785
2017-01-31,11669
2017-02-01,11435
2017-02-02,11270
2017-02-03,11033
2017-02-04,11044
2017-02-05,11047
2017-02-06,11055
2017-02-07,11102
2017-02-08,11303
2017-02-09,11303
2017-02-10,11382
2017-02-11,11586
2017-02-12,11586
2017-02-13,11548
2017-02-14,11763
2017-02-15,11566
2017-02-16,11312
2017-02-18,10999
2017-02-19,10593
2017-02-20,10385
2017-02-21,10109
2017-02-22,9861
2017-02-23,9591
2017-02-24,9398
2017-02-25,9288
2017-02-26,9207
2017-02-27,9215
2017-02-28,9188
2017-03-01,9370
2017-03-02,9479
2017-03-03,9508
2017-03-04,9343
2017-03-05,9392
2017-03-06,9530
2017-03-07,9481
2017-03-08,9427
2017-03-09,9540
2017-03-10,9489
2017-03-11,9429
2017-03-12,9272
2017-03-13,9040
2017-03-14,8645
2017-03-15,8238
2017-03-16,8035
2017-03-17,7911
2017-03-18,7653
2017-03-19,7565
2017-03-20,7590
2017-03-21,7721
2017-03-22,7952
2017-03-23,8229
2017-03-24,8156
2017-03-25,8035
2017-03-26,8154
2017-03-27,8326
2017-03-28,8421
2017-03-29,8561
2017-03-30,8806
2017-03-31,8853
2017-04-01,8866
2017-04-02,9001
2017-04-03,9072
2017-04-04,9018
2017-04-12,7551
2017-04-13,7377
2017-04-14,7042
2017-04-15,6689
2017-04-16,6478
2017-04-17,6487
2017-04-18,6458
2017-04-19,6553
2017-04-20,6712
2017-04-21,6747
2017-04-22,6743
2017-04-23,6861
2017-04-24,6891
2017-04-25,6922
2017-04-26,7036
2017-04-27,7070
2017-04-28,7269
2017-04-29,7094
2017-04-30,7159
2017-05-01,7396
2017-05-02,7411
2017-05-03,7364
2017-05-04,7306
2017-05-05,7320
2017-05-06,7229
2017-05-07,7150
2017-05-08,6830
2017-05-09,6711
2017-05-10,6692
2017-05-11,6777
2017-05-12,6791
2017-05-13,6921
2017-05-14,6835
2017-05-15,6619
2017-05-16,6803
2017-05-17,6926
2017-05-18,7000
2017-05-19,6973
2017-05-20,7059
2017-05-21,7059
2017-05-22,6927
2017-05-23,6938
2017-05-24,7031
2017-05-25,7123
2017-05-26,7063
2017-05-27,7152
2017-05-28,7208
2017-05-29,7212
2017-05-30,7245
2017-05-31,7225
2017-06-01,7145
2017-06-02,7120
2017-06-03,7155
2017-06-04,7084
2017-06-05,7060
2017-06-06,7034
2017-06-07,6971
2017-06-08,6823
2017-06-09,6762
2017-06-10,6570
2017-06-11,6472
2017-06-12,6562
2017-06-13,6695
2017-06-14,6735
2017-06-15,6473
2017-06-16,6377
2017-06-17,6209
2017-06-18,6171
2017-06-19,6171
2017-06-20,6011
2017-06-21,6124
2017-06-22,6177
2017-06-23,6005
2017-06-24,5932
2017-06-25,6012
2017-06-26,6087
2017-06-27,6043
2017-06-28,6078
2017-06-29,6015
2017-06-30,5858
2017-07-01,5922
2017-07-02,6036
2017-07-03,6151
2017-07-04,6282
2017-07-05,6282
2017-07-06,6411
2017-07-07,6542
2017-07-08,6577
2017-07-13,7063
2017-07-14,7170
2017-07-15,7300
2017-07-16,7171
2017-07-17,7295
2017-07-18,7479
2017-07-19,7692
2017-07-20,7754
2017-07-21,7602
2017-07-22,7451
2017-07-23,7359
2017-07-24,7198
2017-07-25,6982
2017-07-26,6752
2017-07-27,6617
2017-07-28,6753
2017-07-29,6866
2017-07-30,6850
2017-07-31,6936
2017-08-01,6869
2017-08-02,6926
2017-08-03,6950
2017-08-04,6872
2017-08-05,6812
2017-08-06,6763
2017-08-09,6691
2017-08-10,6726
2017-08-11,6655
2017-08-12,6719
2017-08-13,6789
2017-08-14,6802
2017-08-15,6825
2017-08-16,6911
2017-08-17,6991
2017-08-18,7007
2017-08-19,7031
2017-08-20,7134
2017-08-21,7114
2017-08-22,7193
2017-08-23,7551
2017-08-24,7850
2017-08-25,7965
2017-08-26,8066
2017-08-27,8269
2017-08-28,8507
2017-08-29,8626
2017-08-30,8517
2017-08-31,8485
2017-09-01,8622
2017-09-02,8715
2017-09-03,8927
2017-09-04,9116
2017-09-05,9549
2017-09-06,9833
2017-09-07,10158
2017-09-08,10359
2017-09-09,10298
2017-09-10,10660
2017-09-11,10591
2017-09-12,10587
2017-09-13,10385
2017-09-14,10175
2017-09-15,9923
2017-09-16,9683
2017-09-17,9439
2017-09-18,9341
2017-09-19,9279
2017-09-20,9207
2017-09-21,9087
2017-09-22,8803
2017-09-23,8526
2017-09-24,8244
2017-09-25,8110
2017-09-26,7867
2017-09-27,7963
2017-09-28,8297
2017-09-29,8464
2017-09-30,8471
2017-10-01,8448
2017-10-02,8466
2017-10-03,8675
2017-10-04,8777
2017-10-05,8880
2017-10-06,8858
2017-10-07,8944
2017-10-08,8977
2017-10-09,9034
2017-10-10,8867
2017-10-11,8641
2017-10-12,8507
2017-10-13,8513
2017-10-14,8424
2017-10-15,8346
2017-10-16,8229
2017-10-17,8041
2017-10-18,7913
2017-10-19,7709
2017-10-20,7530
2017-10-21,7463
2017-10-22,7386
2017-10-23,7121
2017-10-24,6873
2017-10-25,6614
2017-10-26,6402
2017-10-27,6338
2017-10-28,6338
2017-10-29,6292
2017-10-30,6270
2017-10-31,6351
2017-11-01,6351
2017-11-02,6339
2017-11-03,6136
2017-11-04,6133
2017-11-05,6079
2017-11-06,6055
2017-11-07,5782
2017-11-08,5673
2017-11-09,5670
2017-11-10,5497
2017-11-11,5386
2017-11-12,5403
2017-11-13,5396
2017-11-14,5503
2017-11-15,5444
2017-11-16,5298
2017-11-17,5435
2017-11-18,5534
2017-11-19,5530
2017-11-20,5534
2017-11-21,5406
2017-11-22,5395
2017-11-23,5389
2017-11-24,5369
2017-11-25,5320
2017-11-26,5189
2017-11-27,5189
2017-11-28,5221
2017-11-29,5301
2017-11-30,5338
2017-12-01,5412
2017-12-02,5439
2017-12-03,5485
2017-12-04,5517
2017-12-05,5700
2017-12-06,5893
2017-12-07,5972
2017-12-08,6141
2017-12-09,6263
2017-12-10,6383
2017-12-11,6424
2017-12-12,6345
2017-12-13,6135
2017-12-14,5929
2017-12-15,5809
2017-12-16,5774
2017-12-17,5675
2017-12-18,5568
2017-12-19,5602
2017-12-20,5596
2017-12-21,5579
2017-12-22,5550
2017-12-23,5527
2017-12-24,5569
2017-12-25,5687
2017-12-26,5691
2017-12-27,5590
2017-12-28,5516
2017-12-29,5514
2017-12-30,5419
2017-12-31,5481
2018-01-01,5481
2018-01-02,5518
2018-01-03,5390
2018-01-04,5387
2018-01-05,5403
2018-01-06,5368
2018-01-07,5328
2018-01-08,5337
2018-01-09,5243
2018-01-10,5160
2018-01-11,5149
2018-01-12,5060
2018-01-13,5097
2018-01-14,5197
2018-01-15,5188
2018-01-16,5234
2018-01-17,5259
2018-01-18,5292
2018-01-19,5447
2018-01-20,5414
2018-01-21,5370
2018-01-22,5372
2018-01-23,5339
2018-01-25,5654
2018-01-26,5875
2018-01-27,5993
2018-01-28,5955
2018-01-29,5921
2018-01-30,5932
2018-01-31,5931
2018-02-01,6065
2018-02-02,6095
2018-02-03,6132
2018-02-04,6172
2018-02-05,6071
2018-02-06,6020
2018-02-07,5913
2018-02-08,5862
2018-02-09,5894
2018-02-10,5880
2018-02-11,5914
2018-02-12,5944
2018-02-13,6031
2018-02-14,5870
2018-02-15,5698
2018-02-16,5721
2018-02-17,5681
2018-02-18,5751
2018-02-19,5820
2018-02-20,5829
2018-02-21,5804
2018-02-22,5789
2018-02-23,5779
2018-02-24,5895
2018-02-25,5923
2018-02-26,5805
2018-02-27,5880
2018-02-28,5954
2018-03-01,5973
2018-03-02,6055
2018-03-03,6108
2018-03-04,6108
2018-03-05,6124
2018-03-06,6238
2018-03-07,6311
2018-03-08,6439
2018-03-09,6538
2018-03-10,6791
2018-03-11,6798
2018-03-12,6876
2018-03-13,7048
2018-03-14,7148
2018-03-15,7333
2018-03-16,7481
2018-03-17,7856
2018-03-18,8099
2018-03-19,8183
2018-03-20,8271
2018-03-21,8186
2018-03-23,7759
2018-03-24,7373
2018-03-25,7339
2018-03-26,7426
2018-03-27,7460
2018-03-28,7522
2018-03-29,7483
2018-03-30,7556
2018-03-31,7491
2018-04-01,7643
2018-04-02,7560
2018-04-03,7467
2018-04-04,7121
2018-04-05,7076
2018-04-06,7053
2018-04-07,7108
2018-04-08,7034
2018-04-09,6945
2018-04-10,6973
2018-04-11,6629
2018-04-12,6408
2018-04-13,6377
2018-04-14,6338
2018-04-15,6419
2018-04-16,6373
2018-04-17,6386
2018-04-18,6393
2018-04-19,6388
2018-04-20,6416
2018-04-21,6519
2018-04-22,6567
2018-04-23,6628
2018-04-24,6656
2018-04-25,6755
2018-04-26,6658
2018-04-27,6563
2018-04-28,6400
2018-04-29,6272
2018-04-30,6252
2018-05-01,6251
2018-05-04,6658
2018-05-05,6782
2018-05-06,6755
2018-05-07,6657
2018-05-08,6488
2018-05-09,6338
2018-05-10,6113
2018-05-11,5910
2018-05-12,5619
2018-05-13,5373
2018-05-14,5211
2018-05-15,5189
2018-05-16,5154
2018-05-17,5256
2018-05-18,5325
2018-05-19,5394
2018-05-20,5502
2018-05-21,5554
2018-05-22,5580
2018-05-23,5471
2018-05-24,5376
2018-05-25,5395
2018-05-26,5556
2018-05-27,5502
2018-05-28,5455
2018-05-29,5419
2018-05-30,5340
2018-05-31,5303
2018-06-01,5260
2018-06-02,5164
2018-06-03,5131
2018-06-04,4952
2018-06-05,4838
2018-06-06,4770
2018-06-07,4614
2018-06-08,4576
2018-06-09,4618
2018-06-10,4615
2018-06-11,4581
2018-06-12,4475
2018-06-13,4440
2018-06-14,4461
2018-06-15,4470
2018-06-16,4436
2018-06-17,4443
2018-06-18,4452
2018-06-19,4548
2018-06-20,4631
2018-06-21,4763
2018-06-22,4638
2018-06-23,4620
2018-06-24,4605
2018-06-25,4690
2018-06-26,4842
2018-06-27,4996
2018-06-28,5184
2018-06-29,5143
2018-06-30,5015
2018-07-01,4993
2018-07-02,4940
2018-07-03,4917
2018-07-04,4913
2018-07-05,4947
2018-07-06,4995
2018-07-07,5019
2018-07-08,5077
2018-07-09,5160
2018-07-10,5203
2018-07-11,5196
2018-07-12,5081
2018-07-13,4985
2018-07-14,4923
2018-07-15,4875
2018-07-16,4849
2018-07-17,4780
2018-07-18,4788
2018-07-19,4760
2018-07-20,4835
2018-07-21,4977
2018-07-22,4935
2018-07-23,5031
2018-07-24,5002
2018-07-25,5068
2018-07-26,5029
2018-07-27,4939
2018-07-28,4804
2018-07-29,4884
2018-07-30,4908
2018-07-31,5017
2018-08-01,5099
2018-08-02,4967
2018-08-03,4802
2018-08-04,4751
2018-08-05,4598
2018-08-06,4554
2018-08-07,4611
2018-08-08,4553
2018-08-09,4506
2018-08-10,4551
2018-08-11,4513
2018-08-12,4470
2018-08-14,4357
2018-08-16,4452
2018-08-17,4557
2018-08-18,4687
2018-08-19,4658
2018-08-20,4682
2018-08-21,4611
2018-08-22,4713
2018-08-23,4726
2018-08-24,4732
2018-08-25,4679
2018-08-26,4656
2018-08-27,4713
2018-08-28,4780
2018-08-29,4759
2018-08-30,4725
2018-08-31,4746
2018-09-01,4756
2018-09-02,4745
2018-09-03,4756
2018-09-04,4705
2018-09-05,4725
2018-09-06,4822
2018-09-07,4799
2018-09-08,4684
2018-09-09,4710
2018-09-10,4697
2018-09-11,4697
2018-09-12,4712
2018-09-13,4687
2018-09-14,4859
2018-09-15,5047
2018-09-16,5259
2018-09-17,5483
2018-09-18,5712
2018-09-19,5941
2018-09-20,6170
2018-09-21,6238
2018-09-22,6490
2018-09-23,6740
2018-09-24,6815
2018-09-25,6808
2018-09-26,6869
2018-09-27,6981
2018-09-28,6901
2018-09-29,6903
2018-09-30,6884
2018-10-01,6950
2018-10-02,6937
2018-10-03,6921
2018-10-04,6881
2018-10-05,6874
2018-10-06,6884
2018-10-07,6926
2018-10-08,6947
2018-10-09,7137
2018-10-10,7170
2018-10-11,7086
2018-10-12,7138
2018-10-13,7126
2018-10-14,7048
2018-10-15,7138
2018-10-16,7067
2018-10-17,6964
2018-10-18,6922
2018-10-19,6837
2018-10-20,6812
2018-10-21,6834
2018-10-22,6792
2018-10-23,6764
2018-10-24,6703
2018-10-25,6702
2018-10-26,6708
2018-10-27,6747
2018-10-28,6854
2018-10-29,6775
2018-10-30,6750
2018-10-31,6887
2018-11-01,6986
2018-11-03,7388
2018-11-04,7757
2018-11-05,8145
2018-11-06,8549
2018-11-07,8977
2018-11-08,9424
2018-11-09,9875
2018-11-10,10357
2018-11-11,10852
2018-11-12,11395
2018-11-13,11965
2018-11-14,12564
2018-11-15,13193
2018-11-16,13853
2018-11-17,14546
2018-11-18,15207
2018-11-19,15968
2018-11-20,16662
2018-11-21,17023
2018-11-22,17747
2018-11-23,17883
2018-11-24,18474
2018-11-25,18635
2018-11-26,19119
2018-11-27,19494
2018-11-28,19933
2018-11-29,19661
2018-12-01,18805
2018-12-02,18065
2018-12-03,17431
2018-12-04,16769
2018-12-05,16231
2018-12-07,14830
2018-12-09,13984
2018-12-10,13573
2018-12-11,13306
2018-12-13,12913
2018-12-14,12972
2018-12-15,13243
2018-12-16,13553
2018-12-17,14205
2018-12-18,14907
2018-12-19,15614
2018-12-20,16034
2018-12-21,15921
2018-12-22,15429
2018-12-23,15065
2018-12-24,14510
2018-12-25,13984
2018-12-26,13503
2018-12-27,13123
2018-12-28,12756
2018-12-29,12333
2018-12-30,11860
2018-12-31,11382
2019-01-01,10983
2019-01-02,10515
2019-01-03,10165
2019-01-04,9834
2019-01-05,9613
2019-01-06,9341
2019-01-08,8839
2019-01-10,8260
2019-01-11,8257
2019-01-12,8099
2019-01-13,8003
2019-01-14,7969
2019-01-15,8077
2019-01-16,7900
2019-01-17,7759
2019-01-18,7703
2019-01-19,7565
2019-01-20,7415
2019-01-21,7595
2019-01-22,7528
2019-01-23,7472
2019-01-24,7514
2019-01-25,7376
2019-01-26,7399
2019-01-27,7532
2019-01-28,7545
2019-01-29,7525
2019-01-30,7478
2019-01-31,7414
2019-02-01,7407
2019-02-02,7435
2019-02-03,7414
2019-02-04,7346
2019-02-05,7432
2019-02-06,7374
2019-02-07,7486
2019-02-08,7453
2019-02-09,7490
2019-02-10,7549
2019-02-11,7412
2019-02-12,7348
2019-02-13,7279
2019-02-14,7189
2019-02-15,7198
2019-02-16,7135
2019-02-17,6997
2019-02-18,6971
2019-02-19,6917
2019-02-20,6866
2019-02-21,6782
2019-02-22,6613
2019-02-23,6425
2019-02-24,6330
2019-02-25,6260
2019-02-26,6083
2019-02-27,5970
2019-02-28,5775
2019-03-01,5616
2019-03-02,5514
2019-03-03,5371
2019-03-04,5319
2019-03-05,5389
2019-03-06,5633
2019-03-07,5844
2019-03-08,6022
2019-03-09,6033
2019-03-10,5954
2019-03-11,5986
2019-03-12,5978
2019-03-13,6039
2019-03-14,5942
2019-03-15,5954
2019-03-16,5986
2019-03-17,6110
2019-03-18,6263
2019-03-19,6440
2019-03-20,6523
2019-03-21,6591
2019-03-22,6545
2019-03-23,6347
2019-03-24,6079
2019-03-25,6056
2019-03-26,6012
