date_obj,Swordfish price
2019-09-06,233
2019-09-07,233
2019-09-08,233
2019-09-09,232
2019-09-10,231
2019-09-11,229
2019-09-12,228
2019-09-13,227
2019-09-14,227
2019-09-15,227
2019-09-16,226
2019-09-17,227
2019-09-18,226
2019-09-19,226
2019-09-20,228
2019-09-21,228
2019-09-22,227
2019-09-23,225
2019-09-24,226
2019-09-25,226
2019-09-26,227
2019-09-27,226
2019-09-28,225
2019-09-29,223
2019-09-30,221
2019-10-01,219
2019-10-02,218
2019-10-03,218
2019-10-04,218
2019-10-05,218
2019-10-06,220
2019-10-07,219
2019-10-08,218
2019-10-09,218
2019-10-10,217
2019-10-11,214
2019-10-12,214
2019-10-13,211
2019-10-14,210
2019-10-15,209
2019-10-16,211
2019-10-17,210
2019-10-18,210
2019-10-19,209
2019-10-20,205
2019-10-21,204
2019-10-22,204
2019-10-23,206
2019-10-24,209
2019-10-25,212
2019-10-26,215
2019-10-27,213
2019-10-28,211
2019-10-29,210
2019-10-30,210
2019-10-31,208
2019-11-01,207
2019-11-02,206
2019-11-03,206
2019-11-04,205
2019-11-05,206
2019-11-06,206
2019-11-07,207
2019-11-08,207
2019-11-09,207
2019-11-10,208
2019-11-11,208
2019-11-12,211
2019-11-13,214
2019-11-14,218
2019-11-15,222
2019-11-16,226
2019-11-17,229
2019-11-18,225
2019-11-19,225
2019-11-20,224
2019-11-21,223
2019-11-22,222
2019-11-23,223
2019-11-24,225
2019-11-25,228
2019-11-26,233
2019-11-27,236
2019-11-28,239
2019-11-29,251
2019-11-30,261
2019-12-01,269
2019-12-02,281
2019-12-03,290
2019-12-04,303
2019-12-05,305
2019-12-06,308
2019-12-07,318
2019-12-08,323
2019-12-09,322
2019-12-10,323
2019-12-11,326
2019-12-12,321
2019-12-13,320
2019-12-14,321
2019-12-15,319
2019-12-16,326
2019-12-17,326
2019-12-18,326
2019-12-19,323
2019-12-20,323
2019-12-21,334
2019-12-22,345
2019-12-23,345
2019-12-24,346
2019-12-25,349
2019-12-26,349
2019-12-27,350
2019-12-28,351
2019-12-29,358
2019-12-30,357
2019-12-31,353
2020-01-01,351
2020-01-02,350
2020-01-03,349
2020-01-04,359
2020-01-05,360
2020-01-06,359
2020-01-07,361
2020-01-08,366
2020-01-09,362
2020-01-10,358
2020-01-11,354
2020-01-12,351
2020-01-13,350
2020-01-14,345
2020-01-15,340
2020-01-16,336
2020-01-17,334
2020-01-18,334
2020-01-19,334
2020-01-20,336
2020-01-21,336
2020-01-22,335
2020-01-23,333
2020-01-24,332
2020-01-25,328
2020-01-26,327
2020-01-27,326
2020-01-28,327
2020-01-29,325
2020-01-30,324
2020-01-31,323
2020-02-01,321
2020-02-02,322
2020-02-03,320
2020-02-04,321
2020-02-05,320
2020-02-06,319
2020-02-07,318
2020-02-08,319
2020-02-09,315
2020-02-10,311
2020-02-11,304
2020-02-12,292
2020-02-13,284
2020-02-14,279
2020-02-15,277
2020-02-16,274
2020-02-17,273
2020-02-18,271
2020-02-19,270
2020-02-20,268
2020-02-21,269
2020-02-22,266
2020-02-23,265
2020-02-24,269
2020-02-25,274
2020-02-26,276
2020-02-27,273
2020-02-28,275
2020-02-29,278
2020-03-01,286
2020-03-02,290
2020-03-03,288
2020-03-04,285
2020-03-05,284
2020-03-06,280
2020-03-07,279
2020-03-08,276
2020-03-09,274
2020-03-10,272
2020-03-11,274
2020-03-12,277
2020-03-13,277
2020-03-14,278
2020-03-15,276
2020-03-16,275
2020-03-17,271
2020-03-18,266
2020-03-19,263
2020-03-20,260
2020-03-21,259
2020-03-22,257
2020-03-23,255
2020-03-24,253
2020-03-25,253
2020-03-26,253
2020-03-27,255
2020-03-28,256
2020-03-29,260
2020-03-30,261
2020-03-31,261
2020-04-01,265
2020-04-02,266
2020-04-03,270
2020-04-04,276
2020-04-05,288
2020-04-06,296
2020-04-07,303
2020-04-08,304
2020-04-09,317
2020-04-10,322
2020-04-11,328
2020-04-12,338
2020-04-13,343
2020-04-14,342
2020-04-15,338
2020-04-16,323
2020-04-17,313
2020-04-18,308
2020-04-19,305
2020-04-20,309
2020-04-21,314
2020-04-22,320
2020-04-23,321
2020-04-24,327
2020-04-25,337
2020-04-26,344
2020-04-27,342
2020-04-28,333
2020-04-29,324
2020-04-30,317
2020-05-01,306
2020-05-02,298
2020-05-03,301
2020-05-04,297
2020-05-05,307
2020-05-06,309
2020-05-07,312
2020-05-08,317
2020-05-09,318
2020-05-10,318
2020-05-11,316
2020-05-12,314
2020-05-13,311
