date_obj,Ring%20of%20coins price
2016-12-21,21693898
2016-12-22,21693898
2016-12-23,20838584
2016-12-24,20838584
2016-12-25,20978659
2016-12-26,20978659
2016-12-27,20724579
2016-12-28,20724579
2016-12-29,21000843
2016-12-30,21000843
2016-12-31,21372054
2017-01-01,21372054
2017-01-02,21099722
2017-01-03,21099722
2017-01-04,21041097
2017-01-05,21041097
2017-01-06,21041097
2017-01-07,20265884
2017-01-08,20265884
2017-01-09,20265884
2017-01-10,19252589
2017-01-11,19252589
2017-01-12,18308064
2017-01-13,18308064
2017-01-14,17435237
2017-01-15,17435237
2017-01-16,16950572
2017-01-17,16950572
2017-01-18,16523515
2017-01-19,16523515
2017-01-20,16523515
2017-01-21,16158778
2017-01-22,16158778
2017-01-27,15439282
2017-01-28,15439282
2017-01-29,15439282
2017-01-30,14864835
2017-01-31,14864835
2017-02-01,14864835
2017-02-02,14551000
2017-02-03,14551000
2017-02-04,14551000
2017-02-05,14381530
2017-02-06,14381530
2017-02-07,14381530
2017-02-08,14310820
2017-02-09,14310820
2017-02-10,14541410
2017-02-11,14541410
2017-02-12,14469242
2017-02-13,14469242
2017-02-14,14786464
2017-02-15,14786464
2017-02-16,14526560
2017-02-18,14526560
2017-02-19,14541985
2017-02-20,14541985
2017-02-21,14591215
2017-02-22,14591215
2017-02-23,14591215
2017-02-24,14656812
2017-02-25,14656812
2017-02-26,14656812
2017-02-27,14573973
2017-02-28,14573973
2017-03-01,14460160
2017-03-02,14460160
2017-03-03,14460160
2017-03-04,14270087
2017-03-05,14270087
2017-03-06,14382523
2017-03-07,14382523
2017-03-08,14772544
2017-03-09,14772544
2017-03-10,14395332
2017-03-11,14395332
2017-03-12,14395332
2017-03-13,14225052
2017-03-14,14225052
2017-03-15,14124197
2017-03-16,14124197
2017-03-17,14036053
2017-03-18,14036053
2017-03-19,14036053
2017-03-20,13753941
2017-03-21,13753941
2017-03-22,13223788
2017-03-23,13223788
2017-03-24,13026205
2017-03-25,13026205
2017-03-26,13026205
2017-03-27,12523685
2017-03-28,12523685
2017-03-29,12123811
2017-03-30,12123811
2017-03-31,12366582
2017-04-01,12366582
2017-04-02,12366582
2017-04-03,12652922
2017-04-04,12652922
2017-04-12,13326791
2017-04-13,13432404
2017-04-14,13432404
2017-04-15,13596097
2017-04-16,13918667
2017-04-17,14418905
2017-04-18,14418905
2017-04-19,15018918
2017-04-20,15018918
2017-04-21,15529032
2017-04-22,15529032
2017-04-23,16172834
2017-04-24,16172834
2017-04-25,16918672
2017-04-26,16918672
2017-04-27,16918672
2017-04-28,17497477
2017-04-29,17497477
2017-04-30,18087469
2017-05-01,18087469
2017-05-02,18278016
2017-05-03,18278016
2017-05-04,18838349
2017-05-05,18838349
2017-05-06,19139054
2017-05-07,19139054
2017-05-08,18872223
2017-05-09,18872223
2017-05-10,18604314
2017-05-11,18604314
2017-05-12,18604314
2017-05-13,18157924
2017-05-14,18157924
2017-05-15,18157924
2017-05-16,17819474
2017-05-17,17819474
2017-05-18,17819474
2017-05-19,17436659
2017-05-20,17436659
2017-05-21,16861440
2017-05-22,16861440
2017-05-23,16740357
2017-05-24,16740357
2017-05-25,16740357
2017-05-26,16692811
2017-05-27,16692811
2017-05-28,16692811
2017-05-29,16548869
2017-05-30,16548869
2017-05-31,16548869
2017-06-01,16559249
2017-06-02,16559249
2017-06-03,16061124
2017-06-06,16082906
2017-06-07,15955112
2017-06-08,15955112
2017-06-09,15955112
2017-06-10,15787871
2017-06-11,15787871
2017-06-12,15787871
2017-06-13,15420023
2017-06-14,15420023
2017-06-15,15420023
2017-06-16,14852561
2017-06-17,14852561
2017-06-18,14328341
2017-06-19,14328341
2017-06-20,14328341
2017-06-21,13851196
2017-06-22,13851196
2017-06-23,13851196
2017-06-24,14038258
2017-06-25,14038258
2017-06-26,14190664
2017-06-27,14190664
2017-06-28,14172087
2017-06-29,14172087
2017-06-30,14020977
2017-07-01,14020977
2017-07-02,14020977
2017-07-03,14208066
2017-07-04,14208066
2017-07-05,14208066
2017-07-06,14369333
2017-07-07,14369333
2017-07-08,14369333
2017-07-13,15353521
2017-07-14,16012167
2017-07-15,16012167
2017-07-16,16012167
2017-07-17,16738312
2017-07-18,16738312
2017-07-19,17466434
2017-07-20,17466434
2017-07-21,18271019
2017-07-22,18271019
2017-07-23,17602183
2017-07-24,17602183
2017-07-25,17602183
2017-07-26,17022248
2017-07-27,17022248
2017-07-28,16343769
2017-07-29,16343769
2017-07-30,15642213
2017-07-31,15642213
2017-08-01,15642213
2017-08-02,14875278
2017-08-03,14875278
2017-08-04,14875278
2017-08-05,14381652
2017-08-06,14381652
2017-08-09,14646258
2017-08-10,14646258
2017-08-11,14729534
2017-08-12,14729534
2017-08-13,14729534
2017-08-14,14824223
2017-08-15,14824223
2017-08-17,15343889
2017-08-18,15343889
2017-08-19,15343889
2017-08-20,15103541
2017-08-22,15184740
2017-08-23,15184740
2017-08-24,15243563
2017-08-25,15243563
2017-08-26,15243563
2017-08-27,15197652
2017-08-28,15197652
2017-08-29,15197652
2017-08-30,15382981
2017-08-31,15382981
2017-09-01,15382981
2017-09-02,15488729
2017-09-03,15488729
2017-09-04,15488729
2017-09-05,15794360
2017-09-06,15794360
2017-09-07,15794360
2017-09-08,15939949
2017-09-09,15939949
2017-09-10,16200254
2017-09-11,16200254
2017-09-12,16200254
2017-09-13,16223853
2017-09-14,16223853
2017-09-15,16340438
2017-09-16,16340438
2017-09-17,16499164
2017-09-19,16572047
2017-09-20,16572047
2017-09-21,17139759
2017-09-22,17139759
2017-09-23,17139759
2017-09-24,17244572
2017-09-25,17244572
2017-09-26,17244572
2017-09-27,17244572
2017-09-28,17182312
2017-09-29,17182312
2017-09-30,17182312
2017-10-01,17231298
2017-10-02,17231298
2017-10-03,17231298
2017-10-04,17145169
2017-10-05,17145169
2017-10-06,16963168
2017-10-07,16963168
2017-10-08,16524841
2017-10-09,16524841
2017-10-10,16508848
2017-10-11,16508848
2017-10-12,16508848
2017-10-13,16540589
2017-10-14,16540589
2017-10-15,16540589
2017-10-16,16385193
2017-10-17,16385193
2017-10-18,16385193
2017-10-19,16268585
2017-10-20,16268585
2017-10-21,16268585
2017-10-22,16177488
2017-10-23,16177488
2017-10-24,16177488
2017-10-25,16220060
2017-10-26,16220060
2017-10-27,16220060
2017-10-28,16252675
2017-10-29,16252675
2017-10-30,16436696
2017-10-31,16436696
2017-11-01,16436696
2017-11-02,16531569
2017-11-03,16531569
2017-11-04,16433611
2017-11-05,16433611
2017-11-06,16272917
2017-11-07,16272917
2017-11-08,16272917
2017-11-09,16262415
2017-11-10,16262415
2017-11-11,16262415
2017-11-12,16141611
2017-11-13,16141611
2017-11-14,16141611
2017-11-15,16141611
2017-11-16,16075840
2017-11-17,16075840
2017-11-18,16075840
2017-11-19,15714838
2017-11-20,15714838
2017-11-21,15086553
2017-11-22,15086553
2017-11-23,14609288
2017-11-24,14609288
2017-11-25,14322780
2017-11-26,14322780
2017-11-27,14322780
2017-11-28,14156076
2017-11-29,14156076
2017-11-30,14215709
2017-12-01,14700088
2017-12-02,14700088
2017-12-03,14759810
2017-12-04,14759810
2017-12-05,14747584
2017-12-06,14747584
2017-12-07,14767902
2017-12-08,14767902
2017-12-09,14767902
2017-12-10,14856444
2017-12-11,14856444
2017-12-12,14835306
2017-12-14,14835306
2017-12-15,14760114
2017-12-16,14760114
2017-12-17,14760114
2017-12-18,14667076
2017-12-19,14667076
2017-12-20,14877037
2017-12-21,14877037
2017-12-22,15062144
2017-12-23,15062144
2017-12-24,15010550
2017-12-25,15010550
2017-12-26,15062812
2017-12-27,15062812
2017-12-28,15350346
2017-12-29,15350346
2017-12-30,15703376
2017-12-31,15703376
2018-01-01,16056488
2018-01-02,16056488
2018-01-03,16107623
2018-01-04,16107623
2018-01-05,15763986
2018-01-06,15763986
2018-01-07,15439205
2018-01-08,15439205
2018-01-09,14746615
2018-01-10,14746615
2018-01-11,14217646
2018-01-12,14217646
2018-01-13,13844416
2018-01-14,13844416
2018-01-15,13706221
2018-01-16,13660797
2018-01-17,13652617
2018-01-18,13652617
2018-01-19,13853776
2018-01-20,13902245
2018-01-21,13902245
2018-01-22,13988924
2018-01-23,14163094
2018-01-24,14163094
2018-01-25,14310924
2018-01-26,14310924
2018-01-27,14320688
2018-01-28,14347644
2018-01-29,14347644
2018-01-31,14318434
2018-02-01,14318434
2018-02-02,14286989
2018-02-03,14407148
2018-02-04,14407148
2018-02-05,14593568
2018-02-06,14593568
2018-02-07,14453615
2018-02-08,14453615
2018-02-09,14352348
2018-02-10,14352348
2018-02-11,14733430
2018-02-12,14757131
2018-02-13,14757131
2018-02-14,14769984
2018-02-15,14744949
2018-02-16,14744949
2018-02-17,14796732
2018-02-18,14949787
2018-02-19,15028550
2018-02-20,15028550
2018-02-21,14983470
2018-02-22,14983470
2018-02-23,15179058
2018-02-24,15179058
2018-02-25,15187795
2018-02-26,15187795
2018-02-27,15242774
2018-02-28,15242774
2018-03-01,15242774
2018-03-02,15224473
2018-03-03,15224473
2018-03-04,15187554
2018-03-05,15388234
2018-03-06,15388234
2018-03-07,15508981
2018-03-08,15508981
2018-03-09,15643852
2018-03-10,15643852
2018-03-11,15687156
2018-03-12,15687156
2018-03-13,15770399
2018-03-14,15770399
2018-03-15,15539667
2018-03-16,15539667
2018-03-17,15595250
2018-03-18,15595250
2018-03-19,15595250
2018-03-20,15627966
2018-03-21,15627966
2018-03-23,15583289
2018-03-24,15583289
2018-03-26,15460540
2018-03-27,15391815
2018-03-29,15375786
2018-03-30,15375786
2018-03-31,15424666
2018-04-01,15424666
2018-04-02,15326108
2018-04-03,15326108
2018-04-04,15285831
2018-04-05,15285831
2018-04-06,15359555
2018-04-08,15359555
2018-04-09,15269477
2018-04-10,15269477
2018-04-11,15144741
2018-04-12,15144741
2018-04-13,15076561
2018-04-14,15076561
2018-04-15,14931182
2018-04-16,14931182
2018-04-17,14881139
2018-04-18,14881139
2018-04-19,14920370
2018-04-20,14920370
2018-04-21,15065494
2018-04-22,15065494
2018-04-23,15270764
2018-04-24,15270764
2018-04-25,15292618
2018-04-26,15292618
2018-04-27,15423035
2018-04-28,15423035
2018-04-29,15313034
2018-04-30,15231239
2018-05-01,15231239
2018-05-02,15331219
2018-05-03,15331219
2018-05-04,15564937
2018-05-05,15696439
2018-05-06,15696439
2018-05-07,15672981
2018-05-08,15672981
2018-05-09,15623496
2018-05-10,15623496
2018-05-11,15516856
2018-05-12,15516856
2018-05-13,15510682
2018-05-14,15510682
2018-05-15,15578338
2018-05-16,15578338
2018-05-17,15849444
2018-05-18,15849444
2018-05-19,15837245
2018-05-20,15837245
2018-05-21,16006067
2018-05-22,16006067
2018-05-23,16203682
2018-05-24,16203682
2018-05-25,16203682
2018-05-26,16196497
2018-05-27,16196497
2018-05-28,16177942
2018-05-29,16177942
2018-05-30,16146654
2018-05-31,16146654
2018-06-01,16100954
2018-06-02,16132040
2018-06-03,16132040
2018-06-04,16125273
2018-06-05,16182158
2018-06-06,16182158
2018-06-07,16066960
2018-06-08,16066960
2018-06-09,15635363
2018-06-10,15635363
2018-06-11,15826260
2018-06-12,15826260
2018-06-13,15719002
2018-06-14,15719002
2018-06-15,15628058
2018-06-16,15628058
2018-06-17,15770397
2018-06-18,15770397
2018-06-19,15889869
2018-06-20,15889869
2018-06-21,15809875
2018-06-22,15809875
2018-06-23,15824220
2018-06-24,15824220
2018-06-25,15816269
2018-06-26,15816269
2018-06-27,16075515
2018-06-28,16075515
2018-06-29,16077242
2018-06-30,16077242
2018-07-01,16156756
2018-07-02,16156756
2018-07-03,16202688
2018-07-04,16202688
2018-07-05,16389350
2018-07-06,16389350
2018-07-07,16272349
2018-07-08,16272349
2018-07-09,16196327
2018-07-10,16196327
2018-07-11,16247786
2018-07-12,16247786
2018-07-13,16257882
2018-07-14,16131828
2018-07-15,16131828
2018-07-16,16131828
2018-07-17,16018708
2018-07-18,16018708
2018-07-19,15985852
2018-07-20,15985852
2018-07-21,15969911
2018-07-22,15969911
2018-07-23,15990947
2018-07-24,15990947
2018-07-25,16112845
2018-07-26,16589423
2018-07-27,16625720
2018-07-28,16625720
2018-07-29,16991521
2018-07-30,16991521
2018-07-31,16872189
2018-08-01,16872189
2018-08-02,16705836
2018-08-03,16705836
2018-08-04,16543409
2018-08-05,16543409
2018-08-06,16342002
2018-08-07,16342002
2018-08-08,16220403
2018-08-09,16220403
2018-08-10,16057004
2018-08-11,16057004
2018-08-12,15876531
2018-08-14,15817909
2018-08-16,15814557
2018-08-17,15814557
2018-08-18,15719058
2018-08-19,15719058
2018-08-20,15623954
2018-08-21,15623954
2018-08-22,15614993
2018-08-23,15614993
2018-08-24,15942233
2018-08-25,16048729
2018-08-26,16048729
2018-08-27,16378415
2018-08-28,17078676
2018-08-29,17078676
2018-08-30,17523237
2018-08-31,17523237
2018-09-01,17303818
2018-09-02,17303818
2018-09-03,17241897
2018-09-04,17241897
2018-09-05,17124270
2018-09-06,17124270
2018-09-07,16997839
2018-09-08,16997839
2018-09-09,16387604
2018-09-10,16175997
2018-09-11,16175997
2018-09-12,16201863
2018-09-13,16201863
2018-09-14,16399358
2018-09-15,16399358
2018-09-16,16399883
2018-09-17,16399883
2018-09-18,16366789
2018-09-19,16366789
2018-09-20,16259000
2018-09-21,16259000
2018-09-22,16405481
2018-09-23,16705763
2018-09-24,16705763
2018-09-25,17181257
2018-09-26,17173189
2018-09-27,17173189
2018-09-28,17049736
2018-09-29,17049736
2018-09-30,16964455
2018-10-02,17032483
2018-10-03,17048975
2018-10-04,17048975
2018-10-05,17045985
2018-10-06,16948045
2018-10-07,16948045
2018-10-08,17086410
2018-10-09,17357762
2018-10-10,17357762
2018-10-11,17336202
2018-10-12,17336202
2018-10-13,17298724
2018-10-14,17298724
2018-10-15,17497711
2018-10-16,17497711
2018-10-17,17754266
2018-10-18,17754266
2018-10-19,17793906
2018-10-20,17793906
2018-10-21,17864243
2018-10-22,17756076
2018-10-23,17756076
2018-10-24,17715473
2018-10-25,17715473
2018-10-26,17622299
2018-10-27,17622299
2018-10-28,17555620
2018-10-29,17555620
2018-10-30,17919347
2018-10-31,18815315
2018-11-01,19756081
2018-11-03,21566732
2018-11-04,22481302
2018-11-05,23605368
2018-11-06,24785637
2018-11-07,25704083
2018-11-08,26475945
2018-11-09,27315074
2018-11-10,28634607
2018-11-11,29903801
2018-11-12,31374228
2018-11-13,32942940
2018-11-14,34260499
2018-11-15,35786154
2018-11-16,37391510
2018-11-17,37391510
2018-11-18,39066984
2018-11-19,39066984
2018-11-20,37192528
2018-11-21,35501487
2018-11-22,33726412
2018-11-23,32040091
2018-11-24,30540082
2018-11-25,29013077
2018-11-26,29013077
2018-11-27,27562423
2018-11-28,26184301
2018-11-29,24875085
2018-12-01,23688968
2018-12-02,23539072
2018-12-03,23539072
2018-12-04,23605699
2018-12-05,24180405
2018-12-07,24632003
2018-12-09,24881750
2018-12-10,24538968
2018-12-11,24538968
2018-12-12,24405269
2018-12-13,24011562
2018-12-14,23918309
2018-12-15,23918309
2018-12-16,23590451
2018-12-17,23590451
2018-12-18,23136230
2018-12-19,23136230
2018-12-20,22526278
2018-12-21,21973438
2018-12-22,21973438
2018-12-23,21326634
2018-12-24,20753859
2018-12-25,20753859
2018-12-26,20350501
2018-12-27,20287484
2018-12-28,20287484
2018-12-29,20104483
2018-12-30,19920630
2018-12-31,19894718
2019-01-01,19894718
2019-01-02,19594111
2019-01-03,19461999
2019-01-04,19461999
2019-01-05,19946593
2019-01-06,20309907
2019-01-08,20898808
2019-01-10,21135182
2019-01-11,21086555
2019-01-12,20297138
2019-01-13,19702690
2019-01-14,19311920
2019-01-15,19194511
2019-01-16,19194511
2019-01-17,18864369
2019-01-18,18520663
2019-01-19,18150311
2019-01-20,18130631
2019-01-21,18130631
2019-01-22,18253999
2019-01-23,18110544
2019-01-24,18110544
2019-01-25,17988856
2019-01-26,17935462
2019-01-27,17731295
2019-01-28,17456738
2019-01-29,17337754
2019-01-30,17281027
2019-01-31,17281027
2019-02-01,17226234
2019-02-02,17289039
2019-02-03,17501981
2019-02-04,17501981
2019-02-05,17562851
2019-02-06,17562851
2019-02-07,17718055
2019-02-08,17980580
2019-02-09,18078025
2019-02-10,18169765
2019-02-11,18256304
2019-02-12,18256304
2019-02-13,18544468
2019-02-14,18544468
2019-02-15,18961809
2019-02-16,18834058
2019-02-17,18834058
2019-02-18,18620653
2019-02-19,18620653
2019-02-20,18441120
2019-02-21,18376285
2019-02-22,18251041
2019-02-23,18332531
2019-02-24,18328130
2019-02-25,18163561
2019-02-26,18163561
2019-02-27,18185976
2019-02-28,18185976
2019-03-01,18161145
2019-03-02,18018882
2019-03-03,17910811
2019-03-04,17775202
2019-03-05,17836217
2019-03-06,18424593
2019-03-07,18878081
2019-03-08,18878081
2019-03-09,18933549
2019-03-10,18907603
2019-03-11,18907603
2019-03-12,19136071
2019-03-13,19136071
2019-03-14,19355252
2019-03-15,19355252
2019-03-16,19914694
2019-03-17,20718535
2019-03-18,20718535
2019-03-19,20704323
2019-03-20,20552088
2019-03-21,20552088
2019-03-22,20502490
2019-03-23,21195935
2019-03-24,21195935
2019-03-25,21680674
2019-03-26,22541674
2019-03-27,22541674
2019-03-28,23381090
2019-03-29,22629359
2019-03-30,22629359
2019-03-31,21497891
2019-04-01,20422996
2019-04-02,20422996
2019-04-03,19794126
2019-04-04,19730490
2019-04-05,19660290
2019-04-06,19660290
2019-04-07,19379865
2019-04-08,19223099
2019-04-09,18962676
2019-04-10,18972813
2019-04-11,18965418
2019-04-12,18547171
2019-04-13,18264424
2019-04-14,18042029
2019-04-15,18042029
2019-04-16,17839750
2019-04-17,17805981
2019-04-18,17614585
2019-04-19,17614585
2019-04-20,17236559
2019-04-21,17236559
2019-04-22,16851672
2019-04-23,16588811
2019-04-24,16588811
2019-04-25,16623210
2019-04-26,16577335
2019-04-27,16577335
2019-04-28,16247548
2019-04-29,16247548
2019-04-30,15822638
2019-05-01,15822638
2019-05-02,15760768
2019-05-03,15819778
2019-05-04,15635358
2019-05-05,15635358
2019-05-06,15420784
2019-05-07,15420784
2019-05-08,15201612
2019-05-09,15201612
2019-05-10,15084904
2019-05-11,15084904
2019-05-12,15068614
2019-05-13,15132282
2019-05-14,15261749
2019-05-15,15261749
2019-05-16,15249407
2019-05-17,15249407
2019-05-18,15293351
2019-05-19,15293351
2019-05-20,15442869
2019-05-21,15442869
2019-05-22,15611383
2019-05-23,15561435
2019-05-24,15561435
2019-05-25,15384134
2019-05-26,15384134
2019-05-27,15343123
2019-05-28,15343123
2019-05-29,15326546
2019-05-30,15326546
2019-05-31,15601094
2019-06-01,15601094
2019-06-02,15726747
2019-06-03,15726747
2019-06-04,16315309
2019-06-05,16315309
2019-06-06,16353660
2019-06-07,16353660
2019-06-08,16764921
2019-06-09,16764921
2019-06-10,17022470
2019-06-11,16757395
2019-06-12,16757395
2019-06-13,16745294
2019-06-14,16745294
2019-06-15,16428694
2019-06-16,16428694
2019-06-17,16341588
2019-06-18,16341588
2019-06-19,16255894
2019-06-20,16130757
2019-06-21,16130757
2019-06-22,15998362
2019-06-23,15998362
2019-06-24,15868501
2019-06-25,15868501
2019-06-26,15770406
2019-06-27,15770406
2019-06-28,15524122
2019-06-29,15524122
2019-06-30,15400027
2019-07-01,15400027
2019-07-02,15309831
2019-07-03,15309831
2019-07-04,15237537
2019-07-05,15237537
2019-07-06,15155256
2019-07-07,15155256
2019-07-08,15010736
2019-07-09,15010736
2019-07-10,14858091
2019-07-11,14858091
2019-07-12,14860397
2019-07-13,14860397
2019-07-14,14865245
2019-07-15,14865245
2019-07-16,14875532
2019-07-17,14919739
2019-07-18,14919739
2019-07-19,14927418
2019-07-20,14927418
2019-07-21,14836677
2019-07-22,14836677
2019-07-23,14852473
2019-07-24,14852473
2019-07-25,14885641
2019-07-26,14885641
2019-07-27,14795025
2019-07-28,14795025
2019-07-29,14734843
2019-07-30,14734843
2019-07-31,14680193
2019-08-01,14680193
2019-08-02,14612591
2019-08-03,14612591
2019-08-04,14586121
2019-08-05,14586121
2019-08-06,14584244
2019-08-07,14584244
2019-08-08,14540262
2019-08-09,14540262
2019-08-10,14554177
2019-08-11,14554177
2019-08-12,14516477
2019-08-13,14516477
2019-08-14,14452599
2019-08-15,14452599
2019-08-16,14420213
2019-08-17,14420213
2019-08-18,14592488
2019-08-19,14592488
2019-08-20,14586305
2019-08-21,14586305
2019-08-22,14657406
2019-08-23,14657406
2019-08-24,14606970
2019-08-24,14606970
2019-08-25,14606970
2019-08-25,14606970
2019-08-26,14746800
2019-08-26,14746800
2019-08-27,14746800
2019-08-27,14746800
2019-08-28,14721013
2019-08-29,14721013
2019-08-30,14939219
2019-08-31,14939219
2019-09-01,14903402
2019-09-02,14903402
2019-09-03,14892698
2019-09-04,14892698
2019-09-05,14796560
2019-09-06,14796560
2019-09-07,14734951
2019-09-08,14681756
2019-09-09,14681756
2019-09-10,14732974
2019-09-11,14732974
2019-09-12,14814575
2019-09-13,14814575
2019-09-14,14862703
2019-09-15,14862703
2019-09-16,14800044
2019-09-17,14800044
2019-09-18,14764832
2019-09-19,14764832
2019-09-20,14809651
2019-09-21,14823899
2019-09-22,14823899
2019-09-23,14932384
2019-09-24,14932384
2019-09-25,14892942
2019-09-26,14892942
2019-09-27,15034844
2019-09-28,15034844
2019-09-29,15086203
2019-09-30,15086203
2019-10-01,15012185
2019-10-02,15012185
2019-10-03,15104537
2019-10-04,15104537
2019-10-05,15197016
2019-10-06,15197016
2019-10-07,15169146
2019-10-08,15169146
2019-10-09,15131817
2019-10-10,15131817
2019-10-11,15119090
2019-10-12,15119090
2019-10-13,14981679
2019-10-14,14981679
2019-10-15,14941135
2019-10-16,14941135
2019-10-17,14893631
2019-10-18,14853545
2019-10-19,14853545
2019-10-20,14807610
2019-10-21,14807610
2019-10-22,14771162
2019-10-23,14771162
2019-10-24,14758060
2019-10-25,14758060
2019-10-26,14831542
2019-10-27,14831542
2019-10-28,14972210
2019-10-29,14972210
2019-10-30,15172649
2019-10-31,15172649
2019-11-01,15260646
2019-11-02,15260646
2019-11-03,15280398
2019-11-04,15280398
2019-11-05,15219480
2019-11-06,15219480
2019-11-07,15111920
2019-11-08,15111920
2019-11-09,15115405
2019-11-10,15115405
2019-11-11,15068328
2019-11-12,15068328
2019-11-13,15035542
2019-11-14,15035542
2019-11-15,15011913
2019-11-16,15011913
2019-11-17,15027931
2019-11-18,15031560
2019-11-19,15031560
2019-11-20,15030252
2019-11-21,15030252
2019-11-22,14964743
2019-11-23,14964743
2019-11-24,14914663
2019-11-25,14914663
2019-11-26,14890275
2019-11-27,14890275
2019-11-28,14932192
2019-11-29,14932192
2019-11-30,15068264
2019-12-01,15068264
2019-12-02,15123065
2019-12-03,15123065
2019-12-04,15158056
2019-12-05,15158056
2019-12-06,15158056
2019-12-07,15103075
2019-12-08,15103075
2019-12-09,15223127
2019-12-10,15648699
2019-12-11,15648699
2019-12-12,15669466
2019-12-13,15669466
2019-12-14,15917213
2019-12-15,16221431
2019-12-16,16221431
2019-12-17,16315198
2019-12-18,16315198
2019-12-19,16315198
2019-12-20,16339083
2019-12-21,16382633
2019-12-22,16567402
2019-12-23,16567402
2019-12-24,16728207
2019-12-25,16728207
2019-12-26,16780086
2019-12-27,16780086
2019-12-28,16852715
2019-12-29,16852715
2019-12-30,16943088
2019-12-31,16943088
2020-01-01,17086004
2020-01-02,17086004
2020-01-03,16987524
2020-01-04,16987524
2020-01-05,16936611
2020-01-06,16936611
2020-01-07,16766220
2020-01-08,16766220
2020-01-09,16766220
2020-01-10,16709493
2020-01-11,16827037
2020-01-12,16827037
2020-01-13,16776077
2020-01-14,16776077
2020-01-15,16647684
2020-01-16,16563927
2020-01-17,16456158
2020-01-18,16456158
2020-01-19,16302663
2020-01-20,16302663
2020-01-21,16302663
2020-01-22,16224504
2020-01-23,16214676
2020-01-24,16214676
2020-01-25,16197052
2020-01-26,16197052
2020-01-27,16194192
2020-01-28,16194192
2020-01-29,16115030
2020-01-30,16115030
2020-01-31,16078332
2020-02-01,16078332
2020-02-02,16048055
2020-02-03,16048055
2020-02-04,15889638
2020-02-05,15889638
2020-02-06,15809423
2020-02-07,15809423
2020-02-08,15798959
2020-02-09,15798959
2020-02-10,15445120
2020-02-11,15445120
2020-02-12,15146178
2020-02-13,15247902
2020-02-14,15858143
2020-02-15,16483292
2020-02-16,17040169
2020-02-17,17319806
2020-02-18,17881701
2020-02-19,18513623
2020-02-20,18772895
2020-02-21,18772895
2020-02-22,18834904
2020-02-23,18684651
2020-02-24,18789873
2020-02-25,18789873
2020-02-26,19082882
2020-02-27,19082882
2020-02-28,18977947
