date_obj,Ensouled%20tzhaar%20head price
2016-04-29,6145
2016-04-30,5944
2016-05-01,5714
2016-05-02,5588
2016-05-03,5352
2016-05-04,5270
2016-05-05,5271
2016-05-06,5535
2016-05-07,5649
2016-05-08,5932
2016-05-09,6151
2016-05-10,5880
2016-05-11,5633
2016-05-12,5351
2016-05-13,5122
2016-05-14,5324
2016-05-15,5567
2016-05-16,5517
2016-05-17,5358
2016-05-18,5318
2016-05-19,5584
2016-05-22,5659
2016-05-23,5656
2016-05-24,5894
2016-05-25,5688
2016-05-26,5426
2016-05-27,5291
2016-05-28,5242
2016-05-29,5085
2016-05-30,4900
2016-05-31,5109
2016-06-01,5181
2016-06-02,5190
2016-06-03,5124
2016-06-04,5248
2016-06-05,4985
2016-06-06,4811
2016-06-07,4937
2016-06-08,4809
2016-06-09,4626
2016-06-10,4576
2016-06-11,4576
2016-06-12,4473
2016-06-13,4616
2016-06-14,4544
2016-06-15,4553
2016-06-16,4551
2016-06-17,4779
2016-06-18,4924
2016-06-19,4912
2016-06-20,4893
2016-06-21,4933
2016-06-22,5011
2016-06-23,5148
2016-06-24,5016
2016-06-25,5081
2016-06-26,5110
2016-06-27,5153
2016-06-28,5378
2016-06-29,5646
2016-06-30,5929
2016-07-01,5932
2016-07-02,5694
2016-07-03,5557
2016-07-04,5396
2016-07-05,5476
2016-07-06,5255
2016-07-07,5480
2016-07-08,5693
2016-07-09,5800
2016-07-10,5968
2016-07-11,6024
2016-07-12,6119
2016-07-13,6127
2016-07-14,6282
2016-07-15,6409
2016-07-16,6415
2016-07-17,6229
2016-07-18,6452
2016-07-23,6076
2016-07-24,6181
2016-07-25,6089
2016-07-26,6296
2016-07-27,6174
2016-07-28,6395
2016-07-29,6179
2016-07-30,6262
2016-07-31,6077
2016-08-01,6032
2016-08-02,6144
2016-08-03,6101
2016-08-04,6239
2016-08-05,6206
2016-08-06,6164
2016-08-07,6092
2016-08-08,6011
2016-08-09,6306
2016-08-10,6274
2016-08-11,6347
2016-08-12,6314
2016-08-13,6358
2016-08-14,6119
2016-08-15,6213
2016-08-16,6124
2016-08-17,6181
2016-08-18,5935
2016-08-19,5845
2016-08-20,5619
2016-08-21,5892
2016-08-22,5986
2016-08-23,6059
2016-08-24,6265
2016-08-25,6579
2016-08-26,6702
2016-08-28,6129
2016-08-31,6030
2016-09-01,6033
2016-09-02,6047
2016-09-03,5910
2016-09-04,5622
2016-09-05,5358
2016-09-06,5105
2016-09-07,4966
2016-09-08,4898
2016-09-09,4683
2016-09-10,4765
2016-09-11,5001
2016-09-12,5049
2016-09-13,5046
2016-09-14,5115
2016-09-15,5020
2016-09-16,5203
2016-09-17,5237
2016-09-18,5156
2016-09-19,5321
2016-09-20,5260
2016-09-21,5186
2016-09-22,4959
2016-09-23,4975
2016-09-24,5061
2016-09-25,5179
2016-09-26,5306
2016-09-27,5440
2016-09-28,5266
2016-09-29,5137
2016-09-30,5136
2016-10-01,5218
2016-10-02,5145
2016-10-03,5146
2016-10-04,5190
2016-10-05,5186
2016-10-06,5193
2016-10-07,5223
2016-10-08,5233
2016-10-09,5102
2016-10-10,5101
2016-10-11,5205
2016-10-12,5266
2016-10-13,5324
2016-10-14,5458
2016-10-15,5439
2016-10-16,5231
2016-10-17,5148
2016-10-18,5136
2016-10-19,5322
2016-10-20,5161
2016-10-21,5123
2016-10-22,5033
2016-10-23,5061
2016-10-24,5267
2016-10-25,5500
2016-10-26,5504
2016-10-27,5385
2016-10-28,5292
2016-10-29,5283
2016-10-30,5226
2016-10-31,5255
2016-11-01,5130
2016-11-02,5142
2016-11-03,5161
2016-11-04,5404
2016-11-05,5588
2016-11-06,5308
2016-11-07,5270
2016-11-08,5197
2016-11-09,5280
2016-11-10,5204
2016-11-11,5011
2016-11-12,4826
2016-11-13,5029
2016-11-14,5062
2016-11-15,5069
2016-12-07,5701
2016-12-08,5854
2016-12-09,5775
2016-12-10,5665
2016-12-11,5764
2016-12-12,5698
2016-12-13,5712
2016-12-14,5766
2016-12-15,5748
2016-12-16,5733
2016-12-17,5758
2016-12-18,5949
2016-12-19,6054
2016-12-20,6031
2016-12-21,6063
2016-12-22,6144
2016-12-23,6322
2016-12-24,6536
2016-12-25,6426
2016-12-26,6273
2016-12-27,6211
2016-12-28,6170
2016-12-29,6037
2016-12-30,5887
2016-12-31,6003
2017-01-01,6058
2017-01-02,6210
2017-01-03,6219
2017-01-04,6254
2017-01-05,6041
2017-01-06,5789
2017-01-07,5499
2017-01-08,5482
2017-01-09,5515
2017-01-10,5329
2017-01-11,5151
2017-01-12,5092
2017-01-13,5153
2017-01-14,5188
2017-01-15,5166
2017-01-16,5155
2017-01-17,4957
2017-01-18,5074
2017-01-19,5079
2017-01-20,5104
2017-01-21,5205
2017-01-22,5325
2017-01-23,5332
2017-01-27,5467
2017-01-28,5476
2017-01-29,5546
2017-01-30,5799
2017-01-31,5867
2017-02-01,5942
2017-02-02,5950
2017-02-03,5947
2017-02-04,6000
2017-02-05,5870
2017-02-06,5617
2017-02-07,5638
2017-02-08,5847
2017-02-09,6002
2017-02-10,6111
2017-02-11,6102
2017-02-12,6286
2017-02-13,6415
2017-02-14,6388
2017-02-15,6268
2017-02-16,6159
2017-02-18,6184
2017-02-19,5993
2017-02-20,5787
2017-02-21,5613
2017-02-22,5733
2017-02-23,5754
2017-02-24,5790
2017-02-25,5590
2017-02-26,5455
2017-02-27,5613
2017-02-28,5681
2017-03-01,5798
2017-03-02,5812
2017-03-03,5927
2017-03-04,5971
2017-03-05,5933
2017-03-06,6072
2017-03-07,6041
2017-03-08,5996
2017-03-09,5958
2017-03-10,5710
2017-03-11,5712
2017-03-12,5709
2017-03-13,5656
2017-03-14,5712
2017-03-15,5936
2017-03-16,5684
2017-03-17,5605
2017-03-18,5630
2017-03-19,5457
2017-03-20,5353
2017-03-21,5348
2017-03-22,5358
2017-03-23,5300
2017-03-24,5035
2017-03-25,4783
2017-03-26,4920
2017-03-27,4828
2017-03-28,4885
2017-03-29,4996
2017-03-30,4988
2017-03-31,5048
2017-04-01,4985
2017-04-02,5076
2017-04-03,5101
2017-04-04,5127
2017-04-12,5106
2017-04-13,5118
2017-04-14,5179
2017-04-15,5035
2017-04-16,5119
2017-04-17,5199
2017-04-18,5197
2017-04-19,5299
2017-04-20,5515
2017-04-21,5646
2017-04-22,5397
2017-04-23,5193
2017-04-24,5020
2017-04-25,5039
2017-04-26,5154
2017-04-27,5089
2017-04-28,5066
2017-04-29,5139
2017-04-30,5158
2017-05-01,5268
2017-05-02,5220
2017-05-03,5072
2017-05-04,4888
2017-05-05,4964
2017-05-06,5178
2017-05-07,5321
2017-05-08,5130
2017-05-09,5169
2017-05-10,5279
2017-05-11,5127
2017-05-12,5069
2017-05-13,4938
2017-05-14,4867
2017-05-15,5009
2017-05-16,5177
2017-05-17,5017
2017-05-18,5156
2017-05-19,5256
2017-05-20,5360
2017-05-21,5335
2017-05-22,5296
2017-05-23,5370
2017-05-24,5428
2017-05-25,5346
2017-05-26,5480
2017-05-27,5582
2017-05-28,5584
2017-05-29,5683
2017-05-30,5614
2017-05-31,5644
2017-06-01,5372
2017-06-02,5113
2017-06-03,4907
2017-06-04,4853
2017-06-05,4959
2017-06-06,5104
2017-06-07,4923
2017-06-08,5014
2017-06-09,4867
2017-06-10,5022
2017-06-11,5239
2017-06-12,5182
2017-06-13,5088
2017-06-14,4977
2017-06-15,4986
2017-06-16,5088
2017-06-17,5059
2017-06-18,5039
2017-06-19,5072
2017-06-20,5079
2017-06-21,5228
2017-06-22,5490
2017-06-23,5765
2017-06-24,5885
2017-06-25,5856
2017-06-26,5572
2017-06-27,5330
2017-06-28,5212
2017-06-29,5277
2017-06-30,5484
2017-07-01,5497
2017-07-02,5421
2017-07-03,5323
2017-07-04,5089
2017-07-05,5132
2017-07-06,5128
2017-07-07,5169
2017-07-08,5150
2017-07-13,4972
2017-07-14,5018
2017-07-15,5135
2017-07-16,5080
2017-07-17,5009
2017-07-18,5077
2017-07-19,5235
2017-07-20,5358
2017-07-21,5494
2017-07-22,5627
2017-07-23,5580
2017-07-24,5737
2017-07-25,5586
2017-07-26,5407
2017-07-27,5454
2017-07-28,5453
2017-07-29,5538
2017-07-30,5642
2017-07-31,5834
2017-08-01,5662
2017-08-02,5646
2017-08-03,5485
2017-08-04,5338
2017-08-05,5404
2017-08-06,5635
2017-08-09,5250
2017-08-10,5216
2017-08-11,5226
2017-08-12,5216
2017-08-13,5359
2017-08-14,5420
2017-08-15,5624
2017-08-16,5372
2017-08-17,5166
2017-08-18,5123
2017-08-19,5226
2017-08-20,5225
2017-08-21,5156
2017-08-22,5100
2017-08-23,5036
2017-08-24,5060
2017-08-25,5037
2017-08-26,5074
2017-08-27,5170
2017-08-28,5097
2017-08-29,5073
2017-08-30,5092
2017-08-31,5239
2017-09-01,5073
2017-09-02,5205
2017-09-03,5252
2017-09-04,5227
2017-09-05,5189
2017-09-06,5100
2017-09-07,5087
2017-09-08,5117
2017-09-09,5102
2017-09-10,5054
2017-09-11,5065
2017-09-12,5010
2017-09-13,4817
2017-09-14,4793
2017-09-15,4647
2017-09-16,4799
2017-09-17,4810
2017-09-18,4893
2017-09-19,4950
2017-09-20,4984
2017-09-21,4759
2017-09-22,4720
2017-09-23,4675
2017-09-24,4750
2017-09-25,4854
2017-09-26,4837
2017-09-27,4763
2017-09-28,4679
2017-09-29,4643
2017-09-30,4552
2017-10-01,4555
2017-10-02,4582
2017-10-03,4645
2017-10-04,4569
2017-10-05,4580
2017-10-06,4742
2017-10-07,4757
2017-10-08,4872
2017-10-09,4780
2017-10-10,4726
2017-10-11,4550
2017-10-12,4651
2017-10-13,4633
2017-10-14,4546
2017-10-15,4531
2017-10-16,4422
2017-10-17,4487
2017-10-18,4569
2017-10-19,4669
2017-10-20,4550
2017-10-21,4509
2017-10-22,4402
2017-10-23,4459
2017-10-24,4453
2017-10-25,4455
2017-10-26,4364
2017-10-27,4413
2017-10-28,4407
2017-10-29,4377
2017-10-30,4464
2017-10-31,4374
2017-11-01,4324
2017-11-02,4305
2017-11-03,4327
2017-11-04,4388
2017-11-05,4509
2017-11-06,4500
2017-11-07,4332
2017-11-08,4427
2017-11-09,4488
2017-11-10,4589
2017-11-11,4408
2017-11-12,4522
2017-11-13,4583
2017-11-14,4530
2017-11-15,4420
2017-11-16,4213
2017-11-17,4149
2017-11-18,4183
2017-11-19,4264
2017-11-20,4359
2017-11-21,4334
2017-11-22,4361
2017-11-23,4434
2017-11-24,4410
2017-11-25,4494
2017-11-26,4326
2017-11-27,4543
2017-11-28,4493
2017-11-29,4397
2017-11-30,4224
2017-12-01,4317
2017-12-02,4352
2017-12-03,4375
2017-12-04,4410
2017-12-05,4440
2017-12-06,4366
2017-12-07,4367
2017-12-08,4501
2017-12-09,4497
2017-12-10,4438
2017-12-11,4316
2017-12-12,4514
2017-12-13,4576
2017-12-14,4490
2017-12-15,4304
2017-12-16,4238
2017-12-17,4226
2017-12-18,4227
2017-12-19,4228
2017-12-20,4238
2017-12-21,4238
2017-12-22,4250
2017-12-23,4305
2017-12-24,4286
2017-12-25,4333
2017-12-26,4332
2017-12-27,4212
2017-12-28,4112
2017-12-29,4139
2017-12-30,4118
2017-12-31,4153
2018-01-01,4034
2018-01-02,3858
2018-01-03,3759
2018-01-04,3629
2018-01-05,3611
2018-01-06,3513
2018-01-07,3414
2018-01-08,3524
2018-01-09,3576
2018-01-10,3571
2018-01-11,3595
2018-01-12,3574
2018-01-13,3570
2018-01-14,3477
2018-01-15,3496
2018-01-16,3460
2018-01-17,3617
2018-01-18,3798
2018-01-19,3943
2018-01-20,4023
2018-01-21,4206
2018-01-22,4367
2018-01-23,4458
2018-01-25,4734
2018-01-26,4761
2018-01-27,4940
2018-01-28,4944
2018-01-29,4839
2018-01-30,4791
2018-01-31,4830
2018-02-01,4822
2018-02-02,4728
2018-02-03,4707
2018-02-04,4530
2018-02-05,4419
2018-02-06,4433
2018-02-07,4518
2018-02-08,4413
2018-02-09,4338
2018-02-10,4415
2018-02-11,4451
2018-02-12,4503
2018-02-13,4502
2018-02-14,4461
2018-02-15,4377
2018-02-16,4285
2018-02-17,4482
2018-02-18,4640
2018-02-19,4716
2018-02-20,4720
2018-02-21,4683
2018-02-22,4749
2018-02-23,4833
2018-02-24,4821
2018-02-25,4905
2018-02-26,4789
2018-02-27,4809
2018-02-28,4646
2018-03-01,4658
2018-03-02,4796
2018-03-03,4812
2018-03-04,4882
2018-03-05,4967
2018-03-06,5003
2018-03-07,5209
2018-03-08,5417
2018-03-09,5503
2018-03-10,5553
2018-03-11,5485
2018-03-12,5371
2018-03-13,5323
2018-03-14,5194
2018-03-15,5170
2018-03-16,5184
2018-03-17,5178
2018-03-18,5258
2018-03-20,5298
2018-03-21,5105
2018-03-23,5045
2018-03-24,5102
2018-03-25,5279
2018-03-26,5381
2018-03-27,5409
2018-03-28,5201
2018-03-29,5253
2018-03-30,5290
2018-03-31,5173
2018-04-01,5057
2018-04-02,5071
2018-04-03,5116
2018-04-04,4966
2018-04-05,5081
2018-04-06,5181
2018-04-07,5184
2018-04-08,5127
2018-04-09,5270
2018-04-10,5200
2018-04-11,5027
2018-04-12,4781
2018-04-13,4798
2018-04-14,5004
2018-04-15,5052
2018-04-16,5073
2018-04-17,5101
2018-04-18,5078
2018-04-19,5004
2018-04-20,5071
2018-04-21,5135
2018-04-22,4900
2018-04-23,4956
2018-04-24,5198
2018-04-25,5016
2018-04-26,5014
2018-04-27,5019
2018-04-28,5144
2018-04-29,4995
2018-04-30,5152
2018-05-01,5248
2018-05-03,5190
2018-05-04,5024
2018-05-05,5118
2018-05-07,5018
2018-05-08,5177
2018-05-09,5267
2018-05-10,5147
2018-05-11,5126
2018-05-12,4992
2018-05-13,4930
2018-05-14,4889
2018-05-15,5059
2018-05-16,4884
2018-05-17,4865
2018-05-18,4966
2018-05-19,5083
2018-05-20,4926
2018-05-21,4867
2018-05-22,4855
2018-05-23,4869
2018-05-24,5001
2018-05-25,5091
2018-05-26,5140
2018-05-27,5336
2018-05-28,5238
2018-05-29,5167
2018-05-30,5193
2018-05-31,5193
2018-06-01,5045
2018-06-02,5029
2018-06-03,4855
2018-06-04,4896
2018-06-05,5016
2018-06-06,5107
2018-06-07,4974
2018-06-08,4974
2018-06-09,5155
2018-06-10,4989
2018-06-11,5206
2018-06-12,5289
2018-06-13,5320
2018-06-14,5226
2018-06-15,5132
2018-06-16,4882
2018-06-17,4820
2018-06-18,4671
2018-06-19,4726
2018-06-20,4601
2018-06-21,4685
2018-06-22,4721
2018-06-23,4814
2018-06-24,4884
2018-06-25,4970
2018-06-26,4999
2018-06-27,5025
2018-06-28,5015
2018-06-29,4880
2018-06-30,5018
2018-07-01,5021
2018-07-02,5037
2018-07-03,5013
2018-07-04,4971
2018-07-05,4826
2018-07-06,4764
2018-07-07,4580
2018-07-08,4608
2018-07-09,4634
2018-07-10,4796
2018-07-11,4783
2018-07-12,4934
2018-07-13,4887
2018-07-14,4953
2018-07-15,4924
2018-07-16,5040
2018-07-17,4966
2018-07-18,5185
2018-07-19,5267
2018-07-20,5293
2018-07-21,5083
2018-07-22,4928
2018-07-23,4881
2018-07-24,4844
2018-07-25,4860
2018-07-26,4906
2018-07-27,4948
2018-07-28,4922
2018-07-29,4903
2018-07-30,4874
2018-07-31,4904
2018-08-01,4972
2018-08-02,4995
2018-08-03,5229
2018-08-04,5491
2018-08-05,5766
2018-08-06,6020
2018-08-07,6052
2018-08-08,5749
2018-08-09,5553
2018-08-10,5286
2018-08-11,5292
2018-08-12,5468
2018-08-14,5132
2018-08-16,4657
2018-08-17,4652
2018-08-18,4637
2018-08-19,4743
2018-08-20,4916
2018-08-21,5162
2018-08-22,5173
2018-08-23,4937
2018-08-24,4803
2018-08-25,4851
2018-08-26,4698
2018-08-27,4622
2018-08-28,4635
2018-08-29,4690
2018-08-30,4743
2018-08-31,4624
2018-09-01,4627
2018-09-02,4672
2018-09-03,4604
2018-09-04,4545
2018-09-05,4554
2018-09-06,4582
2018-09-07,4761
2018-09-08,4948
2018-09-09,4983
2018-09-10,4999
2018-09-11,5139
2018-09-12,5030
2018-09-13,5024
2018-09-14,4848
2018-09-15,4812
2018-09-16,4858
2018-09-17,4900
2018-09-18,4962
2018-09-19,4834
2018-09-20,4787
2018-09-21,4723
2018-09-22,4626
2018-09-23,4522
2018-09-24,4681
2018-09-25,4916
2018-09-26,4778
2018-09-27,4616
2018-09-28,4674
2018-09-29,4588
2018-09-30,4448
2018-10-01,4505
2018-10-02,4499
2018-10-03,4634
2018-10-04,4863
2018-10-05,5107
2018-10-06,5105
2018-10-07,4849
2018-10-08,4735
2018-10-09,4887
2018-10-10,4927
2018-10-11,4849
2018-10-12,4776
2018-10-13,4734
2018-10-14,4777
2018-10-15,4722
2018-10-16,4525
2018-10-17,4450
2018-10-18,4568
2018-10-19,4667
2018-10-20,4659
2018-10-21,4623
2018-10-22,4625
2018-10-23,4502
2018-10-24,4462
2018-10-25,4548
2018-10-26,4516
2018-10-27,4591
2018-10-28,4591
2018-10-29,4519
2018-10-30,4569
2018-10-31,4616
2018-11-01,4493
2018-11-03,4541
2018-11-04,4393
2018-11-05,4323
2018-11-06,4427
2018-11-07,4312
2018-11-08,4224
2018-11-09,4374
2018-11-10,4486
2018-11-11,4563
2018-11-12,4560
2018-11-13,4601
2018-11-14,4423
2018-11-15,4264
2018-11-16,4248
2018-11-17,4270
2018-11-18,4430
2018-11-19,4566
2018-11-20,4575
2018-11-21,4445
2018-11-22,4372
2018-11-23,4279
2018-11-24,4307
2018-11-25,4309
2018-11-26,4356
2018-11-27,4455
2018-11-28,4430
2018-11-29,4493
2018-12-01,4455
2018-12-03,4452
2018-12-04,4389
2018-12-05,4459
2018-12-07,4458
2018-12-09,4343
2018-12-10,4351
2018-12-11,4402
2018-12-12,4451
2018-12-13,4469
2018-12-14,4432
2018-12-15,4233
2018-12-16,4066
2018-12-17,4206
2018-12-18,4230
2018-12-19,4326
2018-12-20,4261
2018-12-21,4112
2018-12-22,4111
2018-12-23,4236
2018-12-24,4204
2018-12-25,4151
2018-12-26,4139
2018-12-27,4194
2018-12-28,4229
2018-12-29,4285
2018-12-30,4398
2018-12-31,4305
2019-01-01,4299
2019-01-02,4350
2019-01-03,4213
2019-01-04,4272
2019-01-05,4198
2019-01-06,4191
2019-01-08,4120
2019-01-10,4074
2019-01-11,3963
2019-01-12,3939
2019-01-13,3762
2019-01-14,3729
2019-01-15,3690
2019-01-16,3713
2019-01-17,3710
2019-01-18,3702
2019-01-19,3846
2019-01-20,3963
2019-01-21,4031
2019-01-22,4153
2019-01-23,4090
2019-01-24,4227
2019-01-25,4425
2019-01-26,4317
2019-01-27,4162
2019-01-28,4058
2019-01-29,4086
2019-01-30,4089
2019-01-31,4235
2019-02-01,4298
2019-02-02,4322
2019-02-03,4132
2019-02-04,4075
2019-02-05,4080
2019-02-06,4101
2019-02-07,4205
2019-02-08,4096
2019-02-09,4087
2019-02-10,4154
2019-02-11,4142
2019-02-12,4253
2019-02-13,4181
2019-02-14,4261
2019-02-15,4274
2019-02-16,4247
2019-02-17,4308
2019-02-18,4344
2019-02-19,4333
2019-02-20,4442
2019-02-21,4507
2019-02-22,4611
2019-02-23,4658
2019-02-24,4702
2019-02-25,4592
2019-02-26,4519
2019-02-27,4511
2019-02-28,4517
2019-03-01,4354
2019-03-02,4381
2019-03-03,4450
2019-03-04,4429
2019-03-05,4472
2019-03-06,4453
2019-03-07,4544
2019-03-08,4397
2019-03-09,4381
2019-03-10,4420
2019-03-11,4454
2019-03-12,4542
2019-03-13,4398
2019-03-14,4382
2019-03-15,4430
2019-03-16,4528
2019-03-17,4422
2019-03-18,4531
2019-03-19,4458
2019-03-20,4420
2019-03-21,4387
2019-03-22,4470
2019-03-23,4502
2019-03-24,4512
2019-03-25,4431
2019-03-26,4557
2019-03-27,4450
2019-03-28,4371
2019-03-29,4367
2019-03-30,4350
2019-03-31,4461
2019-04-01,4685
2019-04-02,4741
2019-04-03,4584
2019-04-04,4656
2019-04-05,4542
2019-04-06,4565
2019-04-07,4572
2019-04-08,4525
2019-04-09,4506
2019-04-10,4519
2019-04-11,4478
2019-04-12,4540
2019-04-13,4503
2019-04-14,4455
2019-04-15,4632
2019-04-16,4764
2019-04-17,4772
2019-04-18,5011
2019-04-19,5258
2019-04-20,5259
2019-04-21,5290
2019-04-22,5226
2019-04-23,5007
2019-04-24,4790
2019-04-25,4697
2019-04-26,4820
2019-04-27,4732
2019-04-28,4529
2019-04-29,4600
2019-04-30,4605
2019-05-01,4566
2019-05-02,4501
2019-05-03,4412
2019-05-04,4244
2019-05-05,4282
2019-05-06,4257
2019-05-07,4241
2019-05-08,4300
2019-05-09,4465
2019-05-10,4389
2019-05-11,4487
2019-05-12,4586
2019-05-13,4473
2019-05-14,4405
2019-05-15,4475
2019-05-16,4391
2019-05-17,4413
2019-05-18,4369
2019-05-19,4285
2019-05-20,4406
2019-05-21,4553
2019-05-22,4706
2019-05-23,4784
2019-05-24,4783
2019-05-25,4706
2019-05-26,4480
2019-05-27,4450
2019-05-28,4485
2019-05-29,4420
2019-05-30,4507
2019-05-31,4508
2019-06-01,4518
2019-06-02,4582
2019-06-03,4659
2019-06-04,4602
2019-06-05,4572
2019-06-06,4461
2019-06-07,4551
2019-06-08,4575
2019-06-09,4603
2019-06-10,4607
2019-06-11,4661
2019-06-12,4555
2019-06-13,4363
2019-06-14,4262
2019-06-15,4404
2019-06-16,4509
2019-06-17,4528
2019-06-18,4533
2019-06-19,4559
2019-06-20,4526
2019-06-21,4422
2019-06-22,4353
2019-06-23,4413
2019-06-24,4416
2019-06-25,4473
2019-06-26,4264
2019-06-27,4271
2019-06-28,4340
2019-06-29,4335
2019-06-30,4432
2019-07-01,4362
2019-07-02,4457
2019-07-03,4568
2019-07-04,4540
2019-07-05,4561
2019-07-06,4428
2019-07-07,4477
2019-07-08,4550
2019-07-09,4403
2019-07-10,4468
2019-07-11,4381
2019-07-12,4526
2019-07-13,4538
2019-07-14,4485
2019-07-15,4529
2019-07-16,4468
2019-07-17,4352
2019-07-18,4354
2019-07-19,4389
2019-07-20,4436
2019-07-21,4630
2019-07-22,4733
2019-07-23,4774
2019-07-24,4839
2019-07-25,4640
2019-07-26,4604
2019-07-27,4681
2019-07-28,4803
2019-07-29,4806
2019-07-30,4565
2019-07-31,4498
2019-08-01,4413
2019-08-02,4484
2019-08-03,4492
2019-08-04,4359
2019-08-05,4447
2019-08-06,4402
2019-08-07,4549
2019-08-08,4777
2019-08-09,5000
2019-08-10,5027
2019-08-11,5004
2019-08-12,4978
2019-08-13,4857
2019-08-14,4634
2019-08-15,4606
2019-08-16,4378
2019-08-17,4398
2019-08-18,4526
2019-08-19,4682
2019-08-20,4509
2019-08-21,4623
2019-08-22,4578
2019-08-23,4601
2019-08-24,4819
2019-08-24,4819
2019-08-25,4673
2019-08-25,4673
2019-08-26,4676
2019-08-27,4684
2019-08-27,4684
2019-08-28,4732
2019-08-29,4852
2019-08-30,4913
2019-08-31,4717
2019-09-01,4685
2019-09-02,4801
2019-09-03,5020
2019-09-04,5144
2019-09-05,5084
2019-09-06,5110
2019-09-07,5103
2019-09-08,4895
2019-09-09,4823
2019-09-10,4784
2019-09-11,4736
2019-09-12,4814
2019-09-13,4662
2019-09-14,4765
2019-09-15,4752
2019-09-16,4651
2019-09-17,4564
2019-09-18,4668
2019-09-19,4832
2019-09-20,4832
2019-09-21,4758
2019-09-22,4728
2019-09-23,4705
2019-09-24,4584
2019-09-25,4684
2019-09-26,4593
2019-09-27,4772
2019-09-28,4837
2019-09-29,4869
2019-09-30,4718
2019-10-01,4636
2019-10-02,4479
2019-10-03,4333
2019-10-04,4163
2019-10-05,4110
2019-10-06,4198
2019-10-07,4090
2019-10-08,4156
2019-10-09,4121
2019-10-10,4224
2019-10-11,4210
2019-10-12,4322
2019-10-13,4326
2019-10-14,4346
2019-10-15,4156
2019-10-16,4062
2019-10-17,4262
2019-10-18,4274
2019-10-19,4407
2019-10-20,4430
2019-10-21,4438
2019-10-22,4444
2019-10-23,4535
2019-10-24,4483
2019-10-25,4488
2019-10-26,4379
2019-10-27,4417
2019-10-28,4286
2019-10-29,4248
2019-10-30,4461
2019-10-31,4299
2019-11-01,4225
2019-11-02,4275
2019-11-03,4150
2019-11-04,4230
2019-11-05,4232
2019-11-06,4255
2019-11-07,4468
2019-11-08,4290
2019-11-09,4348
2019-11-10,4382
2019-11-11,4417
2019-11-12,4496
2019-11-13,4586
2019-11-14,4547
2019-11-15,4677
2019-11-16,4592
2019-11-17,4458
2019-11-18,4511
2019-11-19,4693
2019-11-20,4770
2019-11-21,4563
2019-11-22,4621
2019-11-23,4640
2019-11-24,4653
2019-11-25,4810
2019-11-26,4832
2019-11-27,4877
2019-11-28,4850
2019-11-29,4912
2019-11-30,4914
2019-12-01,4910
2019-12-02,5121
2019-12-03,5310
2019-12-04,5524
2019-12-05,5344
2019-12-06,5155
2019-12-07,5078
2019-12-08,5283
2019-12-09,5396
2019-12-10,5509
2019-12-11,5430
2019-12-12,5361
2019-12-13,5343
2019-12-14,5226
2019-12-15,5430
2019-12-16,5216
2019-12-17,5219
2019-12-18,5400
2019-12-19,5286
2019-12-20,5138
2019-12-21,5229
2019-12-22,5116
2019-12-23,5306
2019-12-24,5108
2019-12-25,5123
2019-12-26,5307
2019-12-27,5400
2019-12-28,5426
2019-12-29,5265
2019-12-30,5289
