date_obj,Ensouled%20bear%20head price
2020-03-30,1194
2020-03-31,1136
2020-04-01,1083
2020-04-02,1028
2020-04-03,1010
2020-04-04,1050
2020-04-05,1067
2020-04-06,1082
2020-04-07,1110
2020-04-08,1101
2020-04-09,1088
2020-04-10,1056
2020-04-11,1109
2020-04-12,1165
2020-04-13,1223
2020-04-14,1248
2020-04-15,1304
2020-04-16,1370
2020-04-17,1342
2020-04-18,1331
2020-04-19,1273
2020-04-20,1218
2020-04-21,1202
2020-04-22,1215
2020-04-23,1236
2020-04-24,1278
2020-04-25,1252
2020-04-26,1225
2020-04-27,1187
2020-04-28,1192
2020-04-29,1230
2020-04-30,1230
2020-05-01,1292
2020-05-02,1341
2020-05-03,1311
2020-05-04,1322
2020-05-05,1294
2020-05-06,1256
2020-05-07,1242
2020-05-08,1216
2020-05-09,1212
2020-05-10,1248
2020-05-11,1221
2020-05-12,1273
2020-05-13,1279
