date_obj,Guthix%20robe%20legs price
2019-03-27,91699
2019-03-28,92072
2019-03-29,92400
2019-03-30,92400
2019-03-31,92091
2019-04-01,92803
2019-04-02,93102
2019-04-03,93036
2019-04-04,93446
2019-04-05,93765
2019-04-06,92550
2019-04-07,92877
2019-04-08,94139
2019-04-09,95026
2019-04-10,96842
2019-04-11,97416
2019-04-12,97765
2019-04-13,97224
2019-04-14,97166
2019-04-15,96389
2019-04-16,96537
2019-04-17,96980
2019-04-18,95864
2019-04-19,93626
2019-04-20,92056
2019-04-21,88214
2019-04-22,86260
2019-04-23,82402
2019-04-24,81763
2019-04-25,81429
2019-04-26,81498
2019-04-27,81737
2019-04-28,81814
2019-04-29,79678
2019-04-30,76304
2019-05-01,73864
2019-05-02,72944
2019-05-03,72572
2019-05-04,73133
2019-05-05,73963
2019-05-06,76129
2019-05-07,77175
2019-05-08,76699
2019-05-09,77179
2019-05-10,79010
2019-05-11,80739
2019-05-12,82319
2019-05-13,83550
2019-05-14,83255
2019-05-15,81056
2019-05-16,81927
2019-05-17,82561
2019-05-18,83057
2019-05-19,82856
2019-05-20,81373
2019-05-21,82219
2019-05-22,80745
2019-05-23,84647
2019-05-24,86844
2019-05-25,90436
2019-05-26,94462
2019-05-27,97687
2019-05-28,101236
2019-05-29,104516
2019-05-30,109636
2019-05-31,113312
2019-06-01,117083
2019-06-02,118990
2019-06-03,119460
2019-06-04,119156
2019-06-05,121185
2019-06-06,124628
2019-06-07,130611
2019-06-08,134258
2019-06-09,132606
2019-06-10,132606
2019-06-11,129042
2019-06-12,123440
2019-06-13,117268
2019-06-14,113324
2019-06-15,109901
2019-06-16,108129
2019-06-17,107303
2019-06-18,105949
2019-06-19,105614
2019-06-20,104924
2019-06-21,104413
2019-06-22,104983
2019-06-23,104630
2019-06-24,105408
2019-06-25,105255
2019-06-26,106187
2019-06-27,104603
2019-06-28,104603
2019-06-29,100701
2019-06-30,96471
2019-07-01,96471
2019-07-02,93458
2019-07-03,89995
2019-07-04,89995
2019-07-05,88746
2019-07-06,86672
2019-07-07,85309
2019-07-08,86255
2019-07-09,85626
2019-07-10,83047
2019-07-11,83047
2019-07-12,81802
2019-07-13,81802
2019-07-14,79780
2019-07-15,79780
2019-07-16,78875
2019-07-17,78137
2019-07-18,78181
2019-07-19,78518
2019-07-20,76933
2019-07-21,78127
2019-07-22,78652
2019-07-23,77748
2019-07-24,75349
2019-07-25,74263
2019-07-26,73264
2019-07-27,72178
2019-07-28,71650
2019-07-29,71563
2019-07-30,69667
2019-07-31,68989
2019-08-01,67519
2019-08-02,66795
2019-08-03,66452
2019-08-04,66250
2019-08-05,65651
2019-08-06,64132
2019-08-07,64536
2019-08-08,64536
2019-08-09,65939
2019-08-10,65777
2019-08-11,65435
2019-08-12,66195
2019-08-13,66195
2019-08-14,66015
2019-08-15,66093
2019-08-16,66539
2019-08-17,66539
2019-08-18,66854
2019-08-19,66499
2019-08-20,67590
2019-08-21,68185
2019-08-22,68545
2019-08-23,69690
2019-08-24,69875
2019-08-24,69875
2019-08-25,70447
2019-08-25,70447
2019-08-26,71154
2019-08-26,71154
2019-08-27,71756
2019-08-27,71756
2019-08-28,72693
2019-08-29,72131
2019-08-30,71447
2019-08-31,71447
2019-09-01,71747
2019-09-02,71747
2019-09-03,70431
2019-09-04,69014
2019-09-05,69014
2019-09-06,68273
2019-09-07,68944
2019-09-08,69084
2019-09-09,69084
2019-09-10,67966
2019-09-11,68201
2019-09-12,68776
2019-09-13,68776
2019-09-14,68663
2019-09-15,70540
2019-09-16,72604
2019-09-17,74978
2019-09-18,77218
2019-09-19,77218
2019-09-20,76594
2019-09-21,75729
2019-09-22,75650
2019-09-23,75468
2019-09-24,75468
2019-09-25,74271
2019-09-26,72074
2019-09-27,72074
2019-09-28,69323
2019-09-29,67021
2019-09-30,67787
2019-10-01,67734
2019-10-02,67734
2019-10-03,66807
2019-10-04,65433
2019-10-05,64758
2019-10-06,64386
2019-10-07,64386
2019-10-08,64570
2019-10-09,64570
2019-10-10,64564
2019-10-11,64564
2019-10-12,64177
2019-10-13,64127
2019-10-14,63282
2019-10-15,63282
2019-10-16,63056
2019-10-17,63056
2019-10-18,62013
2019-10-19,60836
2019-10-20,60836
2019-10-21,61162
2019-10-22,61690
2019-10-23,60728
2019-10-24,60728
2019-10-25,60578
2019-10-26,60983
2019-10-27,60032
2019-10-28,59871
2019-10-29,59871
2019-10-30,59651
2019-10-31,58772
2019-11-01,58453
2019-11-02,58250
2019-11-03,58382
2019-11-04,58552
2019-11-05,58552
2019-11-06,58257
2019-11-07,58390
2019-11-08,58369
2019-11-09,57893
2019-11-10,57753
2019-11-11,57484
2019-11-12,57484
2019-11-13,58147
2019-11-14,57627
2019-11-15,58027
2019-11-16,59545
2019-11-17,59545
2019-11-18,59346
2019-11-19,59346
2019-11-20,60327
2019-11-21,60327
2019-11-22,61969
2019-11-23,63443
2019-11-24,64280
2019-11-25,64305
2019-11-26,64601
2019-11-27,64601
2019-11-28,65374
2019-11-29,65374
2019-11-30,65805
2019-12-01,66349
2019-12-02,66943
2019-12-03,67814
2019-12-04,70890
2019-12-05,70890
2019-12-06,72095
2019-12-07,74279
2019-12-08,74279
2019-12-09,77434
2019-12-10,76033
2019-12-11,75863
2019-12-12,75863
2019-12-13,76543
2019-12-14,79651
2019-12-15,82992
2019-12-16,87013
2019-12-17,89581
2019-12-18,89581
2019-12-19,93151
2019-12-20,95631
2019-12-21,97365
2019-12-22,98233
2019-12-23,99372
2019-12-24,100391
2019-12-25,101778
2019-12-26,101778
2019-12-27,98266
2019-12-28,96352
2019-12-29,93914
2019-12-30,92083
2019-12-31,91484
2020-01-01,89006
2020-01-02,89240
2020-01-03,88704
2020-01-04,88096
2020-01-05,89463
2020-01-06,90036
2020-01-07,90858
2020-01-08,90858
2020-01-09,89212
2020-01-10,88899
2020-01-11,89713
2020-01-12,89424
2020-01-13,89424
2020-01-14,90033
2020-01-15,91453
2020-01-16,94312
2020-01-17,96487
2020-01-18,97489
2020-01-19,96493
2020-01-20,98880
2020-01-21,98880
2020-01-22,101497
2020-01-23,100395
2020-01-24,97762
2020-01-25,96040
2020-01-26,94812
2020-01-27,93887
2020-01-28,91592
2020-01-29,89834
2020-01-30,88247
2020-01-31,84963
2020-02-01,84350
2020-02-02,82607
2020-02-03,79633
2020-02-04,79012
2020-02-05,78949
2020-02-06,79856
2020-02-07,80326
2020-02-08,79868
2020-02-09,80804
2020-02-10,80200
2020-02-11,80744
2020-02-12,81077
2020-02-13,81077
2020-02-14,80507
2020-02-15,81791
2020-02-16,83703
2020-02-17,84178
2020-02-18,86230
2020-02-19,86726
2020-02-20,88038
2020-02-21,88038
2020-02-22,88750
2020-02-23,89636
2020-02-24,92738
2020-02-25,91891
2020-02-26,93669
2020-02-27,92460
2020-02-28,92854
2020-02-29,92854
2020-03-01,92346
2020-03-02,93749
2020-03-03,94216
2020-03-04,94216
2020-03-05,97344
2020-03-06,96386
2020-03-07,96512
2020-03-08,96030
2020-03-09,94225
2020-03-10,96664
2020-03-11,99516
2020-03-12,100305
2020-03-13,100424
2020-03-14,99649
2020-03-15,99444
2020-03-16,99428
2020-03-17,100551
2020-03-18,101154
2020-03-19,101698
2020-03-20,100409
2020-03-21,100216
2020-03-22,98581
2020-03-23,98051
2020-03-24,99890
2020-03-25,102271
2020-03-26,101516
2020-03-27,99157
2020-03-28,98811
2020-03-29,98708
2020-03-30,96051
2020-03-31,93586
2020-04-01,91897
2020-04-02,88225
2020-04-03,88225
2020-04-04,85449
2020-04-05,84614
2020-04-06,83740
2020-04-07,81761
2020-04-08,81442
2020-04-09,81491
2020-04-10,81287
2020-04-11,81494
2020-04-12,80767
2020-04-13,80547
2020-04-14,82563
2020-04-15,81415
2020-04-16,81405
2020-04-17,82337
2020-04-18,82875
2020-04-19,83038
2020-04-20,82914
2020-04-21,82702
2020-04-22,82936
2020-04-23,81431
2020-04-24,80773
2020-04-25,80876
2020-04-26,81214
2020-04-27,81787
2020-04-28,82095
2020-04-29,83225
2020-04-30,84351
2020-05-01,85437
2020-05-02,85352
2020-05-03,85519
2020-05-04,85462
2020-05-05,85907
2020-05-06,87974
2020-05-07,89427
2020-05-08,87252
2020-05-09,85017
2020-05-10,84969
2020-05-11,86005
2020-05-12,87800
2020-05-13,89494
