date_obj,Musketeer%20tabard price
2019-04-11,43995
2019-04-12,46118
2019-04-13,48261
2019-04-14,50463
2019-04-15,50463
2019-04-16,52987
2019-04-17,52987
2019-04-18,55637
2019-04-19,55637
2019-04-20,58419
2019-04-21,58419
2019-04-22,61329
2019-04-23,61329
2019-04-24,64396
2019-04-25,64396
2019-04-26,67034
2019-04-27,67034
2019-04-28,69232
2019-04-29,69232
2019-04-30,72194
2019-05-01,72194
2019-05-02,75374
2019-05-03,75374
2019-05-04,78860
2019-05-05,78860
2019-05-06,82722
2019-05-07,82722
2019-05-08,86756
2019-05-09,86756
2019-05-10,90922
2019-05-11,90922
2019-05-12,94158
2019-05-13,94158
2019-05-14,98061
2019-05-15,98061
2019-05-16,102280
2019-05-17,102280
2019-05-18,107227
2019-05-19,107227
2019-05-20,112161
2019-05-21,112161
2019-05-22,112161
2019-05-23,115686
2019-05-24,115686
2019-05-25,118617
2019-05-26,118617
2019-05-27,123543
2019-05-28,123543
2019-05-29,127876
2019-05-30,127876
2019-05-31,127876
2019-06-01,128812
2019-06-02,128812
2019-06-03,125549
2019-06-04,124827
2019-06-05,124827
2019-06-06,130243
2019-06-07,130243
2019-06-08,135652
2019-06-09,135652
2019-06-10,140465
2019-06-11,140465
2019-06-12,142461
2019-06-13,142461
2019-06-14,141533
2019-06-15,141533
2019-06-16,138680
2019-06-17,138680
2019-06-18,135261
2019-06-19,135261
2019-06-20,134941
2019-06-21,134941
2019-06-22,134941
2019-06-23,128760
2019-06-24,128760
2019-06-25,123679
2019-06-26,123679
2019-06-27,119835
2019-06-28,119835
2019-06-29,119835
2019-06-30,115423
2019-07-01,115423
2019-07-02,112332
2019-07-03,112332
2019-07-04,110065
2019-07-05,110065
2019-07-06,108448
2019-07-07,108448
2019-07-08,108448
2019-07-09,107238
2019-07-10,107238
2019-07-11,102855
2019-07-12,102855
2019-07-13,100605
2019-07-14,100605
2019-07-15,98629
2019-07-16,98629
2019-07-17,98615
2019-07-18,98615
2019-07-19,100207
2019-07-20,100207
2019-07-21,101338
2019-07-22,101338
2019-07-23,100645
2019-07-24,100645
2019-07-25,100645
2019-07-26,101120
2019-07-27,101120
2019-07-28,100209
2019-07-29,100209
2019-07-30,101900
2019-07-31,101900
2019-08-01,105701
2019-08-02,105701
2019-08-03,107619
2019-08-04,107619
2019-08-05,107619
2019-08-06,107753
2019-08-07,107753
2019-08-08,107563
2019-08-09,107563
2019-08-10,107904
2019-08-11,107904
2019-08-12,106995
2019-08-13,106995
2019-08-14,106995
2019-08-15,106828
2019-08-16,106828
2019-08-17,103946
2019-08-18,103946
2019-08-19,105834
2019-08-20,105834
2019-08-21,105834
2019-08-22,101288
2019-08-23,101288
2019-08-24,101288
2019-08-24,101288
2019-08-25,96965
2019-08-25,96965
2019-08-26,96965
2019-08-26,96965
2019-08-27,94132
2019-08-27,94132
2019-08-28,94132
2019-08-29,94132
2019-08-30,90037
2019-08-31,90037
2019-09-01,86138
2019-09-02,86138
2019-09-03,82500
2019-09-04,82500
2019-09-05,78756
2019-09-06,78756
2019-09-07,75065
2019-09-08,75065
2019-09-09,71725
2019-09-10,71725
2019-09-11,68138
2019-09-12,68138
2019-09-13,68138
2019-09-14,65269
2019-09-15,65269
2019-09-16,62407
2019-09-17,62407
2019-09-18,59438
2019-09-19,59438
2019-09-20,59438
2019-09-21,56466
2019-09-22,56466
2019-09-23,53642
2019-09-24,53642
2019-09-25,53642
2019-09-26,51003
2019-09-27,51003
2019-09-28,48539
2019-09-29,48539
2019-09-30,48539
2019-10-01,46211
2019-10-02,46211
2019-10-03,46211
2019-10-04,44025
2019-10-05,44025
2019-10-06,43221
2019-10-07,43221
2019-10-08,42711
2019-10-09,42711
2019-10-10,44102
2019-10-11,44102
2019-10-12,44102
2019-10-13,45281
2019-10-14,45281
2019-10-15,45281
2019-10-16,44768
2019-10-17,44768
2019-10-18,44768
2019-10-19,45526
2019-10-20,45526
2019-10-21,45526
2019-10-22,45981
2019-10-23,45981
2019-10-24,45981
2019-10-25,45134
2019-10-26,45134
2019-10-27,44133
2019-10-28,44133
2019-10-29,44133
2019-10-30,45725
2019-10-31,45725
2019-11-01,45725
2019-11-02,47820
2019-11-03,47820
2019-11-04,48950
2019-11-05,48950
2019-11-06,48950
2019-11-07,51161
2019-11-08,51161
2019-11-09,52830
2019-11-10,52830
2019-11-11,54687
2019-11-12,54687
2019-11-13,54687
2019-11-14,56028
2019-11-15,56028
2019-11-16,56516
2019-11-17,56516
2019-11-18,56516
2019-11-19,58824
2019-11-20,58824
2019-11-21,58824
2019-11-22,60763
2019-11-23,60763
2019-11-24,63587
2019-11-25,63587
2019-11-26,65798
2019-11-27,65798
2019-11-28,65798
2019-11-29,67021
2019-11-30,67021
2019-12-01,67021
2019-12-02,69673
2019-12-03,69673
2019-12-04,71893
2019-12-05,71893
2019-12-06,71893
2019-12-07,72394
2019-12-08,72394
2019-12-09,71334
2019-12-10,71334
2019-12-11,71334
2019-12-12,73724
2019-12-13,73724
2019-12-14,73724
2019-12-15,73778
2019-12-16,73778
2019-12-17,74415
2019-12-18,74415
2019-12-19,74415
2019-12-20,76146
2019-12-21,76146
2019-12-22,78195
2019-12-23,78195
2019-12-24,78195
2019-12-25,79366
2019-12-26,79366
2019-12-27,79366
2019-12-28,81942
2019-12-29,81942
2019-12-30,81942
2019-12-31,84132
2020-01-01,84132
2020-01-02,86396
2020-01-03,86396
2020-01-04,86396
2020-01-05,87894
2020-01-06,87894
2020-01-07,87305
2020-01-08,87305
2020-01-09,87305
2020-01-10,84582
2020-01-11,84582
2020-01-12,86598
2020-01-13,86598
2020-01-14,86598
2020-01-15,88584
2020-01-16,88584
2020-01-17,88379
2020-01-18,88379
2020-01-19,88359
2020-01-20,88359
2020-01-21,88359
2020-01-22,88083
2020-01-23,88083
2020-01-24,90976
2020-01-25,90976
2020-01-26,92169
2020-01-27,92169
2020-01-28,90473
2020-01-29,90473
2020-01-30,86509
2020-01-31,86509
2020-02-01,86015
2020-02-02,86015
2020-02-03,87924
2020-02-04,87924
2020-02-05,88698
2020-02-06,88698
2020-02-07,88724
2020-02-08,88724
2020-02-09,87619
2020-02-10,88859
2020-02-11,88859
2020-02-12,88189
2020-02-13,88189
2020-02-14,89831
2020-02-15,89831
2020-02-16,87978
2020-02-17,87978
2020-02-18,90537
2020-02-19,90537
2020-02-20,92289
2020-02-21,92289
2020-02-22,92289
2020-02-23,92915
2020-02-24,92915
2020-02-25,94007
2020-02-26,94007
2020-02-27,93664
2020-02-28,93664
2020-02-29,89957
2020-03-01,89957
2020-03-02,85459
2020-03-03,85459
2020-03-04,81391
2020-03-05,81391
2020-03-06,77815
2020-03-07,77815
2020-03-08,77815
2020-03-09,74943
2020-03-10,74943
2020-03-11,75899
2020-03-12,75899
2020-03-13,75929
2020-03-14,75929
2020-03-15,77176
2020-03-16,77176
2020-03-17,77777
2020-03-18,77777
2020-03-19,75533
2020-03-20,75533
2020-03-21,73198
2020-03-22,72004
2020-03-23,72004
2020-03-24,71884
2020-03-25,71884
2020-03-26,71624
2020-03-27,71624
2020-03-28,70846
2020-03-29,69163
2020-03-30,69163
2020-03-31,68394
2020-04-01,67452
2020-04-02,65029
2020-04-03,65029
2020-04-04,62118
2020-04-05,62118
2020-04-06,59074
2020-04-07,59074
2020-04-08,56294
2020-04-09,56294
2020-04-10,55142
2020-04-11,53163
2020-04-12,53163
2020-04-13,51134
2020-04-14,51134
2020-04-15,49420
2020-04-16,49420
2020-04-17,48476
2020-04-18,46591
2020-04-19,44902
2020-04-20,44902
2020-04-21,43791
2020-04-22,43325
2020-04-23,43325
2020-04-24,43685
2020-04-25,43685
2020-04-26,43816
2020-04-27,42689
2020-04-28,44424
2020-04-29,44424
2020-04-30,46279
2020-05-01,46279
2020-05-02,47056
2020-05-03,47810
2020-05-04,47810
2020-05-05,49766
2020-05-06,50906
2020-05-07,50906
2020-05-08,51608
2020-05-09,50696
2020-05-10,50696
2020-05-11,49960
2020-05-12,49960
2020-05-13,49215
