date_obj,Guthan's%20chainskirt price
2017-01-19,482598
2017-01-20,483886
2017-01-21,479095
2017-01-22,466258
2017-01-23,459923
2017-01-27,445176
2017-01-28,443192
2017-01-29,427703
2017-01-30,427703
2017-01-31,433916
2017-02-01,445489
2017-02-02,432519
2017-02-03,435196
2017-02-04,444315
2017-02-05,431978
2017-02-06,435582
2017-02-07,427326
2017-02-08,424901
2017-02-09,424901
2017-02-10,419792
2017-02-11,427980
2017-02-12,427980
2017-02-13,429845
2017-02-14,436048
2017-02-15,436048
2017-02-16,446841
2017-02-18,457490
2017-02-19,469103
2017-02-20,458575
2017-02-21,456777
2017-02-22,456777
2017-02-23,443207
2017-02-24,443207
2017-02-25,421514
2017-02-26,402396
2017-02-27,395319
2017-02-28,413124
2017-03-01,432732
2017-03-02,447197
2017-03-03,447197
2017-03-04,468472
2017-03-05,491896
2017-03-06,516295
2017-03-07,542110
2017-03-08,542110
2017-03-09,557963
2017-03-10,544638
2017-03-11,541773
2017-03-12,541773
2017-03-13,527271
2017-03-14,506844
2017-03-15,491799
2017-03-16,474857
2017-03-17,452936
2017-03-18,445086
2017-03-19,424929
2017-03-20,413689
2017-03-21,421561
2017-03-22,425530
2017-03-23,440875
2017-03-24,461604
2017-03-25,461604
2017-03-26,483584
2017-03-27,503197
2017-03-28,503608
2017-03-29,494733
2017-03-30,492123
2017-03-31,506689
2017-04-01,506689
2017-04-02,497846
2017-04-03,486317
2017-04-04,468836
2017-04-12,488979
2017-04-13,488463
2017-04-14,503338
2017-04-15,506102
2017-04-16,523484
2017-04-17,549519
2017-04-18,562985
2017-04-19,585425
2017-04-20,606790
2017-04-21,630416
2017-04-22,630416
2017-04-23,661937
2017-04-24,681440
2017-04-25,704356
2017-04-26,704356
2017-04-27,704330
2017-04-28,713033
2017-04-29,729449
2017-04-30,732947
2017-05-01,742970
2017-05-02,748004
2017-05-03,767625
2017-05-04,796157
2017-05-05,811592
2017-05-06,851280
2017-05-07,878637
2017-05-08,862777
2017-05-09,844527
2017-05-10,815379
2017-05-11,815379
2017-05-12,779856
2017-05-13,742970
2017-05-14,742970
2017-05-15,719599
2017-05-16,717107
2017-05-17,717107
2017-05-18,699150
2017-05-19,699150
2017-05-20,696410
2017-05-21,696410
2017-05-22,724788
2017-05-23,733674
2017-05-24,736604
2017-05-25,727044
2017-05-26,694120
2017-05-27,707343
2017-05-28,713694
2017-05-29,734625
2017-05-30,728677
2017-05-31,714287
2017-06-01,699431
2017-06-02,714070
2017-06-03,714070
2017-06-04,732513
2017-06-05,741334
2017-06-06,728665
2017-06-07,693079
2017-06-08,693079
2017-06-09,658553
2017-06-10,626821
2017-06-11,630308
2017-06-12,612166
2017-06-13,631839
2017-06-14,659882
2017-06-15,673665
2017-06-16,688535
2017-06-17,694545
2017-06-18,689577
2017-06-19,689577
2017-06-20,669701
2017-06-21,673690
2017-06-22,673690
2017-06-23,671029
2017-06-24,692633
2017-06-25,717503
2017-06-26,702636
2017-06-27,697425
2017-06-28,687612
2017-06-29,701265
2017-06-30,711232
2017-07-01,711232
2017-07-02,707951
2017-07-03,695019
2017-07-04,682776
2017-07-05,682776
2017-07-06,680768
2017-07-07,680768
2017-07-08,702765
2017-07-13,737747
2017-07-14,717667
2017-07-15,717667
2017-07-16,700803
2017-07-17,723481
2017-07-18,736988
2017-07-19,741905
2017-07-20,770230
2017-07-21,808742
2017-07-22,847988
2017-07-23,873152
2017-07-24,873152
2017-07-25,851961
2017-07-26,846944
2017-07-27,866160
2017-07-28,887151
2017-07-29,887151
2017-07-30,874751
2017-07-31,874751
2017-08-01,855193
2017-08-02,842812
2017-08-03,820338
2017-08-04,820338
2017-08-05,800486
2017-08-06,800486
2017-08-09,792075
2017-08-10,776611
2017-08-11,793193
2017-08-12,810084
2017-08-13,795974
2017-08-14,795751
2017-08-15,792116
2017-08-16,801681
2017-08-17,791605
2017-08-18,791605
2017-08-19,789059
2017-08-20,795495
2017-08-21,814517
2017-08-22,807816
2017-08-23,807816
2017-08-24,787689
2017-08-25,787689
2017-08-26,788251
2017-08-27,813002
2017-08-28,813002
2017-08-29,808567
2017-08-30,801337
2017-08-31,786265
2017-09-01,786265
2017-09-02,788165
2017-09-03,788165
2017-09-04,800428
2017-09-05,806318
2017-09-06,795727
2017-09-07,775000
2017-09-08,775000
2017-09-09,761653
2017-09-10,761591
2017-09-11,761591
2017-09-12,773299
2017-09-13,754694
2017-09-14,766265
2017-09-15,766265
2017-09-16,771138
2017-09-17,778177
2017-09-18,778177
2017-09-19,764738
2017-09-20,757698
2017-09-21,738202
2017-09-22,737641
2017-09-23,737641
2017-09-24,766152
2017-09-25,775976
2017-09-26,767799
2017-09-27,767799
2017-09-28,741415
2017-09-29,724308
2017-09-30,704996
2017-10-01,689124
2017-10-02,680769
2017-10-03,680769
2017-10-04,663931
2017-10-05,672724
2017-10-06,673941
2017-10-07,679952
2017-10-08,685053
2017-10-09,678769
2017-10-10,666740
2017-10-11,666740
2017-10-12,662787
2017-10-13,669254
2017-10-14,694479
2017-10-15,694479
2017-10-16,706926
2017-10-17,706926
2017-10-18,688628
2017-10-19,672921
2017-10-20,677719
2017-10-21,698331
2017-10-22,705626
2017-10-23,701948
2017-10-24,701948
2017-10-25,685387
2017-10-26,719657
2017-10-27,754206
2017-10-28,754206
2017-10-29,788258
2017-10-30,784027
2017-10-31,784785
2017-11-01,784785
2017-11-02,748247
2017-11-03,732194
2017-11-04,712364
2017-11-05,689254
2017-11-06,675405
2017-11-07,675405
2017-11-08,660156
2017-11-09,665178
2017-11-10,655854
2017-11-11,644594
2017-11-12,655143
2017-11-13,638179
2017-11-14,638179
2017-11-15,626227
2017-11-16,612621
2017-11-17,613379
2017-11-18,613379
2017-11-19,623267
2017-11-20,620184
2017-11-21,620363
2017-11-22,620851
2017-11-23,640396
2017-11-24,628282
2017-11-25,622536
2017-11-26,620960
2017-11-27,620960
2017-11-28,608924
2017-11-29,596664
2017-11-30,596664
2017-12-01,586015
2017-12-02,586015
2017-12-03,575530
2017-12-04,575530
2017-12-05,555793
2017-12-06,537820
2017-12-07,538782
2017-12-08,538782
2017-12-09,537683
2017-12-10,552257
2017-12-11,552275
2017-12-12,557166
2017-12-13,556381
2017-12-14,547865
2017-12-15,554630
2017-12-16,554630
2017-12-17,560945
2017-12-18,552574
2017-12-19,552574
2017-12-20,546763
2017-12-21,568463
2017-12-22,568629
2017-12-23,553956
2017-12-24,578488
2017-12-25,603234
2017-12-26,606234
2017-12-27,612969
2017-12-28,612969
2017-12-29,605628
2017-12-30,608318
2017-12-31,608318
2018-01-01,600088
2018-01-02,585302
2018-01-03,560339
2018-01-04,532322
2018-01-05,512346
2018-01-06,536176
2018-01-07,557642
2018-01-08,564957
2018-01-09,550388
2018-01-10,550388
2018-01-11,533444
2018-01-12,545317
2018-01-13,557505
2018-01-14,567462
2018-01-15,553858
2018-01-16,528395
2018-01-17,511961
2018-01-18,496149
2018-01-19,496149
2018-01-20,503279
2018-01-21,522613
2018-01-22,526826
2018-01-23,537355
2018-01-25,531270
2018-01-26,518765
2018-01-27,503185
2018-01-28,504944
2018-01-29,501288
2018-01-30,513128
2018-01-31,513449
2018-02-01,514523
2018-02-02,505132
2018-02-03,492168
2018-02-04,496651
2018-02-05,494068
2018-02-06,497659
2018-02-07,511177
2018-02-08,515426
2018-02-09,514820
2018-02-10,500772
2018-02-11,504186
2018-02-12,516924
2018-02-13,535495
2018-02-14,544297
2018-02-15,562030
2018-02-16,572379
2018-02-17,586444
2018-02-18,593260
2018-02-19,604687
2018-02-20,615949
2018-02-21,644554
2018-02-22,645077
2018-02-23,631625
2018-02-24,600043
2018-02-25,570040
2018-02-26,547515
2018-02-27,530701
2018-02-28,533357
2018-03-01,530799
2018-03-02,539907
2018-03-03,537279
2018-03-04,533041
2018-03-05,531021
2018-03-06,541278
2018-03-07,533496
2018-03-08,534756
2018-03-09,540832
2018-03-10,548310
2018-03-11,547569
2018-03-12,557616
2018-03-13,559812
2018-03-14,554774
2018-03-15,548639
2018-03-16,549353
2018-03-17,553182
2018-03-18,568953
2018-03-19,575698
2018-03-20,584533
2018-03-21,585399
2018-03-23,573028
2018-03-24,594754
2018-03-25,608673
2018-03-26,614536
2018-03-27,619152
2018-03-28,617140
2018-03-29,609212
2018-03-30,611174
2018-03-31,616609
2018-04-01,607602
2018-04-02,602759
2018-04-03,585286
2018-04-04,596476
2018-04-05,598032
2018-04-06,587233
2018-04-07,590437
2018-04-08,593067
2018-04-09,582545
2018-04-10,557896
2018-04-11,554518
2018-04-12,542983
2018-04-13,553601
2018-04-14,571753
2018-04-15,587601
2018-04-16,578232
2018-04-17,591826
2018-04-18,616436
2018-04-19,598791
2018-04-20,594409
2018-04-21,577476
2018-04-22,570863
2018-04-23,550300
2018-04-24,556394
2018-04-25,539804
2018-04-26,533025
2018-04-27,532340
2018-04-28,543628
2018-04-29,549178
2018-04-30,541667
2018-05-01,531690
2018-05-03,516431
2018-05-04,516933
2018-05-05,527715
2018-05-06,527715
2018-05-07,529706
2018-05-08,522909
2018-05-09,511987
2018-05-10,508294
2018-05-11,502584
2018-05-12,491931
2018-05-13,489218
2018-05-14,492945
2018-05-15,498977
2018-05-16,500073
2018-05-17,501264
2018-05-18,505912
2018-05-19,507639
2018-05-20,510819
2018-05-21,511723
2018-05-22,520687
2018-05-23,515764
2018-05-24,513793
2018-05-25,527635
2018-05-26,532834
2018-05-27,535108
2018-05-28,528289
2018-05-29,527520
2018-05-30,523083
2018-05-31,529387
2018-06-01,533629
2018-06-02,531458
2018-06-03,535080
2018-06-04,541680
2018-06-05,549119
2018-06-06,548215
2018-06-07,520804
2018-06-08,496739
2018-06-09,476173
2018-06-10,452383
2018-06-11,452423
2018-06-12,454419
2018-06-13,464285
2018-06-14,442892
2018-06-15,434980
2018-06-16,454060
2018-06-17,447867
2018-06-18,431259
2018-06-19,420131
2018-06-20,420131
2018-06-21,418132
2018-06-22,422865
2018-06-23,430968
2018-06-24,434189
2018-06-25,442617
2018-06-26,438315
2018-06-27,437222
2018-06-28,437994
2018-06-29,435288
2018-06-30,426500
2018-07-01,424559
2018-07-02,425594
2018-07-03,423315
2018-07-04,417531
2018-07-05,423847
2018-07-06,432028
2018-07-07,436533
2018-07-08,431781
2018-07-09,435246
2018-07-10,436571
2018-07-11,425700
2018-07-12,416296
2018-07-13,415892
2018-07-14,411998
2018-07-15,421902
2018-07-16,416024
2018-07-17,422056
2018-07-18,414629
2018-07-19,403464
2018-07-20,397686
2018-07-21,392776
2018-07-22,389088
2018-07-23,396034
2018-07-24,402508
2018-07-25,410193
2018-07-26,405387
2018-07-27,409619
2018-07-28,408906
2018-07-29,404638
2018-07-30,407670
2018-07-31,408773
2018-08-01,408684
2018-08-02,403890
2018-08-03,396521
2018-08-04,384934
2018-08-05,393308
2018-08-06,395480
2018-08-07,390446
2018-08-08,384518
2018-08-09,381280
2018-08-10,377399
2018-08-11,373002
2018-08-12,363683
2018-08-14,353129
2018-08-16,337988
2018-08-17,330852
2018-08-18,341957
2018-08-19,336319
2018-08-20,344938
2018-08-21,351276
2018-08-22,357478
2018-08-23,354874
2018-08-24,349238
2018-08-25,352079
2018-08-26,361303
2018-08-27,376236
2018-08-28,385657
2018-08-29,377725
2018-08-30,389678
2018-08-31,401835
2018-09-01,418013
2018-09-02,429599
2018-09-03,445047
2018-09-04,443425
2018-09-05,427944
2018-09-06,434177
2018-09-07,430906
2018-09-08,441191
2018-09-09,446766
2018-09-10,457905
2018-09-11,454955
2018-09-12,452752
2018-09-13,461523
2018-09-14,480470
2018-09-15,499490
2018-09-16,517710
2018-09-17,529015
2018-09-18,551442
2018-09-19,554240
2018-09-20,563399
2018-09-21,557399
2018-09-22,563675
2018-09-23,590546
2018-09-24,613255
2018-09-25,612292
2018-09-26,614359
2018-09-27,612648
2018-09-28,615143
2018-09-29,610890
2018-09-30,633670
2018-10-01,619787
2018-10-02,617904
2018-10-03,611176
2018-10-04,609065
2018-10-05,626086
2018-10-06,631763
2018-10-07,632913
2018-10-08,637812
2018-10-09,649682
2018-10-10,663035
2018-10-11,668363
2018-10-12,695849
2018-10-13,678734
2018-10-14,687462
2018-10-15,692778
2018-10-16,707173
2018-10-17,713771
2018-10-18,688769
2018-10-19,700376
2018-10-20,708308
2018-10-21,714032
2018-10-22,719414
2018-10-23,718316
2018-10-24,713482
2018-10-25,710789
2018-10-26,745676
2018-10-27,743527
2018-10-28,771569
2018-10-29,768096
2018-10-30,800174
2018-10-31,824184
2018-11-01,851835
2018-11-03,857163
2018-11-04,876242
2018-11-05,875918
2018-11-06,880551
2018-11-07,904505
2018-11-08,892297
2018-11-09,882120
2018-11-10,878697
2018-11-11,898533
2018-11-12,925752
2018-11-13,937070
2018-11-14,937606
2018-11-15,917281
2018-11-16,893157
2018-11-17,886611
2018-11-18,863067
2018-11-19,852976
2018-11-20,822167
2018-11-21,784482
2018-11-22,762981
2018-11-23,750645
2018-11-24,723665
2018-11-25,703982
2018-11-26,695752
2018-11-27,696334
2018-11-28,685752
2018-11-29,675566
2018-12-01,701687
2018-12-02,698850
2018-12-03,731171
2018-12-04,729571
2018-12-05,723904
2018-12-07,730323
2018-12-09,788667
2018-12-10,823695
2018-12-11,840674
2018-12-12,824455
2018-12-13,811822
2018-12-14,794831
2018-12-15,787103
2018-12-16,786063
2018-12-17,803388
2018-12-18,802311
2018-12-19,793135
2018-12-20,796455
2018-12-21,797270
2018-12-22,798006
2018-12-23,834764
2018-12-24,870906
2018-12-25,873096
2018-12-26,882325
2018-12-27,908298
2018-12-28,902620
2018-12-29,892041
2018-12-30,870381
2018-12-31,861659
2019-01-01,875550
2019-01-02,887289
2019-01-03,881520
2019-01-04,881357
2019-01-05,884344
2019-01-06,888815
2019-01-08,888050
2019-01-10,847304
2019-01-11,811904
2019-01-12,824577
2019-01-13,844712
2019-01-14,873011
2019-01-15,882903
2019-01-16,909662
2019-01-17,910914
2019-01-18,905789
2019-01-19,895515
2019-01-20,879922
2019-01-21,886077
2019-01-22,885939
2019-01-23,887235
2019-01-24,870317
2019-01-25,866144
2019-01-26,868712
2019-01-27,856906
2019-01-28,845534
2019-01-29,835287
2019-01-30,825486
2019-01-31,820700
2019-02-01,801894
2019-02-02,807871
2019-02-03,833849
2019-02-04,821854
2019-02-05,842379
2019-02-06,853561
2019-02-07,823356
2019-02-08,789535
2019-02-09,800458
2019-02-10,798124
2019-02-11,785330
2019-02-12,762467
2019-02-13,738795
2019-02-14,729534
2019-02-15,709883
2019-02-16,702096
2019-02-17,708529
2019-02-18,715809
2019-02-19,725259
2019-02-20,723801
2019-02-21,713556
2019-02-22,700560
2019-02-23,704534
2019-02-24,739761
2019-02-25,755692
2019-02-26,764603
2019-02-27,756080
2019-02-28,734313
2019-03-01,710339
2019-03-02,711402
2019-03-03,711945
2019-03-04,703661
2019-03-05,699631
2019-03-06,716198
2019-03-07,714783
2019-03-08,718918
2019-03-09,741743
2019-03-10,739179
2019-03-11,739640
2019-03-12,749028
2019-03-13,749438
2019-03-14,736490
2019-03-15,703604
2019-03-16,707032
2019-03-17,689266
2019-03-18,684503
2019-03-19,677686
2019-03-20,692530
2019-03-21,698001
2019-03-22,696273
2019-03-23,708666
2019-03-24,738055
2019-03-25,747368
2019-03-26,743749
