date_obj,Mithril%20platebody price
2019-04-08,2796
2019-04-09,2814
2019-04-10,2827
2019-04-11,2798
2019-04-12,2796
2019-04-13,2753
2019-04-14,2787
2019-04-15,2795
2019-04-16,2811
2019-04-17,2782
2019-04-18,2756
2019-04-19,2734
2019-04-20,2776
2019-04-21,2787
2019-04-22,2797
2019-04-23,2796
2019-04-24,2813
2019-04-25,2817
2019-04-26,2817
2019-04-27,2794
2019-04-28,2785
2019-04-29,2807
2019-04-30,2794
2019-05-01,2805
2019-05-02,2814
2019-05-03,2780
2019-05-04,2751
2019-05-05,2759
2019-05-06,2782
2019-05-07,2807
2019-05-08,2819
2019-05-09,2818
2019-05-10,2791
2019-05-11,2786
2019-05-12,2763
2019-05-13,2783
2019-05-14,2747
2019-05-15,2785
2019-05-16,2796
2019-05-17,2779
2019-05-18,2770
2019-05-19,2782
2019-05-20,2766
2019-05-21,2770
2019-05-22,2779
2019-05-23,2774
2019-05-24,2752
2019-05-25,2723
2019-05-26,2760
2019-05-27,2784
2019-05-28,2770
2019-05-29,2808
2019-05-30,2796
2019-05-31,2784
2019-06-01,2760
2019-06-02,2787
2019-06-03,2762
2019-06-04,2788
2019-06-05,2790
2019-06-06,2766
2019-06-07,2782
2019-06-08,2781
2019-06-09,2776
2019-06-10,2714
2019-06-11,2781
2019-06-12,2768
2019-06-13,2804
2019-06-14,2807
2019-06-15,2796
2019-06-16,2751
2019-06-17,2741
2019-06-18,2774
2019-06-19,2755
2019-06-20,2763
2019-06-21,2754
2019-06-22,2761
2019-06-23,2768
2019-06-24,2780
2019-06-25,2778
2019-06-26,2770
2019-06-27,2770
2019-06-28,2773
2019-06-29,2778
2019-06-30,2783
2019-07-01,2797
2019-07-02,2804
2019-07-03,2811
2019-07-04,2803
2019-07-05,2794
2019-07-06,2806
2019-07-07,2771
2019-07-08,2758
2019-07-09,2786
2019-07-10,2779
2019-07-11,2803
2019-07-12,2799
2019-07-13,2776
2019-07-14,2790
2019-07-15,2795
2019-07-16,2812
2019-07-17,2814
2019-07-18,2800
2019-07-19,2810
2019-07-20,2789
2019-07-21,2781
2019-07-22,2807
2019-07-23,2780
2019-07-24,2710
2019-07-25,2746
2019-07-26,2758
2019-07-27,2727
2019-07-28,2708
2019-07-29,2717
2019-07-30,2735
2019-07-31,2738
2019-08-01,2717
2019-08-02,2731
2019-08-03,2705
2019-08-04,2694
2019-08-05,2670
2019-08-06,2675
2019-08-07,2695
2019-08-08,2703
2019-08-09,2664
2019-08-10,2658
2019-08-11,2602
2019-08-12,2646
2019-08-13,2663
2019-08-14,2699
2019-08-15,2697
2019-08-16,2701
2019-08-17,2689
2019-08-18,2711
2019-08-19,2699
2019-08-20,2686
2019-08-21,2722
2019-08-22,2720
2019-08-23,2731
2019-08-24,2719
2019-08-24,2719
2019-08-25,2680
2019-08-25,2680
2019-08-26,2692
2019-08-26,2692
2019-08-27,2716
2019-08-27,2716
2019-08-28,2752
2019-08-29,2740
2019-08-30,2726
2019-08-31,2699
2019-09-01,2681
2019-09-02,2667
2019-09-03,2681
2019-09-04,2719
2019-09-05,2730
2019-09-06,2747
2019-09-07,2742
2019-09-08,2707
2019-09-09,2748
2019-09-10,2756
2019-09-11,2752
2019-09-12,2763
2019-09-13,2767
2019-09-14,2771
2019-09-15,2740
2019-09-16,2760
2019-09-17,2772
2019-09-18,2770
2019-09-19,2773
2019-09-20,2754
2019-09-21,2771
2019-09-22,2758
2019-09-23,2745
2019-09-24,2741
2019-09-25,2740
2019-09-26,2732
2019-09-27,2681
2019-09-28,2677
2019-09-29,2634
2019-09-30,2672
2019-10-01,2677
2019-10-02,2651
2019-10-03,2600
2019-10-04,2587
2019-10-05,2605
2019-10-06,2613
2019-10-07,2618
2019-10-08,2648
2019-10-09,2666
2019-10-10,2664
2019-10-11,2651
2019-10-12,2647
2019-10-13,2621
2019-10-14,2641
2019-10-15,2661
2019-10-16,2680
2019-10-17,2648
2019-10-18,2688
2019-10-19,2672
2019-10-20,2661
2019-10-21,2685
2019-10-22,2678
2019-10-23,2690
2019-10-24,2680
2019-10-25,2696
2019-10-26,2671
2019-10-27,2684
2019-10-28,2668
2019-10-29,2670
2019-10-30,2695
2019-10-31,2707
2019-11-01,2703
2019-11-02,2687
2019-11-03,2667
2019-11-04,2687
2019-11-05,2705
2019-11-06,2695
2019-11-07,2675
2019-11-08,2664
2019-11-09,2676
2019-11-10,2683
2019-11-11,2675
2019-11-12,2653
2019-11-13,2647
2019-11-14,2680
2019-11-15,2680
2019-11-16,2689
2019-11-17,2645
2019-11-18,2676
2019-11-19,2690
2019-11-20,2688
2019-11-21,2695
2019-11-22,2706
2019-11-23,2686
2019-11-24,2691
2019-11-25,2694
2019-11-26,2706
2019-11-27,2700
2019-11-28,2677
2019-11-29,2670
2019-11-30,2630
2019-12-01,2622
2019-12-02,2637
2019-12-03,2646
2019-12-04,2674
2019-12-05,2659
2019-12-06,2672
2019-12-07,2664
2019-12-08,2663
2019-12-09,2630
2019-12-10,2614
2019-12-11,2623
2019-12-12,2641
2019-12-13,2671
2019-12-14,2626
2019-12-15,2614
2019-12-16,2643
2019-12-17,2650
2019-12-18,2643
2019-12-19,2640
2019-12-20,2645
2019-12-21,2650
2019-12-22,2659
2019-12-23,2628
2019-12-24,2653
2019-12-25,2645
2019-12-26,2642
2019-12-27,2664
2019-12-28,2663
2019-12-29,2648
2019-12-30,2657
2019-12-31,2668
2020-01-01,2649
2020-01-02,2643
2020-01-03,2611
2020-01-04,2595
2020-01-05,2585
2020-01-06,2582
2020-01-07,2619
2020-01-08,2613
2020-01-09,2635
2020-01-10,2651
2020-01-11,2640
2020-01-12,2634
2020-01-13,2648
2020-01-14,2650
2020-01-15,2677
2020-01-16,2670
2020-01-17,2670
2020-01-18,2673
2020-01-19,2682
2020-01-20,2683
2020-01-21,2681
2020-01-22,2672
2020-01-23,2675
2020-01-24,2676
2020-01-25,2638
2020-01-26,2629
2020-01-27,2650
2020-01-28,2672
2020-01-29,2670
2020-01-30,2671
2020-01-31,2649
2020-02-01,2660
2020-02-02,2658
2020-02-03,2655
2020-02-04,2671
2020-02-05,2673
2020-02-06,2664
2020-02-07,2672
2020-02-08,2651
2020-02-09,2648
2020-02-10,2650
2020-02-11,2641
2020-02-12,2665
2020-02-13,2650
2020-02-14,2651
2020-02-15,2612
2020-02-16,2602
2020-02-17,2639
2020-02-18,2644
2020-02-19,2665
2020-02-20,2660
2020-02-21,2660
2020-02-22,2660
2020-02-23,2654
2020-02-24,2668
2020-02-25,2660
2020-02-26,2679
2020-02-27,2676
2020-02-28,2665
2020-02-29,2655
2020-03-01,2650
2020-03-02,2672
2020-03-03,2682
2020-03-04,2690
2020-03-05,2686
2020-03-06,2690
2020-03-07,2699
2020-03-08,2678
2020-03-09,2697
2020-03-10,2706
2020-03-11,2709
2020-03-12,2702
2020-03-13,2714
2020-03-14,2688
2020-03-15,2659
2020-03-16,2693
2020-03-17,2653
2020-03-18,2659
2020-03-19,2644
2020-03-20,2680
2020-03-21,2672
2020-03-22,2668
2020-03-23,2662
2020-03-24,2677
2020-03-25,2662
2020-03-26,2692
2020-03-27,2687
2020-03-28,2677
2020-03-29,2681
2020-03-30,2693
2020-03-31,2698
2020-04-01,2696
2020-04-02,2697
2020-04-03,2698
2020-04-04,2701
2020-04-05,2687
2020-04-06,2700
2020-04-07,2686
2020-04-08,2694
2020-04-09,2656
2020-04-10,2662
2020-04-11,2679
2020-04-12,2649
2020-04-13,2617
2020-04-14,2683
2020-04-15,2693
2020-04-16,2700
2020-04-17,2694
2020-04-18,2688
2020-04-19,2702
2020-04-20,2707
2020-04-21,2713
2020-04-22,2713
2020-04-23,2716
2020-04-24,2720
2020-04-25,2702
2020-04-26,2705
2020-04-27,2726
2020-04-28,2725
2020-04-29,2695
2020-04-30,2721
2020-05-01,2728
2020-05-02,2718
2020-05-03,2723
2020-05-04,2720
2020-05-05,2728
2020-05-06,2733
2020-05-07,2743
2020-05-08,2736
2020-05-09,2731
2020-05-10,2727
2020-05-11,2710
2020-05-12,2718
2020-05-13,2715
