date_obj,Karil's%20crossbow price
2018-10-08,152200
2018-10-09,153242
2018-10-10,152729
2018-10-11,154736
2018-10-12,156854
2018-10-13,154124
2018-10-14,152283
2018-10-15,148406
2018-10-16,146956
2018-10-17,149507
2018-10-18,149226
2018-10-19,146881
2018-10-20,147877
2018-10-21,147797
2018-10-22,147646
2018-10-23,147753
2018-10-24,148330
2018-10-25,148050
2018-10-26,149181
2018-10-27,152953
2018-10-28,152127
2018-10-29,148254
2018-10-30,149191
2018-10-31,149722
2018-11-01,151057
2018-11-03,153299
2018-11-04,153471
2018-11-05,158430
2018-11-06,166266
2018-11-07,172248
2018-11-08,178340
2018-11-09,185122
2018-11-10,188432
2018-11-11,196246
2018-11-12,200838
2018-11-13,194188
2018-11-14,186388
2018-11-15,181937
2018-11-16,174701
2018-11-17,167164
2018-11-18,162891
2018-11-19,158699
2018-11-20,157416
2018-11-21,154516
2018-11-22,154122
2018-11-23,161274
2018-11-24,163630
2018-11-25,162742
2018-11-26,162196
2018-11-27,160737
2018-11-28,157238
2018-11-29,154144
2018-12-01,150023
2018-12-02,147833
2018-12-03,144396
2018-12-04,145893
2018-12-05,147388
2018-12-07,147876
2018-12-09,142893
2018-12-10,141369
2018-12-11,141843
2018-12-12,145517
2018-12-13,145953
2018-12-14,144886
2018-12-15,145048
2018-12-16,145848
2018-12-17,144651
2018-12-18,144751
2018-12-19,141538
2018-12-20,144247
2018-12-21,137697
2018-12-22,137250
2018-12-23,139175
2018-12-24,138879
2018-12-25,135540
2018-12-26,136622
2018-12-27,141780
2018-12-28,142292
2018-12-29,139968
2018-12-30,133961
2018-12-31,133563
2019-01-01,136194
2019-01-02,140185
2019-01-03,140961
2019-01-04,143048
2019-01-05,143215
2019-01-06,141199
2019-01-08,141834
2019-01-10,137359
2019-01-11,134013
2019-01-12,130897
2019-01-13,127239
2019-01-14,127169
2019-01-15,130112
2019-01-16,128798
2019-01-17,129267
2019-01-18,133792
2019-01-19,132924
2019-01-20,133919
2019-01-21,137420
2019-01-22,136825
2019-01-23,135002
2019-01-24,135477
2019-01-25,132413
2019-01-26,130221
2019-01-27,129064
2019-01-28,134335
2019-01-29,138237
2019-01-30,140159
2019-01-31,143152
2019-02-01,143197
2019-02-02,141836
2019-02-03,142085
2019-02-04,144407
2019-02-05,144215
2019-02-06,142314
2019-02-07,138028
2019-02-08,135709
2019-02-09,134373
2019-02-10,133835
2019-02-11,136337
2019-02-12,136406
2019-02-13,135594
2019-02-14,137315
2019-02-15,138262
2019-02-16,142454
2019-02-17,140062
2019-02-18,138388
2019-02-19,136744
2019-02-20,136429
2019-02-21,137278
2019-02-22,138941
2019-02-23,139867
2019-02-24,138678
2019-02-25,138504
2019-02-26,141572
2019-02-27,145651
2019-02-28,148660
2019-03-01,142250
2019-03-02,139893
2019-03-03,141120
2019-03-04,144197
2019-03-05,142210
2019-03-06,142329
2019-03-07,142469
2019-03-08,144520
2019-03-09,143423
2019-03-10,143818
2019-03-11,145679
2019-03-12,145396
2019-03-13,145915
2019-03-14,144663
2019-03-15,144689
2019-03-16,146460
2019-03-17,146801
2019-03-18,149964
2019-03-19,147945
2019-03-20,146084
2019-03-21,145891
2019-03-22,146251
2019-03-23,145858
2019-03-24,147967
2019-03-25,148028
2019-03-26,145977
2019-03-27,146221
2019-03-28,144787
2019-03-29,145396
2019-03-30,145715
2019-03-31,145311
2019-04-01,144420
2019-04-02,145345
2019-04-03,148230
