date_obj,War%20blessing price
2016-11-04,30296
2016-11-05,30296
2016-11-06,29483
2016-11-07,29483
2016-11-08,28912
2016-11-09,28856
2016-11-10,28830
2016-11-11,28830
2016-11-12,29224
2016-11-13,29224
2016-11-14,29969
2016-12-08,20388
2016-12-09,19981
2016-12-10,19567
2016-12-11,19154
2016-12-12,18478
2016-12-13,18178
2016-12-14,17724
2016-12-15,17724
2016-12-16,17500
2016-12-17,17372
2016-12-18,17800
2016-12-19,18144
2016-12-20,18338
2016-12-21,18874
2016-12-22,19538
2016-12-23,20236
2016-12-24,20813
2016-12-25,21465
2016-12-26,22306
2016-12-27,23380
2016-12-28,24517
2016-12-29,25562
2016-12-30,26159
2016-12-31,26615
2017-01-01,26434
2017-01-02,26407
2017-01-03,26239
2017-01-04,25858
2017-01-05,25341
2017-01-06,24482
2017-01-07,23620
2017-01-08,22782
2017-01-09,22434
2017-01-10,21640
2017-01-11,21106
2017-01-12,20652
2017-01-13,20652
2017-01-14,20374
2017-01-15,20150
2017-01-16,19812
2017-01-17,19575
2017-01-18,19271
2017-01-19,19018
2017-01-20,18851
2017-01-21,18554
2017-01-22,18198
2017-01-27,18540
2017-01-28,18699
2017-01-29,18845
2017-01-30,18767
2017-01-31,18780
2017-02-01,18716
2017-02-02,18812
2017-02-03,19165
2017-02-04,19471
2017-02-05,19771
2017-02-06,20073
2017-02-07,20204
2017-02-08,20204
2017-02-09,20204
2017-02-10,20403
2017-02-11,20487
2017-02-12,20273
2017-02-13,20238
2017-02-14,19835
2017-02-15,19692
2017-02-16,19636
2017-02-18,19752
2017-02-19,19733
2017-02-20,19638
2017-02-21,19692
2017-02-22,19509
2017-02-23,19603
2017-02-24,19757
2017-02-25,19808
2017-02-26,19706
2017-02-27,19422
2017-02-28,19063
2017-03-01,18779
2017-03-02,18624
2017-03-03,18638
2017-03-04,18442
2017-03-05,18323
2017-03-06,18415
2017-03-07,18236
2017-03-08,17852
2017-03-09,17617
2017-03-10,17567
2017-03-11,17707
2017-03-12,17696
2017-03-13,17702
2017-03-14,17575
2017-03-15,17555
2017-03-16,17411
2017-03-17,17373
2017-03-18,17333
2017-03-19,17232
2017-03-20,17184
2017-03-21,17096
2017-03-22,16987
2017-03-23,16941
2017-03-24,17163
2017-03-25,17163
2017-03-26,17013
2017-03-27,16951
2017-03-28,16965
2017-03-29,16944
2017-03-30,16964
2017-03-31,17075
2017-04-01,16760
2017-04-02,16741
2017-04-03,16622
2017-04-04,16471
2017-04-12,14679
2017-04-13,14670
2017-04-14,14523
2017-04-15,14432
2017-04-16,13922
2017-04-17,13400
2017-04-18,12790
2017-04-19,12351
2017-04-20,12078
2017-04-21,11902
2017-04-22,11914
2017-04-23,11824
2017-04-24,11501
2017-04-25,11335
2017-04-26,11335
2017-04-27,11276
2017-04-28,11385
2017-04-29,11854
2017-04-30,11856
2017-05-01,11848
2017-05-02,12060
2017-05-03,11936
2017-05-04,11872
2017-05-05,11948
2017-05-06,12066
2017-05-07,12217
2017-05-08,12117
2017-05-09,12209
2017-05-10,12212
2017-05-11,12303
2017-05-12,12641
2017-05-13,12817
2017-05-14,13045
2017-05-15,13401
2017-05-16,13550
2017-05-17,13611
2017-05-18,13622
2017-05-19,13761
2017-05-20,13832
2017-05-21,13832
2017-05-22,13818
2017-05-23,13844
2017-05-24,13895
2017-05-25,13911
2017-05-26,13890
2017-05-27,14077
2017-05-28,14124
2017-05-29,14090
2017-05-30,14100
2017-05-31,14087
2017-06-01,14093
2017-06-02,13955
2017-06-03,14007
2017-06-06,13773
2017-06-07,13706
2017-06-08,13706
2017-06-09,13586
2017-06-10,13523
2017-06-11,13674
2017-06-12,13803
2017-06-13,13977
2017-06-14,14283
2017-06-15,14706
2017-06-16,14892
2017-06-17,15113
2017-06-18,15123
2017-06-19,15123
2017-06-20,15173
2017-06-21,15067
2017-06-22,15055
2017-06-23,14821
2017-06-24,14936
2017-06-25,14910
2017-06-26,14901
2017-06-27,14914
2017-06-28,15050
2017-06-29,15039
2017-06-30,15115
2017-07-01,15115
2017-07-02,15104
2017-07-03,15004
2017-07-04,14968
2017-07-05,14968
2017-07-06,14940
2017-07-07,14940
2017-07-08,15014
2017-07-13,14713
2017-07-14,14659
2017-07-15,14817
2017-07-16,14845
2017-07-17,14801
2017-07-18,14807
2017-07-19,14855
2017-07-20,15242
2017-07-21,15543
2017-07-22,15749
2017-07-23,15667
2017-07-24,15600
2017-07-25,15623
2017-07-26,15656
2017-07-27,15758
2017-07-28,16045
2017-07-29,16349
2017-07-30,16327
2017-07-31,16327
2017-08-01,16254
2017-08-02,16265
2017-08-03,16196
2017-08-04,16242
2017-08-05,16396
2017-08-06,16496
2017-08-09,16405
2017-08-10,16501
2017-08-11,16596
2017-08-12,16674
2017-08-13,16859
2017-08-14,16923
2017-08-15,17062
2017-08-16,16841
2017-08-17,16870
2017-08-18,16870
2017-08-19,16870
2017-08-20,17015
2017-08-21,17182
2017-08-22,17557
2017-08-23,17911
2017-08-24,18280
2017-08-25,18582
2017-08-26,18823
2017-08-27,18679
2017-08-28,18647
2017-08-29,18717
2017-08-30,18885
2017-08-31,19035
2017-09-01,19142
2017-09-02,18980
2017-09-03,18812
2017-09-04,18707
2017-09-05,18453
2017-09-06,18118
2017-09-07,17849
2017-09-08,17751
2017-09-09,17590
2017-09-10,17513
2017-09-11,17227
2017-09-12,17127
2017-09-13,17132
2017-09-14,17238
2017-09-15,17238
2017-09-16,17422
2017-09-17,17461
2017-09-18,17836
2017-09-19,18035
2017-09-20,18122
2017-09-21,18101
2017-09-22,17984
2017-09-23,17932
2017-09-24,17888
2017-09-25,17844
2017-09-26,17696
2017-09-27,17452
2017-09-28,17256
2017-09-29,17129
2017-09-30,17135
2017-10-01,17303
2017-10-02,17182
2017-10-03,17002
2017-10-04,16689
2017-10-05,16699
2017-10-06,16850
2017-10-07,16888
2017-10-08,16912
2017-10-09,17051
2017-10-10,17230
2017-10-11,17230
2017-10-12,17690
2017-10-13,18121
2017-10-14,18338
2017-10-15,18357
2017-10-16,18395
2017-10-17,18395
2017-10-18,17997
2017-10-19,17588
2017-10-20,17421
2017-10-21,17365
2017-10-22,17210
2017-10-23,17019
2017-10-24,16968
2017-10-25,17264
2017-10-26,17816
2017-10-27,18083
2017-10-28,18083
2017-10-29,18130
2017-10-30,18321
2017-10-31,18500
2017-11-01,18500
2017-11-02,18815
2017-11-03,18807
2017-11-04,18765
2017-11-05,18734
2017-11-06,18184
2017-11-07,17762
2017-11-08,17375
2017-11-09,16946
2017-11-10,16758
2017-11-11,16156
2017-11-12,16152
2017-11-13,15880
2017-11-14,15684
2017-11-15,15472
2017-11-16,15342
2017-11-17,15271
2017-11-18,15439
2017-11-19,15307
2017-11-20,15142
2017-11-21,15008
2017-11-22,14958
2017-11-23,14640
2017-11-24,14493
2017-11-25,14346
2017-11-26,14139
2017-11-27,14139
2017-11-28,13868
2017-11-29,13693
2017-11-30,13154
2017-12-01,12888
2017-12-02,12760
2017-12-03,12902
2017-12-04,13277
2017-12-05,13815
2017-12-06,14181
2017-12-07,14471
2017-12-08,14603
2017-12-09,14674
2017-12-10,14770
2017-12-11,14652
2017-12-12,14711
2017-12-13,14615
2017-12-14,14692
2017-12-15,14629
2017-12-16,14822
2017-12-17,14808
2017-12-18,14853
2017-12-19,14913
2017-12-20,14928
2017-12-21,14909
2017-12-22,14923
2017-12-23,14937
2017-12-24,14893
2017-12-25,14984
2017-12-26,15113
2017-12-27,15017
2017-12-28,14938
2017-12-29,15052
2017-12-30,15125
2017-12-31,15124
2018-01-01,15107
2018-01-02,15162
2018-01-03,15251
2018-01-04,15252
2018-01-05,15285
2018-01-06,15194
2018-01-07,15314
2018-01-08,15123
2018-01-09,15079
2018-01-10,15238
2018-01-11,15263
2018-01-12,15346
2018-01-13,15513
2018-01-14,15517
2018-01-15,15436
2018-01-16,15358
2018-01-17,15316
2018-01-18,15394
2018-01-19,15394
2018-01-20,15526
2018-01-21,15558
2018-01-22,15538
2018-01-23,15593
2018-01-24,15581
2018-01-25,15115
2018-01-26,15009
2018-01-27,14858
2018-01-28,14787
2018-01-29,14666
2018-01-30,14685
2018-02-01,14302
2018-02-02,14262
2018-02-03,14189
2018-02-04,14124
2018-02-05,14210
2018-02-06,14097
2018-02-07,14024
2018-02-08,13799
2018-02-09,13827
2018-02-10,13983
2018-02-11,13899
2018-02-12,13930
2018-02-13,13836
2018-02-14,13900
2018-02-15,13813
2018-02-16,13779
2018-02-17,13815
2018-02-18,13581
2018-02-19,13442
2018-02-20,13184
2018-02-21,13092
2018-02-22,12937
2018-02-23,12923
2018-02-24,12850
2018-02-25,12914
2018-02-26,12898
2018-02-27,12707
2018-02-28,12782
2018-03-01,12593
2018-03-02,12437
2018-03-03,12264
2018-03-04,11995
2018-03-05,11822
2018-03-06,11731
2018-03-07,11722
2018-03-08,11687
2018-03-09,11403
2018-03-10,11140
2018-03-11,10833
2018-03-12,10891
2018-03-13,10957
2018-03-14,11022
2018-03-15,11146
2018-03-16,11347
2018-03-17,11452
2018-03-18,11676
2018-03-19,12087
2018-03-20,12431
2018-03-21,12689
2018-03-23,12677
2018-03-24,12653
2018-03-26,12770
2018-03-27,12764
2018-03-28,12723
2018-03-29,12733
2018-03-30,12602
2018-03-31,12664
2018-04-01,12705
2018-04-02,12659
2018-04-03,12597
2018-04-04,12578
2018-04-05,12661
2018-04-06,12594
2018-04-08,12520
2018-04-09,12487
2018-04-10,12516
2018-04-11,12506
2018-04-12,12545
2018-04-13,12470
2018-04-14,12589
2018-04-16,12851
2018-04-17,12978
2018-04-18,12853
2018-04-19,12950
2018-04-20,13361
2018-04-21,13362
2018-04-22,12969
2018-04-23,12745
2018-04-24,12643
2018-04-25,12384
2018-04-26,12353
2018-04-27,12303
2018-04-28,12125
2018-04-29,12084
2018-04-30,12066
2018-05-02,12036
2018-05-03,11882
2018-05-04,11622
2018-05-05,11526
2018-05-06,11338
2018-05-07,11187
2018-05-08,11279
2018-05-09,11534
2018-05-10,11710
2018-05-11,12024
2018-05-12,12401
2018-05-13,12654
2018-05-14,12906
2018-05-15,13135
2018-05-16,13328
2018-05-17,13397
2018-05-18,13200
2018-05-19,13029
2018-05-20,12920
2018-05-21,12731
2018-05-22,12741
2018-05-23,12538
2018-05-24,12489
2018-05-25,12330
2018-05-26,12113
2018-05-27,11883
2018-05-28,11754
2018-05-29,11606
2018-05-30,11476
2018-05-31,11414
2018-06-01,11332
2018-06-02,11172
2018-06-03,11039
2018-06-04,10934
2018-06-05,10712
2018-06-06,10663
2018-06-07,10606
2018-06-08,10623
2018-06-09,10576
2018-06-10,10519
2018-06-11,10372
2018-06-12,10262
2018-06-13,10332
2018-06-14,10354
2018-06-15,10352
2018-06-16,10429
2018-06-17,10288
2018-06-18,10332
2018-06-19,10282
2018-06-20,10401
2018-06-21,10520
2018-06-22,10500
2018-06-23,10573
2018-06-24,10650
2018-06-25,10590
2018-06-26,10486
2018-06-27,10455
2018-06-28,10461
2018-06-29,10408
2018-06-30,10486
2018-07-01,10402
2018-07-02,10324
2018-07-03,10307
2018-07-04,10349
2018-07-05,10334
2018-07-06,10441
2018-07-07,10329
2018-07-08,10497
2018-07-09,10579
2018-07-10,10624
2018-07-11,10670
2018-07-12,10788
2018-07-13,10869
2018-07-14,10900
2018-07-15,10993
2018-07-16,11198
2018-07-17,11536
2018-07-18,11796
2018-07-19,11873
2018-07-20,11745
2018-07-21,11505
2018-07-22,11377
2018-07-23,11333
2018-07-24,11273
2018-07-25,11379
2018-07-26,11343
2018-07-27,11390
2018-07-28,11654
2018-07-29,11905
2018-07-30,11848
2018-07-31,11922
2018-08-01,12116
2018-08-02,12397
2018-08-03,12796
2018-08-04,13046
2018-08-05,13008
2018-08-06,13078
2018-08-07,13038
2018-08-08,13217
2018-08-09,13251
2018-08-10,13504
2018-08-11,13591
2018-08-12,13762
2018-08-14,13715
2018-08-16,13548
2018-08-17,13596
2018-08-18,13701
2018-08-19,13664
2018-08-20,13596
2018-08-21,13485
2018-08-22,13449
2018-08-23,13452
2018-08-24,13273
2018-08-25,13120
2018-08-26,13080
2018-08-27,12920
2018-08-28,12752
2018-08-29,12713
2018-08-30,12752
2018-08-31,12746
2018-09-01,12763
2018-09-02,12787
2018-09-03,12974
2018-09-04,13018
2018-09-05,12839
2018-09-06,12898
2018-09-07,12872
2018-09-08,12912
2018-09-09,12662
2018-09-10,12623
2018-09-11,12699
2018-09-12,12750
2018-09-13,12575
2018-09-14,12585
2018-09-15,12542
2018-09-16,12456
2018-09-17,12300
2018-09-18,12132
2018-09-19,12071
2018-09-20,11861
2018-09-21,11865
2018-09-22,11630
2018-09-23,11465
2018-09-24,11343
2018-09-25,11374
2018-09-26,11303
2018-09-27,11496
2018-09-28,11690
2018-09-29,11822
2018-09-30,11950
2018-10-02,12000
2018-10-03,11931
2018-10-04,11955
2018-10-05,11839
2018-10-06,11780
2018-10-07,11640
2018-10-08,11578
2018-10-09,11498
2018-10-10,11472
2018-10-11,11377
2018-10-12,11428
2018-10-13,11351
2018-10-14,11473
2018-10-15,11572
2018-10-16,11619
2018-10-17,11963
2018-10-18,12121
2018-10-19,12248
2018-10-20,12281
2018-10-21,12367
2018-10-22,12464
2018-10-23,12608
2018-10-24,12396
2018-10-25,12361
2018-10-26,12262
2018-10-27,12095
2018-10-28,12007
2018-10-29,12037
2018-10-30,11855
2018-10-31,11837
2018-11-01,11845
2018-11-03,12079
2018-11-04,12179
2018-11-05,12193
2018-11-06,12261
2018-11-07,12286
2018-11-08,12314
2018-11-09,12428
2018-11-10,12502
2018-11-11,12494
2018-11-12,12572
2018-11-13,12666
2018-11-14,12708
2018-11-15,12829
2018-11-16,12931
2018-11-17,12957
2018-11-18,12934
2018-11-19,13005
2018-11-20,13006
2018-11-21,12877
2018-11-22,12721
2018-11-23,12873
2018-11-24,13049
2018-11-25,13182
2018-11-26,13151
2018-11-27,13069
2018-11-28,12845
2018-11-29,12748
2018-12-01,12327
2018-12-02,12124
2018-12-03,11983
2018-12-05,11896
2018-12-07,11558
2018-12-09,11486
2018-12-10,11571
2018-12-11,11675
2018-12-12,11741
2018-12-13,11629
2018-12-14,11716
2018-12-15,11904
2018-12-16,12038
2018-12-17,12272
2018-12-18,12484
2018-12-19,12524
2018-12-20,12700
2018-12-21,12779
2018-12-22,12856
2018-12-23,13019
2018-12-24,13284
2018-12-25,13579
2018-12-26,13701
2018-12-27,13674
2018-12-28,13626
2018-12-29,13694
2018-12-30,13958
2018-12-31,14126
2019-01-01,14377
2019-01-02,14451
2019-01-03,14339
2019-01-04,14205
2019-01-05,14284
2019-01-06,14320
2019-01-08,14099
2019-01-10,14000
2019-01-11,13676
2019-01-12,13314
2019-01-13,12859
2019-01-14,12369
2019-01-15,11751
2019-01-16,11176
2019-01-17,10645
2019-01-18,10184
2019-01-19,9841
2019-01-20,9605
2019-01-21,9236
2019-01-22,9091
2019-01-23,8894
2019-01-24,8595
2019-01-25,8510
2019-01-26,8481
2019-01-27,8563
2019-01-28,8617
2019-01-29,8503
2019-01-30,8553
2019-01-31,8658
2019-02-01,8893
2019-02-02,9044
2019-02-03,9231
2019-02-04,9440
2019-02-05,9499
2019-02-06,9456
2019-02-07,9576
2019-02-08,9686
2019-02-09,9774
2019-02-10,9746
2019-02-11,9741
2019-02-12,9635
2019-02-13,9633
2019-02-14,9712
2019-02-15,9778
2019-02-16,9820
2019-02-17,9769
2019-02-18,9738
2019-02-19,9811
2019-02-20,9970
2019-02-21,10084
2019-02-22,10142
2019-02-23,10329
2019-02-24,10361
2019-02-25,10326
2019-02-26,10285
2019-02-27,10222
2019-02-28,10053
2019-03-01,9961
2019-03-02,9856
2019-03-03,9765
2019-03-04,9797
2019-03-05,9986
2019-03-06,10056
2019-03-07,10048
2019-03-08,10071
2019-03-09,10094
2019-03-10,10104
2019-03-11,10125
2019-03-12,10116
2019-03-13,10126
2019-03-14,10141
2019-03-15,10204
2019-03-16,10279
2019-03-17,10308
2019-03-18,10257
2019-03-19,10318
2019-03-20,10304
2019-03-21,10278
2019-03-22,10393
2019-03-23,10421
2019-03-24,10427
2019-03-25,10441
2019-03-26,10399
2019-03-27,10388
2019-03-28,10399
2019-03-29,10545
2019-03-30,10721
2019-03-31,10825
2019-04-01,10867
2019-04-02,11063
2019-04-03,11257
2019-04-04,11412
2019-04-05,11687
2019-04-06,11807
2019-04-07,12089
2019-04-08,12311
2019-04-09,12670
2019-04-10,12889
2019-04-11,12815
2019-04-12,12830
2019-04-13,12614
2019-04-14,12311
2019-04-15,12042
2019-04-16,11756
2019-04-17,11575
2019-04-18,11441
2019-04-19,11210
2019-04-20,10937
2019-04-21,10728
2019-04-22,10318
2019-04-23,10036
2019-04-24,9849
2019-04-25,9718
2019-04-26,9618
2019-04-27,9647
2019-04-28,9503
2019-04-29,9437
2019-04-30,9329
2019-05-01,9334
2019-05-02,9144
2019-05-03,9099
2019-05-04,8922
2019-05-05,8826
2019-05-06,8738
2019-05-07,8683
2019-05-08,8665
2019-05-09,8680
2019-05-10,8664
2019-05-11,8531
2019-05-12,8541
2019-05-13,8619
2019-05-14,8797
2019-05-15,8945
2019-05-16,9084
2019-05-17,9228
2019-05-18,9435
2019-05-19,9682
2019-05-20,9886
2019-05-21,9954
2019-05-22,10007
2019-05-23,10126
2019-05-24,10217
2019-05-25,10429
2019-05-26,10717
2019-05-27,11007
2019-05-28,11275
2019-05-29,11470
2019-05-30,11891
2019-05-31,12172
2019-06-01,12339
2019-06-02,12506
2019-06-03,12699
2019-06-04,12889
2019-06-05,12915
2019-06-06,13056
2019-06-07,13046
2019-06-08,13063
2019-06-09,12996
2019-06-10,12773
2019-06-11,12726
2019-06-12,12699
2019-06-13,12694
2019-06-14,12692
2019-06-15,12697
2019-06-16,12522
2019-06-17,12276
2019-06-18,12204
2019-06-19,11982
2019-06-20,11746
2019-06-21,11674
2019-06-22,11668
2019-06-23,11550
2019-06-24,11483
2019-06-25,11388
2019-06-26,11306
2019-06-27,11198
2019-06-28,11248
2019-06-29,11179
2019-06-30,11186
2019-07-01,11081
2019-07-02,11003
2019-07-03,10831
2019-07-04,10599
2019-07-05,10476
2019-07-06,10403
2019-07-07,10259
2019-07-08,10058
2019-07-09,9982
2019-07-10,9995
2019-07-11,9956
2019-07-12,10007
2019-07-13,10105
2019-07-14,9853
2019-07-15,9857
2019-07-16,9843
2019-07-17,9902
2019-07-18,10069
2019-07-19,10079
2019-07-20,10201
2019-07-21,10306
2019-07-22,10314
2019-07-23,10458
2019-07-24,10668
2019-07-25,10888
2019-07-26,10828
2019-07-27,10984
2019-07-28,10995
2019-07-29,11243
2019-07-30,11343
2019-07-31,11356
2019-08-01,11442
2019-08-02,11657
2019-08-03,11639
2019-08-04,11659
2019-08-05,11754
2019-08-06,11856
2019-08-07,11693
2019-08-08,11440
2019-08-09,11694
2019-08-10,11797
2019-08-11,11866
2019-08-12,12021
2019-08-13,11860
2019-08-14,11776
2019-08-15,11859
2019-08-16,11774
2019-08-17,11574
2019-08-18,11515
2019-08-19,11555
2019-08-20,11717
2019-08-21,11498
2019-08-22,11441
2019-08-23,11235
2019-08-24,11193
2019-08-24,11193
2019-08-25,11147
2019-08-25,11147
2019-08-26,11197
2019-08-26,11197
2019-08-27,11219
2019-08-27,11219
2019-08-28,11305
2019-08-29,11281
2019-08-30,11306
2019-08-31,11079
2019-09-01,11098
2019-09-02,10890
2019-09-03,10687
2019-09-04,10575
2019-09-05,10600
2019-09-06,10371
2019-09-07,10421
2019-09-08,10557
2019-09-09,10592
2019-09-10,10566
2019-09-11,10718
2019-09-12,10669
2019-09-13,10688
2019-09-14,10739
2019-09-15,10814
2019-09-16,10795
2019-09-17,10934
2019-09-18,11154
2019-09-19,11146
2019-09-20,11126
2019-09-21,11045
2019-09-22,10832
2019-09-23,10700
2019-09-24,10596
2019-09-25,10559
2019-09-26,10545
2019-09-27,10428
2019-09-28,10373
2019-09-29,10339
2019-09-30,10368
2019-10-01,10436
2019-10-02,10440
2019-10-03,10419
2019-10-04,10370
2019-10-05,10350
2019-10-06,10271
2019-10-07,10105
2019-10-08,9996
2019-10-09,9750
2019-10-10,9660
2019-10-11,9639
2019-10-12,9596
2019-10-13,9596
2019-10-14,9573
2019-10-15,9558
2019-10-16,9568
2019-10-17,9679
2019-10-18,9718
2019-10-19,9739
2019-10-20,9819
2019-10-21,9958
2019-10-22,10138
2019-10-23,10277
2019-10-24,10457
2019-10-25,10546
2019-10-26,10703
2019-10-27,10602
2019-10-28,10560
2019-10-29,10497
2019-10-30,10440
2019-10-31,10425
2019-11-01,10403
2019-11-02,10373
2019-11-03,10184
2019-11-04,10193
2019-11-05,10182
2019-11-06,10238
2019-11-07,10072
2019-11-08,10092
2019-11-09,9907
2019-11-10,9826
2019-11-11,9811
2019-11-12,9902
2019-11-13,9883
2019-11-14,9857
2019-11-15,9780
2019-11-16,9699
2019-11-17,9727
2019-11-18,9780
2019-11-19,9922
2019-11-20,10032
2019-11-21,9903
2019-11-22,9946
2019-11-23,10075
2019-11-24,10193
2019-11-25,10357
2019-11-26,10413
2019-11-27,10470
2019-11-28,10765
2019-11-29,11004
2019-11-30,11163
2019-12-01,11289
2019-12-02,11512
2019-12-03,11756
2019-12-04,11747
2019-12-05,11924
2019-12-06,11962
2019-12-07,11838
2019-12-08,11711
2019-12-09,11787
2019-12-10,11792
2019-12-11,11740
2019-12-12,11761
2019-12-13,11550
2019-12-14,11517
2019-12-15,11366
2019-12-16,11226
2019-12-17,10813
2019-12-18,10523
2019-12-19,10459
2019-12-20,10379
2019-12-21,10345
2019-12-22,10223
2019-12-23,10112
2019-12-24,10047
2019-12-25,9862
2019-12-26,9804
2019-12-27,9889
2019-12-28,9862
2019-12-29,9960
2019-12-30,10002
2019-12-31,10054
2020-01-01,10061
2020-01-02,10267
2020-01-03,10371
2020-01-04,10408
2020-01-05,10521
2020-01-06,10526
2020-01-07,10588
2020-01-08,10603
2020-01-09,10730
2020-01-10,10680
2020-01-11,10653
2020-01-12,10731
2020-01-13,10772
2020-01-14,10799
2020-01-15,10882
2020-01-16,11029
2020-01-17,11209
2020-01-18,11511
2020-01-19,11665
2020-01-20,11835
2020-01-21,11905
2020-01-22,11894
2020-01-23,11858
2020-01-24,12103
2020-01-25,12103
2020-01-26,12199
2020-01-27,12193
2020-01-28,12220
2020-01-29,11791
2020-01-30,11503
2020-01-31,11396
2020-02-01,11260
2020-02-02,11101
2020-02-03,11049
2020-02-04,11096
2020-02-05,11071
2020-02-06,10937
2020-02-07,10938
2020-02-08,10857
2020-02-09,10892
2020-02-10,10850
2020-02-11,10933
2020-02-12,11012
2020-02-13,11025
2020-02-14,11027
2020-02-15,11206
2020-02-16,11263
2020-02-17,11277
2020-02-18,11153
2020-02-19,11312
2020-02-20,11411
2020-02-21,11311
2020-02-22,11382
2020-02-23,11399
2020-02-24,11582
2020-02-25,11671
2020-02-26,11502
2020-02-27,11580
2020-02-28,11476
2020-02-29,11613
2020-03-01,11677
2020-03-02,11785
2020-03-03,11832
2020-03-04,11944
2020-03-05,11844
2020-03-06,11866
2020-03-07,11781
2020-03-08,11895
2020-03-09,12098
2020-03-10,12244
2020-03-11,12460
2020-03-12,12471
2020-03-13,12407
2020-03-14,12476
2020-03-15,12413
2020-03-16,12399
2020-03-17,12445
2020-03-18,12545
2020-03-19,12588
2020-03-20,12636
2020-03-21,12491
2020-03-22,12433
2020-03-23,12403
2020-03-24,12403
2020-03-25,12306
2020-03-26,12247
2020-03-27,12311
2020-03-28,12149
2020-03-29,12220
2020-03-30,12246
2020-03-31,12213
2020-04-01,12262
2020-04-02,12290
2020-04-03,12133
2020-04-04,12148
2020-04-05,12187
2020-04-06,12254
2020-04-07,12267
2020-04-08,12388
2020-04-09,12392
2020-04-10,12414
2020-04-11,12400
2020-04-12,12351
2020-04-13,12451
2020-04-14,12508
2020-04-15,12462
2020-04-16,12326
2020-04-17,12286
2020-04-18,12305
2020-04-19,12301
2020-04-20,12282
2020-04-21,12357
2020-04-22,12366
2020-04-23,12362
2020-04-24,12445
2020-04-25,12557
2020-04-26,12502
2020-04-27,12482
2020-04-28,12405
2020-04-29,12403
2020-04-30,12419
2020-05-01,12419
2020-05-02,12517
2020-05-03,12599
2020-05-04,12373
2020-05-05,12447
2020-05-06,12476
2020-05-07,12486
2020-05-08,12479
2020-05-09,12421
2020-05-10,12452
2020-05-11,12376
2020-05-12,12406
2020-05-13,12390
