date_obj,Magic%20shield price
2019-03-06,734
2019-03-07,734
2019-03-08,734
2019-03-09,697
2019-03-10,697
2019-03-11,697
2019-03-12,662
2019-03-13,662
2019-03-14,662
2019-03-15,634
2019-03-16,634
2019-03-17,607
2019-03-18,607
2019-03-19,607
2019-03-20,580
2019-03-21,580
2019-03-22,580
2019-03-23,557
2019-03-24,557
2019-03-25,557
2019-03-26,568
2019-03-27,568
2019-03-28,568
2019-03-29,593
2019-03-30,593
2019-03-31,593
2019-04-01,593
2019-04-02,617
2019-04-03,617
2019-04-04,617
2019-04-05,618
2019-04-06,618
2019-04-07,618
2019-04-08,618
2019-04-09,600
2019-04-10,600
2019-04-11,600
2019-04-12,600
2019-04-13,570
2019-04-14,570
2019-04-15,570
2019-04-16,542
2019-04-17,542
2019-04-18,542
2019-04-19,545
2019-04-20,545
2019-04-21,545
2019-04-22,542
2019-04-23,542
2019-04-24,542
2019-04-25,542
2019-04-26,517
2019-04-27,517
2019-04-28,517
2019-04-29,517
2019-04-30,515
2019-05-01,515
2019-05-02,515
2019-05-03,515
2019-05-04,516
2019-05-05,516
2019-05-06,516
2019-05-07,516
2019-05-08,505
2019-05-09,505
2019-05-10,505
2019-05-11,505
2019-05-12,523
2019-05-13,523
2019-05-14,523
2019-05-15,523
2019-05-16,522
2019-05-17,522
2019-05-18,522
2019-05-19,522
2019-05-20,542
2019-05-21,542
2019-05-22,542
2019-05-23,542
2019-05-24,561
2019-05-25,561
2019-05-26,561
2019-05-27,582
2019-05-28,582
2019-05-29,582
2019-05-30,582
2019-05-31,603
2019-06-01,603
2019-06-02,603
2019-06-03,603
2019-06-04,612
2019-06-05,612
2019-06-06,612
2019-06-07,612
2019-06-08,635
2019-06-09,635
2019-06-10,635
2019-06-11,635
2019-06-12,635
2019-06-13,626
2019-06-14,626
2019-06-15,626
2019-06-16,626
2019-06-17,606
2019-06-18,606
2019-06-19,606
2019-06-20,606
2019-06-21,584
2019-06-22,584
2019-06-23,584
2019-06-24,584
2019-06-25,575
2019-06-26,575
2019-06-27,575
2019-06-28,575
2019-06-29,547
2019-06-30,547
2019-07-01,547
2019-07-02,547
2019-07-03,537
2019-07-04,537
2019-07-05,537
2019-07-06,537
2019-07-07,550
2019-07-08,550
2019-07-09,550
2019-07-10,550
2019-07-11,550
2019-07-12,544
2019-07-13,544
2019-07-14,544
2019-07-15,544
2019-07-16,563
2019-07-17,563
2019-07-18,563
2019-07-19,563
2019-07-20,563
2019-07-21,568
2019-07-22,568
2019-07-23,568
2019-07-24,568
2019-07-25,568
2019-07-26,562
2019-07-27,562
2019-07-28,562
2019-07-29,562
2019-07-30,533
2019-07-31,533
2019-08-01,533
2019-08-02,533
2019-08-03,506
2019-08-04,506
2019-08-05,506
2019-08-06,506
2019-08-07,482
2019-08-08,482
2019-08-09,482
2019-08-10,482
2019-08-11,471
2019-08-12,471
2019-08-13,471
2019-08-14,471
2019-08-15,481
2019-08-16,481
2019-08-17,481
2019-08-18,481
2019-08-19,481
2019-08-20,487
2019-08-21,487
2019-08-22,487
2019-08-23,487
2019-08-24,497
2019-08-24,497
2019-08-25,497
2019-08-25,497
2019-08-26,497
2019-08-26,497
2019-08-27,497
2019-08-27,497
2019-08-28,497
2019-08-29,509
2019-08-30,509
2019-08-31,509
2019-09-01,509
2019-09-02,525
2019-09-03,525
2019-09-04,525
2019-09-05,525
2019-09-06,525
2019-09-07,539
2019-09-08,539
2019-09-09,539
2019-09-10,539
2019-09-11,539
2019-09-12,539
2019-09-13,534
2019-09-14,534
2019-09-15,534
2019-09-16,534
2019-09-17,534
2019-09-18,511
2019-09-19,511
2019-09-20,511
2019-09-21,511
2019-09-22,511
2019-09-23,511
2019-09-24,523
2019-09-25,523
2019-09-26,523
2019-09-27,523
2019-09-28,523
2019-09-29,523
2019-09-30,523
2019-10-01,523
2019-10-02,523
2019-10-03,523
2019-10-04,497
2019-10-05,497
2019-10-06,497
2019-10-07,497
2019-10-08,499
2019-10-09,499
2019-10-10,499
2019-10-11,499
2019-10-12,499
2019-10-13,497
2019-10-14,497
2019-10-15,497
2019-10-16,497
2019-10-17,497
2019-10-18,486
2019-10-19,486
2019-10-20,486
2019-10-21,486
2019-10-22,486
2019-10-23,487
2019-10-24,487
2019-10-25,487
2019-10-26,487
2019-10-27,487
2019-10-28,474
2019-10-29,474
2019-10-30,474
2019-10-31,474
2019-11-01,474
2019-11-02,490
2019-11-03,490
2019-11-04,490
2019-11-05,490
2019-11-06,490
2019-11-07,494
2019-11-08,494
2019-11-09,494
2019-11-10,494
2019-11-11,494
2019-11-12,494
2019-11-13,494
2019-11-14,494
2019-11-15,494
2019-11-16,494
2019-11-17,494
2019-11-18,484
2019-11-19,484
2019-11-20,484
2019-11-21,484
2019-11-22,484
2019-11-23,484
2019-11-24,488
2019-11-25,488
2019-11-26,488
2019-11-27,488
2019-11-28,488
2019-11-29,488
2019-11-30,480
2019-12-01,480
2019-12-02,480
2019-12-03,480
2019-12-04,480
2019-12-05,480
2019-12-06,463
2019-12-07,463
2019-12-08,463
2019-12-09,463
2019-12-10,463
2019-12-11,443
2019-12-12,443
2019-12-13,443
2019-12-14,443
2019-12-15,443
2019-12-16,443
2019-12-17,425
2019-12-18,425
2019-12-19,425
2019-12-20,425
2019-12-21,425
2019-12-22,425
2019-12-23,432
2019-12-24,432
2019-12-25,432
2019-12-26,432
2019-12-27,432
2019-12-28,440
2019-12-29,440
2019-12-30,440
2019-12-31,440
2020-01-01,440
2020-01-02,423
2020-01-03,423
2020-01-04,423
2020-01-05,423
2020-01-06,423
2020-01-07,429
2020-01-08,429
2020-01-09,429
2020-01-10,429
2020-01-11,429
2020-01-12,442
2020-01-13,442
2020-01-14,442
2020-01-15,442
2020-01-16,442
2020-01-17,455
2020-01-18,455
2020-01-19,455
2020-01-20,455
2020-01-21,455
2020-01-22,455
2020-01-23,472
2020-01-24,472
2020-01-25,472
2020-01-26,472
2020-01-27,472
2020-01-28,453
2020-01-29,453
2020-01-30,453
2020-01-31,453
2020-02-01,453
2020-02-02,465
2020-02-03,465
2020-02-04,465
2020-02-05,465
2020-02-06,465
2020-02-07,465
2020-02-08,465
2020-02-09,465
2020-02-10,465
2020-02-11,465
2020-02-12,482
2020-02-13,482
2020-02-14,482
2020-02-15,482
2020-02-16,482
2020-02-17,491
2020-02-18,491
2020-02-19,491
2020-02-20,491
2020-02-21,491
2020-02-22,504
2020-02-23,504
2020-02-24,504
2020-02-25,504
2020-02-26,482
2020-02-27,482
2020-02-28,482
2020-02-29,482
2020-03-01,482
2020-03-02,471
2020-03-03,471
2020-03-04,471
2020-03-05,471
2020-03-06,471
2020-03-07,471
2020-03-08,486
2020-03-09,486
2020-03-10,486
2020-03-11,486
2020-03-12,469
2020-03-13,469
2020-03-14,469
2020-03-15,469
2020-03-16,478
2020-03-17,478
2020-03-18,478
2020-03-19,478
2020-03-20,491
2020-03-21,491
2020-03-22,491
2020-03-23,491
2020-03-24,502
2020-03-25,502
2020-03-26,502
2020-03-27,502
2020-03-28,522
2020-03-29,522
2020-03-30,522
2020-03-31,539
2020-04-01,539
2020-04-02,539
2020-04-03,539
2020-04-04,543
2020-04-05,543
2020-04-06,543
2020-04-07,516
2020-04-08,516
2020-04-09,516
2020-04-10,507
2020-04-11,507
2020-04-12,507
2020-04-13,486
2020-04-14,486
2020-04-15,486
2020-04-16,468
2020-04-17,468
2020-04-18,468
2020-04-19,472
2020-04-20,472
2020-04-21,472
2020-04-22,487
2020-04-23,487
2020-04-24,487
2020-04-25,487
2020-04-26,497
2020-04-27,497
2020-04-28,497
2020-04-29,499
2020-04-30,499
2020-05-01,499
2020-05-02,499
2020-05-03,507
2020-05-04,507
2020-05-05,507
2020-05-06,521
2020-05-07,521
2020-05-08,521
2020-05-09,521
2020-05-10,520
2020-05-11,520
2020-05-12,520
2020-05-13,520
