date_obj,Ancient%20plateskirt price
2015-11-07,37930
2015-11-08,37930
2015-11-09,37930
2015-11-10,39177
2015-11-11,39177
2015-11-12,39177
2015-11-13,39467
2015-11-14,39467
2015-11-15,38459
2015-11-16,38459
2015-11-17,38459
2015-11-18,37744
2015-11-19,37744
2015-11-20,38834
2015-11-21,38834
2015-11-22,40003
2015-11-23,40003
2015-11-24,40003
2015-11-25,40673
2015-11-26,40673
2015-11-27,40673
2015-11-28,39630
2015-11-29,39630
2015-11-30,38833
2015-12-01,38833
2015-12-02,40080
2015-12-03,40080
2015-12-04,40080
2015-12-05,41229
2015-12-06,41229
2015-12-07,41003
2015-12-08,41003
2015-12-09,40543
2015-12-10,40543
2015-12-11,40874
2015-12-12,40874
2015-12-13,39589
2015-12-14,39589
2015-12-15,38466
2015-12-16,38466
2015-12-17,39373
2015-12-18,39373
2015-12-19,39761
2015-12-20,39761
2015-12-21,39909
2015-12-22,39909
2015-12-23,40562
2015-12-24,40562
2015-12-25,40562
2015-12-26,41220
2015-12-27,41220
2015-12-28,40961
2015-12-29,41911
2015-12-30,41911
2015-12-31,40949
2016-01-01,40949
2016-01-02,40886
2016-01-03,40886
2016-01-04,42274
2016-01-05,42274
2016-01-06,42941
2016-01-07,42941
2016-01-08,42445
2016-01-09,42445
2016-01-10,40517
2016-01-11,40517
2016-01-12,39990
2016-01-13,39990
2016-01-14,40380
2016-01-15,40380
2016-01-16,40273
2016-01-17,40273
2016-01-18,41402
2016-01-19,41402
2016-01-20,42894
2016-01-21,42894
2016-01-22,41330
2016-01-23,41330
2016-01-24,39559
2016-01-25,40349
2016-01-26,40349
2016-01-27,38822
2016-01-28,38822
2016-01-29,40271
2016-01-30,40271
2016-01-31,41622
2016-02-01,41622
2016-02-02,41998
2016-02-03,41998
2016-02-04,41126
2016-02-05,41126
2016-02-06,41048
2016-02-07,41048
2016-02-08,41400
2016-02-09,41400
2016-02-10,39982
2016-02-11,39982
2016-02-12,40418
2016-02-13,41968
2016-02-14,41968
2016-02-15,42828
2016-02-16,42828
2016-02-17,42883
2016-02-18,42883
2016-02-19,41239
2016-02-20,41239
2016-02-21,41225
2016-02-22,41225
2016-02-23,41786
2016-02-24,41786
2016-02-25,43876
2016-02-26,43876
2016-02-27,43079
2016-02-28,43079
2016-02-29,44446
2016-03-01,44446
2016-03-02,43636
2016-03-03,43636
2016-03-04,42973
2016-03-05,42973
2016-03-06,41760
2016-03-07,41760
2016-03-08,40912
2016-03-09,40912
2016-03-10,39958
2016-03-11,39958
2016-03-12,39067
2016-03-13,39067
2016-03-14,38721
2016-03-15,38721
2016-03-16,39226
2016-03-17,39226
2016-03-18,39633
2016-03-19,39633
2016-03-20,38485
2016-03-21,38485
2016-03-22,38193
2016-03-23,38193
2016-03-24,39628
2016-03-25,39628
2016-03-26,41183
2016-03-27,41183
2016-03-28,41806
2016-03-29,41806
2016-03-30,42375
2016-03-31,42375
2016-04-01,43548
2016-04-02,43548
2016-04-03,43666
2016-04-04,44840
2016-04-05,44840
2016-04-06,47082
2016-04-07,48245
2016-04-08,46797
2016-04-09,44525
2016-04-10,44264
2016-04-11,44264
2016-04-12,42595
2016-04-13,42595
2016-04-14,41325
2016-04-15,41434
2016-04-16,41434
2016-04-17,43234
2016-04-18,42419
2016-04-19,42419
2016-04-20,41117
2016-04-21,41117
2016-04-22,40822
2016-04-23,40822
2016-04-24,41272
2016-04-25,41301
2016-04-26,41301
2016-04-27,42784
2016-04-28,42784
2016-04-29,43459
2016-04-30,43459
2016-05-01,42674
2016-05-02,42674
2016-05-03,42556
2016-05-04,42556
2016-05-05,42236
2016-05-06,42236
2016-05-07,41518
2016-05-08,41518
2016-05-09,40150
2016-05-10,40077
2016-05-11,40077
2016-05-12,38398
2016-05-13,39507
2016-05-14,41041
2016-05-15,41805
2016-05-16,41805
2016-05-17,41737
2016-05-18,41737
2016-05-19,42495
2016-05-22,40147
2016-05-23,39888
2016-05-24,41150
2016-05-25,41150
2016-05-26,40570
2016-05-27,40514
2016-05-28,40514
2016-05-29,40644
2016-05-30,40644
2016-05-31,40641
2016-06-01,39592
2016-06-02,39592
2016-06-03,39502
2016-06-04,39502
2016-06-05,38523
2016-06-06,38638
2016-06-07,38638
2016-06-08,38458
2016-06-09,38724
2016-06-10,38668
2016-06-11,38668
2016-06-12,39211
2016-06-13,39211
2016-06-14,39188
2016-06-15,39188
2016-06-16,39360
2016-06-17,39272
2016-06-18,39272
2016-06-19,40657
2016-06-20,40657
2016-06-21,40430
2016-06-22,39144
2016-06-23,38955
2016-06-24,38955
2016-06-25,40137
2016-06-26,40137
2016-06-27,40045
2016-06-28,40447
2016-06-29,40447
2016-06-30,40891
2016-07-01,40022
2016-07-02,40022
2016-07-03,39704
2016-07-04,40289
2016-07-05,40289
2016-07-06,40398
2016-07-07,40398
2016-07-08,40598
2016-07-09,40763
2016-07-10,41168
2016-07-11,41168
2016-07-12,41305
2016-07-13,41305
2016-07-14,39933
2016-07-15,39933
2016-07-16,40101
2016-07-17,40101
2016-07-18,40345
2016-07-23,40114
2016-07-24,39838
2016-07-25,39838
2016-07-26,39913
2016-07-27,39913
2016-07-28,40016
2016-07-29,39882
2016-07-30,39882
2016-07-31,40289
2016-08-01,40289
2016-08-02,40720
2016-08-03,40720
2016-08-04,41014
2016-08-05,41014
2016-08-06,41681
2016-08-07,41402
2016-08-08,41402
2016-08-09,41547
2016-08-10,41547
2016-08-11,41718
2016-08-12,41718
2016-08-13,41549
2016-08-14,41549
2016-08-15,42057
2016-08-16,42057
2016-08-17,42013
2016-08-18,42013
2016-08-19,42084
2016-08-20,42528
2016-08-21,42528
2016-08-22,42064
2016-08-23,42064
2016-08-24,42143
2016-08-25,42143
2016-08-26,40461
2016-08-28,39141
2016-08-31,40569
2016-09-01,39775
2016-09-02,39775
2016-09-03,39841
2016-09-04,38776
2016-09-05,38575
2016-09-06,38575
2016-09-07,39990
2016-09-08,39990
2016-09-09,41765
2016-09-10,41765
2016-09-11,42234
2016-09-12,42234
2016-09-13,42046
2016-09-14,42046
2016-09-15,41622
2016-09-16,41622
2016-09-17,42130
2016-09-18,42130
2016-09-19,41336
2016-09-20,41336
2016-09-21,39854
2016-09-22,39854
2016-09-23,38396
2016-09-24,38396
2016-09-25,38115
2016-09-26,38115
2016-09-27,37744
2016-09-28,37744
2016-09-29,38624
2016-09-30,38624
2016-10-01,39035
2016-10-02,39035
2016-10-03,39035
2016-10-04,39527
2016-10-05,39527
2016-10-06,41217
2016-10-07,41217
2016-10-08,41955
2016-10-09,41955
2016-10-10,41955
2016-10-11,40775
2016-10-12,40775
2016-10-13,40449
2016-10-14,40449
2016-10-15,40007
2016-10-16,40007
2016-10-17,41177
2016-10-18,41177
2016-10-19,39670
2016-10-20,39670
2016-10-21,38443
2016-10-22,38443
2016-10-23,39254
2016-10-24,39254
2016-10-25,40026
2016-10-26,41005
2016-10-27,41005
2016-10-28,40949
2016-10-29,39648
2016-10-30,39648
2016-10-31,38976
2016-11-01,38976
2016-11-02,38964
2016-11-03,38964
2016-11-04,38351
2016-11-05,38351
2016-11-06,37972
2016-11-07,37972
2016-11-08,39133
2016-11-09,39133
2016-11-10,41048
2016-11-11,41048
2016-11-12,41609
2016-11-13,41609
2016-11-14,41481
2016-11-15,41481
2016-12-07,39497
2016-12-08,40475
2016-12-09,40475
2016-12-10,40124
2016-12-11,39057
2016-12-12,39057
2016-12-13,38763
2016-12-15,39714
2016-12-16,40122
2016-12-17,39682
2016-12-18,39682
2016-12-19,39355
2016-12-20,39546
2016-12-21,39810
2016-12-22,39810
2016-12-23,38441
2016-12-24,38441
2016-12-25,38561
2016-12-26,38561
2016-12-27,38623
2016-12-28,38623
2016-12-29,38482
2016-12-30,38482
2016-12-31,38524
2017-01-01,38524
2017-01-02,38801
2017-01-03,38801
2017-01-04,39041
2017-01-05,39041
2017-01-06,39200
2017-01-07,38577
2017-01-08,38577
2017-01-09,38473
2017-01-10,38473
2017-01-11,38789
2017-01-12,39513
2017-01-13,39513
2017-01-14,39894
2017-01-15,39722
2017-01-16,39722
2017-01-17,39901
2017-01-18,41199
2017-01-19,41199
2017-01-20,40580
2017-01-21,39146
2017-01-22,39146
2017-01-23,39648
2017-01-27,38978
2017-01-28,39226
2017-01-29,40158
2017-01-30,40158
2017-01-31,40986
2017-02-01,40768
2017-02-02,40768
2017-02-03,40609
2017-02-04,41252
2017-02-05,41252
2017-02-06,41067
2017-02-07,41067
2017-02-08,40556
2017-02-09,40556
2017-02-10,39839
2017-02-11,40276
2017-02-12,40276
2017-02-13,39511
2017-02-14,39653
2017-02-15,39653
2017-02-16,39560
2017-02-17,39560
2017-02-18,39279
2017-02-19,40114
2017-02-20,40114
2017-02-21,40135
2017-02-22,40135
2017-02-23,39211
2017-02-24,39211
2017-02-25,38418
2017-02-26,38418
2017-02-27,38213
2017-02-28,39160
2017-03-01,39160
2017-03-02,39077
2017-03-03,39077
2017-03-04,39611
2017-03-05,39611
2017-03-06,39825
2017-03-07,39825
2017-03-08,40269
2017-03-09,40269
2017-03-10,40503
2017-03-11,40347
2017-03-12,40347
2017-03-13,40009
2017-03-14,39585
2017-03-15,40812
2017-03-16,40812
2017-03-17,40731
2017-03-18,40731
2017-03-19,39319
2017-03-20,39393
2017-03-21,39024
2017-03-22,39024
2017-03-23,39987
2017-03-24,39869
2017-03-25,39869
2017-03-26,39709
2017-03-27,39709
2017-03-28,40601
2017-03-29,40757
2017-03-30,40757
2017-03-31,40953
2017-04-01,40953
2017-04-02,40985
2017-04-03,41327
2017-04-04,41327
2017-04-05,41791
2017-04-12,41990
2017-04-13,41591
2017-04-14,41591
2017-04-15,41825
2017-04-16,41779
2017-04-17,42690
2017-04-18,42690
2017-04-19,42017
2017-04-20,42017
2017-04-21,41261
2017-04-22,41261
2017-04-23,40038
2017-04-24,40038
2017-04-25,39542
2017-04-26,39542
2017-04-27,38655
2017-04-28,38655
2017-04-29,38616
2017-04-30,38616
2017-05-01,39292
2017-05-02,39292
2017-05-03,39321
2017-05-04,39281
2017-05-05,39379
2017-05-06,39379
2017-05-07,39476
2017-05-08,39476
2017-05-09,39233
2017-05-10,39233
2017-05-11,39627
2017-05-12,39627
2017-05-13,39055
2017-05-14,39055
2017-05-15,39609
2017-05-16,39358
2017-05-17,39358
2017-05-18,39258
2017-05-19,39258
2017-05-20,39675
2017-05-21,39675
2017-05-22,39581
2017-05-23,39581
2017-05-24,38978
2017-05-25,38978
2017-05-26,38203
2017-05-27,38203
2017-05-28,37545
2017-05-29,37638
2017-05-30,37353
2017-05-31,37543
2017-06-01,37363
2017-06-02,38067
2017-06-03,38067
2017-06-04,37991
2017-06-05,37991
2017-06-06,38053
2017-06-07,38053
2017-06-08,38140
2017-06-09,38140
2017-06-10,38140
2017-06-11,38140
2017-06-12,38132
2017-06-13,38094
2017-06-14,37905
2017-06-15,37905
2017-06-16,38062
2017-06-17,38062
2017-06-18,38814
2017-06-19,38814
2017-06-20,38186
2017-06-21,38030
2017-06-22,38030
2017-06-23,37752
2017-06-24,37951
2017-06-25,37951
2017-06-26,37962
2017-06-27,38303
2017-06-28,38303
2017-06-29,37917
2017-06-30,37917
2017-07-01,38234
2017-07-02,38234
2017-07-03,38342
2017-07-04,38342
2017-07-05,38047
2017-07-06,38354
2017-07-07,38354
2017-07-08,38436
2017-07-09,38250
2017-07-13,38480
2017-07-14,37733
2017-07-15,37733
2017-07-16,37703
2017-07-17,38164
2017-07-18,38124
2017-07-19,38077
2017-07-20,38137
2017-07-21,37967
2017-07-22,38347
2017-07-23,38078
2017-07-24,38078
2017-07-25,38231
2017-07-26,38384
2017-07-27,37755
2017-07-28,37755
2017-07-29,37547
2017-07-30,37711
2017-07-31,37711
2017-08-01,37948
2017-08-02,37878
2017-08-03,38186
2017-08-04,38186
2017-08-05,38499
2017-08-06,38499
2017-08-07,37928
2017-08-08,37755
2017-08-09,37786
2017-08-10,37645
2017-08-11,37645
2017-08-12,37855
2017-08-13,37855
2017-08-14,37701
2017-08-15,37965
2017-08-16,37965
2017-08-17,39200
2017-08-18,39200
2017-08-19,39337
2017-08-20,38413
2017-08-21,38413
2017-08-22,38381
2017-08-23,38381
2017-08-24,37667
2017-08-25,37667
2017-08-26,37735
2017-08-27,37827
2017-08-28,37827
2017-08-29,38235
2017-08-30,38645
2017-08-31,38645
2017-09-01,38645
2017-09-02,38177
2017-09-03,38177
2017-09-04,38496
2017-09-05,38366
2017-09-06,38366
2017-09-07,38439
2017-09-08,38439
2017-09-09,38264
2017-09-10,38264
2017-09-11,38197
2017-09-12,38197
2017-09-13,38279
2017-09-14,38142
2017-09-15,38142
2017-09-16,37237
2017-09-17,37801
2017-09-18,37801
2017-09-19,37676
2017-09-20,38004
2017-09-22,38363
2017-09-23,38363
2017-09-24,38593
2017-09-25,38593
2017-09-26,37873
2017-09-27,37873
2017-09-28,37780
2017-09-29,37861
2017-09-30,37916
2017-10-01,37676
2017-10-02,37682
2017-10-03,37682
2017-10-04,37849
2017-10-05,37849
2017-10-06,37892
2017-10-07,37939
2017-10-08,37939
2017-10-09,38171
2017-10-10,38164
2017-10-11,38164
2017-10-12,38059
2017-10-13,38866
2017-10-14,38866
2017-10-15,38125
2017-10-16,38382
2017-10-17,38382
2017-10-18,37984
2017-10-19,37984
2017-10-20,38087
2017-10-21,38087
2017-10-22,37993
2017-10-23,37993
2017-10-24,38749
2017-10-25,38880
2017-10-26,37716
2017-10-27,37423
2017-10-28,37423
2017-10-29,37270
2017-10-30,37781
2017-10-31,38246
2017-11-01,38246
2017-11-02,38156
2017-11-03,38156
2017-11-04,37730
2017-11-05,37820
2017-11-06,37820
2017-11-07,37547
2017-11-08,37547
2017-11-09,38156
2017-11-10,38156
2017-11-11,37089
2017-11-12,37155
2017-11-13,37742
2017-11-14,37742
2017-11-15,38129
2017-11-16,38156
2017-11-17,38156
2017-11-18,37432
2017-11-19,37613
2017-11-20,37613
2017-11-21,38160
2017-11-22,38160
2017-11-23,38280
2017-11-24,38280
2017-11-25,38103
2017-11-26,38041
2017-11-27,38041
2017-11-28,38216
2017-11-29,38216
2017-11-30,38851
2017-12-01,38608
2017-12-02,38608
2017-12-03,38705
2017-12-04,38705
2017-12-05,39156
2017-12-06,39156
2017-12-07,39183
2017-12-08,39183
2017-12-09,38745
2017-12-10,38714
2017-12-11,38714
2017-12-12,37893
2017-12-13,37893
2017-12-14,37916
2017-12-15,37958
2017-12-16,37958
2017-12-17,37931
2017-12-18,38133
2017-12-19,38133
2017-12-20,39215
2017-12-21,39215
2017-12-22,38876
2017-12-23,38839
2017-12-24,38839
2017-12-25,38387
2017-12-26,38387
2017-12-27,38748
2017-12-28,38748
2017-12-29,38409
2017-12-30,38421
2017-12-31,38421
2018-01-01,38427
2018-01-02,38427
2018-01-03,38722
2018-01-04,38722
2018-01-05,38251
2018-01-06,38251
2018-01-07,38183
2018-01-08,38183
2018-01-09,38364
2018-01-10,38364
2018-01-11,38582
2018-01-12,38582
2018-01-13,38383
2018-01-14,37949
2018-01-15,38017
2018-01-16,38063
2018-01-17,38069
2018-01-18,38069
2018-01-19,37330
2018-01-20,37788
2018-01-21,37788
2018-01-22,37811
2018-01-23,37772
2018-01-24,37772
2018-01-25,37606
2018-01-26,37606
2018-01-27,37738
2018-01-28,38825
2018-01-29,38825
2018-01-30,38219
2018-01-31,38219
2018-02-01,38073
2018-02-02,38073
2018-02-03,37501
2018-02-04,37501
2018-02-05,37876
2018-02-06,37876
2018-02-07,38348
2018-02-08,38348
2018-02-09,38345
2018-02-10,38345
2018-02-11,38669
2018-02-12,38669
2018-02-13,38362
2018-02-14,38362
2018-02-15,38466
2018-02-16,38466
2018-02-17,39158
2018-02-18,39158
2018-02-19,39198
2018-02-20,39198
2018-02-21,38550
2018-02-22,38550
2018-02-23,38265
2018-02-24,38265
2018-02-25,38118
2018-02-26,38328
2018-02-27,38328
2018-02-28,38261
2018-03-01,38261
2018-03-02,37976
2018-03-03,38050
2018-03-04,38050
2018-03-05,37853
2018-03-06,38339
2018-03-07,38339
2018-03-08,38537
2018-03-09,38537
2018-03-10,38648
2018-03-11,38516
2018-03-12,38516
2018-03-13,38484
2018-03-14,38484
2018-03-15,38428
2018-03-16,38428
2018-03-17,39278
2018-03-18,39278
2018-03-19,38330
2018-03-20,38425
2018-03-21,38425
2018-03-22,38939
2018-03-23,38939
2018-03-24,38463
2018-03-25,38155
2018-03-26,38155
2018-03-27,37904
2018-03-28,37904
2018-03-29,38060
2018-03-30,38060
2018-03-31,38338
2018-04-01,38338
2018-04-02,38463
2018-04-03,38565
2018-04-04,38368
2018-04-05,38368
2018-04-06,38462
2018-04-07,38462
2018-04-08,38392
2018-04-09,38392
2018-04-10,37547
2018-04-11,37605
2018-04-12,37795
2018-04-13,37795
2018-04-14,37795
2018-04-15,38202
2018-04-16,38202
2018-04-17,37990
2018-04-18,37990
2018-04-19,37990
2018-04-20,38006
2018-04-21,38006
2018-04-22,38258
2018-04-23,38258
2018-04-24,38063
2018-04-25,38063
2018-04-26,38142
2018-04-27,38142
2018-04-28,37828
2018-04-29,37828
2018-04-30,37575
2018-05-01,37575
2018-05-02,38011
2018-05-03,38011
2018-05-04,38432
2018-05-05,38304
2018-05-06,38304
2018-05-07,38227
2018-05-08,38227
2018-05-09,38805
2018-05-10,38805
2018-05-11,39135
2018-05-12,39135
2018-05-13,38474
2018-05-14,38474
2018-05-15,38866
2018-05-16,38866
2018-05-17,38787
2018-05-18,38560
2018-05-19,37841
2018-05-20,37841
2018-05-21,38452
2018-05-22,38452
2018-05-23,38383
2018-05-24,38383
2018-05-25,38383
2018-05-26,39152
2018-05-27,39152
2018-05-28,38196
2018-05-29,38196
2018-05-30,37698
2018-05-31,37698
2018-06-01,38379
2018-06-02,38141
2018-06-03,38141
2018-06-04,37756
2018-06-05,37756
2018-06-06,38440
2018-06-07,38440
2018-06-08,38698
2018-06-09,38698
2018-06-10,38298
2018-06-11,38298
2018-06-12,38022
2018-06-13,37860
2018-06-14,38093
2018-06-15,38093
2018-06-16,38123
2018-06-17,37997
2018-06-18,37997
2018-06-19,38612
2018-06-20,38612
2018-06-21,38632
2018-06-22,38461
2018-06-23,38461
2018-06-24,38187
2018-06-25,37837
2018-06-26,37837
2018-06-27,37819
2018-06-28,37870
2018-06-29,37951
2018-06-30,37951
2018-07-01,38287
2018-07-02,38287
2018-07-03,38413
2018-07-04,38413
2018-07-05,37978
2018-07-06,38152
2018-07-07,38152
2018-07-08,38139
2018-07-09,38139
2018-07-10,39533
2018-07-11,39533
2018-07-12,39533
2018-07-13,38390
2018-07-14,38169
2018-07-15,38169
2018-07-16,38046
2018-07-17,37888
2018-07-18,37888
2018-07-19,38060
2018-07-20,38060
2018-07-21,38201
2018-07-22,38104
2018-07-23,38366
2018-07-24,38366
2018-07-25,38623
2018-07-26,39331
2018-07-27,40612
2018-07-28,40612
2018-07-29,40096
2018-07-30,40096
2018-07-31,40411
2018-08-01,40411
2018-08-02,39363
2018-08-03,39363
2018-08-04,38402
2018-08-05,38273
2018-08-06,38273
2018-08-07,38259
2018-08-08,38880
2018-08-09,38880
2018-08-10,39830
2018-08-11,39830
2018-08-12,39385
2018-08-14,38673
2018-08-16,38060
2018-08-17,38009
2018-08-18,38009
2018-08-19,37397
2018-08-20,38391
2018-08-21,38391
2018-08-22,39089
2018-08-23,39089
2018-08-24,39985
2018-08-25,39519
2018-08-26,39519
2018-08-27,38355
2018-08-28,38946
2018-08-29,38946
2018-08-30,38477
2018-08-31,38580
2018-09-01,38449
2018-09-02,38449
2018-09-03,38792
2018-09-04,37979
2018-09-05,38139
2018-09-06,38139
2018-09-07,37825
2018-09-08,38062
2018-09-09,38062
2018-09-10,37773
2018-09-11,37773
2018-09-12,37851
2018-09-13,37851
2018-09-14,38445
2018-09-15,38445
2018-09-16,38369
2018-09-17,38369
2018-09-18,38595
2018-09-19,38595
2018-09-20,38208
2018-09-21,38208
2018-09-22,38178
2018-09-23,38330
2018-09-24,38330
2018-09-25,38895
2018-09-26,39840
2018-09-27,39840
2018-09-28,39630
2018-09-29,39630
2018-09-30,38298
2018-10-01,37731
2018-10-02,37731
2018-10-03,37533
2018-10-04,37533
2018-10-05,38163
2018-10-06,39042
2018-10-07,39042
2018-10-08,39219
2018-10-09,39219
2018-10-10,39002
2018-10-11,39002
2018-10-12,39035
2018-10-13,39364
2018-10-14,39364
2018-10-15,39116
2018-10-16,39116
2018-10-17,39206
2018-10-18,39206
2018-10-19,39599
2018-10-20,39599
2018-10-21,39387
2018-10-22,39306
2018-10-23,39306
2018-10-24,38931
2018-10-25,38931
2018-10-26,38950
2018-10-27,38950
2018-10-28,39408
2018-10-29,39408
2018-10-30,39346
2018-10-31,39352
2018-11-01,39833
2018-11-03,39899
2018-11-04,39360
2018-11-05,39544
2018-11-06,39589
2018-11-07,39589
2018-11-08,39015
2018-11-09,39462
2018-11-10,38595
2018-11-11,38858
2018-11-12,39132
2018-11-13,39093
2018-11-14,39093
2018-11-15,38675
2018-11-16,38417
2018-11-17,38417
2018-11-18,38572
2018-11-19,38572
2018-11-20,38954
2018-11-21,38954
2018-11-22,38967
2018-11-23,38967
2018-11-24,39611
2018-11-25,40007
2018-11-26,40007
2018-11-27,39384
2018-11-28,38829
2018-11-29,39207
2018-12-01,38942
2018-12-02,38471
2018-12-03,38471
2018-12-04,38652
2018-12-05,38850
2018-12-07,38928
2018-12-09,38780
2018-12-10,38796
2018-12-11,38796
2018-12-12,38671
2018-12-13,38867
2018-12-14,38915
2018-12-15,38915
2018-12-16,38471
2018-12-17,38471
2018-12-18,38939
2018-12-19,39315
2018-12-20,38948
2018-12-21,39003
2018-12-22,39003
2018-12-23,38918
2018-12-24,39150
2018-12-25,39150
2018-12-26,38403
2018-12-27,38405
2018-12-28,38405
2018-12-29,39056
2018-12-30,39259
2018-12-31,39590
2019-01-01,39590
2019-01-02,39139
2019-01-03,39102
2019-01-04,38897
2019-01-05,38710
2019-01-06,38341
2019-01-08,38644
2019-01-10,36958
2019-01-11,37263
2019-01-12,37851
2019-01-13,38227
2019-01-14,37980
2019-01-15,38229
2019-01-16,38023
2019-01-17,38314
2019-01-18,37639
2019-01-19,38069
2019-01-20,38008
2019-01-21,38070
2019-01-22,38062
2019-01-23,37996
2019-01-24,38389
2019-01-25,38475
2019-01-26,38749
2019-01-27,38132
2019-01-28,38160
2019-01-29,38104
2019-01-30,37672
2019-01-31,37872
2019-02-01,38138
2019-02-02,38138
2019-02-03,38409
2019-02-04,37342
2019-02-05,38095
2019-02-06,38095
2019-02-07,38154
2019-02-08,39717
2019-02-09,39254
2019-02-10,38720
2019-02-11,39023
2019-02-12,39023
2019-02-13,39309
2019-02-14,39309
2019-02-15,38779
2019-02-16,39350
2019-02-17,38560
2019-02-18,38599
2019-02-19,38813
2019-02-20,38813
2019-02-21,38382
2019-02-22,38343
2019-02-23,38026
2019-02-24,37938
2019-02-25,37927
2019-02-26,38057
2019-02-27,38057
2019-02-28,38057
2019-03-01,37886
2019-03-02,37857
2019-03-03,37978
2019-03-04,37994
2019-03-05,38233
2019-03-06,38433
2019-03-07,38374
2019-03-08,38374
2019-03-09,37984
2019-03-10,37936
2019-03-11,38181
2019-03-12,38257
2019-03-13,38257
2019-03-14,38232
2019-03-15,38232
2019-03-16,38223
2019-03-17,38429
2019-03-18,38429
