date_obj,Iron%20bar price
2019-09-03,128
2019-09-04,130
2019-09-05,133
2019-09-06,130
2019-09-07,126
2019-09-08,126
2019-09-09,124
2019-09-10,124
2019-09-11,123
2019-09-12,124
2019-09-13,124
2019-09-14,126
2019-09-15,127
2019-09-16,125
2019-09-17,124
2019-09-18,124
2019-09-19,125
2019-09-20,127
2019-09-21,127
2019-09-22,127
2019-09-23,128
2019-09-24,128
2019-09-25,129
2019-09-26,131
2019-09-27,129
2019-09-28,127
2019-09-29,129
2019-09-30,129
2019-10-01,132
2019-10-02,133
2019-10-03,132
2019-10-04,133
2019-10-05,131
2019-10-06,134
2019-10-07,132
2019-10-08,130
2019-10-09,128
2019-10-10,124
2019-10-11,118
2019-10-12,116
2019-10-13,114
2019-10-14,114
2019-10-15,115
2019-10-16,112
2019-10-17,117
2019-10-18,115
2019-10-19,115
2019-10-20,115
2019-10-21,115
2019-10-22,112
2019-10-23,109
2019-10-24,105
2019-10-25,102
2019-10-26,103
2019-10-27,106
2019-10-28,107
2019-10-29,106
2019-10-30,103
2019-10-31,101
2019-11-01,101
2019-11-02,102
2019-11-03,102
2019-11-04,103
2019-11-05,105
2019-11-06,105
2019-11-07,101
2019-11-08,99
2019-11-09,100
2019-11-10,102
2019-11-11,102
2019-11-12,101
2019-11-13,101
2019-11-14,102
2019-11-15,101
2019-11-16,103
2019-11-17,103
2019-11-18,102
2019-11-19,105
2019-11-20,105
2019-11-21,105
2019-11-22,103
2019-11-23,103
2019-11-24,102
2019-11-25,100
2019-11-26,95
2019-11-27,95
2019-11-28,98
2019-11-29,99
2019-11-30,101
2019-12-01,99
2019-12-02,100
2019-12-03,100
2019-12-04,99
2019-12-05,99
2019-12-06,95
2019-12-07,92
2019-12-08,92
2019-12-09,90
2019-12-10,91
2019-12-11,91
2019-12-12,92
2019-12-13,90
2019-12-14,92
2019-12-15,94
2019-12-16,96
2019-12-17,97
2019-12-18,100
2019-12-19,100
2019-12-20,98
2019-12-21,98
2019-12-22,99
2019-12-23,99
2019-12-24,96
2019-12-25,93
2019-12-26,91
2019-12-27,88
2019-12-28,88
2019-12-29,88
2019-12-30,87
2019-12-31,85
2020-01-01,85
2020-01-02,88
2020-01-03,92
2020-01-04,96
2020-01-05,95
2020-01-06,96
2020-01-07,96
2020-01-08,97
2020-01-09,98
2020-01-10,96
2020-01-11,95
2020-01-12,95
2020-01-13,97
2020-01-14,95
2020-01-15,94
2020-01-16,94
2020-01-17,93
2020-01-18,93
2020-01-19,94
2020-01-20,95
2020-01-21,95
2020-01-22,96
2020-01-23,96
2020-01-24,96
2020-01-25,96
2020-01-26,96
2020-01-27,96
2020-01-28,95
2020-01-29,94
2020-01-30,94
2020-01-31,93
2020-02-01,93
2020-02-02,93
2020-02-03,92
2020-02-04,91
2020-02-05,90
2020-02-06,88
2020-02-07,89
2020-02-08,89
2020-02-09,89
2020-02-10,88
2020-02-11,87
2020-02-12,87
2020-02-13,88
2020-02-14,90
2020-02-15,90
2020-02-16,92
2020-02-17,93
2020-02-18,94
2020-02-19,94
2020-02-20,93
2020-02-21,93
2020-02-22,92
2020-02-23,92
2020-02-24,92
2020-02-25,94
2020-02-26,93
2020-02-27,93
2020-02-28,93
2020-02-29,93
2020-03-01,93
2020-03-02,92
2020-03-03,90
2020-03-04,90
2020-03-05,87
2020-03-06,87
2020-03-07,87
2020-03-08,88
2020-03-09,90
2020-03-10,87
2020-03-11,86
2020-03-12,88
2020-03-13,89
2020-03-14,91
2020-03-15,93
2020-03-16,95
2020-03-17,93
2020-03-18,91
2020-03-19,88
2020-03-20,87
2020-03-21,87
2020-03-22,87
2020-03-23,89
2020-03-24,87
2020-03-25,87
2020-03-26,87
2020-03-27,89
2020-03-28,90
2020-03-29,87
2020-03-30,86
2020-03-31,86
2020-04-01,86
2020-04-02,89
2020-04-03,93
2020-04-04,95
2020-04-05,98
2020-04-06,102
2020-04-07,107
2020-04-08,110
2020-04-09,108
2020-04-10,110
2020-04-11,112
2020-04-12,117
2020-04-13,120
2020-04-14,123
2020-04-15,124
2020-04-16,130
2020-04-17,126
2020-04-18,121
2020-04-19,128
2020-04-20,135
2020-04-21,135
2020-04-22,132
2020-04-23,139
2020-04-24,145
2020-04-25,152
2020-04-26,156
2020-04-27,161
2020-04-28,167
2020-04-29,171
2020-04-30,171
2020-05-01,168
2020-05-02,171
2020-05-03,177
2020-05-04,186
2020-05-05,191
2020-05-06,199
2020-05-07,206
2020-05-08,206
2020-05-09,200
2020-05-10,202
2020-05-11,204
2020-05-12,206
2020-05-13,216
