date_obj,Blacksmith's%20helm price
2017-06-20,95026
2017-06-21,90812
2017-06-22,90812
2017-06-23,90812
2017-06-24,90812
2017-06-25,90812
2017-06-26,90812
2017-06-27,90812
2017-06-28,90812
2017-06-29,90812
2017-06-30,90812
2017-07-01,90812
2017-07-02,86271
2017-07-03,86271
2017-07-04,86271
2017-07-05,86271
2017-07-06,86271
2017-07-07,86271
2017-07-08,86271
2017-07-13,84098
2017-07-14,84098
2017-07-15,84098
2017-07-16,84098
2017-07-17,84098
2017-07-18,84098
2017-07-19,84098
2017-07-20,84098
2017-07-21,84098
2017-07-22,82646
2017-07-23,82646
2017-07-24,82646
2017-07-25,82646
2017-07-26,82646
2017-07-27,82646
2017-07-28,82646
2017-07-29,82646
2017-07-30,82646
2017-07-31,82646
2017-08-01,78844
2017-08-02,78844
2017-08-03,78844
2017-08-04,78844
2017-08-05,78844
2017-08-06,78844
2017-08-09,78844
2017-08-10,75367
2017-08-11,75367
2017-08-12,75367
2017-08-13,75367
2017-08-14,75367
2017-08-15,75367
2017-08-16,75367
2017-08-17,75367
2017-08-18,75367
2017-08-19,78330
2017-08-20,78330
2017-08-21,78330
2017-08-22,78330
2017-08-23,78330
2017-08-24,78330
2017-08-25,78330
2017-08-26,78330
2017-08-27,78330
2017-08-28,77376
2017-08-29,77376
2017-08-30,77376
2017-08-31,77376
2017-09-01,77376
2017-09-02,77376
2017-09-03,77376
2017-09-04,77376
2017-09-05,77376
2017-09-06,77376
2017-09-07,75473
2017-09-08,75473
2017-09-09,75473
2017-09-10,75473
2017-09-11,75473
2017-09-12,75473
2017-09-13,75473
2017-09-14,75473
2017-09-15,75473
2017-09-16,73036
2017-09-17,73036
2017-09-18,73036
2017-09-19,73036
2017-09-20,73036
2017-09-22,73036
2017-09-23,73036
2017-09-24,73036
2017-09-25,69864
2017-09-26,69864
2017-09-27,69864
2017-09-28,69864
2017-09-29,69864
2017-09-30,69864
2017-10-01,69864
2017-10-02,69864
2017-10-03,69864
2017-10-04,69864
2017-10-05,67697
2017-10-06,67697
2017-10-07,67697
2017-10-08,67697
2017-10-09,67697
2017-10-10,67697
2017-10-11,67697
2017-10-12,67697
2017-10-13,67697
2017-10-14,67282
2017-10-15,67282
2017-10-16,67282
2017-10-17,67282
2017-10-18,67282
2017-10-19,67282
2017-10-20,67282
2017-10-21,67282
2017-10-22,67282
2017-10-23,67282
2017-10-24,66258
2017-10-25,66258
2017-10-26,66258
2017-10-27,66258
2017-10-28,66258
2017-10-29,66258
2017-10-30,66258
2017-10-31,66258
2017-11-01,66258
2017-11-02,64893
2017-11-03,64893
2017-11-04,64893
2017-11-05,64893
2017-11-06,64893
2017-11-07,64893
2017-11-08,64893
2017-11-09,64893
2017-11-10,64893
2017-11-11,63686
2017-11-12,63686
2017-11-13,63686
2017-11-14,63686
2017-11-15,63686
2017-11-16,63686
2017-11-17,63686
2017-11-18,63686
2017-11-19,63686
2017-11-20,63686
2017-11-21,63127
2017-11-22,63127
2017-11-23,63127
2017-11-24,63127
2017-11-25,63127
2017-11-26,63127
2017-11-27,63127
2017-11-28,63127
2017-11-29,63127
2017-11-30,63127
2017-12-01,62210
2017-12-02,62210
2017-12-03,62210
2017-12-04,62210
2017-12-05,62210
2017-12-06,62210
2017-12-07,62210
2017-12-08,62210
2017-12-09,62210
2017-12-10,61983
2017-12-11,61983
2017-12-12,61983
2017-12-13,61983
2017-12-14,61983
2017-12-15,61983
2017-12-16,61983
2017-12-17,61983
2017-12-18,61983
2017-12-19,61983
2017-12-20,59984
2017-12-21,59984
2017-12-22,59984
2017-12-23,59984
2017-12-24,59984
2017-12-25,59984
2017-12-26,59984
2017-12-27,59984
2017-12-28,58027
2017-12-29,58027
2017-12-30,58027
2017-12-31,58027
2018-01-01,58027
2018-01-02,58027
2018-01-03,58027
2018-01-04,56469
2018-01-05,56469
2018-01-06,56469
2018-01-07,56469
2018-01-08,56469
2018-01-09,56469
2018-01-10,56469
2018-01-11,53645
2018-01-12,53645
2018-01-13,53645
2018-01-14,53645
2018-01-15,53645
2018-01-16,53645
2018-01-17,53645
2018-01-18,51045
2018-01-19,51045
2018-01-20,51045
2018-01-21,51045
2018-01-22,51045
2018-01-23,51045
2018-01-24,48865
2018-01-25,48865
2018-01-26,48865
2018-01-27,48865
2018-01-28,46457
2018-01-29,46457
2018-01-30,46457
2018-01-31,44887
2018-02-01,44887
2018-02-02,44887
2018-02-03,44887
2018-02-04,43215
2018-02-05,43215
2018-02-06,43215
2018-02-07,42467
2018-02-08,42467
2018-02-09,42467
2018-02-10,42467
2018-02-11,41978
2018-02-12,41978
2018-02-13,41978
2018-02-14,41978
2018-02-15,41189
2018-02-16,41189
2018-02-17,41189
2018-02-18,41189
2018-02-19,40211
2018-02-20,40211
2018-02-21,40211
2018-02-22,40211
2018-02-23,40021
2018-02-24,40021
2018-02-25,40021
2018-02-26,40021
2018-02-27,38386
2018-02-28,38386
2018-03-01,38386
2018-03-02,38386
2018-03-03,36999
2018-03-04,36999
2018-03-05,36999
2018-03-06,35853
2018-03-07,35853
2018-03-08,35853
2018-03-09,35853
2018-03-10,34839
2018-03-11,34839
2018-03-12,34839
2018-03-13,34448
2018-03-14,34448
2018-03-15,34448
2018-03-16,34448
2018-03-17,34448
2018-03-18,34030
2018-03-20,34030
2018-03-21,34030
2018-03-22,34030
2018-03-23,33501
2018-03-24,33501
2018-03-25,33501
2018-03-26,33501
2018-03-27,33805
2018-03-28,33805
2018-03-29,33805
2018-03-30,33805
2018-03-31,33805
2018-04-01,34397
2018-04-02,34397
2018-04-03,34397
2018-04-04,34397
2018-04-05,34397
2018-04-06,35147
2018-04-07,35147
2018-04-08,35147
2018-04-09,35147
2018-04-10,35147
2018-04-11,34875
2018-04-12,34875
2018-04-13,34875
2018-04-14,34875
2018-04-15,34875
2018-04-16,34800
2018-04-17,34800
2018-04-18,34800
2018-04-19,34800
2018-04-20,34800
2018-04-21,33965
2018-04-22,33965
2018-04-23,33965
2018-04-24,33965
2018-04-25,33965
2018-04-26,33965
2018-04-27,32467
2018-04-28,32467
2018-04-29,32467
2018-04-30,32467
2018-05-01,32467
2018-05-02,31880
2018-05-03,31880
2018-05-04,31880
2018-05-05,31880
2018-05-06,31880
2018-05-07,30374
2018-05-08,30374
2018-05-09,30374
2018-05-10,30374
2018-05-11,29533
2018-05-12,29533
2018-05-13,29533
2018-05-14,29533
2018-05-15,29533
2018-05-16,28616
2018-05-17,28616
2018-05-18,28616
2018-05-19,28616
2018-05-20,28616
2018-05-21,29251
2018-05-22,29251
2018-05-23,29251
2018-05-24,29251
2018-05-25,30590
2018-05-26,30590
2018-05-27,30590
2018-05-28,30590
2018-05-29,32063
2018-05-30,32063
2018-05-31,32063
2018-06-01,32063
2018-06-02,32820
2018-06-03,32820
2018-06-04,32820
2018-06-05,32820
2018-06-06,32939
2018-06-07,32939
2018-06-08,32939
2018-06-09,32939
2018-06-10,32939
2018-06-11,34399
2018-06-12,34399
2018-06-13,34399
2018-06-14,34399
2018-06-15,34399
2018-06-16,35705
2018-06-17,35705
2018-06-18,35705
2018-06-19,35705
2018-06-20,35705
2018-06-21,37077
2018-06-22,37077
2018-06-23,37077
2018-06-24,37077
2018-06-25,37077
2018-06-26,38113
2018-06-27,38113
2018-06-28,38113
2018-06-29,38113
2018-06-30,38113
2018-07-01,40019
2018-07-02,40019
2018-07-03,40019
2018-07-04,40019
2018-07-05,40019
2018-07-06,41310
2018-07-07,41310
2018-07-08,41310
2018-07-09,41310
2018-07-10,42853
2018-07-11,42853
2018-07-12,42853
2018-07-13,42853
2018-07-14,43332
2018-07-15,43332
2018-07-16,43332
2018-07-17,43421
2018-07-18,43421
2018-07-19,43421
2018-07-20,43421
2018-07-21,43901
2018-07-22,43901
2018-07-23,43901
2018-07-24,45163
2018-07-25,45163
2018-07-26,45163
2018-07-27,45163
2018-07-28,45831
2018-07-29,45831
2018-07-30,45831
2018-07-31,45831
2018-08-01,45127
2018-08-02,45127
2018-08-03,45127
2018-08-04,42971
2018-08-05,42971
2018-08-06,42971
2018-08-07,42971
2018-08-08,40822
2018-08-09,40822
2018-08-10,40822
2018-08-11,40822
2018-08-12,38780
2018-08-14,38780
2018-08-16,36841
2018-08-17,36841
2018-08-18,36841
2018-08-19,34998
2018-08-20,34998
2018-08-21,33356
2018-08-22,33356
2018-08-23,33356
2018-08-24,32356
2018-08-25,32356
2018-08-26,32356
2018-08-27,32356
2018-08-28,31264
2018-08-29,31264
2018-08-30,31264
2018-08-31,31264
2018-09-01,30963
2018-09-02,30963
2018-09-03,30963
2018-09-04,31117
2018-09-05,31117
2018-09-06,31117
2018-09-07,31117
2018-09-08,31839
2018-09-09,31839
2018-09-10,31839
2018-09-11,31839
2018-09-12,32350
2018-09-13,32350
2018-09-14,32350
2018-09-15,33651
2018-09-16,33651
2018-09-17,33651
2018-09-18,33651
2018-09-19,32864
2018-09-20,32864
2018-09-21,32864
2018-09-22,33493
2018-09-23,33493
2018-09-24,33493
2018-09-25,33493
2018-09-26,34797
2018-09-27,34797
2018-09-28,34797
2018-09-29,34797
2018-09-30,34959
2018-10-01,34959
2018-10-02,34959
2018-10-03,36560
2018-10-04,36560
2018-10-05,36560
2018-10-06,36560
2018-10-07,38359
2018-10-08,38359
2018-10-09,38359
2018-10-10,40214
2018-10-11,40214
2018-10-12,40214
2018-10-13,40214
2018-10-14,40214
2018-10-15,42095
2018-10-16,42095
2018-10-17,42095
2018-10-18,42095
2018-10-19,43401
2018-10-20,43401
2018-10-21,43401
2018-10-22,43401
2018-10-23,43401
2018-10-24,45330
2018-10-25,45330
2018-10-26,45330
2018-10-27,45330
2018-10-28,43715
2018-10-29,43715
2018-10-30,43715
2018-10-31,43715
2018-11-01,41529
2018-11-03,41529
2018-11-04,41529
2018-11-05,39844
2018-11-06,39844
2018-11-07,39844
2018-11-08,38157
2018-11-09,38157
2018-11-10,37133
2018-11-11,37133
2018-11-12,35754
2018-11-13,35754
2018-11-15,35023
2018-11-16,35023
2018-11-17,33710
2018-11-18,33710
2018-11-19,33710
2018-11-20,32474
2018-11-21,32474
2018-11-22,32303
2018-11-23,32303
2018-11-24,32303
2018-11-25,32014
2018-11-26,32014
2018-11-27,32014
2018-11-28,31348
2018-11-29,31348
2018-12-01,30400
2018-12-02,30400
2018-12-03,30400
2018-12-04,29876
2018-12-05,29876
2018-12-07,30676
2018-12-09,31903
2018-12-10,31903
2018-12-11,31385
2018-12-12,31385
2018-12-13,31385
2018-12-14,30505
2018-12-15,30505
2018-12-16,30505
2018-12-17,29822
2018-12-18,29822
2018-12-19,29822
2018-12-20,30441
2018-12-21,30441
2018-12-22,30441
2018-12-23,29814
2018-12-24,29814
2018-12-25,29814
2018-12-26,29531
2018-12-27,29531
2018-12-28,29531
2018-12-29,29051
2018-12-30,29051
2018-12-31,29051
2019-01-01,28776
2019-01-02,28776
2019-01-03,30018
2019-01-04,30018
2019-01-05,30018
2019-01-06,30527
2019-01-08,30527
2019-01-10,32054
2019-01-11,32054
2019-01-12,32054
2019-01-13,33562
2019-01-14,33562
2019-01-15,33562
2019-01-16,32066
2019-01-17,32066
2019-01-18,32066
2019-01-19,31116
2019-01-20,31116
2019-01-21,31116
2019-01-22,30506
2019-01-23,30506
2019-01-24,30506
2019-01-25,29618
2019-01-26,29618
2019-01-27,29618
2019-01-28,29322
2019-01-29,29322
2019-01-30,29322
2019-01-31,28991
2019-02-01,28991
2019-02-02,28991
2019-02-03,29247
2019-02-04,29247
2019-02-05,29247
2019-02-06,29079
2019-02-07,29079
2019-02-08,29295
2019-02-09,29295
2019-02-10,29162
2019-02-11,29162
2019-02-12,29162
2019-02-13,30194
2019-02-14,30194
2019-02-15,30194
2019-02-16,30745
2019-02-17,30745
2019-02-18,30745
2019-02-19,30738
2019-02-20,30738
2019-02-21,31812
2019-02-22,31812
2019-02-23,31812
2019-02-24,31401
2019-02-25,31401
2019-02-26,31401
2019-02-27,30231
2019-02-28,30231
2019-03-01,30231
2019-03-02,29150
2019-03-03,29150
2019-03-04,29201
2019-03-05,29201
2019-03-06,29610
2019-03-07,29610
2019-03-08,29610
2019-03-09,29952
2019-03-10,29952
2019-03-11,29952
2019-03-12,29787
2019-03-13,29787
2019-03-14,29787
2019-03-15,30323
2019-03-16,30323
2019-03-17,30323
2019-03-18,31155
2019-03-19,31155
2019-03-20,31845
2019-03-21,31845
2019-03-22,31845
2019-03-23,31539
2019-03-24,31539
2019-03-25,31539
2019-03-26,31435
2019-03-27,31435
2019-03-28,31435
2019-03-29,31435
2019-03-30,31230
2019-03-31,31230
2019-04-01,31230
2019-04-02,31178
2019-04-03,31178
2019-04-04,31178
2019-04-05,29980
2019-04-06,29980
2019-04-07,29980
2019-04-08,29161
2019-04-09,29161
2019-04-10,29161
2019-04-11,29149
2019-04-12,29149
2019-04-13,30035
2019-04-14,30035
2019-04-15,30035
2019-04-16,30011
2019-04-17,30011
2019-04-18,30011
2019-04-19,29830
2019-04-20,29830
2019-04-21,29830
2019-04-22,28905
2019-04-23,28905
2019-04-24,28905
2019-04-25,29181
2019-04-26,29181
2019-04-27,29181
2019-04-28,29834
2019-04-29,29834
2019-04-30,29834
2019-05-01,30427
2019-05-02,30427
2019-05-03,30427
2019-05-04,31104
2019-05-05,31104
2019-05-06,31104
2019-05-07,31506
2019-05-08,31506
2019-05-09,31506
2019-05-10,31763
2019-05-11,31763
2019-05-12,31763
2019-05-13,31696
2019-05-14,31696
2019-05-15,31696
2019-05-16,31696
2019-05-17,31769
2019-05-18,31769
2019-05-19,31769
2019-05-20,31216
2019-05-21,31216
2019-05-22,31216
2019-05-23,31216
2019-05-24,30915
2019-05-25,30915
2019-05-26,30915
2019-05-27,30592
2019-05-28,30592
2019-05-29,30592
2019-05-30,30051
2019-05-31,30051
2019-06-01,30051
2019-06-02,29525
2019-06-03,29525
2019-06-04,29525
2019-06-05,29015
2019-06-06,29015
2019-06-07,29015
2019-06-08,28310
2019-06-09,28310
2019-06-10,28310
2019-06-11,28310
2019-06-12,29053
2019-06-13,29053
2019-06-14,29053
2019-06-15,30161
2019-06-16,30161
2019-06-17,30161
2019-06-18,29914
2019-06-19,29914
2019-06-20,29914
2019-06-21,29223
2019-06-22,29223
2019-06-23,29223
2019-06-24,29223
2019-06-25,28206
2019-06-26,28206
2019-06-27,28206
2019-06-28,29521
2019-06-29,29521
2019-06-30,29521
2019-07-01,29521
2019-07-02,30653
2019-07-03,30653
2019-07-04,30653
2019-07-05,31880
2019-07-06,31880
2019-07-07,31880
2019-07-08,31880
2019-07-09,32477
2019-07-10,32477
2019-07-11,32477
2019-07-12,33453
2019-07-13,33453
2019-07-14,33453
2019-07-15,33453
2019-07-16,33614
2019-07-17,33614
2019-07-18,33614
2019-07-19,34049
2019-07-20,34049
2019-07-21,34049
2019-07-22,34049
2019-07-23,34718
2019-07-24,34718
2019-07-25,34718
2019-07-26,34718
2019-07-27,34501
2019-07-28,34501
2019-07-29,34501
2019-07-30,33042
2019-07-31,33042
2019-08-01,33042
2019-08-02,33042
2019-08-03,31873
2019-08-04,31873
2019-08-05,31873
2019-08-06,31873
2019-08-07,32296
2019-08-08,32296
2019-08-09,32296
2019-08-10,32296
2019-08-11,31930
2019-08-12,31930
2019-08-13,31930
2019-08-14,31930
2019-08-15,30677
2019-08-16,30677
2019-08-17,30677
2019-08-18,30529
2019-08-19,30529
2019-08-20,30529
2019-08-21,30529
2019-08-22,30106
2019-08-23,30106
2019-08-24,30106
2019-08-24,30106
2019-08-25,30106
2019-08-25,30106
2019-08-26,30483
2019-08-27,30483
2019-08-27,30483
2019-08-28,30483
2019-08-29,30483
2019-08-30,29869
2019-08-31,29869
2019-09-01,29869
2019-09-02,29869
2019-09-03,29673
2019-09-04,29673
2019-09-05,29673
2019-09-06,29673
2019-09-07,30261
2019-09-08,30261
2019-09-09,30261
2019-09-10,30261
2019-09-11,30595
2019-09-12,30595
2019-09-13,30595
2019-09-14,30595
2019-09-15,30630
2019-09-16,30630
2019-09-17,30630
2019-09-18,31748
2019-09-19,31748
2019-09-20,31748
2019-09-21,31748
2019-09-22,33097
2019-09-23,33097
2019-09-24,33097
2019-09-25,33097
2019-09-26,33712
2019-09-27,33712
2019-09-28,33712
2019-09-29,33712
2019-09-30,33712
2019-10-01,34371
2019-10-02,34371
2019-10-03,34371
2019-10-04,34371
2019-10-05,34371
2019-10-06,35860
2019-10-07,35860
2019-10-08,35860
2019-10-09,35860
2019-10-10,37562
2019-10-11,37562
2019-10-12,37562
2019-10-13,37562
2019-10-14,38657
2019-10-15,38657
2019-10-16,38657
2019-10-17,38657
2019-10-18,38576
2019-10-19,38576
2019-10-20,38576
2019-10-21,38576
2019-10-22,39121
2019-10-23,39121
2019-10-24,39121
2019-10-25,39121
2019-10-26,39666
2019-10-27,39666
2019-10-28,39666
2019-10-29,39666
2019-10-30,37876
2019-10-31,37876
2019-11-01,37876
2019-11-02,37876
2019-11-03,36952
2019-11-04,36952
2019-11-05,36952
2019-11-06,36952
2019-11-07,36952
2019-11-08,35852
2019-11-09,35852
2019-11-10,35852
2019-11-11,34492
2019-11-12,34492
2019-11-13,34492
2019-11-14,34492
2019-11-15,34492
2019-11-16,33684
2019-11-17,33684
2019-11-18,33684
2019-11-19,33684
2019-11-20,33684
2019-11-21,33300
2019-11-22,33300
2019-11-23,33300
2019-11-24,33300
2019-11-25,32529
2019-11-26,32529
2019-11-27,32529
2019-11-28,32529
2019-11-29,31096
2019-11-30,31096
2019-12-01,31096
2019-12-02,31096
2019-12-03,30543
2019-12-04,30543
2019-12-05,30543
2019-12-06,30543
2019-12-07,30543
2019-12-08,30615
2019-12-09,30615
2019-12-10,30615
2019-12-11,30615
2019-12-12,31135
2019-12-13,31135
2019-12-14,31135
2019-12-15,30664
2019-12-16,30664
2019-12-17,30664
2019-12-18,30664
2019-12-19,29744
2019-12-20,29744
2019-12-21,29744
2019-12-22,29031
2019-12-23,29031
2019-12-24,29031
2019-12-25,29031
2019-12-26,29031
2019-12-27,28603
2019-12-28,28603
2019-12-29,28603
2019-12-30,28603
2019-12-31,28516
2020-01-01,28516
2020-01-02,28516
2020-01-03,28516
2020-01-04,28916
2020-01-05,28916
2020-01-06,28916
2020-01-07,28916
2020-01-08,27919
2020-01-09,27919
2020-01-10,27919
2020-01-11,26853
2020-01-12,26853
2020-01-13,26853
2020-01-14,26853
2020-01-15,26417
2020-01-16,26417
2020-01-17,26417
2020-01-18,26417
2020-01-19,25655
2020-01-20,25655
2020-01-21,25655
2020-01-22,25655
2020-01-23,26336
2020-01-24,26336
2020-01-25,26336
2020-01-26,27268
2020-01-27,27268
2020-01-28,27268
2020-01-29,27229
2020-01-30,27229
2020-01-31,27229
2020-02-01,26434
2020-02-02,26434
2020-02-03,26434
2020-02-04,25980
2020-02-05,25980
2020-02-06,25980
2020-02-07,25465
2020-02-08,25465
2020-02-09,25465
2020-02-10,24753
2020-02-11,24753
2020-02-12,24753
2020-02-13,24753
2020-02-14,24099
2020-02-15,24099
2020-02-16,24099
2020-02-17,23755
2020-02-18,23755
2020-02-19,23755
2020-02-20,23524
2020-02-21,23524
2020-02-22,23524
2020-02-23,23524
2020-02-24,23205
2020-02-25,23205
2020-02-26,23205
2020-02-27,23921
2020-02-28,23921
2020-02-29,23921
2020-03-01,24141
2020-03-02,24141
2020-03-03,24141
2020-03-04,23752
2020-03-05,23752
2020-03-06,23752
2020-03-07,24001
2020-03-08,24001
2020-03-09,24001
2020-03-10,23510
2020-03-11,23510
2020-03-12,23510
2020-03-13,23510
2020-03-14,22750
2020-03-15,22750
2020-03-16,22750
2020-03-17,22430
2020-03-18,22430
2020-03-19,22430
2020-03-20,22340
2020-03-21,22340
2020-03-22,22340
2020-03-23,21834
2020-03-24,21834
2020-03-25,21834
2020-03-26,22120
2020-03-27,22120
2020-03-28,22120
2020-03-29,22116
2020-03-30,22116
2020-03-31,22028
2020-04-01,22028
2020-04-02,22028
2020-04-03,21905
2020-04-04,21905
2020-04-05,20933
2020-04-06,20933
2020-04-07,19895
2020-04-08,19895
2020-04-09,19181
2020-04-10,19181
2020-04-11,18320
2020-04-12,18320
2020-04-13,17814
2020-04-14,17814
2020-04-15,17178
2020-04-16,17178
2020-04-17,17178
2020-04-18,16519
2020-04-19,16519
2020-04-20,16014
2020-04-21,16014
2020-04-22,15630
2020-04-23,15630
2020-04-24,15630
2020-04-25,15145
2020-04-26,15145
2020-04-27,14752
2020-04-28,14752
2020-04-29,14752
2020-04-30,14407
2020-05-01,14407
2020-05-02,14407
2020-05-03,14554
2020-05-04,14554
2020-05-05,14554
2020-05-06,14297
2020-05-07,14297
2020-05-08,14297
2020-05-09,14063
2020-05-10,14063
2020-05-11,14063
2020-05-12,14179
2020-05-13,14179
