date_obj,Zamorak%20stole price
2019-04-08,8564
2019-04-09,8254
2019-04-10,8067
2019-04-11,7780
2019-04-12,7788
2019-04-13,7557
2019-04-14,7431
2019-04-15,7310
2019-04-16,7050
2019-04-17,6774
2019-04-18,6521
2019-04-19,6397
2019-04-20,6099
2019-04-21,5877
2019-04-22,5682
2019-04-23,5686
2019-04-24,5586
2019-04-25,5306
2019-04-26,5121
2019-04-27,4957
2019-04-28,4742
2019-04-29,4562
2019-04-30,4493
2019-05-01,4435
2019-05-02,4357
2019-05-03,4179
2019-05-04,3995
2019-05-05,3831
2019-05-06,3715
2019-05-07,3557
2019-05-08,3490
2019-05-09,3464
2019-05-10,3426
2019-05-11,3388
2019-05-12,3401
2019-05-13,3230
2019-05-14,3082
2019-05-15,2961
2019-05-16,2893
2019-05-17,2828
2019-05-18,2812
2019-05-19,2821
2019-05-20,2806
2019-05-21,2811
2019-05-22,2779
2019-05-23,2712
2019-05-24,2668
2019-05-25,2598
2019-05-26,2616
2019-05-27,2542
2019-05-28,2505
2019-05-29,2546
2019-05-30,2562
2019-05-31,2535
2019-06-01,2522
2019-06-02,2532
2019-06-03,2543
2019-06-04,2519
2019-06-05,2495
2019-06-06,2620
2019-06-07,2747
2019-06-08,2885
2019-06-09,3030
2019-06-10,3030
2019-06-11,3181
2019-06-12,3341
2019-06-13,3509
2019-06-14,3679
2019-06-15,3862
2019-06-16,4056
2019-06-17,4259
2019-06-18,4458
2019-06-19,4681
2019-06-20,4916
2019-06-21,5162
2019-06-22,5421
2019-06-23,5693
2019-06-24,5978
2019-06-25,6270
2019-06-26,6555
2019-06-27,6730
2019-06-28,7040
2019-06-29,7322
2019-06-30,7404
2019-07-01,7413
2019-07-02,7369
2019-07-03,7257
2019-07-04,7306
2019-07-05,7391
2019-07-06,7506
2019-07-07,7600
2019-07-08,7682
2019-07-09,7575
2019-07-10,7418
2019-07-11,7141
2019-07-12,7069
2019-07-13,7346
2019-07-14,7372
2019-07-15,7372
2019-07-16,7368
2019-07-17,7417
2019-07-18,7444
2019-07-19,7360
2019-07-20,7441
2019-07-21,7566
2019-07-22,7809
2019-07-23,8159
2019-07-24,8429
2019-07-25,8773
2019-07-26,8413
2019-07-27,7992
2019-07-28,7666
2019-07-29,7368
2019-07-30,6999
2019-07-31,6887
2019-08-01,6898
2019-08-02,6849
2019-08-03,6686
2019-08-04,6469
2019-08-05,6297
2019-08-06,6129
2019-08-07,5933
2019-08-08,5809
2019-08-09,5696
2019-08-10,5460
2019-08-11,5320
2019-08-12,5143
2019-08-13,4910
2019-08-14,4798
2019-08-15,4676
2019-08-16,4576
2019-08-17,4576
2019-08-18,4468
2019-08-19,4589
2019-08-20,4591
2019-08-21,4474
2019-08-22,4484
2019-08-23,4479
2019-08-24,4486
2019-08-24,4486
2019-08-25,4453
2019-08-25,4453
2019-08-26,4561
2019-08-26,4561
2019-08-27,4509
2019-08-27,4509
2019-08-28,4462
2019-08-29,4347
2019-08-30,4284
2019-08-31,4284
2019-09-01,4289
2019-09-02,4289
2019-09-03,4319
2019-09-04,4439
2019-09-05,4609
2019-09-06,4836
2019-09-07,5057
2019-09-08,5073
2019-09-09,5000
2019-09-10,5026
2019-09-11,5096
2019-09-12,5278
2019-09-13,5234
2019-09-14,5188
2019-09-15,5175
2019-09-16,5410
2019-09-17,5565
2019-09-18,5798
2019-09-19,5893
2019-09-20,5893
2019-09-21,5994
2019-09-22,5897
2019-09-23,5772
2019-09-24,5772
2019-09-25,5681
2019-09-26,5598
2019-09-27,5598
2019-09-28,5529
2019-09-29,5529
2019-09-30,5500
2019-10-01,5476
2019-10-02,5476
2019-10-03,5375
2019-10-04,5325
2019-10-05,5260
2019-10-06,5229
2019-10-07,5361
2019-10-08,5300
2019-10-09,5300
2019-10-10,5315
2019-10-11,5391
2019-10-12,5410
2019-10-13,5364
2019-10-14,5332
2019-10-15,5315
2019-10-16,5454
2019-10-17,5324
2019-10-18,5177
2019-10-19,4936
2019-10-20,4728
2019-10-21,4504
2019-10-22,4349
2019-10-23,4291
2019-10-24,4209
2019-10-25,4233
2019-10-26,4203
2019-10-27,4238
2019-10-28,4338
2019-10-29,4338
2019-10-30,4473
2019-10-31,4501
2019-11-01,4627
2019-11-02,4625
2019-11-03,4789
2019-11-04,5021
2019-11-05,5269
2019-11-06,5408
2019-11-07,5382
2019-11-08,5348
2019-11-09,5273
2019-11-10,5032
2019-11-11,4887
2019-11-12,4784
2019-11-13,4787
2019-11-14,4718
2019-11-15,4566
2019-11-16,4520
2019-11-17,4520
2019-11-18,4408
2019-11-19,4408
2019-11-20,4300
2019-11-21,4300
2019-11-22,4232
2019-11-23,4084
2019-11-24,4048
2019-11-25,3973
2019-11-26,3933
2019-11-27,3933
2019-11-28,3975
2019-11-29,3894
2019-11-30,3921
2019-12-01,3960
2019-12-02,4059
2019-12-03,4222
2019-12-04,4314
2019-12-05,4383
2019-12-06,4381
2019-12-07,4283
2019-12-08,4331
2019-12-09,4309
2019-12-10,4408
2019-12-11,4567
2019-12-12,4567
2019-12-13,4659
2019-12-14,4792
2019-12-15,4901
2019-12-16,4920
2019-12-17,4919
2019-12-18,4887
2019-12-19,4897
2019-12-20,4892
2019-12-21,5014
2019-12-22,5099
2019-12-23,5245
2019-12-24,5349
2019-12-25,5400
2019-12-26,5501
2019-12-27,5637
2019-12-28,5755
2019-12-29,5817
2019-12-30,5989
2019-12-31,6030
2020-01-01,6069
2020-01-02,6052
2020-01-03,6071
2020-01-04,6010
2020-01-05,5963
2020-01-06,6075
2020-01-07,6048
2020-01-08,6048
2020-01-09,5961
2020-01-10,5933
2020-01-11,5974
2020-01-12,5952
2020-01-13,5952
2020-01-14,5854
2020-01-15,5715
2020-01-16,5588
2020-01-17,5457
2020-01-18,5374
2020-01-19,5362
2020-01-20,5262
2020-01-21,5091
2020-01-22,4900
2020-01-23,4876
2020-01-24,4820
2020-01-25,4844
2020-01-26,4787
2020-01-27,4819
2020-01-28,4774
2020-01-29,4885
2020-01-30,4978
2020-01-31,5043
2020-02-01,4971
2020-02-02,4825
2020-02-03,4807
2020-02-04,4751
2020-02-05,4689
2020-02-06,4562
2020-02-07,4430
2020-02-08,4291
2020-02-09,4085
2020-02-10,3980
2020-02-11,3934
2020-02-12,3822
2020-02-13,3687
2020-02-14,3641
2020-02-15,3687
2020-02-16,3680
2020-02-17,3523
2020-02-18,3503
2020-02-19,3492
2020-02-20,3430
2020-02-21,3430
2020-02-22,3293
2020-02-23,3248
2020-02-24,3272
2020-02-25,3294
2020-02-26,3283
2020-02-27,3431
2020-02-28,3455
2020-02-29,3455
2020-03-01,3498
2020-03-02,3573
2020-03-03,3580
2020-03-04,3628
2020-03-05,3668
2020-03-06,3640
2020-03-07,3530
2020-03-08,3483
2020-03-09,3468
2020-03-10,3462
2020-03-11,3347
2020-03-12,3292
2020-03-13,3273
2020-03-14,3242
2020-03-15,3139
2020-03-16,3039
2020-03-17,2939
2020-03-18,2858
2020-03-19,2834
2020-03-20,2825
2020-03-21,2743
2020-03-22,2687
2020-03-23,2667
2020-03-24,2645
2020-03-25,2564
2020-03-26,2508
2020-03-27,2445
2020-03-28,2396
2020-03-29,2339
2020-03-30,2292
2020-03-31,2271
2020-04-01,2213
2020-04-02,2214
2020-04-03,2258
2020-04-04,2303
2020-04-05,2394
2020-04-06,2442
2020-04-07,2503
2020-04-08,2581
2020-04-09,2688
2020-04-10,2783
2020-04-11,2913
2020-04-12,3054
2020-04-13,3181
2020-04-14,3281
2020-04-15,3306
2020-04-16,3347
2020-04-17,3389
2020-04-18,3448
2020-04-19,3435
2020-04-20,3535
2020-04-21,3673
2020-04-22,3846
2020-04-23,3979
2020-04-24,4016
2020-04-25,4109
2020-04-26,4225
2020-04-27,4419
2020-04-28,4423
2020-04-29,4528
2020-04-30,4445
2020-05-01,4408
2020-05-02,4493
2020-05-03,4451
2020-05-04,4392
2020-05-05,4339
2020-05-06,4308
2020-05-07,4308
2020-05-08,4301
2020-05-09,4258
2020-05-10,4267
2020-05-11,4270
2020-05-12,4277
2020-05-13,4405
