date_obj,Kwuarm%20seed price
2019-05-02,370
2019-05-03,380
2019-05-04,386
2019-05-05,390
2019-05-06,391
2019-05-07,401
2019-05-08,403
2019-05-09,409
2019-05-10,397
2019-05-11,404
2019-05-12,411
2019-05-13,408
2019-05-14,420
2019-05-15,424
2019-05-16,427
2019-05-17,432
2019-05-18,422
2019-05-19,417
2019-05-20,407
2019-05-21,393
2019-05-22,386
2019-05-23,371
2019-05-24,354
2019-05-25,345
2019-05-26,329
2019-05-27,313
2019-05-28,298
2019-05-29,284
2019-05-30,275
2019-05-31,265
2019-06-01,251
2019-06-02,238
2019-06-03,226
2019-06-04,216
2019-06-05,209
2019-06-06,207
2019-06-07,200
2019-06-08,198
2019-06-09,191
2019-06-10,189
2019-06-11,192
2019-06-12,198
2019-06-13,202
2019-06-14,212
2019-06-15,221
2019-06-16,232
2019-06-17,242
2019-06-18,252
2019-06-19,265
2019-06-20,279
2019-06-21,289
2019-06-22,304
2019-06-23,320
2019-06-24,336
2019-06-25,353
2019-06-26,370
2019-06-27,387
2019-06-28,406
2019-06-29,426
2019-06-30,447
2019-07-01,464
2019-07-02,488
2019-07-03,512
2019-07-04,538
2019-07-05,565
2019-07-06,588
2019-07-07,598
2019-07-08,609
2019-07-09,624
2019-07-10,601
2019-07-11,584
2019-07-12,589
2019-07-13,591
2019-07-14,571
2019-07-15,566
2019-07-16,549
2019-07-17,554
2019-07-18,552
2019-07-19,555
2019-07-20,563
2019-07-21,575
2019-07-22,592
2019-07-23,620
2019-07-24,642
2019-07-25,666
2019-07-26,694
2019-07-27,699
2019-07-28,727
2019-07-29,749
2019-07-30,758
2019-07-31,778
2019-08-01,800
2019-08-02,837
2019-08-03,875
2019-08-04,906
2019-08-05,901
2019-08-06,904
2019-08-07,894
2019-08-08,860
2019-08-09,827
2019-08-10,794
2019-08-11,758
2019-08-12,728
2019-08-13,700
2019-08-14,672
2019-08-15,648
2019-08-16,629
2019-08-17,624
2019-08-18,621
2019-08-19,605
2019-08-20,591
2019-08-21,574
2019-08-22,584
2019-08-23,592
2019-08-24,584
2019-08-24,584
2019-08-25,561
2019-08-25,561
2019-08-26,554
2019-08-26,554
2019-08-27,552
2019-08-27,552
2019-08-28,527
2019-08-29,510
2019-08-30,498
2019-08-31,485
2019-09-01,483
2019-09-02,464
2019-09-03,455
2019-09-04,442
2019-09-05,432
2019-09-06,432
2019-09-07,428
2019-09-08,426
2019-09-09,423
2019-09-10,402
2019-09-11,392
2019-09-12,374
2019-09-13,379
2019-09-14,380
2019-09-15,379
2019-09-16,375
2019-09-17,378
2019-09-18,372
2019-09-19,363
2019-09-20,378
2019-09-21,385
2019-09-22,397
2019-09-23,413
2019-09-24,402
2019-09-25,393
2019-09-26,386
2019-09-27,374
2019-09-28,369
2019-09-29,366
2019-09-30,359
2019-10-01,362
2019-10-02,369
2019-10-03,382
2019-10-04,401
2019-10-05,409
2019-10-06,428
2019-10-07,445
2019-10-08,454
2019-10-09,462
2019-10-10,458
2019-10-11,456
2019-10-12,456
2019-10-13,452
2019-10-14,467
2019-10-15,485
2019-10-16,498
2019-10-17,501
2019-10-18,514
2019-10-19,523
2019-10-20,513
2019-10-21,510
2019-10-22,508
2019-10-23,494
2019-10-24,493
2019-10-25,503
2019-10-26,495
2019-10-27,479
2019-10-28,460
2019-10-29,444
2019-10-30,435
2019-10-31,420
2019-11-01,414
2019-11-02,401
2019-11-03,387
2019-11-04,380
2019-11-05,382
2019-11-06,379
2019-11-07,364
2019-11-08,347
2019-11-09,339
2019-11-10,331
2019-11-11,332
2019-11-12,322
2019-11-13,314
2019-11-14,301
2019-11-15,287
2019-11-16,279
2019-11-17,271
2019-11-18,265
2019-11-19,257
2019-11-20,250
2019-11-21,254
2019-11-22,245
2019-11-23,240
2019-11-24,230
2019-11-25,230
2019-11-26,226
2019-11-27,230
2019-11-28,225
2019-11-29,231
2019-11-30,227
2019-12-01,234
2019-12-02,224
2019-12-03,219
2019-12-04,220
2019-12-05,225
2019-12-06,223
2019-12-07,222
2019-12-08,218
2019-12-09,210
2019-12-10,211
2019-12-11,217
2019-12-12,222
2019-12-13,227
2019-12-14,233
2019-12-15,234
2019-12-16,230
2019-12-17,225
2019-12-18,221
2019-12-19,215
2019-12-20,212
2019-12-21,209
2019-12-22,207
2019-12-23,200
2019-12-24,195
2019-12-25,190
2019-12-26,182
2019-12-27,174
2019-12-28,173
2019-12-29,168
2019-12-30,161
2019-12-31,159
2020-01-01,158
2020-01-02,163
2020-01-03,164
2020-01-04,170
2020-01-05,175
2020-01-06,181
2020-01-07,187
2020-01-08,195
2020-01-09,204
2020-01-10,212
2020-01-11,221
2020-01-12,223
2020-01-13,234
2020-01-14,244
2020-01-15,255
2020-01-16,264
2020-01-17,275
2020-01-18,286
2020-01-19,298
2020-01-20,311
2020-01-21,326
2020-01-22,335
2020-01-23,340
2020-01-24,346
2020-01-25,358
2020-01-26,353
2020-01-27,362
2020-01-28,368
2020-01-29,375
2020-01-30,385
2020-01-31,398
2020-02-01,398
2020-02-02,410
2020-02-03,420
2020-02-04,423
2020-02-05,433
2020-02-06,442
2020-02-07,438
2020-02-08,439
2020-02-09,443
2020-02-10,456
2020-02-11,462
2020-02-12,468
2020-02-13,465
2020-02-14,475
2020-02-15,487
2020-02-16,489
2020-02-17,487
2020-02-18,484
2020-02-19,478
2020-02-20,476
2020-02-21,497
2020-02-22,495
2020-02-23,500
2020-02-24,502
2020-02-25,501
2020-02-26,501
2020-02-27,494
2020-02-28,495
2020-02-29,492
2020-03-01,498
2020-03-02,481
2020-03-03,478
2020-03-04,493
2020-03-05,506
2020-03-06,507
2020-03-07,505
2020-03-08,501
2020-03-09,504
2020-03-10,487
2020-03-11,494
2020-03-12,481
2020-03-13,498
2020-03-14,505
2020-03-15,507
2020-03-16,504
2020-03-17,479
2020-03-18,460
2020-03-19,444
2020-03-20,432
2020-03-21,423
2020-03-22,420
2020-03-23,427
2020-03-24,426
2020-03-25,427
2020-03-26,428
2020-03-27,433
2020-03-28,422
2020-03-29,411
2020-03-30,413
2020-03-31,405
2020-04-01,400
2020-04-02,382
2020-04-03,369
2020-04-04,371
2020-04-05,378
2020-04-06,385
2020-04-07,400
2020-04-08,417
2020-04-09,438
2020-04-10,460
2020-04-11,481
2020-04-12,482
2020-04-13,500
2020-04-14,522
2020-04-15,529
2020-04-16,521
2020-04-17,525
2020-04-18,540
2020-04-19,546
2020-04-20,562
2020-04-21,585
2020-04-22,599
2020-04-23,615
2020-04-24,638
2020-04-25,665
2020-04-26,680
2020-04-27,695
2020-04-28,705
2020-04-29,674
2020-04-30,656
2020-05-01,659
2020-05-02,653
2020-05-03,626
2020-05-04,617
2020-05-05,633
2020-05-06,654
2020-05-07,656
2020-05-08,682
2020-05-09,679
2020-05-10,667
2020-05-11,660
2020-05-12,649
2020-05-13,655
