date_obj,Wrath%20rune price
2019-05-21,427
2019-05-22,427
2019-05-23,431
2019-05-24,427
2019-05-25,427
2019-05-26,423
2019-05-27,422
2019-05-28,421
2019-05-29,418
2019-05-30,414
2019-05-31,409
2019-06-01,402
2019-06-02,395
2019-06-03,396
2019-06-04,400
2019-06-05,410
2019-06-06,417
2019-06-07,415
2019-06-08,414
2019-06-09,411
2019-06-10,410
2019-06-11,406
2019-06-12,401
2019-06-13,397
2019-06-14,390
2019-06-15,374
2019-06-16,381
2019-06-17,388
2019-06-18,388
2019-06-19,394
2019-06-20,404
2019-06-21,404
2019-06-22,404
2019-06-23,406
2019-06-24,407
2019-06-25,413
2019-06-26,406
2019-06-27,400
2019-06-28,400
2019-06-29,402
2019-06-30,403
2019-07-01,404
2019-07-02,406
2019-07-03,408
2019-07-04,408
2019-07-05,404
2019-07-06,397
2019-07-07,394
2019-07-08,394
2019-07-09,406
2019-07-10,412
2019-07-11,412
2019-07-12,404
2019-07-13,391
2019-07-14,386
2019-07-15,386
2019-07-16,390
2019-07-17,398
2019-07-18,394
2019-07-19,383
2019-07-20,378
2019-07-21,374
2019-07-22,373
2019-07-23,376
2019-07-24,376
2019-07-25,374
2019-07-26,371
2019-07-27,368
2019-07-28,369
2019-07-29,369
2019-07-30,370
2019-07-31,373
2019-08-01,375
2019-08-02,374
2019-08-03,366
2019-08-04,354
2019-08-05,358
2019-08-06,361
2019-08-07,370
2019-08-08,371
2019-08-09,371
2019-08-10,372
2019-08-11,372
2019-08-12,376
2019-08-13,378
2019-08-14,378
2019-08-15,375
2019-08-16,371
2019-08-17,372
2019-08-18,372
2019-08-19,377
2019-08-20,379
2019-08-21,379
2019-08-22,381
2019-08-23,381
2019-08-24,386
2019-08-24,386
2019-08-25,390
2019-08-25,390
2019-08-26,394
2019-08-26,394
2019-08-27,402
2019-08-27,402
2019-08-28,416
2019-08-29,416
2019-08-30,416
2019-08-31,409
2019-09-01,402
2019-09-02,400
2019-09-03,398
2019-09-04,394
2019-09-05,390
2019-09-06,386
2019-09-07,382
2019-09-08,378
2019-09-09,380
2019-09-10,383
2019-09-11,388
2019-09-12,394
2019-09-13,399
2019-09-14,401
2019-09-15,402
2019-09-16,400
2019-09-17,397
2019-09-18,399
2019-09-19,399
2019-09-20,400
2019-09-21,397
2019-09-22,393
2019-09-23,394
2019-09-24,391
2019-09-25,392
2019-09-26,386
2019-09-27,380
2019-09-28,380
2019-09-29,384
2019-09-30,392
2019-10-01,389
2019-10-02,386
2019-10-03,386
2019-10-04,390
2019-10-05,400
2019-10-06,401
2019-10-07,400
2019-10-08,397
2019-10-09,392
2019-10-10,391
2019-10-11,393
2019-10-12,408
2019-10-13,417
2019-10-14,418
2019-10-15,407
2019-10-16,402
2019-10-17,402
2019-10-18,397
2019-10-19,382
2019-10-20,377
2019-10-21,368
2019-10-22,370
2019-10-23,385
2019-10-24,389
2019-10-25,387
2019-10-26,393
2019-10-27,395
2019-10-28,394
2019-10-29,394
2019-10-30,393
2019-10-31,388
2019-11-01,377
2019-11-02,378
2019-11-03,388
2019-11-04,392
2019-11-05,398
2019-11-06,394
2019-11-07,396
2019-11-08,393
2019-11-09,395
2019-11-10,391
2019-11-11,387
2019-11-12,388
2019-11-13,400
2019-11-14,405
2019-11-15,402
2019-11-16,404
2019-11-17,423
2019-11-18,421
2019-11-19,415
2019-11-20,412
2019-11-21,411
2019-11-22,409
2019-11-23,402
2019-11-24,393
2019-11-25,383
2019-11-26,388
2019-11-27,399
2019-11-28,408
2019-11-29,411
2019-11-30,414
2019-12-01,414
2019-12-02,431
2019-12-03,451
2019-12-04,443
2019-12-05,433
2019-12-06,430
2019-12-07,429
2019-12-08,424
2019-12-09,424
2019-12-10,431
2019-12-11,438
2019-12-12,440
2019-12-13,458
2019-12-14,451
2019-12-15,450
2019-12-16,458
2019-12-17,469
2019-12-18,465
2019-12-19,462
2019-12-20,455
2019-12-21,455
2019-12-22,460
2019-12-23,483
2019-12-24,503
2019-12-25,528
2019-12-26,541
2019-12-27,514
2019-12-28,495
2019-12-29,471
2019-12-30,470
2019-12-31,469
2020-01-01,480
2020-01-02,478
2020-01-03,467
2020-01-04,462
2020-01-05,461
2020-01-06,455
2020-01-07,434
2020-01-08,426
2020-01-09,420
2020-01-10,422
2020-01-11,443
2020-01-12,454
2020-01-13,452
2020-01-14,451
2020-01-15,454
2020-01-16,456
2020-01-17,465
2020-01-18,469
2020-01-19,469
2020-01-20,472
2020-01-21,472
2020-01-22,474
2020-01-23,479
2020-01-24,482
2020-01-25,483
2020-01-26,478
2020-01-27,475
2020-01-28,473
2020-01-29,472
2020-01-30,473
2020-01-31,472
2020-02-01,473
2020-02-02,473
2020-02-03,476
2020-02-04,478
2020-02-05,479
2020-02-06,462
2020-02-07,438
2020-02-08,416
2020-02-09,414
2020-02-10,417
2020-02-11,413
2020-02-12,405
2020-02-13,407
2020-02-14,408
2020-02-15,409
2020-02-16,410
2020-02-17,411
2020-02-18,406
2020-02-19,406
2020-02-20,407
2020-02-21,406
2020-02-22,408
2020-02-23,406
2020-02-24,407
2020-02-25,410
2020-02-26,417
2020-02-27,419
2020-02-28,427
2020-02-29,427
2020-03-01,423
2020-03-02,414
2020-03-03,416
2020-03-04,418
2020-03-05,419
2020-03-06,421
2020-03-07,419
2020-03-08,417
2020-03-09,408
2020-03-10,403
2020-03-11,410
2020-03-12,412
2020-03-13,409
2020-03-14,415
2020-03-15,406
2020-03-16,408
2020-03-17,415
2020-03-18,431
2020-03-19,439
2020-03-20,429
2020-03-21,423
2020-03-22,427
2020-03-23,427
2020-03-24,428
2020-03-25,447
2020-03-26,458
2020-03-27,455
2020-03-28,454
2020-03-29,450
2020-03-30,458
2020-03-31,457
2020-04-01,453
2020-04-02,450
2020-04-03,444
2020-04-04,441
2020-04-05,446
2020-04-06,449
2020-04-07,449
2020-04-08,447
2020-04-09,447
2020-04-10,447
2020-04-11,449
2020-04-12,447
2020-04-13,444
2020-04-14,441
2020-04-15,441
2020-04-16,445
2020-04-17,452
2020-04-18,434
2020-04-19,430
2020-04-20,431
2020-04-21,433
2020-04-22,434
2020-04-23,429
2020-04-24,425
2020-04-25,423
2020-04-26,421
2020-04-27,415
2020-04-28,414
2020-04-29,418
2020-04-30,423
2020-05-01,421
2020-05-02,417
2020-05-03,417
2020-05-04,420
2020-05-05,428
2020-05-06,431
2020-05-07,432
2020-05-08,425
2020-05-09,421
2020-05-10,428
2020-05-11,430
2020-05-12,418
2020-05-13,414
