date_obj,Charcoal price
2019-08-26,302
2019-08-27,288
2019-08-27,288
2019-08-28,283
2019-08-29,284
2019-08-30,282
2019-08-31,285
2019-09-01,286
2019-09-02,290
2019-09-03,280
2019-09-04,274
2019-09-05,281
2019-09-06,282
2019-09-07,287
2019-09-08,288
2019-09-09,280
2019-09-10,269
2019-09-11,273
2019-09-12,279
2019-09-13,276
2019-09-14,270
2019-09-15,275
2019-09-16,273
2019-09-17,270
2019-09-18,272
2019-09-19,275
2019-09-20,286
2019-09-21,289
2019-09-22,292
2019-09-23,284
2019-09-24,288
2019-09-25,282
2019-09-26,285
2019-09-27,284
2019-09-28,279
2019-09-29,271
2019-09-30,274
2019-10-01,280
2019-10-02,288
2019-10-03,302
2019-10-04,313
2019-10-05,297
2019-10-06,297
2019-10-07,298
2019-10-08,294
2019-10-09,301
2019-10-10,307
2019-10-11,306
2019-10-12,311
2019-10-13,312
2019-10-14,315
2019-10-15,310
2019-10-16,314
2019-10-17,317
2019-10-18,319
2019-10-19,315
2019-10-20,320
2019-10-21,321
2019-10-22,328
2019-10-23,336
2019-10-24,330
2019-10-25,324
2019-10-26,320
2019-10-27,321
2019-10-28,325
2019-10-29,317
2019-10-30,309
2019-10-31,315
2019-11-01,306
2019-11-02,293
2019-11-03,298
2019-11-04,307
2019-11-05,315
2019-11-06,318
2019-11-07,320
2019-11-08,322
2019-11-09,324
2019-11-10,310
2019-11-11,326
2019-11-12,343
2019-11-13,357
2019-11-14,339
2019-11-15,338
2019-11-16,345
2019-11-17,338
2019-11-18,325
2019-11-19,308
2019-11-20,292
2019-11-21,277
2019-11-22,272
2019-11-23,271
2019-11-24,276
2019-11-25,277
2019-11-26,275
2019-11-27,272
2019-11-28,272
2019-11-29,267
2019-11-30,275
2019-12-01,285
2019-12-02,300
2019-12-03,309
2019-12-04,310
2019-12-05,308
2019-12-06,322
2019-12-07,332
2019-12-08,335
2019-12-09,329
2019-12-10,323
2019-12-11,321
2019-12-12,331
2019-12-13,339
2019-12-14,326
2019-12-15,315
2019-12-16,303
2019-12-17,313
2019-12-18,315
2019-12-19,317
2019-12-20,321
2019-12-21,319
2019-12-22,318
2019-12-23,324
2019-12-24,341
2019-12-25,359
2019-12-26,377
2019-12-27,396
2019-12-28,416
2019-12-29,434
2019-12-30,444
2019-12-31,465
2020-01-01,478
2020-01-02,498
2020-01-03,523
2020-01-04,540
2020-01-05,538
2020-01-06,511
2020-01-07,505
2020-01-08,485
2020-01-09,500
2020-01-10,507
2020-01-11,497
2020-01-12,500
2020-01-13,480
2020-01-14,471
2020-01-15,452
2020-01-16,429
2020-01-17,407
2020-01-18,386
2020-01-19,369
2020-01-20,350
2020-01-21,332
2020-01-22,321
2020-01-23,326
2020-01-24,318
2020-01-25,309
2020-01-26,315
2020-01-27,315
2020-01-28,311
2020-01-29,313
2020-01-30,302
2020-01-31,310
2020-02-01,313
2020-02-02,311
2020-02-03,315
2020-02-04,321
2020-02-05,331
2020-02-06,323
2020-02-07,332
2020-02-08,338
2020-02-09,338
2020-02-10,351
2020-02-11,356
2020-02-12,360
2020-02-13,376
2020-02-14,395
2020-02-15,415
2020-02-16,428
2020-02-17,450
2020-02-18,465
2020-02-19,446
2020-02-20,427
2020-02-21,426
2020-02-22,427
2020-02-23,419
2020-02-24,409
2020-02-25,396
2020-02-26,387
2020-02-27,383
2020-02-28,385
2020-02-29,377
2020-03-01,377
2020-03-02,379
2020-03-03,380
2020-03-04,396
2020-03-05,387
2020-03-06,388
2020-03-07,398
2020-03-08,405
2020-03-09,402
2020-03-10,391
2020-03-11,382
2020-03-12,385
2020-03-13,380
2020-03-14,390
2020-03-15,405
2020-03-16,396
2020-03-17,393
2020-03-18,398
2020-03-19,397
2020-03-20,390
2020-03-21,382
2020-03-22,381
2020-03-23,376
2020-03-24,363
2020-03-25,349
2020-03-26,341
2020-03-27,333
2020-03-28,326
2020-03-29,323
2020-03-30,311
2020-03-31,306
2020-04-01,302
2020-04-02,307
2020-04-03,317
2020-04-04,327
2020-04-05,331
2020-04-06,330
2020-04-07,341
2020-04-08,346
2020-04-09,348
2020-04-10,343
2020-04-11,335
2020-04-12,336
2020-04-13,325
2020-04-14,320
2020-04-15,321
2020-04-16,338
2020-04-17,340
2020-04-18,346
2020-04-19,337
2020-04-20,331
2020-04-21,327
2020-04-22,317
2020-04-23,310
2020-04-24,301
2020-04-25,287
2020-04-26,272
2020-04-27,258
2020-04-28,245
2020-04-29,232
2020-04-30,220
2020-05-01,209
2020-05-02,206
2020-05-03,206
2020-05-04,212
2020-05-05,209
2020-05-06,204
2020-05-07,205
2020-05-08,210
2020-05-09,205
2020-05-10,211
2020-05-11,212
2020-05-12,213
2020-05-13,215
