date_obj,Ring%20of%20stone price
2015-10-08,2870107
2015-10-09,2870107
2015-10-10,2870107
2015-10-11,2870107
2015-10-12,2870107
2015-10-13,2870107
2015-10-14,2870107
2015-10-15,2870107
2015-10-16,2870107
2015-10-17,2870107
2015-10-18,2870107
2015-10-19,2870107
2015-10-20,2870107
2015-10-22,2747701
2015-10-23,2747701
2015-10-24,2747701
2015-10-25,2747701
2015-10-26,2747701
2015-10-27,2747701
2015-10-29,2747701
2015-10-30,2747701
2015-10-31,2747701
2015-11-01,2747701
2015-11-02,2747701
2015-11-03,2747701
2015-11-04,2747701
2015-11-05,2747701
2015-11-06,2747701
2015-11-07,2747701
2015-11-08,2747701
2015-11-09,2747701
2015-11-10,2747701
2015-11-11,2747701
2015-11-12,2747701
2015-11-13,2747701
2015-11-14,2747701
2015-11-15,2747701
2015-11-16,2747701
2015-11-17,2747701
2015-11-18,2747701
2015-11-19,2723654
2015-11-20,2723654
2015-11-21,2723654
2015-11-22,2723654
2015-11-23,2723654
2015-11-24,2723654
2015-11-25,2723654
2015-11-26,2723654
2015-11-27,2723654
2015-11-28,2723654
2015-11-29,2723654
2015-11-30,2723654
2015-12-01,2723654
2015-12-02,2723654
2015-12-03,2723654
2015-12-04,2723654
2015-12-05,2723654
2015-12-06,2723654
2015-12-07,2723654
2015-12-08,2723654
2015-12-09,2723654
2015-12-10,2723654
2015-12-11,2723654
2015-12-12,2723654
2015-12-13,2723654
2015-12-14,2723654
2015-12-15,2723654
2015-12-16,2812997
2015-12-17,2812997
2015-12-18,2812997
2015-12-19,2812997
2015-12-20,2812997
2015-12-21,2812997
2015-12-22,2812997
2015-12-23,2812997
2015-12-24,2812997
2015-12-25,2812997
2015-12-26,2812997
2015-12-27,2812997
2015-12-28,2812997
2015-12-29,2812997
2015-12-30,2812997
2015-12-31,2812997
2016-01-01,2812997
2016-01-02,2812997
2016-01-03,2812997
2016-01-04,2812997
2016-01-05,2812997
2016-01-06,2812997
2016-01-07,2812997
2016-01-08,2812997
2016-01-09,2864066
2016-01-10,2864066
2016-01-11,2864066
2016-01-12,2864066
2016-01-13,2864066
2016-01-14,2864066
2016-01-15,2864066
2016-01-16,2864066
2016-01-17,2864066
2016-01-18,2864066
2016-01-19,2864066
2016-01-20,2864066
2016-01-21,2864066
2016-01-22,2864066
2016-01-23,2864066
2016-01-24,2864066
2016-01-25,2864066
2016-01-26,2864066
2016-01-27,2864066
2016-01-28,2864066
2016-01-29,2864066
2016-01-30,2864066
2016-01-31,2864066
2016-02-01,2901642
2016-02-02,2901642
2016-02-03,2901642
2016-02-04,2901642
2016-02-05,2901642
2016-02-06,2901642
2016-02-07,2901642
2016-02-08,2901642
2016-02-09,2901642
2016-02-10,2901642
2016-02-11,2901642
2016-02-12,2901642
2016-02-13,2901642
2016-02-14,2901642
2016-02-15,2901642
2016-02-16,2901642
2016-02-17,2901642
2016-02-18,2901642
2016-02-19,2901642
2016-02-20,2901642
2016-02-21,2901642
2016-02-22,2901642
2016-02-23,2980995
2016-02-24,2980995
2016-02-25,2980995
2016-02-26,2980995
2016-02-27,2980995
2016-02-28,2980995
2016-02-29,2980995
2016-03-01,2980995
2016-03-02,2980995
2016-03-03,2980995
2016-03-04,2980995
2016-03-05,2980995
2016-03-06,2980995
2016-03-07,2980995
2016-03-08,2980995
2016-03-09,2980995
2016-03-10,2980995
2016-03-11,2980995
2016-03-12,2980995
2016-03-13,2980995
2016-03-14,2980995
2016-03-15,2980995
2016-03-16,3031087
2016-03-17,3031087
2016-03-18,3031087
2016-03-19,3031087
2016-03-20,3031087
2016-03-21,3031087
2016-03-22,3031087
2016-03-23,3031087
2016-03-24,3031087
2016-03-25,3031087
2016-03-26,3031087
2016-03-27,3031087
2016-03-28,3031087
2016-03-29,3031087
2016-03-30,3031087
2016-03-31,3031087
2016-04-01,3031087
2016-04-02,3031087
2016-04-03,3031087
2016-04-04,3031087
2016-04-05,3031087
2016-04-06,3009017
2016-04-07,3009017
2016-04-08,3009017
2016-04-09,3009017
2016-04-10,3009017
2016-04-11,3009017
2016-04-12,3009017
2016-04-13,3009017
2016-04-14,3009017
2016-04-15,3009017
2016-04-16,3009017
2016-04-17,3009017
2016-04-18,3009017
2016-04-19,3009017
2016-04-20,3009017
2016-04-21,3009017
2016-04-22,3009017
2016-04-23,3009017
2016-04-24,3009017
2016-04-25,3009017
2016-04-26,3009017
2016-04-27,3009017
2016-04-28,3009017
2016-04-29,3009017
2016-04-30,3009017
2016-05-01,3009017
2016-05-02,3049382
2016-05-03,3049382
2016-05-04,3049382
2016-05-05,3049382
2016-05-06,3049382
2016-05-07,3049382
2016-05-08,3049382
2016-05-09,3049382
2016-05-10,3049382
2016-05-11,3049382
2016-05-12,3049382
2016-05-13,3049382
2016-05-14,3049382
2016-05-15,3049382
2016-05-16,3049382
2016-05-17,3049382
2016-05-18,3049382
2016-05-19,3049382
2016-05-22,3049382
2016-05-23,3049382
2016-05-24,3049382
2016-05-25,3049382
2016-05-26,3049382
2016-05-27,2925112
2016-05-28,2925112
2016-05-29,2925112
2016-05-30,2925112
2016-05-31,2925112
2016-06-01,2925112
2016-06-02,2925112
2016-06-03,2925112
2016-06-04,2925112
2016-06-05,2925112
2016-06-06,2925112
2016-06-07,2925112
2016-06-08,2925112
2016-06-09,2925112
2016-06-10,2925112
2016-06-11,2925112
2016-06-12,2925112
2016-06-13,2925112
2016-06-14,2925112
2016-06-15,2925112
2016-06-16,2925112
2016-06-17,2925112
2016-06-18,2925112
2016-06-19,2925112
2016-06-20,2925112
2016-06-21,2807186
2016-06-22,2807186
2016-06-23,2807186
2016-06-24,2807186
2016-06-25,2807186
2016-06-26,2807186
2016-06-27,2807186
2016-06-28,2807186
2016-06-29,2807186
2016-06-30,2807186
2016-07-01,2807186
2016-07-02,2807186
2016-07-03,2807186
2016-07-04,2807186
2016-07-05,2807186
2016-07-06,2807186
2016-07-07,2807186
2016-07-08,2807186
2016-07-09,2807186
2016-07-10,2807186
2016-07-11,2734438
2016-07-12,2734438
2016-07-13,2734438
2016-07-14,2734438
2016-07-15,2734438
2016-07-16,2734438
2016-07-17,2734438
2016-07-18,2734438
2016-07-23,2734438
2016-07-24,2734438
2016-07-25,2734438
2016-07-26,2734438
2016-07-27,2734438
2016-07-28,2734438
2016-07-29,2734438
2016-07-30,2736812
2016-07-31,2736812
2016-08-01,2736812
2016-08-02,2736812
2016-08-03,2736812
2016-08-04,2736812
2016-08-05,2736812
2016-08-06,2736812
2016-08-07,2736812
2016-08-08,2736812
2016-08-09,2736812
2016-08-10,2736812
2016-08-11,2736812
2016-08-12,2736812
2016-08-13,2736812
2016-08-14,2736812
2016-08-15,2736812
2016-08-16,2736812
2016-08-17,2736812
2016-08-18,2736812
2016-08-19,2736812
2016-08-20,2736812
2016-08-21,2736812
2016-08-22,2736812
2016-08-23,2689682
2016-08-24,2689682
2016-08-25,2689682
2016-08-26,2689682
2016-08-28,2689682
2016-08-31,2689682
2016-09-01,2689682
2016-09-02,2689682
2016-09-03,2689682
2016-09-04,2689682
2016-09-05,2689682
2016-09-06,2689682
2016-09-07,2689682
2016-09-08,2689682
2016-09-09,2689682
2016-09-10,2689682
2016-09-11,2689682
2016-09-12,2689682
2016-09-13,2689682
2016-09-14,2689682
2016-09-15,2689682
2016-09-16,2689682
2016-09-17,2689682
2016-09-18,2689682
2016-09-19,2689682
2016-09-20,2689682
2016-09-21,2689682
2016-09-22,2689682
2016-09-23,2689682
2016-09-24,2689682
2016-09-25,2619110
2016-09-26,2619110
2016-09-27,2619110
2016-09-28,2619110
2016-09-29,2619110
2016-09-30,2619110
2016-10-01,2619110
2016-10-02,2619110
2016-10-03,2619110
2016-10-04,2619110
2016-10-05,2619110
2016-10-06,2619110
2016-10-07,2619110
2016-10-08,2619110
2016-10-09,2619110
2016-10-10,2619110
2016-10-11,2619110
2016-10-12,2619110
2016-10-13,2619110
2016-10-14,2619110
2016-10-15,2619110
2016-10-16,2619110
2016-10-17,2619110
2016-10-18,2619110
2016-10-19,2619110
2016-10-20,2619110
2016-10-21,2488715
2016-10-22,2488715
2016-10-23,2488715
2016-10-24,2488715
2016-10-25,2488715
2016-10-26,2488715
2016-10-27,2488715
2016-10-28,2488715
2016-10-29,2488715
2016-10-30,2488715
2016-10-31,2488715
2016-11-01,2488715
2016-11-02,2488715
2016-11-03,2488715
2016-11-04,2488715
2016-11-05,2488715
2016-11-06,2488715
2016-11-07,2488715
2016-11-08,2488715
2016-11-09,2488715
2016-11-10,2488715
2016-11-11,2488715
2016-11-12,2488715
2016-11-13,2488715
2016-11-14,2488715
2016-12-08,2365506
2016-12-09,2365506
2016-12-10,2365506
2016-12-11,2365506
2016-12-12,2365506
2016-12-13,2365506
2016-12-14,2280645
2016-12-15,2280645
2016-12-16,2280645
2016-12-17,2280645
2016-12-18,2280645
2016-12-19,2280645
2016-12-20,2280645
2016-12-21,2280645
2016-12-22,2280645
2016-12-23,2280645
2016-12-24,2280645
2016-12-25,2280645
2016-12-26,2280645
2016-12-27,2280645
2016-12-28,2364396
2016-12-29,2364396
2016-12-30,2364396
2016-12-31,2364396
2017-01-01,2364396
2017-01-02,2364396
2017-01-03,2364396
2017-01-04,2364396
2017-01-05,2364396
2017-01-06,2364396
2017-01-07,2364396
2017-01-08,2364396
2017-01-09,2364396
2017-01-10,2364396
2017-01-11,2387230
2017-01-12,2387230
2017-01-13,2387230
2017-01-14,2387230
2017-01-15,2387230
2017-01-16,2387230
2017-01-17,2387230
2017-01-18,2387230
2017-01-19,2387230
2017-01-20,2387230
2017-01-21,2387230
2017-01-22,2387230
2017-01-27,2270117
2017-01-28,2270117
2017-01-29,2270117
2017-01-30,2270117
2017-01-31,2270117
2017-02-01,2270117
2017-02-02,2270117
2017-02-03,2270117
2017-02-04,2270117
2017-02-05,2270117
2017-02-06,2270117
2017-02-07,2270117
2017-02-08,2270117
2017-02-09,2270117
2017-02-10,2270117
2017-02-11,2270117
2017-02-12,2270117
2017-02-13,2157365
2017-02-14,2157365
2017-02-15,2157365
2017-02-16,2157365
2017-02-18,2157365
2017-02-19,2157365
2017-02-20,2157365
2017-02-21,2157365
2017-02-22,2157365
2017-02-23,2157365
2017-02-24,2157365
2017-02-25,2157365
2017-02-26,2157365
2017-02-27,2157365
2017-02-28,2157365
2017-03-01,2157365
2017-03-02,2157365
2017-03-03,2157365
2017-03-04,2157365
2017-03-05,2067451
2017-03-06,2067451
2017-03-07,2067451
2017-03-08,2067451
2017-03-09,2067451
2017-03-10,2067451
2017-03-11,2067451
2017-03-12,2067451
2017-03-13,2067451
2017-03-14,2067451
2017-03-15,2067451
2017-03-16,2067451
2017-03-17,2067451
2017-03-18,2067451
2017-03-19,2067451
2017-03-20,2067451
2017-03-21,2067451
2017-03-22,2067451
2017-03-23,2067451
2017-03-24,2007440
2017-03-25,2007440
2017-03-26,2007440
2017-03-27,2007440
2017-03-28,2007440
2017-03-29,2007440
2017-03-30,2007440
2017-03-31,2007440
2017-04-01,2007440
2017-04-02,2007440
2017-04-03,2007440
2017-04-04,2007440
2017-04-12,1992957
2017-04-13,1992957
2017-04-14,1992957
2017-04-15,1992957
2017-04-16,1992957
2017-04-17,1992957
2017-04-18,1992957
2017-04-19,1992957
2017-04-20,1992957
2017-04-21,1992957
2017-04-22,1992957
2017-04-23,2029023
2017-04-24,2029023
2017-04-25,2029023
2017-04-26,2029023
2017-04-27,2029023
2017-04-28,2029023
2017-04-29,2029023
2017-04-30,2029023
2017-05-01,2029023
2017-05-02,2029023
2017-05-03,2029023
2017-05-04,2029023
2017-05-05,2029023
2017-05-06,2029023
2017-05-07,2029023
2017-05-08,2029023
2017-05-09,2029023
2017-05-10,2029023
2017-05-11,2029023
2017-05-12,2029023
2017-05-13,1948695
2017-05-14,1948695
2017-05-15,1948695
2017-05-16,1948695
2017-05-17,1948695
2017-05-18,1948695
2017-05-19,1948695
2017-05-20,1948695
2017-05-21,1948695
2017-05-22,1948695
2017-05-23,1948695
2017-05-24,1948695
2017-05-25,1948695
2017-05-26,1948695
2017-05-27,1948695
2017-05-28,1948695
2017-05-29,1948695
2017-05-30,1948695
2017-05-31,1948695
2017-06-01,1948695
2017-06-02,1961945
2017-06-03,1961945
2017-06-06,1961945
2017-06-07,1961945
2017-06-08,1961945
2017-06-09,1961945
2017-06-10,1961945
2017-06-11,1961945
2017-06-12,1961945
2017-06-13,1961945
2017-06-14,1961945
2017-06-15,1961945
2017-06-16,1961945
2017-06-17,1961945
2017-06-18,1968190
2017-06-19,1968190
2017-06-20,1968190
2017-06-21,1968190
2017-06-22,1968190
2017-06-23,1968190
2017-06-24,1968190
2017-06-25,1968190
2017-06-26,1968190
2017-06-27,1968190
2017-06-28,1968190
2017-06-29,1968190
2017-06-30,1968190
2017-07-01,1968190
2017-07-02,1968190
2017-07-03,1968190
2017-07-04,1968190
2017-07-05,1968190
2017-07-06,1988158
2017-07-07,1988158
2017-07-08,1988158
2017-07-13,1988158
2017-07-14,1988158
2017-07-15,1988158
2017-07-16,1988158
2017-07-17,1988158
2017-07-18,1988158
2017-07-19,1988158
2017-07-20,1988158
2017-07-21,1988158
2017-07-22,1988158
2017-07-23,1988158
2017-07-24,1988158
2017-07-25,1943139
2017-07-26,1943139
2017-07-27,1943139
2017-07-28,1943139
2017-07-29,1943139
2017-07-30,1943139
2017-07-31,1943139
2017-08-01,1943139
2017-08-02,1943139
2017-08-03,1943139
2017-08-04,1943139
2017-08-05,1943139
2017-08-06,1943139
2017-08-09,1943139
2017-08-10,1943139
2017-08-11,1943139
2017-08-12,1965042
2017-08-13,1965042
2017-08-14,1965042
2017-08-15,1965042
2017-08-17,1965042
2017-08-18,1965042
2017-08-19,1965042
2017-08-20,1965042
2017-08-22,1965042
2017-08-23,1965042
2017-08-24,1965042
2017-08-25,1965042
2017-08-26,1965042
2017-08-27,1965042
2017-08-28,1965042
2017-08-29,1965042
2017-08-30,2046378
2017-08-31,2046378
2017-09-01,2046378
2017-09-02,2046378
2017-09-03,2046378
2017-09-04,2046378
2017-09-05,2046378
2017-09-06,2046378
2017-09-07,2046378
2017-09-08,2046378
2017-09-09,2046378
2017-09-10,2046378
2017-09-11,2046378
2017-09-12,2046378
2017-09-13,2046378
2017-09-14,2046378
2017-09-15,2046378
2017-09-16,2046378
2017-09-17,2046378
2017-09-19,2046378
2017-09-20,2030872
2017-09-21,2030872
2017-09-22,2030872
2017-09-23,2030872
2017-09-24,2030872
2017-09-25,2030872
2017-09-26,2030872
2017-09-27,2030872
2017-09-28,2030872
2017-09-29,2030872
2017-09-30,2030872
2017-10-01,2030872
2017-10-02,2030872
2017-10-03,2030872
2017-10-04,2030872
2017-10-05,2030872
2017-10-06,2030872
2017-10-07,2030872
2017-10-08,2030872
2017-10-09,2030872
2017-10-10,2030872
2017-10-11,2030872
2017-10-12,2030872
2017-10-13,2048949
2017-10-14,2048949
2017-10-15,2048949
2017-10-16,2048949
2017-10-17,2048949
2017-10-18,2048949
2017-10-19,2048949
2017-10-20,2048949
2017-10-21,2048949
2017-10-22,2048949
2017-10-23,2048949
2017-10-24,2048949
2017-10-25,2048949
2017-10-26,2048949
2017-10-27,2048949
2017-10-28,2048949
2017-10-29,2048949
2017-10-30,2048949
2017-10-31,2048949
2017-11-01,2048949
2017-11-02,2075627
2017-11-03,2075627
2017-11-04,2075627
2017-11-05,2075627
2017-11-06,2075627
2017-11-07,2075627
2017-11-08,2075627
2017-11-09,2075627
2017-11-10,2075627
2017-11-11,2075627
2017-11-12,2075627
2017-11-13,2075627
2017-11-14,2075627
2017-11-15,2075627
2017-11-16,2075627
2017-11-17,2075627
2017-11-18,2140459
2017-11-19,2140459
2017-11-20,2140459
2017-11-21,2140459
2017-11-22,2140459
2017-11-23,2140459
2017-11-24,2140459
2017-11-25,2140459
2017-11-26,2140459
2017-11-27,2140459
2017-11-28,2140459
2017-11-29,2140459
2017-11-30,2140459
2017-12-01,2140459
2017-12-02,2140459
2017-12-03,2140459
2017-12-04,2140459
2017-12-05,2140459
2017-12-06,2140459
2017-12-07,2140459
2017-12-08,2101548
2017-12-09,2101548
2017-12-10,2101548
2017-12-11,2101548
2017-12-12,2101548
2017-12-14,2101548
2017-12-15,2101548
2017-12-16,2101548
2017-12-17,2101548
2017-12-18,2101548
2017-12-19,2101548
2017-12-20,2101548
2017-12-21,2101548
2017-12-22,2101548
2017-12-23,2076517
2017-12-24,2076517
2017-12-25,2076517
2017-12-26,2076517
2017-12-27,2076517
2017-12-28,2076517
2017-12-29,2076517
2017-12-30,2076517
2017-12-31,2076517
2018-01-01,2076517
2018-01-02,2076517
2018-01-03,2076517
2018-01-04,2076517
2018-01-05,2076517
2018-01-06,2076517
2018-01-07,2121577
2018-01-08,2121577
2018-01-09,2121577
2018-01-10,2121577
2018-01-11,2121577
2018-01-12,2121577
2018-01-13,2121577
2018-01-14,2121577
2018-01-15,2121577
2018-01-16,2121577
2018-01-17,2121577
2018-01-18,2121577
2018-01-19,2121577
2018-01-20,2121577
2018-01-21,2121577
2018-01-22,2121577
2018-01-23,2121577
2018-01-24,2017438
2018-01-25,2017438
2018-01-26,2017438
2018-01-27,2017438
2018-01-28,2017438
2018-01-29,2017438
2018-01-31,2017438
2018-02-01,2017438
2018-02-02,2017438
2018-02-03,1956857
2018-02-04,1956857
2018-02-05,1956857
2018-02-06,1956857
2018-02-07,1956857
2018-02-08,1956857
2018-02-09,1956857
2018-02-10,1956857
2018-02-11,1956857
2018-02-12,1922664
2018-02-13,1922664
2018-02-14,1922664
2018-02-15,1922664
2018-02-16,1922664
2018-02-17,2001773
2018-02-18,2001773
2018-02-19,2096638
2018-02-20,2096638
2018-02-21,2193415
2018-02-22,2193415
2018-02-23,2193415
2018-02-24,2293784
2018-02-25,2293784
2018-02-26,2293784
2018-02-27,2293784
2018-02-28,2293784
2018-03-01,2217398
2018-03-02,2217398
2018-03-03,2217398
2018-03-04,2217398
2018-03-05,2113515
2018-03-06,2113515
2018-03-07,2113515
2018-03-08,2113515
2018-03-09,2113515
2018-03-10,2113515
2018-03-11,2011726
2018-03-12,2011726
2018-03-13,2011726
2018-03-14,2011726
2018-03-15,2011726
2018-03-16,2011726
2018-03-17,1920677
2018-03-18,1920677
2018-03-19,1920677
2018-03-20,1920677
2018-03-21,1920677
2018-03-23,1920677
2018-03-24,1920677
2018-03-26,1832368
2018-03-27,1832368
2018-03-29,1832368
2018-03-30,1832368
2018-03-31,1832368
2018-04-01,1832368
2018-04-02,1832368
2018-04-03,1832454
2018-04-04,1832454
2018-04-05,1832454
2018-04-06,1832454
2018-04-08,1832454
2018-04-09,1832454
2018-04-10,1832454
2018-04-11,1782927
2018-04-12,1782927
2018-04-13,1782927
2018-04-14,1782927
2018-04-15,1782927
2018-04-16,1782927
2018-04-17,1782927
2018-04-18,1782927
2018-04-19,1790257
2018-04-20,1790257
2018-04-21,1790257
2018-04-22,1790257
2018-04-23,1790257
2018-04-24,1790257
2018-04-25,1790257
2018-04-26,1790257
2018-04-27,1790327
2018-04-28,1790327
2018-04-29,1790327
2018-04-30,1790327
2018-05-01,1828182
2018-05-02,1828182
2018-05-03,1828182
2018-05-04,1828182
2018-05-05,1828182
2018-05-06,1828182
2018-05-07,1870871
2018-05-08,1870871
2018-05-09,1870871
2018-05-10,1870871
2018-05-11,1870871
2018-05-12,1870871
2018-05-13,1922323
2018-05-14,1922323
2018-05-15,1922323
2018-05-16,1922323
2018-05-17,1922323
2018-05-18,1922323
2018-05-19,1922257
2018-05-20,1922257
2018-05-21,1922257
2018-05-22,1922257
2018-05-23,1922257
2018-05-24,1922257
2018-05-25,1930850
2018-05-26,1930850
2018-05-27,1930850
2018-05-28,1930850
2018-05-29,1930850
2018-05-30,1930850
2018-05-31,1930850
2018-06-01,1905836
2018-06-02,1905836
2018-06-03,1905836
2018-06-04,1905836
2018-06-05,1905836
2018-06-06,1905836
2018-06-07,1877991
2018-06-08,1877991
2018-06-09,1877991
2018-06-10,1877991
2018-06-11,1877991
2018-06-12,1877991
2018-06-13,1877991
2018-06-14,1831329
2018-06-15,1831329
2018-06-16,1831329
2018-06-17,1831329
2018-06-18,1831329
2018-06-19,1831329
2018-06-20,1831329
2018-06-21,1831329
2018-06-22,1815902
2018-06-23,1815902
2018-06-24,1815902
2018-06-25,1815902
2018-06-26,1815902
2018-06-27,1815902
2018-06-28,1815902
2018-06-29,1885591
2018-06-30,1885591
2018-07-01,1885591
2018-07-02,1885591
2018-07-03,1885591
2018-07-04,1885591
2018-07-05,1962270
2018-07-06,1962270
2018-07-07,1962270
2018-07-08,1962270
2018-07-09,1962270
2018-07-10,2041466
2018-07-11,2041466
2018-07-12,2041466
2018-07-13,2041466
2018-07-14,2041466
2018-07-15,2041466
2018-07-16,2041466
2018-07-17,2002218
2018-07-18,2002218
2018-07-19,2002218
2018-07-20,2002218
2018-07-21,2002218
2018-07-22,2002218
2018-07-23,1932763
2018-07-24,1932763
2018-07-25,1932763
2018-07-26,1932763
2018-07-27,1932763
2018-07-28,1932763
2018-07-29,1906649
2018-07-30,1906649
2018-07-31,1906649
2018-08-01,1906649
2018-08-02,1906649
2018-08-03,1981713
2018-08-04,1981713
2018-08-05,1981713
2018-08-06,1981713
2018-08-07,1981713
2018-08-08,2060603
2018-08-09,2060603
2018-08-10,2060603
2018-08-11,2060603
2018-08-12,2060603
2018-08-14,2154827
2018-08-16,2154827
2018-08-17,2154827
2018-08-18,2154827
2018-08-19,2154827
2018-08-20,2154827
2018-08-21,2206787
2018-08-22,2206787
2018-08-23,2206787
2018-08-24,2206787
2018-08-25,2206787
2018-08-26,2206787
2018-08-27,2117848
2018-08-28,2117848
2018-08-29,2117848
2018-08-30,2209154
2018-08-31,2209154
2018-09-01,2209154
2018-09-02,2209154
2018-09-03,2310918
2018-09-04,2310918
2018-09-05,2310918
2018-09-06,2310918
2018-09-07,2419931
2018-09-08,2419931
2018-09-09,2419931
2018-09-10,2419931
2018-09-11,2419931
2018-09-12,2531655
2018-09-13,2531655
2018-09-14,2531655
2018-09-15,2531655
2018-09-16,2531655
2018-09-17,2531655
2018-09-18,2616426
2018-09-19,2616426
2018-09-20,2616426
2018-09-21,2616426
2018-09-22,2616426
2018-09-23,2616426
2018-09-24,2614083
2018-09-25,2614083
2018-09-26,2614083
2018-09-27,2614083
2018-09-28,2614083
2018-09-29,2721472
2018-09-30,2721472
2018-10-02,2721472
2018-10-03,2721472
2018-10-04,2721472
2018-10-05,2817082
2018-10-06,2817082
2018-10-07,2817082
2018-10-08,2817082
2018-10-09,2817082
2018-10-10,2817082
2018-10-11,2837397
2018-10-12,2837397
2018-10-13,2837397
2018-10-14,2837397
2018-10-15,2837397
2018-10-16,2837397
2018-10-17,2837397
2018-10-18,2775223
2018-10-19,2775223
2018-10-20,2775223
2018-10-21,2775223
2018-10-22,2775223
2018-10-23,2775223
2018-10-24,2775223
2018-10-25,2668941
2018-10-26,2668941
2018-10-27,2668941
2018-10-28,2668941
2018-10-29,2668941
2018-10-30,2668941
2018-10-31,2668941
2018-11-01,2707236
2018-11-03,2707236
2018-11-04,2707236
2018-11-05,2707236
2018-11-06,2795849
2018-11-07,2795849
2018-11-08,2795849
2018-11-09,2795849
2018-11-10,2795849
2018-11-11,2920489
2018-11-12,2920489
2018-11-13,2920489
2018-11-14,2920489
2018-11-15,3030249
2018-11-16,3030249
2018-11-17,3030249
2018-11-18,3030249
2018-11-19,3030249
2018-11-20,3028952
2018-11-21,3028952
2018-11-22,3028952
2018-11-23,3028952
2018-11-24,3028952
2018-11-25,2947650
