date_obj,Black%20d'hide%20vambraces price
2015-12-24,2736
2015-12-25,2655
2015-12-26,2654
2015-12-27,2679
2015-12-28,2659
2015-12-29,2731
2015-12-30,2804
2015-12-31,2889
2016-01-01,2958
2016-01-02,3007
2016-01-03,3038
2016-01-04,2985
2016-01-05,2917
2016-01-06,2827
2016-01-07,2786
2016-01-08,2723
2016-01-09,2647
2016-01-10,2570
2016-01-11,2542
2016-01-12,2624
2016-01-13,2727
2016-01-14,2805
2016-01-15,2868
2016-01-16,2940
2016-01-17,2924
2016-01-18,2971
2016-01-19,3061
2016-01-20,3013
2016-01-21,2984
2016-01-22,2978
2016-01-23,2872
2016-01-24,2886
2016-01-25,2968
2016-01-26,3025
2016-01-27,3005
2016-01-28,3062
2016-01-29,3071
2016-01-30,3094
2016-01-31,3115
2016-02-01,3057
2016-02-02,2972
2016-02-03,2851
2016-02-04,2852
2016-02-05,2908
2016-02-06,2934
2016-02-07,2914
2016-02-08,2908
2016-02-09,2875
2016-02-10,2936
2016-02-11,2999
2016-02-12,3074
2016-02-13,3042
2016-02-14,2979
2016-02-15,2929
2016-02-16,2872
2016-02-17,2758
2016-02-18,2714
2016-02-19,2703
2016-02-20,2776
2016-02-21,2761
2016-02-22,2724
2016-02-23,2748
2016-02-24,2791
2016-02-25,2825
2016-02-26,2885
2016-02-27,2885
2016-02-28,2814
2016-02-29,2803
2016-03-01,2869
2016-03-02,2898
2016-03-03,2869
2016-03-04,2788
2016-03-05,2785
2016-03-06,2695
2016-03-07,2560
2016-03-08,2517
2016-03-09,2583
2016-03-10,2617
2016-03-11,2727
2016-03-12,2785
2016-03-13,2845
2016-03-14,2867
2016-03-15,2916
2016-03-16,2914
2016-03-17,2982
2016-03-18,2943
2016-03-19,2896
2016-03-20,2904
2016-03-21,2932
2016-03-22,2949
2016-03-23,2906
2016-03-24,2906
2016-03-25,2865
2016-03-26,2962
2016-03-27,3046
2016-03-28,3084
2016-03-29,3066
2016-03-30,2996
2016-03-31,2975
2016-04-01,2986
2016-04-02,2917
2016-04-03,2929
2016-04-04,2876
2016-04-05,2732
2016-04-06,2596
2016-04-07,2468
2016-04-08,2517
2016-04-09,2573
2016-04-10,2646
2016-04-11,2736
2016-04-12,2837
2016-04-13,2881
2016-04-14,2896
2016-04-15,2909
2016-04-16,2974
2016-04-17,3016
2016-04-18,3091
2016-04-19,3238
2016-04-20,3362
2016-04-21,3436
2016-04-22,3282
2016-04-23,3181
2016-04-24,3146
2016-04-25,3137
2016-04-26,3001
2016-04-27,2940
2016-04-28,2872
2016-04-29,2828
2016-04-30,2821
2016-05-01,2848
2016-05-02,2837
2016-05-03,2811
2016-05-04,2767
2016-05-05,2763
2016-05-06,2850
2016-05-07,2824
2016-05-08,2871
2016-05-09,2857
2016-05-10,2879
2016-05-11,2900
2016-05-12,2876
2016-05-13,2961
2016-05-14,2990
2016-05-15,3002
2016-05-16,2948
2016-05-17,3049
2016-05-18,3162
2016-05-19,3091
2016-05-22,2903
2016-05-23,2808
2016-05-24,2766
2016-05-25,2767
2016-05-26,2747
2016-05-27,2737
2016-05-28,2730
2016-05-29,2715
2016-05-30,2697
2016-05-31,2627
2016-06-01,2637
2016-06-02,2584
2016-06-03,2571
2016-06-04,2538
2016-06-05,2594
2016-06-06,2606
2016-06-07,2636
2016-06-08,2698
2016-06-09,2749
2016-06-10,2773
2016-06-11,2723
2016-06-12,2679
2016-06-13,2648
2016-06-14,2715
2016-06-15,2814
2016-06-16,2805
2016-06-17,2681
2016-06-18,2657
2016-06-19,2681
2016-06-20,2643
2016-06-21,2558
2016-06-22,2505
2016-06-23,2531
2016-06-24,2598
2016-06-25,2659
2016-06-26,2574
2016-06-27,2568
2016-06-28,2602
2016-06-29,2652
2016-06-30,2692
2016-07-01,2714
2016-07-02,2731
2016-07-03,2732
2016-07-04,2764
2016-07-05,2689
2016-07-06,2708
2016-07-07,2748
2016-07-08,2780
2016-07-09,2825
2016-07-10,2847
2016-07-11,2743
2016-07-12,2633
2016-07-13,2504
2016-07-14,2459
2016-07-15,2485
2016-07-16,2554
2016-07-17,2549
2016-07-18,2505
2016-07-23,2676
2016-07-24,2763
2016-07-25,2845
2016-07-26,2914
2016-07-27,2812
2016-07-28,2845
2016-07-29,2887
2016-07-30,2945
2016-07-31,2936
2016-08-01,2842
2016-08-02,2799
2016-08-03,2755
2016-08-04,2787
2016-08-05,2833
2016-08-06,2806
2016-08-07,2819
2016-08-08,2803
2016-08-09,2789
2016-08-10,2723
2016-08-11,2765
2016-08-12,2780
2016-08-13,2809
2016-08-14,2676
2016-08-15,2611
2016-08-16,2539
2016-08-17,2571
2016-08-18,2558
2016-08-19,2549
2016-08-20,2516
2016-08-21,2574
2016-08-22,2621
2016-08-23,2662
2016-08-24,2641
2016-08-25,2695
2016-08-26,2748
2016-08-28,2782
2016-08-31,2867
2016-09-01,2882
2016-09-02,2981
2016-09-03,2990
2016-09-04,2953
2016-09-05,2980
2016-09-06,3043
2016-09-07,3012
2016-09-08,2960
2016-09-09,2911
2016-09-10,2889
2016-09-11,2865
2016-09-12,2865
2016-09-13,2858
2016-09-14,2823
2016-09-15,2779
2016-09-16,2825
2016-09-17,2796
2016-09-18,2761
2016-09-19,2726
2016-09-20,2686
2016-09-21,2701
2016-09-22,2695
2016-09-23,2731
2016-09-24,2708
2016-09-25,2731
2016-09-26,2700
2016-09-27,2674
2016-09-28,2698
2016-09-29,2696
2016-09-30,2703
2016-10-01,2720
2016-10-02,2726
2016-10-03,2762
2016-10-04,2822
2016-10-05,2801
2016-10-06,2733
2016-10-07,2735
2016-10-08,2715
2016-10-09,2694
2016-10-10,2709
2016-10-11,2662
2016-10-12,2628
2016-10-13,2591
2016-10-14,2551
2016-10-15,2574
2016-10-16,2620
2016-10-17,2511
2016-10-18,2506
2016-10-19,2415
2016-10-20,2441
2016-10-21,2516
2016-10-22,2529
2016-10-23,2521
2016-10-24,2536
2016-10-25,2589
2016-10-26,2604
2016-10-27,2612
2016-10-28,2602
2016-10-29,2601
2016-10-30,2567
2016-10-31,2462
2016-11-01,2491
2016-11-02,2514
2016-11-03,2526
2016-11-04,2559
2016-11-05,2631
2016-11-06,2627
2016-11-07,2637
2016-11-08,2641
2016-11-09,2563
2016-11-10,2457
2016-11-11,2486
2016-11-12,2511
2016-11-13,2475
2016-11-14,2452
2016-11-15,2450
2016-12-07,2784
2016-12-08,2764
2016-12-09,2752
2016-12-10,2728
2016-12-11,2680
2016-12-12,2666
2016-12-13,2684
2016-12-14,2697
2016-12-15,2734
2016-12-16,2746
2016-12-17,2669
2016-12-18,2630
2016-12-19,2569
2016-12-20,2586
2016-12-21,2575
2016-12-22,2530
2016-12-23,2526
2016-12-24,2557
2016-12-25,2600
2016-12-26,2683
2016-12-27,2806
2016-12-28,2851
2016-12-29,2930
2016-12-30,2946
2016-12-31,2940
2017-01-01,2930
2017-01-02,2873
2017-01-03,2885
2017-01-04,2822
2017-01-05,2729
2017-01-06,2659
2017-01-07,2572
2017-01-08,2505
2017-01-09,2443
2017-01-10,2394
2017-01-11,2442
2017-01-12,2487
2017-01-13,2580
2017-01-14,2569
2017-01-15,2486
2017-01-16,2505
2017-01-17,2501
2017-01-18,2470
2017-01-19,2463
2017-01-20,2503
2017-01-21,2555
2017-01-22,2583
2017-01-23,2580
2017-01-27,2620
2017-01-28,2573
2017-01-29,2580
2017-01-30,2547
2017-01-31,2506
2017-02-01,2490
2017-02-02,2522
2017-02-03,2567
2017-02-04,2545
2017-02-05,2560
2017-02-06,2572
2017-02-07,2569
2017-02-08,2530
2017-02-09,2577
2017-02-10,2582
2017-02-11,2566
2017-02-12,2531
2017-02-13,2464
2017-02-14,2457
2017-02-15,2481
2017-02-16,2472
2017-02-18,2464
2017-02-19,2496
2017-02-20,2437
2017-02-21,2493
2017-02-22,2526
2017-02-23,2587
2017-02-24,2584
2017-02-25,2641
2017-02-26,2684
2017-02-27,2616
2017-02-28,2574
2017-03-01,2556
2017-03-02,2540
2017-03-03,2558
2017-03-04,2540
2017-03-05,2500
2017-03-06,2439
2017-03-07,2491
2017-03-08,2534
2017-03-09,2483
2017-03-10,2488
2017-03-11,2536
2017-03-12,2561
2017-03-13,2591
2017-03-14,2567
2017-03-15,2517
2017-03-16,2476
2017-03-17,2515
2017-03-18,2503
2017-03-19,2515
2017-03-20,2533
2017-03-21,2522
2017-03-22,2521
2017-03-23,2556
2017-03-24,2577
2017-03-25,2595
2017-03-26,2615
2017-03-27,2610
2017-03-28,2571
2017-03-29,2569
2017-03-30,2534
2017-03-31,2523
2017-04-01,2556
2017-04-02,2558
2017-04-03,2536
2017-04-04,2475
2017-04-12,2493
2017-04-13,2531
2017-04-14,2535
2017-04-15,2553
2017-04-16,2579
2017-04-17,2619
2017-04-18,2653
2017-04-19,2623
2017-04-20,2650
2017-04-21,2603
2017-04-22,2577
2017-04-23,2628
2017-04-24,2678
2017-04-25,2741
2017-04-26,2766
2017-04-27,2771
2017-04-28,2745
2017-04-29,2666
2017-04-30,2600
2017-05-01,2596
2017-05-02,2592
2017-05-03,2620
2017-05-04,2630
2017-05-05,2591
2017-05-06,2532
2017-05-07,2531
2017-05-08,2528
2017-05-09,2528
2017-05-10,2529
2017-05-11,2523
2017-05-12,2540
2017-05-13,2524
2017-05-14,2507
2017-05-15,2507
2017-05-16,2482
2017-05-17,2513
2017-05-18,2530
2017-05-19,2532
2017-05-20,2489
2017-05-21,2502
2017-05-22,2514
2017-05-23,2520
2017-05-24,2514
2017-05-25,2477
2017-05-26,2464
2017-05-27,2490
2017-05-28,2502
2017-05-29,2509
2017-05-30,2497
2017-05-31,2470
2017-06-01,2486
2017-06-02,2493
2017-06-03,2542
2017-06-04,2527
2017-06-05,2542
2017-06-06,2553
2017-06-07,2525
2017-06-08,2500
2017-06-09,2442
2017-06-10,2464
2017-06-11,2423
2017-06-12,2399
2017-06-13,2408
2017-06-14,2438
2017-06-15,2492
2017-06-16,2517
2017-06-17,2564
2017-06-18,2607
2017-06-19,2649
2017-06-20,2648
2017-06-21,2698
2017-06-22,2728
2017-06-23,2675
2017-06-24,2653
2017-06-25,2688
2017-06-26,2677
2017-06-27,2635
2017-06-28,2643
2017-06-29,2682
2017-07-01,2662
2017-07-02,2604
2017-07-03,2523
2017-07-04,2498
2017-07-05,2483
2017-07-06,2440
2017-07-07,2386
2017-07-08,2351
2017-07-13,2431
2017-07-14,2471
2017-07-15,2463
2017-07-16,2418
2017-07-17,2460
2017-07-18,2485
2017-07-19,2477
2017-07-20,2479
2017-07-21,2472
2017-07-22,2483
2017-07-23,2484
2017-07-24,2516
2017-07-25,2469
2017-07-26,2534
2017-07-27,2619
2017-07-28,2709
2017-07-29,2674
2017-07-30,2652
2017-07-31,2596
2017-08-01,2660
2017-08-02,2706
2017-08-03,2694
2017-08-04,2725
2017-08-05,2794
2017-08-06,2773
2017-08-07,2785
2017-08-08,2777
2017-08-09,2762
2017-08-10,2704
2017-08-11,2630
2017-08-12,2606
2017-08-13,2539
2017-08-14,2563
2017-08-15,2550
2017-08-16,2550
2017-08-17,2571
2017-08-18,2537
2017-08-19,2456
2017-08-20,2407
2017-08-21,2426
2017-08-22,2452
2017-08-23,2413
2017-08-24,2398
2017-08-25,2470
2017-08-26,2448
2017-08-27,2444
2017-08-28,2425
2017-08-29,2428
2017-08-30,2440
2017-08-31,2445
2017-09-01,2523
2017-09-02,2528
2017-09-03,2466
2017-09-04,2493
2017-09-05,2523
2017-09-06,2539
2017-09-07,2498
2017-09-08,2415
2017-09-09,2452
2017-09-10,2451
2017-09-11,2406
2017-09-12,2473
2017-09-13,2474
2017-09-14,2423
2017-09-15,2419
2017-09-16,2457
2017-09-17,2510
2017-09-18,2523
2017-09-19,2554
2017-09-20,2583
2017-09-22,2591
2017-09-23,2647
2017-09-24,2716
2017-09-25,2742
2017-09-26,2757
2017-09-27,2732
2017-09-28,2730
2017-09-29,2667
2017-09-30,2675
2017-10-01,2660
2017-10-02,2629
2017-10-03,2628
2017-10-04,2627
2017-10-05,2614
2017-10-06,2613
2017-10-07,2568
2017-10-08,2566
2017-10-09,2504
2017-10-10,2474
2017-10-11,2446
2017-10-12,2450
2017-10-13,2482
2017-10-14,2468
2017-10-15,2359
2017-10-16,2361
2017-10-17,2387
2017-10-18,2379
2017-10-19,2404
2017-10-20,2423
2017-10-21,2472
2017-10-22,2429
2017-10-23,2416
2017-10-24,2428
2017-10-25,2443
2017-10-26,2421
2017-10-27,2440
2017-10-28,2437
2017-10-29,2406
2017-10-30,2332
2017-10-31,2374
2017-11-01,2424
2017-11-02,2426
2017-11-03,2443
2017-11-04,2442
2017-11-05,2445
2017-11-06,2475
2017-11-07,2489
2017-11-08,2480
2017-11-09,2463
2017-11-10,2472
2017-11-11,2482
2017-11-12,2492
2017-11-13,2453
2017-11-14,2434
2017-11-15,2416
2017-11-16,2422
2017-11-17,2439
2017-11-18,2413
2017-11-19,2387
2017-11-20,2373
2017-11-21,2388
2017-11-22,2398
2017-11-23,2469
2017-11-24,2555
2017-11-25,2640
2017-11-26,2743
2017-11-27,2792
2017-11-28,2803
2017-11-29,2916
2017-11-30,2939
2017-12-01,2864
2017-12-02,2830
2017-12-03,2823
2017-12-04,2855
2017-12-05,2850
2017-12-06,2831
2017-12-07,2759
2017-12-08,2751
2017-12-09,2704
2017-12-10,2633
2017-12-11,2606
2017-12-12,2638
2017-12-13,2565
2017-12-14,2491
2017-12-15,2457
2017-12-16,2400
2017-12-17,2402
2017-12-18,2358
2017-12-19,2340
2017-12-20,2362
2017-12-21,2398
2017-12-22,2388
2017-12-23,2382
2017-12-24,2399
2017-12-25,2417
2017-12-26,2418
2017-12-27,2337
2017-12-28,2319
2017-12-29,2340
2017-12-30,2397
2017-12-31,2430
2018-01-01,2421
2018-01-02,2450
2018-01-03,2461
2018-01-04,2471
2018-01-05,2431
2018-01-06,2418
2018-01-07,2417
2018-01-08,2415
2018-01-09,2413
2018-01-10,2418
2018-01-11,2428
2018-01-12,2451
2018-01-13,2470
2018-01-14,2448
2018-01-15,2464
2018-01-16,2466
2018-01-17,2438
2018-01-18,2371
2018-01-19,2418
2018-01-20,2424
2018-01-21,2431
2018-01-22,2423
2018-01-23,2391
2018-01-24,2391
2018-01-25,2346
2018-01-26,2391
2018-01-27,2391
2018-01-28,2366
2018-01-29,2417
2018-01-30,2452
2018-01-31,2476
2018-02-01,2480
2018-02-02,2450
2018-02-03,2427
2018-02-04,2412
2018-02-05,2411
2018-02-06,2368
2018-02-07,2328
2018-02-08,2412
2018-02-09,2402
2018-02-10,2351
2018-02-11,2440
2018-02-12,2424
2018-02-13,2439
2018-02-14,2475
2018-02-15,2532
2018-02-16,2536
2018-02-17,2508
2018-02-18,2526
2018-02-19,2483
2018-02-20,2518
2018-02-21,2508
2018-02-22,2461
2018-02-23,2475
2018-02-24,2471
2018-02-25,2454
2018-02-26,2463
2018-02-27,2433
2018-02-28,2420
2018-03-01,2392
2018-03-02,2379
2018-03-03,2429
2018-03-04,2369
2018-03-05,2382
2018-03-06,2370
2018-03-07,2368
2018-03-08,2313
2018-03-09,2281
2018-03-10,2278
2018-03-11,2307
2018-03-12,2337
2018-03-13,2355
2018-03-14,2392
2018-03-15,2395
2018-03-16,2375
2018-03-17,2395
2018-03-18,2394
2018-03-20,2448
2018-03-21,2480
2018-03-22,2425
2018-03-23,2414
2018-03-24,2405
2018-03-25,2375
2018-03-26,2413
2018-03-27,2414
2018-03-28,2381
2018-03-29,2386
2018-03-30,2355
2018-03-31,2376
2018-04-01,2371
2018-04-02,2399
2018-04-03,2426
2018-04-04,2423
2018-04-05,2450
2018-04-06,2432
2018-04-07,2368
2018-04-08,2385
2018-04-09,2403
2018-04-10,2367
2018-04-11,2383
2018-04-12,2381
2018-04-13,2400
2018-04-14,2396
2018-04-15,2408
2018-04-16,2405
2018-04-17,2441
2018-04-18,2443
2018-04-19,2445
2018-04-20,2402
2018-04-21,2356
2018-04-22,2348
2018-04-23,2418
2018-04-24,2436
2018-04-25,2461
2018-04-26,2427
2018-04-27,2404
2018-04-28,2403
2018-04-29,2434
2018-04-30,2445
2018-05-01,2453
2018-05-02,2456
2018-05-03,2438
2018-05-04,2458
2018-05-05,2472
2018-05-06,2506
2018-05-07,2435
2018-05-08,2353
2018-05-09,2324
2018-05-10,2363
2018-05-11,2366
2018-05-12,2402
2018-05-13,2403
2018-05-14,2417
2018-05-15,2394
2018-05-16,2407
2018-05-17,2453
2018-05-18,2430
2018-05-19,2433
2018-05-20,2420
2018-05-21,2427
2018-05-22,2443
2018-05-23,2461
2018-05-24,2444
2018-05-25,2430
2018-05-26,2400
2018-05-27,2416
2018-05-28,2425
2018-05-29,2461
2018-05-30,2518
2018-05-31,2538
2018-06-01,2577
2018-06-02,2614
2018-06-03,2671
2018-06-04,2718
2018-06-05,2692
2018-06-06,2650
2018-06-07,2553
2018-06-08,2529
2018-06-09,2551
2018-06-10,2505
2018-06-11,2514
2018-06-12,2519
2018-06-13,2514
2018-06-14,2485
2018-06-15,2477
2018-06-16,2475
2018-06-17,2436
2018-06-18,2432
2018-06-19,2423
2018-06-20,2399
2018-06-21,2450
2018-06-22,2488
2018-06-23,2486
2018-06-24,2498
2018-06-25,2497
2018-06-26,2519
2018-06-27,2444
2018-06-28,2446
2018-06-29,2465
2018-06-30,2483
2018-07-01,2460
2018-07-02,2436
2018-07-03,2449
2018-07-04,2480
2018-07-05,2507
2018-07-06,2566
2018-07-07,2587
2018-07-08,2584
2018-07-09,2595
2018-07-10,2472
2018-07-11,2419
2018-07-12,2337
2018-07-13,2277
2018-07-14,2341
2018-07-15,2313
2018-07-16,2314
2018-07-17,2396
2018-07-18,2443
2018-07-19,2494
2018-07-20,2512
2018-07-21,2578
2018-07-22,2620
2018-07-23,2622
2018-07-24,2624
2018-07-25,2575
2018-07-26,2583
2018-07-27,2546
2018-07-28,2566
2018-07-29,2553
2018-07-30,2601
2018-07-31,2672
2018-08-01,2749
2018-08-02,2743
2018-08-03,2682
2018-08-04,2673
2018-08-05,2711
2018-08-06,2708
2018-08-07,2715
2018-08-08,2663
2018-08-09,2647
2018-08-10,2648
2018-08-11,2679
2018-08-12,2725
2018-08-14,2880
2018-08-16,2893
2018-08-17,2801
2018-08-18,2695
2018-08-19,2641
2018-08-20,2638
2018-08-21,2641
2018-08-22,2592
2018-08-23,2579
2018-08-24,2605
2018-08-25,2601
2018-08-26,2508
2018-08-27,2406
2018-08-28,2392
2018-08-29,2443
2018-08-30,2474
2018-08-31,2467
2018-09-01,2498
2018-09-02,2427
2018-09-03,2391
2018-09-04,2465
2018-09-05,2535
2018-09-06,2579
2018-09-07,2576
2018-09-08,2535
2018-09-09,2531
2018-09-10,2514
2018-09-11,2493
2018-09-12,2467
2018-09-13,2453
2018-09-14,2479
2018-09-15,2488
2018-09-16,2487
2018-09-17,2531
2018-09-18,2487
2018-09-19,2421
2018-09-20,2432
2018-09-21,2346
2018-09-22,2338
2018-09-23,2365
2018-09-24,2414
2018-09-25,2447
2018-09-26,2460
2018-09-27,2494
2018-09-28,2502
2018-09-29,2520
2018-09-30,2534
2018-10-01,2484
2018-10-02,2505
2018-10-03,2536
2018-10-04,2497
2018-10-05,2528
2018-10-06,2549
2018-10-07,2487
2018-10-08,2506
2018-10-09,2526
2018-10-10,2534
2018-10-11,2545
2018-10-12,2546
2018-10-13,2562
2018-10-14,2580
2018-10-15,2545
2018-10-16,2595
2018-10-17,2571
2018-10-18,2593
2018-10-19,2620
2018-10-20,2613
2018-10-21,2575
2018-10-22,2592
2018-10-23,2558
2018-10-24,2561
2018-10-25,2621
2018-10-26,2662
2018-10-27,2654
2018-10-28,2657
2018-10-29,2631
2018-10-30,2670
2018-10-31,2671
2018-11-01,2615
2018-11-03,2551
2018-11-04,2566
2018-11-05,2573
2018-11-06,2530
2018-11-07,2479
2018-11-08,2474
2018-11-09,2524
2018-11-10,2522
2018-11-11,2495
2018-11-12,2509
2018-11-13,2556
2018-11-15,2568
2018-11-16,2553
2018-11-17,2540
2018-11-18,2545
2018-11-19,2543
2018-11-20,2575
2018-11-21,2615
2018-11-22,2618
2018-11-23,2570
2018-11-24,2584
2018-11-25,2534
2018-11-26,2518
2018-11-27,2512
2018-11-28,2506
2018-11-29,2501
2018-12-01,2527
2018-12-02,2542
2018-12-03,2494
2018-12-04,2474
2018-12-05,2485
2018-12-07,2476
2018-12-09,2422
2018-12-10,2431
2018-12-11,2451
2018-12-12,2423
2018-12-13,2464
2018-12-14,2468
2018-12-15,2465
2018-12-16,2434
2018-12-17,2415
2018-12-18,2452
2018-12-19,2492
2018-12-20,2447
2018-12-21,2447
2018-12-22,2454
2018-12-23,2465
2018-12-24,2479
2018-12-25,2462
2018-12-26,2435
2018-12-27,2425
2018-12-28,2404
2018-12-29,2363
2018-12-30,2329
2018-12-31,2384
2019-01-01,2393
2019-01-02,2405
2019-01-03,2388
2019-01-04,2401
2019-01-05,2400
2019-01-06,2400
2019-01-08,2422
2019-01-10,2434
2019-01-11,2388
2019-01-12,2417
2019-01-13,2390
2019-01-14,2325
2019-01-15,2367
2019-01-16,2385
2019-01-17,2385
2019-01-18,2385
2019-01-19,2373
2019-01-20,2402
2019-01-21,2370
2019-01-22,2349
2019-01-23,2406
2019-01-24,2457
2019-01-25,2485
2019-01-26,2484
2019-01-27,2472
2019-01-28,2478
2019-01-29,2442
2019-01-30,2471
2019-01-31,2520
2019-02-01,2544
2019-02-02,2569
2019-02-03,2625
2019-02-04,2680
2019-02-05,2607
2019-02-06,2514
2019-02-07,2536
2019-02-08,2472
2019-02-09,2456
2019-02-10,2441
2019-02-11,2328
2019-02-12,2345
2019-02-13,2390
2019-02-14,2429
2019-02-15,2389
2019-02-16,2393
2019-02-17,2422
2019-02-18,2409
2019-02-19,2427
2019-02-20,2432
2019-02-21,2383
2019-02-22,2460
2019-02-23,2452
2019-02-24,2424
2019-02-25,2444
2019-02-26,2434
2019-02-27,2494
2019-02-28,2503
2019-03-01,2524
2019-03-02,2442
2019-03-03,2467
2019-03-04,2386
2019-03-05,2426
2019-03-06,2434
2019-03-07,2451
2019-03-08,2473
2019-03-09,2481
2019-03-10,2496
2019-03-11,2504
2019-03-12,2483
2019-03-13,2396
2019-03-14,2394
2019-03-15,2355
2019-03-16,2379
2019-03-17,2408
2019-03-18,2362
2019-03-19,2323
2019-03-20,2363
2019-03-21,2374
2019-03-22,2422
