date_obj,Torag's%20platelegs price
2016-04-13,389057
2016-04-14,392872
2016-04-15,401465
2016-04-16,412932
2016-04-17,427528
2016-04-18,428480
2016-04-19,420826
2016-04-20,421273
2016-04-21,411352
2016-04-22,399020
2016-04-23,385343
2016-04-24,386475
2016-04-25,401809
2016-04-26,406827
2016-04-27,416175
2016-04-28,404339
2016-04-29,396744
2016-04-30,403312
2016-05-01,416323
2016-05-02,434854
2016-05-03,444347
2016-05-04,443324
2016-05-05,445753
2016-05-06,467291
2016-05-07,488446
2016-05-08,491187
2016-05-09,477959
2016-05-10,454751
2016-05-11,432021
2016-05-12,427507
2016-05-13,410332
2016-05-14,402349
2016-05-15,391649
2016-05-16,388888
2016-05-17,383577
2016-05-18,385063
2016-05-19,399106
2016-05-22,395262
2016-05-23,384773
2016-05-24,383552
2016-05-25,384706
2016-05-26,383122
2016-05-27,379396
2016-05-28,378369
2016-05-29,378211
2016-05-30,374449
2016-05-31,372800
2016-06-01,370192
2016-06-02,367288
2016-06-03,361839
2016-06-04,357321
2016-06-05,351075
2016-06-06,360660
2016-06-07,357260
2016-06-08,355477
2016-06-09,346405
2016-06-10,347706
2016-06-11,350665
2016-06-12,355845
2016-06-13,350579
2016-06-14,348786
2016-06-15,343915
2016-06-16,346163
2016-06-17,348788
2016-06-18,353063
2016-06-19,345856
2016-06-20,344511
2016-06-21,341355
2016-06-22,343521
2016-06-23,349867
2016-06-24,358304
2016-06-25,374894
2016-06-26,382357
2016-06-27,394094
2016-06-28,390546
2016-06-29,391919
2016-06-30,394439
2016-07-01,395226
2016-07-02,403494
2016-07-03,409607
2016-07-04,409933
2016-07-05,408943
2016-07-06,394384
2016-07-07,382274
2016-07-08,381585
2016-07-09,386303
2016-07-10,382310
2016-07-11,367707
2016-07-12,351728
2016-07-13,335388
2016-07-14,327002
2016-07-15,336478
2016-07-16,343732
2016-07-17,351529
2016-07-18,350271
2016-07-24,350683
2016-07-25,345209
2016-07-26,328777
2016-07-27,325156
2016-07-28,320454
2016-07-29,315240
2016-07-30,323644
2016-07-31,314361
2016-08-01,308978
2016-08-02,311062
2016-08-03,316443
2016-08-04,312709
2016-08-05,307404
2016-08-06,301011
2016-08-07,311052
2016-08-08,308471
2016-08-09,301022
2016-08-10,296948
2016-08-11,291363
2016-08-12,280527
2016-08-13,273374
2016-08-14,283436
2016-08-15,284890
2016-08-16,285389
2016-08-17,292865
2016-08-18,300672
2016-08-19,298479
2016-08-20,288820
2016-08-21,285979
2016-08-22,282849
2016-08-23,283633
2016-08-24,286949
2016-08-25,282308
2016-08-26,278549
2016-08-28,268206
2016-08-31,278684
2016-09-01,271055
2016-09-02,280054
2016-09-03,285216
2016-09-04,285180
2016-09-05,281635
2016-09-06,275473
2016-09-07,265946
2016-09-08,260902
2016-09-09,264010
2016-09-10,250935
2016-09-11,245341
2016-09-12,254405
2016-09-13,264410
2016-09-14,258257
2016-09-15,257561
2016-09-16,257653
2016-09-17,266207
2016-09-18,275948
2016-09-19,282517
2016-09-20,291190
2016-09-21,296728
2016-09-22,288037
2016-09-23,297100
2016-09-24,311368
2016-09-25,319357
2016-09-26,304158
2016-09-27,289765
2016-09-28,288069
2016-09-29,286433
2016-09-30,294213
2016-10-01,293778
2016-10-02,288220
2016-10-03,285292
2016-10-04,279498
2016-10-05,276802
2016-10-06,285412
2016-10-07,293023
2016-10-08,297930
2016-10-09,300829
2016-10-10,298161
2016-10-11,290426
2016-10-12,288056
2016-10-13,288785
2016-10-14,293661
2016-10-15,303707
2016-10-16,316877
2016-10-17,330756
2016-10-18,333311
2016-10-19,321670
2016-10-20,315905
2016-10-21,321091
2016-10-22,324404
2016-10-23,330032
2016-10-24,332904
2016-10-25,329654
2016-10-26,333107
2016-10-27,329941
2016-10-28,330428
2016-10-29,335674
2016-10-30,349931
2016-10-31,346303
2016-11-01,337683
2016-11-02,329783
2016-11-03,325846
2016-11-04,334275
2016-11-05,337586
2016-11-06,339090
2016-11-07,336705
2016-11-08,343227
2016-11-09,346646
2016-11-10,339634
2016-11-11,332035
2016-11-12,334154
2016-11-13,337817
2016-11-14,339004
2016-12-08,349822
2016-12-09,346420
2016-12-10,351277
2016-12-11,355790
2016-12-12,351411
2016-12-13,342490
2016-12-14,349411
2016-12-15,355880
2016-12-16,369146
2016-12-17,381209
2016-12-18,391011
2016-12-19,395755
2016-12-20,396416
2016-12-21,408608
2016-12-22,403947
2016-12-23,396647
2016-12-24,394975
2016-12-25,400194
2016-12-26,417990
2016-12-27,423349
2016-12-28,430531
2016-12-29,430892
2016-12-30,429742
2016-12-31,432576
2017-01-01,436178
2017-01-02,447619
2017-01-03,452374
2017-01-04,452186
2017-01-05,450581
2017-01-06,457517
2017-01-07,451555
2017-01-08,446309
2017-01-09,425745
2017-01-10,404855
2017-01-11,386088
2017-01-12,374641
2017-01-13,365699
2017-01-14,377289
2017-01-15,364391
2017-01-16,352950
2017-01-17,343102
2017-01-18,335158
2017-01-19,329759
2017-01-20,327877
2017-01-21,325981
2017-01-22,326282
2017-01-27,306361
2017-01-28,307498
2017-01-29,305791
2017-01-30,305259
2017-01-31,305246
2017-02-01,304885
2017-02-02,299772
2017-02-03,297620
2017-02-04,301732
2017-02-05,304572
2017-02-06,300292
2017-02-07,294338
2017-02-08,294899
2017-02-09,296771
2017-02-10,296862
2017-02-11,300103
2017-02-12,300332
2017-02-13,297288
2017-02-14,295014
2017-02-15,292916
2017-02-16,294145
2017-02-18,296730
2017-02-19,305487
2017-02-20,297658
2017-02-21,291205
2017-02-22,287916
2017-02-23,284799
2017-02-24,276450
2017-02-25,277971
2017-02-26,286047
2017-02-27,282190
2017-02-28,283147
2017-03-01,283962
2017-03-02,283138
2017-03-03,285214
2017-03-04,289094
2017-03-05,299930
2017-03-06,301509
2017-03-07,299207
2017-03-08,295636
2017-03-09,298044
2017-03-10,297986
2017-03-11,297391
2017-03-12,298475
2017-03-13,294959
2017-03-14,293713
2017-03-15,295853
2017-03-16,292474
2017-03-17,289927
2017-03-18,291358
2017-03-19,291129
2017-03-20,287700
2017-03-21,280186
2017-03-22,275517
2017-03-23,271358
2017-03-24,268498
2017-03-25,266973
2017-03-26,264997
2017-03-27,265486
2017-03-28,267119
2017-03-29,269778
2017-03-30,274279
2017-03-31,280617
2017-04-01,290334
2017-04-02,300015
2017-04-03,298592
2017-04-04,294924
2017-04-12,295661
2017-04-13,302371
2017-04-14,298517
2017-04-15,307404
2017-04-16,314083
2017-04-17,326277
2017-04-18,315669
2017-04-19,314785
2017-04-20,311837
2017-04-21,308829
2017-04-22,311748
2017-04-23,323557
2017-04-24,338413
2017-04-25,333776
2017-04-26,317634
2017-04-27,314015
2017-04-28,314495
2017-04-29,314891
2017-04-30,321637
2017-05-01,336411
2017-05-02,324277
2017-05-03,308520
2017-05-04,303062
2017-05-05,304247
2017-05-06,307635
2017-05-07,312768
2017-05-08,324912
2017-05-09,317543
2017-05-10,326267
2017-05-11,326622
2017-05-12,340713
2017-05-13,352973
2017-05-14,340529
2017-05-15,323588
2017-05-16,319457
2017-05-17,323450
2017-05-18,318090
2017-05-19,330160
2017-05-20,332544
2017-05-21,315962
2017-05-22,307782
2017-05-23,299997
2017-05-24,294875
2017-05-25,292040
2017-05-26,295874
2017-05-27,309272
2017-05-28,315714
2017-05-29,306507
2017-05-30,299228
2017-05-31,300169
2017-06-01,292963
2017-06-02,287422
2017-06-03,289349
2017-06-06,266935
2017-06-07,270627
2017-06-08,268581
2017-06-09,264369
2017-06-10,260751
2017-06-11,248147
2017-06-12,237372
2017-06-13,232558
2017-06-14,235984
2017-06-15,238715
2017-06-16,234291
2017-06-17,237384
2017-06-18,243513
2017-06-19,234292
2017-06-20,233892
2017-06-21,233467
2017-06-22,237910
2017-06-23,243528
2017-06-24,248153
2017-06-25,252097
2017-06-26,242241
2017-06-27,237888
2017-06-28,236562
2017-06-29,236780
2017-06-30,235436
2017-07-01,239281
2017-07-02,237588
2017-07-03,243516
2017-07-04,246883
2017-07-05,242285
2017-07-06,246211
2017-07-07,242603
2017-07-08,236276
2017-07-13,258252
2017-07-14,267368
2017-07-15,268741
2017-07-16,274534
2017-07-17,274779
2017-07-18,267034
2017-07-19,262318
2017-07-20,265202
2017-07-21,273511
2017-07-22,281538
2017-07-23,292591
2017-07-24,291346
2017-07-25,293612
2017-07-26,304495
2017-07-27,316088
2017-07-28,323478
2017-07-29,332319
2017-07-30,332842
2017-07-31,328209
2017-08-01,332431
2017-08-02,330625
2017-08-03,334684
2017-08-04,332571
2017-08-05,336310
2017-08-06,336431
2017-08-09,326374
2017-08-10,321633
2017-08-11,309008
2017-08-12,300777
2017-08-13,300425
2017-08-14,287872
2017-08-15,281196
2017-08-16,278609
2017-08-17,273583
2017-08-18,272239
2017-08-19,269610
2017-08-20,270580
2017-08-21,271807
2017-08-22,272545
2017-08-23,273867
2017-08-24,281257
2017-08-25,280425
2017-08-26,275207
2017-08-27,275933
2017-08-28,272097
2017-08-29,272488
2017-08-30,270014
2017-08-31,271888
2017-09-01,268186
2017-09-02,276259
2017-09-03,286141
2017-09-04,288356
2017-09-05,285450
2017-09-06,282558
2017-09-07,288909
2017-09-08,294204
2017-09-09,302494
2017-09-10,301597
2017-09-11,307348
2017-09-12,312105
2017-09-13,321389
2017-09-14,318190
2017-09-15,322159
2017-09-16,313205
2017-09-17,308683
2017-09-19,305858
2017-09-20,302994
2017-09-21,298566
2017-09-22,295852
2017-09-23,290738
2017-09-24,288660
2017-09-25,281745
2017-09-26,277934
2017-09-27,273149
2017-09-28,272488
2017-09-29,281884
2017-09-30,280263
2017-10-01,272379
2017-10-02,263516
2017-10-03,263886
2017-10-04,266188
2017-10-05,275080
2017-10-06,278937
2017-10-07,282961
2017-10-08,276747
2017-10-09,276054
2017-10-10,278510
2017-10-11,282750
2017-10-12,285255
2017-10-13,289266
2017-10-14,298186
2017-10-15,303894
2017-10-16,302005
2017-10-17,298065
2017-10-18,299781
2017-10-19,304553
2017-10-20,308510
2017-10-21,313580
2017-10-22,327151
2017-10-23,334952
2017-10-24,338990
2017-10-25,344996
2017-10-26,352802
2017-10-27,364076
2017-10-28,377870
2017-10-29,392270
2017-10-30,386240
2017-10-31,377001
2017-11-01,367709
2017-11-02,358085
2017-11-03,349288
2017-11-04,346787
2017-11-05,344746
2017-11-06,336909
2017-11-07,338456
2017-11-08,334780
2017-11-09,327539
2017-11-10,324537
2017-11-11,324890
2017-11-12,323272
2017-11-13,317052
2017-11-14,308619
2017-11-15,304781
2017-11-16,295121
2017-11-17,291684
2017-11-18,290688
2017-11-19,295471
2017-11-20,285694
2017-11-21,285580
2017-11-22,291824
2017-11-23,283863
2017-11-24,276505
2017-11-25,269032
2017-11-26,264360
2017-11-27,265819
2017-11-28,269338
2017-11-29,265683
2017-11-30,262765
2017-12-01,269955
2017-12-02,281781
2017-12-03,288368
2017-12-04,284536
2017-12-05,273540
2017-12-06,273073
2017-12-07,268935
2017-12-08,264387
2017-12-09,268536
2017-12-10,275860
2017-12-11,280004
2017-12-12,269072
2017-12-13,264235
2017-12-14,269971
2017-12-15,271313
2017-12-16,272686
2017-12-17,273493
2017-12-18,269781
2017-12-19,268091
2017-12-20,267547
2017-12-21,269857
2017-12-22,277783
2017-12-23,270178
2017-12-24,269659
2017-12-25,263961
2017-12-26,260880
2017-12-27,262056
2017-12-28,263999
2017-12-29,264254
2017-12-30,267128
2017-12-31,271903
2018-01-01,280462
2018-01-02,278003
2018-01-03,270987
2018-01-04,269829
2018-01-05,271365
2018-01-06,277922
2018-01-07,285530
2018-01-08,274234
2018-01-09,269967
2018-01-10,269774
2018-01-11,270900
2018-01-12,266753
2018-01-13,271416
2018-01-14,271336
2018-01-15,268252
2018-01-16,268543
2018-01-17,268426
2018-01-18,269444
2018-01-19,272311
2018-01-20,271078
2018-01-21,274304
2018-01-22,273331
2018-01-23,275271
2018-01-24,272079
2018-01-25,276149
2018-01-26,278668
2018-01-27,276816
2018-01-28,279451
2018-01-29,272704
2018-01-30,270077
2018-02-01,273666
2018-02-02,277270
2018-02-03,284615
2018-02-04,286701
2018-02-05,282636
2018-02-06,281598
2018-02-07,290993
2018-02-08,281327
2018-02-09,274821
2018-02-10,274278
2018-02-11,270719
2018-02-12,267946
2018-02-13,271249
2018-02-14,273070
2018-02-15,275070
2018-02-16,277462
2018-02-17,278839
2018-02-18,278001
2018-02-19,285917
2018-02-20,278715
2018-02-21,276579
2018-02-22,271304
2018-02-23,271806
2018-02-24,276528
2018-02-25,275437
2018-02-26,275192
2018-02-27,272628
2018-02-28,280689
2018-03-01,281891
2018-03-02,281597
2018-03-03,289504
2018-03-04,293797
2018-03-05,290026
2018-03-06,279526
2018-03-07,281039
2018-03-08,279717
2018-03-09,282447
2018-03-10,279404
2018-03-11,280343
2018-03-12,280300
2018-03-13,285471
2018-03-14,286900
2018-03-15,288691
2018-03-16,294079
2018-03-17,290258
2018-03-18,282215
2018-03-19,278765
2018-03-20,277565
2018-03-21,278110
2018-03-23,276588
2018-03-24,281623
2018-03-26,300791
2018-03-27,303290
2018-03-28,304186
2018-03-29,302039
2018-03-30,311048
2018-03-31,315548
2018-04-01,310123
2018-04-02,305881
2018-04-03,311181
2018-04-04,314029
2018-04-05,316754
2018-04-06,328716
2018-04-08,336868
2018-04-09,323129
2018-04-10,307910
2018-04-11,296838
2018-04-12,284594
2018-04-13,278984
2018-04-14,285267
2018-04-16,302960
2018-04-17,306596
2018-04-18,297305
2018-04-19,295053
2018-04-20,296413
2018-04-21,300358
2018-04-22,297608
2018-04-23,298352
2018-04-24,304423
2018-04-25,305004
2018-04-26,301410
2018-04-27,309431
2018-04-28,319148
2018-04-29,310665
2018-04-30,307294
2018-05-01,306481
2018-05-02,305843
2018-05-03,309884
2018-05-04,310320
2018-05-05,311165
2018-05-06,308695
2018-05-07,314518
2018-05-08,309692
2018-05-09,308333
2018-05-10,300884
2018-05-11,303241
2018-05-12,305453
2018-05-13,306187
2018-05-14,311831
2018-05-15,314850
2018-05-16,310600
2018-05-17,306345
2018-05-18,309066
2018-05-19,304109
2018-05-20,300786
2018-05-21,299439
2018-05-22,299322
2018-05-23,301538
2018-05-24,303139
2018-05-25,304491
2018-05-26,304095
2018-05-27,302903
2018-05-28,309517
2018-05-29,303901
2018-05-30,301588
2018-05-31,292783
2018-06-01,294908
2018-06-02,294574
2018-06-03,293614
2018-06-04,289705
2018-06-05,289159
2018-06-06,288440
2018-06-07,286759
2018-06-08,282062
2018-06-09,285353
2018-06-10,280070
2018-06-11,280103
2018-06-12,275868
2018-06-13,273255
2018-06-14,272148
2018-06-15,274237
2018-06-16,277863
2018-06-17,274998
2018-06-18,270284
2018-06-19,267364
2018-06-20,267574
2018-06-21,268459
2018-06-22,269403
2018-06-23,268437
2018-06-24,267798
2018-06-25,268981
2018-06-26,266836
2018-06-27,265989
2018-06-28,267296
2018-06-29,268134
2018-06-30,267439
2018-07-01,266198
2018-07-02,265823
2018-07-03,267114
2018-07-04,265452
2018-07-05,267326
2018-07-06,266490
2018-07-07,268435
2018-07-08,269507
2018-07-09,268576
2018-07-10,264193
2018-07-11,265534
2018-07-12,262212
2018-07-13,261988
2018-07-14,264841
2018-07-15,267293
2018-07-16,267856
2018-07-17,266848
2018-07-18,267230
2018-07-19,269383
2018-07-20,269059
2018-07-21,271446
2018-07-22,271019
2018-07-23,271961
2018-07-24,274713
2018-07-25,274194
2018-07-26,269306
2018-07-27,263921
2018-07-28,261963
2018-07-29,265977
2018-07-30,262921
2018-07-31,260022
2018-08-01,261786
2018-08-02,264474
2018-08-03,264781
2018-08-04,262948
2018-08-05,267734
2018-08-06,275672
2018-08-07,270425
2018-08-08,270087
2018-08-09,266305
2018-08-10,263234
2018-08-11,263884
2018-08-12,266612
2018-08-14,265096
2018-08-16,263037
2018-08-17,267144
2018-08-18,271903
2018-08-19,267305
2018-08-20,264510
2018-08-21,265536
2018-08-22,268138
2018-08-23,271224
2018-08-24,272769
2018-08-25,266424
2018-08-26,264695
2018-08-27,265062
2018-08-28,265233
2018-08-29,265992
2018-08-30,262151
2018-08-31,262866
2018-09-01,264604
2018-09-02,265596
2018-09-03,265189
2018-09-04,265668
2018-09-05,264705
2018-09-06,264409
2018-09-07,264174
2018-09-08,264285
2018-09-09,266340
2018-09-10,267146
2018-09-11,266101
2018-09-12,266345
2018-09-13,268499
2018-09-14,268430
2018-09-15,265680
2018-09-16,265831
2018-09-17,265304
2018-09-18,266013
2018-09-19,266009
2018-09-20,266374
2018-09-21,265156
2018-09-22,265243
2018-09-23,266218
2018-09-24,267844
2018-09-25,276734
2018-09-26,274088
2018-09-27,282508
2018-09-28,279361
2018-09-29,267750
2018-09-30,265163
2018-10-02,267891
2018-10-03,276830
2018-10-04,288873
2018-10-05,291976
2018-10-06,293773
2018-10-07,287603
2018-10-08,286122
2018-10-09,283895
2018-10-10,282797
2018-10-11,284888
2018-10-12,282046
2018-10-13,284402
2018-10-14,285338
2018-10-15,285073
2018-10-16,282780
2018-10-17,277793
2018-10-18,277583
2018-10-19,278842
2018-10-20,284799
2018-10-21,283737
2018-10-22,290158
2018-10-23,304666
2018-10-24,319900
2018-10-25,331753
2018-10-26,345568
2018-10-27,356588
2018-10-28,358006
2018-10-29,353517
2018-10-30,360651
2018-10-31,364251
2018-11-01,374883
2018-11-03,389141
2018-11-04,390475
2018-11-05,393206
2018-11-06,398847
2018-11-07,412637
2018-11-08,415056
2018-11-09,403893
2018-11-10,395254
2018-11-11,394182
2018-11-12,392674
2018-11-13,393418
2018-11-14,394924
2018-11-15,392524
2018-11-16,389737
2018-11-17,384105
2018-11-18,385313
2018-11-19,385173
2018-11-20,382578
2018-11-21,379328
2018-11-22,379863
2018-11-23,378006
2018-11-24,375722
2018-11-25,381210
2018-11-26,383283
2018-11-27,378900
2018-11-28,377595
2018-11-29,378661
2018-12-01,397961
2018-12-02,412917
2018-12-03,403605
2018-12-04,416744
2018-12-05,432090
2018-12-07,435528
2018-12-09,436515
2018-12-10,437062
2018-12-11,432137
2018-12-12,442439
2018-12-13,451591
2018-12-14,459471
2018-12-15,455589
2018-12-16,464986
2018-12-17,457265
2018-12-18,454591
2018-12-19,450156
2018-12-20,447806
2018-12-21,433017
2018-12-22,428160
2018-12-23,427755
2018-12-24,421583
2018-12-25,423293
2018-12-26,432064
2018-12-27,434864
2018-12-28,420249
2018-12-29,413481
2018-12-30,402271
2018-12-31,389736
2019-01-01,393619
2019-01-02,387360
2019-01-03,380958
2019-01-04,377549
2019-01-05,381476
2019-01-06,393671
2019-01-08,382685
2019-01-10,397685
2019-01-11,405632
2019-01-12,411493
2019-01-13,408296
2019-01-14,413963
2019-01-15,416839
2019-01-16,417377
2019-01-17,417494
2019-01-18,407124
2019-01-19,406455
2019-01-20,406783
2019-01-21,405226
2019-01-22,401819
2019-01-23,397767
2019-01-24,395622
2019-01-25,402392
2019-01-26,397097
2019-01-27,393779
2019-01-28,387254
2019-01-29,389120
2019-01-30,388944
2019-01-31,379803
2019-02-01,376309
2019-02-02,369624
2019-02-03,369672
2019-02-04,366479
2019-02-05,367571
2019-02-06,364777
2019-02-07,363540
2019-02-08,361234
2019-02-09,358963
2019-02-10,362010
2019-02-11,358989
2019-02-12,357891
2019-02-13,356510
2019-02-14,352208
2019-02-15,348669
2019-02-16,345960
2019-02-17,352320
2019-02-18,355565
2019-02-19,356366
2019-02-20,350387
2019-02-21,343493
2019-02-22,335437
2019-02-23,331240
2019-02-24,334001
2019-02-25,337812
2019-02-26,340745
2019-02-27,354942
2019-02-28,363026
2019-03-01,360329
2019-03-02,358393
2019-03-03,351972
2019-03-04,348665
2019-03-05,344247
2019-03-06,346241
2019-03-07,349874
2019-03-08,349870
2019-03-09,349716
2019-03-10,350554
2019-03-11,350024
2019-03-12,348545
2019-03-13,347551
2019-03-14,349329
2019-03-15,347153
2019-03-16,343169
2019-03-17,343876
2019-03-18,342945
2019-03-19,340838
2019-03-20,334954
2019-03-21,331674
2019-03-22,325596
2019-03-23,318717
2019-03-24,311869
2019-03-25,308872
2019-03-26,305682
2019-03-27,305488
2019-03-28,297205
2019-03-29,284755
2019-03-30,285859
2019-03-31,283918
2019-04-01,278298
2019-04-02,280586
2019-04-03,282018
2019-04-04,283137
2019-04-05,287142
