date_obj,Grimy%20irit%20leaf price
2019-06-14,777
2019-06-15,764
2019-06-16,754
2019-06-17,744
2019-06-18,753
2019-06-19,755
2019-06-20,765
2019-06-21,777
2019-06-22,787
2019-06-23,791
2019-06-24,781
2019-06-25,772
2019-06-26,779
2019-06-27,785
2019-06-28,787
2019-06-29,781
2019-06-30,762
2019-07-01,752
2019-07-02,764
2019-07-03,762
2019-07-04,767
2019-07-05,761
2019-07-06,763
2019-07-07,764
2019-07-08,758
2019-07-09,757
2019-07-10,764
2019-07-11,757
2019-07-12,763
2019-07-13,761
2019-07-14,753
2019-07-15,745
2019-07-16,765
2019-07-17,785
2019-07-18,814
2019-07-19,834
2019-07-20,827
2019-07-21,856
2019-07-22,888
2019-07-23,926
2019-07-24,970
2019-07-25,1009
2019-07-26,1060
2019-07-27,1110
2019-07-28,1147
2019-07-29,1138
2019-07-30,1161
2019-07-31,1138
2019-08-01,1119
2019-08-02,1071
2019-08-03,1018
2019-08-04,967
2019-08-05,918
2019-08-06,884
2019-08-07,863
2019-08-08,821
2019-08-09,807
2019-08-10,777
2019-08-11,804
2019-08-12,836
2019-08-13,873
2019-08-14,916
2019-08-15,945
2019-08-16,946
2019-08-17,941
2019-08-18,918
2019-08-19,947
2019-08-20,963
2019-08-21,978
2019-08-22,1002
2019-08-23,1015
2019-08-24,1013
2019-08-24,1013
2019-08-25,972
2019-08-25,972
2019-08-26,951
2019-08-26,951
2019-08-27,928
2019-08-27,928
2019-08-28,902
2019-08-29,879
2019-08-30,865
2019-08-31,839
2019-09-01,806
2019-09-02,798
2019-09-03,798
2019-09-04,812
2019-09-05,817
2019-09-06,826
2019-09-07,822
2019-09-08,826
2019-09-09,824
2019-09-10,841
2019-09-11,846
2019-09-12,848
2019-09-13,842
2019-09-14,836
2019-09-15,839
2019-09-16,834
2019-09-17,826
2019-09-18,830
2019-09-19,855
2019-09-20,852
2019-09-21,852
2019-09-22,847
2019-09-23,852
2019-09-24,866
2019-09-25,895
2019-09-26,909
2019-09-27,912
2019-09-28,890
2019-09-29,851
2019-09-30,854
2019-10-01,846
2019-10-02,846
2019-10-03,855
2019-10-04,843
2019-10-05,831
2019-10-06,824
2019-10-07,840
2019-10-08,857
2019-10-09,872
2019-10-10,874
2019-10-11,872
2019-10-12,864
2019-10-13,865
2019-10-14,887
2019-10-15,893
2019-10-16,887
2019-10-17,867
2019-10-18,866
2019-10-19,853
2019-10-20,840
2019-10-21,852
2019-10-22,857
2019-10-23,871
2019-10-24,883
2019-10-25,908
2019-10-26,917
2019-10-27,927
2019-10-28,933
2019-10-29,922
2019-10-30,908
2019-10-31,920
2019-11-01,907
2019-11-02,894
2019-11-03,898
2019-11-04,895
2019-11-05,905
2019-11-06,912
2019-11-07,909
2019-11-08,916
2019-11-09,918
2019-11-10,906
2019-11-11,896
2019-11-12,909
2019-11-13,913
2019-11-14,882
2019-11-15,883
2019-11-16,888
2019-11-17,892
2019-11-18,886
2019-11-19,887
2019-11-20,874
2019-11-21,880
2019-11-22,897
2019-11-23,909
2019-11-24,894
2019-11-25,898
2019-11-26,921
2019-11-27,946
2019-11-28,977
2019-11-29,964
2019-11-30,940
2019-12-01,920
2019-12-02,911
2019-12-03,901
2019-12-04,898
2019-12-05,901
2019-12-06,900
2019-12-07,891
2019-12-08,872
2019-12-09,882
2019-12-10,892
2019-12-11,894
2019-12-12,898
2019-12-13,899
2019-12-14,897
2019-12-15,876
2019-12-16,874
2019-12-17,876
2019-12-18,883
2019-12-19,886
2019-12-20,873
2019-12-21,861
2019-12-22,857
2019-12-23,867
2019-12-24,876
2019-12-25,886
2019-12-26,906
2019-12-27,916
2019-12-28,911
2019-12-29,896
2019-12-30,890
2019-12-31,885
2020-01-01,875
2020-01-02,872
2020-01-03,885
2020-01-04,896
2020-01-05,894
2020-01-06,890
2020-01-07,884
2020-01-08,891
2020-01-09,895
2020-01-10,895
2020-01-11,902
2020-01-12,895
2020-01-13,895
2020-01-14,906
2020-01-15,922
2020-01-16,905
2020-01-17,875
2020-01-18,876
2020-01-19,879
2020-01-20,878
2020-01-21,876
2020-01-22,880
2020-01-23,858
2020-01-24,841
2020-01-25,848
2020-01-26,855
2020-01-27,862
2020-01-28,868
2020-01-29,873
2020-01-30,869
2020-01-31,862
2020-02-01,865
2020-02-02,845
2020-02-03,842
2020-02-04,855
2020-02-05,856
2020-02-06,851
2020-02-07,830
2020-02-08,834
2020-02-09,832
2020-02-10,813
2020-02-11,814
2020-02-12,817
2020-02-13,821
2020-02-14,816
2020-02-15,807
2020-02-16,784
2020-02-17,760
2020-02-18,775
2020-02-19,795
2020-02-20,806
2020-02-21,806
2020-02-22,795
2020-02-23,786
2020-02-24,780
2020-02-25,784
2020-02-26,790
2020-02-27,804
2020-02-28,812
2020-02-29,811
2020-03-01,815
2020-03-02,819
2020-03-03,816
2020-03-04,812
2020-03-05,812
2020-03-06,796
2020-03-07,756
2020-03-08,745
2020-03-09,752
2020-03-10,756
2020-03-11,763
2020-03-12,771
2020-03-13,774
2020-03-14,763
2020-03-15,736
2020-03-16,743
2020-03-17,723
2020-03-18,726
2020-03-19,735
2020-03-20,750
2020-03-21,765
2020-03-22,774
2020-03-23,777
2020-03-24,773
2020-03-25,771
2020-03-26,786
2020-03-27,813
2020-03-28,824
2020-03-29,819
2020-03-30,807
2020-03-31,814
2020-04-01,813
2020-04-02,827
2020-04-03,841
2020-04-04,845
2020-04-05,852
2020-04-06,830
2020-04-07,822
2020-04-08,838
2020-04-09,861
2020-04-10,869
2020-04-11,865
2020-04-12,868
2020-04-13,870
2020-04-14,871
2020-04-15,865
2020-04-16,854
2020-04-17,844
2020-04-18,847
2020-04-19,859
2020-04-20,853
2020-04-21,844
2020-04-22,836
2020-04-23,809
2020-04-24,816
2020-04-25,827
2020-04-26,839
2020-04-27,846
2020-04-28,838
2020-04-29,816
2020-04-30,813
2020-05-01,821
2020-05-02,830
2020-05-03,837
2020-05-04,832
2020-05-05,838
2020-05-06,844
2020-05-07,858
2020-05-08,893
2020-05-09,896
2020-05-10,856
2020-05-11,816
2020-05-12,813
2020-05-13,831
