date_obj,Uncooked%20dragonfruit%20pie price
2019-09-13,2111
2019-09-14,2111
2019-09-15,2111
2019-09-16,2111
2019-09-17,2111
2019-09-18,2111
2019-09-19,2111
2019-09-20,2111
2019-09-21,2111
2019-09-22,2111
2019-09-23,2111
2019-09-24,2094
2019-09-25,2094
2019-09-26,2094
2019-09-27,2094
2019-09-28,2094
2019-09-29,2094
2019-09-30,2094
2019-10-01,2094
2019-10-02,2094
2019-10-03,2094
2019-10-04,2094
2019-10-05,2094
2019-10-06,2094
2019-10-07,2094
2019-10-08,2094
2019-10-09,2094
2019-10-10,2094
2019-10-11,2094
2019-10-12,2094
2019-10-13,2094
2019-10-14,2082
2019-10-15,2082
2019-10-16,2082
2019-10-17,2082
2019-10-18,2082
2019-10-19,2082
2019-10-20,2082
2019-10-21,2082
2019-10-22,2082
2019-10-23,2082
2019-10-24,2082
2019-10-25,2082
2019-10-26,2082
2019-10-27,2082
2019-10-28,2082
2019-10-29,2082
2019-10-30,2082
2019-10-31,2082
2019-11-01,2082
2019-11-02,2082
2019-11-03,2082
2019-11-04,2082
2019-11-05,2082
2019-11-06,2082
2019-11-07,2082
2019-11-08,2082
2019-11-09,2035
2019-11-10,2035
2019-11-11,2035
2019-11-12,2035
2019-11-13,2035
2019-11-14,2035
2019-11-15,2035
2019-11-16,2035
2019-11-17,2035
2019-11-18,2035
2019-11-19,2035
2019-11-20,2035
2019-11-21,2035
2019-11-22,2035
2019-11-23,2035
2019-11-24,2035
2019-11-25,2035
2019-11-26,2035
2019-11-27,2035
2019-11-28,2035
2019-11-29,2035
2019-11-30,2035
2019-12-01,2035
2019-12-02,2035
2019-12-03,2035
2019-12-04,2035
2019-12-05,1962
2019-12-06,1962
2019-12-07,1962
2019-12-08,1962
2019-12-09,1962
2019-12-10,1962
2019-12-11,1962
2019-12-12,1962
2019-12-13,1962
2019-12-14,1962
2019-12-15,1962
2019-12-16,1962
2019-12-17,1962
2019-12-18,1962
2019-12-19,1962
2019-12-20,1962
2019-12-21,1962
2019-12-22,1962
2019-12-23,1962
2019-12-24,1962
2019-12-25,1962
2019-12-26,1962
2019-12-27,1962
2019-12-28,1962
2019-12-29,1962
2019-12-30,1962
2019-12-31,1962
2020-01-01,1959
2020-01-02,1959
2020-01-03,1959
2020-01-04,1959
2020-01-05,1959
2020-01-06,1959
2020-01-07,1959
2020-01-08,1959
2020-01-09,1959
2020-01-10,1959
2020-01-11,1959
2020-01-12,1959
2020-01-13,1959
2020-01-14,1959
2020-01-15,1959
2020-01-16,1959
2020-01-17,1959
2020-01-18,1959
2020-01-19,1959
2020-01-20,1959
2020-01-21,1959
2020-01-22,1959
2020-01-23,1951
2020-01-24,1951
2020-01-25,1951
2020-01-26,1951
2020-01-27,1951
2020-01-28,1951
2020-01-29,1951
2020-01-30,1951
2020-01-31,1951
2020-02-01,1951
2020-02-02,1951
2020-02-03,1951
2020-02-04,1951
2020-02-05,1951
2020-02-06,1951
2020-02-07,1951
2020-02-08,1951
2020-02-09,1951
2020-02-10,1951
2020-02-11,1951
2020-02-12,1951
2020-02-13,1951
2020-02-14,1951
2020-02-15,1951
2020-02-16,1910
2020-02-17,1910
2020-02-18,1910
2020-02-19,1910
2020-02-20,1910
2020-02-21,1910
2020-02-22,1910
2020-02-23,1910
2020-02-24,1910
2020-02-25,1910
2020-02-26,1945
2020-02-27,1945
2020-02-28,1945
2020-02-29,1945
2020-03-01,1945
2020-03-02,1945
2020-03-03,1945
2020-03-04,1945
2020-03-05,1945
2020-03-06,1945
2020-03-07,1945
2020-03-08,1945
2020-03-09,1945
2020-03-10,1945
2020-03-11,1980
2020-03-12,1980
2020-03-13,1980
2020-03-14,1980
2020-03-15,1980
2020-03-16,1980
2020-03-17,1980
2020-03-18,1980
2020-03-19,1980
2020-03-20,1980
2020-03-21,1980
2020-03-22,1980
2020-03-23,1980
2020-03-24,2045
2020-03-25,2045
2020-03-26,2045
2020-03-27,2045
2020-03-28,2045
2020-03-29,2045
2020-03-30,2045
2020-03-31,2045
2020-04-01,2045
2020-04-02,2045
2020-04-03,2045
2020-04-04,2112
2020-04-05,2112
2020-04-06,2112
2020-04-07,2112
2020-04-08,2112
2020-04-09,2112
2020-04-10,2112
2020-04-11,2112
2020-04-12,2112
2020-04-13,2112
2020-04-14,2138
2020-04-15,2138
2020-04-16,2138
2020-04-17,2138
2020-04-18,2138
2020-04-19,2138
2020-04-20,2138
2020-04-21,2138
2020-04-22,2138
2020-04-23,2138
2020-04-24,2138
2020-04-25,2215
2020-04-26,2215
2020-04-27,2215
2020-04-28,2215
2020-04-29,2215
2020-04-30,2215
2020-05-01,2215
2020-05-02,2215
2020-05-03,2218
2020-05-04,2218
2020-05-05,2218
2020-05-06,2218
2020-05-07,2218
2020-05-08,2218
2020-05-09,2218
2020-05-10,2277
2020-05-11,2277
2020-05-12,2277
2020-05-13,2277
