date_obj,Greenman's%20ale price
2019-08-26,580
2019-08-27,580
2019-08-27,580
2019-08-28,585
2019-08-29,576
2019-08-30,561
2019-08-31,582
2019-09-01,552
2019-09-02,524
2019-09-03,497
2019-09-04,472
2019-09-05,448
2019-09-06,425
2019-09-07,423
2019-09-08,432
2019-09-09,428
2019-09-10,443
2019-09-11,455
2019-09-12,448
2019-09-13,467
2019-09-14,475
2019-09-15,474
2019-09-16,487
2019-09-17,509
2019-09-18,535
2019-09-19,562
2019-09-20,591
2019-09-21,611
2019-09-22,627
2019-09-23,598
2019-09-24,603
2019-09-25,623
2019-09-26,642
2019-09-27,648
2019-09-28,663
2019-09-29,678
2019-09-30,674
2019-10-01,664
2019-10-02,640
2019-10-03,645
2019-10-04,665
2019-10-05,654
2019-10-06,665
2019-10-07,682
2019-10-08,701
2019-10-09,679
2019-10-10,675
2019-10-11,683
2019-10-12,673
2019-10-13,668
2019-10-14,651
2019-10-15,618
2019-10-16,589
2019-10-17,559
2019-10-18,531
2019-10-19,510
2019-10-20,512
2019-10-21,534
2019-10-22,533
2019-10-23,526
2019-10-24,524
2019-10-25,511
2019-10-26,503
2019-10-27,504
2019-10-28,498
2019-10-29,496
2019-10-30,492
2019-10-31,489
2019-11-01,484
2019-11-02,482
2019-11-03,492
2019-11-04,494
2019-11-05,502
2019-11-06,495
2019-11-07,494
2019-11-08,496
2019-11-09,508
2019-11-10,495
2019-11-11,484
2019-11-12,490
2019-11-13,497
2019-11-14,500
2019-11-15,502
2019-11-16,502
2019-11-17,501
2019-11-18,486
2019-11-19,488
2019-11-20,488
2019-11-21,483
2019-11-22,476
2019-11-23,473
2019-11-24,470
2019-11-25,456
2019-11-26,443
2019-11-27,448
2019-11-28,445
2019-11-29,434
2019-11-30,437
2019-12-01,451
2019-12-02,446
2019-12-03,452
2019-12-04,450
2019-12-05,466
2019-12-06,471
2019-12-07,466
2019-12-08,468
2019-12-09,456
2019-12-10,439
2019-12-11,428
2019-12-12,423
2019-12-13,421
2019-12-14,436
2019-12-15,450
2019-12-16,463
2019-12-17,472
2019-12-18,462
2019-12-19,461
2019-12-20,462
2019-12-21,470
2019-12-22,480
2019-12-23,487
2019-12-24,484
2019-12-25,505
2019-12-26,507
2019-12-27,512
2019-12-28,527
2019-12-29,543
2019-12-30,555
2019-12-31,572
2020-01-01,589
2020-01-02,605
2020-01-03,620
2020-01-04,621
2020-01-05,628
2020-01-06,610
2020-01-07,579
2020-01-08,550
2020-01-09,522
2020-01-10,517
2020-01-11,511
2020-01-12,508
2020-01-13,512
2020-01-14,516
2020-01-15,522
2020-01-16,525
2020-01-17,543
2020-01-18,571
2020-01-19,598
2020-01-20,628
2020-01-21,660
2020-01-22,693
2020-01-23,700
2020-01-24,732
2020-01-25,755
2020-01-26,752
2020-01-27,776
2020-01-28,779
2020-01-29,804
2020-01-30,824
2020-01-31,846
2020-02-01,852
2020-02-02,831
2020-02-03,804
2020-02-04,766
2020-02-05,727
2020-02-06,692
2020-02-07,677
2020-02-08,662
2020-02-09,672
2020-02-10,661
2020-02-11,663
2020-02-12,693
2020-02-13,728
2020-02-14,765
2020-02-15,773
2020-02-16,788
2020-02-17,810
2020-02-18,795
2020-02-19,756
2020-02-20,736
2020-02-21,736
2020-02-22,720
2020-02-23,698
2020-02-24,663
2020-02-25,642
2020-02-26,616
2020-02-27,606
2020-02-28,596
2020-02-29,591
2020-03-01,581
2020-03-02,567
2020-03-03,558
2020-03-04,555
2020-03-05,528
2020-03-06,501
2020-03-07,485
2020-03-08,495
2020-03-09,501
2020-03-10,514
2020-03-11,525
2020-03-12,538
2020-03-13,550
2020-03-14,569
2020-03-15,598
2020-03-16,604
2020-03-17,601
2020-03-18,611
2020-03-19,588
2020-03-20,586
2020-03-21,591
2020-03-22,572
2020-03-23,557
2020-03-24,552
2020-03-25,548
2020-03-26,556
2020-03-27,574
2020-03-28,574
2020-03-29,574
2020-03-30,588
2020-03-31,593
2020-04-01,605
2020-04-02,630
2020-04-03,618
2020-04-04,604
2020-04-05,609
2020-04-06,608
2020-04-07,604
2020-04-08,607
2020-04-09,610
2020-04-10,596
2020-04-11,592
2020-04-12,599
2020-04-13,618
2020-04-14,596
2020-04-15,585
2020-04-16,582
2020-04-17,581
2020-04-18,576
2020-04-19,562
2020-04-20,533
2020-04-21,544
2020-04-22,533
2020-04-23,545
2020-04-24,556
2020-04-25,579
2020-04-26,584
2020-04-27,602
2020-04-28,610
2020-04-29,614
2020-04-30,625
2020-05-01,641
2020-05-02,651
2020-05-03,652
2020-05-04,619
2020-05-05,628
2020-05-06,658
2020-05-07,673
2020-05-08,674
2020-05-09,675
2020-05-10,682
2020-05-11,683
2020-05-12,696
2020-05-13,677
