date_obj,Mystic%20robe%20bottom%20(dark) price
2019-03-31,47784
2019-04-01,47793
2019-04-02,47773
2019-04-03,47837
2019-04-04,47553
2019-04-05,47840
2019-04-06,47924
2019-04-07,47668
2019-04-08,47879
2019-04-09,47771
2019-04-10,47801
2019-04-11,47858
2019-04-12,47922
2019-04-13,47944
2019-04-14,47811
2019-04-15,47870
2019-04-16,47911
2019-04-17,47991
2019-04-18,48029
2019-04-19,47791
2019-04-20,47780
2019-04-21,47777
2019-04-22,47785
2019-04-23,47697
2019-04-24,47558
2019-04-25,47544
2019-04-26,47863
2019-04-27,48026
2019-04-28,47915
2019-04-29,47992
2019-04-30,47837
2019-05-01,47849
2019-05-02,47950
2019-05-03,48323
2019-05-04,48236
2019-05-05,47949
2019-05-06,47801
2019-05-07,47594
2019-05-08,47870
2019-05-09,48094
2019-05-10,48031
2019-05-11,48117
2019-05-12,47948
2019-05-13,47958
2019-05-14,48110
2019-05-15,48053
2019-05-16,47879
2019-05-17,47795
2019-05-18,47964
2019-05-19,47840
2019-05-20,47750
2019-05-21,47712
2019-05-22,47726
2019-05-23,47617
2019-05-24,47678
2019-05-25,47742
2019-05-26,47681
2019-05-27,47608
2019-05-28,47687
2019-05-29,47760
2019-05-30,47869
2019-05-31,47707
2019-06-01,47668
2019-06-02,48093
2019-06-03,48179
2019-06-04,48103
2019-06-05,49131
2019-06-06,49708
2019-06-07,48629
2019-06-08,48346
2019-06-09,48428
2019-06-10,48378
2019-06-11,48433
2019-06-12,48296
2019-06-13,47927
2019-06-14,47741
2019-06-15,47677
2019-06-16,47694
2019-06-17,47661
2019-06-18,47943
2019-06-19,47944
2019-06-20,48033
2019-06-21,48066
2019-06-22,48115
2019-06-23,48099
2019-06-24,48109
2019-06-25,47738
2019-06-26,47571
2019-06-27,47691
2019-06-28,47825
2019-06-29,47736
2019-06-30,48007
2019-07-01,48004
2019-07-02,48167
2019-07-03,47962
2019-07-04,47765
2019-07-05,47796
2019-07-06,47644
2019-07-07,47894
2019-07-08,47768
2019-07-09,48003
2019-07-10,48193
2019-07-11,48159
2019-07-12,48381
2019-07-13,47904
2019-07-14,48000
2019-07-15,47861
2019-07-16,47701
2019-07-17,47726
2019-07-18,47793
2019-07-19,47808
2019-07-20,47515
2019-07-21,47652
2019-07-22,47712
2019-07-23,47743
2019-07-24,47518
2019-07-25,47590
2019-07-26,47573
2019-07-27,47584
2019-07-28,47379
2019-07-29,47591
2019-07-30,47663
2019-07-31,47741
2019-08-01,47919
2019-08-02,47736
2019-08-03,47722
2019-08-04,48116
2019-08-05,48000
2019-08-06,47955
2019-08-07,47946
2019-08-08,48491
2019-08-09,48211
2019-08-10,48662
2019-08-11,48500
2019-08-12,48665
2019-08-13,48504
2019-08-14,48346
2019-08-15,47919
2019-08-16,47809
2019-08-17,47487
2019-08-18,47610
2019-08-19,47734
2019-08-20,47932
2019-08-21,48419
2019-08-22,49017
2019-08-23,50779
2019-08-24,49613
2019-08-24,49613
2019-08-25,49077
2019-08-25,49077
2019-08-26,48589
2019-08-26,48589
2019-08-27,48433
2019-08-27,48433
2019-08-28,48520
2019-08-29,48381
2019-08-30,48268
2019-08-31,48215
2019-09-01,48267
2019-09-02,48308
2019-09-03,48292
2019-09-04,48088
2019-09-05,48149
2019-09-06,48231
2019-09-07,48163
2019-09-08,48615
2019-09-09,48479
2019-09-10,48489
2019-09-11,48574
2019-09-12,48514
2019-09-13,48309
2019-09-14,48457
2019-09-15,48797
2019-09-16,48641
2019-09-17,48924
2019-09-18,48984
2019-09-19,48513
2019-09-20,48363
2019-09-21,48704
2019-09-22,48392
2019-09-23,48362
2019-09-24,48423
2019-09-25,48532
2019-09-26,48392
2019-09-27,48709
2019-09-28,48525
2019-09-29,48441
2019-09-30,48241
2019-10-01,48519
2019-10-02,48726
2019-10-03,48645
2019-10-04,48592
2019-10-05,48550
2019-10-06,48439
2019-10-07,48310
2019-10-08,48295
2019-10-09,48102
2019-10-10,48282
2019-10-11,48116
2019-10-12,48225
2019-10-13,48051
2019-10-14,47722
2019-10-15,47942
2019-10-16,48003
2019-10-17,47894
2019-10-18,47809
2019-10-19,48014
2019-10-20,48067
2019-10-21,47969
2019-10-22,47976
2019-10-23,47420
2019-10-24,47782
2019-10-25,48570
2019-10-26,48615
2019-10-27,48618
2019-10-28,48535
2019-10-29,48419
2019-10-30,48309
2019-10-31,48376
2019-11-01,48523
2019-11-02,48455
2019-11-03,48209
2019-11-04,48104
2019-11-05,48096
2019-11-06,48008
2019-11-07,48348
2019-11-08,48367
2019-11-09,48198
2019-11-10,48097
2019-11-11,48563
2019-11-12,48517
2019-11-13,48508
2019-11-14,49773
2019-11-15,50394
2019-11-16,51102
2019-11-17,50666
2019-11-18,50956
2019-11-19,49362
2019-11-20,48385
2019-11-21,48167
2019-11-22,48215
2019-11-23,48986
2019-11-24,49500
2019-11-25,49091
2019-11-26,48531
2019-11-27,48604
2019-11-28,49259
2019-11-29,49541
2019-11-30,49598
2019-12-01,48483
2019-12-02,47985
2019-12-03,48229
2019-12-04,48216
2019-12-05,47709
2019-12-06,48111
2019-12-07,47970
2019-12-08,47426
2019-12-09,47376
2019-12-10,47927
2019-12-11,48268
2019-12-12,48358
2019-12-13,48092
2019-12-14,47767
2019-12-15,48276
2019-12-16,47984
2019-12-17,47399
2019-12-18,48293
2019-12-19,48413
2019-12-20,48883
2019-12-21,49319
2019-12-22,49405
2019-12-23,49384
2019-12-24,48502
2019-12-25,48168
2019-12-26,47845
2019-12-27,49101
2019-12-28,48227
2019-12-29,47452
2019-12-30,48279
2019-12-31,48318
2020-01-01,48227
2020-01-02,48613
2020-01-03,49368
2020-01-04,48351
2020-01-05,48985
2020-01-06,49578
2020-01-07,49959
2020-01-08,50416
2020-01-09,49238
2020-01-10,48946
2020-01-11,48923
2020-01-12,48344
2020-01-13,48145
2020-01-14,48254
2020-01-15,48368
2020-01-16,48192
2020-01-17,47909
2020-01-18,47771
2020-01-19,47747
2020-01-20,47920
2020-01-21,47665
2020-01-22,47889
2020-01-23,47915
2020-01-24,47902
2020-01-25,47784
2020-01-26,47857
2020-01-27,47783
2020-01-28,47931
2020-01-29,47690
2020-01-30,47765
2020-01-31,47968
2020-02-01,47736
2020-02-02,47936
2020-02-03,48418
2020-02-04,48186
2020-02-05,48007
2020-02-06,47695
2020-02-07,47473
2020-02-08,47607
2020-02-09,47711
2020-02-10,47752
2020-02-11,47856
2020-02-12,48103
2020-02-13,47746
2020-02-14,47725
2020-02-15,47648
2020-02-16,47723
2020-02-17,47935
2020-02-18,47972
2020-02-19,48069
2020-02-20,47787
2020-02-21,47113
2020-02-22,47672
2020-02-23,47899
2020-02-24,48062
2020-02-25,48090
2020-02-26,48138
2020-02-27,47963
2020-02-28,48166
2020-02-29,48203
2020-03-01,48562
2020-03-02,48156
2020-03-03,48174
2020-03-04,48018
2020-03-05,48230
2020-03-06,48065
2020-03-07,47891
2020-03-08,48173
2020-03-09,48465
2020-03-10,49081
2020-03-11,48669
2020-03-12,48400
2020-03-13,48370
2020-03-14,48357
2020-03-15,48423
2020-03-16,48756
2020-03-17,48572
2020-03-18,48846
2020-03-19,49038
2020-03-20,49298
2020-03-21,48395
2020-03-22,48206
2020-03-23,47918
2020-03-24,47550
2020-03-25,47924
2020-03-26,48232
2020-03-27,47947
2020-03-28,47785
2020-03-29,47991
2020-03-30,48056
2020-03-31,48121
2020-04-01,48075
2020-04-02,48264
2020-04-03,48695
2020-04-04,47974
2020-04-05,48262
2020-04-06,47890
2020-04-07,47891
2020-04-08,47845
2020-04-09,47605
2020-04-10,48019
2020-04-11,48096
2020-04-12,48181
2020-04-13,47664
2020-04-14,48392
2020-04-15,48441
2020-04-16,48717
2020-04-17,48763
2020-04-18,48142
2020-04-19,47991
2020-04-20,47930
2020-04-21,47742
2020-04-22,47962
2020-04-23,47982
2020-04-24,48013
2020-04-25,47927
2020-04-26,47742
2020-04-27,47921
2020-04-28,47732
2020-04-29,47645
2020-04-30,47639
2020-05-01,47588
2020-05-02,47737
2020-05-03,47715
2020-05-04,47818
2020-05-05,47656
2020-05-06,47567
2020-05-07,47603
2020-05-08,47517
2020-05-09,47643
2020-05-10,47522
2020-05-11,47568
2020-05-12,47527
2020-05-13,47630
