date_obj,Guthix%20coif price
2016-01-21,17864
2016-01-22,17756
2016-01-23,17548
2016-01-24,17473
2016-01-25,17349
2016-01-26,17168
2016-01-27,16935
2016-01-28,16935
2016-01-29,16596
2016-01-30,16118
2016-01-31,15941
2016-02-01,15421
2016-02-02,15627
2016-02-03,15528
2016-02-04,15360
2016-02-05,15032
2016-02-06,14996
2016-02-07,15000
2016-02-08,14833
2016-02-09,14791
2016-02-10,14483
2016-02-11,14525
2016-02-12,14590
2016-02-13,14627
2016-02-14,14260
2016-02-15,13990
2016-02-16,13974
2016-02-17,13797
2016-02-18,13774
2016-02-19,13770
2016-02-20,13707
2016-02-21,14314
2016-02-22,14970
2016-02-23,15689
2016-02-24,16311
2016-02-25,17094
2016-02-26,17240
2016-02-27,17365
2016-02-28,17633
2016-02-29,18110
2016-03-01,18759
2016-03-02,18928
2016-03-03,19091
2016-03-04,19410
2016-03-05,19238
2016-03-06,19449
2016-03-07,19319
2016-03-08,19196
2016-03-09,18805
2016-03-10,19065
2016-03-11,18802
2016-03-12,18435
2016-03-13,18431
2016-03-14,18221
2016-03-15,17728
2016-03-16,17382
2016-03-17,17340
2016-03-18,17483
2016-03-19,17783
2016-03-20,18035
2016-03-21,18504
2016-03-22,18641
2016-03-23,18620
2016-03-24,18499
2016-03-25,18295
2016-03-26,17998
2016-03-27,17394
2016-03-28,17332
2016-03-29,17595
2016-03-30,17255
2016-03-31,16923
2016-04-01,16482
2016-04-02,15925
2016-04-03,15658
2016-04-04,15395
2016-04-05,15509
2016-04-06,15538
2016-04-07,15619
2016-04-08,15854
2016-04-09,16329
2016-04-10,16215
2016-04-11,16215
2016-04-12,15948
2016-04-13,15941
2016-04-14,15862
2016-04-15,16084
2016-04-16,16138
2016-04-17,16065
2016-04-18,16220
2016-04-19,16536
2016-04-20,16835
2016-04-21,17051
2016-04-22,17188
2016-04-23,17467
2016-04-24,17615
2016-04-25,17710
2016-04-26,17679
2016-04-27,17705
2016-04-28,17832
2016-04-29,17886
2016-04-30,17902
2016-05-01,17858
2016-05-02,17693
2016-05-03,17501
2016-05-04,17460
2016-05-05,17389
2016-05-06,17372
2016-05-07,17498
2016-05-08,17416
2016-05-09,17118
2016-05-10,17023
2016-05-11,17047
2016-05-12,17069
2016-05-13,16893
2016-05-14,16627
2016-05-15,16750
2016-05-16,16875
2016-05-17,16723
2016-05-18,16172
2016-05-19,15902
2016-05-22,16318
2016-05-23,16171
2016-05-24,15617
2016-05-25,15630
2016-05-26,15838
2016-05-27,15666
2016-05-28,15288
2016-05-29,14736
2016-05-30,14271
2016-05-31,13758
2016-06-01,13540
2016-06-02,13691
2016-06-03,13590
2016-06-04,13793
2016-06-05,13630
2016-06-06,13609
2016-06-07,13777
2016-06-08,13765
2016-06-09,13750
2016-06-10,13705
2016-06-11,13971
2016-06-12,13821
2016-06-13,13781
2016-06-14,14076
2016-06-15,14213
2016-06-16,13987
2016-06-17,14200
2016-06-18,14345
2016-06-19,14168
2016-06-20,14100
2016-06-21,14239
2016-06-22,14268
2016-06-23,13922
2016-06-24,14016
2016-06-25,14157
2016-06-26,14044
2016-06-27,13937
2016-06-28,13923
2016-06-29,13830
2016-06-30,13756
2016-07-01,13392
2016-07-02,13184
2016-07-03,13131
2016-07-04,13308
2016-07-05,13365
2016-07-06,13550
2016-07-07,13689
2016-07-08,13665
2016-07-09,13845
2016-07-10,14099
2016-07-11,14500
2016-07-12,14515
2016-07-13,14607
2016-07-14,14830
2016-07-15,14817
2016-07-16,14881
2016-07-17,14976
2016-07-18,15333
2016-07-23,16646
2016-07-24,16584
2016-07-25,16557
2016-07-26,16628
2016-07-27,16439
2016-07-28,16460
2016-07-29,16429
2016-07-30,16431
2016-07-31,16505
2016-08-01,16728
2016-08-02,16718
2016-08-03,16983
2016-08-04,17324
2016-08-05,17541
2016-08-06,18109
2016-08-07,18299
2016-08-08,18065
2016-08-09,18122
2016-08-10,18085
2016-08-11,18510
2016-08-12,18939
2016-08-13,19205
2016-08-14,19519
2016-08-15,19507
2016-08-16,19599
2016-08-17,19895
2016-08-18,19654
2016-08-19,19506
2016-08-20,19841
2016-08-21,19355
2016-08-22,19223
2016-08-23,19162
2016-08-24,18868
2016-08-25,18768
2016-08-26,18941
2016-08-28,19074
2016-08-31,17647
2016-09-01,17254
2016-09-02,17254
2016-09-03,16735
2016-09-04,16549
2016-09-05,16040
2016-09-06,15923
2016-09-07,15885
2016-09-08,16091
2016-09-09,16397
2016-09-10,16420
2016-09-11,16095
2016-09-12,16125
2016-09-13,16110
2016-09-14,15667
2016-09-15,15426
2016-09-16,15175
2016-09-17,15003
2016-09-18,14839
2016-09-19,14748
2016-09-20,14977
2016-09-21,15062
2016-09-22,15216
2016-09-23,15805
2016-09-24,15805
2016-09-25,15919
2016-09-26,16223
2016-09-27,16278
2016-09-28,15875
2016-09-29,15837
2016-09-30,15668
2016-10-01,15089
2016-10-02,14553
2016-10-03,14230
2016-10-04,14082
2016-10-05,14267
2016-10-06,14426
2016-10-07,14371
2016-10-08,14261
2016-10-09,14065
2016-10-10,13929
2016-10-11,13981
2016-10-12,14115
2016-10-13,14266
2016-10-14,14406
2016-10-15,14426
2016-10-16,14399
2016-10-17,14446
2016-10-18,14164
2016-10-19,14154
2016-10-20,14426
2016-10-21,14654
2016-10-22,14738
2016-10-23,14993
2016-10-24,15109
2016-10-25,15195
2016-10-26,15254
2016-10-27,15341
2016-10-28,15140
2016-10-29,14977
2016-10-30,14821
2016-10-31,14756
2016-11-01,14779
2016-11-02,14917
2016-11-03,14971
2016-11-04,14764
2016-11-05,14944
2016-11-06,15153
2016-11-07,15135
2016-11-08,15029
2016-11-09,14919
2016-11-10,14933
2016-11-11,14931
2016-11-12,15177
2016-11-13,15350
2016-11-14,15742
2016-11-15,15783
2016-12-07,17333
2016-12-08,17619
2016-12-09,17560
2016-12-10,17002
2016-12-11,16971
2016-12-12,16698
2016-12-13,17055
2016-12-14,17138
2016-12-15,17111
2016-12-16,17515
2016-12-17,17787
2016-12-18,18171
2016-12-19,18037
2016-12-20,18185
2016-12-21,18973
2016-12-22,19410
2016-12-23,19450
2016-12-24,19481
2016-12-25,19955
2016-12-26,20015
2016-12-27,20449
2016-12-28,19974
2016-12-29,19779
2016-12-30,19451
2016-12-31,19424
2017-01-01,19516
2017-01-02,19068
2017-01-03,18947
2017-01-04,19043
2017-01-05,18318
2017-01-06,18294
2017-01-07,17982
2017-01-08,18002
2017-01-09,17855
2017-01-10,17205
2017-01-11,17002
2017-01-12,17178
2017-01-13,17436
2017-01-14,17483
2017-01-15,17506
2017-01-16,17261
2017-01-17,17217
2017-01-18,17494
2017-01-19,17645
2017-01-20,17699
2017-01-21,17567
2017-01-22,17445
2017-01-23,17622
2017-01-27,17438
2017-01-28,17483
2017-01-29,17324
2017-01-30,17768
2017-01-31,17968
2017-02-01,17844
2017-02-02,17772
2017-02-03,17912
2017-02-04,17949
2017-02-05,17500
2017-02-06,17105
2017-02-07,16814
2017-02-08,16853
2017-02-09,16927
2017-02-10,16960
2017-02-11,16884
2017-02-12,16647
2017-02-13,16800
2017-02-14,16282
2017-02-15,16013
2017-02-16,16040
2017-02-18,15850
2017-02-19,15978
2017-02-20,15960
2017-02-21,15627
2017-02-22,15751
2017-02-23,15469
2017-02-24,15397
2017-02-25,15808
2017-02-26,16072
2017-02-27,16161
2017-02-28,16381
2017-03-01,16613
2017-03-02,16845
2017-03-03,16734
2017-03-04,16623
2017-03-05,16620
2017-03-06,16628
2017-03-07,16860
2017-03-08,16753
2017-03-09,16745
2017-03-10,16837
2017-03-11,16896
2017-03-12,17006
2017-03-13,16753
2017-03-14,16704
2017-03-15,16585
2017-03-16,16302
2017-03-17,16409
2017-03-18,16168
2017-03-19,16492
2017-03-20,16415
2017-03-21,16556
2017-03-22,16367
2017-03-23,16275
2017-03-24,16214
2017-03-25,16128
2017-03-26,16337
2017-03-27,16388
2017-03-28,16057
2017-03-29,16149
2017-03-30,16159
2017-03-31,16414
2017-04-01,17002
2017-04-02,17453
2017-04-03,18054
2017-04-04,18859
2017-04-12,21050
2017-04-13,21184
2017-04-14,20990
2017-04-15,20954
2017-04-16,20685
2017-04-17,20481
2017-04-18,20014
2017-04-19,20337
2017-04-20,20508
2017-04-21,21344
2017-04-22,21816
2017-04-23,22385
2017-04-24,23133
2017-04-25,23423
2017-04-26,23657
2017-04-27,23875
2017-04-28,24234
2017-04-29,24692
2017-04-30,24962
2017-05-01,25427
2017-05-02,25693
2017-05-03,26135
2017-05-04,26015
2017-05-05,25424
2017-05-06,24602
2017-05-07,24396
2017-05-08,24453
2017-05-09,24265
2017-05-10,23989
2017-05-11,24893
2017-05-12,24671
2017-05-13,24136
2017-05-14,23772
2017-05-15,23371
2017-05-16,23372
2017-05-17,23897
2017-05-18,24336
2017-05-19,24460
2017-05-20,24743
2017-05-21,24757
2017-05-22,24545
2017-05-23,24606
2017-05-24,24787
2017-05-25,24809
2017-05-26,24969
2017-05-27,25281
2017-05-28,25706
2017-05-29,26515
2017-05-30,27841
2017-05-31,29146
2017-06-01,30370
2017-06-02,31736
2017-06-03,32289
2017-06-04,33258
2017-06-05,34434
2017-06-06,35867
2017-06-07,36905
2017-06-08,36528
2017-06-09,37130
2017-06-10,38269
2017-06-11,38197
2017-06-12,37700
2017-06-13,36923
2017-06-14,35657
2017-06-15,36038
2017-06-16,36490
2017-06-17,37008
2017-06-18,37647
2017-06-19,37221
2017-06-20,36740
2017-06-21,36349
2017-06-22,36935
2017-06-23,36867
2017-06-24,36434
2017-06-25,36641
2017-06-26,36237
2017-06-27,35897
2017-06-28,35568
2017-06-29,35715
2017-06-30,34820
2017-07-01,34273
2017-07-02,33900
2017-07-03,33845
2017-07-04,34087
2017-07-05,34105
2017-07-06,34029
2017-07-07,34557
2017-07-08,35175
2017-07-13,38165
2017-07-14,37509
2017-07-15,38211
2017-07-16,38171
2017-07-17,37738
2017-07-18,37707
2017-07-19,37508
2017-07-20,37739
2017-07-21,38307
2017-07-22,39237
2017-07-23,39102
2017-07-24,40428
2017-07-25,40211
2017-07-26,39835
2017-07-27,38847
2017-07-28,38228
2017-07-29,37813
2017-07-30,37213
2017-07-31,36973
2017-08-01,36301
2017-08-02,36496
2017-08-03,36883
2017-08-04,37297
2017-08-05,36159
2017-08-06,35323
2017-08-09,34393
2017-08-10,34498
2017-08-11,34372
2017-08-12,34139
2017-08-13,33923
2017-08-14,34480
2017-08-15,35105
2017-08-16,34875
2017-08-17,35099
2017-08-18,34887
2017-08-19,35147
2017-08-20,35530
2017-08-21,36037
2017-08-22,36456
2017-08-23,37569
2017-08-24,38796
2017-08-25,38989
2017-08-26,39402
2017-08-27,39636
2017-08-28,40089
2017-08-29,39136
2017-08-30,39027
2017-08-31,38858
2017-09-01,39654
2017-09-02,39595
2017-09-03,39364
2017-09-04,39582
2017-09-05,39679
2017-09-06,40800
2017-09-07,40991
2017-09-08,41916
2017-09-09,43278
2017-09-10,43605
2017-09-11,43978
2017-09-12,44408
2017-09-13,44830
2017-09-14,44186
2017-09-15,43446
2017-09-16,43172
2017-09-17,42984
2017-09-18,41915
2017-09-19,41981
2017-09-20,41725
2017-09-21,41758
2017-09-22,41625
2017-09-23,41036
2017-09-24,40563
2017-09-25,40465
2017-09-26,39743
2017-09-27,39629
2017-09-28,39262
2017-09-29,38680
2017-09-30,37970
2017-10-01,36976
2017-10-02,37212
2017-10-03,38218
2017-10-04,37613
2017-10-05,36918
2017-10-06,36027
2017-10-07,35619
2017-10-08,35387
2017-10-09,35781
2017-10-10,36484
2017-10-11,36620
2017-10-12,36267
2017-10-13,35703
2017-10-14,35597
2017-10-15,36449
2017-10-16,36255
2017-10-17,36804
2017-10-18,36304
2017-10-19,36579
2017-10-20,36124
2017-10-21,36106
2017-10-22,36922
2017-10-23,36729
2017-10-24,36380
2017-10-25,36051
2017-10-26,36101
2017-10-27,36209
2017-10-28,36477
2017-10-29,36276
2017-10-30,36543
2017-10-31,36626
2017-11-01,36094
2017-11-02,35891
2017-11-03,35149
2017-11-04,34535
2017-11-05,34896
2017-11-06,35130
2017-11-07,35111
2017-11-08,34712
2017-11-09,34710
2017-11-10,34666
2017-11-11,34321
2017-11-12,34816
2017-11-13,35555
2017-11-14,35603
2017-11-15,35233
2017-11-16,34951
2017-11-17,33936
2017-11-18,32967
2017-11-19,32716
2017-11-20,33265
2017-11-21,32830
2017-11-22,32578
2017-11-23,33174
2017-11-24,34079
2017-11-25,35519
2017-11-26,37295
2017-11-27,39142
2017-11-28,41093
2017-11-29,43148
2017-11-30,45106
2017-12-01,47007
2017-12-02,48958
2017-12-03,49334
2017-12-04,49612
2017-12-05,49780
2017-12-06,49859
2017-12-07,48992
2017-12-08,49330
2017-12-09,48924
2017-12-10,48853
2017-12-11,48154
2017-12-12,46578
2017-12-13,45807
2017-12-14,44770
2017-12-15,44640
2017-12-16,44665
2017-12-17,44306
2017-12-18,43713
2017-12-19,42881
2017-12-20,42828
2017-12-21,42741
2017-12-22,43032
2017-12-23,43249
2017-12-24,42288
2017-12-25,41833
2017-12-26,40908
2017-12-27,40821
2017-12-28,41021
2017-12-29,42149
2017-12-30,43647
2017-12-31,45383
2018-01-01,46024
2018-01-02,45655
2018-01-03,45628
2018-01-04,45494
2018-01-05,44972
2018-01-06,44276
2018-01-07,44296
2018-01-08,43911
2018-01-09,43178
2018-01-10,43535
2018-01-11,43375
2018-01-12,42908
2018-01-13,42237
2018-01-14,42149
2018-01-15,42004
2018-01-16,42583
2018-01-17,42815
2018-01-18,43077
2018-01-19,42919
2018-01-20,43905
2018-01-21,43326
2018-01-22,42806
2018-01-23,42745
2018-01-25,43536
2018-01-26,44386
2018-01-27,43834
2018-01-28,43408
2018-01-29,43476
2018-01-30,43036
2018-01-31,42896
2018-02-01,42666
2018-02-02,42929
2018-02-03,43002
2018-02-04,43285
2018-02-05,43047
2018-02-06,43332
2018-02-07,43800
2018-02-08,44651
2018-02-09,46273
2018-02-10,48433
2018-02-11,50764
2018-02-12,53303
2018-02-13,55969
2018-02-14,58768
2018-02-15,61707
2018-02-16,64453
2018-02-17,66902
2018-02-18,68126
2018-02-19,69111
2018-02-20,67839
2018-02-21,64978
2018-02-22,61729
2018-02-23,58761
2018-02-24,55822
2018-02-25,53030
2018-02-26,50434
2018-02-27,48891
2018-02-28,48918
2018-03-01,48190
2018-03-02,47458
2018-03-03,47762
2018-03-04,46604
2018-03-05,46455
2018-03-06,46198
2018-03-07,45986
2018-03-08,45220
2018-03-09,45007
2018-03-10,44998
2018-03-11,44377
2018-03-12,44207
2018-03-13,44207
2018-03-14,44690
2018-03-15,45168
2018-03-16,45212
2018-03-17,45294
2018-03-18,45877
2018-03-19,45582
2018-03-20,45746
2018-03-21,45816
2018-03-23,44448
2018-03-24,45032
2018-03-25,45150
2018-03-26,44716
2018-03-27,44312
2018-03-28,44567
2018-03-29,44368
2018-03-30,44670
2018-03-31,44250
2018-04-01,44375
2018-04-02,44599
2018-04-03,45742
2018-04-04,45534
2018-04-05,45818
2018-04-06,46106
2018-04-07,47758
2018-04-08,48445
2018-04-09,48099
2018-04-10,47403
2018-04-11,47706
2018-04-12,47464
2018-04-13,46584
2018-04-14,46602
2018-04-15,46941
2018-04-16,47071
2018-04-17,46854
2018-04-18,47926
2018-04-19,47436
2018-04-20,47188
2018-04-21,46980
2018-04-22,47568
2018-04-23,48447
2018-04-24,49425
2018-04-25,50848
2018-04-26,52769
2018-04-27,54080
2018-04-28,54811
2018-04-29,56088
2018-04-30,57142
2018-05-01,58177
2018-05-03,60420
2018-05-04,62520
2018-05-05,63508
2018-05-06,64269
2018-05-07,63552
2018-05-08,64101
2018-05-09,64330
2018-05-10,64621
2018-05-11,65131
2018-05-12,64742
2018-05-13,64240
2018-05-14,63523
2018-05-15,63409
2018-05-16,62835
2018-05-17,62109
2018-05-18,62460
2018-05-19,62675
2018-05-20,63380
2018-05-21,63182
2018-05-22,62935
2018-05-23,63168
2018-05-24,63193
2018-05-25,62946
2018-05-26,62810
2018-05-27,62236
2018-05-28,63277
2018-05-29,62993
2018-05-30,61739
2018-05-31,60626
2018-06-01,60811
2018-06-02,61035
2018-06-03,60904
2018-06-04,60740
2018-06-05,61000
2018-06-06,61050
2018-06-07,61351
2018-06-08,62775
2018-06-09,63007
2018-06-10,63082
2018-06-11,63357
2018-06-12,64238
2018-06-13,64773
2018-06-14,65098
2018-06-15,64861
2018-06-16,64508
2018-06-17,63985
2018-06-18,64250
2018-06-19,65033
2018-06-20,64590
2018-06-21,65333
2018-06-22,64985
2018-06-23,65421
2018-06-24,66289
2018-06-25,65445
2018-06-26,65548
2018-06-27,65222
2018-06-28,65878
2018-06-29,66365
2018-06-30,66372
2018-07-01,66177
2018-07-02,66970
2018-07-03,66399
2018-07-04,66498
2018-07-05,65259
2018-07-06,65297
2018-07-07,65534
2018-07-08,65689
2018-07-09,65454
2018-07-10,64993
2018-07-11,64482
2018-07-12,63290
2018-07-13,63763
2018-07-14,64002
2018-07-15,64522
2018-07-16,65058
2018-07-17,65638
2018-07-18,65191
2018-07-19,65047
2018-07-20,65144
2018-07-21,65367
2018-07-22,66011
2018-07-23,67807
2018-07-24,69327
2018-07-25,70778
2018-07-26,72449
2018-07-27,71430
2018-07-28,72201
2018-07-29,71741
2018-07-30,72105
2018-07-31,73616
2018-08-01,75096
2018-08-02,77841
2018-08-03,81178
2018-08-04,84322
2018-08-05,86432
2018-08-06,87472
2018-08-07,88884
2018-08-08,89923
2018-08-09,88289
2018-08-10,88412
2018-08-11,87964
2018-08-12,86792
2018-08-14,86701
2018-08-16,84418
2018-08-17,83722
2018-08-18,83014
2018-08-19,82027
2018-08-20,80336
2018-08-21,77446
2018-08-22,76876
2018-08-23,75763
2018-08-24,75278
2018-08-25,74789
2018-08-26,74508
2018-08-27,74158
2018-08-28,74717
2018-08-29,76018
2018-08-30,76768
2018-08-31,77127
2018-09-01,76687
2018-09-02,76362
2018-09-03,75730
2018-09-04,75941
2018-09-05,77217
2018-09-06,78078
2018-09-07,78715
2018-09-08,79402
2018-09-09,79487
2018-09-10,79272
2018-09-11,79315
2018-09-12,79826
2018-09-13,78335
2018-09-14,77221
2018-09-15,76169
2018-09-16,75862
2018-09-17,74600
2018-09-18,74845
2018-09-19,75312
2018-09-20,75347
2018-09-21,76110
2018-09-22,76299
2018-09-23,76241
2018-09-24,75494
2018-09-25,74527
2018-09-26,73311
2018-09-27,72816
2018-09-28,74343
2018-09-29,75328
2018-09-30,75148
2018-10-01,75177
2018-10-02,75640
2018-10-03,74794
2018-10-04,75813
2018-10-05,76425
2018-10-06,77112
2018-10-07,77434
2018-10-08,78890
2018-10-09,79227
2018-10-10,80605
2018-10-11,81311
2018-10-12,82646
2018-10-13,84195
2018-10-14,84744
2018-10-15,86673
2018-10-16,86772
2018-10-17,87306
2018-10-18,86241
2018-10-19,84738
2018-10-20,84979
2018-10-21,83298
2018-10-22,82357
2018-10-23,79807
2018-10-24,77586
2018-10-25,75605
2018-10-26,75216
2018-10-27,75083
2018-10-28,73660
2018-10-29,72456
2018-10-30,72061
2018-10-31,72096
2018-11-01,71681
2018-11-03,70414
2018-11-04,70917
2018-11-05,70232
2018-11-06,68668
2018-11-07,68505
2018-11-08,68357
2018-11-09,67724
2018-11-10,67187
2018-11-11,66371
2018-11-12,66489
2018-11-13,67491
2018-11-14,67390
2018-11-15,67944
2018-11-16,68485
2018-11-17,68533
2018-11-18,68750
2018-11-19,69221
2018-11-20,69732
2018-11-21,69690
2018-11-22,71132
2018-11-23,70399
2018-11-24,70072
2018-11-25,70087
2018-11-26,70903
2018-11-27,71764
2018-11-28,72509
2018-11-29,72927
2018-12-01,72137
2018-12-02,71900
2018-12-03,72764
2018-12-04,72388
2018-12-05,72709
2018-12-07,74077
2018-12-09,73132
2018-12-10,73629
2018-12-11,73067
2018-12-12,73770
2018-12-13,74400
2018-12-14,74391
2018-12-15,74804
2018-12-16,75553
2018-12-17,75707
2018-12-18,76669
2018-12-19,76614
2018-12-20,75789
2018-12-21,75712
2018-12-22,74974
2018-12-23,74761
2018-12-24,75151
2018-12-25,75858
2018-12-26,75141
2018-12-27,75729
2018-12-28,75145
2018-12-29,75627
2018-12-30,75788
2018-12-31,75262
2019-01-01,74887
2019-01-02,74499
2019-01-03,73827
2019-01-04,74865
2019-01-05,75738
2019-01-06,75459
2019-01-08,75461
2019-01-10,73933
2019-01-11,72411
2019-01-12,71285
2019-01-13,69515
2019-01-14,68862
2019-01-15,67606
2019-01-16,67141
2019-01-17,66514
2019-01-18,65952
2019-01-19,65891
2019-01-20,65087
2019-01-21,64616
2019-01-22,64519
2019-01-23,64076
2019-01-24,64692
2019-01-25,66170
2019-01-26,66614
2019-01-28,66793
2019-01-29,67438
2019-01-30,68676
2019-01-31,70753
2019-02-01,72262
2019-02-02,72270
2019-02-03,71645
2019-02-04,71227
2019-02-05,70710
2019-02-06,70556
2019-02-07,70424
2019-02-08,70051
2019-02-09,70014
2019-02-10,70063
2019-02-11,69591
2019-02-12,68354
2019-02-13,67085
2019-02-14,68166
2019-02-15,68437
2019-02-16,68007
2019-02-17,68294
2019-02-18,68919
2019-02-19,68464
2019-02-20,69476
2019-02-21,69799
2019-02-22,70257
2019-02-23,70946
2019-02-24,71150
2019-02-25,71398
2019-02-26,70880
2019-02-27,70660
2019-02-28,70160
2019-03-01,70844
2019-03-02,71354
2019-03-03,71506
2019-03-04,72045
2019-03-05,72151
2019-03-06,71744
2019-03-07,72183
2019-03-08,72380
2019-03-09,72777
2019-03-10,72027
2019-03-11,72025
2019-03-12,71430
2019-03-13,71762
2019-03-14,71925
2019-03-15,71036
2019-03-16,70680
2019-03-17,69532
2019-03-18,69660
2019-03-19,69595
2019-03-20,70017
2019-03-21,69424
2019-03-22,69894
2019-03-23,70109
2019-03-24,69733
2019-03-25,69459
2019-03-26,68923
2019-03-27,67588
