date_obj,Armadyl%20d'hide%20boots price
2016-10-30,1559746
2016-10-31,1518158
2016-11-01,1518158
2016-11-02,1491516
2016-11-03,1491516
2016-11-04,1476439
2016-11-05,1476439
2016-11-06,1520613
2016-11-07,1520613
2016-11-08,1471170
2016-11-09,1435930
2016-11-10,1416171
2016-11-11,1416171
2016-11-12,1368514
2016-11-13,1368514
2016-11-14,1311035
2016-11-15,1311035
2016-12-07,1057152
2016-12-08,1028645
2016-12-09,1010634
2016-12-10,1010634
2016-12-11,1000983
2016-12-12,1039696
2016-12-13,1071148
2016-12-14,1093505
2016-12-15,1093505
2016-12-16,1107490
2016-12-17,1144671
2016-12-18,1144671
2016-12-19,1160982
2016-12-20,1196665
2016-12-21,1234412
2016-12-22,1234412
2016-12-23,1290632
2016-12-24,1290632
2016-12-25,1352568
2016-12-26,1352568
2016-12-27,1394817
2016-12-28,1457942
2016-12-29,1473218
2016-12-30,1441568
2016-12-31,1414280
2017-01-01,1373200
2017-01-02,1339446
2017-01-03,1355197
2017-01-04,1345536
2017-01-05,1305550
2017-01-06,1246789
2017-01-07,1184995
2017-01-08,1131447
2017-01-09,1160920
2017-01-10,1193589
2017-01-11,1220202
2017-01-12,1255366
2017-01-13,1255366
2017-01-14,1295506
2017-01-15,1355557
2017-01-16,1423335
2017-01-17,1467252
2017-01-18,1458890
2017-01-19,1419091
2017-01-20,1400879
2017-01-21,1391695
2017-01-22,1369685
2017-01-23,1382085
2017-01-27,1502716
2017-01-28,1491780
2017-01-29,1457920
2017-01-30,1457920
2017-01-31,1419446
2017-02-01,1386215
2017-02-02,1326346
2017-02-03,1311776
2017-02-04,1275405
2017-02-05,1250889
2017-02-06,1241084
2017-02-07,1229132
2017-02-08,1218864
2017-02-09,1218864
2017-02-10,1215684
2017-02-11,1218171
2017-02-12,1218171
2017-02-13,1256562
2017-02-14,1275132
2017-02-15,1282973
2017-02-16,1323346
2017-02-18,1373253
2017-02-19,1377107
2017-02-20,1342294
2017-02-21,1312651
2017-02-22,1312651
2017-02-23,1288683
2017-02-24,1293827
2017-02-25,1277364
2017-02-26,1314886
2017-02-27,1313781
2017-02-28,1310243
2017-03-01,1294956
2017-03-02,1273744
2017-03-03,1273987
2017-03-04,1264958
2017-03-05,1238381
2017-03-06,1250777
2017-03-07,1259342
2017-03-08,1275589
2017-03-09,1289243
2017-03-10,1303123
2017-03-11,1285093
2017-03-12,1253780
2017-03-13,1264992
2017-03-14,1288029
2017-03-15,1274374
2017-03-16,1272742
2017-03-17,1255338
2017-03-18,1248083
2017-03-19,1231430
2017-03-20,1208334
2017-03-21,1179366
2017-03-22,1176617
2017-03-23,1166602
2017-03-24,1199483
2017-03-25,1199483
2017-03-26,1234147
2017-03-27,1276688
2017-03-28,1264398
2017-03-29,1256843
2017-03-30,1253853
2017-03-31,1288708
2017-04-01,1325368
2017-04-02,1325368
2017-04-03,1286194
2017-04-04,1261851
2017-04-05,1247661
2017-04-12,1083100
2017-04-13,1103580
2017-04-14,1135988
2017-04-15,1116462
2017-04-16,1102699
2017-04-17,1080848
2017-04-18,1084744
2017-04-19,1075953
2017-04-20,1074010
2017-04-21,1096249
2017-04-22,1114763
2017-04-23,1094305
2017-04-24,1080437
2017-04-25,1086060
2017-04-26,1086060
2017-04-27,1109827
2017-04-28,1125832
2017-04-29,1151836
2017-04-30,1208115
2017-05-01,1256687
2017-05-02,1284355
2017-05-03,1270670
2017-05-04,1235773
2017-05-05,1182352
2017-05-06,1166163
2017-05-07,1120631
2017-05-08,1067943
2017-05-09,1015738
2017-05-10,974497
2017-05-11,994428
2017-05-12,1019884
2017-05-13,974491
2017-05-14,955451
2017-05-15,956682
2017-05-16,961603
2017-05-17,978358
2017-05-18,994863
2017-05-19,997446
2017-05-20,1013858
2017-05-21,1013858
2017-05-22,1004314
2017-05-23,995058
2017-05-24,987262
2017-05-25,967587
2017-05-26,973058
2017-05-27,996011
2017-05-28,992284
2017-05-29,994182
2017-05-30,1000706
2017-05-31,1033527
2017-06-01,1069040
2017-06-02,1083754
2017-06-03,1103853
2017-06-04,1130193
2017-06-05,1136948
2017-06-06,1147593
2017-06-07,1137448
2017-06-08,1137448
2017-06-09,1129787
2017-06-10,1107619
2017-06-11,1094823
2017-06-12,1044812
2017-06-13,1018360
2017-06-14,1024283
2017-06-15,994601
2017-06-16,992726
2017-06-17,1008069
2017-06-18,1008606
2017-06-19,1008606
2017-06-20,966083
2017-06-21,944142
2017-06-22,929213
2017-06-23,934255
2017-06-24,945735
2017-06-25,962649
2017-06-26,971038
2017-06-27,982894
2017-06-28,982661
2017-06-29,981673
2017-06-30,988503
2017-07-01,988503
2017-07-02,980044
2017-07-03,948086
2017-07-04,939237
2017-07-05,939237
2017-07-06,928235
2017-07-07,928235
2017-07-08,910454
2017-07-09,905179
2017-07-13,946820
2017-07-14,950760
2017-07-15,928800
2017-07-16,912725
2017-07-17,876859
2017-07-18,842900
2017-07-19,847654
2017-07-20,836505
2017-07-21,855830
2017-07-22,893363
2017-07-23,863543
2017-07-24,852365
2017-07-25,844984
2017-07-26,842797
2017-07-27,856165
2017-07-28,862764
2017-07-29,873699
2017-07-30,894824
2017-07-31,894824
2017-08-01,885389
2017-08-02,892642
2017-08-03,911050
2017-08-04,895305
2017-08-05,885046
2017-08-06,895190
2017-08-07,892682
2017-08-08,897547
2017-08-09,886467
2017-08-10,888021
2017-08-11,876091
2017-08-12,880144
2017-08-13,878102
2017-08-14,867957
2017-08-15,866837
2017-08-16,906578
2017-08-17,913510
2017-08-18,913510
2017-08-19,915908
2017-08-20,918761
2017-08-21,914217
2017-08-22,905430
2017-08-23,897844
2017-08-24,889282
2017-08-25,908457
2017-08-26,939246
2017-08-27,955893
2017-08-28,911579
2017-08-29,875859
2017-08-30,843507
2017-08-31,863320
2017-09-01,878352
2017-09-02,875572
2017-09-03,875572
2017-09-04,876365
2017-09-05,914181
2017-09-06,911180
2017-09-07,920242
2017-09-08,943656
2017-09-09,942423
2017-09-10,935463
2017-09-11,939855
2017-09-12,937764
2017-09-13,936795
2017-09-14,950739
2017-09-15,950739
2017-09-16,936238
2017-09-17,909103
2017-09-18,899767
2017-09-19,897594
2017-09-20,883053
2017-09-22,830780
2017-09-23,830780
2017-09-24,827048
2017-09-25,818642
2017-09-26,818532
2017-09-27,817591
2017-09-28,832762
2017-09-29,829452
2017-09-30,842031
2017-10-01,855002
2017-10-02,860684
2017-10-03,847319
2017-10-04,840123
2017-10-05,842825
2017-10-06,835563
2017-10-07,827576
2017-10-08,840661
2017-10-09,848447
2017-10-10,869148
2017-10-11,869148
2017-10-12,909205
2017-10-13,894807
2017-10-14,886095
2017-10-15,886095
2017-10-16,871357
2017-10-17,871357
2017-10-18,879018
2017-10-19,869348
2017-10-20,873011
2017-10-21,867811
2017-10-22,855659
2017-10-23,863153
2017-10-24,858612
2017-10-25,889654
2017-10-26,925521
2017-10-27,944982
2017-10-28,944982
2017-10-29,942960
2017-10-30,934421
2017-10-31,926042
2017-11-01,926042
2017-11-02,913433
2017-11-03,896861
2017-11-04,889975
2017-11-05,882684
2017-11-06,883632
2017-11-07,877231
2017-11-08,874921
2017-11-09,873089
2017-11-10,863710
2017-11-11,861112
2017-11-12,856220
2017-11-13,851215
2017-11-14,849734
2017-11-15,842315
2017-11-16,841094
2017-11-17,836876
2017-11-18,831550
2017-11-19,832289
2017-11-20,833693
2017-11-21,829052
2017-11-22,830575
2017-11-23,824480
2017-11-24,825113
2017-11-25,812702
2017-11-26,795322
2017-11-27,795322
2017-11-28,784682
2017-11-29,779015
2017-11-30,788789
2017-12-01,795827
2017-12-02,776781
2017-12-03,770813
2017-12-04,759673
2017-12-05,753167
2017-12-06,756710
2017-12-07,761293
2017-12-08,761293
2017-12-09,776819
2017-12-10,779984
2017-12-11,779215
2017-12-12,781952
2017-12-13,789492
2017-12-14,792647
2017-12-15,819276
2017-12-16,859743
2017-12-17,861991
2017-12-18,845437
2017-12-19,837380
2017-12-20,843137
2017-12-21,866754
2017-12-22,866595
2017-12-23,872929
2017-12-24,899128
2017-12-25,921194
2017-12-26,952660
2017-12-27,984904
2017-12-28,990960
2017-12-29,993596
2017-12-30,979346
2017-12-31,986203
2018-01-01,972072
2018-01-02,974566
2018-01-03,973976
2018-01-04,984044
2018-01-05,1026905
2018-01-06,1071049
2018-01-07,1060940
2018-01-08,1071908
2018-01-09,1121659
2018-01-10,1169118
2018-01-11,1195934
2018-01-12,1183722
2018-01-13,1183373
2018-01-14,1195116
2018-01-15,1176783
2018-01-16,1163473
2018-01-17,1149008
2018-01-18,1120279
2018-01-19,1120279
2018-01-20,1118968
2018-01-21,1100550
2018-01-22,1075388
2018-01-23,1053019
2018-01-24,1037838
2018-01-25,1037219
2018-01-26,1024698
2018-01-27,1025092
2018-01-29,954745
2018-01-30,953428
2018-01-31,978580
2018-02-01,1020860
2018-02-02,1043294
2018-02-03,1068521
2018-02-04,1065786
2018-02-05,1054261
2018-02-06,1045330
2018-02-07,1066095
2018-02-08,1054913
2018-02-09,1058122
2018-02-10,1032333
2018-02-11,1039406
2018-02-12,1043679
2018-02-13,1029539
2018-02-14,1014485
2018-02-15,986698
2018-02-16,975716
2018-02-17,977787
2018-02-18,981190
2018-02-19,991442
2018-02-20,995261
2018-02-21,984940
2018-02-22,989823
2018-02-23,989213
2018-02-24,1000191
2018-02-25,1030839
2018-02-26,1076279
2018-02-27,1073587
2018-02-28,1076169
2018-03-01,1115988
2018-03-02,1139643
2018-03-03,1124671
2018-03-04,1120917
2018-03-05,1092586
2018-03-06,1071684
2018-03-07,1064078
2018-03-08,1061709
2018-03-09,1051824
2018-03-10,1059809
2018-03-11,1099903
2018-03-12,1132454
2018-03-13,1115437
2018-03-14,1146399
2018-03-15,1148782
2018-03-16,1160330
2018-03-17,1206030
2018-03-18,1226938
2018-03-20,1193119
2018-03-22,1170427
2018-03-23,1172778
2018-03-24,1163677
2018-03-25,1149690
2018-03-26,1148861
2018-03-27,1179279
2018-03-28,1136371
2018-03-29,1128969
2018-03-30,1124896
2018-03-31,1138679
2018-04-01,1173131
2018-04-02,1174013
2018-04-03,1176227
2018-04-04,1199199
2018-04-05,1191617
2018-04-06,1191753
2018-04-07,1183806
2018-04-08,1177733
2018-04-09,1169432
2018-04-10,1164865
2018-04-11,1145259
2018-04-12,1133710
2018-04-13,1140140
2018-04-14,1098111
2018-04-15,1099602
2018-04-16,1133445
2018-04-17,1135563
2018-04-18,1175991
2018-04-19,1209334
2018-04-20,1237090
2018-04-21,1261034
2018-04-22,1204531
2018-04-23,1156440
2018-04-24,1159057
2018-04-25,1184072
2018-04-26,1239229
2018-04-27,1290333
2018-04-28,1301878
2018-04-29,1289397
2018-04-30,1280074
2018-05-01,1283619
2018-05-02,1333194
2018-05-03,1361608
2018-05-04,1324519
2018-05-05,1300422
2018-05-06,1288009
2018-05-07,1290088
2018-05-08,1283660
2018-05-09,1251732
2018-05-10,1239080
2018-05-11,1216030
2018-05-12,1166067
2018-05-13,1159425
2018-05-14,1196291
2018-05-15,1186241
2018-05-16,1219355
2018-05-17,1243954
2018-05-18,1225008
2018-05-19,1210623
2018-05-20,1221133
2018-05-21,1213769
2018-05-22,1244746
2018-05-23,1247842
2018-05-24,1265945
2018-05-25,1270233
2018-05-26,1320315
2018-05-27,1334747
2018-05-28,1357306
2018-05-29,1332132
2018-05-30,1294866
2018-05-31,1268046
2018-06-01,1246476
2018-06-02,1229912
2018-06-03,1220367
2018-06-04,1245708
2018-06-05,1246935
2018-06-06,1269355
2018-06-07,1222478
2018-06-08,1176715
2018-06-09,1133435
2018-06-10,1126353
2018-06-11,1171814
2018-06-12,1212515
2018-06-13,1229944
2018-06-14,1214952
2018-06-15,1201486
2018-06-16,1198351
2018-06-17,1177234
2018-06-18,1169404
2018-06-19,1190094
2018-06-20,1196727
2018-06-21,1227467
2018-06-22,1191825
2018-06-23,1143236
2018-06-24,1154545
2018-06-25,1173590
2018-06-26,1180627
2018-06-27,1178827
2018-06-28,1179433
2018-06-29,1178793
2018-06-30,1168883
2018-07-01,1164204
2018-07-02,1166907
2018-07-03,1173527
2018-07-04,1161818
2018-07-05,1162294
2018-07-06,1199412
2018-07-07,1215302
2018-07-08,1247759
2018-07-09,1281832
2018-07-10,1298831
2018-07-11,1353530
2018-07-12,1387173
2018-07-13,1447586
2018-07-14,1506271
2018-07-15,1509838
2018-07-16,1501760
2018-07-17,1507538
2018-07-18,1493141
2018-07-19,1473455
2018-07-20,1489604
2018-07-21,1536185
2018-07-22,1533030
2018-07-23,1534506
2018-07-24,1536142
2018-07-25,1563645
2018-07-26,1592349
2018-07-27,1533244
2018-07-28,1477938
2018-07-29,1421174
2018-07-30,1356473
2018-07-31,1302231
2018-08-01,1280946
2018-08-02,1319210
2018-08-03,1271104
2018-08-04,1272112
2018-08-05,1329030
2018-08-06,1307732
2018-08-07,1352082
2018-08-08,1412467
2018-08-09,1416137
2018-08-10,1414772
2018-08-11,1415989
2018-08-12,1431957
2018-08-14,1399217
2018-08-16,1367066
2018-08-17,1331729
2018-08-18,1317723
2018-08-19,1327764
2018-08-20,1358782
2018-08-21,1375108
2018-08-22,1378325
2018-08-23,1366173
2018-08-24,1361842
2018-08-25,1389180
2018-08-26,1426428
2018-08-27,1422936
2018-08-28,1423160
2018-08-29,1400582
2018-08-30,1411394
2018-08-31,1415008
2018-09-01,1412218
2018-09-02,1397018
2018-09-03,1397980
2018-09-04,1399457
2018-09-05,1371872
2018-09-06,1372592
2018-09-07,1364054
2018-09-08,1354141
2018-09-09,1333692
2018-09-10,1365612
2018-09-11,1360594
2018-09-12,1380187
2018-09-13,1402957
2018-09-14,1445195
2018-09-15,1447378
2018-09-16,1499137
2018-09-17,1501317
2018-09-18,1491277
2018-09-19,1466679
2018-09-20,1433513
2018-09-21,1372218
2018-09-22,1343839
2018-09-23,1354311
2018-09-24,1364132
2018-09-25,1379237
2018-09-26,1384107
2018-09-27,1381572
2018-09-28,1371227
2018-09-29,1328679
2018-09-30,1281793
2018-10-01,1226610
2018-10-02,1236075
2018-10-03,1266837
2018-10-04,1291316
2018-10-05,1297669
2018-10-06,1288057
2018-10-07,1288009
2018-10-08,1285809
2018-10-09,1303101
2018-10-10,1323105
2018-10-11,1306596
2018-10-12,1327219
2018-10-13,1321892
2018-10-14,1319331
2018-10-15,1318314
2018-10-16,1300927
2018-10-17,1301086
2018-10-18,1284523
2018-10-19,1278950
2018-10-20,1284309
2018-10-21,1280246
2018-10-22,1255463
2018-10-23,1252646
2018-10-24,1248989
2018-10-25,1239726
2018-10-26,1239142
2018-10-27,1233871
2018-10-28,1227281
2018-10-29,1235572
2018-10-30,1226084
2018-10-31,1219486
2018-11-01,1213482
2018-11-03,1286658
2018-11-04,1309321
2018-11-05,1365231
2018-11-06,1367598
2018-11-07,1400173
2018-11-08,1419961
2018-11-09,1424085
2018-11-10,1438820
2018-11-11,1472251
2018-11-12,1476884
2018-11-13,1482891
2018-11-14,1488745
2018-11-15,1484916
2018-11-16,1489772
2018-11-17,1534035
2018-11-18,1573929
2018-11-19,1584753
2018-11-20,1600549
2018-11-21,1635087
2018-11-22,1665816
2018-11-23,1672362
2018-11-24,1683928
2018-11-25,1710863
2018-11-26,1711952
2018-11-27,1721681
2018-11-28,1684260
2018-11-29,1674850
2018-12-01,1650111
2018-12-02,1656435
2018-12-03,1664103
2018-12-04,1665062
2018-12-05,1731168
2018-12-07,1736336
2018-12-09,1726435
2018-12-10,1798008
2018-12-11,1784161
2018-12-12,1778445
2018-12-13,1733404
2018-12-14,1707544
2018-12-15,1694085
2018-12-16,1702582
2018-12-17,1737967
2018-12-18,1773778
2018-12-19,1753616
2018-12-20,1723520
2018-12-21,1713449
2018-12-22,1735587
2018-12-23,1786111
2018-12-24,1764140
2018-12-25,1756811
2018-12-26,1762449
2018-12-27,1797687
2018-12-28,1808094
2018-12-29,1806805
2018-12-30,1808595
2018-12-31,1834400
2019-01-01,1791872
2019-01-02,1779042
2019-01-03,1772186
2019-01-04,1766600
2019-01-05,1758793
2019-01-06,1734966
2019-01-08,1726808
2019-01-10,1681354
2019-01-11,1603819
2019-01-12,1546536
2019-01-13,1555083
2019-01-14,1611506
2019-01-15,1591394
2019-01-16,1556702
2019-01-17,1543584
2019-01-18,1530691
2019-01-19,1498704
2019-01-20,1497339
2019-01-21,1488574
2019-01-22,1508094
2019-01-23,1531038
2019-01-24,1538472
2019-01-25,1561928
2019-01-26,1595962
2019-01-27,1663591
2019-01-28,1672959
2019-01-29,1684218
2019-01-30,1729281
2019-01-31,1711863
2019-02-01,1699047
2019-02-02,1672839
2019-02-03,1684425
2019-02-04,1687122
2019-02-05,1691078
2019-02-06,1719105
2019-02-07,1691316
2019-02-08,1689980
2019-02-09,1716382
2019-02-10,1787331
2019-02-11,1741897
2019-02-12,1741368
2019-02-13,1699127
2019-02-14,1690936
2019-02-15,1665816
2019-02-16,1625769
2019-02-17,1607257
2019-02-18,1595955
2019-02-19,1609773
2019-02-20,1610549
2019-02-21,1579604
2019-02-22,1575858
2019-02-23,1579341
2019-02-24,1591116
2019-02-25,1596522
2019-02-26,1562702
2019-02-27,1542719
2019-02-28,1524129
2019-03-01,1580430
2019-03-02,1572649
2019-03-03,1573945
2019-03-04,1603642
2019-03-05,1635204
2019-03-06,1632139
2019-03-07,1667792
2019-03-08,1650226
2019-03-09,1645609
2019-03-10,1652702
2019-03-11,1665395
2019-03-12,1643775
2019-03-13,1640628
2019-03-14,1618325
2019-03-15,1605438
2019-03-16,1598482
2019-03-17,1603978
2019-03-18,1600852
2019-03-19,1588592
2019-03-20,1585515
2019-03-21,1613071
2019-03-22,1581431
2019-03-23,1568165
2019-03-24,1532195
2019-03-25,1506785
2019-03-26,1488396
2019-03-27,1464221
2019-03-28,1454569
2019-03-29,1481740
2019-03-30,1488690
2019-03-31,1476096
2019-04-01,1480731
2019-04-02,1520893
2019-04-03,1536848
2019-04-04,1608947
2019-04-05,1644610
2019-04-06,1693854
2019-04-07,1654922
2019-04-08,1597399
2019-04-09,1584424
2019-04-10,1588423
2019-04-11,1572465
2019-04-12,1533175
2019-04-13,1502180
2019-04-14,1467015
2019-04-15,1434292
2019-04-16,1376242
2019-04-17,1334052
2019-04-18,1327339
2019-04-19,1312392
2019-04-20,1323281
2019-04-21,1331798
2019-04-22,1332357
2019-04-23,1301159
2019-04-24,1292496
2019-04-25,1271325
2019-04-26,1239425
2019-04-27,1216512
2019-04-28,1215060
2019-04-29,1252254
2019-04-30,1274547
2019-05-01,1259757
2019-05-02,1229984
2019-05-03,1225966
2019-05-04,1239707
2019-05-05,1211209
2019-05-06,1236524
2019-05-07,1239242
2019-05-08,1228279
2019-05-09,1253429
2019-05-10,1264564
2019-05-11,1243998
2019-05-12,1227322
2019-05-13,1250500
2019-05-14,1234176
2019-05-15,1229995
2019-05-16,1230487
2019-05-17,1227496
2019-05-18,1249790
2019-05-19,1242777
2019-05-20,1259733
2019-05-21,1262258
2019-05-22,1251011
2019-05-23,1254439
2019-05-24,1262877
2019-05-25,1273255
2019-05-26,1267262
2019-05-27,1286807
2019-05-28,1303208
2019-05-29,1311123
2019-05-30,1319020
2019-05-31,1304103
2019-06-01,1289463
2019-06-02,1279548
2019-06-03,1269073
2019-06-04,1271242
2019-06-05,1282834
2019-06-06,1273901
2019-06-07,1262877
2019-06-08,1256345
2019-06-09,1279689
2019-06-10,1287004
2019-06-11,1281278
2019-06-12,1293359
2019-06-13,1279425
2019-06-14,1264587
2019-06-15,1262881
2019-06-16,1266298
2019-06-17,1271698
2019-06-18,1256996
2019-06-19,1239611
2019-06-20,1217430
2019-06-21,1203743
2019-06-22,1180937
2019-06-23,1173820
2019-06-24,1161157
2019-06-25,1142052
2019-06-26,1129083
2019-06-27,1118538
2019-06-28,1123114
2019-06-29,1137764
2019-06-30,1147123
2019-07-01,1191174
2019-07-02,1171550
2019-07-03,1177500
2019-07-04,1192909
2019-07-05,1155841
2019-07-06,1142186
2019-07-07,1127232
2019-07-08,1121911
2019-07-09,1109128
2019-07-10,1104498
2019-07-11,1153917
2019-07-12,1129404
2019-07-13,1123857
2019-07-14,1153558
2019-07-15,1139435
2019-07-16,1168662
2019-07-17,1161949
2019-07-18,1154034
2019-07-19,1144594
2019-07-20,1134155
2019-07-21,1134194
2019-07-22,1146118
2019-07-23,1176906
2019-07-24,1151931
2019-07-25,1152227
2019-07-26,1146922
2019-07-27,1157931
2019-07-28,1171220
2019-07-29,1164404
2019-07-30,1165098
2019-07-31,1167188
2019-08-01,1159954
2019-08-02,1150781
2019-08-03,1132104
2019-08-04,1129540
2019-08-05,1127356
2019-08-06,1130897
2019-08-07,1127894
2019-08-08,1129057
2019-08-09,1127118
2019-08-10,1134738
2019-08-11,1164738
2019-08-12,1183076
2019-08-13,1209676
2019-08-14,1244944
2019-08-15,1224790
2019-08-16,1230579
2019-08-17,1238103
2019-08-18,1261371
2019-08-19,1305249
2019-08-20,1288160
2019-08-21,1256897
2019-08-22,1247602
2019-08-23,1247031
2019-08-24,1239410
2019-08-24,1239410
2019-08-25,1245497
2019-08-25,1245497
2019-08-26,1234755
2019-08-27,1226580
2019-08-27,1226580
2019-08-28,1213333
2019-08-29,1209116
2019-08-30,1209480
2019-08-31,1206658
2019-09-01,1213001
2019-09-02,1217255
2019-09-03,1232772
2019-09-04,1216703
2019-09-05,1214107
2019-09-06,1201262
2019-09-07,1194676
2019-09-08,1196504
2019-09-09,1194295
2019-09-10,1208218
2019-09-11,1213453
2019-09-12,1193641
2019-09-13,1189299
2019-09-14,1149033
2019-09-15,1149766
2019-09-16,1135879
2019-09-17,1128872
2019-09-18,1114488
2019-09-19,1108849
2019-09-20,1112186
2019-09-21,1120753
2019-09-22,1127140
2019-09-23,1123310
2019-09-24,1119544
2019-09-25,1158136
2019-09-26,1135543
2019-09-27,1122463
2019-09-28,1087832
2019-09-29,1062320
2019-09-30,1039817
2019-10-01,1023165
2019-10-02,1018071
2019-10-03,1013561
2019-10-04,1027489
2019-10-05,1038404
2019-10-06,1055464
2019-10-07,1074654
2019-10-08,1057894
2019-10-09,1058985
2019-10-10,1097548
2019-10-11,1112715
2019-10-12,1131216
2019-10-13,1145372
2019-10-14,1146161
2019-10-15,1162664
2019-10-16,1161551
2019-10-17,1152487
2019-10-18,1126629
2019-10-19,1114225
2019-10-20,1121430
2019-10-21,1094870
2019-10-22,1074200
2019-10-23,1057542
2019-10-24,1027913
2019-10-25,1003215
2019-10-26,993179
2019-10-27,992998
2019-10-28,977770
2019-10-29,962080
2019-10-30,963363
2019-10-31,968500
2019-11-01,973394
2019-11-02,963428
2019-11-03,960045
2019-11-04,951521
2019-11-05,956243
2019-11-06,957781
2019-11-07,971375
2019-11-08,999111
2019-11-09,994264
2019-11-10,999866
2019-11-11,1035865
2019-11-12,1020011
2019-11-13,1053157
2019-11-14,1046566
2019-11-15,1058971
2019-11-16,1081322
2019-11-17,1070718
2019-11-18,1043053
2019-11-19,1056271
2019-11-20,1042759
2019-11-21,1033569
2019-11-22,1029786
2019-11-23,1021144
2019-11-24,1024836
2019-11-25,1015619
2019-11-26,1022653
2019-11-27,1033670
2019-11-28,1049018
2019-11-29,1094457
2019-11-30,1100583
2019-12-01,1133634
2019-12-02,1135963
2019-12-03,1177868
2019-12-04,1157780
2019-12-05,1155855
2019-12-06,1140202
2019-12-07,1115581
2019-12-08,1130866
2019-12-09,1150626
2019-12-10,1140800
2019-12-11,1154946
2019-12-12,1139725
2019-12-13,1130159
2019-12-14,1124400
2019-12-15,1139091
2019-12-16,1123687
2019-12-17,1114490
2019-12-18,1101247
2019-12-19,1073422
2019-12-20,1053237
2019-12-21,1044635
2019-12-22,1023932
2019-12-23,1008224
2019-12-24,995999
2019-12-25,993712
2019-12-26,998073
2019-12-27,995901
2019-12-28,994597
2019-12-29,1007734
2019-12-30,993777
2019-12-31,985231
2020-01-01,986475
2020-01-02,1016231
2020-01-03,1040971
2020-01-04,1092884
2020-01-05,1107178
2020-01-06,1075676
2020-01-07,1099237
2020-01-08,1126839
2020-01-09,1122133
2020-01-10,1120965
2020-01-11,1105620
2020-01-12,1104883
2020-01-13,1094251
2020-01-14,1106149
2020-01-15,1122766
2020-01-16,1128850
2020-01-17,1166951
2020-01-18,1184365
2020-01-19,1189588
2020-01-20,1190542
2020-01-21,1177232
2020-01-22,1168283
2020-01-23,1172745
2020-01-24,1172840
2020-01-25,1148035
2020-01-26,1142837
2020-01-27,1117099
2020-01-28,1105474
2020-01-29,1106235
2020-01-30,1121001
2020-01-31,1120183
2020-02-01,1125098
2020-02-02,1129970
2020-02-03,1141165
2020-02-04,1130923
2020-02-05,1131105
2020-02-06,1114103
2020-02-07,1086515
2020-02-08,1055751
2020-02-09,1044999
2020-02-10,1045843
2020-02-11,1039945
2020-02-12,1041996
2020-02-13,1031833
2020-02-14,1026226
2020-02-15,1029283
2020-02-16,1045167
2020-02-17,1059904
2020-02-18,1081166
2020-02-19,1072400
2020-02-20,1078585
2020-02-21,1088333
2020-02-22,1089545
2020-02-23,1110961
2020-02-24,1116025
2020-02-25,1124159
2020-02-26,1156489
2020-02-27,1164012
2020-02-28,1162953
2020-02-29,1156265
2020-03-01,1146398
2020-03-02,1141306
2020-03-03,1146997
2020-03-04,1143350
2020-03-05,1158236
2020-03-06,1180233
2020-03-07,1182526
