date_obj,Guthix%20d'hide%20body price
2015-07-20,65864
2015-07-21,68133
2015-07-22,70718
2015-07-23,72069
2015-07-24,72248
2015-07-25,71564
2015-07-26,70790
2015-07-27,69348
2015-07-28,68364
2015-07-29,68048
2015-07-30,69550
2015-07-31,68368
2015-08-01,66700
2015-08-02,68090
2015-08-03,69326
2015-08-04,70235
2015-08-05,70373
2015-08-06,70889
2015-08-07,69340
2015-08-08,69274
2015-08-09,69193
2015-08-10,70256
2015-08-11,71595
2015-08-12,72128
2015-08-13,72535
2015-08-14,71782
2015-08-15,71517
2015-08-16,70986
2015-08-17,70318
2015-08-18,70283
2015-08-19,70106
2015-08-20,71609
2015-08-21,70758
2015-08-22,70110
2015-08-23,68596
2015-08-24,67826
2015-08-25,67684
2015-08-26,68469
2015-08-27,69682
2015-08-28,70641
2015-08-29,71656
2015-08-30,71971
2015-08-31,72615
2015-09-01,73784
2015-09-02,74653
2015-09-03,75586
2015-09-04,77187
2015-09-05,77561
2015-09-06,75887
2015-09-07,74623
2015-09-08,72568
2015-09-09,73032
2015-09-10,72868
2015-09-11,72559
2015-09-12,72030
2015-09-13,71017
2015-09-14,69775
2015-09-15,69455
2015-09-16,69111
2015-09-17,68748
2015-09-18,68771
2015-09-19,68338
2015-09-20,67411
2015-09-21,66511
2015-09-22,65345
2015-09-23,64012
2015-09-24,63691
2015-09-25,63382
2015-09-27,61260
2015-09-28,60143
2015-09-29,59252
2015-09-30,58856
2015-10-05,56357
2015-10-06,56001
2015-10-07,56241
2015-10-08,56375
2015-10-09,56464
2015-10-10,56155
2015-10-11,54995
2015-10-12,54408
2015-10-13,53306
2015-10-14,52670
2015-10-15,50832
2015-10-16,49133
2015-10-17,47801
2015-10-18,48169
2015-10-19,46514
2015-10-20,44553
2015-10-22,41324
2015-10-23,39826
2015-10-24,38453
2015-10-25,39402
2015-10-26,40293
2015-10-27,40744
2015-10-29,41325
2015-10-30,41001
2015-10-31,41442
2015-11-01,42388
2015-11-02,44451
2015-11-03,45591
2015-11-04,46983
2015-11-05,48013
2015-11-06,49831
2015-11-07,51524
2015-11-08,50887
2015-11-09,51881
2015-11-10,51423
2015-11-11,50961
2015-11-12,49257
2015-11-13,46931
2015-11-14,44584
2015-11-15,44105
2015-11-16,42098
2015-11-17,41725
2015-11-18,39681
2015-11-19,39206
2015-11-20,39758
2015-11-21,38997
2015-11-22,39534
2015-11-23,39534
2015-11-24,41364
2015-11-25,43354
2015-11-26,43438
2015-11-27,44552
2015-11-28,45769
2015-11-29,46402
2015-11-30,46675
2015-12-01,47216
2015-12-02,47991
2015-12-03,48802
2015-12-04,49276
2015-12-05,49789
2015-12-06,50465
2015-12-07,51751
2015-12-08,52215
2015-12-09,53195
2015-12-10,54238
2015-12-11,54667
2015-12-12,54472
2015-12-13,54698
2015-12-14,55430
2015-12-15,56758
2015-12-16,57477
2015-12-17,58016
2015-12-18,58035
2015-12-19,58437
2015-12-20,58673
2015-12-21,58000
2015-12-22,58523
2015-12-23,60748
2015-12-24,63047
2015-12-25,65422
2015-12-26,66978
2015-12-27,68431
2015-12-28,67767
2015-12-29,66099
2015-12-30,66189
2015-12-31,67495
2016-01-01,67441
2016-01-02,67368
2016-01-03,67863
2016-01-04,67727
2016-01-05,67764
2016-01-06,68488
2016-01-07,69693
2016-01-08,70978
2016-01-09,72403
2016-01-10,73159
2016-01-11,74042
2016-01-12,74576
2016-01-13,76335
2016-01-14,78208
2016-01-15,80229
2016-01-16,82015
2016-01-17,81369
2016-01-18,80578
2016-01-19,80811
2016-01-20,80961
2016-01-21,82032
2016-01-22,83293
2016-01-23,82114
2016-01-24,83003
2016-01-25,83378
2016-01-26,82319
2016-01-27,81472
2016-01-28,79240
2016-01-29,78632
2016-01-30,77701
2016-01-31,75856
2016-02-01,73934
2016-02-02,72029
2016-02-03,69802
2016-02-04,67550
2016-02-05,66136
2016-02-06,65321
2016-02-07,64240
2016-02-08,63355
2016-02-09,63715
2016-02-10,64023
2016-02-11,64045
2016-02-12,63228
2016-02-13,61507
2016-02-14,60872
2016-02-15,60710
2016-02-16,60543
2016-02-17,60096
2016-02-18,59380
2016-02-19,59426
2016-02-20,60641
2016-02-21,59241
2016-02-22,57350
2016-02-23,57484
2016-02-24,57888
2016-02-25,59110
2016-02-26,60537
2016-02-27,61674
2016-02-28,61284
2016-02-29,61232
2016-03-01,62748
2016-03-02,63378
2016-03-03,62604
2016-03-04,63068
2016-03-05,60883
2016-03-06,60374
2016-03-07,58457
2016-03-08,58287
2016-03-09,56685
2016-03-10,58470
2016-03-11,59323
2016-03-12,57377
2016-03-13,55905
2016-03-14,55635
2016-03-15,55139
2016-03-16,54148
2016-03-17,53904
2016-03-18,55760
2016-03-19,57010
2016-03-20,57913
2016-03-21,58011
2016-03-22,58596
2016-03-23,58205
2016-03-24,56826
2016-03-25,56347
2016-03-26,55546
2016-03-27,56100
2016-03-28,56439
2016-03-29,57712
2016-03-30,58141
2016-03-31,58149
2016-04-01,59296
2016-04-02,60657
2016-04-03,61327
2016-04-04,61570
2016-04-05,62106
2016-04-06,63028
2016-04-07,63508
2016-04-08,63022
2016-04-09,62847
2016-04-10,62732
2016-04-11,63110
2016-04-12,62681
2016-04-13,60563
2016-04-14,58198
2016-04-15,55857
2016-04-16,54851
2016-04-17,54642
2016-04-18,55638
2016-04-19,56050
2016-04-20,55867
2016-04-21,53675
2016-04-22,52278
2016-04-23,49812
2016-04-24,49365
2016-04-25,47758
2016-04-26,45434
2016-04-27,45044
2016-04-28,45263
2016-04-29,45113
2016-04-30,44318
2016-05-01,43957
2016-05-02,43438
2016-05-03,43325
2016-05-04,43475
2016-05-05,44392
2016-05-06,45631
2016-05-07,46446
2016-05-08,48008
2016-05-09,48930
2016-05-10,50347
2016-05-11,51300
2016-05-12,52036
2016-05-13,52991
2016-05-14,53477
2016-05-15,53443
2016-05-16,53361
2016-05-17,53812
2016-05-18,54732
2016-05-19,55517
2016-05-22,57164
2016-05-23,57319
2016-05-24,56500
2016-05-25,55547
2016-05-26,55792
2016-05-27,54269
2016-05-28,52746
2016-05-29,52467
2016-05-30,52163
2016-05-31,51853
2016-06-01,51732
2016-06-02,52534
2016-06-03,53684
2016-06-04,55451
2016-06-05,56989
2016-06-06,59144
2016-06-07,60469
2016-06-08,61670
2016-06-09,62801
2016-06-10,63619
2016-06-11,65220
2016-06-12,65273
2016-06-13,65545
2016-06-14,65735
2016-06-15,66221
2016-06-16,67222
2016-06-17,68080
2016-06-18,68383
2016-06-19,68498
2016-06-20,68563
2016-06-21,68851
2016-06-22,69404
2016-06-23,69597
2016-06-24,70599
2016-06-25,72031
2016-06-26,73280
2016-06-27,75257
2016-06-28,76711
2016-06-29,76387
2016-06-30,76442
2016-07-01,75437
2016-07-02,74214
2016-07-03,72668
2016-07-04,72392
2016-07-05,72307
2016-07-06,71330
2016-07-07,70218
2016-07-08,70851
2016-07-09,71353
2016-07-10,71054
2016-07-11,71916
2016-07-12,72447
2016-07-13,72995
2016-07-14,72715
2016-07-15,71907
2016-07-16,71233
2016-07-17,70059
2016-07-18,69705
2016-07-23,71190
2016-07-24,71070
2016-07-25,72172
2016-07-26,72102
2016-07-27,71359
2016-07-28,71357
2016-07-29,71300
2016-07-30,71145
2016-07-31,70511
2016-08-01,70357
2016-08-02,71118
2016-08-03,70377
2016-08-04,69378
2016-08-05,68583
2016-08-06,68911
2016-08-07,68242
2016-08-08,67380
2016-08-09,68516
2016-08-10,70447
2016-08-11,71580
2016-08-12,73529
2016-08-13,74978
2016-08-14,75313
2016-08-15,72806
2016-08-16,71457
2016-08-17,71935
2016-08-18,70312
2016-08-19,68866
2016-08-20,68950
2016-08-21,68079
2016-08-22,66574
2016-08-23,65389
2016-08-24,64319
2016-08-25,64505
2016-08-26,65641
2016-08-28,65740
2016-08-31,64045
2016-09-01,64851
2016-09-02,67226
2016-09-03,69036
2016-09-04,70306
2016-09-05,67823
2016-09-06,67124
2016-09-07,66091
2016-09-08,64531
2016-09-09,66209
2016-09-10,65724
2016-09-11,66709
2016-09-12,65925
2016-09-13,63898
2016-09-14,63744
2016-09-15,66327
2016-09-16,68547
2016-09-17,66096
2016-09-18,64962
2016-09-19,64012
2016-09-20,64463
2016-09-21,66796
2016-09-22,68969
2016-09-23,72071
2016-09-24,73125
2016-09-25,76120
2016-09-26,74197
2016-09-27,74939
2016-09-28,73993
2016-09-29,74086
2016-09-30,74462
2016-10-01,75737
2016-10-02,75380
2016-10-03,72224
2016-10-04,69509
2016-10-05,67016
2016-10-06,66304
2016-10-07,65143
2016-10-08,63004
2016-10-09,60445
2016-10-10,58351
2016-10-11,56769
2016-10-12,56758
2016-10-13,56836
2016-10-14,58865
2016-10-15,59884
2016-10-16,61112
2016-10-17,62295
2016-10-18,62125
2016-10-19,62394
2016-10-20,63460
2016-10-21,64175
2016-10-22,64994
2016-10-23,67211
2016-10-24,68933
2016-10-25,69224
2016-10-26,71246
2016-10-27,73059
2016-10-28,72784
2016-10-29,74432
2016-10-30,74207
2016-10-31,71949
2016-11-01,71145
2016-11-02,68959
2016-11-03,67541
2016-11-04,67693
2016-11-05,67496
2016-11-06,68141
2016-11-07,68835
2016-11-08,68753
2016-11-09,67362
2016-11-10,65705
2016-11-11,62467
2016-11-12,61742
2016-11-13,62132
2016-11-14,63226
2016-11-15,64275
2016-12-07,58255
2016-12-08,56335
2016-12-09,55481
2016-12-10,55286
2016-12-11,54957
2016-12-12,55044
2016-12-13,55476
2016-12-14,55243
2016-12-15,54584
2016-12-16,54725
2016-12-17,55416
2016-12-18,56513
2016-12-19,58641
2016-12-20,59858
2016-12-21,61862
2016-12-22,62910
2016-12-23,65216
2016-12-24,66123
2016-12-25,68242
2016-12-26,71030
2016-12-27,74091
2016-12-28,77786
2016-12-29,79841
2016-12-30,80870
2016-12-31,81209
2017-01-01,82755
2017-01-02,84045
2017-01-03,85771
2017-01-04,88703
2017-01-05,89270
2017-01-06,88379
2017-01-07,88165
2017-01-08,88641
2017-01-09,89672
2017-01-10,90388
2017-01-11,91502
2017-01-12,92267
2017-01-13,93421
2017-01-14,94424
2017-01-15,94965
2017-01-16,94585
2017-01-17,94902
2017-01-18,94836
2017-01-19,93987
2017-01-20,93308
2017-01-21,92229
2017-01-22,91374
2017-01-23,90664
2017-01-27,83444
2017-01-28,84148
2017-01-29,85281
2017-01-30,85923
2017-01-31,86350
2017-02-01,86126
2017-02-02,86435
2017-02-03,85813
2017-02-04,85720
2017-02-05,85065
2017-02-06,85164
2017-02-07,86499
2017-02-08,84895
2017-02-09,84566
2017-02-10,84891
2017-02-11,83781
2017-02-12,83776
2017-02-13,83413
2017-02-14,82428
2017-02-15,82745
2017-02-16,81847
2017-02-18,83243
2017-02-19,83483
2017-02-20,81103
2017-02-21,78794
2017-02-22,77628
2017-02-23,77361
2017-02-24,76749
2017-02-25,76220
2017-02-26,76384
2017-02-27,76893
2017-02-28,76506
2017-03-01,76798
2017-03-02,77657
2017-03-03,78680
2017-03-04,79777
2017-03-05,78827
2017-03-06,78045
2017-03-07,78729
2017-03-08,79454
2017-03-09,79071
2017-03-10,77294
2017-03-11,75818
2017-03-12,73851
2017-03-13,73187
2017-03-14,72629
2017-03-15,73157
2017-03-16,74846
2017-03-17,75284
2017-03-18,75616
2017-03-19,76421
2017-03-20,77024
2017-03-21,78433
2017-03-22,79295
2017-03-23,80452
2017-03-24,82594
2017-03-25,84391
2017-03-26,87679
2017-03-27,87297
2017-03-28,85078
2017-03-29,86115
2017-03-30,85565
2017-03-31,84203
2017-04-01,82146
2017-04-02,81257
2017-04-03,83121
2017-04-04,84345
2017-04-12,83590
2017-04-13,83735
2017-04-14,82896
2017-04-15,81381
2017-04-16,81173
2017-04-17,79992
2017-04-18,79478
2017-04-19,80220
2017-04-20,81593
2017-04-21,81857
2017-04-22,82096
2017-04-23,81711
2017-04-24,82748
2017-04-25,82565
2017-04-26,81551
2017-04-27,83206
2017-04-28,85227
2017-04-29,88507
2017-04-30,90355
2017-05-01,92452
2017-05-02,94402
2017-05-03,95485
2017-05-04,94408
2017-05-05,94921
2017-05-06,92157
2017-05-07,90000
2017-05-08,91022
2017-05-09,91822
2017-05-10,92905
2017-05-11,93069
2017-05-12,91932
2017-05-13,90144
2017-05-14,87788
2017-05-15,86764
2017-05-16,85687
2017-05-17,85383
2017-05-18,85542
2017-05-19,84209
2017-05-20,84964
2017-05-21,85220
2017-05-22,86303
2017-05-23,88058
2017-05-24,88946
2017-05-25,90851
2017-05-26,93136
2017-05-27,94129
2017-05-28,96694
2017-05-29,97970
2017-05-30,100825
2017-05-31,104080
2017-06-01,104094
2017-06-02,104896
2017-06-03,108817
2017-06-04,112065
2017-06-05,113394
2017-06-06,116223
2017-06-07,118999
2017-06-08,122667
2017-06-09,122479
2017-06-10,117660
2017-06-11,113039
2017-06-12,111261
2017-06-13,109227
2017-06-14,104875
2017-06-15,101499
2017-06-16,98722
2017-06-17,97612
2017-06-18,99660
2017-06-19,101659
2017-06-20,101884
2017-06-21,103497
2017-06-22,104417
2017-06-23,105646
2017-06-24,108165
2017-06-25,108516
2017-06-26,108694
2017-06-27,106014
2017-06-28,104343
2017-06-29,103942
2017-06-30,102082
2017-07-01,98760
2017-07-02,99189
2017-07-03,97842
2017-07-04,97066
2017-07-05,97202
2017-07-06,98292
2017-07-07,99938
2017-07-08,101867
2017-07-13,104106
2017-07-14,102889
2017-07-15,100816
2017-07-16,100114
2017-07-17,96760
2017-07-18,94093
2017-07-19,93612
2017-07-20,92967
2017-07-21,92385
2017-07-22,91402
2017-07-23,90753
2017-07-24,89977
2017-07-25,89791
2017-07-26,91217
2017-07-27,91271
2017-07-28,90671
2017-07-29,89057
2017-07-30,89327
2017-07-31,90523
2017-08-01,90777
2017-08-02,92030
2017-08-03,93100
2017-08-04,94837
2017-08-05,93307
2017-08-06,92016
2017-08-09,93853
2017-08-10,93381
2017-08-11,92876
2017-08-12,93191
2017-08-13,93646
2017-08-14,93225
2017-08-15,91276
2017-08-16,90654
2017-08-17,91127
2017-08-18,91874
2017-08-19,92229
2017-08-20,90291
2017-08-21,89836
2017-08-22,90944
2017-08-23,91266
2017-08-24,91453
2017-08-25,93046
2017-08-26,93496
2017-08-27,93127
2017-08-28,92938
2017-08-29,92921
2017-08-30,92942
2017-08-31,94104
2017-09-01,94387
2017-09-02,93278
2017-09-03,94366
2017-09-04,95161
2017-09-05,94429
2017-09-06,94371
2017-09-07,94512
2017-09-08,95283
2017-09-09,95302
2017-09-10,95027
2017-09-11,96271
2017-09-12,97252
2017-09-13,98705
2017-09-14,97778
2017-09-15,97656
2017-09-16,98992
2017-09-17,99691
2017-09-18,97998
2017-09-19,98398
2017-09-20,99214
2017-09-21,98717
2017-09-22,99186
2017-09-23,97303
2017-09-24,95067
2017-09-25,95631
2017-09-26,95843
2017-09-27,97188
2017-09-28,97263
2017-09-29,96969
2017-09-30,95520
2017-10-01,95242
2017-10-02,96356
2017-10-03,97341
2017-10-04,99484
2017-10-05,101286
2017-10-06,102020
2017-10-07,102594
2017-10-08,103511
2017-10-09,106475
2017-10-10,108552
2017-10-11,109053
2017-10-12,106719
2017-10-13,105108
2017-10-14,105071
2017-10-15,106051
2017-10-16,106841
2017-10-17,105792
2017-10-18,106178
2017-10-19,107777
2017-10-20,108517
2017-10-21,110985
2017-10-22,111417
2017-10-23,113073
2017-10-24,114714
2017-10-25,114895
2017-10-26,113207
2017-10-27,113215
2017-10-28,113226
2017-10-29,113954
2017-10-30,115564
2017-10-31,115252
2017-11-01,116890
2017-11-02,118158
2017-11-03,118480
2017-11-04,120183
2017-11-05,122796
2017-11-06,124756
2017-11-07,124645
2017-11-08,123587
2017-11-09,124373
2017-11-10,124565
2017-11-11,122791
2017-11-12,118927
2017-11-13,117221
2017-11-14,117381
2017-11-15,118378
2017-11-16,115536
2017-11-17,112371
2017-11-18,109609
2017-11-19,106535
2017-11-20,105586
2017-11-21,106080
2017-11-22,108534
2017-11-23,107579
2017-11-24,105420
2017-11-25,102351
2017-11-26,101234
2017-11-27,100968
2017-11-28,97723
2017-11-29,95573
2017-11-30,93532
2017-12-01,93596
2017-12-02,93705
2017-12-03,93711
2017-12-04,93541
2017-12-05,92504
2017-12-06,92447
2017-12-07,92282
2017-12-08,92974
2017-12-09,93623
2017-12-10,93701
2017-12-11,94174
2017-12-12,94230
2017-12-13,94914
2017-12-14,95514
2017-12-15,96227
2017-12-16,97424
2017-12-17,97762
2017-12-18,99709
2017-12-19,102887
2017-12-20,107401
2017-12-21,108575
2017-12-22,111347
2017-12-23,113634
2017-12-24,113642
2017-12-25,115735
2017-12-26,117906
2017-12-27,120900
2017-12-28,125329
2017-12-29,130444
2017-12-30,134794
2017-12-31,136488
2018-01-01,137594
2018-01-02,137674
2018-01-03,138552
2018-01-04,137342
2018-01-05,135284
2018-01-06,132968
2018-01-07,136617
2018-01-08,140820
2018-01-09,145073
2018-01-10,145615
2018-01-11,145920
2018-01-12,140480
2018-01-13,135269
2018-01-14,129939
2018-01-15,126329
2018-01-16,124713
2018-01-17,124607
2018-01-18,127498
2018-01-19,126062
2018-01-20,128331
2018-01-21,129322
2018-01-22,128900
2018-01-23,125943
2018-01-25,121510
2018-01-26,121448
2018-01-27,121790
2018-01-28,121185
2018-01-29,119110
2018-01-30,115344
2018-01-31,114600
2018-02-01,114711
2018-02-02,114631
2018-02-03,115728
2018-02-04,115855
2018-02-05,115052
2018-02-06,116866
2018-02-07,118747
2018-02-08,117034
2018-02-09,115830
2018-02-10,112780
2018-02-11,112341
2018-02-12,112199
2018-02-13,111122
2018-02-14,108711
2018-02-15,104980
2018-02-16,103401
2018-02-17,100045
2018-02-18,98119
2018-02-19,98903
2018-02-20,99999
2018-02-21,101105
2018-02-22,101397
2018-02-23,103419
2018-02-24,102559
2018-02-25,103011
2018-02-26,101732
2018-02-27,101298
2018-02-28,100620
2018-03-01,99533
2018-03-02,98127
2018-03-03,99111
2018-03-04,99428
2018-03-05,98722
2018-03-06,97559
2018-03-07,97388
2018-03-08,95495
2018-03-09,95038
2018-03-10,95795
2018-03-11,95084
2018-03-12,94831
2018-03-13,94610
2018-03-14,95481
2018-03-15,95851
2018-03-16,97194
2018-03-17,97684
2018-03-18,97964
2018-03-19,96995
2018-03-20,96941
2018-03-21,96699
2018-03-23,99025
2018-03-24,99627
2018-03-25,99187
2018-03-26,99769
2018-03-27,98304
2018-03-28,97331
2018-03-29,98444
2018-03-30,99079
2018-03-31,99343
2018-04-01,100798
2018-04-02,102284
2018-04-03,105749
2018-04-04,108313
2018-04-05,110773
2018-04-06,113253
2018-04-07,114551
2018-04-08,117066
2018-04-09,118937
2018-04-10,119805
2018-04-11,117747
2018-04-12,115312
2018-04-13,114849
2018-04-14,114072
2018-04-15,113064
2018-04-16,112900
2018-04-17,114231
2018-04-18,114099
2018-04-19,113411
2018-04-20,113193
2018-04-21,112736
2018-04-22,113571
2018-04-23,114327
2018-04-24,115923
2018-04-25,116119
2018-04-26,114890
2018-04-27,119214
2018-04-28,120524
2018-04-29,121924
2018-04-30,122451
2018-05-01,119997
2018-05-03,122204
2018-05-04,125515
2018-05-05,127796
2018-05-06,129103
2018-05-07,128477
2018-05-08,126777
2018-05-09,124754
2018-05-10,125699
2018-05-11,122640
2018-05-12,122049
2018-05-13,122120
2018-05-14,124171
2018-05-15,126854
2018-05-16,124738
2018-05-17,121341
2018-05-18,120987
2018-05-19,121925
2018-05-20,124570
2018-05-21,126672
2018-05-22,130500
2018-05-23,133885
2018-05-24,135337
2018-05-25,138484
2018-05-26,142745
2018-05-27,146039
2018-05-28,149648
2018-05-29,152807
2018-05-30,154487
2018-05-31,154493
2018-06-01,156702
2018-06-02,157614
2018-06-03,155981
2018-06-04,157305
2018-06-05,157148
2018-06-06,156318
2018-06-07,151744
2018-06-08,153293
2018-06-09,152375
2018-06-10,150155
2018-06-11,150834
2018-06-12,151819
2018-06-13,152473
2018-06-14,153695
2018-06-15,156895
2018-06-16,154663
2018-06-17,150485
2018-06-18,148563
2018-06-19,147156
2018-06-20,144380
2018-06-21,142729
2018-06-22,137556
2018-06-23,134479
2018-06-24,132228
2018-06-25,132454
2018-06-26,129318
2018-06-27,127339
2018-06-28,128365
2018-06-29,125957
2018-06-30,125269
2018-07-01,125578
2018-07-02,125725
2018-07-03,125239
2018-07-04,125269
2018-07-05,125193
2018-07-06,124075
2018-07-07,121670
2018-07-08,120968
2018-07-09,123010
2018-07-10,125039
2018-07-11,125196
2018-07-12,124253
2018-07-13,125010
2018-07-14,126424
2018-07-15,127922
2018-07-16,128092
2018-07-17,130966
2018-07-18,132923
2018-07-19,133796
2018-07-20,135602
2018-07-21,136767
2018-07-22,137003
2018-07-23,138956
2018-07-24,139937
2018-07-25,144258
2018-07-26,148813
2018-07-27,152068
2018-07-28,155207
2018-07-29,158621
2018-07-30,160619
2018-07-31,160142
2018-08-01,158513
2018-08-02,157377
2018-08-03,156888
2018-08-04,157854
2018-08-05,158041
2018-08-06,159293
2018-08-07,159688
2018-08-08,159491
2018-08-09,158103
2018-08-10,157632
2018-08-11,158429
2018-08-12,162410
2018-08-14,170525
2018-08-16,172224
2018-08-17,171230
2018-08-18,171790
2018-08-19,167379
2018-08-20,163426
2018-08-21,162521
2018-08-22,163923
2018-08-23,162862
2018-08-24,159006
2018-08-25,154775
2018-08-26,149253
2018-08-27,147815
2018-08-28,143879
2018-08-29,142260
2018-08-30,141681
2018-08-31,143098
2018-09-01,141486
2018-09-02,142097
2018-09-03,142767
2018-09-04,142032
2018-09-05,141343
2018-09-06,142861
2018-09-07,143876
2018-09-08,144866
2018-09-09,144410
2018-09-10,144869
2018-09-11,144138
2018-09-12,143745
2018-09-13,145980
2018-09-14,144623
2018-09-15,143229
2018-09-16,141698
2018-09-17,140688
2018-09-18,141445
2018-09-19,141318
2018-09-20,139963
2018-09-21,140698
2018-09-22,142903
2018-09-23,143034
2018-09-24,142484
2018-09-25,142350
2018-09-26,141833
2018-09-27,141728
2018-09-28,141192
2018-09-29,139938
2018-09-30,138533
2018-10-01,139749
2018-10-02,140842
2018-10-03,144461
2018-10-04,145679
2018-10-05,147340
2018-10-06,149302
2018-10-07,145493
2018-10-08,144841
2018-10-09,144380
2018-10-10,144966
2018-10-11,146106
2018-10-12,147206
2018-10-13,150360
2018-10-14,154810
2018-10-15,158112
2018-10-16,161789
2018-10-17,163719
2018-10-18,163194
2018-10-19,161531
2018-10-20,160094
2018-10-21,157159
2018-10-22,155024
2018-10-23,151093
2018-10-25,149508
2018-10-26,147934
2018-10-27,150028
2018-10-28,147074
2018-10-29,146065
2018-10-30,145979
2018-10-31,146354
2018-11-01,145673
2018-11-03,145312
2018-11-04,147929
2018-11-05,149718
2018-11-06,151663
2018-11-07,152398
2018-11-08,151913
2018-11-09,150128
2018-11-10,152457
2018-11-11,153928
2018-11-12,157684
2018-11-13,160704
2018-11-14,162349
2018-11-15,164556
2018-11-16,166204
2018-11-17,170592
2018-11-18,176726
2018-11-19,184215
2018-11-20,192290
2018-11-21,193013
2018-11-22,197891
2018-11-23,198463
2018-11-24,194503
2018-11-25,199353
2018-11-26,207498
2018-11-27,217011
2018-11-28,221900
2018-11-29,227333
2018-12-01,231287
2018-12-02,237160
2018-12-03,242203
2018-12-04,244102
2018-12-05,247585
2018-12-07,242838
2018-12-09,245127
2018-12-11,239303
2018-12-12,237797
2018-12-13,236405
2018-12-14,232362
2018-12-15,233066
2018-12-16,230793
2018-12-17,229412
2018-12-18,222782
2018-12-19,218104
2018-12-20,215177
2018-12-21,208871
2018-12-22,210618
2018-12-23,215658
2018-12-24,221191
2018-12-25,229591
2018-12-26,239542
2018-12-27,248412
2018-12-28,255125
2018-12-29,264343
2018-12-30,274068
2018-12-31,281648
2019-01-01,282288
2019-01-02,285400
2019-01-03,289255
2019-01-04,298833
2019-01-05,303932
2019-01-06,299364
2019-01-08,279769
2019-01-10,264051
2019-01-11,269424
2019-01-12,273164
2019-01-13,284953
2019-01-14,298185
2019-01-15,312451
2019-01-16,326403
2019-01-17,341371
2019-01-18,351190
2019-01-19,359439
2019-01-20,360533
2019-01-21,357420
2019-01-22,353524
2019-01-23,345857
2019-01-24,351131
2019-01-25,349855
2019-01-26,344026
2019-01-27,339040
2019-01-28,333918
2019-01-29,330451
2019-01-30,331129
2019-01-31,324946
2019-02-01,318469
2019-02-02,319276
2019-02-03,322255
2019-02-04,322879
2019-02-05,324963
2019-02-06,325751
2019-02-07,327401
2019-02-08,323257
2019-02-09,323258
2019-02-10,326870
2019-02-11,332673
2019-02-12,329793
2019-02-13,329607
2019-02-14,325755
2019-02-15,325595
2019-02-16,320001
2019-02-17,313463
2019-02-18,308252
2019-02-19,297575
2019-02-20,285054
2019-02-21,279490
2019-02-22,273740
2019-02-23,265048
2019-02-24,260592
2019-02-25,255191
2019-02-26,248239
2019-02-27,246812
2019-02-28,251973
2019-03-01,246564
2019-03-02,238413
2019-03-03,234660
2019-03-04,234196
2019-03-05,238301
2019-03-06,242063
2019-03-07,247014
2019-03-08,253450
2019-03-09,258897
2019-03-10,269005
2019-03-11,276661
2019-03-12,282631
2019-03-13,287666
2019-03-14,297228
2019-03-15,302709
2019-03-16,309559
2019-03-17,308858
2019-03-18,303877
2019-03-19,297890
2019-03-20,289660
2019-03-21,290130
2019-03-22,296741
2019-03-23,301859
2019-03-24,304870
2019-03-25,311084
2019-03-26,318956
2019-03-27,317153
