date_obj,Zamorak%20kiteshield price
2019-04-09,84665
2019-04-10,85172
2019-04-11,84191
2019-04-12,84144
2019-04-13,81916
2019-04-14,78890
2019-04-15,76213
2019-04-16,73879
2019-04-17,72800
2019-04-18,71801
2019-04-19,70166
2019-04-20,68984
2019-04-21,68243
2019-04-22,67239
2019-04-23,65579
2019-04-24,64037
2019-04-25,62243
2019-04-26,60875
2019-04-27,59237
2019-04-28,59391
2019-04-29,60566
2019-04-30,59483
2019-05-01,58279
2019-05-02,56796
2019-05-03,56706
2019-05-04,56521
2019-05-05,56381
2019-05-06,57584
2019-05-07,56583
2019-05-08,57065
2019-05-09,57094
2019-05-10,56296
2019-05-11,56009
2019-05-12,57177
2019-05-13,58084
2019-05-14,59670
2019-05-15,60151
2019-05-16,61212
2019-05-17,62068
2019-05-18,61844
2019-05-19,61620
2019-05-20,61610
2019-05-21,62991
2019-05-22,63439
2019-05-23,63713
2019-05-24,64680
2019-05-25,64632
2019-05-26,66053
2019-05-27,65775
2019-05-28,66182
2019-05-29,65405
2019-05-30,65629
2019-05-31,67544
2019-06-01,67378
2019-06-02,65091
2019-06-03,63987
2019-06-04,62637
2019-06-05,61330
2019-06-06,60611
2019-06-07,60786
2019-06-08,61914
2019-06-09,63347
2019-06-10,64372
2019-06-11,66065
2019-06-12,67300
2019-06-13,66716
2019-06-14,65286
2019-06-15,63920
2019-06-16,64386
2019-06-17,65739
2019-06-18,66890
2019-06-19,67269
2019-06-20,69352
2019-06-21,69705
2019-06-22,68937
2019-06-23,68958
2019-06-24,70084
2019-06-25,69871
2019-06-26,69342
2019-06-27,69128
2019-06-28,71005
2019-06-29,72492
2019-06-30,73477
2019-07-01,75187
2019-07-02,75153
2019-07-03,74063
2019-07-04,73806
2019-07-05,73377
2019-07-06,73673
2019-07-07,73472
2019-07-08,74783
2019-07-09,74414
2019-07-10,75815
2019-07-11,76997
2019-07-12,76443
2019-07-13,75407
2019-07-14,75022
2019-07-15,77214
2019-07-16,78864
2019-07-17,80533
2019-07-18,81497
2019-07-19,82278
2019-07-20,82425
2019-07-21,81428
2019-07-22,81118
2019-07-23,81434
2019-07-24,80236
2019-07-25,80776
2019-07-26,81497
2019-07-27,80327
2019-07-28,79458
2019-07-29,80057
2019-07-30,80270
2019-07-31,80990
2019-08-01,81648
2019-08-02,81713
2019-08-03,80519
2019-08-04,79068
2019-08-05,77346
2019-08-06,74724
2019-08-07,72811
2019-08-08,72446
2019-08-09,73706
2019-08-10,74071
2019-08-11,74690
2019-08-12,73636
2019-08-13,75170
2019-08-14,75956
2019-08-15,75404
2019-08-16,75416
2019-08-17,74789
2019-08-18,74672
2019-08-19,74829
2019-08-20,74930
2019-08-21,75553
2019-08-22,75978
2019-08-23,75405
2019-08-24,74678
2019-08-24,74678
2019-08-25,75783
2019-08-25,75783
2019-08-26,74710
2019-08-26,74710
2019-08-27,74574
2019-08-27,74574
2019-08-28,73729
2019-08-29,74445
2019-08-30,75171
2019-08-31,75729
2019-09-01,76696
2019-09-02,77570
2019-09-03,78773
2019-09-04,79273
2019-09-05,79271
2019-09-06,80720
2019-09-07,83199
2019-09-08,84257
2019-09-09,84700
2019-09-10,85053
2019-09-11,85249
2019-09-12,85026
2019-09-13,84920
2019-09-14,84790
2019-09-15,86202
2019-09-16,87620
2019-09-17,88937
2019-09-18,89793
2019-09-19,90500
2019-09-20,90797
2019-09-21,91611
2019-09-22,91471
2019-09-23,92617
2019-09-24,93413
2019-09-25,93889
2019-09-26,95397
2019-09-27,95665
2019-09-28,95196
2019-09-29,95729
2019-09-30,94767
2019-10-01,94500
2019-10-02,94735
2019-10-03,92719
2019-10-04,91354
2019-10-05,90923
2019-10-06,90944
2019-10-07,89577
2019-10-08,90890
2019-10-09,90218
2019-10-10,90674
2019-10-11,91922
2019-10-12,90234
2019-10-13,88095
2019-10-14,86572
2019-10-15,83378
2019-10-16,81729
2019-10-17,79170
2019-10-18,79260
2019-10-19,79024
2019-10-20,79836
2019-10-21,79355
2019-10-22,78789
2019-10-23,79005
2019-10-24,78040
2019-10-25,77993
2019-10-26,76681
2019-10-27,76545
2019-10-28,75788
2019-10-29,75609
2019-10-30,76292
2019-10-31,78261
2019-11-01,80014
2019-11-02,81629
2019-11-03,82309
2019-11-04,83315
2019-11-05,84442
2019-11-06,86132
2019-11-07,86372
2019-11-08,85555
2019-11-09,84222
2019-11-10,83305
2019-11-11,82105
2019-11-12,79433
2019-11-13,79298
2019-11-14,80108
2019-11-15,80268
2019-11-16,80552
2019-11-17,78520
2019-11-18,78531
2019-11-19,80135
2019-11-20,82854
2019-11-21,84847
2019-11-22,84467
2019-11-23,84636
2019-11-24,86316
2019-11-25,86597
2019-11-26,87575
2019-11-27,86019
2019-11-28,86954
2019-11-29,87337
2019-11-30,88969
2019-12-01,89945
2019-12-02,90987
2019-12-03,91676
2019-12-04,93736
2019-12-05,95552
2019-12-06,96265
2019-12-07,98930
2019-12-08,100936
2019-12-09,101650
2019-12-10,103488
2019-12-11,104928
2019-12-12,107112
2019-12-13,106006
2019-12-14,106416
2019-12-15,103877
2019-12-16,103929
2019-12-17,103909
2019-12-18,104275
2019-12-19,105430
2019-12-20,106137
2019-12-21,104804
2019-12-22,104168
2019-12-23,101025
2019-12-24,99271
2019-12-25,97011
2019-12-26,99074
2019-12-27,99819
2019-12-28,99874
2019-12-29,99819
2019-12-30,97943
2019-12-31,97439
2020-01-01,96572
2020-01-02,94617
2020-01-03,92342
2020-01-04,91001
2020-01-05,91282
2020-01-06,90956
2020-01-07,90693
2020-01-08,89436
2020-01-09,90969
2020-01-10,89906
2020-01-11,90025
2020-01-12,89492
2020-01-13,88901
2020-01-14,88878
2020-01-15,89145
2020-01-16,87721
2020-01-17,88040
2020-01-18,86865
2020-01-19,85982
2020-01-20,84596
2020-01-21,82320
2020-01-22,82031
2020-01-23,81488
2020-01-24,79620
2020-01-25,79517
2020-01-26,79215
2020-01-27,80339
2020-01-28,80950
2020-01-29,81270
2020-01-30,80333
2020-01-31,81002
2020-02-01,81975
2020-02-02,81814
2020-02-03,81767
2020-02-04,80995
2020-02-05,80495
2020-02-06,80268
2020-02-07,80478
2020-02-08,80623
2020-02-09,80355
2020-02-10,79899
2020-02-11,79937
2020-02-12,79413
2020-02-13,78071
2020-02-14,78792
2020-02-15,77445
2020-02-16,76776
2020-02-17,75931
2020-02-18,75785
2020-02-19,75286
2020-02-20,75101
2020-02-21,75101
2020-02-22,75535
2020-02-23,76250
2020-02-24,75430
2020-02-25,74177
2020-02-26,75297
2020-02-27,74831
2020-02-28,75234
2020-02-29,75678
2020-03-01,76002
2020-03-02,75676
2020-03-03,75173
2020-03-04,74226
2020-03-05,74014
2020-03-06,74239
2020-03-07,73347
2020-03-08,71681
2020-03-09,71000
2020-03-10,71295
2020-03-11,71105
2020-03-12,70718
2020-03-13,70189
2020-03-14,71011
2020-03-15,70151
2020-03-16,69279
2020-03-17,69522
2020-03-18,67249
2020-03-19,64892
2020-03-20,63513
2020-03-21,63202
2020-03-22,63046
2020-03-23,63853
2020-03-24,64970
2020-03-25,64837
2020-03-26,64736
2020-03-27,64831
2020-03-28,65304
2020-03-29,65362
2020-03-30,65227
2020-03-31,64789
2020-04-01,65016
2020-04-02,64578
2020-04-03,63860
2020-04-04,63393
2020-04-05,62883
2020-04-06,62950
2020-04-07,63339
2020-04-08,63399
2020-04-09,63336
2020-04-10,63237
2020-04-11,61932
2020-04-12,61248
2020-04-13,60689
2020-04-14,60648
2020-04-15,59985
2020-04-16,59509
2020-04-17,59140
2020-04-18,58619
2020-04-19,56916
2020-04-20,54703
2020-04-21,53334
2020-04-22,52997
2020-04-23,52068
2020-04-24,51273
2020-04-25,51580
2020-04-26,52493
2020-04-27,52308
2020-04-28,51763
2020-04-29,51409
2020-04-30,50866
2020-05-01,50533
2020-05-02,49838
2020-05-03,49675
2020-05-04,49125
2020-05-05,48816
2020-05-06,47715
2020-05-07,47628
2020-05-08,47223
2020-05-09,47354
2020-05-10,48379
2020-05-11,49015
2020-05-12,48626
2020-05-13,47959
