date_obj,Red%20dragonhide%20set price
2015-11-26,17289
2015-11-27,17289
2015-11-28,17846
2015-11-29,17846
2015-11-30,17691
2015-12-01,17691
2015-12-02,17691
2015-12-03,16997
2015-12-04,16997
2015-12-05,16997
2015-12-06,17081
2015-12-07,17081
2015-12-08,17006
2015-12-09,17006
2015-12-10,16896
2015-12-11,16896
2015-12-12,17219
2015-12-13,17219
2015-12-14,17219
2015-12-15,17008
2015-12-16,17008
2015-12-17,16799
2015-12-18,16799
2015-12-19,16131
2015-12-20,16131
2015-12-21,15974
2015-12-22,15974
2015-12-23,16060
2015-12-24,16060
2015-12-25,15870
2015-12-26,15870
2015-12-27,16328
2015-12-28,16328
2015-12-29,16603
2015-12-30,16603
2015-12-31,16810
2016-01-01,16810
2016-01-02,16967
2016-01-03,16967
2016-01-04,16928
2016-01-05,16928
2016-01-06,16664
2016-01-07,16664
2016-01-08,16801
2016-01-09,16801
2016-01-10,16378
2016-01-11,16378
2016-01-12,16721
2016-01-13,16721
2016-01-14,16868
2016-01-15,16868
2016-01-16,17137
2016-01-17,17137
2016-01-18,17216
2016-01-19,17216
2016-01-20,17004
2016-01-21,17004
2016-01-22,16361
2016-01-23,16361
2016-01-24,15794
2016-01-25,16257
2016-01-26,16257
2016-01-27,16101
2016-01-28,16101
2016-01-29,16095
2016-01-30,16095
2016-01-31,16162
2016-02-01,16162
2016-02-02,16076
2016-02-03,16076
2016-02-04,16293
2016-02-05,16293
2016-02-06,16537
2016-02-07,16537
2016-02-08,16150
2016-02-09,16150
2016-02-10,15405
2016-02-11,15405
2016-02-12,15405
2016-02-13,15186
2016-02-14,15186
2016-02-15,15623
2016-02-16,15623
2016-02-17,16100
2016-02-18,16100
2016-02-19,15561
2016-02-20,15561
2016-02-21,15557
2016-02-22,15557
2016-02-23,15732
2016-02-24,15732
2016-02-25,15486
2016-02-26,15486
2016-02-27,15441
2016-02-28,15441
2016-02-29,15476
2016-03-01,15476
2016-03-03,15676
2016-03-04,15576
2016-03-05,15576
2016-03-06,15952
2016-03-07,15952
2016-03-08,15952
2016-03-09,16228
2016-03-10,16228
2016-03-11,16046
2016-03-12,16046
2016-03-13,15349
2016-03-14,15349
2016-03-15,15340
2016-03-16,15340
2016-03-17,15470
2016-03-18,15470
2016-03-19,15631
2016-03-20,15631
2016-03-21,16226
2016-03-22,16226
2016-03-23,16443
2016-03-24,16443
2016-03-25,16769
2016-03-26,16769
2016-03-27,17244
2016-03-28,17710
2016-03-29,17710
2016-03-30,17598
2016-03-31,17598
2016-04-01,17702
2016-04-02,17702
2016-04-03,17467
2016-04-04,17467
2016-04-05,16861
2016-04-06,16861
2016-04-07,16031
2016-04-08,16031
2016-04-09,15713
2016-04-10,15713
2016-04-11,15166
2016-04-12,15166
2016-04-13,14813
2016-04-14,14813
2016-04-15,14782
2016-04-16,14782
2016-04-17,14972
2016-04-18,14972
2016-04-19,14818
2016-04-20,14818
2016-04-21,14983
2016-04-22,14983
2016-04-23,14995
2016-04-24,14995
2016-04-25,14891
2016-04-26,14891
2016-04-27,14398
2016-04-28,14398
2016-04-29,13883
2016-04-30,13883
2016-05-01,13998
2016-05-02,13998
2016-05-03,14416
2016-05-04,14416
2016-05-05,14945
2016-05-06,14945
2016-05-07,15559
2016-05-08,15559
2016-05-09,15969
2016-05-10,15969
2016-05-11,16610
2016-05-12,16610
2016-05-13,16687
2016-05-14,16687
2016-05-15,16495
2016-05-16,16495
2016-05-17,16216
2016-05-18,16216
2016-05-19,15840
2016-05-22,15996
2016-05-23,16126
2016-05-24,16126
2016-05-25,16172
2016-05-26,16172
2016-05-27,16070
2016-05-28,16070
2016-05-29,15691
2016-05-30,15691
2016-05-31,15926
2016-06-01,15926
2016-06-02,16345
2016-06-03,16345
2016-06-04,16517
2016-06-05,16517
2016-06-06,17136
2016-06-07,17136
2016-06-08,17543
2016-06-09,17543
2016-06-10,17243
2016-06-11,17243
2016-06-12,17263
2016-06-13,17263
2016-06-14,17578
2016-06-15,17578
2016-06-16,17221
2016-06-17,16776
2016-06-18,16776
2016-06-19,16140
2016-06-20,16140
2016-06-21,15385
2016-06-22,15385
2016-06-23,15138
2016-06-24,15138
2016-06-25,15063
2016-06-26,15063
2016-06-27,15603
2016-06-28,15810
2016-06-29,15810
2016-06-30,16185
2016-07-01,16103
2016-07-02,16103
2016-07-03,16562
2016-07-04,16889
2016-07-05,16889
2016-07-06,17021
2016-07-07,17021
2016-07-08,17296
2016-07-09,17296
2016-07-10,17001
2016-07-11,17001
2016-07-12,16483
2016-07-13,16483
2016-07-14,16164
2016-07-15,16164
2016-07-16,15908
2016-07-17,15908
2016-07-18,15668
2016-07-23,15696
2016-07-24,16264
2016-07-25,16264
2016-07-26,16681
2016-07-27,16681
2016-07-28,16383
2016-07-29,16285
2016-07-30,16285
2016-07-31,15933
2016-08-01,15933
2016-08-02,16042
2016-08-03,16042
2016-08-04,15625
2016-08-05,15625
2016-08-06,14945
2016-08-07,14945
2016-08-08,14855
2016-08-09,14855
2016-08-10,14545
2016-08-11,14545
2016-08-12,14545
2016-08-13,15062
2016-08-14,15062
2016-08-15,14998
2016-08-16,14998
2016-08-17,14880
2016-08-18,14880
2016-08-19,14780
2016-08-20,14780
2016-08-21,15204
2016-08-22,15204
2016-08-23,15484
2016-08-24,15484
2016-08-25,15190
2016-08-26,15190
2016-08-28,15017
2016-08-31,15265
2016-09-01,15789
2016-09-02,15789
2016-09-03,15789
2016-09-04,15900
2016-09-05,15900
2016-09-06,15431
2016-09-07,15431
2016-09-08,15431
2016-09-09,15241
2016-09-10,15241
2016-09-11,15241
2016-09-12,15270
2016-09-13,15270
2016-09-14,15270
2016-09-15,15058
2016-09-16,15058
2016-09-17,15058
2016-09-18,15316
2016-09-19,15316
2016-09-20,15316
2016-09-21,15249
2016-09-22,15249
2016-09-23,15715
2016-09-24,15715
2016-09-25,15715
2016-09-26,16065
2016-09-27,16065
2016-09-28,16065
2016-09-29,15486
2016-09-30,15486
2016-10-01,15506
2016-10-02,15506
2016-10-03,15506
2016-10-04,15146
2016-10-05,15146
2016-10-06,14925
2016-10-07,14925
2016-10-08,14983
2016-10-09,14983
2016-10-10,14983
2016-10-11,14664
2016-10-12,14664
2016-10-13,14257
2016-10-14,14257
2016-10-15,14514
2016-10-16,14514
2016-10-17,14987
2016-10-18,14987
2016-10-19,14987
2016-10-20,15263
2016-10-21,15263
2016-10-22,15429
2016-10-23,15429
2016-10-24,14834
2016-10-25,14834
2016-10-26,14166
2016-10-27,14166
2016-10-28,14166
2016-10-29,14264
2016-10-30,14264
2016-10-31,14438
2016-11-01,14438
2016-11-02,14973
2016-11-03,14973
2016-11-04,15372
2016-11-05,15372
2016-11-06,15372
2016-11-07,15406
2016-11-08,15406
2016-11-09,15831
2016-11-10,15831
2016-11-11,15831
2016-11-12,15843
2016-11-13,15843
2016-11-14,15843
2016-12-08,15952
2016-12-09,15952
2016-12-10,15898
2016-12-11,15898
2016-12-12,15803
2016-12-13,15803
2016-12-14,15829
2016-12-15,15829
2016-12-16,15938
2016-12-17,15661
2016-12-18,15661
2016-12-19,15886
2016-12-20,15886
2016-12-21,15568
2016-12-22,15568
2016-12-23,15704
2016-12-24,15704
2016-12-25,15388
2016-12-26,15388
2016-12-27,15298
2016-12-28,15298
2016-12-29,15458
2016-12-30,15458
2016-12-31,15444
2017-01-01,15444
2017-01-02,15730
2017-01-03,15730
2017-01-04,15961
2017-01-05,15961
2017-01-06,16365
2017-01-07,15827
2017-01-08,15827
2017-01-09,15567
2017-01-10,15567
2017-01-11,15666
2017-01-12,15429
2017-01-13,15429
2017-01-14,15057
2017-01-15,14762
2017-01-16,14762
2017-01-17,14053
2017-01-18,14053
2017-01-19,13455
2017-01-20,13455
2017-01-21,13569
2017-01-22,13569
2017-01-27,14222
2017-01-28,14222
2017-01-29,14741
2017-01-30,14741
2017-01-31,14754
2017-02-01,14929
2017-02-02,14929
2017-02-03,14751
2017-02-04,14616
2017-02-05,14616
2017-02-06,14211
2017-02-07,14211
2017-02-08,14369
2017-02-09,14369
2017-02-10,14632
2017-02-11,14632
2017-02-12,14729
2017-02-13,14729
2017-02-14,14745
2017-02-15,14745
2017-02-16,14631
2017-02-18,14548
2017-02-19,14779
2017-02-20,14779
2017-02-21,14555
2017-02-22,14555
2017-02-23,14470
2017-02-24,14470
2017-02-25,14307
2017-02-26,14307
2017-02-27,14349
2017-02-28,14056
2017-03-01,14056
2017-03-02,13789
2017-03-03,13789
2017-03-04,13385
2017-03-05,13385
2017-03-06,12850
2017-03-07,12850
2017-03-08,13347
2017-03-09,13347
2017-03-10,13469
2017-03-11,13469
2017-03-12,13934
2017-03-13,14252
2017-03-14,14252
2017-03-15,14691
2017-03-16,14691
2017-03-17,15084
2017-03-18,15084
2017-03-19,15435
2017-03-20,15435
2017-03-21,15277
2017-03-22,15277
2017-03-23,14875
2017-03-24,14617
2017-03-25,14617
2017-03-26,13992
2017-03-27,13992
2017-03-28,13754
2017-03-29,13842
2017-03-30,13842
2017-03-31,14330
2017-04-01,14330
2017-04-02,14474
2017-04-03,14837
2017-04-04,14837
2017-04-12,14462
2017-04-13,14134
2017-04-14,14134
2017-04-15,14095
2017-04-16,14165
2017-04-17,14287
2017-04-18,14287
2017-04-19,14819
2017-04-20,14819
2017-04-21,15372
2017-04-22,15372
2017-04-23,15742
2017-04-24,15742
2017-04-25,15323
2017-04-26,15323
2017-04-27,14556
2017-04-28,14556
2017-04-29,13993
2017-04-30,13993
2017-05-01,14322
2017-05-02,14322
2017-05-03,14145
2017-05-04,14145
2017-05-05,14697
2017-05-06,14697
2017-05-07,15035
2017-05-08,15035
2017-05-09,15390
2017-05-10,15390
2017-05-11,15711
2017-05-12,15711
2017-05-13,16309
2017-05-14,16309
2017-05-15,16386
2017-05-16,16386
2017-05-17,16148
2017-05-18,16148
2017-05-19,15969
2017-05-20,15397
2017-05-21,15397
2017-05-22,14627
2017-05-23,14627
2017-05-24,13895
2017-05-25,13895
2017-05-26,13425
2017-05-27,13425
2017-05-28,13445
2017-05-29,13445
2017-05-30,13744
2017-05-31,13744
2017-06-01,14152
2017-06-02,14152
2017-06-03,14370
2017-06-06,14060
2017-06-07,14060
2017-06-08,13506
2017-06-09,13506
2017-06-10,13299
2017-06-11,13299
2017-06-12,13333
2017-06-13,13333
2017-06-14,13542
2017-06-15,13542
2017-06-16,13875
2017-06-17,13875
2017-06-18,13651
2017-06-19,13651
2017-06-20,14113
2017-06-21,14113
2017-06-22,14272
2017-06-23,14272
2017-06-24,14305
2017-06-25,14305
2017-06-26,14364
2017-06-27,14364
2017-06-28,14100
2017-06-29,14100
2017-06-30,14213
2017-07-01,14213
2017-07-02,14213
2017-07-03,13966
2017-07-04,13966
2017-07-05,13899
2017-07-06,13899
2017-07-07,13679
2017-07-08,13679
2017-07-13,13922
2017-07-14,13813
2017-07-15,13813
2017-07-16,13813
2017-07-17,13670
2017-07-18,13670
2017-07-19,13014
2017-07-20,13014
2017-07-21,12743
2017-07-22,12743
2017-07-23,12657
2017-07-24,12657
2017-07-25,12657
2017-07-26,13057
2017-07-27,13057
2017-07-28,13516
2017-07-29,13516
2017-07-30,13924
2017-07-31,13924
2017-08-01,13924
2017-08-02,14300
2017-08-03,14300
2017-08-04,14523
2017-08-05,14176
2017-08-06,14176
2017-08-09,13500
2017-08-10,13500
2017-08-11,13865
2017-08-12,13865
2017-08-13,14372
2017-08-14,14372
2017-08-15,14733
2017-08-16,14733
2017-08-17,14440
2017-08-18,14440
2017-08-19,14440
2017-08-20,14323
2017-08-22,14530
2017-08-23,14530
2017-08-24,14254
2017-08-25,14254
2017-08-26,14104
2017-08-27,14104
2017-08-28,14048
2017-08-29,14048
2017-08-30,14441
2017-08-31,14441
2017-09-01,14441
2017-09-02,14730
2017-09-03,14730
2017-09-04,14752
2017-09-05,14752
2017-09-06,14371
2017-09-07,14371
2017-09-08,14403
2017-09-09,14399
2017-09-10,14399
2017-09-11,14367
2017-09-12,14367
2017-09-13,14638
2017-09-14,14638
2017-09-15,14461
2017-09-16,14461
2017-09-17,14550
2017-09-19,14411
2017-09-20,14411
2017-09-21,14292
2017-09-22,14292
2017-09-23,14102
2017-09-24,14102
2017-09-25,13901
2017-09-26,13901
2017-09-27,13620
2017-09-28,13620
2017-09-29,13496
2017-09-30,13496
2017-10-01,13225
2017-10-02,13225
2017-10-03,12720
2017-10-04,12720
2017-10-05,12694
2017-10-06,12694
2017-10-07,12646
2017-10-08,12646
2017-10-09,12576
2017-10-10,12576
2017-10-11,13071
2017-10-12,13071
2017-10-13,13256
2017-10-14,13256
2017-10-15,13341
2017-10-16,13341
2017-10-17,13032
2017-10-18,13032
2017-10-19,13380
2017-10-20,13380
2017-10-21,13554
2017-10-22,13554
2017-10-23,13769
2017-10-24,13769
2017-10-25,13258
2017-10-26,13258
2017-10-27,12939
2017-10-28,12939
2017-10-29,12584
2017-10-30,12584
2017-10-31,12097
2017-11-01,12097
2017-11-02,11881
2017-11-03,11881
2017-11-04,11664
2017-11-05,11664
2017-11-06,12094
2017-11-07,12094
2017-11-08,11998
2017-11-09,11998
2017-11-10,12420
2017-11-11,12420
2017-11-12,13020
2017-11-13,13020
2017-11-14,13287
2017-11-15,13287
2017-11-16,13196
2017-11-17,13196
2017-11-18,13165
2017-11-19,13165
2017-11-20,12909
2017-11-21,12909
2017-11-22,12630
2017-11-23,12630
2017-11-24,12645
2017-11-25,12645
2017-11-26,13006
2017-11-27,13006
2017-11-28,12848
2017-11-29,12848
2017-11-30,13211
2017-12-01,12623
2017-12-02,12623
2017-12-03,12686
2017-12-04,12686
2017-12-05,12859
2017-12-06,12859
2017-12-07,12863
2017-12-08,12863
2017-12-09,12887
2017-12-10,12920
2017-12-11,12920
2017-12-12,13363
2017-12-14,13511
2017-12-15,12864
2017-12-16,12864
2017-12-17,12984
2017-12-18,12956
2017-12-19,12956
2017-12-20,13271
2017-12-21,13271
2017-12-22,13349
2017-12-23,13349
2017-12-24,13658
2017-12-25,13658
2017-12-26,13600
2017-12-27,13284
2017-12-28,13284
2017-12-29,12686
2017-12-30,12787
2017-12-31,12787
2018-01-01,12946
2018-01-02,12946
2018-01-03,13051
2018-01-04,13051
2018-01-05,12991
2018-01-06,12776
2018-01-07,12776
2018-01-08,12580
2018-01-09,12674
2018-01-10,12674
2018-01-11,12944
2018-01-12,12944
2018-01-13,12672
2018-01-14,12778
2018-01-15,12778
2018-01-16,12776
2018-01-17,12909
2018-01-18,12909
2018-01-19,12865
2018-01-20,12871
2018-01-21,12871
2018-01-22,12679
2018-01-23,12942
2018-01-24,12778
2018-01-25,12581
2018-01-26,12525
2018-01-27,12452
2018-01-28,12349
2018-01-29,11835
2018-01-31,12073
2018-02-01,12519
2018-02-02,13039
2018-02-03,13404
2018-02-04,13874
2018-02-05,14444
2018-02-06,14756
2018-02-07,14813
2018-02-08,14813
2018-02-09,14512
2018-02-10,14512
2018-02-11,14442
2018-02-12,14366
2018-02-13,14386
2018-02-14,14576
2018-02-15,13856
2018-02-16,13974
2018-02-17,14045
2018-02-18,13973
2018-02-19,13738
2018-02-20,13632
2018-02-21,13411
2018-02-22,13221
2018-02-23,13144
2018-02-24,13490
2018-02-25,13226
2018-02-26,12963
2018-02-27,12848
2018-02-28,12848
2018-03-01,12815
2018-03-02,12806
2018-03-03,12662
2018-03-04,12662
2018-03-05,12556
2018-03-06,12765
2018-03-07,13062
2018-03-08,13215
2018-03-09,12953
2018-03-10,12907
2018-03-11,13030
2018-03-12,13108
2018-03-13,13175
2018-03-14,12953
2018-03-15,13321
2018-03-16,13762
2018-03-17,14055
2018-03-18,14135
2018-03-19,14135
2018-03-20,14189
2018-03-21,14179
2018-03-23,14170
2018-03-24,14539
2018-03-26,14324
2018-03-27,14641
2018-03-28,14641
2018-03-29,14362
2018-03-30,14450
2018-03-31,14616
2018-04-01,14777
2018-04-02,15003
2018-04-03,15064
2018-04-04,14431
2018-04-05,14431
2018-04-06,13748
2018-04-08,13557
2018-04-09,13402
2018-04-10,13120
2018-04-11,13039
2018-04-12,13023
2018-04-13,13203
2018-04-14,12893
2018-04-15,13428
2018-04-16,13428
2018-04-17,13180
2018-04-18,13180
2018-04-19,13566
2018-04-20,13555
2018-04-21,13607
2018-04-22,13607
2018-04-23,13384
2018-04-24,13508
2018-04-25,13048
2018-04-26,13048
2018-04-27,12993
2018-04-28,12905
2018-04-29,12944
2018-04-30,12687
2018-05-01,12614
2018-05-02,12614
2018-05-03,12359
2018-05-04,12684
2018-05-05,12404
2018-05-06,12404
2018-05-07,12654
2018-05-08,12623
2018-05-09,12382
2018-05-10,12127
2018-05-11,12126
2018-05-12,12445
2018-05-13,12445
2018-05-14,12982
2018-05-15,12990
2018-05-16,13588
2018-05-17,13939
2018-05-18,13757
2018-05-19,13770
2018-05-20,14249
2018-05-21,13868
2018-05-22,13868
2018-05-23,14000
2018-05-24,13717
2018-05-25,13493
2018-05-26,13263
2018-05-27,13263
2018-05-28,12929
2018-05-29,12522
2018-05-30,12258
2018-05-31,12385
2018-06-01,12971
2018-06-02,13215
2018-06-03,13215
2018-06-04,13625
2018-06-05,13577
2018-06-06,13609
2018-06-07,13609
2018-06-08,13883
2018-06-09,13883
2018-06-10,14133
2018-06-11,14043
2018-06-12,14082
2018-06-13,13865
2018-06-14,13569
2018-06-15,13477
2018-06-16,13193
2018-06-17,13314
2018-06-18,13067
2018-06-19,12943
2018-06-20,12943
2018-06-21,12904
2018-06-22,13380
2018-06-23,13380
2018-06-24,13674
2018-06-25,13746
2018-06-26,13224
2018-06-27,13190
2018-06-28,13156
2018-06-29,13187
2018-06-30,13096
2018-07-01,12899
2018-07-02,12899
2018-07-03,12423
2018-07-04,12319
2018-07-05,12319
2018-07-06,12216
2018-07-07,12184
2018-07-08,12107
2018-07-09,12024
2018-07-10,11948
2018-07-11,11900
2018-07-12,11908
2018-07-13,11837
2018-07-14,12150
2018-07-15,12150
2018-07-16,12166
2018-07-17,11910
2018-07-18,11910
2018-07-19,11893
2018-07-20,12233
2018-07-21,12620
2018-07-22,12903
2018-07-23,12406
2018-07-24,12560
2018-07-25,12556
2018-07-26,12883
2018-07-27,13279
2018-07-28,13734
2018-07-29,13637
2018-07-30,13476
2018-07-31,13338
2018-08-01,13338
2018-08-02,13081
2018-08-03,12933
2018-08-04,12809
2018-08-05,12631
2018-08-06,12591
2018-08-07,12315
2018-08-08,12251
2018-08-09,12223
2018-08-10,12364
2018-08-11,12524
2018-08-12,12743
2018-08-14,13219
2018-08-16,13311
2018-08-17,13715
2018-08-18,14105
2018-08-19,14218
2018-08-20,14763
2018-08-21,15120
2018-08-22,14900
2018-08-23,15391
2018-08-24,15123
2018-08-25,14908
2018-08-26,14378
2018-08-27,13848
2018-08-28,13461
2018-08-29,12883
2018-08-30,12924
2018-08-31,12938
2018-09-01,12977
2018-09-02,13142
2018-09-03,13599
2018-09-04,13424
2018-09-05,13278
2018-09-06,13278
2018-09-07,13291
2018-09-08,13089
2018-09-09,13041
2018-09-10,12970
2018-09-11,12960
2018-09-12,13116
2018-09-13,13226
2018-09-14,13160
2018-09-15,13142
2018-09-16,13177
2018-09-17,12972
2018-09-18,13062
2018-09-19,13000
2018-09-20,12944
2018-09-21,12896
2018-09-22,12863
2018-09-23,13234
2018-09-24,13574
2018-09-25,14078
2018-09-26,14155
2018-09-27,14029
2018-09-28,13882
2018-09-29,13761
2018-09-30,13651
2018-10-02,13304
2018-10-03,13091
2018-10-04,13142
2018-10-05,12983
2018-10-06,12966
2018-10-07,12901
2018-10-08,12815
2018-10-09,12505
2018-10-10,12325
2018-10-11,12431
2018-10-12,12545
2018-10-13,12324
2018-10-14,12324
2018-10-15,12297
2018-10-16,12211
2018-10-17,12322
2018-10-18,12472
2018-10-19,12490
2018-10-20,12490
2018-10-21,12330
2018-10-22,12174
2018-10-23,12284
2018-10-24,12444
2018-10-25,12467
2018-10-26,12580
2018-10-27,13020
2018-10-28,13411
2018-10-29,13695
2018-10-30,13922
2018-10-31,13938
2018-11-01,14274
2018-11-03,14353
2018-11-04,14129
2018-11-05,13885
2018-11-06,13702
2018-11-07,13592
2018-11-08,13177
2018-11-09,13011
2018-11-10,12929
2018-11-11,12613
2018-11-12,12402
2018-11-13,12630
2018-11-14,13136
2018-11-15,12984
2018-11-16,12844
2018-11-17,12790
2018-11-18,12933
2018-11-19,12948
2018-11-20,13177
2018-11-21,13092
2018-11-22,13043
2018-11-23,13254
2018-11-24,13577
2018-11-25,13536
2018-11-26,13285
2018-11-27,13086
2018-11-28,13042
2018-11-29,12900
2018-12-01,12692
2018-12-02,12590
2018-12-03,12550
2018-12-05,12779
2018-12-07,13091
2018-12-09,12882
2018-12-10,12985
2018-12-11,12965
2018-12-12,12651
2018-12-13,12257
2018-12-14,12300
2018-12-15,12362
2018-12-16,12515
2018-12-17,12634
2018-12-18,12801
2018-12-19,12820
2018-12-20,12741
2018-12-21,12626
2018-12-22,12592
2018-12-23,12585
2018-12-24,12626
2018-12-25,12595
2018-12-26,12467
2018-12-27,12448
2018-12-28,12623
2018-12-29,12572
2018-12-30,12647
2018-12-31,12617
2019-01-01,12609
2019-01-02,12635
2019-01-03,12523
2019-01-04,12453
2019-01-05,12439
2019-01-06,12408
2019-01-08,12283
2019-01-10,12282
2019-01-11,12260
2019-01-12,12129
2019-01-13,12145
2019-01-14,12140
2019-01-15,12140
2019-01-16,12093
2019-01-17,11969
2019-01-18,11952
2019-01-19,11970
2019-01-20,11938
2019-01-21,11933
2019-01-22,11919
2019-01-23,11824
2019-01-24,11852
2019-01-25,11887
2019-01-26,12111
2019-01-27,12235
2019-01-28,12132
2019-01-29,11938
2019-01-30,12021
2019-01-31,11848
2019-02-01,11745
2019-02-02,11582
2019-02-03,11288
2019-02-04,11072
2019-02-05,11336
2019-02-06,11669
2019-02-07,11891
2019-02-08,12106
2019-02-09,12443
2019-02-10,12600
2019-02-11,12412
2019-02-12,12360
2019-02-13,12374
2019-02-14,12409
2019-02-15,12856
2019-02-16,12745
2019-02-17,12389
2019-02-18,11881
2019-02-19,12226
2019-02-20,12543
2019-02-21,12565
2019-02-22,12453
2019-02-23,12462
2019-02-24,12235
2019-02-25,12241
2019-02-26,12353
2019-02-27,12734
2019-02-28,12828
2019-03-01,12701
2019-03-02,12384
2019-03-03,12234
2019-03-04,12151
2019-03-05,12078
2019-03-06,11947
2019-03-07,11782
2019-03-08,11713
2019-03-09,11632
2019-03-10,11854
2019-03-11,12117
2019-03-12,12493
2019-03-13,12423
2019-03-14,12332
2019-03-15,12383
2019-03-16,12482
2019-03-17,12694
2019-03-18,12554
2019-03-19,12494
2019-03-20,12384
2019-03-21,12295
2019-03-22,12136
2019-03-23,11779
2019-03-24,11722
2019-03-25,11594
2019-03-26,11793
2019-03-27,11978
2019-03-28,11860
2019-03-29,11756
2019-03-30,11756
2019-03-31,11750
2019-04-01,11733
2019-04-02,11514
2019-04-03,11551
2019-04-04,11737
2019-04-05,11798
2019-04-06,11676
