date_obj,Earth%20impling%20jar price
2016-04-01,2124
2016-04-02,2124
2016-04-03,2124
2016-04-04,2124
2016-04-05,2124
2016-04-06,2124
2016-04-07,2124
2016-04-08,2124
2016-04-09,2124
2016-04-10,2124
2016-04-11,2124
2016-04-12,2124
2016-04-13,2124
2016-04-14,2124
2016-04-15,2124
2016-04-16,2124
2016-04-17,2124
2016-04-18,2124
2016-04-19,2211
2016-04-20,2211
2016-04-21,2320
2016-04-22,2320
2016-04-23,2436
2016-04-24,2436
2016-04-25,2558
2016-04-26,2558
2016-04-27,2674
2016-04-28,2674
2016-04-29,2674
2016-04-30,2674
2016-05-01,2808
2016-05-02,2808
2016-05-03,2808
2016-05-04,2808
2016-05-05,2808
2016-05-06,2926
2016-05-07,2926
2016-05-08,2926
2016-05-09,2926
2016-05-10,2926
2016-05-11,2917
2016-05-12,2917
2016-05-13,2917
2016-05-14,2917
2016-05-15,2917
2016-05-16,2917
2016-05-17,2945
2016-05-18,2945
2016-05-19,2945
2016-05-22,2945
2016-05-23,2945
2016-05-24,2926
2016-05-25,2926
2016-05-26,2926
2016-05-27,2926
2016-05-28,2926
2016-05-29,2926
2016-05-30,2926
2016-05-31,2926
2016-06-01,2895
2016-06-02,2895
2016-06-03,2895
2016-06-04,2895
2016-06-05,2895
2016-06-06,2895
2016-06-07,2895
2016-06-08,2895
2016-06-09,2895
2016-06-10,2908
2016-06-11,2908
2016-06-12,2908
2016-06-13,2908
2016-06-14,2908
2016-06-15,2908
2016-06-16,2861
2016-06-17,2861
2016-06-18,2861
2016-06-19,2969
2016-06-20,2969
2016-06-21,2969
2016-06-22,3067
2016-06-23,3067
2016-06-24,3067
2016-06-25,3067
2016-06-26,3067
2016-06-27,2951
2016-06-28,2951
2016-06-29,2951
2016-06-30,2951
2016-07-01,2951
2016-07-02,2876
2016-07-03,2876
2016-07-04,2876
2016-07-05,2876
2016-07-06,3013
2016-07-07,3013
2016-07-08,3157
2016-07-09,3157
2016-07-10,3231
2016-07-11,3284
2016-07-12,3191
2016-07-13,3155
2016-07-14,3086
2016-07-15,3086
2016-07-16,3007
2016-07-17,3007
2016-07-18,3007
2016-07-23,2891
2016-07-24,2855
2016-07-25,2855
2016-07-26,2855
2016-07-27,2826
2016-07-28,2826
2016-07-29,2748
2016-07-30,2748
2016-07-31,2748
2016-08-01,2640
2016-08-02,2640
2016-08-03,2547
2016-08-04,2547
2016-08-05,2547
2016-08-06,2547
2016-08-07,2465
2016-08-08,2465
2016-08-09,2465
2016-08-10,2465
2016-08-11,2377
2016-08-12,2377
2016-08-13,2377
2016-08-14,2377
2016-08-15,2377
2016-08-16,2295
2016-08-17,2295
2016-08-18,2295
2016-08-19,2295
2016-08-20,2295
2016-08-21,2295
2016-08-22,2218
2016-08-23,2218
2016-08-24,2218
2016-08-25,2218
2016-08-26,2218
2016-08-28,2218
2016-08-31,2112
2016-09-01,2112
2016-09-02,2112
2016-09-03,2112
2016-09-04,2112
2016-09-05,2023
2016-09-06,2023
2016-09-07,2023
2016-09-08,2023
2016-09-09,2023
2016-09-10,2023
2016-09-11,2023
2016-09-12,2023
2016-09-13,2023
2016-09-14,1971
2016-09-15,1971
2016-09-16,1971
2016-09-17,1971
2016-09-18,1971
2016-09-19,1971
2016-09-20,1971
2016-09-21,1971
2016-09-22,1971
2016-09-23,1971
2016-09-24,1971
2016-09-25,1941
2016-09-26,1941
2016-09-27,1941
2016-09-28,1941
2016-09-29,1941
2016-09-30,1941
2016-10-01,1941
2016-10-02,1941
2016-10-03,1941
2016-10-04,1941
2016-10-05,1941
2016-10-06,1933
2016-10-07,1933
2016-10-08,1933
2016-10-09,1933
2016-10-10,1933
2016-10-11,1933
2016-10-12,1933
2016-10-13,1933
2016-10-14,1933
2016-10-15,1933
2016-10-16,1933
2016-10-17,1895
2016-10-18,1895
2016-10-19,1895
2016-10-20,1895
2016-10-21,1895
2016-10-22,1895
2016-10-23,1895
2016-10-24,1895
2016-10-25,1895
2016-10-26,1895
2016-10-27,1895
2016-10-28,1862
2016-10-29,1862
2016-10-30,1862
2016-10-31,1862
2016-11-01,1862
2016-11-02,1862
2016-11-03,1862
2016-11-04,1862
2016-11-05,1901
2016-11-06,1901
2016-11-07,1901
2016-11-08,1901
2016-11-09,1901
2016-11-10,1901
2016-11-11,1901
2016-11-12,1901
2016-11-13,1901
2016-11-14,1925
2016-11-15,1925
2016-12-07,1997
2016-12-08,1997
2016-12-09,1997
2016-12-10,1991
2016-12-11,1991
2016-12-12,1991
2016-12-13,1991
2016-12-14,1971
2016-12-15,1971
2016-12-16,1971
2016-12-17,1971
2016-12-18,1971
2016-12-19,1971
2016-12-20,1950
2016-12-21,1950
2016-12-22,1950
2016-12-23,1950
2016-12-24,1950
2016-12-25,1950
2016-12-26,1950
2016-12-27,1885
2016-12-28,1885
2016-12-29,1885
2016-12-30,1885
2016-12-31,1885
2017-01-01,1885
2017-01-02,1831
2017-01-03,1831
2017-01-04,1831
2017-01-05,1831
2017-01-06,1831
2017-01-07,1831
2017-01-08,1765
2017-01-09,1765
2017-01-10,1765
2017-01-11,1765
2017-01-12,1765
2017-01-13,1765
2017-01-14,1765
2017-01-15,1676
2017-01-16,1676
2017-01-17,1676
2017-01-18,1676
2017-01-19,1676
2017-01-20,1676
2017-01-21,1676
2017-01-22,1621
2017-01-23,1621
2017-01-27,1621
2017-01-28,1572
2017-01-29,1572
2017-01-30,1572
2017-01-31,1572
2017-02-01,1572
2017-02-02,1572
2017-02-03,1572
2017-02-04,1525
2017-02-05,1525
2017-02-06,1525
2017-02-07,1525
2017-02-08,1525
2017-02-09,1525
2017-02-10,1492
2017-02-11,1492
2017-02-12,1492
2017-02-13,1492
2017-02-14,1492
2017-02-15,1492
2017-02-16,1531
2017-02-18,1531
2017-02-19,1531
2017-02-20,1531
2017-02-21,1531
2017-02-22,1553
2017-02-23,1553
2017-02-24,1553
2017-02-25,1553
2017-02-26,1553
2017-02-27,1595
2017-02-28,1595
2017-03-01,1595
2017-03-02,1595
2017-03-03,1595
2017-03-04,1667
2017-03-05,1667
2017-03-06,1667
2017-03-07,1667
2017-03-08,1667
2017-03-09,1718
2017-03-10,1718
2017-03-11,1718
2017-03-12,1718
2017-03-13,1718
2017-03-14,1727
2017-03-15,1727
2017-03-16,1727
2017-03-17,1727
2017-03-18,1727
2017-03-19,1798
2017-03-20,1798
2017-03-21,1798
2017-03-22,1798
2017-03-23,1798
2017-03-24,1839
2017-03-25,1839
2017-03-26,1839
2017-03-27,1839
2017-03-28,1839
2017-03-29,1885
2017-03-30,1885
2017-03-31,1885
2017-04-01,1885
2017-04-02,1885
2017-04-03,1903
2017-04-04,1903
2017-04-12,1965
2017-04-13,1965
2017-04-14,1965
2017-04-15,1965
2017-04-16,1965
2017-04-17,1942
2017-04-18,1942
2017-04-19,1942
2017-04-20,1942
2017-04-21,1942
2017-04-22,1963
2017-04-23,1963
2017-04-24,1963
2017-04-25,1963
2017-04-26,1963
2017-04-27,1944
2017-04-28,1944
2017-04-29,1944
2017-04-30,1944
2017-05-01,1944
2017-05-02,1900
2017-05-03,1900
2017-05-04,1900
2017-05-05,1900
2017-05-06,1819
2017-05-07,1819
2017-05-08,1819
2017-05-09,1819
2017-05-10,1733
2017-05-11,1733
2017-05-12,1733
2017-05-13,1733
2017-05-14,1656
2017-05-15,1656
2017-05-16,1656
2017-05-17,1656
2017-05-18,1587
2017-05-19,1587
2017-05-20,1587
2017-05-21,1587
2017-05-22,1537
2017-05-23,1537
2017-05-24,1537
2017-05-25,1537
2017-05-26,1537
2017-05-27,1524
2017-05-28,1524
2017-05-29,1524
2017-05-30,1524
2017-05-31,1524
2017-06-01,1575
2017-06-02,1575
2017-06-03,1575
2017-06-04,1575
2017-06-05,1575
2017-06-06,1612
2017-06-07,1612
2017-06-08,1612
2017-06-09,1612
2017-06-10,1612
2017-06-11,1645
2017-06-12,1645
2017-06-13,1645
2017-06-14,1645
2017-06-15,1645
2017-06-16,1627
2017-06-17,1627
2017-06-18,1627
2017-06-19,1627
2017-06-20,1627
2017-06-21,1627
2017-06-22,1571
2017-06-23,1571
2017-06-24,1571
2017-06-25,1571
2017-06-26,1571
2017-06-27,1571
2017-06-28,1571
2017-06-29,1541
2017-06-30,1541
2017-07-01,1541
2017-07-02,1541
2017-07-03,1541
2017-07-04,1541
2017-07-05,1541
2017-07-06,1548
2017-07-07,1548
2017-07-08,1548
2017-07-13,1566
2017-07-14,1566
2017-07-15,1566
2017-07-16,1566
2017-07-17,1566
2017-07-18,1566
2017-07-19,1566
2017-07-20,1527
2017-07-21,1527
2017-07-22,1527
2017-07-23,1527
2017-07-24,1527
2017-07-25,1527
2017-07-26,1527
2017-07-27,1527
2017-07-28,1496
2017-07-29,1496
2017-07-30,1496
2017-07-31,1496
2017-08-01,1496
2017-08-02,1496
2017-08-03,1463
2017-08-04,1463
2017-08-05,1463
2017-08-06,1463
2017-08-09,1431
2017-08-10,1431
2017-08-11,1431
2017-08-12,1431
2017-08-13,1431
2017-08-14,1431
2017-08-15,1398
2017-08-16,1398
2017-08-17,1398
2017-08-18,1398
2017-08-19,1398
2017-08-20,1364
2017-08-21,1364
2017-08-22,1364
2017-08-23,1364
2017-08-24,1364
2017-08-25,1332
2017-08-26,1332
2017-08-27,1332
2017-08-28,1332
2017-08-29,1332
2017-08-30,1318
2017-08-31,1318
2017-09-01,1318
2017-09-03,1318
2017-09-04,1346
2017-09-05,1346
2017-09-06,1346
2017-09-07,1378
2017-09-08,1378
2017-09-09,1378
2017-09-10,1378
2017-09-11,1437
2017-09-12,1437
2017-09-13,1437
2017-09-14,1437
2017-09-15,1437
2017-09-16,1505
2017-09-17,1505
2017-09-18,1505
2017-09-19,1505
2017-09-20,1575
2017-09-21,1575
2017-09-22,1575
2017-09-23,1575
2017-09-24,1575
2017-09-25,1619
2017-09-26,1619
2017-09-27,1619
2017-09-28,1619
2017-09-29,1666
2017-09-30,1666
2017-10-01,1666
2017-10-02,1666
2017-10-03,1666
2017-10-04,1667
2017-10-05,1667
2017-10-06,1667
2017-10-07,1667
2017-10-08,1666
2017-10-09,1666
2017-10-10,1666
2017-10-11,1666
2017-10-12,1666
2017-10-13,1611
2017-10-14,1611
2017-10-15,1611
2017-10-16,1611
2017-10-17,1611
2017-10-18,1572
2017-10-19,1572
2017-10-20,1572
2017-10-21,1572
2017-10-22,1572
2017-10-23,1595
2017-10-24,1595
2017-10-25,1595
2017-10-26,1595
2017-10-27,1568
2017-10-28,1568
2017-10-29,1568
2017-10-30,1568
2017-10-31,1555
2017-11-01,1555
2017-11-02,1555
2017-11-03,1555
2017-11-04,1584
2017-11-05,1584
2017-11-06,1584
2017-11-07,1584
2017-11-08,1584
2017-11-09,1524
2017-11-10,1524
2017-11-11,1524
2017-11-12,1524
2017-11-13,1524
2017-11-14,1459
2017-11-15,1459
2017-11-16,1459
2017-11-17,1459
2017-11-18,1459
2017-11-19,1391
2017-11-20,1391
2017-11-21,1391
2017-11-22,1391
2017-11-23,1392
2017-11-24,1392
2017-11-25,1392
2017-11-26,1392
2017-11-27,1392
2017-11-28,1403
2017-11-29,1403
2017-11-30,1403
2017-12-01,1403
2017-12-02,1403
2017-12-03,1426
2017-12-04,1426
2017-12-05,1426
2017-12-06,1426
2017-12-07,1478
2017-12-08,1478
2017-12-09,1478
2017-12-10,1478
2017-12-11,1532
2017-12-12,1532
2017-12-13,1532
2017-12-14,1532
2017-12-15,1577
2017-12-16,1577
2017-12-17,1577
2017-12-18,1577
2017-12-19,1546
2017-12-20,1546
2017-12-21,1546
2017-12-22,1546
2017-12-23,1546
2017-12-24,1526
2017-12-25,1526
2017-12-26,1526
2017-12-27,1526
2017-12-28,1526
2017-12-29,1453
2017-12-30,1453
2017-12-31,1453
2018-01-01,1453
2018-01-02,1453
2018-01-03,1401
2018-01-04,1401
2018-01-05,1401
2018-01-06,1401
2018-01-07,1360
2018-01-08,1360
2018-01-09,1360
2018-01-10,1360
2018-01-11,1340
2018-01-12,1340
2018-01-13,1340
2018-01-14,1340
2018-01-15,1352
2018-01-16,1352
2018-01-17,1352
2018-01-18,1359
2018-01-19,1359
2018-01-20,1359
2018-01-21,1359
2018-01-22,1372
2018-01-23,1372
2018-01-25,1405
2018-01-26,1367
2018-01-27,1367
2018-01-28,1354
2018-01-29,1359
2018-01-30,1352
2018-01-31,1352
2018-02-01,1379
2018-02-02,1379
2018-02-03,1400
2018-02-04,1400
2018-02-05,1438
2018-02-06,1394
2018-02-07,1350
2018-02-08,1350
2018-02-09,1350
2018-02-10,1350
2018-02-11,1312
2018-02-12,1270
2018-02-13,1270
2018-02-14,1258
2018-02-15,1315
2018-02-16,1315
2018-02-17,1340
2018-02-18,1340
2018-02-19,1359
2018-02-20,1359
2018-02-21,1403
2018-02-22,1403
2018-02-23,1434
2018-02-24,1434
2018-02-25,1453
2018-02-26,1415
2018-02-27,1363
2018-02-28,1363
2018-03-01,1346
2018-03-02,1363
2018-03-03,1363
2018-03-04,1358
2018-03-05,1371
2018-03-06,1380
2018-03-07,1354
2018-03-09,1335
2018-03-10,1335
2018-03-11,1297
2018-03-12,1297
2018-03-13,1255
2018-03-14,1255
2018-03-15,1255
2018-03-16,1261
2018-03-17,1319
2018-03-18,1319
2018-03-20,1268
2018-03-21,1268
2018-03-23,1244
2018-03-24,1279
2018-03-25,1283
2018-03-26,1283
2018-03-27,1296
2018-03-28,1296
2018-03-29,1306
2018-03-30,1306
2018-03-31,1311
2018-04-01,1311
2018-04-02,1335
2018-04-03,1304
2018-04-04,1304
2018-04-05,1291
2018-04-06,1280
2018-04-07,1280
2018-04-08,1291
2018-04-09,1291
2018-04-10,1331
2018-04-11,1347
2018-04-12,1322
2018-04-13,1322
2018-04-14,1360
2018-04-15,1330
2018-04-16,1330
2018-04-17,1328
2018-04-18,1328
2018-04-19,1309
2018-04-20,1296
2018-04-21,1320
2018-04-22,1320
2018-04-23,1305
2018-04-24,1305
2018-04-25,1334
2018-04-26,1334
2018-04-27,1392
2018-04-28,1393
2018-04-29,1393
2018-04-30,1395
2018-05-01,1394
2018-05-03,1374
2018-05-04,1374
2018-05-05,1342
2018-05-07,1348
2018-05-08,1348
2018-05-09,1310
2018-05-10,1310
2018-05-11,1368
2018-05-12,1411
2018-05-13,1411
2018-05-14,1374
2018-05-15,1374
2018-05-16,1355
2018-05-17,1355
2018-05-18,1361
2018-05-19,1361
2018-05-20,1343
2018-05-21,1343
2018-05-22,1343
2018-05-23,1343
2018-05-24,1354
2018-05-25,1354
2018-05-26,1335
2018-05-27,1335
2018-05-28,1359
2018-05-29,1385
2018-05-30,1385
2018-05-31,1442
2018-06-01,1431
2018-06-02,1456
2018-06-03,1456
2018-06-04,1460
2018-06-05,1491
2018-06-06,1536
2018-06-07,1536
2018-06-08,1613
2018-06-09,1613
2018-06-10,1649
2018-06-11,1649
2018-06-12,1595
2018-06-13,1632
2018-06-14,1587
2018-06-15,1587
2018-06-16,1536
2018-06-17,1536
2018-06-18,1481
2018-06-19,1507
2018-06-20,1507
2018-06-21,1505
2018-06-22,1524
2018-06-23,1524
2018-06-24,1563
2018-06-25,1574
2018-06-26,1574
2018-06-27,1624
2018-06-28,1638
2018-06-29,1646
2018-06-30,1646
2018-07-01,1634
2018-07-02,1634
2018-07-03,1677
2018-07-04,1677
2018-07-05,1662
2018-07-06,1675
2018-07-07,1675
2018-07-08,1619
2018-07-09,1619
2018-07-10,1562
2018-07-11,1517
2018-07-12,1517
2018-07-13,1469
2018-07-14,1437
2018-07-15,1437
2018-07-16,1385
2018-07-17,1385
2018-07-18,1359
2018-07-19,1359
2018-07-20,1338
2018-07-21,1346
2018-07-22,1346
2018-07-23,1394
2018-07-24,1394
2018-07-25,1347
2018-07-26,1347
2018-07-27,1346
2018-07-28,1346
2018-07-29,1330
2018-07-30,1330
2018-07-31,1328
2018-08-01,1328
2018-08-02,1322
2018-08-03,1322
2018-08-04,1344
2018-08-05,1330
2018-08-06,1330
2018-08-07,1327
2018-08-08,1394
2018-08-09,1394
2018-08-10,1393
2018-08-11,1390
2018-08-12,1402
2018-08-14,1406
2018-08-16,1439
2018-08-17,1437
2018-08-18,1437
2018-08-19,1484
2018-08-20,1545
2018-08-21,1545
2018-08-22,1608
2018-08-23,1645
2018-08-24,1712
2018-08-25,1679
2018-08-26,1679
2018-08-27,1726
2018-08-28,1760
2018-08-29,1760
2018-08-30,1746
2018-08-31,1787
2018-09-01,1837
2018-09-02,1837
2018-09-03,1907
2018-09-04,1893
2018-09-05,1915
2018-09-06,1915
2018-09-07,1892
2018-09-08,1839
2018-09-09,1839
2018-09-10,1855
2018-09-11,1855
2018-09-12,1860
2018-09-13,1860
2018-09-14,1876
2018-09-15,1944
2018-09-16,1944
2018-09-17,2028
2018-09-18,2022
2018-09-19,2022
2018-09-20,1969
2018-09-21,1969
2018-09-22,1986
2018-09-23,1974
2018-09-24,2005
2018-09-25,2005
2018-09-26,1996
2018-09-27,1996
2018-09-28,1959
2018-09-29,1904
2018-09-30,1904
2018-10-01,1860
2018-10-02,1875
2018-10-03,1856
2018-10-04,1856
2018-10-05,1867
2018-10-06,1871
2018-10-07,1871
2018-10-08,1875
2018-10-09,1842
2018-10-10,1819
2018-10-11,1799
2018-10-12,1799
2018-10-13,1752
2018-10-14,1752
2018-10-15,1728
2018-10-16,1728
2018-10-17,1763
2018-10-18,1800
2018-10-19,1797
2018-10-20,1797
2018-10-21,1746
2018-10-22,1758
2018-10-23,1758
2018-10-24,1786
2018-10-25,1786
2018-10-26,1790
2018-10-27,1802
2018-10-28,1749
2018-10-29,1749
2018-10-30,1768
2018-10-31,1753
2018-11-01,1692
2018-11-03,1682
2018-11-04,1682
2018-11-05,1639
2018-11-06,1603
2018-11-07,1603
2018-11-08,1593
2018-11-09,1593
2018-11-10,1623
2018-11-11,1623
2018-11-12,1695
2018-11-13,1740
2018-11-14,1740
2018-11-15,1693
2018-11-16,1671
2018-11-17,1671
2018-11-18,1678
2018-11-19,1643
2018-11-20,1711
2018-11-21,1745
2018-11-22,1741
2018-11-23,1703
2018-11-24,1637
2018-11-25,1659
2018-11-26,1659
2018-11-27,1741
2018-11-28,1821
2018-11-29,1850
2018-12-01,1837
2018-12-02,1808
2018-12-03,1808
2018-12-04,1798
2018-12-05,1810
2018-12-07,1822
2018-12-09,1764
2018-12-10,1713
2018-12-11,1701
2018-12-12,1726
2018-12-13,1798
2018-12-14,1862
2018-12-15,1949
2018-12-16,1997
2018-12-17,1965
2018-12-18,1954
2018-12-19,1944
2018-12-20,1900
2018-12-21,1861
2018-12-22,1854
2018-12-23,1874
2018-12-24,1823
2018-12-25,1823
2018-12-26,1788
2018-12-27,1757
2018-12-28,1757
2018-12-29,1720
2018-12-30,1720
2018-12-31,1690
2019-01-01,1690
2019-01-02,1646
2019-01-03,1611
2019-01-04,1548
2019-01-05,1496
2019-01-06,1470
2019-01-08,1547
2019-01-10,1540
2019-01-11,1484
2019-01-12,1483
2019-01-13,1479
2019-01-14,1441
2019-01-15,1462
2019-01-16,1469
2019-01-17,1514
2019-01-18,1543
2019-01-19,1573
2019-01-20,1622
2019-01-21,1646
2019-01-22,1637
2019-01-23,1679
2019-01-24,1720
2019-01-25,1800
2019-01-26,1890
2019-01-27,1858
2019-01-28,1849
2019-01-29,1801
2019-01-30,1831
2019-01-31,1872
2019-02-01,1938
2019-02-02,1989
2019-02-03,2009
2019-02-04,2009
2019-02-05,2015
2019-02-06,1956
2019-02-07,1930
2019-02-08,1906
2019-02-09,1929
2019-02-10,2025
2019-02-11,2085
2019-02-12,2140
2019-02-13,2109
2019-02-14,2109
2019-02-15,2041
2019-02-16,1942
2019-02-17,1844
2019-02-18,1868
2019-02-19,1815
2019-02-20,1823
2019-02-21,1852
2019-02-22,1811
2019-02-23,1748
2019-02-24,1731
2019-02-25,1664
2019-02-26,1623
2019-02-27,1568
2019-02-28,1561
2019-03-01,1591
2019-03-02,1567
2019-03-03,1547
2019-03-04,1562
2019-03-05,1575
2019-03-06,1621
2019-03-07,1621
2019-03-08,1621
2019-03-09,1703
2019-03-10,1703
2019-03-11,1789
2019-03-12,1793
2019-03-13,1778
2019-03-14,1748
2019-03-15,1728
2019-03-16,1670
2019-03-17,1649
2019-03-18,1625
2019-03-19,1636
2019-03-20,1648
2019-03-21,1655
2019-03-22,1631
2019-03-23,1649
2019-03-24,1689
2019-03-25,1689
2019-03-26,1719
2019-03-27,1719
2019-03-28,1710
2019-03-29,1715
