date_obj,Bronze%20full%20helm%20(t) price
2015-12-15,14008
2015-12-16,14008
2015-12-17,14008
2015-12-18,13574
2015-12-19,13574
2015-12-20,13574
2015-12-21,13430
2015-12-22,13430
2015-12-23,13389
2015-12-24,13389
2015-12-25,13389
2015-12-26,13716
2015-12-27,13716
2015-12-28,13716
2015-12-29,14138
2015-12-30,14138
2015-12-31,14138
2016-01-01,14695
2016-01-02,14695
2016-01-03,14695
2016-01-04,14995
2016-01-05,14995
2016-01-06,14995
2016-01-07,14628
2016-01-08,14628
2016-01-09,14628
2016-01-10,14931
2016-01-11,14931
2016-01-12,15238
2016-01-13,15238
2016-01-14,15238
2016-01-15,15737
2016-01-16,15737
2016-01-17,15737
2016-01-18,15980
2016-01-19,15980
2016-01-20,15980
2016-01-21,16420
2016-01-22,16420
2016-01-23,16420
2016-01-24,16387
2016-01-25,16387
2016-01-26,15898
2016-01-27,15898
2016-01-28,15727
2016-01-29,15727
2016-01-30,15707
2016-01-31,15707
2016-02-01,16053
2016-02-02,16053
2016-02-03,16305
2016-02-04,16305
2016-02-05,16305
2016-02-06,16486
2016-02-07,16486
2016-02-08,16486
2016-02-09,16486
2016-02-10,16486
2016-02-11,16554
2016-02-12,16554
2016-02-13,16966
2016-02-14,16966
2016-02-15,16966
2016-02-16,17391
2016-02-17,17391
2016-02-18,17391
2016-02-19,17287
2016-02-20,17287
2016-02-21,17319
2016-02-22,17319
2016-02-23,17319
2016-02-24,17516
2016-02-25,17516
2016-02-26,17516
2016-02-27,18185
2016-02-28,18185
2016-02-29,18185
2016-03-01,18394
2016-03-02,18394
2016-03-03,18394
2016-03-04,18028
2016-03-05,18028
2016-03-06,18028
2016-03-07,17963
2016-03-08,17963
2016-03-09,17963
2016-03-10,17887
2016-03-11,17887
2016-03-12,17887
2016-03-13,18162
2016-03-14,18162
2016-03-15,18754
2016-03-16,18754
2016-03-17,18754
2016-03-18,18398
2016-03-19,18398
2016-03-20,18398
2016-03-21,17647
2016-03-22,17647
2016-03-23,16980
2016-03-24,16980
2016-03-25,16980
2016-03-26,17310
2016-03-27,17310
2016-03-28,17278
2016-03-29,17278
2016-03-30,17278
2016-03-31,16843
2016-04-01,16843
2016-04-02,16843
2016-04-03,16471
2016-04-04,16471
2016-04-05,16471
2016-04-06,16383
2016-04-07,16383
2016-04-08,16130
2016-04-09,16130
2016-04-10,16474
2016-04-11,16474
2016-04-12,16474
2016-04-13,16474
2016-04-14,16332
2016-04-15,16332
2016-04-16,16332
2016-04-17,15989
2016-04-18,15989
2016-04-19,15684
2016-04-20,15684
2016-04-21,15684
2016-04-22,15684
2016-04-23,15919
2016-04-24,15919
2016-04-25,16017
2016-04-26,16017
2016-04-27,15305
2016-04-28,15305
2016-04-29,14651
2016-04-30,14651
2016-05-01,14345
2016-05-02,14345
2016-05-03,14547
2016-05-04,14547
2016-05-05,14741
2016-05-06,14741
2016-05-07,14741
2016-05-08,15327
2016-05-09,15327
2016-05-10,15319
2016-05-11,15319
2016-05-12,15319
2016-05-13,14675
2016-05-14,14675
2016-05-15,14127
2016-05-16,14127
2016-05-17,13661
2016-05-18,13661
2016-05-19,13029
2016-05-22,12888
2016-05-23,13380
2016-05-24,13380
2016-05-25,13754
2016-05-26,13754
2016-05-27,13854
2016-05-28,13854
2016-05-29,13854
2016-05-30,14126
2016-05-31,14126
2016-06-01,14458
2016-06-02,14458
2016-06-03,14458
2016-06-04,14248
2016-06-05,14248
2016-06-06,14064
2016-06-07,14064
2016-06-08,14064
2016-06-09,14381
2016-06-10,14381
2016-06-11,14359
2016-06-12,14359
2016-06-13,14359
2016-06-14,14596
2016-06-15,14596
2016-06-16,14596
2016-06-17,14594
2016-06-18,14594
2016-06-19,14594
2016-06-20,15088
2016-06-21,15088
2016-06-22,15584
2016-06-23,15584
2016-06-24,15584
2016-06-25,15925
2016-06-26,15925
2016-06-27,15925
2016-06-28,16376
2016-06-29,16376
2016-06-30,16376
2016-07-01,16869
2016-07-02,16869
2016-07-03,16869
2016-07-04,17436
2016-07-05,17436
2016-07-06,17173
2016-07-07,17173
2016-07-08,16357
2016-07-09,15632
2016-07-10,15632
2016-07-11,15070
2016-07-12,15070
2016-07-13,14524
2016-07-14,14524
2016-07-15,14039
2016-07-16,14039
2016-07-17,13446
2016-07-18,13446
2016-07-23,11872
2016-07-24,11872
2016-07-25,11687
2016-07-26,11687
2016-07-27,11142
2016-07-28,11142
2016-07-29,10593
2016-07-30,10593
2016-07-31,10593
2016-08-01,10326
2016-08-02,10326
2016-08-03,10206
2016-08-04,10206
2016-08-05,10206
2016-08-06,10340
2016-08-07,10340
2016-08-08,10340
2016-08-09,10446
2016-08-10,10446
2016-08-11,10446
2016-08-12,9988
2016-08-13,9988
2016-08-14,9839
2016-08-15,9839
2016-08-16,9709
2016-08-17,9709
2016-08-18,9709
2016-08-19,9569
2016-08-20,9569
2016-08-21,9569
2016-08-22,9243
2016-08-23,9243
2016-08-24,9022
2016-08-25,9022
2016-08-26,9022
2016-08-28,8821
2016-08-31,8837
2016-09-01,8808
2016-09-02,8808
2016-09-03,8808
2016-09-04,8953
2016-09-05,8953
2016-09-06,9223
2016-09-07,9223
2016-09-08,9223
2016-09-09,9216
2016-09-10,9216
2016-09-11,9216
2016-09-12,9473
2016-09-13,9473
2016-09-14,9473
2016-09-15,9847
2016-09-16,9847
2016-09-17,9847
2016-09-18,9847
2016-09-19,9989
2016-09-20,9989
2016-09-21,9989
2016-09-22,10174
2016-09-23,10174
2016-09-24,10174
2016-09-25,10340
2016-09-26,10340
2016-09-27,10340
2016-09-28,10491
2016-09-29,10491
2016-09-30,10491
2016-10-01,10493
2016-10-02,10493
2016-10-03,10493
2016-10-04,10493
2016-10-05,10215
2016-10-06,10215
2016-10-07,10215
2016-10-08,10492
2016-10-09,10492
2016-10-10,10492
2016-10-11,10762
2016-10-12,10762
2016-10-13,10762
2016-10-14,10902
2016-10-15,10902
2016-10-16,10902
2016-10-17,11015
2016-10-18,11015
2016-10-19,11015
2016-10-20,11015
2016-10-21,11189
2016-10-22,11189
2016-10-23,11189
2016-10-24,11189
2016-10-25,11230
2016-10-26,11230
2016-10-27,11230
2016-10-28,11152
2016-10-29,11152
2016-10-30,10908
2016-10-31,10908
2016-11-01,10908
2016-11-02,10908
2016-11-03,10849
2016-11-04,10849
2016-11-05,10849
2016-11-06,11103
2016-11-07,11103
2016-11-08,11103
2016-11-09,11103
2016-11-10,11308
2016-11-11,11308
2016-11-12,11308
2016-11-13,11394
2016-11-14,11394
2016-11-15,11394
2016-12-07,11028
2016-12-08,11273
2016-12-09,11273
2016-12-10,11273
2016-12-11,11577
2016-12-12,11577
2016-12-13,11577
2016-12-14,11157
2016-12-15,11157
2016-12-16,11157
2016-12-17,10918
2016-12-18,10918
2016-12-19,10918
2016-12-20,10474
2016-12-21,10474
2016-12-22,10116
2016-12-23,10116
2016-12-24,9613
2016-12-25,9613
2016-12-26,9205
2016-12-27,9205
2016-12-28,8782
2016-12-29,8782
2016-12-30,8588
2016-12-31,8588
2017-01-01,8588
2017-01-02,8705
2017-01-03,8705
2017-01-04,8705
2017-01-05,8774
2017-01-06,8774
2017-01-07,8842
2017-01-08,8842
2017-01-09,8939
2017-01-10,8939
2017-01-11,8963
2017-01-12,8963
2017-01-13,8830
2017-01-14,8830
2017-01-15,8726
2017-01-16,8726
2017-01-17,8657
2017-01-18,8657
2017-01-19,8657
2017-01-20,8566
2017-01-21,8566
2017-01-22,8505
2017-01-23,8505
2017-01-27,8977
2017-01-28,9164
2017-01-29,9164
2017-01-30,9164
2017-01-31,9564
2017-02-01,9564
2017-02-02,9698
2017-02-03,9698
2017-02-04,9875
2017-02-05,9875
2017-02-06,9875
2017-02-07,10174
2017-02-08,10174
2017-02-09,10174
2017-02-10,9879
2017-02-11,9879
2017-02-12,9521
2017-02-13,9521
2017-02-14,9772
2017-02-15,9772
2017-02-16,9582
2017-02-18,9582
2017-02-19,9311
2017-02-20,9311
2017-02-21,9097
2017-02-22,9097
2017-02-23,9097
2017-02-24,8773
2017-02-25,8773
2017-02-26,8773
2017-02-27,8711
2017-02-28,8711
2017-03-01,8711
2017-03-02,8686
2017-03-03,8686
2017-03-04,8686
2017-03-05,8908
2017-03-06,8908
2017-03-07,9043
2017-03-08,9043
2017-03-09,9043
2017-03-10,9160
2017-03-11,9160
2017-03-12,9160
2017-03-13,9270
2017-03-14,9270
2017-03-15,9270
2017-03-16,9592
2017-03-17,9592
2017-03-18,9592
2017-03-19,9743
2017-03-20,9743
2017-03-21,9782
2017-03-22,9782
2017-03-23,9782
2017-03-24,9962
2017-03-25,9962
2017-03-26,9962
2017-03-27,10124
2017-03-28,10124
2017-03-29,10240
2017-03-30,10240
2017-03-31,10240
2017-04-01,10513
2017-04-02,10513
2017-04-03,10765
2017-04-04,10765
2017-04-12,11799
2017-04-13,11799
2017-04-14,11998
2017-04-15,11998
2017-04-16,12106
2017-04-17,12106
2017-04-18,12286
2017-04-19,12286
2017-04-20,12286
2017-04-21,12214
2017-04-22,12214
2017-04-23,12214
2017-04-24,12216
2017-04-25,12216
2017-04-26,12302
2017-04-27,12302
2017-04-28,12302
2017-04-29,12205
2017-04-30,12205
2017-05-01,12205
2017-05-02,12526
2017-05-03,12526
2017-05-04,12526
2017-05-05,12044
2017-05-06,12044
2017-05-07,12044
2017-05-08,11528
2017-05-09,11528
2017-05-10,11035
2017-05-11,11035
2017-05-12,11035
2017-05-13,10569
2017-05-14,10569
2017-05-15,10569
2017-05-16,10140
2017-05-17,10140
2017-05-18,10140
2017-05-19,10086
2017-05-20,10086
2017-05-21,10086
2017-05-22,9750
2017-05-23,9750
2017-05-24,9687
2017-05-25,9687
2017-05-26,9687
2017-05-27,9867
2017-05-28,9867
2017-05-29,9867
2017-05-30,10048
2017-05-31,10048
2017-06-01,10048
2017-06-02,9825
2017-06-03,9825
2017-06-04,9825
2017-06-05,9971
2017-06-06,9971
2017-06-07,9857
2017-06-08,9857
2017-06-09,9857
2017-06-10,9589
2017-06-11,9589
2017-06-12,9589
2017-06-13,9202
2017-06-14,9202
2017-06-15,9202
2017-06-16,9239
2017-06-17,9239
2017-06-18,9463
2017-06-19,9463
2017-06-20,9463
2017-06-21,9772
2017-06-22,9772
2017-06-23,9772
2017-06-24,9772
2017-06-25,10038
2017-06-26,10038
2017-06-27,10038
2017-06-28,10418
2017-06-29,10418
2017-06-30,10418
2017-07-01,10711
2017-07-02,10711
2017-07-03,10711
2017-07-04,11174
2017-07-05,11174
2017-07-06,11174
2017-07-07,11174
2017-07-08,11714
2017-07-13,11877
2017-07-14,12237
2017-07-15,12237
2017-07-16,12237
2017-07-17,12237
2017-07-18,12453
2017-07-19,12453
2017-07-20,12453
2017-07-21,12341
2017-07-22,12341
2017-07-23,12341
2017-07-24,12368
2017-07-25,12368
2017-07-26,12368
2017-07-27,12240
2017-07-28,12240
2017-07-29,12240
2017-07-30,12115
2017-07-31,12115
2017-08-01,12115
2017-08-02,12452
2017-08-03,12452
2017-08-04,12452
2017-08-05,12826
2017-08-06,12826
2017-08-09,12996
2017-08-10,12933
2017-08-11,12933
2017-08-12,12933
2017-08-13,12950
2017-08-14,12950
2017-08-15,12950
2017-08-16,12480
2017-08-17,12480
2017-08-18,12480
2017-08-19,12148
2017-08-20,12148
2017-08-21,11758
2017-08-22,11758
2017-08-23,11277
2017-08-24,11277
2017-08-25,11277
2017-08-26,10719
2017-08-27,10719
2017-08-28,10719
2017-08-29,10392
2017-08-30,10392
2017-08-31,10392
2017-09-01,10755
2017-09-02,10755
2017-09-03,10755
2017-09-04,10954
2017-09-05,10954
2017-09-06,10730
2017-09-07,10730
2017-09-08,10730
2017-09-09,10193
2017-09-10,10193
2017-09-11,10193
2017-09-12,9683
2017-09-13,9683
2017-09-14,9493
2017-09-15,9493
2017-09-16,9493
2017-09-17,9117
2017-09-18,9117
2017-09-19,9117
2017-09-20,9033
2017-09-21,9033
2017-09-22,9033
2017-09-23,8847
2017-09-24,8847
2017-09-25,8847
2017-09-26,8434
2017-09-27,8434
2017-09-28,8434
2017-09-29,8218
2017-09-30,8218
2017-10-01,8218
2017-10-02,7898
2017-10-03,7898
2017-10-04,7898
2017-10-05,7764
2017-10-06,7764
2017-10-07,7823
2017-10-08,7823
2017-10-09,7823
2017-10-10,8145
2017-10-11,8145
2017-10-12,8145
2017-10-13,8145
2017-10-14,7952
2017-10-15,7952
2017-10-16,7952
2017-10-17,8154
2017-10-18,8154
2017-10-19,8154
2017-10-20,8505
2017-10-21,8505
2017-10-22,8885
2017-10-23,8885
2017-10-24,8885
2017-10-25,8815
2017-10-26,8815
2017-10-27,8815
2017-10-28,8815
2017-10-29,8941
2017-10-30,8941
2017-10-31,8941
2017-11-01,8941
2017-11-02,9289
2017-11-03,9289
2017-11-04,9663
2017-11-05,9663
2017-11-06,9663
2017-11-07,9783
2017-11-08,9783
2017-11-09,9783
2017-11-10,9783
2017-11-11,9405
2017-11-12,9405
2017-11-13,9405
2017-11-14,9003
2017-11-15,9003
2017-11-16,9003
2017-11-17,8566
2017-11-18,8566
2017-11-19,8566
2017-11-20,8251
2017-11-21,8251
2017-11-22,7874
2017-11-23,7874
2017-11-24,7874
2017-11-25,7500
2017-11-26,7500
2017-11-27,7500
2017-11-28,7314
2017-11-29,7314
2017-11-30,7314
2017-12-01,7363
2017-12-02,7363
2017-12-03,7363
2017-12-04,7600
2017-12-05,7600
2017-12-06,7365
2017-12-07,7365
2017-12-08,7365
2017-12-09,7010
2017-12-10,7010
2017-12-11,6705
2017-12-12,6705
2017-12-13,6705
2017-12-14,6575
2017-12-15,6575
2017-12-16,6575
2017-12-17,6680
2017-12-18,6680
2017-12-19,6680
2017-12-20,6909
2017-12-21,6909
2017-12-22,6909
2017-12-23,6797
2017-12-24,6797
2017-12-25,6797
2017-12-26,6525
2017-12-27,6525
2017-12-28,6525
2017-12-29,6411
2017-12-30,6411
2017-12-31,6333
2018-01-01,6333
2018-01-02,6333
2018-01-03,6203
2018-01-04,6203
2018-01-05,6203
2018-01-06,6330
2018-01-07,6330
2018-01-08,6330
2018-01-09,6193
2018-01-10,6193
2018-01-11,6193
2018-01-12,6076
2018-01-13,6076
2018-01-14,6076
2018-01-15,6044
2018-01-16,6044
2018-01-17,6092
2018-01-18,6092
2018-01-19,6092
2018-01-20,6327
2018-01-21,6327
2018-01-22,6327
2018-01-23,6500
2018-01-24,6500
2018-01-25,6500
2018-01-26,6507
2018-01-27,6507
2018-01-28,6544
2018-01-29,6544
2018-01-30,6544
2018-01-31,6844
2018-02-01,6844
2018-02-02,6844
2018-02-03,6984
2018-02-04,6984
2018-02-05,6984
2018-02-06,6984
2018-02-07,7099
2018-02-08,7099
2018-02-09,7099
2018-02-10,7436
2018-02-11,7436
2018-02-12,7739
2018-02-13,7739
2018-02-14,7739
2018-02-15,8038
2018-02-16,8038
2018-02-17,8038
2018-02-18,8249
2018-02-19,8249
2018-02-20,8249
2018-02-21,8521
2018-02-22,8521
2018-02-23,8521
2018-02-24,8521
2018-02-25,8756
2018-02-26,8756
2018-02-27,8756
2018-02-28,8946
2018-03-01,8946
2018-03-02,8946
2018-03-03,8785
2018-03-04,8785
2018-03-05,8785
2018-03-06,8753
2018-03-07,8753
2018-03-08,8753
2018-03-09,8712
2018-03-10,8712
2018-03-11,8712
2018-03-12,8574
2018-03-13,8574
2018-03-14,8574
2018-03-15,8545
2018-03-16,8545
2018-03-17,8545
2018-03-18,8370
2018-03-19,8370
2018-03-20,8105
2018-03-21,8105
2018-03-23,7868
2018-03-24,7868
2018-03-25,7868
2018-03-26,7868
2018-03-27,7751
2018-03-28,7751
2018-03-29,7751
2018-03-30,7711
2018-03-31,7711
2018-04-01,7711
2018-04-02,7711
2018-04-03,7711
2018-04-04,7711
2018-04-05,8030
2018-04-06,8030
2018-04-07,8030
2018-04-08,8378
2018-04-09,8378
2018-04-10,8378
2018-04-11,8751
2018-04-12,8751
2018-04-13,8751
2018-04-14,8751
2018-04-15,9126
2018-04-16,9126
2018-04-17,9126
2018-04-18,9126
2018-04-19,9126
2018-04-20,9515
2018-04-21,9515
2018-04-22,9515
2018-04-23,9515
2018-04-24,9747
2018-04-25,9747
2018-04-26,9747
2018-04-27,10068
2018-04-28,10068
2018-04-29,10068
2018-04-30,10365
2018-05-01,10365
2018-05-02,10365
2018-05-03,10592
2018-05-04,10592
2018-05-05,10592
2018-05-06,10958
2018-05-07,10958
2018-05-08,10958
2018-05-09,11374
2018-05-10,11374
2018-05-11,11374
2018-05-12,11724
2018-05-13,11724
2018-05-14,11724
2018-05-15,11724
2018-05-16,11551
2018-05-17,11551
2018-05-18,11551
2018-05-19,11000
2018-05-20,11000
2018-05-21,10731
2018-05-22,10731
2018-05-23,10731
2018-05-24,10554
2018-05-25,10554
2018-05-26,10554
2018-05-27,10102
2018-05-28,10102
2018-05-29,10102
2018-05-30,9855
2018-05-31,9855
2018-06-01,9855
2018-06-02,9873
2018-06-03,9873
2018-06-04,9873
2018-06-05,10016
2018-06-06,10016
2018-06-07,10016
2018-06-08,10140
2018-06-09,10140
2018-06-10,10140
2018-06-11,9972
2018-06-12,9972
2018-06-13,9933
2018-06-14,9933
2018-06-15,9933
2018-06-16,9933
2018-06-17,9967
2018-06-18,9967
2018-06-19,9967
2018-06-20,9967
2018-06-21,9837
2018-06-22,9837
2018-06-23,9837
2018-06-24,9894
2018-06-25,9894
2018-06-26,9894
2018-06-27,9828
2018-06-28,9828
2018-06-29,9546
2018-06-30,9546
2018-07-01,9700
2018-07-02,9700
2018-07-03,9700
2018-07-04,9700
2018-07-05,10074
2018-07-06,10074
2018-07-07,9947
2018-07-08,9947
2018-07-09,9947
2018-07-10,9840
2018-07-11,9840
2018-07-12,9840
2018-07-13,9840
2018-07-14,9776
2018-07-15,9776
2018-07-16,9776
2018-07-17,9329
2018-07-18,9329
2018-07-19,9329
2018-07-20,8872
2018-07-21,8872
2018-07-22,8671
2018-07-23,8671
2018-07-24,8779
2018-07-25,8779
2018-07-26,8779
2018-07-27,8518
2018-07-28,8518
2018-07-29,8518
2018-07-30,8214
2018-07-31,8214
2018-08-01,8358
2018-08-02,8358
2018-08-03,8527
2018-08-04,8527
2018-08-05,8527
2018-08-06,8637
2018-08-07,8637
2018-08-08,9030
2018-08-09,9030
2018-08-10,9030
2018-08-11,8808
2018-08-12,8808
2018-08-14,8991
2018-08-16,9384
2018-08-17,9384
2018-08-18,9384
2018-08-19,9804
2018-08-20,9804
2018-08-21,10258
2018-08-22,10258
2018-08-23,10726
2018-08-24,10726
2018-08-25,11146
2018-08-26,11146
2018-08-27,11146
2018-08-28,11458
2018-08-29,11458
2018-08-30,11458
2018-08-31,11897
2018-09-01,11897
2018-09-02,11997
2018-09-03,11997
2018-09-04,11918
2018-09-05,11918
2018-09-06,11918
2018-09-07,11716
2018-09-08,11716
2018-09-09,11716
2018-09-10,11642
2018-09-11,11642
2018-09-12,11642
2018-09-13,11982
2018-09-14,11982
2018-09-15,12429
2018-09-16,12429
2018-09-17,12429
2018-09-18,12861
2018-09-19,12861
2018-09-20,12861
2018-09-21,13355
2018-09-22,13355
2018-09-23,13919
2018-09-24,13919
2018-09-25,13919
2018-09-26,14033
2018-09-27,14033
2018-09-28,14033
2018-09-29,13993
2018-09-30,13993
2018-10-01,14110
2018-10-02,14110
2018-10-03,14110
2018-10-04,14297
2018-10-05,14297
2018-10-06,14640
2018-10-07,14640
2018-10-08,14640
2018-10-09,14640
2018-10-10,15168
2018-10-11,15168
2018-10-12,15168
2018-10-13,15704
2018-10-14,15704
2018-10-15,15704
2018-10-16,15712
2018-10-17,15712
2018-10-18,16071
2018-10-19,16071
2018-10-20,16071
2018-10-21,16597
2018-10-22,16597
2018-10-23,16597
2018-10-24,17116
2018-10-25,17116
2018-10-26,17116
2018-10-27,16981
2018-10-28,16981
2018-10-29,16365
2018-10-30,16365
2018-10-31,16306
2018-11-01,16306
2018-11-03,16346
2018-11-04,16255
2018-11-05,16699
2018-11-06,16699
2018-11-07,16647
2018-11-08,16647
2018-11-09,17129
2018-11-10,17787
2018-11-11,17787
2018-11-12,18074
2018-11-13,18592
2018-11-15,18879
2018-11-16,18778
2018-11-17,18778
2018-11-18,19452
2018-11-19,19452
2018-11-20,20030
2018-11-21,20030
2018-11-22,20512
2018-11-23,20512
2018-11-24,20854
2018-11-25,20716
2018-11-26,20716
2018-11-27,20713
2018-11-28,20833
2018-11-29,20833
2018-12-01,21376
2018-12-02,20682
2018-12-03,20682
2018-12-04,19738
2018-12-05,18907
2018-12-07,18084
2018-12-09,17569
2018-12-10,16877
2018-12-11,16877
2018-12-12,16420
2018-12-13,16145
2018-12-14,16145
2018-12-15,15619
2018-12-16,15883
2018-12-17,15883
2018-12-18,15904
2018-12-19,15904
2018-12-20,15839
2018-12-21,15839
2018-12-22,15767
2018-12-23,16005
2018-12-24,16169
2018-12-25,16169
2018-12-26,16792
2018-12-27,17386
2018-12-28,17386
2018-12-29,17781
2018-12-30,17781
2018-12-31,17712
2019-01-01,17712
2019-01-02,17775
2019-01-03,17775
2019-01-04,17279
2019-01-05,16931
2019-01-06,16334
2019-01-08,15525
2019-01-10,14911
2019-01-11,14911
2019-01-12,14482
2019-01-13,14482
2019-01-14,14025
2019-01-15,14025
2019-01-16,13982
2019-01-17,13982
2019-01-18,13743
2019-01-19,13743
2019-01-20,13467
2019-01-21,13467
2019-01-22,13426
2019-01-23,13426
2019-01-24,13194
2019-01-25,13194
2019-01-26,12943
2019-01-27,12943
2019-01-28,12393
2019-01-29,12393
2019-01-30,12208
2019-01-31,12208
2019-02-01,12169
2019-02-02,12169
2019-02-03,12034
2019-02-04,12034
2019-02-05,11966
2019-02-06,11966
2019-02-07,11520
2019-02-08,11520
2019-02-09,11351
2019-02-10,11351
2019-02-11,11735
2019-02-12,11735
2019-02-13,12018
2019-02-14,12018
2019-02-15,12156
2019-02-16,12156
2019-02-17,12152
2019-02-18,12152
2019-02-19,11797
2019-02-20,11797
2019-02-21,11670
2019-02-22,11670
2019-02-23,11380
2019-02-24,11299
2019-02-25,11299
2019-02-26,11259
2019-02-27,11259
2019-02-28,11259
2019-03-01,11150
2019-03-02,11150
2019-03-03,11094
2019-03-04,11094
2019-03-05,11494
2019-03-06,11487
2019-03-07,11487
2019-03-08,11487
2019-03-09,11159
2019-03-10,10909
2019-03-11,10909
2019-03-12,10632
2019-03-13,10632
2019-03-14,10339
2019-03-15,10339
2019-03-16,10339
2019-03-17,9959
2019-03-18,9959
2019-03-19,9959
2019-03-20,9591
2019-03-21,9316
2019-03-22,9316
2019-03-23,9030
