date_obj,Verac's%20brassard price
2015-10-14,285224
2015-10-15,283087
2015-10-16,271366
2015-10-17,271366
2015-10-18,260814
2015-10-19,253105
2015-10-20,240916
2015-10-22,229433
2015-10-23,220061
2015-10-24,222025
2015-10-25,232329
2015-10-26,243812
2015-10-27,243812
2015-10-29,266784
2015-10-30,266784
2015-10-31,279809
2015-11-01,279809
2015-11-02,291485
2015-11-03,292931
2015-11-04,292931
2015-11-05,287174
2015-11-06,287174
2015-11-07,274705
2015-11-08,274705
2015-11-09,261231
2015-11-10,251245
2015-11-11,240238
2015-11-12,228334
2015-11-13,220161
2015-11-14,217222
2015-11-15,215274
2015-11-16,215274
2015-11-17,213335
2015-11-18,217773
2015-11-19,226212
2015-11-20,221460
2015-11-21,221460
2015-11-22,216814
2015-11-23,216814
2015-11-24,213368
2015-11-25,214605
2015-11-26,214605
2015-11-27,212022
2015-11-28,206576
2015-11-29,199841
2015-11-30,198678
2015-12-01,198678
2015-12-02,199459
2015-12-03,204690
2015-12-04,204690
2015-12-05,204289
2015-12-06,197014
2015-12-07,200296
2015-12-08,208232
2015-12-09,209577
2015-12-10,203307
2015-12-11,200095
2015-12-13,202463
2015-12-14,202463
2015-12-15,208618
2015-12-16,218888
2015-12-17,227224
2015-12-18,233488
2015-12-19,232169
2015-12-20,230069
2015-12-21,238072
2015-12-22,249104
2015-12-23,260523
2015-12-24,272235
2015-12-25,283222
2015-12-26,295231
2015-12-27,289641
2015-12-28,292252
2015-12-29,278211
2015-12-30,264300
2015-12-31,251190
2016-01-01,243754
2016-01-02,238515
2016-01-03,244950
2016-01-04,252248
2016-01-05,252112
2016-01-06,260270
2016-01-07,264977
2016-01-08,259417
2016-01-09,250470
2016-01-10,238089
2016-01-11,227790
2016-01-12,220067
2016-01-13,219696
2016-01-14,228960
2016-01-15,237815
2016-01-16,240097
2016-01-17,241599
2016-01-18,234882
2016-01-19,224920
2016-01-20,220185
2016-01-21,211847
2016-01-22,211112
2016-01-23,218869
2016-01-24,224498
2016-01-25,223105
2016-01-26,224219
2016-01-27,219747
2016-01-28,219747
2016-01-29,219693
2016-01-30,219693
2016-01-31,217510
2016-02-01,222976
2016-02-02,220918
2016-02-03,217028
2016-02-04,212277
2016-02-05,211859
2016-02-06,210692
2016-02-07,213848
2016-02-08,214806
2016-02-09,218170
2016-02-10,217231
2016-02-11,216646
2016-02-12,225294
2016-02-13,235376
2016-02-14,235376
2016-02-15,238403
2016-02-16,233583
2016-02-17,225243
2016-02-18,215743
2016-02-19,212456
2016-02-20,215231
2016-02-21,214916
2016-02-22,214916
2016-02-23,210391
2016-02-24,204741
2016-02-25,209325
2016-02-26,209325
2016-02-27,213100
2016-02-28,218449
2016-02-29,215260
2016-03-01,215315
2016-03-02,222455
2016-03-03,221695
2016-03-04,221622
2016-03-05,215659
2016-03-06,208011
2016-03-07,206695
2016-03-08,212350
2016-03-09,218746
2016-03-10,226741
2016-03-11,228810
2016-03-12,233626
2016-03-13,226586
2016-03-14,219659
2016-03-15,216901
2016-03-16,206904
2016-03-17,200704
2016-03-18,192943
2016-03-19,190748
2016-03-20,197352
2016-03-21,198447
2016-03-22,202608
2016-03-23,196193
2016-03-24,197467
2016-03-25,197481
2016-03-26,197757
2016-03-27,196556
2016-03-28,191979
2016-03-29,198042
2016-03-30,198042
2016-03-31,199443
2016-04-01,198826
2016-04-02,194957
2016-04-03,192754
2016-04-04,192052
2016-04-05,190330
2016-04-06,194148
2016-04-07,197223
2016-04-08,197245
2016-04-09,195973
2016-04-10,200632
2016-04-11,200632
2016-04-12,206992
2016-04-13,210264
2016-04-14,212994
2016-04-15,215931
2016-04-16,218339
2016-04-17,223396
2016-04-18,219521
2016-04-19,209603
2016-04-20,202293
2016-04-21,203350
2016-04-22,203350
2016-04-23,197976
2016-04-24,196334
2016-04-25,196577
2016-04-26,197877
2016-04-27,207168
2016-04-28,212173
2016-04-29,206863
2016-04-30,203393
2016-05-01,211706
2016-05-02,207822
2016-05-03,202961
2016-05-04,194116
2016-05-05,189023
2016-05-06,189023
2016-05-07,190340
2016-05-08,194393
2016-05-09,199923
2016-05-10,195063
2016-05-11,188450
2016-05-12,193586
2016-05-13,198990
2016-05-14,204762
2016-05-15,199282
2016-05-16,196566
2016-05-17,189963
2016-05-18,194223
2016-05-19,200591
2016-05-22,196646
2016-05-23,193435
2016-05-24,192975
2016-05-25,187901
2016-05-26,192783
2016-05-27,193039
2016-05-28,191706
2016-05-29,193255
2016-05-30,193255
2016-05-31,189417
2016-06-01,193994
2016-06-02,194571
2016-06-03,193897
2016-06-04,195092
2016-06-05,190559
2016-06-06,192199
2016-06-07,192199
2016-06-08,191955
2016-06-09,193611
2016-06-10,193147
2016-06-11,190018
2016-06-12,188037
2016-06-13,191917
2016-06-14,193638
2016-06-15,193038
2016-06-16,194568
2016-06-17,191094
2016-06-18,196758
2016-06-19,202741
2016-06-20,201932
2016-06-21,205838
2016-06-22,214255
2016-06-23,224583
2016-06-24,227282
2016-06-25,223910
2016-06-26,218826
2016-06-27,210324
2016-06-28,206639
2016-06-29,206833
2016-06-30,202871
2016-07-01,203809
2016-07-02,206505
2016-07-03,216747
2016-07-04,226474
2016-07-05,232206
2016-07-06,224136
2016-07-07,217093
2016-07-08,209317
2016-07-09,203655
2016-07-10,202451
2016-07-11,194376
2016-07-12,186876
2016-07-13,185368
2016-07-14,189592
2016-07-15,193763
2016-07-16,195480
2016-07-17,200297
2016-07-18,201144
2016-07-24,207313
2016-07-25,201086
2016-07-26,194878
2016-07-27,191316
2016-07-28,197088
2016-07-29,202051
2016-07-30,203776
2016-07-31,203776
2016-08-01,202618
2016-08-02,204583
2016-08-03,205375
2016-08-04,206625
2016-08-05,211019
2016-08-06,207268
2016-08-07,205928
2016-08-08,208896
2016-08-09,206434
2016-08-10,207145
2016-08-11,204445
2016-08-12,205874
2016-08-13,210915
2016-08-14,213299
2016-08-15,219296
2016-08-16,224903
2016-08-17,229582
2016-08-18,226183
2016-08-19,217011
2016-08-20,209852
2016-08-21,210186
2016-08-22,215881
2016-08-23,211952
2016-08-24,205440
2016-08-25,203524
2016-08-26,203524
2016-08-28,208467
2016-08-31,209594
2016-09-01,210014
2016-09-02,210014
2016-09-03,210015
2016-09-04,214994
2016-09-05,220680
2016-09-06,225442
2016-09-07,221512
2016-09-08,221512
2016-09-09,222403
2016-09-10,222516
2016-09-11,222516
2016-09-12,219657
2016-09-13,213614
2016-09-14,213614
2016-09-15,209760
2016-09-16,209760
2016-09-17,205502
2016-09-18,209171
2016-09-19,215766
2016-09-20,215766
2016-09-21,216495
2016-09-22,214311
2016-09-23,212049
2016-09-24,212049
2016-09-25,212293
2016-09-26,212293
2016-09-27,218323
2016-09-28,221743
2016-09-29,221743
2016-09-30,221101
2016-10-01,218832
2016-10-02,225045
2016-10-03,227556
2016-10-04,232872
2016-10-05,233027
2016-10-06,237806
2016-10-07,233353
2016-10-08,233473
2016-10-09,240625
2016-10-10,240090
2016-10-11,228277
2016-10-12,224662
2016-10-13,226290
2016-10-14,234092
2016-10-15,242369
2016-10-16,253820
2016-10-17,259003
2016-10-18,251364
2016-10-19,249939
2016-10-20,252677
2016-10-21,260456
2016-10-22,260456
2016-10-23,266121
2016-10-24,278207
2016-10-25,278207
2016-10-26,288333
2016-10-27,289224
2016-10-28,281852
2016-10-29,282169
2016-10-30,280128
2016-10-31,279410
2016-11-01,279410
2016-11-02,284106
2016-11-03,287855
2016-11-04,294071
2016-11-05,294071
2016-11-06,288886
2016-11-07,284522
2016-11-08,290147
2016-11-09,288624
2016-11-10,279361
2016-11-11,275625
2016-11-12,268588
2016-11-13,255158
2016-11-14,249754
2016-12-08,226469
2016-12-09,226226
2016-12-10,229032
2016-12-11,233058
2016-12-12,239054
2016-12-13,241622
2016-12-14,250429
2016-12-15,253592
2016-12-16,261446
2016-12-17,268858
2016-12-18,267422
2016-12-19,264671
2016-12-20,256332
2016-12-21,245344
2016-12-22,240851
2016-12-23,242628
2016-12-24,254711
2016-12-25,265668
2016-12-26,278639
2016-12-27,292268
2016-12-28,298448
2016-12-29,288692
2016-12-30,280625
2016-12-31,276405
2017-01-01,273181
2017-01-02,268836
2017-01-03,267137
2017-01-04,265803
2017-01-05,253065
2017-01-06,241474
2017-01-07,250530
2017-01-08,263057
2017-01-09,276210
2017-01-10,290021
2017-01-11,302366
2017-01-12,288430
2017-01-13,275763
2017-01-14,275182
2017-01-15,271173
2017-01-16,265008
2017-01-17,255836
2017-01-18,245858
2017-01-19,234590
2017-01-20,224058
2017-01-21,215829
2017-01-22,218718
2017-01-27,215870
2017-01-28,224511
2017-01-29,224595
2017-01-30,224779
2017-01-31,218819
2017-02-01,208581
2017-02-02,198962
2017-02-03,190083
2017-02-04,193106
2017-02-05,196831
2017-02-06,196901
2017-02-07,192342
2017-02-08,191297
2017-02-09,193203
2017-02-10,190344
2017-02-11,192772
2017-02-12,194957
2017-02-13,195240
2017-02-14,197206
2017-02-15,200679
2017-02-16,201427
2017-02-18,202516
2017-02-19,200445
2017-02-20,195104
2017-02-21,193753
2017-02-22,188832
2017-02-23,191929
2017-02-24,193060
2017-02-25,198959
2017-02-26,197816
2017-02-27,198025
2017-02-28,197496
2017-03-01,196578
2017-03-02,198536
2017-03-03,197847
2017-03-04,196754
2017-03-05,194313
2017-03-06,193903
2017-03-07,192587
2017-03-08,196839
2017-03-09,201494
2017-03-10,204883
2017-03-11,207810
2017-03-12,208172
2017-03-13,211811
2017-03-14,205303
2017-03-15,200886
2017-03-16,200979
2017-03-17,198612
2017-03-18,196051
2017-03-19,195994
2017-03-20,193415
2017-03-21,197017
2017-03-22,196249
2017-03-23,199946
2017-03-24,199750
2017-03-25,198679
2017-03-26,202097
2017-03-27,199074
2017-03-28,198219
2017-03-29,206918
2017-03-30,217264
2017-03-31,227919
2017-04-01,237875
2017-04-02,243260
2017-04-03,237388
2017-04-04,230508
2017-04-12,194597
2017-04-13,200834
2017-04-14,203261
2017-04-15,195896
2017-04-16,188245
2017-04-17,190102
2017-04-18,193903
2017-04-19,195579
2017-04-20,199529
2017-04-21,205133
2017-04-22,214967
2017-04-23,223478
2017-04-24,225513
2017-04-25,219435
2017-04-26,217136
2017-04-27,213718
2017-04-28,216621
2017-04-29,218774
2017-04-30,226529
2017-05-01,230500
2017-05-02,226535
2017-05-03,220731
2017-05-04,213325
2017-05-05,209151
2017-05-06,207503
2017-05-07,207264
2017-05-08,210665
2017-05-09,213952
2017-05-10,218551
2017-05-11,216250
2017-05-12,214183
2017-05-13,209189
2017-05-14,207803
2017-05-15,211619
2017-05-16,216967
2017-05-17,214621
2017-05-18,212911
2017-05-19,210971
2017-05-20,211791
2017-05-21,211791
2017-05-22,210357
2017-05-23,207510
2017-05-24,203803
2017-05-25,198163
2017-05-26,200608
2017-05-27,203838
2017-05-28,210096
2017-05-29,213442
2017-05-30,212246
2017-05-31,210642
2017-06-01,206926
2017-06-02,207945
2017-06-03,206208
2017-06-06,205844
2017-06-07,199021
2017-06-08,196376
2017-06-09,189507
2017-06-10,191171
2017-06-11,190046
2017-06-12,196191
2017-06-13,198600
2017-06-14,200675
2017-06-15,202615
2017-06-16,208616
2017-06-17,214862
2017-06-18,223756
2017-06-19,223756
2017-06-20,222305
2017-06-21,226659
2017-06-22,220267
2017-06-23,221826
2017-06-24,225003
2017-06-25,232813
2017-06-26,241846
2017-06-27,248487
2017-06-28,237104
2017-06-29,230250
2017-06-30,219762
2017-07-01,219762
2017-07-02,213585
2017-07-03,209050
2017-07-04,204182
2017-07-05,203821
2017-07-06,204783
2017-07-07,213732
2017-07-08,223789
2017-07-13,232704
2017-07-14,227338
2017-07-15,228241
2017-07-16,235589
2017-07-17,241337
2017-07-18,229460
2017-07-19,221249
2017-07-20,222373
2017-07-21,216873
2017-07-22,218331
2017-07-23,221664
2017-07-24,222798
2017-07-25,217786
2017-07-26,210936
2017-07-27,206382
2017-07-28,204208
2017-07-29,197927
2017-07-30,200323
2017-07-31,202028
2017-08-01,204207
2017-08-02,209339
2017-08-03,212096
2017-08-04,207121
2017-08-05,213859
2017-08-06,224323
2017-08-09,210374
2017-08-10,214508
2017-08-11,221024
2017-08-12,231887
2017-08-13,236739
2017-08-14,229572
2017-08-15,219116
2017-08-16,217545
2017-08-17,221458
2017-08-18,232085
2017-08-19,243690
2017-08-20,241496
2017-08-21,230288
2017-08-22,226420
2017-08-23,223307
2017-08-24,213407
2017-08-25,206623
2017-08-26,202732
2017-08-27,208856
2017-08-28,219153
2017-08-29,216633
2017-08-30,219401
2017-08-31,219917
2017-09-01,219778
2017-09-02,224512
2017-09-03,232409
2017-09-04,233272
2017-09-05,223211
2017-09-06,215742
2017-09-07,215983
2017-09-08,208223
2017-09-09,209144
2017-09-10,212394
2017-09-11,207614
2017-09-12,201402
2017-09-13,199297
2017-09-14,206666
2017-09-15,206666
2017-09-16,213451
2017-09-17,215838
2017-09-18,221791
2017-09-19,224285
2017-09-20,222596
2017-09-21,215190
2017-09-22,211687
2017-09-23,219680
2017-09-24,219418
2017-09-25,224841
2017-09-26,214968
2017-09-27,211702
2017-09-28,214206
2017-09-29,222023
2017-09-30,220689
2017-10-01,214690
2017-10-02,211709
2017-10-03,213028
2017-10-04,211546
2017-10-05,212835
2017-10-06,221963
2017-10-07,223624
2017-10-08,220102
2017-10-09,215603
2017-10-10,211517
2017-10-11,211517
2017-10-12,211600
2017-10-13,218496
2017-10-14,229173
2017-10-15,240632
2017-10-16,233566
2017-10-17,223432
2017-10-18,213785
2017-10-19,213425
2017-10-20,215230
2017-10-21,223516
2017-10-22,233038
2017-10-23,229087
2017-10-24,218587
2017-10-25,217726
2017-10-26,214018
2017-10-27,221042
2017-10-28,221042
2017-10-29,224347
2017-10-30,216061
2017-10-31,211457
2017-11-01,211457
2017-11-02,215844
2017-11-03,210580
2017-11-04,216266
2017-11-05,215731
2017-11-06,214554
2017-11-07,212611
2017-11-08,211411
2017-11-09,216561
2017-11-10,213011
2017-11-11,209692
2017-11-12,205656
2017-11-13,203702
2017-11-14,202697
2017-11-15,207948
2017-11-16,214242
2017-11-17,211600
2017-11-18,205921
2017-11-19,208865
2017-11-20,202658
2017-11-21,209438
2017-11-22,214100
2017-11-23,213485
2017-11-24,205570
2017-11-25,199548
2017-11-26,194777
2017-11-27,194777
2017-11-28,190053
2017-11-29,185992
2017-11-30,191003
2017-12-01,187394
2017-12-02,183015
2017-12-03,184923
2017-12-04,192000
2017-12-05,188166
2017-12-06,187999
2017-12-07,190672
2017-12-08,190841
2017-12-09,192669
2017-12-10,195866
2017-12-11,201191
2017-12-12,203682
2017-12-13,205131
2017-12-14,205433
2017-12-15,204356
2017-12-16,208947
2017-12-17,208240
2017-12-18,211467
2017-12-19,217821
2017-12-20,213582
2017-12-21,213441
2017-12-22,213333
2017-12-23,217685
2017-12-24,217224
2017-12-25,218123
2017-12-26,228060
2017-12-27,217902
2017-12-28,214480
2017-12-29,216756
2017-12-30,215936
2017-12-31,216266
2018-01-01,216526
2018-01-02,217686
2018-01-03,219802
2018-01-04,218735
2018-01-05,215763
2018-01-06,220528
2018-01-07,226218
2018-01-08,216563
2018-01-09,212315
2018-01-10,211802
2018-01-11,213560
2018-01-12,210576
2018-01-13,207547
2018-01-14,203744
2018-01-15,201671
2018-01-16,203915
2018-01-17,207571
2018-01-18,208590
2018-01-19,208590
2018-01-20,211025
2018-01-21,211868
2018-01-22,214243
2018-01-23,218391
2018-01-24,215494
2018-01-25,213704
2018-01-26,210938
2018-01-27,209270
2018-01-28,210445
2018-01-29,206493
2018-01-30,210957
2018-02-01,206354
2018-02-02,206574
2018-02-03,208935
2018-02-04,212464
2018-02-05,213168
2018-02-06,211742
2018-02-07,211923
2018-02-08,214543
2018-02-09,214149
2018-02-10,215820
2018-02-11,213597
2018-02-12,210623
2018-02-13,207131
2018-02-14,205763
2018-02-15,206528
2018-02-16,207766
2018-02-17,207621
2018-02-18,203436
2018-02-19,202034
2018-02-20,206643
2018-02-21,208816
2018-02-22,212635
2018-02-23,212558
2018-02-24,213281
2018-02-25,215324
2018-02-26,215948
2018-02-27,218864
2018-02-28,216877
2018-03-01,212666
2018-03-02,209142
2018-03-03,209968
2018-03-04,212646
2018-03-05,210035
2018-03-06,208779
2018-03-07,213191
2018-03-08,212221
2018-03-09,211144
2018-03-10,214889
2018-03-11,211444
2018-03-12,212412
2018-03-13,210847
2018-03-14,206548
2018-03-15,210853
2018-03-16,212898
2018-03-17,214375
2018-03-18,211675
2018-03-19,208510
2018-03-20,208840
2018-03-21,208459
2018-03-23,210119
2018-03-24,209254
2018-03-26,214519
2018-03-27,216504
2018-03-28,217607
2018-03-29,215765
2018-03-30,217934
2018-03-31,226471
2018-04-01,228857
2018-04-02,234166
2018-04-03,234194
2018-04-04,234510
2018-04-05,231664
2018-04-06,225328
2018-04-08,214911
2018-04-09,212924
2018-04-10,213466
2018-04-11,212966
2018-04-12,209135
2018-04-13,209827
2018-04-14,207320
2018-04-16,206938
2018-04-17,210784
2018-04-18,210988
2018-04-19,210834
2018-04-20,212272
2018-04-21,209666
2018-04-22,206364
2018-04-23,210353
2018-04-24,209676
2018-04-25,210026
2018-04-26,208223
2018-04-27,207794
2018-04-28,210266
2018-04-29,209023
2018-04-30,209473
2018-05-02,205390
2018-05-03,202962
2018-05-04,201317
2018-05-05,206061
2018-05-06,207962
2018-05-07,206331
2018-05-08,207131
2018-05-09,210123
2018-05-10,210480
2018-05-11,209646
2018-05-12,206898
2018-05-13,207323
2018-05-14,208530
2018-05-15,206760
2018-05-16,208001
2018-05-17,205876
2018-05-18,207535
2018-05-19,207520
2018-05-20,209516
2018-05-21,206055
2018-05-22,207709
2018-05-23,207317
2018-05-24,208045
2018-05-25,206261
2018-05-26,203061
2018-05-27,200362
2018-05-28,202842
2018-05-29,200890
2018-05-30,201726
2018-05-31,205827
2018-06-01,208085
2018-06-02,208971
2018-06-03,206744
2018-06-04,207562
2018-06-05,205740
2018-06-06,204503
2018-06-07,197463
2018-06-08,198487
2018-06-09,197958
2018-06-10,197649
2018-06-11,196896
2018-06-12,193071
2018-06-13,191171
2018-06-14,192266
2018-06-15,194711
2018-06-16,196728
2018-06-17,200766
2018-06-18,205530
2018-06-19,206217
2018-06-20,212170
2018-06-21,208993
2018-06-22,207369
2018-06-23,207277
2018-06-24,206738
2018-06-25,207617
2018-06-26,204763
2018-06-27,205655
2018-06-28,205534
2018-06-29,204363
2018-06-30,203336
2018-07-01,203233
2018-07-02,205362
2018-07-03,206041
2018-07-04,206166
2018-07-05,208287
2018-07-06,206509
2018-07-07,205251
2018-07-08,203007
2018-07-09,204983
2018-07-10,206003
2018-07-11,206877
2018-07-12,205557
2018-07-13,207459
2018-07-14,209715
2018-07-15,210901
2018-07-16,208560
2018-07-17,206459
2018-07-18,205043
2018-07-19,205485
2018-07-20,204750
2018-07-21,201917
2018-07-22,200880
2018-07-23,201799
2018-07-24,202443
2018-07-25,203619
2018-07-26,205167
2018-07-27,204714
2018-07-28,201387
2018-07-29,204335
2018-07-30,205209
2018-07-31,205445
2018-08-01,206336
2018-08-02,206216
2018-08-03,207378
2018-08-04,209267
2018-08-05,213494
2018-08-06,217122
2018-08-07,214041
2018-08-08,213506
2018-08-09,215053
2018-08-10,215353
2018-08-11,213078
2018-08-12,217547
2018-08-14,220442
2018-08-16,215836
2018-08-17,221303
2018-08-18,225287
2018-08-19,234626
2018-08-20,235009
2018-08-21,233968
2018-08-22,231757
2018-08-23,228528
2018-08-24,221764
2018-08-25,217870
2018-08-26,219361
2018-08-27,218782
2018-08-28,216259
2018-08-29,216061
2018-08-30,219346
2018-08-31,224905
2018-09-01,227366
2018-09-02,228552
2018-09-03,237420
2018-09-04,242924
2018-09-05,244622
2018-09-06,248131
2018-09-07,246249
2018-09-08,237592
2018-09-09,234641
2018-09-10,231771
2018-09-11,230497
2018-09-12,226783
2018-09-13,226709
2018-09-14,229948
2018-09-15,229020
2018-09-16,237206
2018-09-17,242111
2018-09-18,247943
2018-09-19,245184
2018-09-20,243222
2018-09-21,244212
2018-09-22,251156
2018-09-23,262444
2018-09-24,261542
2018-09-25,258553
2018-09-26,256767
2018-09-27,258889
2018-09-28,254419
2018-09-29,248221
2018-09-30,245290
2018-10-02,232174
2018-10-03,224550
2018-10-04,222442
2018-10-05,221114
2018-10-06,220831
2018-10-07,220939
2018-10-08,222651
2018-10-09,219558
2018-10-10,217223
2018-10-11,217699
2018-10-12,218353
2018-10-13,218984
2018-10-14,221681
2018-10-15,217776
2018-10-16,215092
2018-10-17,215384
2018-10-18,214940
2018-10-19,216758
2018-10-20,218991
2018-10-21,219821
2018-10-22,218897
2018-10-23,213883
2018-10-24,211615
2018-10-25,210056
2018-10-26,210024
2018-10-27,209472
2018-10-28,209305
2018-10-29,210461
2018-10-30,210826
2018-10-31,211639
2018-11-01,212053
2018-11-03,210884
2018-11-04,210622
2018-11-05,211555
2018-11-06,211395
2018-11-07,213465
2018-11-08,212192
2018-11-09,213794
2018-11-10,213382
2018-11-11,212106
2018-11-12,212086
2018-11-13,211021
2018-11-14,211125
2018-11-15,210878
2018-11-16,214079
2018-11-17,215384
2018-11-18,214758
2018-11-19,211517
2018-11-20,210813
2018-11-21,210041
2018-11-22,210004
2018-11-23,210044
2018-11-24,211745
2018-11-25,210366
2018-11-26,210249
2018-11-27,210653
2018-11-28,209872
2018-11-29,208890
2018-12-01,210027
2018-12-02,209456
2018-12-03,213551
2018-12-04,212192
2018-12-05,213265
2018-12-07,211867
2018-12-09,210217
2018-12-10,209616
2018-12-11,210712
2018-12-12,210832
2018-12-13,208372
2018-12-14,207519
2018-12-15,204891
2018-12-16,206003
2018-12-17,204799
2018-12-18,200089
2018-12-19,197709
2018-12-20,199543
2018-12-21,199097
2018-12-22,199184
2018-12-23,198277
2018-12-24,198689
2018-12-25,200199
2018-12-26,198672
2018-12-27,195043
2018-12-28,199002
2018-12-29,199166
2018-12-30,193809
2018-12-31,188849
2019-01-01,190444
2019-01-02,192474
2019-01-03,186757
2019-01-04,188109
2019-01-05,189103
2019-01-06,190286
2019-01-08,197039
2019-01-10,192108
2019-01-11,192078
2019-01-12,188504
2019-01-13,180292
2019-01-14,175788
2019-01-15,174458
2019-01-16,182317
2019-01-17,184276
2019-01-18,178238
2019-01-19,181512
2019-01-20,178350
2019-01-21,184412
2019-01-22,191970
2019-01-23,192322
2019-01-24,192558
2019-01-25,190192
2019-01-26,185918
2019-01-27,189621
2019-01-28,191511
2019-01-29,194367
2019-01-30,199719
2019-01-31,205297
2019-02-01,207372
2019-02-02,207603
2019-02-03,208910
2019-02-04,206805
2019-02-05,206519
2019-02-06,206935
2019-02-07,206925
2019-02-08,206089
2019-02-09,203103
2019-02-10,195248
2019-02-11,190981
2019-02-12,186889
2019-02-13,188807
2019-02-14,188268
2019-02-15,188622
2019-02-16,190117
2019-02-17,185281
2019-02-18,179674
2019-02-19,177603
2019-02-20,182524
2019-02-21,186508
2019-02-22,186781
2019-02-23,190593
2019-02-24,193740
2019-02-25,191694
2019-02-26,192467
2019-02-27,191583
2019-02-28,191629
2019-03-01,193255
2019-03-02,194369
2019-03-03,197579
2019-03-04,195465
2019-03-05,194871
2019-03-06,193104
2019-03-07,190207
2019-03-08,188783
2019-03-09,187205
2019-03-10,183547
2019-03-11,182487
2019-03-12,182241
2019-03-13,180128
2019-03-14,179102
2019-03-15,178944
2019-03-16,185811
2019-03-17,189506
2019-03-18,189153
2019-03-19,188469
2019-03-20,191199
2019-03-21,192494
2019-03-22,184319
2019-03-23,180373
2019-03-24,180027
2019-03-25,174694
2019-03-26,174217
2019-03-27,174068
2019-03-28,178331
2019-03-29,182388
2019-03-30,184584
2019-03-31,182536
2019-04-01,182304
2019-04-02,183398
2019-04-03,181810
2019-04-04,180923
2019-04-05,182663
