date_obj,Enchanted%20top price
2016-07-27,79548
2016-07-28,80059
2016-07-29,81158
2016-07-30,81031
2016-07-31,81259
2016-08-01,81630
2016-08-02,82654
2016-08-03,84050
2016-08-04,84778
2016-08-05,84779
2016-08-06,84988
2016-08-07,85165
2016-08-08,85530
2016-08-09,85310
2016-08-10,86116
2016-08-11,86677
2016-08-12,86738
2016-08-13,86691
2016-08-14,86336
2016-08-15,85673
2016-08-16,86447
2016-08-17,86378
2016-08-18,85182
2016-08-19,84310
2016-08-20,81858
2016-08-21,82293
2016-08-22,82369
2016-08-23,82786
2016-08-24,82771
2016-08-25,82313
2016-08-26,80550
2016-08-28,79400
2016-08-31,79481
2016-09-01,78829
2016-09-02,79090
2016-09-03,79539
2016-09-04,80896
2016-09-05,81596
2016-09-06,80755
2016-09-07,81012
2016-09-08,81252
2016-09-09,81970
2016-09-10,81006
2016-09-11,81879
2016-09-12,81789
2016-09-13,83005
2016-09-14,83313
2016-09-15,84197
2016-09-16,83880
2016-09-17,85381
2016-09-18,86030
2016-09-19,84452
2016-09-20,85931
2016-09-21,86340
2016-09-22,86399
2016-09-23,86380
2016-09-24,87381
2016-09-25,87391
2016-09-26,87115
2016-09-27,87862
2016-09-28,88407
2016-09-29,88758
2016-09-30,89981
2016-10-01,90132
2016-10-02,90113
2016-10-03,88014
2016-10-04,88220
2016-10-05,87563
2016-10-06,87452
2016-10-07,87076
2016-10-08,86680
2016-10-09,85073
2016-10-10,86172
2016-10-11,86761
2016-10-12,86689
2016-10-13,86440
2016-10-14,87192
2016-10-15,87415
2016-10-16,88324
2016-10-17,87904
2016-10-18,87217
2016-10-19,87304
2016-10-20,87977
2016-10-21,87563
2016-10-22,84939
2016-10-23,85415
2016-10-24,86269
2016-10-25,86618
2016-10-26,84553
2016-10-27,83547
2016-10-28,84223
2016-10-29,84657
2016-10-30,84919
2016-10-31,85104
2016-11-01,85271
2016-11-02,85168
2016-11-03,86245
2016-11-04,86205
2016-11-05,86662
2016-11-06,85982
2016-11-07,86202
2016-11-08,86845
2016-11-09,87049
2016-11-10,86606
2016-11-11,85852
2016-11-12,86749
2016-11-13,87583
2016-11-14,87810
2016-11-15,87836
2016-12-07,92739
2016-12-08,91578
2016-12-09,90653
2016-12-10,91499
2016-12-11,90406
2016-12-12,91470
2016-12-13,90897
2016-12-14,90540
2016-12-15,90701
2016-12-16,89893
2016-12-17,90403
2016-12-18,89967
2016-12-19,89867
2016-12-20,88456
2016-12-21,89308
2016-12-22,85682
2016-12-23,84811
2016-12-24,84861
2016-12-25,84617
2016-12-26,85225
2016-12-27,85016
2016-12-28,84311
2016-12-29,82101
2016-12-30,82889
2016-12-31,82557
2017-01-01,81886
2017-01-02,80786
2017-01-03,80072
2017-01-04,79248
2017-01-05,78792
2017-01-06,78696
2017-01-07,78713
2017-01-08,78288
2017-01-09,78783
2017-01-10,79136
2017-01-11,79772
2017-01-12,80585
2017-01-13,80376
2017-01-14,80320
2017-01-15,80907
2017-01-16,81768
2017-01-17,82512
2017-01-18,81836
2017-01-19,81541
2017-01-20,79978
2017-01-21,80338
2017-01-22,82206
2017-01-23,82419
2017-01-27,82027
2017-01-28,81618
2017-01-29,82851
2017-01-30,81927
2017-01-31,82698
2017-02-01,83556
2017-02-02,84055
2017-02-03,82541
2017-02-04,82233
2017-02-05,80977
2017-02-06,79869
2017-02-07,80369
2017-02-08,81316
2017-02-09,81478
2017-02-10,83328
2017-02-11,83956
2017-02-12,85189
2017-02-13,84697
2017-02-14,85015
2017-02-15,83268
2017-02-16,83636
2017-02-18,84586
2017-02-19,83219
2017-02-20,84120
2017-02-21,83107
2017-02-22,83683
2017-02-23,83593
2017-02-24,82618
2017-02-25,82827
2017-02-26,82833
2017-02-27,83433
2017-02-28,83309
2017-03-01,83523
2017-03-02,84228
2017-03-03,83349
2017-03-04,83495
2017-03-05,82793
2017-03-06,82204
2017-03-07,83145
2017-03-08,84391
2017-03-09,85682
2017-03-10,85680
2017-03-11,86250
2017-03-12,86598
2017-03-13,86245
2017-03-14,85419
2017-03-15,85551
2017-03-16,85819
2017-03-17,85339
2017-03-18,85340
2017-03-19,84393
2017-03-20,85095
2017-03-21,84512
2017-03-22,84988
2017-03-23,84635
2017-03-24,84059
2017-03-25,84883
2017-03-26,84156
2017-03-27,84133
2017-03-28,84366
2017-03-29,83207
2017-03-30,82348
2017-03-31,82996
2017-04-01,83571
2017-04-02,83550
2017-04-03,84273
2017-04-04,84066
2017-04-12,82803
2017-04-13,83768
2017-04-14,83945
2017-04-15,83676
2017-04-16,84632
2017-04-17,84118
2017-04-18,84623
2017-04-19,84170
2017-04-20,84480
2017-04-21,84691
2017-04-22,85975
2017-04-23,84792
2017-04-24,84901
2017-04-25,85423
2017-04-26,86229
2017-04-27,86878
2017-04-28,86515
2017-04-29,86725
2017-04-30,86213
2017-05-01,86406
2017-05-02,85976
2017-05-03,84925
2017-05-04,84594
2017-05-05,81507
2017-05-06,80876
2017-05-07,79994
2017-05-08,79235
2017-05-09,78661
2017-05-10,79721
2017-05-11,80118
2017-05-12,81007
2017-05-13,80762
2017-05-14,81482
2017-05-15,81608
2017-05-16,80974
2017-05-17,80545
2017-05-18,80624
2017-05-19,80117
2017-05-20,78814
2017-05-21,78422
2017-05-22,78407
2017-05-23,77510
2017-05-24,77059
2017-05-25,76792
2017-05-26,76090
2017-05-27,76785
2017-05-28,76421
2017-05-29,76469
2017-05-30,76172
2017-05-31,77134
2017-06-01,76548
2017-06-02,75636
2017-06-03,75623
2017-06-04,74721
2017-06-05,74583
2017-06-06,71594
2017-06-07,72947
2017-06-08,73684
2017-06-09,74352
2017-06-10,73863
2017-06-11,74164
2017-06-12,73364
2017-06-13,73725
2017-06-14,72850
2017-06-15,72498
2017-06-16,73461
2017-06-17,74310
2017-06-18,75440
2017-06-19,78031
2017-06-20,76858
2017-06-21,76149
2017-06-22,76933
2017-06-23,76839
2017-06-24,77978
2017-06-25,76072
2017-06-26,76598
2017-06-27,77278
2017-06-28,78787
2017-06-29,79444
2017-06-30,78705
2017-07-01,79335
2017-07-02,79740
2017-07-03,80158
2017-07-04,81730
2017-07-05,84814
2017-07-06,83915
2017-07-07,81667
2017-07-08,81343
2017-07-13,83795
2017-07-14,83754
2017-07-15,84506
2017-07-16,85706
2017-07-17,86965
2017-07-18,86605
2017-07-19,85572
2017-07-20,86830
2017-07-21,86061
2017-07-22,85783
2017-07-23,85961
2017-07-24,86572
2017-07-25,86436
2017-07-26,85907
2017-07-27,86372
2017-07-28,86404
2017-07-29,85888
2017-07-30,85070
2017-07-31,86139
2017-08-01,85970
2017-08-02,86086
2017-08-03,85307
2017-08-04,85236
2017-08-05,83958
2017-08-06,82222
2017-08-09,78543
2017-08-10,78145
2017-08-11,77423
2017-08-12,77243
2017-08-13,77117
2017-08-14,77434
2017-08-15,77677
2017-08-16,77898
2017-08-17,76410
2017-08-18,76115
2017-08-19,77023
2017-08-20,77772
2017-08-21,77595
2017-08-22,76365
2017-08-23,75668
2017-08-24,75883
2017-08-25,76672
2017-08-26,76406
2017-08-27,76482
2017-08-28,76461
2017-08-29,76747
2017-08-30,76082
2017-08-31,75275
2017-09-01,75331
2017-09-03,75436
2017-09-04,75822
2017-09-05,75789
2017-09-06,74758
2017-09-07,75151
2017-09-08,75326
2017-09-09,74742
2017-09-10,74844
2017-09-11,75070
2017-09-12,74525
2017-09-13,74635
2017-09-14,75598
2017-09-15,75811
2017-09-16,76036
2017-09-17,76376
2017-09-18,76758
2017-09-19,76062
2017-09-20,76226
2017-09-21,76525
2017-09-22,77011
2017-09-23,75627
2017-09-24,75551
2017-09-25,76042
2017-09-26,75358
2017-09-27,75506
2017-09-28,75127
2017-09-29,75846
2017-09-30,75996
2017-10-01,76174
2017-10-02,76190
2017-10-03,75321
2017-10-04,75715
2017-10-05,75531
2017-10-06,76061
2017-10-07,75384
2017-10-08,76076
2017-10-09,76942
2017-10-10,76038
2017-10-11,73744
2017-10-12,73067
2017-10-13,73481
2017-10-14,73723
2017-10-15,73118
2017-10-16,73878
2017-10-17,73315
2017-10-18,73257
2017-10-19,73443
2017-10-20,72886
2017-10-21,73418
2017-10-22,74033
2017-10-23,74390
2017-10-24,73655
2017-10-25,73371
2017-10-26,74213
2017-10-27,74143
2017-10-28,74650
2017-10-29,75033
2017-10-30,75147
2017-10-31,75345
2017-11-01,76296
2017-11-02,75044
2017-11-03,74577
2017-11-04,74707
2017-11-05,74944
2017-11-06,74585
2017-11-07,75461
2017-11-08,75974
2017-11-09,76237
2017-11-10,76276
2017-11-11,76957
2017-11-12,77302
2017-11-13,77725
2017-11-14,77747
2017-11-15,78053
2017-11-16,76597
2017-11-17,76861
2017-11-18,77678
2017-11-19,77735
2017-11-20,78550
2017-11-21,78430
2017-11-22,79422
2017-11-23,79593
2017-11-24,79000
2017-11-25,78144
2017-11-26,78665
2017-11-27,78500
2017-11-28,78381
2017-11-29,77714
2017-11-30,76402
2017-12-01,76795
2017-12-02,77917
2017-12-03,77554
2017-12-04,78040
2017-12-05,77383
2017-12-06,77035
2017-12-07,76224
2017-12-08,77405
2017-12-09,76898
2017-12-10,77449
2017-12-11,77457
2017-12-12,77434
2017-12-13,77705
2017-12-14,77528
2017-12-15,78612
2017-12-16,79082
2017-12-17,78530
2017-12-18,78831
2017-12-19,78099
2017-12-20,78486
2017-12-21,78305
2017-12-22,78407
2017-12-23,78716
2017-12-24,78321
2017-12-25,78850
2017-12-26,77872
2017-12-27,78481
2017-12-28,79079
2017-12-29,79635
2017-12-30,79829
2017-12-31,79541
2018-01-01,79798
2018-01-02,79470
2018-01-03,80571
2018-01-04,79775
2018-01-05,80356
2018-01-06,78968
2018-01-07,79469
2018-01-08,80060
2018-01-09,80856
2018-01-10,81219
2018-01-11,80034
2018-01-12,80860
2018-01-13,80581
2018-01-14,80651
2018-01-15,80574
2018-01-16,79980
2018-01-17,81053
2018-01-18,82324
2018-01-19,80823
2018-01-20,81022
2018-01-21,81477
2018-01-22,80820
2018-01-23,81175
2018-01-25,81163
2018-01-26,81097
2018-01-27,81548
2018-01-28,82434
2018-01-29,81618
2018-01-30,80574
2018-01-31,80182
2018-02-01,79835
2018-02-02,80527
2018-02-03,80380
2018-02-04,80814
2018-02-05,81215
2018-02-06,83207
2018-02-07,85961
2018-02-08,86316
2018-02-09,86198
2018-02-10,83988
2018-02-11,82545
2018-02-12,80546
2018-02-13,79625
2018-02-14,79129
2018-02-15,80234
2018-02-16,78020
2018-02-17,77163
2018-02-18,78902
2018-02-19,79094
2018-02-20,77489
2018-02-21,78154
2018-02-22,78176
2018-02-23,78307
2018-02-24,78274
2018-02-25,78203
2018-02-26,79238
2018-02-27,78557
2018-02-28,78058
2018-03-01,79313
2018-03-02,79858
2018-03-03,79755
2018-03-04,80422
2018-03-05,80498
2018-03-06,79693
2018-03-07,79957
2018-03-09,83142
2018-03-10,83233
2018-03-11,83653
2018-03-12,83253
2018-03-13,86507
2018-03-14,88909
2018-03-15,89356
2018-03-16,89832
2018-03-17,89914
2018-03-18,87437
2018-03-20,81601
2018-03-21,82272
2018-03-23,83157
2018-03-24,82032
2018-03-25,82020
2018-03-26,81431
2018-03-27,79778
2018-03-28,79617
2018-03-29,80518
2018-03-30,79679
2018-03-31,80680
2018-04-01,81225
2018-04-02,81640
2018-04-03,80918
2018-04-04,81099
2018-04-05,81746
2018-04-06,81376
2018-04-07,82438
2018-04-08,82251
2018-04-09,82578
2018-04-10,82048
2018-04-11,81282
2018-04-12,80601
2018-04-13,80025
2018-04-14,78648
2018-04-15,78018
2018-04-16,77651
2018-04-17,77875
2018-04-18,78217
2018-04-19,78330
2018-04-20,79046
2018-04-21,79109
2018-04-22,80704
2018-04-23,81143
2018-04-24,80749
2018-04-25,80789
2018-04-26,80804
2018-04-27,81548
2018-04-28,81659
2018-04-29,82757
2018-04-30,81854
2018-05-01,81210
2018-05-03,80933
2018-05-04,80499
2018-05-05,79758
2018-05-07,80229
2018-05-08,80700
2018-05-09,80589
2018-05-10,82762
2018-05-11,82236
2018-05-12,82324
2018-05-13,82564
2018-05-14,81292
2018-05-15,81793
2018-05-16,81476
2018-05-17,81333
2018-05-18,81184
2018-05-19,80903
2018-05-20,83076
2018-05-21,85447
2018-05-22,87460
2018-05-23,86760
2018-05-24,85759
2018-05-25,84794
2018-05-26,85405
2018-05-27,84699
2018-05-28,86032
2018-05-29,84009
2018-05-30,85436
2018-05-31,87172
2018-06-01,89363
2018-06-02,87857
2018-06-03,86145
2018-06-04,85511
2018-06-05,84150
2018-06-06,83663
2018-06-07,83393
2018-06-08,84158
2018-06-09,85730
2018-06-10,85521
2018-06-11,83748
2018-06-12,85447
2018-06-13,85608
2018-06-14,85676
2018-06-15,85529
2018-06-16,84786
2018-06-17,83601
2018-06-18,84240
2018-06-19,84327
2018-06-20,83021
2018-06-22,82789
2018-06-23,80549
2018-06-24,80673
2018-06-25,80642
2018-06-26,80267
2018-06-27,80265
2018-06-28,80377
2018-06-29,80899
2018-06-30,81508
2018-07-01,80953
2018-07-02,80717
2018-07-03,81206
2018-07-04,80574
2018-07-05,81419
2018-07-06,81384
2018-07-07,81192
2018-07-08,80396
2018-07-09,79303
2018-07-10,79372
2018-07-11,80264
2018-07-12,79481
2018-07-13,79551
2018-07-14,80504
2018-07-15,80580
2018-07-16,79465
2018-07-17,78430
2018-07-18,79134
2018-07-19,78824
2018-07-20,77597
2018-07-21,76602
2018-07-22,77279
2018-07-23,77609
2018-07-24,76294
2018-07-25,77039
2018-07-26,77374
2018-07-27,77448
2018-07-28,78137
2018-07-29,79251
2018-07-30,79877
2018-07-31,79182
2018-08-01,78781
2018-08-02,79393
2018-08-03,79233
2018-08-04,79650
2018-08-05,81639
2018-08-06,84417
2018-08-07,86266
2018-08-08,90157
2018-08-09,94370
2018-08-10,98366
2018-08-11,99956
2018-08-12,102302
2018-08-14,102956
2018-08-16,104561
2018-08-17,103719
2018-08-18,104111
2018-08-19,102164
2018-08-20,101908
2018-08-21,100843
2018-08-22,99223
2018-08-23,98476
2018-08-24,96198
2018-08-25,91388
2018-08-26,87748
2018-08-27,84584
2018-08-28,82342
2018-08-29,81033
2018-08-30,79910
2018-08-31,80559
2018-09-01,81197
2018-09-02,81271
2018-09-03,81644
2018-09-04,81998
2018-09-05,82723
2018-09-06,82627
2018-09-07,84958
2018-09-08,84184
2018-09-09,82143
2018-09-10,81992
2018-09-11,82065
2018-09-12,82481
2018-09-13,81715
2018-09-14,81469
2018-09-15,81085
2018-09-16,78697
2018-09-17,75572
2018-09-18,76907
2018-09-19,78409
2018-09-20,78776
2018-09-21,78853
2018-09-22,79055
2018-09-23,79060
2018-09-24,79677
2018-09-25,78317
2018-09-26,78312
2018-09-27,77565
2018-09-28,78492
2018-09-29,79212
2018-09-30,79921
2018-10-01,78423
2018-10-02,79036
2018-10-03,79084
2018-10-04,78431
2018-10-05,78726
2018-10-06,78582
2018-10-07,77469
2018-10-08,78552
2018-10-09,79047
2018-10-10,78260
2018-10-11,77487
2018-10-12,77240
2018-10-13,78062
2018-10-14,77842
2018-10-15,77005
2018-10-16,77042
2018-10-17,76226
2018-10-18,76128
2018-10-19,76289
2018-10-20,78052
2018-10-21,78782
2018-10-22,79129
2018-10-23,78948
2018-10-24,79355
2018-10-25,79411
2018-10-26,80209
2018-10-27,79781
2018-10-28,79001
2018-10-29,77392
2018-10-30,77493
2018-10-31,78439
2018-11-01,79039
2018-11-03,79581
2018-11-04,80258
2018-11-05,80617
2018-11-06,80330
2018-11-07,80238
2018-11-08,80880
2018-11-09,81477
2018-11-10,79978
2018-11-11,80134
2018-11-12,80658
2018-11-13,81037
2018-11-14,81581
2018-11-15,83072
2018-11-16,83724
2018-11-17,83662
2018-11-18,83494
2018-11-19,82981
2018-11-20,83681
2018-11-21,83024
2018-11-22,83708
2018-11-23,83221
2018-11-24,83622
2018-11-25,84622
2018-11-26,84553
2018-11-27,85334
2018-11-28,84070
2018-11-29,84585
2018-12-01,84869
2018-12-02,84907
2018-12-03,85419
2018-12-04,86236
2018-12-05,86152
2018-12-07,85673
2018-12-09,86914
2018-12-10,87228
2018-12-11,87523
2018-12-12,87389
2018-12-13,87062
2018-12-14,87965
2018-12-15,88030
2018-12-16,87351
2018-12-17,85909
2018-12-18,86374
2018-12-19,87291
2018-12-20,87316
2018-12-21,87098
2018-12-22,87232
2018-12-23,86215
2018-12-24,86914
2018-12-25,86549
2018-12-26,87446
2018-12-27,87911
2018-12-28,87712
2018-12-29,88000
2018-12-30,87342
2018-12-31,87420
2019-01-01,87007
2019-01-02,87491
2019-01-03,86738
2019-01-04,86774
2019-01-05,87181
2019-01-06,87209
2019-01-08,87323
2019-01-10,84742
2019-01-11,84839
2019-01-12,84377
2019-01-13,84421
2019-01-14,84097
2019-01-15,84557
2019-01-16,85108
2019-01-17,86745
2019-01-18,87064
2019-01-19,86489
2019-01-20,85907
2019-01-21,85882
2019-01-22,85094
2019-01-23,84691
2019-01-24,85267
2019-01-25,83958
2019-01-26,83826
2019-01-27,82096
2019-01-28,81621
2019-01-29,81472
2019-01-30,80815
2019-01-31,80355
2019-02-01,79458
2019-02-02,78764
2019-02-03,79374
2019-02-04,79388
2019-02-05,80932
2019-02-06,81356
2019-02-07,81374
2019-02-08,82935
2019-02-09,81904
2019-02-10,81962
2019-02-11,80581
2019-02-12,81557
2019-02-13,82215
2019-02-14,82274
2019-02-15,82643
2019-02-16,82165
2019-02-17,82174
2019-02-18,81995
2019-02-19,80365
2019-02-20,81375
2019-02-21,81785
2019-02-22,81946
2019-02-23,80446
2019-02-24,80620
2019-02-25,81957
2019-02-26,82073
2019-02-27,81929
2019-02-28,81354
2019-03-01,81323
2019-03-02,81682
2019-03-03,81487
2019-03-04,81399
2019-03-05,82726
2019-03-06,83068
2019-03-07,84415
2019-03-08,84116
2019-03-09,81443
2019-03-10,82045
2019-03-11,83280
2019-03-12,83976
2019-03-13,83328
2019-03-14,83273
2019-03-15,83142
2019-03-16,83479
2019-03-17,83392
2019-03-18,83048
2019-03-19,82264
2019-03-20,81782
2019-03-21,81851
2019-03-22,79849
2019-03-23,79389
2019-03-24,80117
2019-03-25,78861
2019-03-26,78366
2019-03-27,79676
2019-03-28,79491
2019-03-29,80577
2019-03-30,80241
2019-03-31,79571
