date_obj,Cooked%20oomlie%20wrap price
2019-03-27,6212
2019-03-28,6346
2019-03-29,6082
2019-03-30,6082
2019-03-31,6054
2019-04-01,6112
2019-04-02,6112
2019-04-03,6015
2019-04-04,5964
2019-04-05,5964
2019-04-06,5960
2019-04-07,5864
2019-04-08,5866
2019-04-09,5866
2019-04-10,5827
2019-04-11,6010
2019-04-12,6255
2019-04-13,6315
2019-04-14,6279
2019-04-15,6279
2019-04-16,6250
2019-04-17,6250
2019-04-18,6366
2019-04-19,6578
2019-04-20,6688
2019-04-21,6890
2019-04-22,7035
2019-04-23,7119
2019-04-24,7119
2019-04-25,7199
2019-04-26,7395
2019-04-27,7395
2019-04-28,7380
2019-04-29,7380
2019-04-30,7253
2019-05-01,7253
2019-05-02,7049
2019-05-03,6955
2019-05-04,6659
2019-05-05,6659
2019-05-06,6413
2019-05-07,6116
2019-05-08,6116
2019-05-09,5893
2019-05-10,5700
2019-05-11,5644
2019-05-12,5703
2019-05-13,5923
2019-05-14,6147
2019-05-15,6147
2019-05-16,6254
2019-05-17,6254
2019-05-18,6414
2019-05-19,6414
2019-05-20,6273
2019-05-21,6273
2019-05-22,6184
2019-05-23,6184
2019-05-24,6143
2019-05-25,6112
2019-05-26,6112
2019-05-27,6088
2019-05-28,6088
2019-05-29,6154
2019-05-30,6154
2019-05-31,6035
2019-06-01,6035
2019-06-02,6085
2019-06-03,6067
2019-06-04,6179
2019-06-05,6346
2019-06-06,6521
2019-06-07,6593
2019-06-08,6767
2019-06-09,7050
2019-06-10,7050
2019-06-11,7078
2019-06-12,7078
2019-06-13,6821
2019-06-14,6735
2019-06-15,6735
2019-06-16,6765
2019-06-17,6765
2019-06-18,6840
2019-06-19,6840
2019-06-20,6783
2019-06-21,6783
2019-06-22,6701
2019-06-23,6639
2019-06-24,6639
2019-06-25,6599
2019-06-26,6599
2019-06-27,6673
2019-06-28,6673
2019-06-29,6655
2019-06-30,6554
2019-07-01,6554
2019-07-02,6536
2019-07-03,6536
2019-07-04,6516
2019-07-05,6431
2019-07-06,6431
2019-07-07,6423
2019-07-08,6423
2019-07-09,6429
2019-07-10,6326
2019-07-11,6326
2019-07-12,6258
2019-07-13,6258
2019-07-14,6335
2019-07-15,6335
2019-07-16,6136
2019-07-17,6314
2019-07-18,6314
2019-07-19,6272
2019-07-20,6272
2019-07-21,6078
2019-07-22,6078
2019-07-23,5953
2019-07-24,5953
2019-07-25,5989
2019-07-26,5989
2019-07-27,5991
2019-07-28,5991
2019-07-29,5940
2019-07-30,5940
2019-07-31,5884
2019-08-01,5884
2019-08-02,5681
2019-08-03,5737
2019-08-04,5737
2019-08-05,5450
2019-08-06,5212
2019-08-07,4960
2019-08-08,4960
2019-08-09,4724
2019-08-10,4716
2019-08-11,4716
2019-08-12,4888
2019-08-13,4888
2019-08-14,5109
2019-08-15,5329
2019-08-16,5487
2019-08-17,5487
2019-08-18,5551
2019-08-19,5551
2019-08-20,5763
2019-08-21,5763
2019-08-22,5949
2019-08-23,5949
2019-08-24,6132
2019-08-24,6132
2019-08-25,6132
2019-08-25,6132
2019-08-26,6234
2019-08-26,6234
2019-08-27,6234
2019-08-27,6234
2019-08-28,6120
2019-08-29,6120
2019-08-30,6327
2019-08-31,6327
2019-09-01,6372
2019-09-02,6372
2019-09-03,6496
2019-09-04,6496
2019-09-05,6465
2019-09-06,6465
2019-09-07,6349
2019-09-08,6475
2019-09-09,6475
2019-09-10,6656
2019-09-11,6656
2019-09-12,6892
2019-09-13,6892
2019-09-14,6837
2019-09-15,6837
2019-09-16,6711
2019-09-17,6711
2019-09-18,6709
2019-09-19,6709
2019-09-20,6647
2019-09-21,6739
2019-09-22,6739
2019-09-23,6763
2019-09-24,6763
2019-09-25,6749
2019-09-26,6789
2019-09-27,6789
2019-09-28,6574
2019-09-29,6574
2019-09-30,6425
2019-10-01,6350
2019-10-02,6350
2019-10-03,6335
2019-10-04,6335
2019-10-05,6299
2019-10-06,6233
2019-10-07,6233
2019-10-08,6134
2019-10-09,6134
2019-10-10,6048
2019-10-11,6048
2019-10-12,6083
2019-10-13,6076
2019-10-14,6211
2019-10-15,6211
2019-10-16,5987
2019-10-17,5987
2019-10-18,5966
2019-10-19,5802
2019-10-20,5802
2019-10-21,5706
2019-10-22,5706
2019-10-23,5801
2019-10-24,5801
2019-10-25,5953
2019-10-26,6042
2019-10-27,6042
2019-10-28,5874
2019-10-29,5874
2019-10-30,5979
2019-10-31,5979
2019-11-01,6172
2019-11-02,6182
2019-11-03,6152
2019-11-04,6152
2019-11-05,5992
2019-11-06,5992
2019-11-07,5923
2019-11-08,5923
2019-11-09,5887
2019-11-10,5909
2019-11-11,6061
2019-11-12,6061
2019-11-13,6168
2019-11-14,6168
2019-11-15,6346
2019-11-16,6317
2019-11-17,6317
2019-11-18,6280
2019-11-19,6280
2019-11-20,5991
2019-11-21,5991
2019-11-22,5871
2019-11-23,5871
2019-11-24,5947
2019-11-25,5947
2019-11-26,5988
2019-11-27,5988
2019-11-28,6206
2019-11-29,6206
2019-11-30,6262
2019-12-01,6262
2019-12-02,6340
2019-12-03,6340
2019-12-04,6510
2019-12-05,6510
2019-12-06,6700
2019-12-07,6774
2019-12-08,6774
2019-12-09,6944
2019-12-10,6944
2019-12-11,7173
2019-12-12,7173
2019-12-13,7164
2019-12-14,7164
2019-12-15,7205
2019-12-16,7205
2019-12-17,7244
2019-12-18,7244
2019-12-19,7121
2019-12-20,7121
2019-12-21,6890
2019-12-22,6832
2019-12-23,6832
2019-12-24,6761
2019-12-25,6762
2019-12-26,6762
2019-12-27,6718
2019-12-28,6857
2019-12-29,6857
2019-12-30,6916
2019-12-31,6916
2020-01-01,6915
2020-01-02,6702
2020-01-03,6702
2020-01-04,6635
2020-01-05,6652
2020-01-06,6652
2020-01-07,6788
2020-01-08,6788
2020-01-09,6758
2020-01-10,6689
2020-01-11,6490
2020-01-12,6165
2020-01-13,6165
2020-01-14,5899
2020-01-15,5702
2020-01-16,5702
2020-01-17,5483
2020-01-18,5483
2020-01-19,5294
2020-01-20,5294
2020-01-21,5044
2020-01-22,5044
2020-01-23,5112
2020-01-24,5206
2020-01-25,5206
2020-01-26,5371
2020-01-27,5430
2020-01-28,5430
2020-01-29,5613
2020-01-30,5613
2020-01-31,5874
2020-02-01,5905
2020-02-02,5965
2020-02-03,5965
2020-02-04,5925
2020-02-05,5925
2020-02-06,5973
2020-02-07,5973
2020-02-08,5674
2020-02-09,5531
2020-02-10,5521
2020-02-11,5521
2020-02-12,5550
2020-02-13,5550
2020-02-14,5576
2020-02-15,5576
2020-02-16,5298
2020-02-17,5268
2020-02-18,5237
2020-02-19,5237
2020-02-20,5383
2020-02-21,5383
2020-02-22,5412
2020-02-23,5604
2020-02-24,5573
2020-02-25,5392
2020-02-26,5470
2020-02-27,5470
2020-02-28,5535
2020-02-29,5535
2020-03-01,5788
2020-03-02,5788
2020-03-03,6078
2020-03-04,6078
2020-03-05,6239
2020-03-06,6219
2020-03-07,6219
2020-03-08,6331
2020-03-09,6472
2020-03-10,6705
2020-03-11,6625
2020-03-12,6683
2020-03-13,6683
2020-03-14,6614
2020-03-15,6517
2020-03-16,6560
2020-03-17,6425
2020-03-18,6447
2020-03-19,6151
2020-03-20,5965
2020-03-21,5666
2020-03-22,5529
2020-03-23,5530
2020-03-24,5487
2020-03-25,5391
2020-03-26,5434
2020-03-27,5469
2020-03-28,5429
2020-03-29,5431
2020-03-30,5573
2020-03-31,5358
2020-04-01,5306
2020-04-02,5559
2020-04-03,5559
2020-04-04,5597
2020-04-05,5646
2020-04-06,5561
2020-04-07,5827
2020-04-08,5929
2020-04-09,5694
2020-04-10,5719
2020-04-11,5762
2020-04-12,5889
2020-04-13,6063
2020-04-14,6310
2020-04-15,6502
2020-04-16,6781
2020-04-17,7044
2020-04-18,6856
2020-04-19,6880
2020-04-20,7015
2020-04-21,7098
2020-04-22,7078
2020-04-23,7210
2020-04-24,6930
2020-04-25,7012
2020-04-26,7230
2020-04-27,7433
2020-04-28,7683
2020-04-29,7704
2020-04-30,7486
2020-05-01,7439
2020-05-02,7634
2020-05-03,7443
2020-05-04,7216
2020-05-05,6898
2020-05-06,6829
2020-05-07,6631
2020-05-08,6659
2020-05-09,6521
2020-05-10,6240
2020-05-11,5953
2020-05-12,5765
2020-05-13,5677
