date_obj,Ensouled%20kalphite%20head price
2019-12-29,2769
2019-12-30,2744
2019-12-31,2770
2020-01-01,2736
2020-01-02,2859
2020-01-03,2761
2020-01-04,2687
2020-01-05,2701
2020-01-06,2628
2020-01-07,2683
2020-01-08,2771
2020-01-09,2836
2020-01-10,2865
2020-01-11,2925
2020-01-12,2997
2020-01-13,2975
2020-01-14,3014
2020-01-15,3096
2020-01-16,3213
2020-01-17,3192
2020-01-18,3151
2020-01-19,3250
2020-01-20,3087
2020-01-21,2999
2020-01-22,2938
2020-01-23,2874
2020-01-24,2895
2020-01-25,2871
2020-01-26,2883
2020-01-27,2926
2020-01-28,2899
2020-01-29,2931
2020-01-30,2938
2020-01-31,2959
2020-02-01,2949
2020-02-02,2931
2020-02-03,2880
2020-02-04,2923
2020-02-05,2984
2020-02-06,2928
2020-02-07,2902
2020-02-08,2891
2020-02-09,2848
2020-02-10,2856
2020-02-11,2897
2020-02-12,2962
2020-02-13,2853
2020-02-14,2973
2020-02-15,2917
2020-02-16,2883
2020-02-17,2887
2020-02-18,2903
2020-02-19,2913
2020-02-20,2898
2020-02-21,2986
2020-02-22,2925
2020-02-23,2903
2020-02-24,2904
2020-02-25,2953
2020-02-26,2982
2020-02-27,2956
2020-02-28,2916
2020-02-29,2927
2020-03-01,2954
2020-03-02,2942
2020-03-03,2910
2020-03-04,2902
2020-03-05,2912
2020-03-06,2981
2020-03-07,3088
2020-03-08,3032
2020-03-09,2959
2020-03-10,3080
2020-03-11,2958
2020-03-12,2906
2020-03-13,2942
2020-03-14,2966
2020-03-15,3023
2020-03-16,3043
2020-03-17,2987
2020-03-18,3016
2020-03-19,3043
2020-03-20,3088
2020-03-21,3096
2020-03-22,3118
2020-03-23,3192
2020-03-24,3265
2020-03-25,3301
2020-03-26,3281
2020-03-27,3207
2020-03-28,3223
2020-03-29,3165
2020-03-30,3145
2020-03-31,3124
2020-04-01,3133
2020-04-02,3099
2020-04-03,3031
2020-04-04,3075
2020-04-05,3069
2020-04-06,2954
2020-04-07,2896
2020-04-08,3003
2020-04-09,3154
2020-04-10,3311
2020-04-11,3430
2020-04-12,3420
2020-04-13,3525
2020-04-14,3478
2020-04-15,3358
2020-04-16,3263
2020-04-17,3151
2020-04-18,3156
2020-04-19,3103
2020-04-20,3255
2020-04-21,3341
2020-04-22,3384
2020-04-23,3449
2020-04-24,3461
2020-04-25,3436
2020-04-26,3377
2020-04-27,3313
2020-04-28,3246
2020-04-29,3213
2020-04-30,3207
2020-05-01,3124
2020-05-02,3216
2020-05-03,3260
2020-05-04,3172
2020-05-05,3130
2020-05-06,3246
2020-05-07,3304
2020-05-08,3331
2020-05-09,3273
2020-05-10,3298
2020-05-11,3277
2020-05-12,3334
2020-05-13,3422
