date_obj,Blue%20elegant%20blouse price
2019-03-26,9077
2019-03-27,9077
2019-03-28,9077
2019-03-29,9184
2019-03-30,9184
2019-03-31,9184
2019-04-01,9184
2019-04-02,9016
2019-04-03,9016
2019-04-04,9016
2019-04-05,9016
2019-04-06,9069
2019-04-07,9069
2019-04-08,9069
2019-04-09,8901
2019-04-10,8901
2019-04-11,8901
2019-04-12,8749
2019-04-13,8749
2019-04-14,8749
2019-04-15,8749
2019-04-16,8786
2019-04-17,8786
2019-04-18,8786
2019-04-19,8786
2019-04-20,8690
2019-04-21,8690
2019-04-22,8690
2019-04-23,8531
2019-04-24,8531
2019-04-25,8531
2019-04-26,8531
2019-04-27,8406
2019-04-28,8406
2019-04-29,8406
2019-04-30,8406
2019-05-01,8406
2019-05-02,8219
2019-05-03,8219
2019-05-04,8219
2019-05-05,7979
2019-05-06,7979
2019-05-07,7979
2019-05-08,7789
2019-05-09,7789
2019-05-10,7789
2019-05-11,7789
2019-05-12,7651
2019-05-13,7651
2019-05-14,7651
2019-05-15,7651
2019-05-16,7788
2019-05-17,7788
2019-05-18,7788
2019-05-19,8090
2019-05-20,8090
2019-05-21,8090
2019-05-22,8090
2019-05-23,8136
2019-05-24,8136
2019-05-25,8136
2019-05-26,8136
2019-05-27,7747
2019-05-28,7747
2019-05-29,7747
2019-05-30,7359
2019-05-31,7359
2019-06-01,7359
2019-06-02,7359
2019-06-03,7250
2019-06-04,7250
2019-06-05,7250
2019-06-06,7266
2019-06-07,7266
2019-06-08,7266
2019-06-09,6956
2019-06-10,6956
2019-06-11,6956
2019-06-12,6956
2019-06-13,6934
2019-06-14,6934
2019-06-15,6934
2019-06-16,6934
2019-06-17,6726
2019-06-18,6726
2019-06-19,6726
2019-06-20,6726
2019-06-21,6403
2019-06-22,6403
2019-06-23,6403
2019-06-24,6403
2019-06-25,6610
2019-06-26,6610
2019-06-27,6610
2019-06-28,6610
2019-06-29,6618
2019-06-30,6618
2019-07-01,6618
2019-07-02,6618
2019-07-03,6600
2019-07-04,6600
2019-07-05,6600
2019-07-06,6600
2019-07-07,6376
2019-07-08,6376
2019-07-09,6376
2019-07-10,6376
2019-07-11,6134
2019-07-12,6134
2019-07-13,6134
2019-07-14,6134
2019-07-15,6134
2019-07-16,6134
2019-07-17,6134
2019-07-18,6324
2019-07-19,6324
2019-07-20,6324
2019-07-21,6324
2019-07-22,6577
2019-07-23,6577
2019-07-24,6577
2019-07-25,6577
2019-07-26,6577
2019-07-27,6646
2019-07-28,6646
2019-07-29,6646
2019-07-30,6646
2019-07-31,6960
2019-08-01,6960
2019-08-02,6960
2019-08-03,6960
2019-08-04,7211
2019-08-05,7211
2019-08-06,7211
2019-08-07,7211
2019-08-08,7539
2019-08-09,7539
2019-08-10,7539
2019-08-11,7539
2019-08-12,7890
2019-08-13,7890
2019-08-14,7890
2019-08-15,7890
2019-08-16,8263
2019-08-17,8263
2019-08-18,8263
2019-08-19,8263
2019-08-20,8263
2019-08-21,8640
2019-08-22,8640
2019-08-23,8640
2019-08-24,8640
2019-08-24,8640
2019-08-25,8640
2019-08-25,8640
2019-08-26,9038
2019-08-27,9038
2019-08-27,9038
2019-08-28,9038
2019-08-29,9038
2019-08-30,9235
2019-08-31,9235
2019-09-01,9235
2019-09-02,9235
2019-09-03,9575
2019-09-04,9575
2019-09-05,9575
2019-09-06,9575
2019-09-07,9575
2019-09-08,10008
2019-09-09,10008
2019-09-10,10008
2019-09-11,10008
2019-09-12,10201
2019-09-13,10201
2019-09-14,10201
2019-09-15,10201
2019-09-16,10201
2019-09-17,10536
2019-09-18,10536
2019-09-19,10536
2019-09-20,10536
2019-09-21,10536
2019-09-22,11019
2019-09-23,11019
2019-09-24,11019
2019-09-25,11019
2019-09-26,11019
2019-09-27,11176
2019-09-28,11176
2019-09-29,11176
2019-09-30,11176
2019-10-01,10762
2019-10-02,10762
2019-10-03,10762
2019-10-04,10762
2019-10-05,10762
2019-10-06,10440
2019-10-07,10440
2019-10-08,10440
2019-10-09,10440
2019-10-10,10440
2019-10-11,10440
2019-10-12,10588
2019-10-13,10588
2019-10-14,10588
2019-10-15,10588
2019-10-16,10433
2019-10-17,10433
2019-10-18,10433
2019-10-19,10433
2019-10-20,10179
2019-10-21,10179
2019-10-22,10179
2019-10-23,10179
2019-10-24,10179
2019-10-25,9728
2019-10-26,9728
2019-10-27,9728
2019-10-28,9728
2019-10-29,9728
2019-10-30,9279
2019-10-31,9279
2019-11-01,9279
2019-11-02,9279
2019-11-03,8866
2019-11-04,8866
2019-11-05,8866
2019-11-06,8866
2019-11-07,8866
2019-11-08,8461
2019-11-09,8461
2019-11-10,8461
2019-11-11,8156
2019-11-12,8156
2019-11-13,8156
2019-11-14,8156
2019-11-15,8156
2019-11-16,8524
2019-11-17,8524
2019-11-18,8524
2019-11-19,8524
2019-11-20,8524
2019-11-21,8524
2019-11-22,8721
2019-11-23,8721
2019-11-24,8721
2019-11-25,8721
2019-11-26,8653
2019-11-27,8653
2019-11-28,8653
2019-11-29,8653
2019-11-30,8653
2019-12-01,8483
2019-12-02,8483
2019-12-03,8483
2019-12-04,8483
2019-12-05,8483
2019-12-06,8483
2019-12-07,8074
2019-12-08,8074
2019-12-09,8074
2019-12-10,8074
2019-12-11,8074
2019-12-12,8074
2019-12-13,7762
2019-12-14,7762
2019-12-15,7762
2019-12-16,7762
2019-12-17,7762
2019-12-18,7470
2019-12-19,7470
2019-12-20,7470
2019-12-21,7470
2019-12-22,7470
2019-12-23,7142
2019-12-24,7142
2019-12-25,7142
2019-12-26,7142
2019-12-27,6824
2019-12-28,6824
2019-12-29,6824
2019-12-30,6824
2019-12-31,6662
2020-01-01,6662
2020-01-02,6662
2020-01-03,6662
2020-01-04,6662
2020-01-05,6424
2020-01-06,6424
2020-01-07,6424
2020-01-08,6424
2020-01-09,6424
2020-01-10,6424
2020-01-11,6269
2020-01-12,6269
2020-01-13,6269
2020-01-14,6269
2020-01-15,6159
2020-01-16,6159
2020-01-17,6159
2020-01-18,6159
2020-01-19,5870
2020-01-20,5870
2020-01-21,5870
2020-01-22,5870
2020-01-23,5782
2020-01-24,5782
2020-01-25,5782
2020-01-26,5782
2020-01-27,5675
2020-01-28,5675
2020-01-29,5675
2020-01-30,5675
2020-01-31,5675
2020-02-01,5524
2020-02-02,5524
2020-02-03,5524
2020-02-04,5524
2020-02-05,5255
2020-02-06,5255
2020-02-07,5255
2020-02-08,5255
2020-02-09,5255
2020-02-10,5179
2020-02-11,5179
2020-02-12,5179
2020-02-13,5179
2020-02-14,5081
2020-02-15,5081
2020-02-16,5081
2020-02-17,5081
2020-02-18,4929
2020-02-19,4929
2020-02-20,4929
2020-02-21,4929
2020-02-22,4929
2020-02-23,4774
2020-02-24,4774
2020-02-25,4774
2020-02-26,4774
2020-02-27,4783
2020-02-28,4783
2020-02-29,4783
2020-03-01,4783
2020-03-02,4756
2020-03-03,4756
2020-03-04,4756
2020-03-05,4756
2020-03-06,4697
2020-03-07,4697
2020-03-08,4697
2020-03-09,4697
2020-03-10,4546
2020-03-11,4546
2020-03-12,4546
2020-03-13,4546
2020-03-14,4417
2020-03-15,4417
2020-03-16,4417
2020-03-17,4417
2020-03-18,4531
2020-03-19,4531
2020-03-20,4531
2020-03-21,4531
2020-03-22,4410
2020-03-23,4410
2020-03-24,4410
2020-03-25,4353
2020-03-26,4353
2020-03-27,4353
2020-03-28,4215
2020-03-29,4215
2020-03-30,4215
2020-03-31,4061
2020-04-01,4061
2020-04-02,4061
2020-04-03,4061
2020-04-04,4059
2020-04-05,4059
2020-04-06,4059
2020-04-07,3893
2020-04-08,3893
2020-04-09,3812
2020-04-10,3812
2020-04-11,3812
2020-04-12,3751
2020-04-13,3751
2020-04-14,3751
2020-04-15,3673
2020-04-16,3673
2020-04-17,3673
2020-04-18,3690
2020-04-19,3690
2020-04-20,3690
2020-04-21,3659
2020-04-22,3659
2020-04-23,3659
2020-04-24,3766
2020-04-25,3766
2020-04-26,3766
2020-04-27,3701
2020-04-28,3701
2020-04-29,3701
2020-04-30,3526
2020-05-01,3526
2020-05-02,3526
2020-05-03,3458
2020-05-04,3458
2020-05-05,3458
2020-05-06,3335
2020-05-07,3335
2020-05-08,3335
2020-05-09,3244
2020-05-10,3244
2020-05-11,3244
2020-05-12,3228
2020-05-13,3228
