date_obj,Mummy's%20head price
2020-04-09,414843
2020-04-10,414843
2020-04-11,414843
2020-04-12,414843
2020-04-13,414843
2020-04-14,396254
2020-04-15,396254
2020-04-16,396254
2020-04-17,396254
2020-04-18,396254
2020-04-19,376441
2020-04-20,376441
2020-04-21,376441
2020-04-22,376441
2020-04-23,376441
2020-04-24,363384
2020-04-25,363384
2020-04-26,363384
2020-04-27,363384
2020-04-28,380387
2020-04-29,380387
2020-04-30,380387
2020-05-01,380387
2020-05-02,380387
2020-05-03,392612
2020-05-04,392612
2020-05-05,392612
2020-05-06,392612
2020-05-07,392612
2020-05-08,392612
2020-05-09,392612
2020-05-10,394610
2020-05-11,394610
2020-05-12,394610
2020-05-13,394610
