date_obj,Farseer%20helm price
2015-07-04,40972
2015-07-05,40972
2015-07-06,40776
2015-07-07,41387
2015-07-08,40053
2015-07-09,40053
2015-07-10,40139
2015-07-11,40139
2015-07-12,40762
2015-07-13,41461
2015-07-14,41461
2015-07-15,42458
2015-07-16,42458
2015-07-17,42451
2015-07-18,42451
2015-07-19,42102
2015-07-20,42102
2015-07-21,42433
2015-07-22,41867
2015-07-23,41867
2015-07-24,41158
2015-07-25,41158
2015-07-26,41317
2015-07-27,41317
2015-07-28,40948
2015-07-29,42051
2015-07-30,42051
2015-07-31,41790
2015-08-01,41790
2015-08-02,42730
2015-08-03,42730
2015-08-04,41682
2015-08-05,40109
2015-08-06,40109
2015-08-07,39706
2015-08-08,39706
2015-08-09,40542
2015-08-10,40542
2015-08-11,40031
2015-08-12,40031
2015-08-13,40147
2015-08-14,39863
2015-08-15,39863
2015-08-16,40325
2015-08-17,39679
2015-08-18,39679
2015-08-19,40307
2015-08-20,40307
2015-08-21,40852
2015-08-22,40119
2015-08-23,40119
2015-08-24,39477
2015-08-25,39477
2015-08-26,39158
2015-08-27,40015
2015-08-28,40015
2015-08-29,39683
2015-08-30,39683
2015-08-31,38923
2015-09-01,38923
2015-09-02,38350
2015-09-03,38350
2015-09-04,39376
2015-09-05,39376
2015-09-06,40244
2015-09-07,40244
2015-09-08,39978
2015-09-09,39978
2015-09-10,39715
2015-09-11,39715
2015-09-12,39447
2015-09-13,39082
2015-09-14,39082
2015-09-15,39035
2015-09-16,39035
2015-09-17,38370
2015-09-18,38370
2015-09-19,38682
2015-09-20,38682
2015-09-21,38423
2015-09-22,38423
2015-09-23,38306
2015-09-24,38306
2015-09-25,37961
2015-09-27,38506
2015-09-28,38506
2015-09-29,39506
2015-09-30,40158
2015-10-05,41319
2015-10-06,40268
2015-10-07,40268
2015-10-08,39914
2015-10-09,39914
2015-10-10,40748
2015-10-11,39815
2015-10-12,39815
2015-10-13,40617
2015-10-14,40617
2015-10-15,40355
2015-10-16,40355
2015-10-17,40246
2015-10-18,40246
2015-10-19,39666
2015-10-20,39666
2015-10-22,40009
2015-10-23,39620
2015-10-24,39620
2015-10-25,38832
2015-10-26,38832
2015-10-27,39347
2015-10-29,38993
2015-10-30,38993
2015-10-31,39034
2015-11-01,39034
2015-11-02,40249
2015-11-03,40249
2015-11-04,40251
2015-11-05,40251
2015-11-06,41149
2015-11-07,42395
2015-11-08,42395
2015-11-09,43119
2015-11-10,43119
2015-11-11,43268
2015-11-12,43268
2015-11-13,42948
2015-11-14,42948
2015-11-15,42687
2015-11-16,42687
2015-11-17,42407
2015-11-18,42407
2015-11-19,41227
2015-11-20,40797
2015-11-21,40797
2015-11-22,41275
2015-11-23,41275
2015-11-24,42015
2015-11-25,42150
2015-11-26,42150
2015-11-27,42457
2015-11-28,42457
2015-11-29,43240
2015-11-30,44329
2015-12-01,44329
2015-12-02,44415
2015-12-03,42983
2015-12-04,42983
2015-12-05,42689
2015-12-06,41944
2015-12-07,41944
2015-12-08,42750
2015-12-09,41996
2015-12-10,41996
2015-12-11,42206
2015-12-12,42206
2015-12-13,42398
2015-12-14,42398
2015-12-15,42882
2015-12-16,42882
2015-12-17,43670
2015-12-18,42343
2015-12-19,42343
2015-12-20,42345
2015-12-21,42345
2015-12-22,42441
2015-12-23,42175
2015-12-24,42175
2015-12-25,41998
2015-12-26,41998
2015-12-27,41392
2015-12-28,41392
2015-12-29,40582
2015-12-30,41503
2015-12-31,41503
2016-01-01,41443
2016-01-02,41443
2016-01-03,41355
2016-01-04,41390
2016-01-05,40602
2016-01-06,39981
2016-01-07,39981
2016-01-08,40316
2016-01-09,40316
2016-01-10,40946
2016-01-11,40946
2016-01-12,40902
2016-01-13,40902
2016-01-14,41616
2016-01-15,41399
2016-01-16,41612
2016-01-17,43068
2016-01-18,42856
2016-01-19,42856
2016-01-20,41827
2016-01-21,41827
2016-01-22,40575
2016-01-23,40575
2016-01-24,41307
2016-01-25,42808
2016-01-26,42808
2016-01-27,43759
2016-01-28,43759
2016-01-29,42019
2016-01-30,42019
2016-01-31,40519
2016-02-01,39272
2016-02-02,39272
2016-02-03,39326
2016-02-04,39326
2016-02-05,40566
2016-02-06,40901
2016-02-07,40901
2016-02-08,41823
2016-02-09,41823
2016-02-10,41546
2016-02-11,41546
2016-02-12,40099
2016-02-13,39024
2016-02-14,39024
2016-02-15,38934
2016-02-16,39463
2016-02-17,40129
2016-02-18,40129
2016-02-19,41329
2016-02-20,41379
2016-02-21,41089
2016-02-22,41089
2016-02-23,40131
2016-02-24,40131
2016-02-25,39315
2016-02-26,39315
2016-02-27,38861
2016-02-28,38861
2016-02-29,39060
2016-03-01,39516
2016-03-02,39516
2016-03-03,38082
2016-03-04,38082
2016-03-05,37195
2016-03-06,37146
2016-03-07,37146
2016-03-08,37301
2016-03-09,37170
2016-03-10,37160
2016-03-11,37160
2016-03-12,36934
2016-03-13,36934
2016-03-14,37453
2016-03-15,38310
2016-03-16,39270
2016-03-17,38808
2016-03-18,38719
2016-03-19,38719
2016-03-20,38797
2016-03-21,38797
2016-03-22,38869
2016-03-23,37939
2016-03-24,37939
2016-03-25,38586
2016-03-26,39381
2016-03-27,39381
2016-03-28,38915
2016-03-29,38584
2016-03-30,38584
2016-03-31,38272
2016-04-01,38272
2016-04-02,38864
2016-04-03,38647
2016-04-04,38946
2016-04-05,38946
2016-04-06,39395
2016-04-07,39395
2016-04-08,39289
2016-04-09,39881
2016-04-10,39835
2016-04-11,39835
2016-04-12,40060
2016-04-13,39893
2016-04-14,39724
2016-04-15,39978
2016-04-16,39907
2016-04-17,39570
2016-04-18,39499
2016-04-19,39499
2016-04-20,39841
2016-04-21,39841
2016-04-22,39918
2016-04-23,40355
2016-04-24,41170
2016-04-25,41231
2016-04-26,41231
2016-04-27,40882
2016-04-28,42041
2016-04-29,42041
2016-04-30,41337
2016-05-01,41337
2016-05-02,40386
2016-05-03,39632
2016-05-04,39632
2016-05-05,39057
2016-05-06,39057
2016-05-07,38519
2016-05-08,38519
2016-05-09,38948
2016-05-10,38964
2016-05-11,38964
2016-05-12,39174
2016-05-13,39732
2016-05-14,39924
2016-05-15,41421
2016-05-16,41421
2016-05-17,41459
2016-05-18,40169
2016-05-19,40169
2016-05-22,40365
2016-05-23,40191
2016-05-24,40634
2016-05-25,40634
2016-05-26,39832
2016-05-27,40713
2016-05-28,40713
2016-05-29,40894
2016-05-30,40894
2016-05-31,41203
2016-06-01,40416
2016-06-02,38979
2016-06-03,38979
2016-06-04,38785
2016-06-05,38785
2016-06-06,39195
2016-06-07,39195
2016-06-08,39397
2016-06-09,39642
2016-06-10,39961
2016-06-11,39961
2016-06-12,39492
2016-06-13,39492
2016-06-14,39874
2016-06-15,39874
2016-06-16,40191
2016-06-17,40294
2016-06-18,40294
2016-06-19,39953
2016-06-20,39743
2016-06-21,40148
2016-06-22,39413
2016-06-23,39383
2016-06-24,39383
2016-06-25,39678
2016-06-26,39678
2016-06-27,40310
2016-06-28,40063
2016-06-29,40197
2016-06-30,40262
2016-07-01,40407
2016-07-02,40407
2016-07-03,41125
2016-07-04,41357
2016-07-05,41357
2016-07-06,40068
2016-07-07,40861
2016-07-08,41101
2016-07-09,41308
2016-07-10,41222
2016-07-11,40116
2016-07-12,40116
2016-07-13,39801
2016-07-14,39763
2016-07-15,40173
2016-07-16,39828
2016-07-17,39828
2016-07-18,39893
2016-07-23,38799
2016-07-24,39330
2016-07-25,39522
2016-07-26,39522
2016-07-27,39717
2016-07-28,39717
2016-07-29,39544
2016-07-30,39208
2016-07-31,39208
2016-08-01,40001
2016-08-02,41453
2016-08-03,41307
2016-08-04,41307
2016-08-05,42102
2016-08-06,42421
2016-08-07,42011
2016-08-08,42011
2016-08-09,40445
2016-08-10,39061
2016-08-11,39061
2016-08-12,39866
2016-08-13,39866
2016-08-14,40186
2016-08-15,39978
2016-08-16,40070
2016-08-17,40070
2016-08-18,40637
2016-08-19,39616
2016-08-20,39284
2016-08-21,39284
2016-08-22,39852
2016-08-23,40621
2016-08-24,40621
2016-08-25,41382
2016-08-26,41382
2016-08-28,40569
2016-08-31,39544
2016-09-01,39655
2016-09-02,39655
2016-09-03,39344
2016-09-04,40021
2016-09-05,40857
2016-09-06,40857
2016-09-07,40579
2016-09-08,40579
2016-09-09,40721
2016-09-10,40556
2016-09-11,40556
2016-09-12,40839
2016-09-13,40091
2016-09-14,40091
2016-09-15,39921
2016-09-16,39921
2016-09-17,40685
2016-09-18,40685
2016-09-19,40129
2016-09-20,40129
2016-09-21,40021
2016-09-22,41268
2016-09-23,41268
2016-09-24,40505
2016-09-25,41268
2016-09-26,41268
2016-09-27,41891
2016-09-28,41891
2016-09-29,41469
2016-09-30,40507
2016-10-01,40507
2016-10-02,40790
2016-10-03,40790
2016-10-04,41440
2016-10-05,41440
2016-10-06,41212
2016-10-07,41212
2016-10-08,41926
2016-10-09,41926
2016-10-10,40759
2016-10-11,39839
2016-10-12,39839
2016-10-13,40513
2016-10-14,40395
2016-10-15,39298
2016-10-16,39298
2016-10-17,38209
2016-10-18,38209
2016-10-19,38973
2016-10-20,38973
2016-10-21,39892
2016-10-22,39892
2016-10-23,40130
2016-10-24,40636
2016-10-25,40636
2016-10-26,40515
2016-10-27,40515
2016-10-28,41000
2016-10-29,40921
2016-10-30,40921
2016-10-31,41434
2016-11-01,41434
2016-11-02,42046
2016-11-03,42046
2016-11-04,42341
2016-11-05,42341
2016-11-06,41954
2016-11-07,41954
2016-11-08,41997
2016-11-09,41997
2016-11-10,41261
2016-11-11,41261
2016-11-12,40753
2016-11-13,40753
2016-11-14,40253
2016-11-15,40253
2016-12-07,39182
2016-12-08,38829
2016-12-09,39834
2016-12-10,39834
2016-12-11,40230
2016-12-12,40230
2016-12-13,39421
2016-12-14,38873
2016-12-15,38873
2016-12-16,38844
2016-12-17,39310
2016-12-18,39310
2016-12-19,40184
2016-12-20,40621
2016-12-21,40666
2016-12-22,40666
2016-12-23,41121
2016-12-24,41121
2016-12-25,40679
2016-12-26,40693
2016-12-27,40715
2016-12-28,40884
2016-12-29,40648
2016-12-30,39362
2016-12-31,38905
2017-01-01,39080
2017-01-02,38351
2017-01-03,39749
2017-01-04,40505
2017-01-05,40505
2017-01-06,40695
2017-01-07,41574
2017-01-08,42236
2017-01-09,41159
2017-01-10,39796
2017-01-11,39000
2017-01-12,39639
2017-01-13,39639
2017-01-14,39730
2017-01-15,40953
2017-01-16,41121
2017-01-17,40627
2017-01-18,41754
2017-01-19,41754
2017-01-20,41559
2017-01-21,41654
2017-01-22,41149
2017-01-23,41120
2017-01-27,40046
2017-01-28,39450
2017-01-29,39376
2017-01-30,39376
2017-01-31,39247
2017-02-01,39662
2017-02-02,40214
2017-02-03,39771
2017-02-04,39758
2017-02-05,39728
2017-02-06,39728
2017-02-07,39965
2017-02-08,40136
2017-02-09,40136
2017-02-10,40107
2017-02-11,40369
2017-02-12,40369
2017-02-13,41153
2017-02-14,40960
2017-02-15,40960
2017-02-16,41146
2017-02-18,41407
2017-02-19,40964
2017-02-20,40781
2017-02-21,40341
2017-02-22,40341
2017-02-23,41089
2017-02-24,41089
2017-02-25,41367
2017-02-26,41406
2017-02-27,42080
2017-02-28,42846
2017-03-01,42662
2017-03-02,41897
2017-03-03,41897
2017-03-04,41149
2017-03-05,39646
2017-03-06,40302
2017-03-07,39908
2017-03-08,39908
2017-03-09,40329
2017-03-10,41101
2017-03-11,41172
2017-03-12,40817
2017-03-13,39577
2017-03-14,38496
2017-03-15,37485
2017-03-16,37862
2017-03-17,37783
2017-03-18,37911
2017-03-19,38026
2017-03-20,39085
2017-03-21,38474
2017-03-22,38583
2017-03-23,38792
2017-03-24,38521
2017-03-25,38521
2017-03-26,38747
2017-03-27,39397
2017-03-28,40613
2017-03-29,41130
2017-03-30,40967
2017-03-31,41586
2017-04-01,41433
2017-04-02,40362
2017-04-03,40547
2017-04-04,40714
2017-04-12,40678
2017-04-13,41717
2017-04-14,42719
2017-04-15,41814
2017-04-16,40944
2017-04-17,40507
2017-04-18,39503
2017-04-19,38986
2017-04-20,37444
2017-04-21,37403
2017-04-22,37403
2017-04-23,37516
2017-04-24,36960
2017-04-25,36382
2017-04-26,36382
2017-04-27,37478
2017-04-28,37599
2017-04-29,37473
2017-04-30,37046
2017-05-01,37522
2017-05-02,37542
2017-05-03,37680
2017-05-04,37157
2017-05-05,36743
2017-05-06,37120
2017-05-07,37963
2017-05-08,38257
2017-05-09,37470
2017-05-10,37545
2017-05-11,37545
2017-05-12,37270
2017-05-13,37236
2017-05-14,37236
2017-05-15,36774
2017-05-16,36910
2017-05-17,36910
2017-05-18,37089
2017-05-19,37089
2017-05-20,38475
2017-05-21,38475
2017-05-22,39061
2017-05-23,39061
2017-05-24,40506
2017-05-25,40450
2017-05-26,38825
2017-05-27,38047
2017-05-28,37582
2017-05-29,37008
2017-05-30,37300
2017-05-31,37886
2017-06-01,36640
2017-06-02,35585
2017-06-03,35585
2017-06-04,35977
2017-06-05,35977
2017-06-06,36263
2017-06-07,36058
2017-06-08,36058
2017-06-09,36375
2017-06-10,36327
2017-06-11,36494
2017-06-12,36494
2017-06-13,36312
2017-06-14,36309
2017-06-15,36309
2017-06-16,36257
2017-06-17,36257
2017-06-18,35819
2017-06-19,35819
2017-06-20,35609
2017-06-21,35707
2017-06-22,35707
2017-06-23,35662
2017-06-24,35891
2017-06-25,35891
2017-06-26,36145
2017-06-27,35983
2017-06-28,35983
2017-06-29,36256
2017-06-30,35902
2017-07-01,35902
2017-07-02,36048
2017-07-03,36208
2017-07-04,37019
2017-07-05,37019
2017-07-06,37541
2017-07-07,37541
2017-07-08,37711
2017-07-13,36550
2017-07-14,36120
2017-07-15,36120
2017-07-16,36693
2017-07-17,36838
2017-07-18,36838
2017-07-19,36998
2017-07-20,36533
2017-07-21,36452
2017-07-22,36763
2017-07-23,36566
2017-07-24,36566
2017-07-25,36452
2017-07-26,36209
2017-07-27,36332
2017-07-28,36332
2017-07-29,36500
2017-07-30,36243
2017-07-31,36243
2017-08-01,36122
2017-08-02,36113
2017-08-03,36113
2017-08-04,36176
2017-08-05,36203
2017-08-06,36203
2017-08-09,36351
2017-08-10,36442
2017-08-11,36442
2017-08-12,36609
2017-08-13,36609
2017-08-14,36117
2017-08-15,36107
2017-08-16,35993
2017-08-17,36588
2017-08-18,36588
2017-08-19,36855
2017-08-20,36665
2017-08-21,36665
2017-08-22,36163
2017-08-23,36163
2017-08-24,36206
2017-08-25,36206
2017-08-26,36004
2017-08-27,36390
2017-08-28,36390
2017-08-29,35814
2017-08-30,35688
2017-08-31,35688
2017-09-01,35613
2017-09-02,35755
2017-09-03,35755
2017-09-04,35571
2017-09-05,35907
2017-09-06,35907
2017-09-07,36510
2017-09-08,36510
2017-09-09,36197
2017-09-10,36309
2017-09-11,36309
2017-09-12,37004
2017-09-13,37798
2017-09-14,38131
2017-09-15,38131
2017-09-16,36888
2017-09-17,36434
2017-09-18,36434
2017-09-19,36653
2017-09-20,37759
2017-09-21,38128
2017-09-22,38388
2017-09-23,38388
2017-09-24,38647
2017-09-25,38295
2017-09-26,38295
2017-09-27,37219
2017-09-28,37559
2017-09-29,37095
2017-09-30,37095
2017-10-01,36390
2017-10-02,36464
2017-10-03,36464
2017-10-04,36340
2017-10-05,36357
2017-10-06,36343
2017-10-07,36367
2017-10-08,36367
2017-10-09,37234
2017-10-10,37251
2017-10-11,37251
2017-10-12,37394
2017-10-13,37852
2017-10-14,38138
2017-10-15,38138
2017-10-16,37836
2017-10-17,37836
2017-10-18,37338
2017-10-19,37892
2017-10-20,37892
2017-10-21,38757
2017-10-22,39009
2017-10-23,39009
2017-10-24,39656
2017-10-25,39618
2017-10-26,39618
2017-10-27,38221
2017-10-28,38221
2017-10-29,37621
2017-10-30,36447
2017-10-31,37426
2017-11-01,37426
2017-11-02,37713
2017-11-03,37713
2017-11-04,37218
2017-11-05,37218
2017-11-06,36524
2017-11-07,36524
2017-11-08,37097
2017-11-09,38151
2017-11-10,38151
2017-11-11,39064
2017-11-12,40447
2017-11-13,40447
2017-11-14,40237
2017-11-15,40237
2017-11-16,39566
2017-11-17,39802
2017-11-18,39802
2017-11-19,40209
2017-11-20,40444
2017-11-21,40567
2017-11-22,40567
2017-11-23,40789
2017-11-24,42373
2017-11-25,41773
2017-11-26,40773
2017-11-27,40773
2017-11-28,38950
2017-11-29,37878
2017-11-30,37878
2017-12-01,37939
2017-12-02,37939
2017-12-03,37714
2017-12-04,37714
2017-12-05,37669
2017-12-06,38339
2017-12-07,37921
2017-12-08,37921
2017-12-09,37554
2017-12-10,37535
2017-12-12,37890
2017-12-13,37794
2017-12-14,37506
2017-12-15,38248
2017-12-16,38248
2017-12-17,39622
2017-12-18,39941
2017-12-19,39941
2017-12-20,40751
2017-12-21,40257
2017-12-22,38961
2017-12-23,38050
2017-12-24,38050
2017-12-25,38459
2017-12-26,38267
2017-12-27,37442
2017-12-28,37442
2017-12-29,38526
2017-12-30,39204
2017-12-31,39204
2018-01-01,40485
2018-01-02,42006
2018-01-03,41201
2018-01-04,41297
2018-01-05,42101
2018-01-06,41810
2018-01-07,41739
2018-01-08,41507
2018-01-09,41816
2018-01-10,41816
2018-01-11,41806
2018-01-12,41229
2018-01-13,41386
2018-01-14,41802
2018-01-15,42029
2018-01-16,42112
2018-01-17,40624
2018-01-18,40106
2018-01-19,40106
2018-01-20,40251
2018-01-21,41175
2018-01-22,41687
2018-01-23,41603
2018-01-25,41212
2018-01-26,40673
2018-01-27,39662
2018-01-28,38779
2018-01-29,38912
2018-01-30,39560
2018-01-31,39798
2018-02-01,39852
2018-02-02,40321
2018-02-03,40277
2018-02-04,40772
2018-02-05,40906
2018-02-06,41036
2018-02-07,41126
2018-02-08,41126
2018-02-09,41154
2018-02-10,41315
2018-02-11,41395
2018-02-12,41103
2018-02-13,40510
2018-02-14,40747
2018-02-15,40889
2018-02-16,41130
2018-02-17,41430
2018-02-18,41488
2018-02-19,41232
2018-02-20,41191
2018-02-21,40833
2018-02-22,40567
2018-02-23,40306
2018-02-24,40356
2018-02-25,40282
2018-02-26,40356
2018-02-27,40285
2018-02-28,40334
2018-03-01,41607
2018-03-02,41045
2018-03-03,41030
2018-03-04,41030
2018-03-05,41148
2018-03-06,40919
2018-03-07,41131
2018-03-08,40780
2018-03-09,40834
2018-03-10,40823
2018-03-11,40763
2018-03-12,40753
2018-03-13,40738
2018-03-14,41502
2018-03-15,41331
2018-03-16,41554
2018-03-17,41284
2018-03-18,41159
2018-03-20,41106
2018-03-21,41202
2018-03-23,40938
2018-03-24,41268
2018-03-25,41475
2018-03-26,41325
2018-03-27,41330
2018-03-28,41367
2018-03-29,41224
2018-03-30,41001
2018-03-31,41071
2018-04-01,41539
2018-04-02,41450
2018-04-03,41428
2018-04-04,41316
2018-04-05,41316
2018-04-06,40954
2018-04-07,40954
2018-04-08,40789
2018-04-09,41242
2018-04-10,40872
2018-04-11,40940
2018-04-12,40751
2018-04-13,39452
2018-04-14,39961
2018-04-15,40014
2018-04-16,39952
2018-04-17,39976
2018-04-18,40252
2018-04-19,40344
2018-04-20,40078
2018-04-21,40294
2018-04-22,40825
2018-04-23,40623
2018-04-24,40572
2018-04-25,40670
2018-04-26,40670
2018-04-27,41010
2018-04-28,40989
2018-04-29,40951
2018-04-30,40647
2018-05-01,41287
2018-05-03,40922
2018-05-04,40368
2018-05-05,40541
2018-05-06,40541
2018-05-07,40926
2018-05-08,41111
2018-05-09,40813
2018-05-10,40703
2018-05-11,40254
2018-05-12,40324
2018-05-13,40424
2018-05-14,40665
2018-05-15,40701
2018-05-16,40460
2018-05-17,41045
2018-05-18,41102
2018-05-19,40798
2018-05-20,39772
2018-05-21,40164
2018-05-22,39508
2018-05-23,39548
2018-05-24,40533
2018-05-25,41424
2018-05-26,41327
2018-05-27,40852
2018-05-28,41089
2018-05-29,41443
2018-05-30,41649
2018-05-31,42149
2018-06-01,41494
2018-06-02,41530
2018-06-03,41857
2018-06-04,41931
2018-06-05,41459
2018-06-06,40848
2018-06-07,40848
2018-06-08,40790
2018-06-09,40594
2018-06-10,40414
2018-06-11,40420
2018-06-12,40611
2018-06-13,40896
2018-06-14,40686
2018-06-15,40394
2018-06-16,40217
2018-06-17,40461
2018-06-18,40359
2018-06-19,40550
2018-06-20,40550
2018-06-21,40213
2018-06-22,40577
2018-06-23,42099
2018-06-24,41118
2018-06-25,41044
2018-06-26,41168
2018-06-27,40687
2018-06-28,40834
2018-06-29,40990
2018-06-30,40883
2018-07-01,40857
2018-07-02,40664
2018-07-03,39889
2018-07-04,40563
2018-07-05,40525
2018-07-06,40718
2018-07-07,40742
2018-07-08,40774
2018-07-09,40707
2018-07-10,40786
2018-07-11,40336
2018-07-12,39788
2018-07-13,40062
2018-07-14,39688
2018-07-15,40091
2018-07-16,40773
2018-07-17,40538
2018-07-18,40184
2018-07-19,39133
2018-07-20,38580
2018-07-21,38536
2018-07-22,38191
2018-07-23,38824
2018-07-24,39351
2018-07-25,39459
2018-07-26,38934
2018-07-27,39692
2018-07-28,38118
2018-07-29,37999
2018-07-30,38422
2018-07-31,38533
2018-08-01,40296
2018-08-02,41258
2018-08-03,40247
2018-08-04,38398
2018-08-05,38431
2018-08-06,39485
2018-08-07,40078
2018-08-08,39399
2018-08-09,40260
2018-08-10,40737
2018-08-11,39948
2018-08-12,40110
2018-08-14,41259
2018-08-16,39802
2018-08-17,40118
2018-08-18,40477
2018-08-19,40895
2018-08-20,41063
2018-08-21,41185
2018-08-22,41523
2018-08-23,42119
2018-08-24,41816
2018-08-25,41103
2018-08-26,41149
2018-08-27,40097
2018-08-28,40394
2018-08-29,40462
2018-08-30,40249
2018-08-31,40350
2018-09-01,40680
2018-09-02,40762
2018-09-03,41236
2018-09-04,42422
2018-09-05,41463
2018-09-06,40517
2018-09-07,40470
2018-09-08,41884
2018-09-09,42518
2018-09-10,42260
2018-09-11,43254
2018-09-12,41968
2018-09-13,40004
2018-09-14,38985
2018-09-15,39764
2018-09-16,39715
2018-09-17,40832
2018-09-18,41248
2018-09-19,40997
2018-09-20,40950
2018-09-21,40983
2018-09-22,40847
2018-09-23,40836
2018-09-24,40776
2018-09-25,40765
2018-09-26,41500
2018-09-27,41638
2018-09-28,41704
2018-09-29,42542
2018-09-30,42926
2018-10-01,43950
2018-10-02,45009
2018-10-03,45706
2018-10-04,44398
2018-10-05,43631
2018-10-06,42264
2018-10-07,40236
2018-10-08,38946
2018-10-09,38757
2018-10-10,38668
2018-10-11,39069
2018-10-12,39222
2018-10-13,38982
2018-10-14,37752
2018-10-15,37781
2018-10-16,38238
2018-10-17,38379
2018-10-18,37859
2018-10-19,38609
2018-10-20,38503
2018-10-21,38566
2018-10-22,38616
2018-10-23,38535
2018-10-24,39403
2018-10-25,40307
2018-10-26,41048
2018-10-27,41099
2018-10-28,40528
2018-10-29,39736
2018-10-30,38431
2018-10-31,37223
2018-11-01,37695
2018-11-03,38315
2018-11-04,38802
2018-11-05,39100
2018-11-06,39714
2018-11-07,39978
2018-11-08,40227
2018-11-09,40288
2018-11-10,40608
2018-11-11,41386
2018-11-12,41227
2018-11-13,41356
2018-11-14,43331
2018-11-15,43674
2018-11-16,41892
2018-11-17,40809
2018-11-18,39189
2018-11-19,38629
2018-11-20,40252
2018-11-21,40749
2018-11-22,40569
2018-11-23,40119
2018-11-24,40617
2018-11-25,42022
2018-11-26,42450
2018-11-27,42242
2018-11-28,42128
2018-11-29,41536
2018-12-01,41300
2018-12-02,41454
2018-12-03,41087
2018-12-04,43006
2018-12-05,42243
2018-12-07,44330
2018-12-09,44176
2018-12-10,44854
2018-12-11,45535
2018-12-12,44774
2018-12-13,43911
2018-12-14,43734
2018-12-15,42899
2018-12-16,41622
2018-12-17,40109
2018-12-18,39591
2018-12-19,38689
2018-12-20,38624
2018-12-21,37631
2018-12-22,36998
2018-12-23,36843
2018-12-24,37359
2018-12-25,37256
2018-12-26,37579
2018-12-27,37303
2018-12-28,37591
2018-12-29,37207
2018-12-30,38898
2018-12-31,40813
2019-01-01,42118
2019-01-02,43933
2019-01-03,44385
2019-01-04,44191
2019-01-05,42086
2019-01-06,41279
2019-01-08,41744
2019-01-10,42380
2019-01-11,42166
2019-01-12,41993
2019-01-13,42168
2019-01-14,43630
2019-01-15,43081
2019-01-16,41798
2019-01-17,41058
2019-01-18,41007
2019-01-19,41207
2019-01-20,42273
2019-01-21,42098
2019-01-22,41776
2019-01-23,41908
2019-01-24,42381
2019-01-25,41967
2019-01-26,41773
2019-01-27,42394
2019-01-28,42215
2019-01-29,41369
2019-01-30,40569
2019-01-31,40701
2019-02-01,39792
2019-02-02,39504
2019-02-03,39761
2019-02-04,39763
2019-02-05,39717
2019-02-06,39296
2019-02-07,38762
2019-02-08,38196
2019-02-09,38033
2019-02-10,38154
2019-02-11,38147
2019-02-12,37495
2019-02-13,39190
2019-02-14,40156
2019-02-15,39859
2019-02-16,39593
2019-02-17,39201
2019-02-18,40149
2019-02-19,41954
2019-02-20,40849
2019-02-21,41255
2019-02-22,40160
2019-02-23,40215
2019-02-24,40605
2019-02-25,40612
2019-02-26,39929
2019-02-27,39870
2019-02-28,40068
2019-03-01,39515
2019-03-02,39362
2019-03-03,40232
2019-03-04,40003
2019-03-05,39400
2019-03-06,39626
2019-03-07,40017
2019-03-08,39974
2019-03-09,40267
2019-03-10,40794
2019-03-11,40456
2019-03-12,40938
2019-03-13,42582
2019-03-14,43124
2019-03-15,42115
2019-03-16,41883
2019-03-17,41155
2019-03-18,40864
2019-03-19,40280
2019-03-20,40213
2019-03-21,40248
2019-03-22,40025
2019-03-23,40028
2019-03-24,40471
2019-03-25,40929
2019-03-26,41243
2019-03-27,41053
2019-03-28,40585
