date_obj,Crier%20bell price
2018-01-25,2870
2018-01-26,2870
2018-01-27,2854
2018-01-28,2892
2018-01-29,2892
2018-01-30,2952
2018-01-31,2952
2018-02-01,2937
2018-02-02,2937
2018-02-03,2951
2018-02-04,2951
2018-02-05,2944
2018-02-06,2944
2018-02-07,2993
2018-02-08,2993
2018-02-09,2975
2018-02-10,2975
2018-02-11,2961
2018-02-12,2961
2018-02-13,2992
2018-02-14,2992
2018-02-15,3020
2018-02-16,3020
2018-02-17,2962
2018-02-18,2962
2018-02-19,2977
2018-02-20,2977
2018-02-21,2991
2018-02-22,2991
2018-02-23,3021
2018-02-24,3021
2018-02-25,3029
2018-02-26,3029
2018-02-27,3014
2018-02-28,3014
2018-03-01,2988
2018-03-02,2988
2018-03-03,2992
2018-03-04,2992
2018-03-05,2984
2018-03-06,2984
2018-03-07,2955
2018-03-08,2955
2018-03-09,2955
2018-03-10,2952
2018-03-11,2952
2018-03-12,2928
2018-03-13,2928
2018-03-14,2928
2018-03-15,2948
2018-03-16,2948
2018-03-17,2941
2018-03-18,2941
2018-03-19,2999
2018-03-20,2999
2018-03-21,3042
2018-03-23,3042
2018-03-24,2995
2018-03-25,2995
2018-03-26,3001
2018-03-27,3001
2018-03-28,2997
2018-03-29,2997
2018-03-30,3030
2018-03-31,3030
2018-04-01,3013
2018-04-02,3013
2018-04-03,3010
2018-04-04,3010
2018-04-05,3010
2018-04-06,3054
2018-04-07,3054
2018-04-08,3054
2018-04-09,3045
2018-04-10,3045
2018-04-11,3024
2018-04-12,3024
2018-04-13,3024
2018-04-14,3050
2018-04-15,3050
2018-04-16,3050
2018-04-17,3041
2018-04-18,3041
2018-04-19,3041
2018-04-20,3019
2018-04-21,3019
2018-04-22,3016
2018-04-23,3016
2018-04-24,2976
2018-04-25,2976
2018-04-26,2976
2018-04-27,2988
2018-04-28,2988
2018-04-29,2999
2018-04-30,2999
2018-05-01,2963
2018-05-03,2963
2018-05-04,2991
2018-05-05,2991
2018-05-07,2996
2018-05-08,3010
2018-05-09,3010
2018-05-10,3093
2018-05-11,3093
2018-05-12,3172
2018-05-13,3172
2018-05-14,3172
2018-05-15,3227
2018-05-16,3227
2018-05-17,3255
2018-05-18,3255
2018-05-19,3321
2018-05-20,3321
2018-05-21,3321
2018-05-22,3324
2018-05-23,3324
2018-05-24,3388
2018-05-25,3388
2018-05-26,3332
2018-05-27,3332
2018-05-28,3289
2018-05-29,3289
2018-05-30,3289
2018-05-31,3181
2018-06-01,3181
2018-06-02,3059
2018-06-03,3059
2018-06-04,3059
2018-06-05,3033
2018-06-06,3033
2018-06-07,3033
2018-06-08,3115
2018-06-09,3115
2018-06-10,3142
2018-06-11,3142
2018-06-12,3142
2018-06-13,3133
2018-06-14,3133
2018-06-15,3133
2018-06-16,3061
2018-06-17,3061
2018-06-18,3123
2018-06-19,3123
2018-06-20,3173
2018-06-21,3173
2018-06-22,3178
2018-06-23,3178
2018-06-24,3186
2018-06-25,3186
2018-06-26,3186
2018-06-27,3168
2018-06-28,3168
2018-06-29,3119
2018-06-30,3119
2018-07-01,3165
2018-07-02,3165
2018-07-03,3214
2018-07-04,3214
2018-07-05,3214
2018-07-06,3200
2018-07-07,3200
2018-07-08,3200
2018-07-09,3306
2018-07-10,3306
2018-07-11,3272
2018-07-12,3272
2018-07-13,3275
2018-07-14,3275
2018-07-15,3218
2018-07-16,3218
2018-07-17,3258
2018-07-18,3258
2018-07-19,3324
2018-07-20,3324
2018-07-21,3444
2018-07-22,3444
2018-07-23,3583
2018-07-24,3583
2018-07-25,3523
2018-07-26,3523
2018-07-27,3367
2018-07-28,3367
2018-07-29,3278
2018-07-30,3278
2018-07-31,3243
2018-08-01,3243
2018-08-02,3269
2018-08-03,3269
2018-08-04,3255
2018-08-05,3255
2018-08-06,3287
2018-08-07,3287
2018-08-08,3334
2018-08-09,3334
2018-08-10,3375
2018-08-11,3375
2018-08-12,3425
2018-08-14,3441
2018-08-16,3447
2018-08-17,3447
2018-08-18,3483
2018-08-19,3483
2018-08-20,3548
2018-08-21,3548
2018-08-22,3604
2018-08-23,3604
2018-08-24,3471
2018-08-25,3359
2018-08-26,3359
2018-08-27,3257
2018-08-28,3257
2018-08-29,3217
2018-08-30,3217
2018-08-31,3222
2018-09-01,3193
2018-09-02,3193
2018-09-03,3193
2018-09-04,3080
2018-09-05,3080
2018-09-06,3080
2018-09-07,3070
2018-09-08,3070
2018-09-09,3020
2018-09-10,3020
2018-09-11,3039
2018-09-12,3039
2018-09-13,3033
2018-09-14,3033
2018-09-15,3088
2018-09-16,3088
2018-09-17,3088
2018-09-18,3158
2018-09-19,3158
2018-09-20,3186
2018-09-21,3186
2018-09-22,3203
2018-09-23,3203
2018-09-24,3259
2018-09-25,3259
2018-09-26,3397
2018-09-27,3397
2018-09-28,3457
2018-09-29,3457
2018-09-30,3494
2018-10-01,3494
2018-10-02,3556
2018-10-03,3556
2018-10-04,3594
2018-10-05,3594
2018-10-06,3660
2018-10-07,3660
2018-10-08,3747
2018-10-09,3747
2018-10-10,3874
2018-10-11,3874
2018-10-12,4004
2018-10-13,4004
2018-10-14,4150
2018-10-15,4150
2018-10-16,4198
2018-10-17,4198
2018-10-18,4180
2018-10-19,4180
2018-10-20,4241
2018-10-21,4241
2018-10-22,4252
2018-10-23,4252
2018-10-24,4358
2018-10-25,4358
2018-10-26,4347
2018-10-27,4347
2018-10-28,4196
2018-10-29,4196
2018-10-30,4123
2018-10-31,4123
2018-11-01,4136
2018-11-03,4069
2018-11-04,4069
2018-11-05,4109
2018-11-06,4109
2018-11-07,4214
2018-11-08,4214
2018-11-09,4245
2018-11-10,4266
2018-11-11,4266
2018-11-12,4283
2018-11-13,4283
2018-11-14,4308
2018-11-15,4308
2018-11-16,4406
2018-11-17,4406
2018-11-18,4391
2018-11-19,4391
2018-11-20,4434
2018-11-21,4434
2018-11-22,4423
2018-11-23,4423
2018-11-24,4618
2018-11-25,4780
2018-11-26,4780
2018-11-27,4887
2018-11-28,4833
2018-11-29,4700
2018-12-01,4623
2018-12-02,4566
2018-12-03,4566
2018-12-04,4622
2018-12-05,4698
2018-12-07,4550
2018-12-09,4583
2018-12-10,4504
2018-12-11,4504
2018-12-12,4587
2018-12-13,4583
2018-12-14,4583
2018-12-15,4623
2018-12-16,4617
2018-12-17,4617
2018-12-18,4590
2018-12-19,4590
2018-12-20,4686
2018-12-21,4651
2018-12-22,4651
2018-12-23,4680
2018-12-24,4740
2018-12-25,4740
2018-12-26,4707
2018-12-27,4714
2018-12-28,4714
2018-12-29,4662
2018-12-30,4662
2018-12-31,4644
2019-01-01,4644
2019-01-02,4606
2019-01-03,4606
2019-01-04,4537
2019-01-05,4424
2019-01-06,4325
2019-01-08,4150
2019-01-10,4098
2019-01-11,4098
2019-01-12,4038
2019-01-13,4003
2019-01-14,4003
2019-01-15,4194
2019-01-16,4194
2019-01-17,4299
2019-01-18,4299
2019-01-19,4349
2019-01-20,4296
2019-01-21,4296
2019-01-22,4407
2019-01-23,4566
2019-01-24,4566
2019-01-25,4362
2019-01-26,4155
2019-01-27,3964
2019-01-28,3964
2019-01-29,3861
2019-01-30,3816
2019-01-31,3816
2019-02-01,3853
2019-02-02,3853
2019-02-03,3836
2019-02-04,3836
2019-02-05,3897
2019-02-06,3897
2019-02-07,3963
2019-02-08,3963
2019-02-09,3965
2019-02-10,3965
2019-02-11,3920
2019-02-12,3920
2019-02-13,3809
2019-02-14,3809
2019-02-15,3748
2019-02-16,3748
2019-02-17,3640
2019-02-18,3640
2019-02-19,3546
2019-02-20,3546
2019-02-21,3446
2019-02-22,3446
2019-02-23,3345
2019-02-24,3345
2019-02-25,3288
2019-02-26,3288
2019-02-27,3278
2019-02-28,3278
2019-03-01,3226
2019-03-02,3226
2019-03-03,3125
2019-03-04,3118
2019-03-05,3118
2019-03-06,3092
2019-03-07,3047
2019-03-08,3047
2019-03-09,3066
2019-03-10,3021
2019-03-11,3021
2019-03-12,2978
2019-03-13,2978
2019-03-14,2984
2019-03-15,2984
2019-03-16,3007
2019-03-17,3066
2019-03-18,3066
2019-03-19,3150
2019-03-20,3205
2019-03-21,3205
2019-03-22,3184
2019-03-23,3066
2019-03-24,3066
2019-03-25,3011
2019-03-26,2990
2019-03-27,2990
2019-03-28,2994
2019-03-29,2994
2019-03-30,2980
2019-03-31,2980
2019-04-01,2892
2019-04-02,2892
2019-04-03,2901
2019-04-04,2901
2019-04-05,2913
2019-04-06,2913
2019-04-07,2957
2019-04-08,2957
2019-04-09,3005
2019-04-10,3005
2019-04-11,3003
2019-04-12,2949
2019-04-13,2945
2019-04-14,2939
2019-04-15,2936
2019-04-16,2944
2019-04-17,3007
2019-04-18,3027
2019-04-19,3014
2019-04-20,3013
2019-04-21,3013
2019-04-22,3069
2019-04-23,3007
2019-04-24,2941
2019-04-25,2995
2019-04-26,3125
2019-04-27,3125
2019-04-28,3236
2019-04-29,3355
2019-04-30,3474
2019-05-01,3474
2019-05-02,3536
2019-05-03,3652
2019-05-04,3746
2019-05-05,3763
2019-05-06,3763
2019-05-07,3770
2019-05-08,3770
2019-05-09,3723
2019-05-10,3723
2019-05-11,3642
2019-05-12,3574
2019-05-13,3514
2019-05-14,3387
2019-05-15,3387
2019-05-16,3278
2019-05-17,3278
2019-05-18,3257
2019-05-19,3257
2019-05-20,3288
2019-05-21,3288
2019-05-22,3301
2019-05-23,3301
2019-05-24,3408
2019-05-25,3408
2019-05-26,3517
2019-05-27,3516
2019-05-28,3516
2019-05-29,3518
2019-05-30,3518
2019-05-31,3603
2019-06-01,3603
2019-06-02,3586
2019-06-03,3586
2019-06-04,3619
2019-06-05,3619
2019-06-06,3716
2019-06-07,3716
2019-06-08,3788
2019-06-09,3788
2019-06-10,3754
2019-06-11,3739
2019-06-12,3739
2019-06-13,3725
2019-06-14,3725
2019-06-15,3696
2019-06-16,3638
2019-06-17,3638
2019-06-18,3582
2019-06-19,3582
2019-06-20,3511
2019-06-21,3511
2019-06-22,3497
2019-06-23,3485
2019-06-24,3485
2019-06-25,3542
2019-06-26,3542
2019-06-27,3559
2019-06-28,3559
2019-06-29,3633
2019-06-30,3633
2019-07-01,3660
2019-07-02,3660
2019-07-03,3722
2019-07-04,3722
2019-07-05,3826
2019-07-06,3826
2019-07-07,3884
2019-07-08,3884
2019-07-09,4011
2019-07-10,4011
2019-07-11,4011
2019-07-12,4011
2019-07-13,3950
2019-07-14,3917
2019-07-15,3917
2019-07-16,3990
2019-07-17,3972
2019-07-18,3972
2019-07-19,3998
2019-07-20,3998
2019-07-21,3957
2019-07-22,3957
2019-07-23,3965
2019-07-24,3965
2019-07-25,3965
2019-07-26,4044
2019-07-27,4044
2019-07-28,4193
2019-07-29,4193
2019-07-30,4362
2019-07-31,4362
2019-08-01,4417
2019-08-02,4417
2019-08-03,4329
2019-08-04,4329
2019-08-05,4198
2019-08-06,4198
2019-08-07,4132
2019-08-08,4132
2019-08-09,4132
2019-08-10,4124
2019-08-11,4124
2019-08-12,3923
2019-08-13,3923
2019-08-14,3893
2019-08-15,3893
2019-08-16,3962
2019-08-17,3962
2019-08-18,4041
2019-08-19,4041
2019-08-20,4081
2019-08-21,4081
2019-08-22,4103
2019-08-23,4103
2019-08-24,4115
2019-08-24,4115
2019-08-25,4115
2019-08-25,4115
2019-08-26,4184
2019-08-27,4184
2019-08-27,4184
2019-08-28,4204
2019-08-29,4204
2019-08-30,4253
2019-08-31,4253
2019-09-01,4323
2019-09-02,4323
2019-09-03,4376
2019-09-04,4376
2019-09-05,4454
2019-09-06,4454
2019-09-07,4468
2019-09-08,4468
2019-09-09,4334
2019-09-10,4334
2019-09-11,4345
2019-09-12,4345
2019-09-13,4284
2019-09-14,4284
2019-09-15,4246
2019-09-16,4246
2019-09-17,4221
2019-09-18,4221
2019-09-19,4208
2019-09-20,4208
2019-09-21,4150
2019-09-22,4150
2019-09-23,4087
2019-09-24,4087
2019-09-25,4051
2019-09-26,4051
2019-09-27,4035
2019-09-28,4035
2019-09-29,4062
2019-09-30,4062
2019-10-01,4116
2019-10-02,4116
2019-10-03,4116
2019-10-04,4144
2019-10-05,4144
2019-10-06,4184
2019-10-07,4184
2019-10-08,4219
2019-10-09,4219
2019-10-10,4219
2019-10-11,4271
2019-10-12,4271
2019-10-13,4373
2019-10-14,4373
2019-10-15,4466
2019-10-16,4466
2019-10-17,4600
2019-10-18,4600
2019-10-19,4700
2019-10-20,4700
2019-10-21,4699
2019-10-22,4699
2019-10-23,4593
2019-10-24,4593
2019-10-25,4400
2019-10-26,4400
2019-10-27,4188
2019-10-28,3998
2019-10-29,3998
2019-10-30,3995
2019-10-31,3995
2019-11-01,4064
2019-11-02,4064
2019-11-03,4120
2019-11-04,4120
2019-11-05,4120
2019-11-06,4169
2019-11-07,4169
2019-11-08,4151
2019-11-09,4151
2019-11-10,4126
2019-11-11,4126
2019-11-12,4125
2019-11-13,4125
2019-11-14,4125
2019-11-15,4101
2019-11-16,4101
2019-11-17,3965
2019-11-18,3965
2019-11-19,3856
2019-11-20,3856
2019-11-21,3856
2019-11-22,3683
2019-11-23,3683
2019-11-24,3562
2019-11-25,3562
2019-11-26,3431
2019-11-27,3431
2019-11-28,3431
2019-11-29,3271
2019-11-30,3271
2019-12-01,3259
2019-12-02,3259
2019-12-03,3366
2019-12-04,3366
2019-12-05,3366
2019-12-06,3432
2019-12-07,3432
2019-12-08,3465
2019-12-09,3465
2019-12-10,3492
2019-12-11,3492
2019-12-12,3492
2019-12-13,3490
2019-12-14,3490
2019-12-15,3422
2019-12-16,3422
2019-12-17,3422
2019-12-18,3516
2019-12-19,3516
2019-12-20,3549
2019-12-21,3549
2019-12-22,3604
2019-12-23,3604
2019-12-24,3603
2019-12-25,3603
2019-12-26,3520
2019-12-27,3520
2019-12-28,3435
2019-12-29,3435
2019-12-30,3435
2019-12-31,3409
2020-01-01,3409
2020-01-02,3363
2020-01-03,3363
2020-01-04,3259
2020-01-05,3259
2020-01-06,3251
2020-01-07,3251
2020-01-08,3251
2020-01-09,3278
2020-01-10,3278
2020-01-11,3303
2020-01-12,3303
2020-01-13,3303
2020-01-14,3303
2020-01-15,3314
2020-01-16,3314
2020-01-17,3335
2020-01-18,3335
2020-01-19,3416
2020-01-20,3416
2020-01-21,3416
2020-01-22,3473
2020-01-23,3473
2020-01-24,3509
2020-01-25,3509
2020-01-26,3531
2020-01-27,3531
2020-01-28,3557
2020-01-29,3557
2020-01-30,3591
2020-01-31,3591
2020-02-01,3620
2020-02-02,3620
2020-02-03,3595
2020-02-04,3595
2020-02-05,3657
2020-02-06,3657
2020-02-07,3622
2020-02-08,3622
2020-02-09,3650
2020-02-10,3650
2020-02-11,3772
2020-02-12,3772
2020-02-13,3772
2020-02-14,3953
2020-02-15,3953
2020-02-16,3953
2020-02-17,4084
2020-02-18,4084
2020-02-19,4239
2020-02-20,4239
2020-02-21,4239
2020-02-22,4401
2020-02-23,4401
2020-02-24,4496
2020-02-25,4496
2020-02-26,4686
2020-02-27,4686
2020-02-28,4921
2020-02-29,4921
2020-03-01,4909
2020-03-02,4909
2020-03-03,4868
2020-03-04,4868
2020-03-05,4922
2020-03-06,5097
2020-03-07,5097
2020-03-08,5117
2020-03-09,5117
2020-03-10,5219
2020-03-11,5219
2020-03-12,5255
2020-03-13,5255
2020-03-14,5228
2020-03-15,5228
2020-03-16,5107
2020-03-17,5107
2020-03-18,4929
2020-03-19,4929
2020-03-20,4836
2020-03-21,4836
2020-03-22,4816
2020-03-23,4816
2020-03-24,4680
2020-03-25,4680
2020-03-26,4560
2020-03-27,4392
2020-03-28,4392
2020-03-29,4244
2020-03-30,4122
2020-03-31,4122
2020-04-01,4038
2020-04-02,4029
2020-04-03,4029
2020-04-04,3877
2020-04-05,3751
2020-04-06,3691
2020-04-07,3632
2020-04-08,3632
2020-04-09,3557
2020-04-10,3557
2020-04-11,3532
2020-04-12,3483
2020-04-13,3483
2020-04-14,3438
2020-04-15,3416
2020-04-16,3416
2020-04-17,3411
2020-04-18,3417
2020-04-19,3381
2020-04-20,3420
2020-04-21,3387
2020-04-22,3374
2020-04-23,3374
2020-04-24,3314
2020-04-25,3314
2020-04-26,3308
2020-04-27,3281
2020-04-28,3200
2020-04-29,3200
2020-04-30,3149
2020-05-01,3149
2020-05-02,3151
2020-05-03,3147
2020-05-04,3147
2020-05-05,3129
2020-05-06,3038
2020-05-07,3056
2020-05-08,3056
2020-05-09,3070
2020-05-10,3098
2020-05-11,3098
2020-05-12,3069
2020-05-13,3083
