date_obj,Torn%20prayer%20scroll price
2018-04-27,45504
2018-04-28,45837
2018-04-29,45909
2018-04-30,45882
2018-05-01,45932
2018-05-02,46303
2018-05-03,46120
2018-05-04,45759
2018-05-05,46143
2018-05-06,46041
2018-05-08,45876
2018-05-09,46144
2018-05-10,46092
2018-05-11,45780
2018-05-12,45905
2018-05-13,44766
2018-05-14,45635
2018-05-15,46039
2018-05-16,45964
2018-05-17,46105
2018-05-18,46087
2018-05-19,45678
2018-05-20,45826
2018-05-21,45659
2018-05-22,45856
2018-05-23,45920
2018-05-24,45766
2018-05-25,45773
2018-05-26,45917
2018-05-27,44854
2018-05-28,45339
2018-05-29,45153
2018-05-30,45414
2018-05-31,45754
2018-06-01,45671
2018-06-02,45793
2018-06-03,45368
2018-06-04,45546
2018-06-05,45415
2018-06-06,44474
2018-06-07,45522
2018-06-08,45708
2018-06-09,46016
2018-06-10,45247
2018-06-11,45742
2018-06-12,45816
2018-06-13,46118
2018-06-14,45594
2018-06-15,45796
2018-06-16,45820
2018-06-17,46024
2018-06-18,46276
2018-06-19,46231
2018-06-20,46302
2018-06-21,46033
2018-06-22,45900
2018-06-23,46245
2018-06-24,46272
2018-06-25,46567
2018-06-26,46323
2018-06-27,46514
2018-06-28,46198
2018-06-29,46230
2018-06-30,46389
2018-07-01,46260
2018-07-02,46299
2018-07-03,46110
2018-07-04,46465
2018-07-05,46188
2018-07-06,46392
2018-07-07,46431
2018-07-08,46406
2018-07-09,45988
2018-07-10,46248
2018-07-11,45632
2018-07-12,45705
2018-07-13,46030
2018-07-14,46205
2018-07-15,46389
2018-07-16,46462
2018-07-17,46394
2018-07-18,46477
2018-07-19,46476
2018-07-20,46469
2018-07-21,46625
2018-07-22,46109
2018-07-23,46481
2018-07-24,46663
2018-07-25,46505
2018-07-26,46145
2018-07-27,46496
2018-07-28,46417
2018-07-29,46372
2018-07-30,46152
2018-07-31,46006
2018-08-01,46552
2018-08-02,46465
2018-08-03,46636
2018-08-04,46474
2018-08-05,46556
2018-08-06,46457
2018-08-07,46297
2018-08-08,46481
2018-08-09,46574
2018-08-10,46894
2018-08-11,46658
2018-08-12,46543
2018-08-14,46502
2018-08-16,46400
2018-08-17,46392
2018-08-18,46463
2018-08-19,46585
2018-08-20,46449
2018-08-21,46373
2018-08-22,46653
2018-08-23,46655
2018-08-24,46608
2018-08-25,46388
2018-08-26,46482
2018-08-27,46605
2018-08-28,46799
2018-08-29,46703
2018-08-30,46620
2018-08-31,46880
2018-09-01,46460
2018-09-02,46384
2018-09-03,46370
2018-09-04,46579
2018-09-05,46543
2018-09-06,46139
2018-09-07,46610
2018-09-08,46548
2018-09-09,46753
2018-09-10,46402
2018-09-11,46581
2018-09-12,46915
2018-09-13,46891
2018-09-14,46986
2018-09-15,46844
2018-09-16,46829
2018-09-17,46558
2018-09-18,46849
2018-09-19,46883
2018-09-20,46853
2018-09-21,46783
2018-09-22,46625
2018-09-23,46937
2018-09-24,46663
2018-09-25,46673
2018-09-26,46911
2018-09-27,46901
2018-09-28,46864
2018-09-29,46533
2018-09-30,46349
2018-10-02,46404
2018-10-03,46419
2018-10-04,46461
2018-10-05,46621
2018-10-06,46549
2018-10-07,46718
2018-10-08,46379
2018-10-09,46475
2018-10-10,46514
2018-10-11,46428
2018-10-12,46549
2018-10-13,46281
2018-10-14,46205
2018-10-15,46300
2018-10-16,46644
2018-10-17,46664
2018-10-18,46723
2018-10-19,46623
2018-10-20,46638
2018-10-21,46505
2018-10-22,46942
2018-10-23,47865
2018-10-24,47915
2018-10-25,47008
2018-10-26,46920
2018-10-27,46859
2018-10-28,46531
2018-10-29,46583
2018-10-30,46587
2018-10-31,46704
2018-11-01,46468
2018-11-03,46556
2018-11-04,46483
2018-11-05,46484
2018-11-06,46532
2018-11-07,46246
2018-11-08,46515
2018-11-09,46480
2018-11-10,46535
2018-11-11,46074
2018-11-12,45808
2018-11-13,46386
2018-11-14,46466
2018-11-15,46319
2018-11-16,46466
2018-11-17,46386
2018-11-18,46147
2018-11-19,46393
2018-11-20,46450
2018-11-21,46173
2018-11-22,45992
2018-11-23,45589
2018-11-24,45780
2018-11-25,45814
2018-11-26,45875
2018-11-27,46321
2018-11-28,46508
2018-11-29,46452
2018-12-01,45743
2018-12-02,45788
2018-12-03,46139
2018-12-04,46399
2018-12-05,46329
2018-12-07,46290
2018-12-09,45474
2018-12-10,46101
2018-12-11,46424
2018-12-12,46156
2018-12-13,46488
2018-12-14,46245
2018-12-15,46330
2018-12-16,45652
2018-12-17,45602
2018-12-18,46467
2018-12-19,46769
2018-12-20,46790
2018-12-21,46555
2018-12-22,46538
2018-12-23,46656
2018-12-24,46639
2018-12-25,46534
2018-12-26,46381
2018-12-27,46141
2018-12-28,45994
2018-12-29,46336
2018-12-30,45624
2018-12-31,46345
2019-01-01,46378
2019-01-02,46273
2019-01-03,46007
2019-01-04,45749
2019-01-05,45498
2019-01-06,45855
2019-01-08,46058
2019-01-10,45958
2019-01-11,46107
2019-01-12,46163
2019-01-13,46236
2019-01-14,46409
2019-01-15,45862
2019-01-16,46514
2019-01-17,46261
2019-01-18,46458
2019-01-19,46303
2019-01-20,46437
2019-01-21,46761
2019-01-22,46848
2019-01-23,46515
2019-01-24,46438
2019-01-25,46639
2019-01-26,46282
2019-01-27,45834
2019-01-28,45906
2019-01-29,46461
2019-01-30,46441
2019-01-31,45952
2019-02-01,46287
2019-02-02,45981
2019-02-03,46305
2019-02-04,46501
2019-02-05,46332
2019-02-06,45720
2019-02-07,46304
2019-02-08,46502
2019-02-09,46298
2019-02-10,46593
2019-02-11,46644
2019-02-12,46838
2019-02-13,46874
2019-02-14,46610
2019-02-15,46740
2019-02-16,46624
2019-02-17,46480
2019-02-18,46707
2019-02-19,46769
2019-02-20,46433
2019-02-21,45564
2019-02-22,45536
2019-02-23,46433
2019-02-24,46543
2019-02-25,46828
2019-02-26,46874
2019-02-27,46723
2019-02-28,46087
2019-03-01,46576
2019-03-02,46370
2019-03-03,46171
2019-03-04,46338
2019-03-05,46742
2019-03-06,46322
2019-03-07,46536
2019-03-08,46472
2019-03-09,46533
2019-03-10,45974
2019-03-11,46599
2019-03-12,46848
2019-03-13,46646
2019-03-14,46817
2019-03-15,46862
2019-03-16,46793
2019-03-17,46741
2019-03-18,46475
2019-03-19,46489
2019-03-20,46863
2019-03-21,46465
2019-03-22,46472
2019-03-23,46603
2019-03-24,46775
2019-03-25,46531
2019-03-26,45913
2019-03-27,46398
2019-03-28,46438
2019-03-29,46680
2019-03-30,46783
2019-03-31,46800
2019-04-01,46844
2019-04-02,46432
2019-04-03,46530
2019-04-04,46844
2019-04-05,46778
2019-04-06,46925
2019-04-07,46865
2019-04-08,46970
2019-04-09,47179
2019-04-10,47159
2019-04-11,46904
2019-04-12,46888
2019-04-13,46712
2019-04-14,46375
2019-04-15,46456
2019-04-16,46780
2019-04-17,46831
2019-04-18,46645
2019-04-19,46381
2019-04-20,46482
2019-04-21,46431
2019-04-22,46319
2019-04-23,46687
2019-04-24,46528
2019-04-25,46606
2019-04-26,46229
2019-04-27,46513
2019-04-28,46456
2019-04-29,46476
2019-04-30,46449
2019-05-01,46265
2019-05-02,46519
2019-05-03,46649
2019-05-04,46564
2019-05-05,46298
2019-05-06,46620
2019-05-07,46418
2019-05-08,46630
2019-05-09,46617
2019-05-10,46693
2019-05-11,46450
2019-05-12,46747
2019-05-13,46873
2019-05-14,47131
2019-05-15,47103
2019-05-16,46987
2019-05-17,47009
2019-05-18,46997
2019-05-19,46878
2019-05-20,46776
2019-05-21,47062
2019-05-22,46993
2019-05-23,47349
2019-05-24,47042
2019-05-25,46950
2019-05-26,46923
2019-05-27,46708
2019-05-28,47076
2019-05-29,47187
2019-05-30,47147
2019-05-31,47121
2019-06-01,46774
2019-06-02,46334
2019-06-03,46459
2019-06-04,46637
2019-06-05,46559
2019-06-06,46744
2019-06-07,46757
2019-06-08,46820
2019-06-09,46759
2019-06-10,46777
2019-06-11,46925
2019-06-12,46902
2019-06-13,47038
2019-06-14,46699
2019-06-15,46685
2019-06-16,46697
2019-06-17,46584
2019-06-18,45990
2019-06-19,46392
2019-06-20,46668
2019-06-21,46579
2019-06-22,46481
2019-06-23,46568
2019-06-24,46845
2019-06-25,47059
2019-06-26,46977
2019-06-27,47064
2019-06-28,47013
2019-06-29,46906
2019-06-30,46746
2019-07-01,47037
2019-07-02,46533
2019-07-03,46664
2019-07-04,47035
2019-07-05,46920
2019-07-06,46565
2019-07-07,46586
2019-07-08,46800
2019-07-09,46779
2019-07-10,46894
2019-07-11,46800
2019-07-12,46916
2019-07-13,46862
2019-07-14,46625
2019-07-15,46729
2019-07-16,46863
2019-07-17,46710
2019-07-18,46747
2019-07-19,46847
2019-07-20,46823
2019-07-21,46300
2019-07-22,46929
2019-07-23,47007
2019-07-24,46840
2019-07-25,47103
2019-07-26,47164
2019-07-27,46815
2019-07-28,46927
2019-07-29,46963
2019-07-30,46988
2019-07-31,46997
2019-08-01,46959
2019-08-02,46809
2019-08-03,46536
2019-08-04,46563
2019-08-05,46715
2019-08-06,46865
2019-08-07,46798
2019-08-08,46863
2019-08-09,46767
2019-08-10,46509
2019-08-11,46648
2019-08-12,46811
2019-08-13,46816
2019-08-14,46725
2019-08-15,46408
2019-08-16,46565
2019-08-17,46658
2019-08-18,46504
2019-08-19,46664
2019-08-20,46467
2019-08-21,46643
2019-08-22,46571
2019-08-23,46781
2019-08-24,46915
2019-08-24,46915
2019-08-25,46681
2019-08-25,46681
2019-08-26,46592
2019-08-26,46592
2019-08-27,46685
2019-08-27,46685
2019-08-28,47020
2019-08-29,47358
2019-08-30,47097
2019-08-31,46969
2019-09-01,46768
2019-09-02,46727
2019-09-03,46775
2019-09-04,46906
2019-09-05,46997
2019-09-06,47089
2019-09-07,46815
2019-09-08,46880
2019-09-09,47018
2019-09-10,47006
2019-09-11,47124
2019-09-12,46873
2019-09-13,46696
2019-09-14,46788
2019-09-15,46736
2019-09-16,46603
2019-09-17,46870
2019-09-18,46919
2019-09-19,46783
2019-09-20,46508
2019-09-21,46592
2019-09-22,46527
2019-09-23,46917
2019-09-24,46911
2019-09-25,46872
2019-09-26,46908
2019-09-27,46512
2019-09-28,46626
2019-09-29,46601
2019-09-30,46702
2019-10-01,46721
2019-10-02,46620
2019-10-03,46611
2019-10-04,46552
2019-10-05,46198
2019-10-06,46333
2019-10-07,46006
2019-10-08,46297
2019-10-09,46546
2019-10-10,46527
2019-10-11,46221
2019-10-12,46423
2019-10-13,45954
2019-10-14,46171
2019-10-15,46046
2019-10-16,46539
2019-10-17,46152
2019-10-18,45908
2019-10-19,45704
2019-10-20,45661
2019-10-21,45487
2019-10-22,45789
2019-10-23,45848
2019-10-24,45974
2019-10-25,45830
2019-10-26,45966
2019-10-27,44947
2019-10-28,45690
2019-10-29,45700
2019-10-30,45344
2019-10-31,45768
2019-11-01,45910
2019-11-02,45774
2019-11-03,45637
2019-11-04,45540
2019-11-05,45282
2019-11-06,45770
2019-11-07,46060
2019-11-08,45915
2019-11-09,45642
2019-11-10,46203
2019-11-11,46412
2019-11-12,46648
2019-11-13,46746
2019-11-14,46747
2019-11-15,46995
2019-11-16,46922
2019-11-17,46833
2019-11-18,46998
2019-11-19,47182
2019-11-20,47096
2019-11-21,46682
2019-11-22,46863
2019-11-23,47104
2019-11-24,46659
2019-11-25,46504
2019-11-26,46803
2019-11-27,46810
2019-11-28,47086
2019-11-29,46505
2019-11-30,46670
2019-12-01,46362
2019-12-02,46873
2019-12-03,46606
2019-12-04,46848
2019-12-05,46753
2019-12-06,46640
2019-12-07,46714
2019-12-08,46794
2019-12-09,46853
2019-12-10,46911
2019-12-11,46692
2019-12-12,46938
2019-12-13,46872
2019-12-14,46609
2019-12-15,46664
2019-12-16,46851
2019-12-17,46984
2019-12-18,46967
2019-12-19,46911
2019-12-20,47121
2019-12-21,47191
2019-12-22,46889
2019-12-23,46849
2019-12-24,47293
2019-12-25,47213
2019-12-26,47047
2019-12-27,46851
2019-12-28,46954
2019-12-29,47103
2019-12-30,47070
2019-12-31,47038
2020-01-01,46956
2020-01-02,46857
2020-01-03,46741
2020-01-04,46710
2020-01-05,46737
2020-01-06,46789
2020-01-07,46933
2020-01-08,46825
2020-01-09,46926
2020-01-10,47020
2020-01-11,46903
2020-01-12,46636
2020-01-13,46491
2020-01-14,46481
2020-01-15,46730
2020-01-16,46237
2020-01-17,46865
2020-01-18,46868
2020-01-19,46843
2020-01-20,47030
2020-01-21,47039
2020-01-22,47169
2020-01-23,47176
2020-01-24,47009
2020-01-25,46314
2020-01-26,46526
2020-01-27,46902
2020-01-28,47190
2020-01-29,47130
2020-01-30,46857
2020-01-31,47034
2020-02-01,46847
2020-02-02,46757
2020-02-03,47012
2020-02-04,46940
2020-02-05,46621
2020-02-06,46480
2020-02-07,46965
2020-02-08,46963
2020-02-09,46780
2020-02-10,46926
2020-02-11,47215
2020-02-12,46928
2020-02-13,47041
2020-02-14,46972
2020-02-15,47026
2020-02-16,46902
2020-02-17,46867
2020-02-18,46810
2020-02-19,46914
2020-02-20,46983
2020-02-21,47169
2020-02-22,46630
2020-02-23,46574
2020-02-24,46998
2020-02-25,47076
2020-02-26,46897
2020-02-27,46980
2020-02-28,46941
2020-02-29,46916
2020-03-01,46880
2020-03-02,46925
2020-03-03,47089
2020-03-04,46843
2020-03-05,47117
2020-03-06,47067
2020-03-07,46944
2020-03-08,46979
2020-03-09,47070
2020-03-10,46581
2020-03-11,46700
2020-03-12,46850
2020-03-13,46723
2020-03-14,46750
2020-03-15,46743
2020-03-16,46959
2020-03-17,46897
2020-03-18,46694
2020-03-19,46756
2020-03-20,46751
2020-03-21,46706
2020-03-22,46549
2020-03-23,46640
2020-03-24,46850
2020-03-25,46999
2020-03-26,47208
2020-03-27,47037
2020-03-28,46976
2020-03-29,47010
2020-03-30,47135
2020-03-31,47219
2020-04-01,47223
2020-04-02,46967
2020-04-03,46062
2020-04-04,46480
2020-04-05,46757
2020-04-06,46996
2020-04-07,46964
2020-04-08,47064
2020-04-09,47055
2020-04-10,46952
2020-04-11,46984
2020-04-12,46821
2020-04-13,47000
2020-04-14,47121
2020-04-15,47221
2020-04-16,46991
2020-04-17,47113
2020-04-18,46990
2020-04-19,47027
2020-04-20,47027
2020-04-21,47084
2020-04-22,47110
2020-04-23,47185
2020-04-24,47016
2020-04-25,46795
2020-04-26,46980
2020-04-27,47109
2020-04-28,47199
2020-04-29,46949
2020-04-30,47063
2020-05-01,47276
2020-05-02,47226
2020-05-03,47166
2020-05-04,47195
2020-05-05,47159
2020-05-06,47153
2020-05-07,46831
2020-05-08,46813
2020-05-09,46890
2020-05-10,46944
2020-05-11,47170
2020-05-12,46901
2020-05-13,47134
