date_obj,Spirit%20shield price
2015-07-19,82966
2015-07-20,82400
2015-07-21,82980
2015-07-22,83366
2015-07-23,83366
2015-07-24,83411
2015-07-25,86337
2015-07-26,90432
2015-07-27,94954
2015-07-28,99702
2015-07-29,104604
2015-07-30,109835
2015-07-31,113690
2015-08-01,118562
2015-08-02,118235
2015-08-03,114891
2015-08-04,112443
2015-08-05,111056
2015-08-06,110375
2015-08-07,109702
2015-08-08,107739
2015-08-09,103448
2015-08-10,98783
2015-08-11,96329
2015-08-12,96329
2015-08-13,92428
2015-08-14,89591
2015-08-15,87459
2015-08-16,87076
2015-08-17,87091
2015-08-18,86231
2015-08-19,85704
2015-08-20,84865
2015-08-21,84684
2015-08-22,85703
2015-08-23,88155
2015-08-24,90686
2015-08-25,90686
2015-08-26,93029
2015-08-27,95654
2015-08-28,97452
2015-08-29,99193
2015-08-30,98745
2015-08-31,99276
2015-09-01,100904
2015-09-02,100904
2015-09-03,100827
2015-09-04,101913
2015-09-05,101913
2015-09-06,102291
2015-09-07,101212
2015-09-08,99429
2015-09-09,98302
2015-09-10,98201
2015-09-11,98848
2015-09-12,99453
2015-09-13,99253
2015-09-14,100344
2015-09-15,101986
2015-09-16,102802
2015-09-17,105382
2015-09-18,106287
2015-09-19,106202
2015-09-20,104968
2015-09-21,102412
2015-09-22,102130
2015-09-23,101248
2015-09-24,101248
2015-09-25,100088
2015-09-27,95868
2015-09-28,94312
2015-09-29,94278
2015-09-30,95268
2015-10-05,104626
2015-10-06,104632
2015-10-07,102867
2015-10-08,101702
2015-10-09,99736
2015-10-10,99736
2015-10-11,99867
2015-10-12,100843
2015-10-13,100863
2015-10-14,102203
2015-10-15,101553
2015-10-16,102430
2015-10-17,102430
2015-10-18,104120
2015-10-19,104235
2015-10-20,108064
2015-10-22,114176
2015-10-23,113671
2015-10-24,112143
2015-10-25,110701
2015-10-26,107673
2015-10-27,104899
2015-10-29,97221
2015-10-30,92459
2015-10-31,91462
2015-11-01,91462
2015-11-02,93071
2015-11-03,97336
2015-11-04,98032
2015-11-05,96817
2015-11-06,95893
2015-11-07,93648
2015-11-08,90287
2015-11-09,88542
2015-11-10,87276
2015-11-11,86160
2015-11-12,86319
2015-11-13,84868
2015-11-14,85087
2015-11-15,85927
2015-11-16,87530
2015-11-17,87758
2015-11-18,90819
2015-11-19,93453
2015-11-20,95951
2015-11-21,95951
2015-11-22,100227
2015-11-23,100227
2015-11-24,104615
2015-11-25,102958
2015-11-26,102958
2015-11-27,103781
2015-11-28,105667
2015-11-29,107129
2015-11-30,109066
2015-12-01,111620
2015-12-02,113788
2015-12-03,113691
2015-12-04,112830
2015-12-05,112106
2015-12-06,114464
2015-12-07,114859
2015-12-08,112238
2015-12-09,110931
2015-12-10,111090
2015-12-11,110444
2015-12-12,110360
2015-12-13,112269
2015-12-14,113992
2015-12-15,115575
2015-12-16,116830
2015-12-17,117085
2015-12-18,117210
2015-12-19,117687
2015-12-20,118210
2015-12-21,117132
2015-12-22,115927
2015-12-23,112325
2015-12-24,109974
2015-12-25,108995
2015-12-26,109340
2015-12-27,108678
2015-12-28,107477
2015-12-29,107691
2015-12-30,108952
2015-12-31,109303
2016-01-01,110140
2016-01-02,111075
2016-01-03,109329
2016-01-04,107783
2016-01-05,106894
2016-01-06,106250
2016-01-07,107493
2016-01-08,105828
2016-01-09,107780
2016-01-10,107150
2016-01-11,107694
2016-01-12,109371
2016-01-13,109965
2016-01-14,109346
2016-01-15,110354
2016-01-16,110845
2016-01-17,110995
2016-01-18,111948
2016-01-19,111058
2016-01-20,109919
2016-01-21,107435
2016-01-22,106097
2016-01-23,103531
2016-01-24,101355
2016-01-25,99708
2016-01-26,97947
2016-01-27,96501
2016-01-28,93835
2016-01-29,92044
2016-01-30,90678
2016-01-31,87817
2016-02-01,86788
2016-02-02,86318
2016-02-03,87160
2016-02-04,87355
2016-02-05,88741
2016-02-06,90328
2016-02-07,90981
2016-02-08,92863
2016-02-09,94341
2016-02-10,95806
2016-02-11,96036
2016-02-12,96331
2016-02-13,94827
2016-02-14,91638
2016-02-15,89484
2016-02-16,86417
2016-02-17,84863
2016-02-18,82406
2016-02-19,81362
2016-02-20,81323
2016-02-21,83913
2016-02-22,84700
2016-02-23,85565
2016-02-24,86038
2016-02-25,85755
2016-02-26,87173
2016-02-27,86251
2016-02-28,86018
2016-02-29,86370
2016-03-01,86168
2016-03-02,85290
2016-03-03,85910
2016-03-04,87053
2016-03-05,86119
2016-03-06,87501
2016-03-07,86438
2016-03-08,85997
2016-03-09,85612
2016-03-10,85823
2016-03-11,86187
2016-03-12,86577
2016-03-13,86791
2016-03-14,86727
2016-03-15,86673
2016-03-16,86373
2016-03-17,87421
2016-03-18,89657
2016-03-19,88950
2016-03-20,89630
2016-03-21,90709
2016-03-22,90303
2016-03-23,89388
2016-03-24,90588
2016-03-25,90054
2016-03-26,90682
2016-03-27,90174
2016-03-28,89679
2016-03-29,90483
2016-03-30,89776
2016-03-31,90232
2016-04-01,89169
2016-04-02,90177
2016-04-03,91959
2016-04-04,94615
2016-04-05,96334
2016-04-06,99466
2016-04-07,100088
2016-04-08,103000
2016-04-09,104254
2016-04-10,104618
2016-04-11,106669
2016-04-12,108977
2016-04-13,111762
2016-04-14,113853
2016-04-15,112446
2016-04-16,110142
2016-04-17,108664
2016-04-18,105876
2016-04-19,105970
2016-04-20,105493
2016-04-21,104209
2016-04-22,102266
2016-04-23,102856
2016-04-24,104240
2016-04-25,106659
2016-04-26,107079
2016-04-27,108816
2016-04-28,111490
2016-04-29,112474
2016-04-30,112789
2016-05-01,112120
2016-05-02,111205
2016-05-03,108221
2016-05-04,107559
2016-05-05,105914
2016-05-06,104492
2016-05-07,102306
2016-05-08,100420
2016-05-09,98106
2016-05-10,95677
2016-05-11,95178
2016-05-12,92901
2016-05-13,91198
2016-05-14,91015
2016-05-15,90194
2016-05-16,88411
2016-05-17,89456
2016-05-18,89683
2016-05-19,89620
2016-05-22,93359
2016-05-23,94963
2016-05-24,95141
2016-05-25,95589
2016-05-26,95376
2016-05-27,95339
2016-05-28,96052
2016-05-29,95786
2016-05-30,98364
2016-05-31,100210
2016-06-01,100859
2016-06-02,104084
2016-06-03,104180
2016-06-04,103746
2016-06-05,103541
2016-06-06,103326
2016-06-07,103454
2016-06-08,102831
2016-06-09,102991
2016-06-10,102100
2016-06-11,102534
2016-06-12,102198
2016-06-13,102330
2016-06-14,102124
2016-06-15,101021
2016-06-16,101371
2016-06-17,101476
2016-06-18,102337
2016-06-19,102811
2016-06-20,102327
2016-06-21,100090
2016-06-22,100816
2016-06-23,99242
2016-06-24,98247
2016-06-25,98951
2016-06-26,99202
2016-06-27,99742
2016-06-28,99716
2016-06-29,100624
2016-06-30,100379
2016-07-01,99724
2016-07-02,100804
2016-07-03,100291
2016-07-04,99910
2016-07-05,101074
2016-07-06,99933
2016-07-07,98929
2016-07-08,98030
2016-07-09,96726
2016-07-10,96360
2016-07-11,96385
2016-07-12,97698
2016-07-13,98356
2016-07-14,99538
2016-07-15,99984
2016-07-16,101956
2016-07-17,103582
2016-07-18,104648
2016-07-24,104599
2016-07-25,104851
2016-07-26,105406
2016-07-27,104621
2016-07-28,104349
2016-07-29,106489
2016-07-30,106830
2016-07-31,107722
2016-08-01,108633
2016-08-02,108967
2016-08-03,108726
2016-08-04,108500
2016-08-05,107984
2016-08-06,106515
2016-08-07,105994
2016-08-08,104906
2016-08-09,104774
2016-08-10,104323
2016-08-11,104145
2016-08-12,103440
2016-08-13,103500
2016-08-14,102195
2016-08-15,100753
2016-08-16,99731
2016-08-17,98921
2016-08-18,97876
2016-08-19,97205
2016-08-20,95657
2016-08-21,94272
2016-08-22,92478
2016-08-23,90538
2016-08-24,88245
2016-08-25,84587
2016-08-26,81213
2016-08-28,79469
2016-08-31,74689
2016-09-01,73392
2016-09-02,73392
2016-09-03,71512
2016-09-04,72795
2016-09-05,73414
2016-09-06,74871
2016-09-07,76268
2016-09-08,77282
2016-09-09,76024
2016-09-10,75709
2016-09-11,74743
2016-09-12,73792
2016-09-13,71829
2016-09-14,70876
2016-09-15,70408
2016-09-16,68680
2016-09-17,68505
2016-09-18,68057
2016-09-19,66668
2016-09-20,66170
2016-09-21,67204
2016-09-22,68045
2016-09-23,69713
2016-09-24,70983
2016-09-25,72260
2016-09-26,73177
2016-09-27,75160
2016-09-28,76450
2016-09-29,77255
2016-09-30,77627
2016-10-01,78433
2016-10-02,79189
2016-10-03,79557
2016-10-04,81581
2016-10-05,82919
2016-10-06,82428
2016-10-07,82926
2016-10-08,82871
2016-10-09,84207
2016-10-11,82834
2016-10-12,81827
2016-10-13,80391
2016-10-14,80168
2016-10-15,80576
2016-10-16,80949
2016-10-17,80307
2016-10-18,79834
2016-10-19,79788
2016-10-20,78423
2016-10-21,78038
2016-10-22,79077
2016-10-23,79804
2016-10-24,79800
2016-10-25,80460
2016-10-26,81622
2016-10-27,81764
2016-10-28,81679
2016-10-29,82938
2016-10-30,83100
2016-10-31,84029
2016-11-01,85723
2016-11-02,85427
2016-11-03,86967
2016-11-04,88083
2016-11-05,88932
2016-11-06,87899
2016-11-07,86687
2016-11-08,85368
2016-11-09,83908
2016-11-10,81684
2016-11-11,79776
2016-11-12,77436
2016-11-13,75415
2016-11-14,75429
2016-12-08,75610
2016-12-09,75194
2016-12-10,75819
2016-12-11,75069
2016-12-12,74026
2016-12-13,73932
2016-12-14,74096
2016-12-15,74307
2016-12-16,74243
2016-12-17,74832
2016-12-18,74992
2016-12-19,76139
2016-12-20,76073
2016-12-21,76362
2016-12-22,75568
2016-12-23,75938
2016-12-24,75915
2016-12-25,76397
2016-12-26,77160
2016-12-27,78258
2016-12-28,79066
2016-12-29,81109
2016-12-30,82547
2016-12-31,84197
2017-01-01,84668
2017-01-02,85309
2017-01-03,86324
2017-01-04,84935
2017-01-05,82985
2017-01-06,81337
2017-01-07,80014
2017-01-08,79189
2017-01-09,78626
2017-01-10,79336
2017-01-11,80083
2017-01-12,80620
2017-01-13,81137
2017-01-14,81891
2017-01-15,82144
2017-01-16,83332
2017-01-17,84106
2017-01-18,82676
2017-01-19,82252
2017-01-20,81505
2017-01-21,81789
2017-01-22,82040
2017-01-27,83426
2017-01-28,83154
2017-01-29,83688
2017-01-30,83821
2017-01-31,82967
2017-02-01,82060
2017-02-02,81796
2017-02-03,81466
2017-02-04,81696
2017-02-05,81868
2017-02-06,81960
2017-02-07,81269
2017-02-08,82016
2017-02-09,79999
2017-02-10,80626
2017-02-11,80757
2017-02-12,81313
2017-02-13,80877
2017-02-14,81124
2017-02-15,80756
2017-02-16,80859
2017-02-18,79758
2017-02-19,80029
2017-02-20,80349
2017-02-21,79362
2017-02-22,77097
2017-02-23,74985
2017-02-24,72375
2017-02-25,71613
2017-02-26,72198
2017-02-27,72424
2017-02-28,73160
2017-03-01,73970
2017-03-02,74409
2017-03-03,74303
2017-03-04,75728
2017-03-05,77302
2017-03-06,79679
2017-03-07,82863
2017-03-08,84679
2017-03-09,85584
2017-03-10,86962
2017-03-11,87898
2017-03-12,85766
2017-03-13,86680
2017-03-14,87185
2017-03-15,88585
2017-03-16,89897
2017-03-17,91627
2017-03-18,90269
2017-03-19,90638
2017-03-20,90853
2017-03-21,92347
2017-03-22,92753
2017-03-23,92542
2017-03-24,92926
2017-03-25,92407
2017-03-26,92163
2017-03-27,91288
2017-03-28,91739
2017-03-29,93181
2017-03-30,93438
2017-03-31,96227
2017-04-01,98967
2017-04-02,100449
2017-04-03,101340
2017-04-04,99248
2017-04-12,98870
2017-04-13,101769
2017-04-14,103874
2017-04-15,107141
2017-04-16,109481
2017-04-17,110176
2017-04-18,112423
2017-04-19,114642
2017-04-20,115764
2017-04-21,114681
2017-04-22,114030
2017-04-23,112765
2017-04-24,112228
2017-04-25,112054
2017-04-26,113389
2017-04-27,113774
2017-04-28,112357
2017-04-29,110509
2017-04-30,108931
2017-05-01,107173
2017-05-02,106958
2017-05-03,104435
2017-05-04,102848
2017-05-05,99995
2017-05-06,98372
2017-05-07,97913
2017-05-08,97715
2017-05-09,97866
2017-05-10,99920
2017-05-11,100248
2017-05-12,100097
2017-05-13,97861
2017-05-14,98452
2017-05-15,99261
2017-05-16,99499
2017-05-17,98355
2017-05-18,97360
2017-05-19,96771
2017-05-20,94309
2017-05-21,93589
2017-05-22,92871
2017-05-23,92477
2017-05-24,92821
2017-05-25,91527
2017-05-26,91283
2017-05-27,90200
2017-05-28,90212
2017-05-29,91652
2017-05-30,91201
2017-05-31,90580
2017-06-01,89245
2017-06-02,88649
2017-06-03,88932
2017-06-06,86116
2017-06-07,85617
2017-06-08,85826
2017-06-09,85999
2017-06-10,85246
2017-06-11,85549
2017-06-12,85375
2017-06-13,85402
2017-06-14,84380
2017-06-15,84663
2017-06-16,85411
2017-06-17,86019
2017-06-18,86249
2017-06-19,86243
2017-06-20,85952
2017-06-21,85830
2017-06-22,85715
2017-06-23,85176
2017-06-24,85608
2017-06-25,86028
2017-06-26,85564
2017-06-27,85547
2017-06-28,85600
2017-06-29,87045
2017-06-30,87324
2017-07-01,89235
2017-07-02,89109
2017-07-03,88673
2017-07-04,88527
2017-07-05,89055
2017-07-06,90098
2017-07-07,90610
2017-07-08,90691
2017-07-13,91961
2017-07-14,92918
2017-07-15,94001
2017-07-16,97213
2017-07-17,99665
2017-07-18,103574
2017-07-19,105863
2017-07-20,109887
2017-07-21,113046
2017-07-22,111730
2017-07-23,110077
2017-07-24,109758
2017-07-25,110057
2017-07-26,113857
2017-07-27,116962
2017-07-28,120570
2017-07-29,121376
2017-07-30,119744
2017-07-31,117300
2017-08-01,119216
2017-08-02,121256
2017-08-03,121425
2017-08-04,120230
2017-08-05,119431
2017-08-06,118000
2017-08-09,111548
2017-08-10,108386
2017-08-11,107414
2017-08-12,105644
2017-08-13,103780
2017-08-14,101217
2017-08-15,99781
2017-08-17,98982
2017-08-18,98591
2017-08-19,98089
2017-08-20,97270
2017-08-21,96505
2017-08-22,96766
2017-08-23,97217
2017-08-24,97086
2017-08-25,96979
2017-08-26,97882
2017-08-27,98744
2017-08-28,98214
2017-08-29,99300
2017-08-30,99741
2017-08-31,100862
2017-09-01,104348
2017-09-02,108485
2017-09-03,113516
2017-09-04,117866
2017-09-05,122691
2017-09-06,125341
2017-09-07,125718
2017-09-08,129091
2017-09-09,131625
2017-09-10,135491
2017-09-11,137963
2017-09-12,139599
2017-09-13,140502
2017-09-14,141192
2017-09-15,142388
2017-09-16,139138
2017-09-17,138690
2017-09-19,136609
2017-09-20,134615
2017-09-21,132694
2017-09-22,132264
2017-09-23,130528
2017-09-24,131243
2017-09-25,130901
2017-09-26,128031
2017-09-27,126122
2017-09-28,124893
2017-09-29,123164
2017-09-30,122510
2017-10-01,119939
2017-10-02,116666
2017-10-03,113183
2017-10-04,109684
2017-10-05,107621
2017-10-06,106842
2017-10-07,108735
2017-10-08,111932
2017-10-09,115468
2017-10-10,118567
2017-10-11,119780
2017-10-12,122262
2017-10-13,126845
2017-10-14,130282
2017-10-15,132594
2017-10-16,134924
2017-10-17,134448
2017-10-18,136633
2017-10-19,139555
2017-10-20,141999
2017-10-21,144903
2017-10-22,145311
2017-10-23,147614
2017-10-24,150267
2017-10-25,150848
2017-10-26,151109
2017-10-27,150960
2017-10-28,150947
2017-10-29,151350
2017-10-30,152137
2017-10-31,153195
2017-11-01,152783
2017-11-02,152429
2017-11-03,151560
2017-11-04,152131
2017-11-05,152426
2017-11-06,152386
2017-11-07,150128
2017-11-08,149528
2017-11-09,145428
2017-11-10,141647
2017-11-11,137229
2017-11-12,133669
2017-11-13,129629
2017-11-14,128571
2017-11-15,128705
2017-11-16,129124
2017-11-17,129975
2017-11-18,131317
2017-11-19,130546
2017-11-20,130910
2017-11-21,131158
2017-11-22,132267
2017-11-23,136179
2017-11-24,140761
2017-11-25,143346
2017-11-26,143041
2017-11-27,142090
2017-11-28,142030
2017-11-29,143016
2017-11-30,144850
2017-12-01,145228
2017-12-02,146005
2017-12-03,146566
2017-12-04,146903
2017-12-05,146462
2017-12-06,144905
2017-12-07,145190
2017-12-08,146078
2017-12-09,146438
2017-12-10,147895
2017-12-11,146542
2017-12-12,147909
2017-12-13,149470
2017-12-14,147970
2017-12-15,149317
2017-12-16,149390
2017-12-17,147072
2017-12-18,147571
2017-12-19,144997
2017-12-20,146476
2017-12-21,145996
2017-12-22,145906
2017-12-23,146441
2017-12-24,147039
2017-12-25,147059
2017-12-26,147561
2017-12-27,149553
2017-12-28,151027
2017-12-29,153251
2017-12-30,149957
2017-12-31,145783
2018-01-01,145324
2018-01-02,144385
2018-01-03,142590
2018-01-04,140445
2018-01-05,138465
2018-01-06,135883
2018-01-07,134499
2018-01-08,135034
2018-01-09,136172
2018-01-10,134309
2018-01-11,131962
2018-01-12,132709
2018-01-13,130243
2018-01-14,130283
2018-01-15,130188
2018-01-16,130674
2018-01-17,131234
2018-01-18,133592
2018-01-19,135683
2018-01-20,134982
2018-01-21,133987
2018-01-22,135551
2018-01-23,136736
2018-01-24,135985
2018-01-25,136856
2018-01-26,137381
2018-01-27,137147
2018-01-28,138190
2018-01-29,138121
2018-01-30,140706
2018-02-01,143329
2018-02-02,142793
2018-02-04,139919
2018-02-05,140075
2018-02-06,140972
2018-02-07,138502
2018-02-08,136915
2018-02-09,137025
2018-02-10,135281
2018-02-11,133110
2018-02-12,130426
2018-02-13,130359
2018-02-14,131371
2018-02-15,129914
2018-02-16,128381
2018-02-17,130618
2018-02-18,129199
2018-02-19,128795
2018-02-20,127766
2018-02-21,125964
2018-02-22,125144
2018-02-23,122476
2018-02-24,119854
2018-02-25,118042
2018-02-26,119931
2018-02-27,122960
2018-02-28,125778
2018-03-01,125850
2018-03-02,124968
2018-03-03,126675
2018-03-04,126039
2018-03-05,125258
2018-03-06,125743
2018-03-07,125398
2018-03-08,126317
2018-03-09,124200
2018-03-10,125013
2018-03-11,125019
2018-03-12,127502
2018-03-13,128777
2018-03-14,127447
2018-03-15,127963
2018-03-16,127987
2018-03-17,125862
2018-03-18,123539
2018-03-19,123201
2018-03-20,123590
2018-03-21,122876
2018-03-23,120940
2018-03-24,120809
2018-03-26,116072
2018-03-27,114972
2018-03-28,117211
2018-03-29,118050
2018-03-30,119109
2018-03-31,118659
2018-04-01,118821
2018-04-02,116983
2018-04-03,118660
2018-04-04,118678
2018-04-05,119465
2018-04-06,119234
2018-04-08,119169
2018-04-09,119718
2018-04-10,119507
2018-04-11,119841
2018-04-12,121753
2018-04-13,122904
2018-04-14,124634
2018-04-16,131183
2018-04-17,132459
2018-04-18,130885
2018-04-19,131665
2018-04-20,131180
2018-04-21,132202
2018-04-22,131758
2018-04-23,134386
2018-04-24,137756
2018-04-25,139108
2018-04-26,140659
2018-04-27,140676
2018-04-28,142373
2018-04-29,145187
2018-04-30,147487
2018-05-01,150274
2018-05-02,152495
2018-05-03,154259
2018-05-04,149340
2018-05-05,144345
2018-05-06,144075
2018-05-07,143097
2018-05-08,143025
2018-05-09,144535
2018-05-10,144065
2018-05-11,143693
2018-05-12,144288
2018-05-13,143594
2018-05-14,143784
2018-05-15,142308
2018-05-16,141264
2018-05-17,143035
2018-05-18,143780
2018-05-19,143915
2018-05-20,144448
2018-05-21,143425
2018-05-22,141351
2018-05-23,143413
2018-05-24,143292
2018-05-25,142929
2018-05-26,144099
2018-05-27,145258
2018-05-28,145941
2018-05-29,150930
2018-05-30,156705
2018-05-31,160223
2018-06-01,163528
2018-06-02,161022
2018-06-03,158628
2018-06-04,158171
2018-06-05,158141
2018-06-06,154722
2018-06-07,147619
2018-06-08,141033
2018-06-09,137363
2018-06-10,133764
2018-06-11,131162
2018-06-12,127116
2018-06-13,124266
2018-06-14,121247
2018-06-15,121567
2018-06-16,121091
2018-06-17,121658
2018-06-18,122915
2018-06-19,120715
2018-06-20,115974
2018-06-21,112232
2018-06-22,110122
2018-06-23,110097
2018-06-24,110295
2018-06-25,112186
2018-06-26,112569
2018-06-27,112045
2018-06-28,112602
2018-06-29,112429
2018-06-30,111267
2018-07-01,111412
2018-07-02,111190
2018-07-03,112296
2018-07-04,112376
2018-07-05,112694
2018-07-06,112570
2018-07-07,112335
2018-07-08,112653
2018-07-09,112024
2018-07-10,112913
2018-07-11,113194
2018-07-12,114422
2018-07-13,114066
2018-07-14,114928
2018-07-15,115476
2018-07-16,117498
2018-07-17,121995
2018-07-18,127024
2018-07-19,132297
2018-07-20,136524
2018-07-21,137346
2018-07-22,136712
2018-07-23,138961
2018-07-24,142332
2018-07-25,147265
2018-07-26,151372
2018-07-27,151781
2018-07-28,151559
2018-07-29,147466
2018-07-30,145129
2018-07-31,143445
2018-08-01,140697
2018-08-02,139745
2018-08-03,138666
2018-08-04,138004
2018-08-05,138346
2018-08-06,138081
2018-08-07,139189
2018-08-08,139586
2018-08-09,137824
2018-08-10,138929
2018-08-11,139177
2018-08-12,141058
2018-08-14,150789
2018-08-16,157537
2018-08-17,155987
2018-08-18,155958
2018-08-19,158728
2018-08-20,162639
2018-08-21,165311
2018-08-22,166302
2018-08-23,166482
2018-08-24,164501
2018-08-25,157411
2018-08-26,150622
2018-08-27,147000
2018-08-28,147957
2018-08-29,149798
2018-08-30,150824
2018-08-31,152501
2018-09-01,156697
2018-09-02,159558
2018-09-03,161084
2018-09-04,162195
2018-09-05,167142
2018-09-06,171913
2018-09-07,175213
2018-09-08,175936
2018-09-09,171928
2018-09-10,173947
2018-09-11,174383
2018-09-12,177819
2018-09-13,181200
2018-09-14,181536
2018-09-15,181856
2018-09-16,182717
2018-09-17,183142
2018-09-18,183042
2018-09-19,183464
2018-09-20,182286
2018-09-21,179952
2018-09-22,176152
2018-09-23,171159
2018-09-24,169182
2018-09-25,169201
2018-09-26,169085
2018-09-27,170662
2018-09-28,172760
2018-09-29,173203
2018-09-30,173438
2018-10-02,172598
2018-10-03,172954
2018-10-04,172965
2018-10-05,170832
2018-10-06,171208
2018-10-07,172138
2018-10-08,173402
2018-10-09,173005
2018-10-10,169995
2018-10-11,170696
2018-10-12,171558
2018-10-13,173045
2018-10-14,173550
2018-10-15,173751
2018-10-16,172647
2018-10-17,173530
2018-10-18,172222
2018-10-19,170178
2018-10-20,172051
2018-10-21,171954
2018-10-22,172363
2018-10-23,174005
2018-10-24,178296
2018-10-25,179854
2018-10-26,182343
2018-10-27,184287
2018-10-28,186270
2018-10-29,191028
2018-10-30,195594
2018-10-31,200118
2018-11-01,202429
2018-11-03,204832
2018-11-04,202016
2018-11-05,203200
2018-11-06,204150
2018-11-07,208234
2018-11-08,212738
2018-11-09,211985
2018-11-10,211488
2018-11-11,215511
2018-11-12,219861
2018-11-13,215224
2018-11-14,211484
2018-11-15,203975
2018-11-16,194395
2018-11-17,184756
2018-11-18,178578
2018-11-19,174418
2018-11-20,171601
2018-11-21,164763
2018-11-22,158313
2018-11-23,152155
2018-11-24,146320
2018-11-25,140993
2018-11-26,135905
2018-11-27,133624
2018-11-28,131852
2018-11-29,131299
2018-12-01,130564
2018-12-02,135457
2018-12-03,138630
2018-12-04,143858
2018-12-05,147312
2018-12-07,157675
2018-12-09,160506
2018-12-10,158066
2018-12-11,158457
2018-12-12,159070
2018-12-13,160717
2018-12-14,165276
2018-12-15,168559
2018-12-16,168355
2018-12-17,168578
2018-12-18,166312
2018-12-19,165202
2018-12-20,165757
2018-12-21,165724
2018-12-22,167650
2018-12-23,170994
2018-12-24,175224
2018-12-25,182951
2018-12-26,185480
2018-12-27,184607
2018-12-28,183603
2018-12-29,186371
2018-12-30,191663
2018-12-31,193612
2019-01-01,193840
2019-01-02,195901
2019-01-03,203166
2019-01-04,204922
2019-01-05,204307
2019-01-06,199045
2019-01-08,185222
2019-01-10,167584
2019-01-11,159490
2019-01-12,153239
2019-01-13,147811
2019-01-14,144841
2019-01-15,146992
2019-01-16,149849
2019-01-17,153194
2019-01-18,156462
2019-01-19,162750
2019-01-20,166033
2019-01-21,164910
2019-01-22,165136
2019-01-23,162524
2019-01-24,158730
2019-01-25,155608
2019-01-26,152238
2019-01-27,148416
2019-01-28,147918
2019-01-29,143963
2019-01-30,140181
2019-01-31,139985
2019-02-01,140866
2019-02-02,140296
2019-02-03,140676
2019-02-04,141091
2019-02-05,143862
2019-02-06,144500
2019-02-07,146185
2019-02-08,146058
2019-02-09,148196
2019-02-10,152134
2019-02-11,148987
2019-02-12,146957
2019-02-13,140779
2019-02-14,135424
2019-02-15,130577
2019-02-16,127553
2019-02-17,125093
2019-02-18,123793
2019-02-19,124533
2019-02-20,127676
2019-02-21,130373
2019-02-22,131456
2019-02-23,131289
2019-02-24,131353
2019-02-25,133096
2019-02-26,134154
2019-02-27,133511
2019-02-28,133292
2019-03-01,131217
2019-03-02,132133
2019-03-03,131096
2019-03-04,134963
2019-03-05,137851
2019-03-06,136441
2019-03-07,137054
2019-03-08,141597
2019-03-09,144835
2019-03-10,149808
2019-03-11,154494
2019-03-12,153520
2019-03-13,155014
2019-03-14,153821
2019-03-15,153423
2019-03-16,155340
2019-03-17,156044
2019-03-18,161968
2019-03-19,164444
2019-03-20,160423
2019-03-21,158590
2019-03-22,156522
2019-03-23,153123
2019-03-24,151683
2019-03-25,148859
2019-03-26,148047
2019-03-27,145844
2019-03-28,143864
2019-03-29,142709
2019-03-30,139123
2019-03-31,143604
2019-04-01,142615
2019-04-02,137887
2019-04-03,139369
2019-04-04,137049
2019-04-05,137101
2019-04-06,137557
2019-04-07,137306
2019-04-08,137738
