date_obj,White%20elegant%20blouse price
2019-04-06,3651
2019-04-07,3746
2019-04-08,3881
2019-04-09,3881
2019-04-10,4026
2019-04-11,4103
2019-04-12,4189
2019-04-13,4262
2019-04-14,4262
2019-04-15,4427
2019-04-16,4632
2019-04-17,4632
2019-04-18,4740
2019-04-19,4740
2019-04-20,4806
2019-04-21,4806
2019-04-22,4686
2019-04-23,4686
2019-04-24,4853
2019-04-25,4909
2019-04-26,4782
2019-04-27,4782
2019-04-28,4665
2019-04-29,4658
2019-04-30,4533
2019-05-01,4533
2019-05-02,4556
2019-05-03,4583
2019-05-04,4378
2019-05-05,4284
2019-05-06,4191
2019-05-07,4078
2019-05-08,4078
2019-05-09,4138
2019-05-10,4200
2019-05-11,4200
2019-05-12,4224
2019-05-13,4338
2019-05-14,4500
2019-05-15,4500
2019-05-16,4607
2019-05-17,4607
2019-05-18,4768
2019-05-19,4768
2019-05-20,4757
2019-05-21,4757
2019-05-22,4702
2019-05-23,4687
2019-05-24,4687
2019-05-25,4504
2019-05-26,4504
2019-05-27,4467
2019-05-28,4460
2019-05-29,4530
2019-05-30,4530
2019-05-31,4680
2019-06-01,4680
2019-06-02,4771
2019-06-03,4771
2019-06-04,4840
2019-06-05,4837
2019-06-06,4837
2019-06-07,4744
2019-06-08,4668
2019-06-09,4635
2019-06-10,4635
2019-06-11,4593
2019-06-12,4593
2019-06-13,4550
2019-06-14,4550
2019-06-15,4557
2019-06-16,4552
2019-06-17,4405
2019-06-18,4405
2019-06-19,4494
2019-06-20,4450
2019-06-21,4450
2019-06-22,4538
2019-06-23,4629
2019-06-24,4629
2019-06-25,4831
2019-06-26,4831
2019-06-27,4933
2019-06-28,4933
2019-06-29,4928
2019-06-30,4804
2019-07-01,4804
2019-07-02,4923
2019-07-03,4923
2019-07-04,4971
2019-07-05,4971
2019-07-06,4923
2019-07-07,4923
2019-07-08,4803
2019-07-09,4586
2019-07-10,4387
2019-07-11,4199
2019-07-12,4043
2019-07-13,4043
2019-07-14,4020
2019-07-15,4020
2019-07-16,4031
2019-07-17,4072
2019-07-18,4072
2019-07-19,4164
2019-07-20,4164
2019-07-21,4327
2019-07-22,4327
2019-07-23,4544
2019-07-24,4544
2019-07-25,4579
2019-07-26,4579
2019-07-27,4737
2019-07-28,4737
2019-07-29,4830
2019-07-30,4717
2019-07-31,4717
2019-08-01,4785
2019-08-02,4785
2019-08-03,4763
2019-08-04,4763
2019-08-05,4761
2019-08-06,4761
2019-08-07,4622
2019-08-08,4622
2019-08-09,4488
2019-08-10,4370
2019-08-11,4370
2019-08-12,4216
2019-08-13,4216
2019-08-14,4112
2019-08-15,4112
2019-08-16,4032
2019-08-17,4032
2019-08-18,3877
2019-08-19,3877
2019-08-20,3731
2019-08-21,3731
2019-08-22,3596
2019-08-23,3596
2019-08-24,3555
2019-08-24,3555
2019-08-25,3555
2019-08-25,3555
2019-08-26,3577
2019-08-26,3577
2019-08-27,3577
2019-08-27,3577
2019-08-28,3630
2019-08-29,3630
2019-08-30,3678
2019-08-31,3678
2019-09-01,3792
2019-09-02,3792
2019-09-03,3937
2019-09-04,3937
2019-09-05,4040
2019-09-06,4040
2019-09-07,4135
2019-09-08,4142
2019-09-09,4142
2019-09-10,4105
2019-09-11,4105
2019-09-12,3994
2019-09-13,3994
2019-09-14,3888
2019-09-15,3888
2019-09-16,3814
2019-09-17,3814
2019-09-18,3782
2019-09-19,3782
2019-09-20,3747
2019-09-21,3747
2019-09-22,3578
2019-09-23,3451
2019-09-24,3451
2019-09-25,3330
2019-09-26,3287
2019-09-27,3287
2019-09-28,3151
2019-09-29,3151
2019-09-30,3186
2019-10-01,3239
2019-10-02,3239
2019-10-03,3348
2019-10-04,3348
2019-10-05,3397
2019-10-06,3330
2019-10-07,3330
2019-10-08,3321
2019-10-09,3321
2019-10-10,3212
2019-10-11,3212
2019-10-12,3051
2019-10-13,2898
2019-10-14,2811
2019-10-15,2811
2019-10-16,2748
2019-10-17,2748
2019-10-18,2646
2019-10-19,2550
2019-10-20,2550
2019-10-21,2496
2019-10-22,2496
2019-10-23,2433
2019-10-24,2433
2019-10-25,2361
2019-10-26,2361
2019-10-27,2286
2019-10-28,2236
2019-10-29,2236
2019-10-30,2229
2019-10-31,2238
2019-11-01,2238
2019-11-02,2289
2019-11-03,2289
2019-11-04,2343
2019-11-05,2343
2019-11-06,2297
2019-11-07,2297
2019-11-08,2282
2019-11-09,2335
2019-11-10,2406
2019-11-11,2420
2019-11-12,2420
2019-11-13,2537
2019-11-14,2537
2019-11-15,2600
2019-11-16,2503
2019-11-17,2503
2019-11-18,2492
2019-11-19,2492
2019-11-20,2551
2019-11-21,2551
2019-11-22,2584
2019-11-23,2584
2019-11-24,2624
2019-11-25,2624
2019-11-26,2622
2019-11-27,2622
2019-11-28,2623
2019-11-29,2623
2019-11-30,2594
2019-12-01,2594
2019-12-02,2582
2019-12-03,2516
2019-12-04,2516
2019-12-05,2488
2019-12-06,2488
2019-12-07,2480
2019-12-08,2480
2019-12-09,2482
2019-12-10,2482
2019-12-11,2461
2019-12-12,2461
2019-12-13,2415
2019-12-14,2415
2019-12-15,2428
2019-12-16,2428
2019-12-17,2385
2019-12-18,2385
2019-12-19,2416
2019-12-20,2416
2019-12-21,2473
2019-12-22,2473
2019-12-23,2539
2019-12-24,2539
2019-12-25,2538
2019-12-26,2538
2019-12-27,2561
2019-12-28,2577
2019-12-29,2577
2019-12-30,2618
2019-12-31,2618
2020-01-01,2664
2020-01-02,2613
2020-01-03,2613
2020-01-04,2631
2020-01-05,2631
2020-01-06,2645
2020-01-07,2627
2020-01-08,2627
2020-01-09,2630
2020-01-10,2630
2020-01-11,2680
2020-01-12,2680
2020-01-13,2690
2020-01-14,2690
2020-01-15,2751
2020-01-16,2751
2020-01-17,2700
2020-01-18,2700
2020-01-19,2644
2020-01-20,2644
2020-01-21,2642
2020-01-22,2642
2020-01-23,2665
2020-01-24,2665
2020-01-25,2628
2020-01-26,2573
2020-01-27,2540
2020-01-28,2540
2020-01-29,2445
2020-01-30,2445
2020-01-31,2334
2020-02-01,2310
2020-02-02,2267
2020-02-03,2267
2020-02-04,2199
2020-02-05,2199
2020-02-06,2141
2020-02-07,2141
2020-02-08,2103
2020-02-09,2103
2020-02-10,2096
2020-02-11,2096
2020-02-12,2078
2020-02-13,2078
2020-02-14,2050
2020-02-15,2050
2020-02-16,2002
2020-02-17,1911
2020-02-18,1886
2020-02-19,1886
2020-02-20,1880
2020-02-21,1880
2020-02-22,1874
2020-02-23,1874
2020-02-24,1871
2020-02-25,1871
2020-02-26,1845
2020-02-27,1845
2020-02-28,1854
2020-02-29,1854
2020-03-01,1857
2020-03-02,1857
2020-03-03,1827
2020-03-04,1827
2020-03-05,1846
2020-03-06,1930
2020-03-07,1930
2020-03-08,2005
2020-03-09,2005
2020-03-10,2103
2020-03-11,2103
2020-03-12,2200
2020-03-13,2200
2020-03-14,2300
2020-03-15,2300
2020-03-16,2398
2020-03-17,2398
2020-03-18,2515
2020-03-19,2628
2020-03-20,2732
2020-03-21,2832
2020-03-22,2896
2020-03-23,2927
2020-03-24,2946
2020-03-25,2954
2020-03-26,3026
2020-03-27,3124
2020-03-28,3163
2020-03-29,3246
2020-03-30,3233
2020-03-31,3286
2020-04-01,3261
2020-04-02,3260
2020-04-03,3260
2020-04-04,3293
2020-04-05,3193
2020-04-06,3142
2020-04-07,3062
2020-04-08,3129
2020-04-09,3179
2020-04-10,3179
2020-04-11,3234
2020-04-12,3239
2020-04-13,3239
2020-04-14,3270
2020-04-15,3250
2020-04-16,3250
2020-04-17,3258
2020-04-18,3257
2020-04-19,3247
2020-04-20,3274
2020-04-21,3301
2020-04-22,3289
2020-04-23,3282
2020-04-24,3270
2020-04-25,3267
2020-04-26,3247
2020-04-27,3263
2020-04-28,3312
2020-04-29,3335
2020-04-30,3312
2020-05-01,3312
2020-05-02,3316
2020-05-03,3378
2020-05-04,3378
2020-05-05,3416
2020-05-06,3470
2020-05-07,3480
2020-05-08,3480
2020-05-09,3393
2020-05-10,3397
2020-05-11,3397
2020-05-12,3416
2020-05-13,3441
