date_obj,Rune%20warhammer price
2015-08-28,26947
2015-08-29,26812
2015-08-30,26612
2015-08-31,26570
2015-09-01,26783
2015-09-02,26840
2015-09-03,26774
2015-09-04,27252
2015-09-05,27459
2015-09-06,27092
2015-09-07,27193
2015-09-08,27296
2015-09-09,27286
2015-09-10,27281
2015-09-11,26841
2015-09-12,26641
2015-09-13,26247
2015-09-14,26734
2015-09-15,27164
2015-09-16,27215
2015-09-17,27130
2015-09-18,26717
2015-09-19,26880
2015-09-20,27144
2015-09-21,27239
2015-09-22,27010
2015-09-23,27317
2015-09-24,27573
2015-09-25,27457
2015-09-27,27353
2015-09-28,27363
2015-09-29,27140
2015-09-30,27126
2015-10-05,26624
2015-10-06,27071
2015-10-07,27007
2015-10-08,27194
2015-10-09,27314
2015-10-10,27452
2015-10-11,27536
2015-10-12,27528
2015-10-13,27538
2015-10-14,27723
2015-10-15,27653
2015-10-16,27739
2015-10-17,26414
2015-10-18,25435
2015-10-19,25849
2015-10-20,26619
2015-10-22,27054
2015-10-23,27148
2015-10-24,27233
2015-10-25,27073
2015-10-26,27308
2015-10-27,27518
2015-10-29,27708
2015-10-30,27748
2015-10-31,27766
2015-11-01,27577
2015-11-02,27578
2015-11-03,27762
2015-11-04,27593
2015-11-05,27192
2015-11-06,26921
2015-11-07,27414
2015-11-08,27498
2015-11-09,27434
2015-11-10,27430
2015-11-11,27543
2015-11-12,27662
2015-11-13,27628
2015-11-14,27568
2015-11-15,27579
2015-11-16,27425
2015-11-17,26728
2015-11-18,26824
2015-11-19,27333
2015-11-20,27461
2015-11-21,27586
2015-11-22,27482
2015-11-23,27195
2015-11-24,27149
2015-11-25,27417
2015-11-26,27423
2015-11-27,27657
2015-11-28,27486
2015-11-29,27237
2015-11-30,26656
2015-12-01,26678
2015-12-02,26833
2015-12-03,27081
2015-12-04,27070
2015-12-05,27292
2015-12-06,27099
2015-12-07,27055
2015-12-08,26832
2015-12-09,26890
2015-12-10,27039
2015-12-11,27332
2015-12-12,27390
2015-12-13,27532
2015-12-14,27592
2015-12-15,27558
2015-12-16,27464
2015-12-17,27614
2015-12-18,27602
2015-12-19,27565
2015-12-20,27653
2015-12-21,27713
2015-12-22,27650
2015-12-23,27719
2015-12-24,27591
2015-12-25,27566
2015-12-26,27694
2015-12-27,27790
2015-12-28,27461
2015-12-29,27534
2015-12-30,27501
2015-12-31,27626
2016-01-01,27682
2016-01-02,27484
2016-01-03,27380
2016-01-04,27159
2016-01-05,27423
2016-01-06,27303
2016-01-07,27409
2016-01-08,27480
2016-01-09,27542
2016-01-10,27537
2016-01-11,27503
2016-01-12,27238
2016-01-13,26955
2016-01-14,27203
2016-01-15,27311
2016-01-16,27264
2016-01-17,26998
2016-01-18,27240
2016-01-19,27312
2016-01-20,27400
2016-01-21,26969
2016-01-22,26511
2016-01-23,25818
2016-01-24,25279
2016-01-25,25064
2016-01-26,24671
2016-01-27,24973
2016-01-28,25342
2016-01-29,25709
2016-01-30,25797
2016-01-31,25871
2016-02-01,26045
2016-02-02,26307
2016-02-03,26507
2016-02-04,25771
2016-02-05,25300
2016-02-06,25686
2016-02-07,25902
2016-02-08,26250
2016-02-09,26589
2016-02-10,26580
2016-02-11,26677
2016-02-12,26785
2016-02-13,26422
2016-02-14,26018
2016-02-15,26255
2016-02-16,26230
2016-02-17,26496
2016-02-18,26338
2016-02-19,26461
2016-02-20,26681
2016-02-21,26963
2016-02-22,26972
2016-02-23,27065
2016-02-24,27163
2016-02-25,27215
2016-02-26,27276
2016-02-27,27273
2016-02-28,27362
2016-02-29,27239
2016-03-01,27242
2016-03-02,27175
2016-03-03,27164
2016-03-04,27228
2016-03-05,26881
2016-03-06,26195
2016-03-07,25988
2016-03-08,26029
2016-03-09,26300
2016-03-10,26594
2016-03-11,26888
2016-03-12,27088
2016-03-13,27264
2016-03-14,27197
2016-03-15,27173
2016-03-16,27161
2016-03-17,27109
2016-03-18,26590
2016-03-19,26413
2016-03-20,26871
2016-03-21,27090
2016-03-22,27224
2016-03-23,27371
2016-03-24,27421
2016-03-25,27357
2016-03-26,27047
2016-03-27,27146
2016-03-28,27169
2016-03-29,27178
2016-03-30,26566
2016-03-31,26747
2016-04-01,26304
2016-04-02,26568
2016-04-03,26565
2016-04-04,26851
2016-04-05,26369
2016-04-06,26207
2016-04-07,26013
2016-04-08,26258
2016-04-09,26554
2016-04-10,26771
2016-04-11,27039
2016-04-12,26942
2016-04-13,26963
2016-04-14,26986
2016-04-15,27084
2016-04-16,26933
2016-04-17,26455
2016-04-18,26719
2016-04-19,27003
2016-04-20,27128
2016-04-21,26804
2016-04-22,26636
2016-04-23,26516
2016-04-24,26542
2016-04-25,26424
2016-04-26,26512
2016-04-27,26850
2016-04-28,26921
2016-04-29,26699
2016-04-30,26433
2016-05-01,25891
2016-05-02,26066
2016-05-03,26143
2016-05-04,25944
2016-05-05,25860
2016-05-06,25667
2016-05-07,25694
2016-05-08,25963
2016-05-09,26129
2016-05-10,26298
2016-05-11,26318
2016-05-12,26468
2016-05-13,26643
2016-05-14,26794
2016-05-15,26850
2016-05-16,26987
2016-05-17,26915
2016-05-18,27149
2016-05-19,27183
2016-05-22,26043
2016-05-23,26550
2016-05-24,26541
2016-05-25,26637
2016-05-26,26862
2016-05-27,26993
2016-05-28,27029
2016-05-29,27121
2016-05-30,27037
2016-05-31,27267
2016-06-01,27341
2016-06-02,27330
2016-06-03,27191
2016-06-04,27069
2016-06-05,27104
2016-06-06,27287
2016-06-07,27209
2016-06-08,27329
2016-06-09,27140
2016-06-10,27205
2016-06-11,26924
2016-06-12,26906
2016-06-13,26786
2016-06-14,27106
2016-06-15,27356
2016-06-16,27369
2016-06-17,27211
2016-06-18,26711
2016-06-19,26742
2016-06-20,26959
2016-06-21,26971
2016-06-22,27065
2016-06-23,26881
2016-06-24,27077
2016-06-25,27170
2016-06-26,26918
2016-06-27,26373
2016-06-28,26348
2016-06-29,26688
2016-06-30,26836
2016-07-01,27122
2016-07-02,27065
2016-07-03,27014
2016-07-04,26899
2016-07-05,26973
2016-07-06,26984
2016-07-07,26858
2016-07-08,26955
2016-07-09,27092
2016-07-10,26612
2016-07-11,26583
2016-07-12,26451
2016-07-13,26780
2016-07-14,27208
2016-07-15,27286
2016-07-16,27083
2016-07-17,27000
2016-07-18,27198
2016-07-23,27024
2016-07-24,27105
2016-07-25,27145
2016-07-26,27208
2016-07-27,27199
2016-07-28,26532
2016-07-29,26760
2016-07-30,27279
2016-07-31,27451
2016-08-01,27551
2016-08-02,27531
2016-08-03,27569
2016-08-04,27693
2016-08-05,27512
2016-08-06,27487
2016-08-07,27422
2016-08-08,27232
2016-08-09,27442
2016-08-10,27496
2016-08-11,27350
2016-08-12,27413
2016-08-13,27562
2016-08-14,27282
2016-08-15,27311
2016-08-16,27343
2016-08-17,27417
2016-08-18,27506
2016-08-19,27192
2016-08-20,27367
2016-08-21,27268
2016-08-22,27333
2016-08-23,27043
2016-08-24,26685
2016-08-25,26990
2016-08-26,27180
2016-08-28,27143
2016-08-31,27537
2016-09-01,27633
2016-09-02,27784
2016-09-03,27879
2016-09-04,27801
2016-09-05,27595
2016-09-06,27384
2016-09-07,27053
2016-09-08,27121
2016-09-09,27479
2016-09-10,27673
2016-09-11,27712
2016-09-12,27745
2016-09-13,27649
2016-09-14,27790
2016-09-15,27707
2016-09-16,27523
2016-09-17,27620
2016-09-18,27439
2016-09-19,27416
2016-09-20,27509
2016-09-21,27463
2016-09-22,27522
2016-09-23,27442
2016-09-24,27150
2016-09-25,27360
2016-09-26,27458
2016-09-27,27311
2016-09-28,27454
2016-09-29,27182
2016-09-30,27054
2016-10-01,26611
2016-10-02,26921
2016-10-03,26940
2016-10-04,27175
2016-10-05,27251
2016-10-06,27346
2016-10-07,27426
2016-10-08,27423
2016-10-09,27125
2016-10-10,27256
2016-10-11,27287
2016-10-12,27198
2016-10-13,27404
2016-10-14,27371
2016-10-15,27002
2016-10-16,26992
2016-10-17,27246
2016-10-18,27272
2016-10-19,27416
2016-10-20,27387
2016-10-21,27189
2016-10-22,27113
2016-10-23,27165
2016-10-24,27284
2016-10-25,27196
2016-10-26,27311
2016-10-27,27466
2016-10-28,27581
2016-10-29,27639
2016-10-30,27715
2016-10-31,27652
2016-11-01,27660
2016-11-02,27723
2016-11-03,27885
2016-11-04,27676
2016-11-05,27302
2016-11-06,26972
2016-11-07,26737
2016-11-08,26937
2016-11-09,26824
2016-11-10,26503
2016-11-11,26668
2016-11-12,26724
2016-11-13,26236
2016-11-14,25972
2016-12-08,27426
2016-12-09,27319
2016-12-10,27203
2016-12-11,26913
2016-12-12,27080
2016-12-13,26853
2016-12-14,27123
2016-12-15,27244
2016-12-16,27244
2016-12-17,27103
2016-12-18,26482
2016-12-19,26179
2016-12-20,26617
2016-12-21,27163
2016-12-22,27268
2016-12-23,27309
2016-12-24,27203
2016-12-25,27158
2016-12-26,27188
2016-12-27,27298
2016-12-28,27375
2016-12-29,27362
2016-12-30,27397
2016-12-31,27526
2017-01-01,26987
2017-01-02,27091
2017-01-03,27088
2017-01-04,26937
2017-01-05,26838
2017-01-06,27162
2017-01-07,26690
2017-01-08,26759
2017-01-09,26890
2017-01-10,26866
2017-01-11,27106
2017-01-12,26929
2017-01-13,26935
2017-01-14,27177
2017-01-15,27072
2017-01-16,27065
2017-01-17,27212
2017-01-18,27119
2017-01-19,27217
2017-01-20,27179
2017-01-21,27196
2017-01-22,26960
2017-01-27,26995
2017-01-28,27163
2017-01-29,27146
2017-01-30,27109
2017-01-31,27058
2017-02-01,26970
2017-02-02,27224
2017-02-03,27184
2017-02-04,27291
2017-02-05,27112
2017-02-06,26876
2017-02-07,27202
2017-02-08,27342
2017-02-09,27282
2017-02-10,27305
2017-02-11,27339
2017-02-12,27142
2017-02-13,27198
2017-02-14,26993
2017-02-15,26876
2017-02-16,27076
2017-02-18,26897
2017-02-19,26993
2017-02-20,27215
2017-02-21,27313
2017-02-22,27410
2017-02-23,27434
2017-02-24,27427
2017-02-25,27263
2017-02-26,27432
2017-02-27,27529
2017-02-28,27397
2017-03-01,27418
2017-03-02,27384
2017-03-03,27264
2017-03-04,27389
2017-03-05,27472
2017-03-06,27416
2017-03-07,27438
2017-03-08,27404
2017-03-09,27367
2017-03-10,27397
2017-03-11,27403
2017-03-12,27375
2017-03-13,27243
2017-03-14,27152
2017-03-15,27210
2017-03-16,27307
2017-03-17,27465
2017-03-18,27465
2017-03-19,27509
2017-03-20,27468
2017-03-21,27502
2017-03-22,27233
2017-03-23,27345
2017-03-24,27453
2017-03-25,27414
2017-03-26,27333
2017-03-27,27396
2017-03-28,27419
2017-03-29,27465
2017-03-30,27538
2017-03-31,27647
2017-04-01,27708
2017-04-02,27693
2017-04-03,27733
2017-04-04,27752
2017-04-12,27640
2017-04-13,27734
2017-04-14,27651
2017-04-15,27611
2017-04-16,27528
2017-04-17,27309
2017-04-18,27393
2017-04-19,26833
2017-04-20,25669
2017-04-21,24843
2017-04-22,25007
2017-04-23,24968
2017-04-24,24669
2017-04-25,24549
2017-04-26,24682
2017-04-27,25027
2017-04-28,25751
2017-04-29,26709
2017-04-30,26868
2017-05-01,26727
2017-05-02,26805
2017-05-03,26699
2017-05-04,26030
2017-05-05,26181
2017-05-06,25619
2017-05-07,25514
2017-05-08,26202
2017-05-09,26473
2017-05-10,26538
2017-05-11,26231
2017-05-12,26468
2017-05-13,26385
2017-05-14,26657
2017-05-15,26855
2017-05-16,27031
2017-05-17,27185
2017-05-18,27299
2017-05-19,27173
2017-05-20,27409
2017-05-21,27418
2017-05-22,27452
2017-05-23,27454
2017-05-24,27394
2017-05-25,26024
2017-05-26,24747
2017-05-27,24182
2017-05-28,24426
2017-05-29,24371
2017-05-30,24447
2017-05-31,24481
2017-06-01,24415
2017-06-02,24342
2017-06-03,24354
2017-06-06,24498
2017-06-07,24468
2017-06-08,24414
2017-06-09,24379
2017-06-10,24374
2017-06-11,24425
2017-06-12,24483
2017-06-13,24493
2017-06-14,24482
2017-06-15,24555
2017-06-16,24485
2017-06-17,24518
2017-06-18,24544
2017-06-19,24562
2017-06-20,24536
2017-06-21,24513
2017-06-22,24534
2017-06-23,24532
2017-06-24,24555
2017-06-25,24546
2017-06-26,24516
2017-06-27,24432
2017-06-28,24492
2017-06-29,24499
2017-06-30,24481
2017-07-01,24481
2017-07-02,24487
2017-07-03,24522
2017-07-04,24517
2017-07-05,24566
2017-07-06,24528
2017-07-07,24550
2017-07-08,24548
2017-07-13,24578
2017-07-14,24513
2017-07-15,24515
2017-07-16,24491
2017-07-17,24522
2017-07-18,24570
2017-07-19,24571
2017-07-20,24545
2017-07-21,24607
2017-07-22,24489
2017-07-23,24483
2017-07-24,24570
2017-07-25,24579
2017-07-26,24524
2017-07-27,24465
2017-07-28,24499
2017-07-29,24493
2017-07-30,24523
2017-07-31,24579
2017-08-01,24585
2017-08-02,24588
2017-08-03,24604
2017-08-04,24543
2017-08-05,24539
2017-08-06,24547
2017-08-09,24483
2017-08-10,24537
2017-08-11,24536
2017-08-12,24492
2017-08-13,24486
2017-08-14,24516
2017-08-15,24368
2017-08-17,24474
2017-08-18,24446
2017-08-19,24495
2017-08-20,24463
2017-08-21,24451
2017-08-22,24523
2017-08-23,24572
2017-08-24,24586
2017-08-25,24561
2017-08-26,24458
2017-08-27,24451
2017-08-28,24489
2017-08-29,24455
2017-08-30,24441
2017-08-31,24509
2017-09-01,24482
2017-09-02,24480
2017-09-03,24502
2017-09-04,24482
2017-09-05,24501
2017-09-06,24361
2017-09-07,24469
2017-09-08,24537
2017-09-09,24510
2017-09-10,24468
2017-09-11,24474
2017-09-12,24561
2017-09-13,24541
2017-09-14,24505
2017-09-15,24486
2017-09-16,24487
2017-09-17,24526
2017-09-19,24585
2017-09-20,24564
2017-09-21,24561
2017-09-22,24531
2017-09-23,24541
2017-09-24,24511
2017-09-25,24476
2017-09-26,24578
2017-09-27,24610
2017-09-28,24602
2017-09-29,24577
2017-09-30,24590
2017-10-01,24469
2017-10-02,24504
2017-10-03,24484
2017-10-04,24571
2017-10-05,24494
2017-10-06,24513
2017-10-07,24548
2017-10-08,24571
2017-10-09,24526
2017-10-10,24567
2017-10-11,24395
2017-10-12,24507
2017-10-13,24519
2017-10-14,24517
2017-10-15,24509
2017-10-16,24519
2017-10-17,24584
2017-10-18,24549
2017-10-19,24474
2017-10-20,24506
2017-10-21,24509
2017-10-22,24494
2017-10-23,24527
2017-10-24,24484
2017-10-25,24514
2017-10-26,24513
2017-10-27,24503
2017-10-28,24528
2017-10-29,24471
2017-10-30,24463
2017-10-31,24485
2017-11-01,24535
2017-11-02,24530
2017-11-03,24528
2017-11-04,24495
2017-11-05,24515
2017-11-06,24560
2017-11-07,24539
2017-11-08,24548
2017-11-09,24588
2017-11-10,24584
2017-11-11,24544
2017-11-12,24387
2017-11-13,24457
2017-11-14,24475
2017-11-15,24504
2017-11-16,24531
2017-11-17,24478
2017-11-18,24465
2017-11-19,24453
2017-11-20,24510
2017-11-21,24491
2017-11-22,24467
2017-11-23,24394
2017-11-24,24385
2017-11-25,24414
2017-11-26,24459
2017-11-27,24398
2017-11-28,24457
2017-11-29,24513
2017-11-30,24477
2017-12-01,24503
2017-12-02,24522
2017-12-03,24507
2017-12-04,24551
2017-12-05,24534
2017-12-06,24538
2017-12-07,24536
2017-12-08,24521
2017-12-09,24489
2017-12-10,24533
2017-12-11,24575
2017-12-12,24587
2017-12-13,24523
2017-12-14,24527
2017-12-15,24530
2017-12-16,24552
2017-12-17,24505
2017-12-18,24584
2017-12-19,24485
2017-12-20,24506
2017-12-21,24522
2017-12-22,24535
2017-12-23,24520
2017-12-24,24531
2017-12-25,24546
2017-12-26,24578
2017-12-27,24437
2017-12-28,24547
2017-12-29,24546
2017-12-30,24511
2017-12-31,24485
2018-01-01,24448
2018-01-02,24451
2018-01-03,24447
2018-01-04,24437
2018-01-05,24418
2018-01-06,24430
2018-01-07,24452
2018-01-08,24422
2018-01-09,24451
2018-01-10,24514
2018-01-11,24496
2018-01-12,24507
2018-01-13,24501
2018-01-14,24502
2018-01-15,24499
2018-01-16,24510
2018-01-17,24533
2018-01-18,24530
2018-01-19,24549
2018-01-20,24487
2018-01-21,24534
2018-01-22,24495
2018-01-23,24508
2018-01-24,24511
2018-01-25,24500
2018-01-26,24552
2018-01-27,24545
2018-01-28,24504
2018-01-29,24500
2018-01-30,24532
2018-02-01,24547
2018-02-02,24523
2018-02-03,24501
2018-02-04,24493
2018-02-05,24509
2018-02-06,24513
2018-02-07,24489
2018-02-08,24334
2018-02-09,24298
2018-02-10,24356
2018-02-11,24395
2018-02-12,24383
2018-02-13,24389
2018-02-14,24448
2018-02-15,24464
2018-02-16,24449
2018-02-17,24451
2018-02-18,24407
2018-02-19,24405
2018-02-20,24408
2018-02-21,24445
2018-02-22,24546
2018-02-23,24514
2018-02-24,24543
2018-02-25,24563
2018-02-26,24605
2018-02-27,24515
2018-02-28,24545
2018-03-01,24554
2018-03-02,24559
2018-03-03,24534
2018-03-04,24549
2018-03-05,24500
2018-03-06,24534
2018-03-07,24553
2018-03-08,24504
2018-03-09,24516
2018-03-10,24551
2018-03-11,24513
2018-03-12,24595
2018-03-13,24597
2018-03-14,24551
2018-03-15,24491
2018-03-16,24542
2018-03-17,24579
2018-03-18,24594
2018-03-19,24626
2018-03-20,24565
2018-03-21,24571
2018-03-23,24591
2018-03-24,24592
2018-03-26,24585
2018-03-27,24638
2018-03-28,24689
2018-03-29,24644
2018-03-30,24561
2018-03-31,24574
2018-04-01,24602
2018-04-02,24630
2018-04-03,24593
2018-04-04,24468
2018-04-05,24530
2018-04-06,24574
2018-04-08,24695
2018-04-09,24602
2018-04-10,24624
2018-04-11,24558
2018-04-12,24583
2018-04-13,24499
2018-04-14,24559
2018-04-15,24554
2018-04-16,24534
2018-04-17,24531
2018-04-18,24534
2018-04-19,24508
2018-04-20,24521
2018-04-21,24617
2018-04-22,24634
2018-04-23,24622
2018-04-24,24576
2018-04-25,24565
2018-04-26,24595
2018-04-27,24547
2018-04-28,24613
2018-04-29,24604
2018-04-30,24517
2018-05-01,24588
2018-05-02,24592
2018-05-03,24625
2018-05-04,24626
2018-05-05,24554
2018-05-06,24464
2018-05-07,24551
2018-05-08,24553
2018-05-09,24594
2018-05-10,24568
2018-05-11,24523
2018-05-12,24515
2018-05-13,24669
2018-05-14,24613
2018-05-15,24660
2018-05-16,24602
2018-05-17,24626
2018-05-18,24562
2018-05-19,24529
2018-05-20,24561
2018-05-21,24555
2018-05-22,24453
2018-05-23,24580
2018-05-24,24533
2018-05-25,24609
2018-05-26,24618
2018-05-27,24666
2018-05-28,24583
2018-05-29,24592
2018-05-30,24672
2018-05-31,24586
2018-06-01,24508
2018-06-02,24518
2018-06-03,24575
2018-06-04,24510
2018-06-05,24570
2018-06-06,24524
2018-06-07,24449
2018-06-08,24587
2018-06-09,24498
2018-06-10,24478
2018-06-11,24690
2018-06-12,24600
2018-06-13,24588
2018-06-14,24556
2018-06-15,24424
2018-06-16,24618
2018-06-17,24496
2018-06-18,24553
2018-06-19,24606
2018-06-20,24632
2018-06-21,24606
2018-06-22,24526
2018-06-23,24523
2018-06-24,24544
2018-06-25,24515
2018-06-26,24555
2018-06-27,24493
2018-06-28,24559
2018-06-29,24550
2018-06-30,24517
2018-07-01,24582
2018-07-02,24590
2018-07-03,24488
2018-07-04,24546
2018-07-05,24634
2018-07-06,24514
2018-07-07,24429
2018-07-08,24512
2018-07-09,24527
2018-07-10,24671
2018-07-11,24602
2018-07-12,24403
2018-07-13,24469
2018-07-14,24500
2018-07-15,24512
2018-07-16,24583
2018-07-17,24564
2018-07-18,24560
2018-07-19,24490
2018-07-20,24360
2018-07-21,24561
2018-07-22,24544
2018-07-23,24511
2018-07-24,24598
2018-07-25,24520
2018-07-26,24393
2018-07-27,24459
2018-07-28,24473
2018-07-29,24480
2018-07-30,24607
2018-07-31,24452
2018-08-01,24589
2018-08-02,24490
2018-08-03,24347
2018-08-04,24360
2018-08-05,24404
2018-08-06,24415
2018-08-07,24551
2018-08-08,24419
2018-08-09,24470
2018-08-10,24336
2018-08-11,24322
2018-08-12,24345
2018-08-14,24393
2018-08-16,24500
2018-08-17,24474
2018-08-18,24482
2018-08-19,24465
2018-08-20,24570
2018-08-21,24431
2018-08-22,24550
2018-08-23,24352
2018-08-24,24359
2018-08-25,24413
2018-08-26,24436
2018-08-27,24390
2018-08-28,24436
2018-08-29,24488
2018-08-30,24482
2018-08-31,24467
2018-09-01,24509
2018-09-02,24575
2018-09-03,24492
2018-09-04,24535
2018-09-05,24503
2018-09-06,24434
2018-09-07,24454
2018-09-08,24474
2018-09-09,24497
2018-09-10,24485
2018-09-11,24499
2018-09-12,24498
2018-09-13,24516
2018-09-14,24555
2018-09-15,24570
2018-09-16,24573
2018-09-17,24534
2018-09-18,24579
2018-09-19,24481
2018-09-20,24533
2018-09-21,24464
2018-09-22,24465
2018-09-23,24455
2018-09-24,24538
2018-09-25,24568
2018-09-26,24563
2018-09-27,24606
2018-09-28,24497
2018-09-29,24485
2018-09-30,24415
2018-10-02,24598
2018-10-03,24588
2018-10-04,24453
2018-10-05,24477
2018-10-06,24522
2018-10-07,24595
2018-10-08,24434
2018-10-09,24500
2018-10-10,24544
2018-10-11,24478
2018-10-12,24475
2018-10-13,24564
2018-10-14,24333
2018-10-15,24476
2018-10-16,24550
2018-10-17,24682
2018-10-18,24677
2018-10-19,24618
2018-10-20,24569
2018-10-21,24499
2018-10-22,24473
2018-10-23,24555
2018-10-24,24594
2018-10-25,24655
2018-10-26,24593
2018-10-27,24611
2018-10-28,24595
2018-10-29,24602
2018-10-30,24587
2018-10-31,24661
2018-11-01,24604
2018-11-03,24621
2018-11-04,24496
2018-11-05,24540
2018-11-06,24537
2018-11-07,24576
2018-11-08,24581
2018-11-09,24573
2018-11-10,24536
2018-11-11,24510
2018-11-12,24641
2018-11-13,24581
2018-11-14,24526
2018-11-15,24604
2018-11-16,24458
2018-11-17,24505
2018-11-18,24623
2018-11-19,24619
2018-11-20,24639
2018-11-21,24660
2018-11-22,24593
2018-11-23,24563
2018-11-24,24713
2018-11-25,24720
2018-11-26,24696
2018-11-27,24668
2018-11-28,24620
2018-11-29,24483
2018-12-01,24534
2018-12-02,24584
2018-12-03,24595
2018-12-04,24606
2018-12-05,24514
2018-12-07,24651
2018-12-09,24717
2018-12-10,24601
2018-12-11,24628
2018-12-12,24670
2018-12-13,24564
2018-12-14,24550
2018-12-15,24563
2018-12-16,24549
2018-12-17,24631
2018-12-18,24656
2018-12-19,24568
2018-12-20,24615
2018-12-21,24652
2018-12-22,24721
2018-12-23,24723
2018-12-24,24541
2018-12-25,24597
2018-12-26,24500
2018-12-27,24568
2018-12-28,24532
2018-12-29,24495
2018-12-30,24493
2018-12-31,24487
2019-01-01,24621
2019-01-02,24613
2019-01-03,24742
2019-01-04,24571
2019-01-05,24720
2019-01-06,24621
2019-01-08,24669
2019-01-10,24720
2019-01-11,24749
2019-01-12,24890
2019-01-13,24850
2019-01-14,24712
2019-01-15,24593
2019-01-16,24584
2019-01-17,24546
2019-01-18,24481
2019-01-19,24713
2019-01-20,24587
2019-01-21,24401
2019-01-22,24558
2019-01-23,24612
2019-01-24,24512
2019-01-25,24586
2019-01-26,24525
2019-01-27,24557
2019-01-28,24575
2019-01-29,24613
2019-01-30,24562
2019-01-31,24564
2019-02-01,24514
2019-02-02,24551
2019-02-03,24565
2019-02-04,24559
2019-02-05,24567
2019-02-06,24641
2019-02-07,24683
2019-02-08,24782
2019-02-09,24748
2019-02-10,24814
2019-02-11,24702
2019-02-12,24659
2019-02-13,24638
2019-02-14,24620
2019-02-15,24529
2019-02-16,24577
2019-02-17,24600
2019-02-18,24608
2019-02-19,24636
2019-02-20,24614
2019-02-21,24570
2019-02-22,24699
2019-02-23,24612
2019-02-24,24656
2019-02-25,24752
2019-02-26,24672
2019-02-27,24727
2019-02-28,24669
2019-03-01,24668
2019-03-02,24600
2019-03-03,24611
2019-03-04,24693
2019-03-05,24680
2019-03-06,24730
2019-03-07,24717
2019-03-08,24682
2019-03-09,24662
2019-03-10,24617
2019-03-11,24747
2019-03-12,24732
2019-03-13,24747
2019-03-14,24693
2019-03-15,24614
2019-03-16,24634
2019-03-17,24669
2019-03-18,24756
2019-03-19,24677
2019-03-20,24793
2019-03-21,24761
2019-03-22,24816
2019-03-23,24730
2019-03-24,24773
2019-03-25,24694
2019-03-26,24676
2019-03-27,24661
2019-03-28,24664
2019-03-29,24591
2019-03-30,24692
2019-03-31,24736
2019-04-01,24755
2019-04-02,24641
2019-04-03,24643
