date_obj,Zamorak%20crozier price
2019-04-11,4120
2019-04-12,3989
2019-04-13,3977
2019-04-14,4005
2019-04-15,4103
2019-04-16,4068
2019-04-17,4098
2019-04-18,4109
2019-04-19,4151
2019-04-20,4208
2019-04-21,4206
2019-04-22,4208
2019-04-23,4249
2019-04-24,4237
2019-04-25,4345
2019-04-26,4555
2019-04-27,4781
2019-04-28,4901
2019-04-29,5108
2019-04-30,5281
2019-05-01,5530
2019-05-02,5476
2019-05-03,5397
2019-05-04,5358
2019-05-05,5259
2019-05-06,5024
2019-05-07,4825
2019-05-08,4716
2019-05-09,4550
2019-05-10,4416
2019-05-11,4211
2019-05-12,4062
2019-05-13,3896
2019-05-14,3844
2019-05-15,3844
2019-05-16,3949
2019-05-17,4051
2019-05-18,3999
2019-05-19,3890
2019-05-20,3765
2019-05-21,3765
2019-05-22,3652
2019-05-23,3588
2019-05-24,3475
2019-05-25,3369
2019-05-26,3335
2019-05-27,3245
2019-05-28,3180
2019-05-29,3132
2019-05-30,3132
2019-05-31,3080
2019-06-01,3064
2019-06-02,3026
2019-06-03,2928
2019-06-04,2871
2019-06-05,2805
2019-06-06,2822
2019-06-07,2741
2019-06-08,2703
2019-06-09,2695
2019-06-10,2695
2019-06-11,2815
2019-06-12,2948
2019-06-13,3084
2019-06-14,3163
2019-06-15,3236
2019-06-16,3281
2019-06-17,3305
2019-06-18,3395
2019-06-19,3517
2019-06-20,3452
2019-06-21,3462
2019-06-22,3499
2019-06-23,3390
2019-06-24,3370
2019-06-25,3297
2019-06-26,3337
2019-06-27,3462
2019-06-28,3462
2019-06-29,3626
2019-06-30,3797
2019-07-01,3797
2019-07-02,3974
2019-07-03,4160
2019-07-04,4160
2019-07-05,4104
2019-07-06,4104
2019-07-07,4048
2019-07-08,4177
2019-07-09,4225
2019-07-10,4225
2019-07-11,4225
2019-07-12,4395
2019-07-13,4395
2019-07-14,4395
2019-07-15,4604
2019-07-16,4790
2019-07-17,4936
2019-07-18,5178
2019-07-19,5413
2019-07-20,5684
2019-07-21,5969
2019-07-22,6254
2019-07-23,6511
2019-07-24,6511
2019-07-25,6610
2019-07-26,6610
2019-07-27,6378
2019-07-28,6076
2019-07-29,5808
2019-07-30,5517
2019-07-31,5241
2019-08-01,5024
2019-08-02,4815
2019-08-03,4574
2019-08-04,4393
2019-08-05,4200
2019-08-06,4054
2019-08-07,3995
2019-08-08,3995
2019-08-09,4066
2019-08-10,4134
2019-08-11,4134
2019-08-12,3974
2019-08-13,3784
2019-08-14,3634
2019-08-15,3507
2019-08-16,3379
2019-08-17,3379
2019-08-18,3264
2019-08-19,3165
2019-08-20,3165
2019-08-21,3067
2019-08-22,3074
2019-08-23,3074
2019-08-24,3195
2019-08-24,3195
2019-08-25,3205
2019-08-25,3205
2019-08-26,3304
2019-08-26,3304
2019-08-27,3436
2019-08-27,3436
2019-08-28,3586
2019-08-29,3730
2019-08-30,3898
2019-08-31,3898
2019-09-01,3972
2019-09-02,3972
2019-09-03,4009
2019-09-04,4114
2019-09-05,4114
2019-09-06,4227
2019-09-07,4345
2019-09-08,4382
2019-09-09,4382
2019-09-10,4303
2019-09-11,4208
2019-09-12,4208
2019-09-13,4259
2019-09-14,4259
2019-09-15,4356
2019-09-16,4459
2019-09-17,4459
2019-09-18,4423
2019-09-19,4423
2019-09-20,4571
2019-09-21,4556
2019-09-22,4556
2019-09-23,4529
2019-09-24,4529
2019-09-25,4574
2019-09-26,4785
2019-09-27,4785
2019-09-28,4820
2019-09-29,4820
2019-09-30,4806
2019-10-01,4797
2019-10-02,4797
2019-10-03,4729
2019-10-04,4729
2019-10-05,4728
2019-10-06,4751
2019-10-07,4751
2019-10-08,4568
2019-10-09,4568
2019-10-10,4339
2019-10-11,4339
2019-10-12,4240
2019-10-13,4308
2019-10-14,4338
2019-10-15,4338
2019-10-16,4354
2019-10-17,4354
2019-10-18,4422
2019-10-19,4462
2019-10-20,4425
2019-10-21,4425
2019-10-22,4536
2019-10-23,4502
2019-10-24,4502
2019-10-25,4529
2019-10-26,4448
2019-10-27,4353
2019-10-28,4211
2019-10-29,4211
2019-10-30,4211
2019-10-31,4101
2019-11-01,4101
2019-11-02,3966
2019-11-03,3767
2019-11-04,3602
2019-11-05,3602
2019-11-06,3551
2019-11-07,3457
2019-11-08,3343
2019-11-09,3281
2019-11-10,3213
2019-11-11,3151
2019-11-12,3151
2019-11-13,3108
2019-11-14,3108
2019-11-15,2993
2019-11-16,2952
2019-11-17,2952
2019-11-18,2882
2019-11-19,2882
2019-11-20,2839
2019-11-21,2839
2019-11-22,2771
2019-11-23,2771
2019-11-24,2678
2019-11-25,2676
2019-11-26,2587
2019-11-27,2587
2019-11-28,2538
2019-11-29,2538
2019-11-30,2574
2019-12-01,2630
2019-12-02,2640
2019-12-03,2571
2019-12-04,2586
2019-12-05,2586
2019-12-06,2576
2019-12-07,2530
2019-12-08,2530
2019-12-09,2554
2019-12-10,2589
2019-12-11,2589
2019-12-12,2577
2019-12-13,2593
2019-12-14,2593
2019-12-15,2638
2019-12-16,2697
2019-12-17,2748
2019-12-18,2748
2019-12-19,2699
2019-12-20,2757
2019-12-21,2762
2019-12-22,2692
2019-12-23,2692
2019-12-24,2628
2019-12-25,2604
2019-12-26,2604
2019-12-27,2584
2019-12-28,2608
2019-12-29,2608
2019-12-30,2606
2019-12-31,2625
2020-01-01,2578
2020-01-02,2512
2020-01-03,2534
2020-01-04,2534
2020-01-05,2482
2020-01-06,2482
2020-01-07,2494
2020-01-08,2494
2020-01-09,2519
2020-01-10,2568
2020-01-11,2632
2020-01-12,2643
2020-01-13,2643
2020-01-14,2620
2020-01-15,2717
2020-01-16,2674
2020-01-17,2679
2020-01-18,2679
2020-01-19,2680
2020-01-20,2708
2020-01-21,2708
2020-01-22,2723
2020-01-23,2730
2020-01-24,2727
2020-01-25,2769
2020-01-26,2799
2020-01-27,2800
2020-01-28,2800
2020-01-29,2796
2020-01-30,2787
2020-01-31,2761
2020-02-01,2664
2020-02-02,2604
2020-02-03,2563
2020-02-04,2587
2020-02-05,2551
2020-02-06,2458
2020-02-07,2444
2020-02-08,2438
2020-02-09,2458
2020-02-10,2393
2020-02-11,2366
2020-02-12,2353
2020-02-13,2401
2020-02-14,2408
2020-02-15,2408
2020-02-16,2371
2020-02-17,2352
2020-02-18,2423
2020-02-19,2484
2020-02-20,2503
2020-02-21,2503
2020-02-22,2504
2020-02-23,2482
2020-02-24,2463
2020-02-25,2462
2020-02-26,2522
2020-02-27,2570
2020-02-28,2505
2020-02-29,2505
2020-03-01,2471
2020-03-02,2463
2020-03-03,2390
2020-03-04,2390
2020-03-05,2399
2020-03-06,2371
2020-03-07,2395
2020-03-08,2359
2020-03-09,2361
2020-03-10,2404
2020-03-11,2405
2020-03-12,2387
2020-03-13,2375
2020-03-14,2351
2020-03-15,2382
2020-03-16,2429
2020-03-17,2490
2020-03-18,2586
2020-03-19,2607
2020-03-20,2605
2020-03-21,2562
2020-03-22,2522
2020-03-23,2536
2020-03-24,2567
2020-03-25,2533
2020-03-26,2505
2020-03-27,2483
2020-03-28,2508
2020-03-29,2491
2020-03-30,2507
2020-03-31,2539
2020-04-01,2530
2020-04-02,2569
2020-04-03,2569
2020-04-04,2551
2020-04-05,2546
2020-04-06,2564
2020-04-07,2550
2020-04-08,2545
2020-04-09,2577
2020-04-10,2600
2020-04-11,2618
2020-04-12,2653
2020-04-13,2667
2020-04-14,2752
2020-04-15,2805
2020-04-16,2790
2020-04-17,2786
2020-04-18,2789
2020-04-19,2794
2020-04-20,2760
2020-04-21,2791
2020-04-22,2782
2020-04-23,2833
2020-04-24,2884
2020-04-25,2882
2020-04-26,2878
2020-04-27,2954
2020-04-28,3005
2020-04-29,3005
2020-04-30,3024
2020-05-01,3000
2020-05-02,2907
2020-05-03,2866
2020-05-04,2915
2020-05-05,2910
2020-05-06,2827
2020-05-07,2865
2020-05-08,2948
2020-05-09,2977
2020-05-10,3010
2020-05-11,3063
2020-05-12,3142
2020-05-13,3227
