date_obj,Torag's%20helm price
2016-03-14,103209
2016-03-15,103642
2016-03-16,100757
2016-03-17,101248
2016-03-18,101219
2016-03-19,99279
2016-03-20,99488
2016-03-21,99488
2016-03-22,99893
2016-03-23,99938
2016-03-24,101584
2016-03-25,103087
2016-03-26,102005
2016-03-27,102005
2016-03-28,101492
2016-03-29,100813
2016-03-30,100813
2016-03-31,102370
2016-04-01,104403
2016-04-02,105609
2016-04-03,106879
2016-04-04,106452
2016-04-05,106222
2016-04-06,108791
2016-04-07,109454
2016-04-08,107555
2016-04-09,106224
2016-04-10,104154
2016-04-11,104154
2016-04-12,103296
2016-04-13,100806
2016-04-14,101084
2016-04-15,103984
2016-04-16,102064
2016-04-17,101385
2016-04-18,101466
2016-04-19,101801
2016-04-20,102142
2016-04-21,101596
2016-04-22,101596
2016-04-23,101715
2016-04-24,102286
2016-04-25,102605
2016-04-26,102531
2016-04-27,101978
2016-04-28,102564
2016-04-29,102494
2016-04-30,102885
2016-05-01,107060
2016-05-02,108347
2016-05-03,106384
2016-05-04,103599
2016-05-05,103177
2016-05-06,103177
2016-05-07,103841
2016-05-08,102386
2016-05-09,102992
2016-05-10,105007
2016-05-11,103148
2016-05-12,105130
2016-05-13,106299
2016-05-14,105188
2016-05-15,104275
2016-05-16,101336
2016-05-17,99971
2016-05-18,103189
2016-05-19,104522
2016-05-22,100391
2016-05-23,97477
2016-05-24,95361
2016-05-25,94845
2016-05-26,95484
2016-05-27,94159
2016-05-28,94159
2016-05-29,93210
2016-05-30,93210
2016-05-31,94771
2016-06-01,96231
2016-06-02,95545
2016-06-03,94766
2016-06-04,97051
2016-06-05,98646
2016-06-06,98658
2016-06-07,98658
2016-06-08,99452
2016-06-09,100059
2016-06-10,99967
2016-06-11,100775
2016-06-12,101265
2016-06-13,98309
2016-06-14,96486
2016-06-15,96779
2016-06-16,96813
2016-06-17,98128
2016-06-18,99199
2016-06-19,99303
2016-06-20,98739
2016-06-21,98004
2016-06-22,99112
2016-06-23,100137
2016-06-24,99635
2016-06-25,101774
2016-06-26,101774
2016-06-27,102020
2016-06-28,99214
2016-06-29,97956
2016-06-30,97846
2016-07-01,97612
2016-07-02,100573
2016-07-03,102534
2016-07-04,107054
2016-07-05,107317
2016-07-06,104902
2016-07-07,100013
2016-07-08,99766
2016-07-09,103221
2016-07-10,102801
2016-07-11,100749
2016-07-12,98570
2016-07-13,94143
2016-07-14,92927
2016-07-15,93945
2016-07-16,93989
2016-07-17,95127
2016-07-18,96702
2016-07-24,97496
2016-07-25,99271
2016-07-26,99271
2016-07-27,100335
2016-07-28,98396
2016-07-29,98443
2016-07-30,100064
2016-07-31,100064
2016-08-01,100493
2016-08-02,101277
2016-08-03,101832
2016-08-04,101607
2016-08-05,101607
2016-08-06,100851
2016-08-07,101309
2016-08-08,100796
2016-08-09,101212
2016-08-10,102264
2016-08-11,101561
2016-08-12,99689
2016-08-13,97795
2016-08-14,99574
2016-08-15,101371
2016-08-16,102505
2016-08-17,102981
2016-08-18,102998
2016-08-19,102137
2016-08-20,100729
2016-08-21,100063
2016-08-22,100800
2016-08-23,101738
2016-08-24,102177
2016-08-25,102251
2016-08-26,102251
2016-08-28,101594
2016-08-31,99822
2016-09-01,100610
2016-09-02,100610
2016-09-03,100766
2016-09-04,101227
2016-09-05,102240
2016-09-06,102733
2016-09-07,102733
2016-09-08,102125
2016-09-09,102125
2016-09-10,102067
2016-09-11,102067
2016-09-12,102983
2016-09-13,104369
2016-09-14,104369
2016-09-15,106448
2016-09-16,106448
2016-09-17,108321
2016-09-18,111129
2016-09-19,112020
2016-09-20,112020
2016-09-21,117324
2016-09-22,121047
2016-09-23,121644
2016-09-24,121644
2016-09-25,116928
2016-09-26,116928
2016-09-27,114466
2016-09-28,112607
2016-09-29,112607
2016-09-30,111400
2016-10-01,109055
2016-10-02,109055
2016-10-03,109173
2016-10-04,111298
2016-10-05,112810
2016-10-06,112320
2016-10-07,112320
2016-10-08,112287
2016-10-09,112287
2016-10-10,112428
2016-10-11,108574
2016-10-12,108574
2016-10-13,104078
2016-10-14,102391
2016-10-15,102441
2016-10-16,104678
2016-10-17,107530
2016-10-18,111540
2016-10-19,114676
2016-10-20,118331
2016-10-21,121168
2016-10-22,121168
2016-10-23,117463
2016-10-24,115969
2016-10-25,115969
2016-10-26,117887
2016-10-27,117887
2016-10-28,120358
2016-10-29,121823
2016-10-30,119678
2016-10-31,117107
2016-11-01,117107
2016-11-02,114317
2016-11-03,114317
2016-11-04,110709
2016-11-05,110709
2016-11-06,106798
2016-11-07,106616
2016-11-08,104366
2016-11-09,106802
2016-11-10,108883
2016-11-11,108883
2016-11-12,111054
2016-11-13,111054
2016-11-14,108108
2016-12-08,99477
2016-12-09,101171
2016-12-10,101171
2016-12-11,101115
2016-12-12,101025
2016-12-13,100916
2016-12-14,100136
2016-12-15,100136
2016-12-16,100521
2016-12-17,99515
2016-12-18,99515
2016-12-19,99825
2016-12-20,102049
2016-12-21,102470
2016-12-22,102470
2016-12-23,102201
2016-12-24,102201
2016-12-25,102597
2016-12-26,100769
2016-12-27,98742
2016-12-28,99519
2016-12-29,101513
2016-12-30,102083
2016-12-31,102639
2017-01-01,100744
2017-01-02,101135
2017-01-03,102154
2017-01-04,102934
2017-01-05,104641
2017-01-06,103506
2017-01-07,100443
2017-01-08,97921
2017-01-09,95233
2017-01-10,95862
2017-01-11,95750
2017-01-12,96375
2017-01-13,98977
2017-01-14,100479
2017-01-15,101388
2017-01-16,98845
2017-01-17,97322
2017-01-18,94838
2017-01-19,93577
2017-01-20,95322
2017-01-21,95029
2017-01-22,94711
2017-01-27,94487
2017-01-28,92398
2017-01-29,89580
2017-01-30,85601
2017-01-31,84251
2017-02-01,84758
2017-02-02,81522
2017-02-03,78448
2017-02-04,77310
2017-02-05,76294
2017-02-06,75758
2017-02-07,76650
2017-02-08,78730
2017-02-09,78730
2017-02-10,81227
2017-02-11,84200
2017-02-12,84200
2017-02-13,87905
2017-02-14,91167
2017-02-15,94855
2017-02-16,96506
2017-02-18,93973
2017-02-19,90404
2017-02-20,87537
2017-02-21,87141
2017-02-22,87141
2017-02-23,84351
2017-02-24,84351
2017-02-25,82035
2017-02-26,80815
2017-02-27,81459
2017-02-28,84286
2017-03-01,87908
2017-03-02,89885
2017-03-03,91432
2017-03-04,90575
2017-03-05,88029
2017-03-06,88273
2017-03-07,88558
2017-03-08,88558
2017-03-09,87267
2017-03-10,84660
2017-03-11,82132
2017-03-12,78029
2017-03-13,76212
2017-03-14,76191
2017-03-15,76229
2017-03-16,78567
2017-03-17,80693
2017-03-18,80778
2017-03-19,78516
2017-03-20,78568
2017-03-21,80181
2017-03-22,80343
2017-03-23,81332
2017-03-24,83710
2017-03-25,83710
2017-03-26,83041
2017-03-27,80617
2017-03-28,79251
2017-03-29,78679
2017-03-30,78731
2017-03-31,79675
2017-04-01,79149
2017-04-02,77083
2017-04-03,74121
2017-04-04,72869
2017-04-12,77338
2017-04-13,78348
2017-04-14,78226
2017-04-15,77731
2017-04-16,79130
2017-04-17,79778
2017-04-18,79433
2017-04-19,81094
2017-04-20,82609
2017-04-21,82620
2017-04-22,82323
2017-04-23,83846
2017-04-24,87186
2017-04-25,89867
2017-04-26,89867
2017-04-27,90875
2017-04-28,93391
2017-04-29,95281
2017-04-30,98314
2017-05-01,101412
2017-05-02,98372
2017-05-03,96678
2017-05-04,96634
2017-05-05,95160
2017-05-06,92528
2017-05-07,90459
2017-05-08,89526
2017-05-09,89060
2017-05-10,89542
2017-05-11,88269
2017-05-12,88941
2017-05-13,86374
2017-05-14,86374
2017-05-15,84037
2017-05-16,82788
2017-05-17,82788
2017-05-18,81820
2017-05-19,81820
2017-05-20,80590
2017-05-21,80590
2017-05-22,80272
2017-05-23,82585
2017-05-24,83726
2017-05-25,86256
2017-05-26,88729
2017-05-27,91289
2017-05-28,93284
2017-05-29,93260
2017-05-30,96050
2017-05-31,96696
2017-06-01,95632
2017-06-02,96118
2017-06-03,96621
2017-06-06,104925
2017-06-07,101627
2017-06-08,101627
2017-06-09,97037
2017-06-10,95604
2017-06-11,94196
2017-06-12,93665
2017-06-13,95605
2017-06-14,94740
2017-06-15,97143
2017-06-16,100512
2017-06-17,104651
2017-06-18,108020
2017-06-19,108020
2017-06-20,109316
2017-06-21,105898
2017-06-22,104845
2017-06-23,102888
2017-06-24,103373
2017-06-25,104697
2017-06-26,104215
2017-06-27,103328
2017-06-28,103075
2017-06-29,104689
2017-06-30,102375
2017-07-01,102375
2017-07-02,102701
2017-07-03,100789
2017-07-04,100161
2017-07-05,100161
2017-07-06,100613
2017-07-07,100613
2017-07-08,100757
2017-07-13,102778
2017-07-14,105041
2017-07-15,105041
2017-07-16,105088
2017-07-17,103948
2017-07-18,104466
2017-07-19,104303
2017-07-20,101642
2017-07-21,101382
2017-07-22,100314
2017-07-23,101050
2017-07-24,98451
2017-07-25,98560
2017-07-26,99672
2017-07-27,100360
2017-07-28,101641
2017-07-29,102783
2017-07-30,103512
2017-07-31,103512
2017-08-01,102228
2017-08-02,102543
2017-08-03,100430
2017-08-04,98713
2017-08-05,100254
2017-08-06,100700
2017-08-09,97385
2017-08-10,95469
2017-08-11,93116
2017-08-12,90024
2017-08-13,89317
2017-08-14,89943
2017-08-15,92095
2017-08-16,93328
2017-08-17,95587
2017-08-18,95587
2017-08-19,97439
2017-08-20,96505
2017-08-21,95460
2017-08-22,94894
2017-08-23,93226
2017-08-24,94431
2017-08-25,94431
2017-08-26,93236
2017-08-27,93302
2017-08-28,94853
2017-08-29,95486
2017-08-30,94426
2017-08-31,94426
2017-09-01,95282
2017-09-02,95739
2017-09-03,95739
2017-09-04,95200
2017-09-05,92616
2017-09-06,91762
2017-09-07,92685
2017-09-08,93957
2017-09-09,96169
2017-09-10,93887
2017-09-11,90890
2017-09-12,91019
2017-09-13,91729
2017-09-14,94811
2017-09-15,94811
2017-09-16,95085
2017-09-17,96535
2017-09-19,96123
2017-09-20,95850
2017-09-21,95776
2017-09-22,96612
2017-09-23,96612
2017-09-24,99877
2017-09-25,98089
2017-09-26,95024
2017-09-27,95024
2017-09-28,92936
2017-09-29,91905
2017-09-30,92296
2017-10-01,92720
2017-10-02,95151
2017-10-03,95151
2017-10-04,94072
2017-10-05,92737
2017-10-06,93588
2017-10-07,94817
2017-10-08,97970
2017-10-09,94583
2017-10-10,97090
2017-10-11,97090
2017-10-12,98223
2017-10-13,97703
2017-10-14,97611
2017-10-15,97611
2017-10-16,97933
2017-10-17,97933
2017-10-18,96726
2017-10-19,95239
2017-10-20,95334
2017-10-21,97195
2017-10-22,101386
2017-10-23,106236
2017-10-24,111548
2017-10-25,117046
2017-10-26,120796
2017-10-27,126421
2017-10-28,126421
2017-10-29,132725
2017-10-30,136946
2017-10-31,142089
2017-11-01,142089
2017-11-02,145760
2017-11-03,146103
2017-11-04,150790
2017-11-05,152283
2017-11-06,151461
2017-11-07,147204
2017-11-08,140985
2017-11-09,134359
2017-11-10,128495
2017-11-11,124443
2017-11-12,121108
2017-11-13,117211
2017-11-14,113627
2017-11-15,109789
2017-11-16,108456
2017-11-17,105266
2017-11-18,102259
2017-11-19,99554
2017-11-20,99338
2017-11-21,102766
2017-11-22,105124
2017-11-23,105590
2017-11-24,102823
2017-11-25,101529
2017-11-26,99732
2017-11-27,99732
2017-11-28,94963
2017-11-29,96264
2017-11-30,98388
2017-12-01,98932
2017-12-02,102820
2017-12-03,107518
2017-12-04,109971
2017-12-05,107940
2017-12-06,108837
2017-12-07,108079
2017-12-08,108079
2017-12-09,110691
2017-12-10,110473
2017-12-11,106889
2017-12-12,106232
2017-12-13,108497
2017-12-14,104943
2017-12-15,105736
2017-12-16,103570
2017-12-17,104408
2017-12-18,102380
2017-12-19,103224
2017-12-20,102285
2017-12-21,102306
2017-12-22,101343
2017-12-23,97802
2017-12-24,96813
2017-12-25,94211
2017-12-26,90642
2017-12-27,87821
2017-12-28,87262
2017-12-29,86078
2017-12-30,84878
2017-12-31,83022
2018-01-01,84668
2018-01-02,88206
2018-01-03,91166
2018-01-04,92869
2018-01-05,92972
2018-01-06,93660
2018-01-07,94304
2018-01-08,95858
2018-01-09,94654
2018-01-10,95272
2018-01-11,95336
2018-01-12,94166
2018-01-13,92877
2018-01-14,92381
2018-01-15,91666
2018-01-16,94329
2018-01-17,94775
2018-01-18,92458
2018-01-19,92458
2018-01-20,94209
2018-01-21,94595
2018-01-22,95240
2018-01-23,93360
2018-01-24,93205
2018-01-25,93870
2018-01-26,94754
2018-01-27,96342
2018-01-28,97586
2018-01-29,97612
2018-01-30,101251
2018-02-01,105457
2018-02-02,104974
2018-02-03,106735
2018-02-04,104772
2018-02-05,107911
2018-02-06,106537
2018-02-07,107979
2018-02-08,109320
2018-02-09,111150
2018-02-10,115408
2018-02-11,111366
2018-02-12,109750
2018-02-13,106726
2018-02-14,105036
2018-02-15,101137
2018-02-16,100808
2018-02-17,102416
2018-02-18,102461
2018-02-19,102889
2018-02-20,102582
2018-02-21,101694
2018-02-22,99728
2018-02-23,100362
2018-02-24,101379
2018-02-25,103141
2018-02-26,104977
2018-02-27,106769
2018-02-28,107214
2018-03-01,110628
2018-03-02,114194
2018-03-03,119715
2018-03-04,122477
2018-03-05,121443
2018-03-06,115982
2018-03-07,111897
2018-03-08,107362
2018-03-09,103781
2018-03-10,102221
2018-03-11,105050
2018-03-12,106590
2018-03-13,104426
2018-03-14,103227
2018-03-15,104707
2018-03-16,102854
2018-03-17,98962
2018-03-18,97676
2018-03-19,98640
2018-03-20,98375
2018-03-21,97645
2018-03-23,98784
2018-03-24,100339
2018-03-26,102344
2018-03-27,102171
2018-03-28,102801
2018-03-29,102358
2018-03-30,102188
2018-03-31,101846
2018-04-01,100229
2018-04-02,100137
2018-04-03,103705
2018-04-04,104442
2018-04-05,108599
2018-04-06,110240
2018-04-08,105808
2018-04-09,101302
2018-04-10,98541
2018-04-11,96912
2018-04-12,100934
2018-04-13,105197
2018-04-14,104834
2018-04-16,106555
2018-04-17,103870
2018-04-18,105028
2018-04-19,103787
2018-04-20,105312
2018-04-21,106343
2018-04-22,106351
2018-04-23,103503
2018-04-24,102942
2018-04-25,105868
2018-04-26,103724
2018-04-27,104049
2018-04-28,102934
2018-04-29,104625
2018-04-30,103308
2018-05-01,103163
2018-05-02,102794
2018-05-03,105320
2018-05-04,103905
2018-05-05,103892
2018-05-06,105072
2018-05-07,105765
2018-05-08,104410
2018-05-09,103927
2018-05-10,100355
2018-05-11,97546
2018-05-12,100604
2018-05-13,103853
2018-05-14,103400
2018-05-15,103642
2018-05-16,105465
2018-05-17,106805
2018-05-18,106604
2018-05-19,104154
2018-05-20,104836
2018-05-21,104472
2018-05-22,105767
2018-05-23,105954
2018-05-24,106621
2018-05-25,105099
2018-05-26,106183
2018-05-27,107367
2018-05-28,106705
2018-05-29,103591
2018-05-30,104194
2018-05-31,104811
2018-06-01,105876
2018-06-02,105718
2018-06-03,106044
2018-06-04,103000
2018-06-05,102615
2018-06-06,101834
2018-06-07,99844
2018-06-08,97780
2018-06-09,95992
2018-06-10,97740
2018-06-11,96841
2018-06-12,98434
2018-06-13,100411
2018-06-14,102228
2018-06-15,102718
2018-06-16,103929
2018-06-17,103905
2018-06-18,101819
2018-06-19,99674
2018-06-20,96304
2018-06-21,92848
2018-06-22,93091
2018-06-23,94398
2018-06-24,92913
2018-06-25,93671
2018-06-26,95610
2018-06-27,95737
2018-06-28,93487
2018-06-29,92760
2018-06-30,92436
2018-07-01,91661
2018-07-02,91864
2018-07-03,92885
2018-07-04,94181
2018-07-05,92305
2018-07-06,93723
2018-07-07,92390
2018-07-08,90336
2018-07-09,91834
2018-07-10,91338
2018-07-11,90795
2018-07-12,89524
2018-07-13,89940
2018-07-14,90875
2018-07-15,92433
2018-07-16,92351
2018-07-17,93162
2018-07-18,92888
2018-07-19,94253
2018-07-20,94816
2018-07-21,93796
2018-07-22,93333
2018-07-23,90853
2018-07-24,94094
2018-07-25,93722
2018-07-26,93892
2018-07-27,91776
2018-07-28,89809
2018-07-29,89200
2018-07-30,88771
2018-07-31,90680
2018-08-01,90566
2018-08-02,91180
2018-08-03,91740
2018-08-04,91882
2018-08-05,93506
2018-08-06,93495
2018-08-07,93870
2018-08-08,94447
2018-08-09,97153
2018-08-10,96968
2018-08-11,98666
2018-08-12,101178
2018-08-14,101433
2018-08-16,96184
2018-08-17,98799
2018-08-18,98359
2018-08-19,100316
2018-08-20,104100
2018-08-21,109305
2018-08-22,114771
2018-08-23,120473
2018-08-24,126497
2018-08-25,132796
2018-08-26,139341
2018-08-27,144095
2018-08-28,146293
2018-08-29,149990
2018-08-30,149466
2018-08-31,152811
2018-09-01,157435
2018-09-02,165052
2018-09-03,167796
2018-09-04,164996
2018-09-05,171466
2018-09-06,178495
2018-09-07,180327
2018-09-08,180104
2018-09-09,181446
2018-09-10,185051
2018-09-11,183077
2018-09-12,180686
2018-09-13,179731
2018-09-14,182620
2018-09-15,176848
2018-09-16,172366
2018-09-17,166909
2018-09-18,169906
2018-09-19,176838
2018-09-20,182172
2018-09-21,191208
2018-09-22,198839
2018-09-23,208600
2018-09-24,216970
2018-09-25,226195
2018-09-26,233727
2018-09-27,244525
2018-09-28,256664
2018-09-29,269459
2018-09-30,264927
2018-10-02,240288
2018-10-03,232634
2018-10-04,240810
2018-10-05,246497
2018-10-06,247890
2018-10-07,235521
2018-10-08,228837
2018-10-09,221052
2018-10-10,219937
2018-10-11,225967
2018-10-12,225707
2018-10-13,218775
2018-10-14,212557
2018-10-15,207346
2018-10-16,207393
2018-10-17,199826
2018-10-18,193100
2018-10-19,186258
2018-10-20,180414
2018-10-21,177745
2018-10-22,184306
2018-10-23,191745
2018-10-24,191341
2018-10-25,198164
2018-10-26,205031
2018-10-27,211707
2018-10-28,219517
2018-10-29,219328
2018-10-30,224418
2018-10-31,222338
2018-11-01,227991
2018-11-03,219459
2018-11-04,214665
2018-11-05,213464
2018-11-06,209958
2018-11-07,209932
2018-11-08,208897
2018-11-09,207039
2018-11-10,200137
2018-11-11,199164
2018-11-12,193323
2018-11-13,188823
2018-11-14,183093
2018-11-15,180389
2018-11-16,179107
2018-11-17,178271
2018-11-18,177777
2018-11-19,177037
2018-11-20,176440
2018-11-21,174522
2018-11-22,173601
2018-11-23,170151
2018-11-24,164519
2018-11-25,162673
2018-11-26,163371
2018-11-27,164048
2018-11-28,165564
2018-11-29,165490
2018-12-01,176005
2018-12-02,181498
2018-12-03,182078
2018-12-04,183976
2018-12-05,185054
2018-12-07,185961
2018-12-09,177296
2018-12-10,172320
2018-12-11,171972
2018-12-12,169002
2018-12-13,166347
2018-12-14,164760
2018-12-15,163583
2018-12-16,161818
2018-12-17,158361
2018-12-18,155818
2018-12-19,152760
2018-12-20,149039
2018-12-21,144956
2018-12-22,141516
2018-12-23,142669
2018-12-24,136616
2018-12-25,134947
2018-12-26,130098
2018-12-27,130451
2018-12-28,133526
2018-12-29,133125
2018-12-30,129985
2018-12-31,126494
2019-01-01,126867
2019-01-02,130059
2019-01-03,130938
2019-01-04,132373
2019-01-05,132848
2019-01-06,134119
2019-01-08,131253
2019-01-10,133230
2019-01-11,131134
2019-01-12,137135
2019-01-13,142480
2019-01-14,148231
2019-01-15,154600
2019-01-16,157885
2019-01-17,157356
2019-01-18,151117
2019-01-19,145447
2019-01-20,142385
2019-01-21,139881
2019-01-22,140249
2019-01-23,138245
2019-01-24,139814
2019-01-25,143195
2019-01-26,143009
2019-01-27,145088
2019-01-28,140668
2019-01-29,137075
2019-01-30,133427
2019-01-31,128195
2019-02-01,126566
2019-02-02,131687
2019-02-03,133603
2019-02-04,128107
2019-02-05,127798
2019-02-06,130292
2019-02-07,129076
2019-02-08,133066
2019-02-09,130666
2019-02-10,134966
2019-02-11,135516
2019-02-12,137459
2019-02-13,138461
2019-02-14,138336
2019-02-15,138625
2019-02-16,140268
2019-02-17,145575
2019-02-18,140593
2019-02-19,137615
2019-02-20,136329
2019-02-21,134526
2019-02-22,135239
2019-02-23,137590
2019-02-24,137172
2019-02-25,136469
2019-02-26,138188
2019-02-27,144297
2019-02-28,149258
2019-03-01,147715
2019-03-02,144190
2019-03-03,144914
2019-03-04,147832
2019-03-05,144811
2019-03-06,147772
2019-03-07,145254
2019-03-08,144416
2019-03-09,143038
2019-03-10,140617
2019-03-11,138067
2019-03-12,138008
2019-03-13,135224
2019-03-14,133027
2019-03-15,130277
2019-03-16,127505
2019-03-17,130555
2019-03-18,133999
2019-03-19,134262
2019-03-20,134361
2019-03-21,132412
2019-03-22,129795
2019-03-23,126998
2019-03-24,124570
2019-03-25,124062
2019-03-26,125229
2019-03-27,130619
2019-03-28,126176
2019-03-29,122999
2019-03-30,123240
2019-03-31,122264
2019-04-01,119711
2019-04-02,119485
2019-04-03,115150
2019-04-04,111978
2019-04-05,111977
2019-04-06,109554
