date_obj,Teak%20demon%20lectern%20(flatpack) price
2015-03-14,400
2015-05-13,400
2015-05-08,400
2015-06-06,400
2015-08-17,400
2015-06-15,400
2015-06-16,400
2015-06-26,400
2015-07-29,400
2015-07-17,400
2015-06-23,400
2015-04-24,400
2015-08-06,400
2015-03-07,400
2015-04-04,400
2015-03-18,400
2015-03-08,400
2015-08-21,400
2015-07-10,400
2015-05-21,400
2015-06-21,400
2015-08-01,400
2015-03-19,400
2015-06-02,400
2015-04-09,400
2015-05-11,400
2015-07-15,400
2015-08-20,400
2015-08-14,400
2015-06-12,400
2015-07-04,400
2015-04-25,400
2015-08-02,400
2015-05-24,400
2015-06-13,400
2015-06-14,400
2015-05-12,400
2015-07-23,400
2015-05-14,400
2015-03-27,400
2015-07-28,400
2015-03-17,400
2015-05-02,400
2015-04-06,400
2015-07-13,400
2015-07-14,400
2015-03-16,400
2015-04-18,400
2015-08-05,400
2015-07-03,400
2015-07-06,400
2015-06-03,400
2015-08-31,400
2015-08-31,400
2015-09-02,400
2015-09-07,400
2015-09-08,400
2015-09-10,400
2015-09-14,400
2015-09-16,400
2015-09-22,400
2015-09-23,400
2015-09-24,400
2015-09-25,400
2015-09-27,400
2015-09-28,400
2015-09-29,400
2015-09-30,400
2015-10-05,400
2015-10-06,400
2015-10-07,400
2015-10-08,400
2015-10-09,400
2015-10-10,400
2015-10-11,400
2015-10-12,400
2015-10-13,400
2015-10-14,400
2015-10-15,400
2015-10-16,400
2015-10-17,400
2015-10-18,400
2015-10-19,400
2015-10-20,400
2015-10-22,400
2015-10-23,400
2015-10-24,400
2015-10-25,400
2015-10-26,400
2015-10-27,400
2015-10-29,400
2015-10-30,400
2015-10-31,400
2015-11-01,400
2015-11-02,400
2015-11-03,400
2015-11-04,400
2015-11-05,400
2015-11-06,400
2015-11-07,400
2015-11-08,400
2015-11-09,400
2015-11-10,400
2015-11-11,400
2015-11-12,400
2015-11-13,400
2015-11-14,400
2015-11-15,400
2015-11-16,400
2015-11-17,400
2015-11-18,400
2015-11-19,400
2015-11-20,400
2015-11-21,400
2015-11-22,400
2015-11-23,400
2015-11-24,400
2015-11-25,400
2015-11-26,400
2015-11-27,400
2015-11-28,400
2015-11-29,400
2015-11-30,400
2015-12-01,400
2015-12-02,400
2015-12-03,400
2015-12-04,400
2015-12-05,400
2015-12-06,400
2015-12-07,400
2015-12-08,400
2015-12-09,400
2015-12-10,400
2015-12-11,400
2015-12-13,400
2015-12-14,400
2015-12-15,400
2015-12-16,400
2015-12-17,400
2015-12-18,400
2015-12-19,400
2015-12-20,400
2015-12-21,400
2015-12-22,400
2015-12-23,400
2015-12-24,400
2015-12-25,400
2015-12-26,400
2015-12-27,400
2015-12-28,400
2015-12-29,400
2015-12-30,400
2015-12-31,400
2016-01-01,400
2016-01-02,400
2016-01-03,400
2016-01-04,400
2016-01-05,400
2016-01-06,400
2016-01-07,400
2016-01-08,400
2016-01-09,400
2016-01-10,400
2016-01-11,400
2016-01-12,400
2016-01-13,400
2016-01-14,400
2016-01-15,400
2016-01-16,400
2016-01-17,400
2016-01-18,400
2016-01-19,400
2016-01-20,400
2016-01-21,400
2016-01-22,400
2016-01-23,400
2016-01-24,400
2016-01-25,400
2016-01-26,400
2016-01-27,400
2016-01-28,400
2016-01-29,400
2016-01-30,400
2016-01-31,400
2016-02-01,400
2016-02-02,400
2016-02-03,400
2016-02-04,400
2016-02-05,400
2016-02-06,400
2016-02-07,400
2016-02-08,400
2016-02-09,400
2016-02-10,400
2016-02-11,400
2016-02-12,400
2016-02-13,400
2016-02-14,400
2016-02-15,400
2016-02-16,400
2016-02-17,400
2016-02-18,400
2016-02-19,400
2016-02-20,400
2016-02-21,400
2016-02-22,400
2016-02-23,400
2016-02-24,400
2016-02-25,400
2016-02-26,400
2016-02-27,400
2016-02-28,400
2016-02-29,400
2016-03-01,400
2016-03-02,400
2016-03-03,400
2016-03-04,400
2016-03-05,400
2016-03-06,400
2016-03-07,400
2016-03-08,400
2016-03-09,400
2016-03-10,400
2016-03-11,400
2016-03-12,400
2016-03-13,400
2016-03-14,400
2016-03-15,400
2016-03-16,400
2016-03-17,400
2016-03-18,400
2016-03-19,400
2016-03-20,400
2016-03-21,400
2016-03-22,400
2016-03-23,400
2016-03-24,400
2016-03-25,400
2016-03-26,400
2016-03-27,400
2016-03-28,400
2016-03-29,400
2016-03-30,400
2016-03-31,400
2016-04-01,400
2016-04-02,400
2016-04-03,400
2016-04-04,400
2016-04-05,400
2016-04-06,408
2016-04-07,408
2016-04-08,408
2016-04-09,408
2016-04-10,408
2016-04-11,408
2016-04-12,408
