date_obj,Blue%20elegant%20skirt price
2019-03-26,1888
2019-03-27,1888
2019-03-28,1888
2019-03-29,1854
2019-03-30,1854
2019-03-31,1854
2019-04-01,1854
2019-04-02,1854
2019-04-03,1807
2019-04-04,1807
2019-04-05,1807
2019-04-06,1807
2019-04-07,1843
2019-04-08,1843
2019-04-09,1843
2019-04-10,1843
2019-04-11,1843
2019-04-12,1870
2019-04-13,1870
2019-04-14,1870
2019-04-15,1870
2019-04-16,1870
2019-04-17,1917
2019-04-18,1917
2019-04-19,1917
2019-04-20,1917
2019-04-21,1917
2019-04-22,1964
2019-04-23,1964
2019-04-24,1964
2019-04-25,1964
2019-04-26,1964
2019-04-27,1964
2019-04-28,2027
2019-04-29,2027
2019-04-30,2027
2019-05-01,2027
2019-05-02,2027
2019-05-03,2027
2019-05-04,2121
2019-05-05,2121
2019-05-06,2121
2019-05-07,2121
2019-05-08,2219
2019-05-09,2219
2019-05-10,2219
2019-05-11,2219
2019-05-12,2328
2019-05-13,2328
2019-05-14,2328
2019-05-15,2328
2019-05-16,2328
2019-05-17,2440
2019-05-18,2440
2019-05-19,2440
2019-05-20,2440
2019-05-21,2440
2019-05-22,2557
2019-05-23,2557
2019-05-24,2557
2019-05-25,2557
2019-05-26,2557
2019-05-27,2675
2019-05-28,2675
2019-05-29,2675
2019-05-30,2675
2019-05-31,2675
2019-06-01,2686
2019-06-02,2686
2019-06-03,2686
2019-06-04,2686
2019-06-05,2686
2019-06-06,2746
2019-06-07,2746
2019-06-08,2746
2019-06-09,2746
2019-06-10,2746
2019-06-11,2746
2019-06-12,2746
2019-06-13,2746
2019-06-14,2746
2019-06-15,2746
2019-06-16,2746
2019-06-17,2754
2019-06-18,2754
2019-06-19,2754
2019-06-20,2754
2019-06-21,2754
2019-06-22,2754
2019-06-23,2700
2019-06-24,2700
2019-06-25,2700
2019-06-26,2700
2019-06-27,2700
2019-06-28,2664
2019-06-29,2664
2019-06-30,2664
2019-07-01,2664
2019-07-02,2664
2019-07-03,2630
2019-07-04,2630
2019-07-05,2630
2019-07-06,2630
2019-07-07,2630
2019-07-08,2630
2019-07-09,2633
2019-07-10,2633
2019-07-11,2633
2019-07-12,2633
2019-07-13,2633
2019-07-14,2649
2019-07-15,2649
2019-07-16,2649
2019-07-17,2649
2019-07-18,2649
2019-07-19,2750
2019-07-20,2750
2019-07-21,2750
2019-07-22,2750
2019-07-23,2750
2019-07-24,2877
2019-07-25,2877
2019-07-26,2877
2019-07-27,2877
2019-07-28,2877
2019-07-29,3015
2019-07-30,3015
2019-07-31,3015
2019-08-01,3015
2019-08-02,3015
2019-08-03,3030
2019-08-04,3030
2019-08-05,3030
2019-08-06,3030
2019-08-07,3030
2019-08-08,3030
2019-08-09,3030
2019-08-10,3079
2019-08-11,3079
2019-08-12,3079
2019-08-13,3079
2019-08-14,3079
2019-08-15,3079
2019-08-16,3079
2019-08-17,3079
2019-08-18,3219
2019-08-19,3219
2019-08-20,3219
2019-08-21,3219
2019-08-22,3219
2019-08-23,3219
2019-08-24,3219
2019-08-24,3219
2019-08-25,3219
2019-08-25,3219
2019-08-26,3368
2019-08-27,3368
2019-08-27,3368
2019-08-28,3368
2019-08-29,3368
2019-08-30,3368
2019-08-31,3368
2019-09-01,3534
2019-09-02,3534
2019-09-03,3534
2019-09-04,3534
2019-09-05,3534
2019-09-06,3534
2019-09-07,3534
2019-09-08,3688
2019-09-09,3688
2019-09-10,3688
2019-09-11,3688
2019-09-12,3688
2019-09-13,3688
2019-09-14,3688
2019-09-15,3630
2019-09-16,3630
2019-09-17,3630
2019-09-18,3630
2019-09-19,3630
2019-09-20,3630
2019-09-21,3630
2019-09-22,3724
2019-09-23,3724
2019-09-24,3724
2019-09-25,3724
2019-09-26,3724
2019-09-27,3724
2019-09-28,3753
2019-09-29,3753
2019-09-30,3753
2019-10-01,3753
2019-10-02,3753
2019-10-03,3753
2019-10-04,3753
2019-10-05,3804
2019-10-06,3804
2019-10-07,3804
2019-10-08,3804
2019-10-09,3804
2019-10-10,3804
2019-10-11,3800
2019-10-12,3800
2019-10-13,3800
2019-10-14,3800
2019-10-15,3800
2019-10-16,3910
2019-10-17,3910
2019-10-18,3910
2019-10-19,3910
2019-10-20,3910
2019-10-21,3910
2019-10-22,3910
2019-10-23,3981
2019-10-24,3981
2019-10-25,3981
2019-10-26,3981
2019-10-27,3981
2019-10-28,3981
2019-10-29,3981
2019-10-30,3938
2019-10-31,3938
2019-11-01,3938
2019-11-02,3938
2019-11-03,3938
2019-11-04,3938
2019-11-05,3935
2019-11-06,3935
2019-11-07,3935
2019-11-08,3935
2019-11-09,3935
2019-11-10,3935
2019-11-11,3912
2019-11-12,3912
2019-11-13,3912
2019-11-14,3912
2019-11-15,3912
2019-11-16,3912
2019-11-17,3912
2019-11-18,3912
2019-11-19,3876
2019-11-20,3876
2019-11-21,3876
2019-11-22,3876
2019-11-23,3876
2019-11-24,3876
2019-11-25,3900
2019-11-26,3900
2019-11-27,3900
2019-11-28,3900
2019-11-29,3900
2019-11-30,3900
2019-12-01,3887
2019-12-02,3887
2019-12-03,3887
2019-12-04,3887
2019-12-05,3887
2019-12-06,3887
2019-12-07,3887
2019-12-08,3887
2019-12-09,3988
2019-12-10,3988
2019-12-11,3988
2019-12-12,3988
2019-12-13,3988
2019-12-14,3988
2019-12-15,3988
2019-12-16,3988
2019-12-17,4012
2019-12-18,4012
2019-12-19,4012
2019-12-20,4012
2019-12-21,4012
2019-12-22,4012
2019-12-23,4012
2019-12-24,4012
2019-12-25,4012
2019-12-26,4071
2019-12-27,4071
2019-12-28,4071
2019-12-29,4071
2019-12-30,4071
2019-12-31,4071
2020-01-01,4187
2020-01-02,4187
2020-01-03,4187
2020-01-04,4187
2020-01-05,4187
2020-01-06,4187
2020-01-07,4187
2020-01-08,4187
2020-01-09,4163
2020-01-10,4163
2020-01-11,4163
2020-01-12,4163
2020-01-13,4163
2020-01-14,4163
2020-01-15,4057
2020-01-16,4057
2020-01-17,4057
2020-01-18,4057
2020-01-19,4057
2020-01-20,4057
2020-01-21,4057
2020-01-22,4091
2020-01-23,4091
2020-01-24,4091
2020-01-25,4091
2020-01-26,4091
2020-01-27,4038
2020-01-28,4038
2020-01-29,4038
2020-01-30,4038
2020-01-31,4038
2020-02-01,4038
2020-02-02,4038
2020-02-03,4026
2020-02-04,4026
2020-02-05,4026
2020-02-06,4026
2020-02-07,4026
2020-02-08,4026
2020-02-09,4049
2020-02-10,4049
2020-02-11,4049
2020-02-12,4049
2020-02-13,4049
2020-02-14,4088
2020-02-15,4088
2020-02-16,4088
2020-02-17,4088
2020-02-18,4088
2020-02-19,4088
2020-02-20,4093
2020-02-21,4093
2020-02-22,4093
2020-02-23,4093
2020-02-24,4093
2020-02-25,4093
2020-02-26,4093
2020-02-27,4078
2020-02-28,4078
2020-02-29,4078
2020-03-01,4078
2020-03-02,4078
2020-03-03,4078
2020-03-04,4078
2020-03-05,3931
2020-03-06,3931
2020-03-07,3931
2020-03-08,3931
2020-03-09,3931
2020-03-10,3821
2020-03-11,3821
2020-03-12,3821
2020-03-13,3821
2020-03-14,3821
2020-03-15,3821
2020-03-16,3900
2020-03-17,3900
2020-03-18,3900
2020-03-19,3900
2020-03-20,3900
2020-03-21,3897
2020-03-22,3897
2020-03-23,3897
2020-03-24,3897
2020-03-25,3897
2020-03-26,3893
2020-03-27,3893
2020-03-28,3893
2020-03-29,3893
2020-03-30,3987
2020-03-31,3987
2020-04-01,3987
2020-04-02,3987
2020-04-03,3944
2020-04-04,3944
2020-04-05,3944
2020-04-06,3944
2020-04-07,4057
2020-04-08,4057
2020-04-09,4057
2020-04-10,4216
2020-04-11,4216
2020-04-12,4216
2020-04-13,4216
2020-04-14,4137
2020-04-15,4137
2020-04-16,4137
2020-04-17,4137
2020-04-18,3971
2020-04-19,3971
2020-04-20,3971
2020-04-21,3971
2020-04-22,4088
2020-04-23,4088
2020-04-24,4088
2020-04-25,4088
2020-04-26,4088
2020-04-27,4047
2020-04-28,4047
2020-04-29,4047
2020-04-30,4047
2020-05-01,3857
2020-05-02,3857
2020-05-03,3857
2020-05-04,3857
2020-05-05,3723
2020-05-06,3723
2020-05-07,3723
2020-05-08,3723
2020-05-09,3655
2020-05-10,3655
2020-05-11,3655
2020-05-12,3655
2020-05-13,3805
